t,i,r,c,wVC,cap
2042,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2034,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2046,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2023,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2035,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2026,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2020,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2044,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2039,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2027,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2024,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2019,CCGT-GAS,Tamil_Nadu,init-7,5837.814388,997.8
2047,CCGT-GAS,Tripura,init-7,1813.458873,852
2031,CCGT-GAS,Tripura,init-7,1835.920092,868
2018,CCGT-GAS,Tripura,init-7,1835.920092,868
2029,CCGT-GAS,Tripura,init-7,1835.920092,868
2033,CCGT-GAS,Tripura,init-7,1835.920092,868
2040,CCGT-GAS,Tripura,init-7,1835.920092,868
2025,CCGT-GAS,Tripura,init-7,1835.920092,868
2045,CCGT-GAS,Tripura,init-7,1835.920092,868
2017,CCGT-GAS,Tripura,init-7,1835.920092,868
2046,CCGT-GAS,Tripura,init-7,1813.458873,852
2034,CCGT-GAS,Tripura,init-7,1835.920092,868
2021,CCGT-GAS,Tripura,init-7,1835.920092,868
2027,CCGT-GAS,Tripura,init-7,1835.920092,868
2019,CCGT-GAS,Tripura,init-7,1835.920092,868
2041,CCGT-GAS,Tripura,init-7,1835.920092,868
2038,CCGT-GAS,Tripura,init-7,1835.920092,868
2030,CCGT-GAS,Tripura,init-7,1835.920092,868
2032,CCGT-GAS,Tripura,init-7,1835.920092,868
2028,CCGT-GAS,Tripura,init-7,1835.920092,868
2042,CCGT-GAS,Tripura,init-7,1835.920092,868
2035,CCGT-GAS,Tripura,init-7,1835.920092,868
2020,CCGT-GAS,Tripura,init-7,1835.920092,868
2036,CCGT-GAS,Tripura,init-7,1835.920092,868
2022,CCGT-GAS,Tripura,init-7,1835.920092,868
2043,CCGT-GAS,Tripura,init-7,1835.920092,868
2044,CCGT-GAS,Tripura,init-7,1835.920092,868
2039,CCGT-GAS,Tripura,init-7,1835.920092,868
2026,CCGT-GAS,Tripura,init-7,1835.920092,868
2023,CCGT-GAS,Tripura,init-7,1835.920092,868
2024,CCGT-GAS,Tripura,init-7,1835.920092,868
2037,CCGT-GAS,Tripura,init-7,1835.920092,868
2041,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2047,CCGT-GAS,Uttar_Pradesh,init-7,2712.03,829.78
2022,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2042,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2028,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2024,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2046,CCGT-GAS,Uttar_Pradesh,init-7,2712.03,829.78
2043,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2029,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2017,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2018,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2036,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2020,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2021,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2026,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2033,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2035,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2032,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2034,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2025,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2040,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2039,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2019,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2031,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2030,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2027,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2044,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2038,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2023,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2037,CCGT-GAS,Uttar_Pradesh,init-7,2796.428314,1493.14
2045,CCGT-GAS,Uttar_Pradesh,init-7,2734.140705,939.08
2036,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2021,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2019,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2042,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2029,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2033,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2025,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2037,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2040,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2028,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2022,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2044,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2018,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2035,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2047,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2024,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2046,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2038,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2023,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2032,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2026,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2039,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2020,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2043,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2034,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2017,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2027,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2045,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2031,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2041,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2030,CCGT-GAS,Uttarakhand,init-7,3388.08,450
2028,CCGT-GAS,West_Bengal,init-7,3438.48,100
2021,CCGT-GAS,West_Bengal,init-7,3438.48,100
2017,CCGT-GAS,West_Bengal,init-7,3438.48,100
2035,CCGT-GAS,West_Bengal,init-7,3438.48,20
2025,CCGT-GAS,West_Bengal,init-7,3438.48,100
2027,CCGT-GAS,West_Bengal,init-7,3438.48,100
2024,CCGT-GAS,West_Bengal,init-7,3438.48,100
2026,CCGT-GAS,West_Bengal,init-7,3438.48,100
2034,CCGT-GAS,West_Bengal,init-7,3438.48,100
2029,CCGT-GAS,West_Bengal,init-7,3438.48,100
2020,CCGT-GAS,West_Bengal,init-7,3438.48,100
2023,CCGT-GAS,West_Bengal,init-7,3438.48,100
2033,CCGT-GAS,West_Bengal,init-7,3438.48,100
2018,CCGT-GAS,West_Bengal,init-7,3438.48,100
2022,CCGT-GAS,West_Bengal,init-7,3438.48,100
2031,CCGT-GAS,West_Bengal,init-7,3438.48,100
2019,CCGT-GAS,West_Bengal,init-7,3438.48,100
2032,CCGT-GAS,West_Bengal,init-7,3438.48,100
2030,CCGT-GAS,West_Bengal,init-7,3438.48,100
2026,CCGT-LNG,Gujarat,init-1,791.99,350
2039,CCGT-LNG,Gujarat,init-1,791.99,350
2043,CCGT-LNG,Gujarat,init-1,791.99,350
2042,CCGT-LNG,Gujarat,init-1,791.99,350
2023,CCGT-LNG,Gujarat,init-1,791.99,350
2019,CCGT-LNG,Gujarat,init-1,791.99,350
2028,CCGT-LNG,Gujarat,init-1,791.99,350
2018,CCGT-LNG,Gujarat,init-1,791.99,350
2024,CCGT-LNG,Gujarat,init-1,791.99,350
2022,CCGT-LNG,Gujarat,init-1,791.99,350
2038,CCGT-LNG,Gujarat,init-1,791.99,350
2032,CCGT-LNG,Gujarat,init-1,791.99,350
2017,CCGT-LNG,Gujarat,init-1,791.99,350
2027,CCGT-LNG,Gujarat,init-1,791.99,350
2031,CCGT-LNG,Gujarat,init-1,791.99,350
2044,CCGT-LNG,Gujarat,init-1,791.99,350
2021,CCGT-LNG,Gujarat,init-1,791.99,350
2035,CCGT-LNG,Gujarat,init-1,791.99,350
2025,CCGT-LNG,Gujarat,init-1,791.99,350
2036,CCGT-LNG,Gujarat,init-1,791.99,350
2046,CCGT-LNG,Gujarat,init-1,791.99,350
2047,CCGT-LNG,Gujarat,init-1,791.99,350
2037,CCGT-LNG,Gujarat,init-1,791.99,350
2030,CCGT-LNG,Gujarat,init-1,791.99,350
2020,CCGT-LNG,Gujarat,init-1,791.99,350
2034,CCGT-LNG,Gujarat,init-1,791.99,350
2033,CCGT-LNG,Gujarat,init-1,791.99,350
2040,CCGT-LNG,Gujarat,init-1,791.99,350
2045,CCGT-LNG,Gujarat,init-1,791.99,350
2041,CCGT-LNG,Gujarat,init-1,791.99,350
2029,CCGT-LNG,Gujarat,init-1,791.99,350
2039,CCGT-LNG,Gujarat,init-2,1173.549218,563
2022,CCGT-LNG,Gujarat,init-2,1173.549218,563
2023,CCGT-LNG,Gujarat,init-2,1173.549218,563
2046,CCGT-LNG,Gujarat,init-2,1173.549218,563
2024,CCGT-LNG,Gujarat,init-2,1173.549218,563
2035,CCGT-LNG,Gujarat,init-2,1173.549218,563
2044,CCGT-LNG,Gujarat,init-2,1173.549218,563
2017,CCGT-LNG,Gujarat,init-2,1173.549218,563
2029,CCGT-LNG,Gujarat,init-2,1173.549218,563
2042,CCGT-LNG,Gujarat,init-2,1173.549218,563
2027,CCGT-LNG,Gujarat,init-2,1173.549218,563
2047,CCGT-LNG,Gujarat,init-2,1173.549218,563
2019,CCGT-LNG,Gujarat,init-2,1173.549218,563
2032,CCGT-LNG,Gujarat,init-2,1173.549218,563
2034,CCGT-LNG,Gujarat,init-2,1173.549218,563
2028,CCGT-LNG,Gujarat,init-2,1173.549218,563
2020,CCGT-LNG,Gujarat,init-2,1173.549218,563
2037,CCGT-LNG,Gujarat,init-2,1173.549218,563
2018,CCGT-LNG,Gujarat,init-2,1173.549218,563
2025,CCGT-LNG,Gujarat,init-2,1173.549218,563
2031,CCGT-LNG,Gujarat,init-2,1173.549218,563
2033,CCGT-LNG,Gujarat,init-2,1173.549218,563
2030,CCGT-LNG,Gujarat,init-2,1173.549218,563
2040,CCGT-LNG,Gujarat,init-2,1173.549218,563
2038,CCGT-LNG,Gujarat,init-2,1173.549218,563
2021,CCGT-LNG,Gujarat,init-2,1173.549218,563
2043,CCGT-LNG,Gujarat,init-2,1173.549218,563
2036,CCGT-LNG,Gujarat,init-2,1173.549218,563
2045,CCGT-LNG,Gujarat,init-2,1173.549218,563
2041,CCGT-LNG,Gujarat,init-2,1173.549218,563
2026,CCGT-LNG,Gujarat,init-2,1173.549218,563
2035,CCGT-LNG,Gujarat,init-3,2542.02,160
2027,CCGT-LNG,Gujarat,init-3,2542.02,160
2019,CCGT-LNG,Gujarat,init-3,2542.02,160
2043,CCGT-LNG,Gujarat,init-3,2542.02,160
2029,CCGT-LNG,Gujarat,init-3,2542.02,160
2018,CCGT-LNG,Gujarat,init-3,2542.02,160
2017,CCGT-LNG,Gujarat,init-3,2542.02,160
2034,CCGT-LNG,Gujarat,init-3,2542.02,160
2028,CCGT-LNG,Gujarat,init-3,2542.02,160
2047,CCGT-LNG,Gujarat,init-3,2542.02,160
2044,CCGT-LNG,Gujarat,init-3,2542.02,160
2023,CCGT-LNG,Gujarat,init-3,2542.02,160
2042,CCGT-LNG,Gujarat,init-3,2542.02,160
2031,CCGT-LNG,Gujarat,init-3,2542.02,160
2025,CCGT-LNG,Gujarat,init-3,2542.02,160
2046,CCGT-LNG,Gujarat,init-3,2542.02,160
2024,CCGT-LNG,Gujarat,init-3,2542.02,160
2041,CCGT-LNG,Gujarat,init-3,2542.02,160
2026,CCGT-LNG,Gujarat,init-3,2542.02,160
2038,CCGT-LNG,Gujarat,init-3,2542.02,160
2022,CCGT-LNG,Gujarat,init-3,2542.02,160
2030,CCGT-LNG,Gujarat,init-3,2542.02,160
2037,CCGT-LNG,Gujarat,init-3,2542.02,160
2032,CCGT-LNG,Gujarat,init-3,2542.02,160
2039,CCGT-LNG,Gujarat,init-3,2542.02,160
2021,CCGT-LNG,Gujarat,init-3,2542.02,160
2045,CCGT-LNG,Gujarat,init-3,2542.02,160
2020,CCGT-LNG,Gujarat,init-3,2542.02,160
2033,CCGT-LNG,Gujarat,init-3,2542.02,160
2036,CCGT-LNG,Gujarat,init-3,2542.02,160
2040,CCGT-LNG,Gujarat,init-3,2542.02,160
2026,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2018,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2017,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2041,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2038,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2019,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2044,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2047,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2027,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2032,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2046,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2023,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2022,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2021,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2024,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2037,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2025,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2020,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2043,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2039,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2042,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2030,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2029,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2045,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2040,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2028,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2033,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2034,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2031,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2035,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2036,CCGT-LNG,Gujarat,init-4,3822.197868,3734
2044,CCGT-LNG,Maharashtra,init-7,1062.01,2207.08
2019,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2042,CCGT-LNG,Maharashtra,init-7,1062.01,2207.08
2023,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2046,CCGT-LNG,Maharashtra,init-7,1062.01,2207.08
2018,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2024,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2038,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2037,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2030,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2041,CCGT-LNG,Maharashtra,init-7,1062.01,2207.08
2032,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2039,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2043,CCGT-LNG,Maharashtra,init-7,1062.01,2207.08
2047,CCGT-LNG,Maharashtra,init-7,1062.01,2207.08
2033,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2026,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2022,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2029,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2036,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2031,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2017,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2040,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2025,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2027,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2020,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2045,CCGT-LNG,Maharashtra,init-7,1062.01,2207.08
2034,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2028,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2035,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2021,CCGT-LNG,Maharashtra,init-7,1062.01,2639.08
2019,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2042,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2038,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2045,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2018,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2028,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2047,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2041,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2036,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2031,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2039,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2022,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2023,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2046,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2037,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2032,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2043,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2040,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2021,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2026,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2029,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2030,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2017,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2035,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2027,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2033,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2020,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2025,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2034,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2044,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2024,COGENERATION-BAGASSE,Uttar_Pradesh,init-7,4710.04,450
2034,CT-GAS,Assam,init-7,1510.813571,112
2025,CT-GAS,Assam,init-7,1488.980472,127
2027,CT-GAS,Assam,init-7,1488.980472,127
2035,CT-GAS,Assam,init-7,1510.813571,112
2044,CT-GAS,Assam,init-7,1556,60
2020,CT-GAS,Assam,init-7,1488.980472,127
2017,CT-GAS,Assam,init-7,1488.980472,127
2036,CT-GAS,Assam,init-7,1510.813571,112
2043,CT-GAS,Assam,init-7,1556,60
2046,CT-GAS,Assam,init-7,1556,60
2023,CT-GAS,Assam,init-7,1488.980472,127
2047,CT-GAS,Assam,init-7,1556,60
2021,CT-GAS,Assam,init-7,1488.980472,127
2040,CT-GAS,Assam,init-7,1494.281951,82
2029,CT-GAS,Assam,init-7,1488.980472,127
2042,CT-GAS,Assam,init-7,1556,60
2037,CT-GAS,Assam,init-7,1503.825979,97
2019,CT-GAS,Assam,init-7,1488.980472,127
2024,CT-GAS,Assam,init-7,1488.980472,127
2039,CT-GAS,Assam,init-7,1494.281951,82
2038,CT-GAS,Assam,init-7,1503.825979,97
2041,CT-GAS,Assam,init-7,1556,60
2045,CT-GAS,Assam,init-7,1556,60
2026,CT-GAS,Assam,init-7,1488.980472,127
2030,CT-GAS,Assam,init-7,1488.980472,127
2032,CT-GAS,Assam,init-7,1510.813571,112
2031,CT-GAS,Assam,init-7,1510.813571,112
2028,CT-GAS,Assam,init-7,1488.980472,127
2022,CT-GAS,Assam,init-7,1488.980472,127
2018,CT-GAS,Assam,init-7,1488.980472,127
2033,CT-GAS,Assam,init-7,1510.813571,112
2032,CT-GAS,Tripura,init-1,485.97,42
2038,CT-GAS,Tripura,init-1,485.97,42
2039,CT-GAS,Tripura,init-1,485.97,42
2019,CT-GAS,Tripura,init-1,485.97,42
2045,CT-GAS,Tripura,init-1,485.97,42
2040,CT-GAS,Tripura,init-1,485.97,42
2034,CT-GAS,Tripura,init-1,485.97,42
2025,CT-GAS,Tripura,init-1,485.97,42
2033,CT-GAS,Tripura,init-1,485.97,42
2030,CT-GAS,Tripura,init-1,485.97,42
2037,CT-GAS,Tripura,init-1,485.97,42
2029,CT-GAS,Tripura,init-1,485.97,42
2036,CT-GAS,Tripura,init-1,485.97,42
2041,CT-GAS,Tripura,init-1,485.97,42
2031,CT-GAS,Tripura,init-1,485.97,42
2021,CT-GAS,Tripura,init-1,485.97,42
2022,CT-GAS,Tripura,init-1,485.97,42
2020,CT-GAS,Tripura,init-1,485.97,42
2042,CT-GAS,Tripura,init-1,485.97,42
2035,CT-GAS,Tripura,init-1,485.97,42
2027,CT-GAS,Tripura,init-1,485.97,42
2017,CT-GAS,Tripura,init-1,485.97,42
2026,CT-GAS,Tripura,init-1,485.97,42
2046,CT-GAS,Tripura,init-1,485.97,42
2023,CT-GAS,Tripura,init-1,485.97,42
2043,CT-GAS,Tripura,init-1,485.97,42
2018,CT-GAS,Tripura,init-1,485.97,42
2044,CT-GAS,Tripura,init-1,485.97,42
2047,CT-GAS,Tripura,init-1,485.97,42
2028,CT-GAS,Tripura,init-1,485.97,42
2024,CT-GAS,Tripura,init-1,485.97,42
2032,CT-GAS,Tripura,init-2,1539.707245,196
2038,CT-GAS,Tripura,init-2,1539.707245,196
2022,CT-GAS,Tripura,init-2,1539.707245,196
2037,CT-GAS,Tripura,init-2,1539.707245,196
2036,CT-GAS,Tripura,init-2,1539.707245,196
2040,CT-GAS,Tripura,init-2,1539.707245,196
2023,CT-GAS,Tripura,init-2,1539.707245,196
2025,CT-GAS,Tripura,init-2,1539.707245,196
2031,CT-GAS,Tripura,init-2,1539.707245,196
2034,CT-GAS,Tripura,init-2,1539.707245,196
2047,CT-GAS,Tripura,init-2,1539.707245,196
2033,CT-GAS,Tripura,init-2,1539.707245,196
2042,CT-GAS,Tripura,init-2,1539.707245,196
2045,CT-GAS,Tripura,init-2,1539.707245,196
2029,CT-GAS,Tripura,init-2,1539.707245,196
2030,CT-GAS,Tripura,init-2,1539.707245,196
2018,CT-GAS,Tripura,init-2,1539.707245,196
2028,CT-GAS,Tripura,init-2,1539.707245,196
2041,CT-GAS,Tripura,init-2,1539.707245,196
2035,CT-GAS,Tripura,init-2,1539.707245,196
2020,CT-GAS,Tripura,init-2,1539.707245,196
2024,CT-GAS,Tripura,init-2,1539.707245,196
2026,CT-GAS,Tripura,init-2,1539.707245,196
2039,CT-GAS,Tripura,init-2,1539.707245,196
2017,CT-GAS,Tripura,init-2,1539.707245,196
2021,CT-GAS,Tripura,init-2,1539.707245,196
2043,CT-GAS,Tripura,init-2,1539.707245,196
2046,CT-GAS,Tripura,init-2,1539.707245,196
2044,CT-GAS,Tripura,init-2,1539.707245,196
2019,CT-GAS,Tripura,init-2,1539.707245,196
2027,CT-GAS,Tripura,init-2,1539.707245,196
2037,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2029,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2042,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2017,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2036,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2027,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2035,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2043,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2032,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2039,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2025,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2034,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2044,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2038,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2028,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2031,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2045,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2040,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2018,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2030,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2047,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2020,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2033,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2023,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2024,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2046,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2026,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2041,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2019,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2022,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2021,DIESEL,Andhra_Pradesh,init-7,2408.04,36.8
2032,DIESEL,Karnataka,init-7,2408.04,153.12
2040,DIESEL,Karnataka,init-7,2408.04,153.12
2025,DIESEL,Karnataka,init-7,2408.04,153.12
2021,DIESEL,Karnataka,init-7,2408.04,153.12
2022,DIESEL,Karnataka,init-7,2408.04,153.12
2036,DIESEL,Karnataka,init-7,2408.04,153.12
2026,DIESEL,Karnataka,init-7,2408.04,153.12
2041,DIESEL,Karnataka,init-7,2408.04,153.12
2029,DIESEL,Karnataka,init-7,2408.04,153.12
2034,DIESEL,Karnataka,init-7,2408.04,153.12
2018,DIESEL,Karnataka,init-7,2408.04,153.12
2035,DIESEL,Karnataka,init-7,2408.04,153.12
2033,DIESEL,Karnataka,init-7,2408.04,153.12
2037,DIESEL,Karnataka,init-7,2408.04,153.12
2027,DIESEL,Karnataka,init-7,2408.04,153.12
2043,DIESEL,Karnataka,init-7,2408.04,153.12
2028,DIESEL,Karnataka,init-7,2408.04,153.12
2019,DIESEL,Karnataka,init-7,2408.04,153.12
2030,DIESEL,Karnataka,init-7,2408.04,153.12
2038,DIESEL,Karnataka,init-7,2408.04,153.12
2017,DIESEL,Karnataka,init-7,2408.04,153.12
2031,DIESEL,Karnataka,init-7,2408.04,153.12
