"r","rs","i","h","value"
"Andhra_Pradesh",3,"UPV","H32",0.510602459016393
"Andhra_Pradesh",3,"UPV","H34",0
"Andhra_Pradesh",3,"UPV","H31",0.373409836065574
"Andhra_Pradesh",3,"UPV","H29",0
"Andhra_Pradesh",3,"UPV","H35",0
"Andhra_Pradesh",3,"UPV","H30",0.0049672131147541
"Andhra_Pradesh",3,"UPV","H33",0.128743169398907
"Andhra_Pradesh",3,"UPV","H25",0.414418478260869
"Andhra_Pradesh",3,"UPV","H27",0.000407294832826748
"Andhra_Pradesh",3,"UPV","H24",0.274209239130435
"Andhra_Pradesh",3,"UPV","H22",0
"Andhra_Pradesh",3,"UPV","H28",0.001625
"Andhra_Pradesh",3,"UPV","H23",0.00843840579710144
"Andhra_Pradesh",3,"UPV","H26",0.174032727272727
"Andhra_Pradesh",3,"UPV","H11",0.600411016949153
"Andhra_Pradesh",3,"UPV","H13",0
"Andhra_Pradesh",3,"UPV","H10",0.355686440677966
"Andhra_Pradesh",3,"UPV","H8",0
"Andhra_Pradesh",3,"UPV","H14",0
"Andhra_Pradesh",3,"UPV","H9",0.000655367231638418
"Andhra_Pradesh",3,"UPV","H12",0.235005649717514
"Andhra_Pradesh",3,"UPV","H18",0.472604395604396
"Andhra_Pradesh",3,"UPV","H20",0
"Andhra_Pradesh",3,"UPV","H17",0.280362637362638
"Andhra_Pradesh",3,"UPV","H15",0
"Andhra_Pradesh",3,"UPV","H21",0
"Andhra_Pradesh",3,"UPV","H16",0
"Andhra_Pradesh",3,"UPV","H19",0.0866117216117216
"Andhra_Pradesh",3,"UPV","H4",0.548838709677419
"Andhra_Pradesh",3,"UPV","H6",0
"Andhra_Pradesh",3,"UPV","H3",0.414543010752688
"Andhra_Pradesh",3,"UPV","H1",0
"Andhra_Pradesh",3,"UPV","H7",0
"Andhra_Pradesh",3,"UPV","H2",0.0305967741935484
"Andhra_Pradesh",3,"UPV","H5",0.17244623655914
"Andhra_Pradesh",3,"ONSWIND","H32",0.0354918032786885
"Andhra_Pradesh",3,"ONSWIND","H34",0.0535294117647058
"Andhra_Pradesh",3,"ONSWIND","H31",0.0604016393442623
"Andhra_Pradesh",3,"ONSWIND","H29",0.089948087431694
"Andhra_Pradesh",3,"ONSWIND","H35",0.051525
"Andhra_Pradesh",3,"ONSWIND","H30",0.114628415300546
"Andhra_Pradesh",3,"ONSWIND","H33",0.0522404371584699
"Andhra_Pradesh",3,"ONSWIND","H25",0.287192934782609
"Andhra_Pradesh",3,"ONSWIND","H27",0.226261398176292
"Andhra_Pradesh",3,"ONSWIND","H24",0.266307065217391
"Andhra_Pradesh",3,"ONSWIND","H22",0.265108695652173
"Andhra_Pradesh",3,"ONSWIND","H28",0.25195
"Andhra_Pradesh",3,"ONSWIND","H23",0.280630434782609
"Andhra_Pradesh",3,"ONSWIND","H26",0.249101818181818
"Andhra_Pradesh",3,"ONSWIND","H11",0.0226525423728813
"Andhra_Pradesh",3,"ONSWIND","H13",0.0445255102040816
"Andhra_Pradesh",3,"ONSWIND","H10",0.0203855932203389
"Andhra_Pradesh",3,"ONSWIND","H8",0.033728813559322
"Andhra_Pradesh",3,"ONSWIND","H14",0.054975
"Andhra_Pradesh",3,"ONSWIND","H9",0.0356666666666666
"Andhra_Pradesh",3,"ONSWIND","H12",0.0363446327683615
"Andhra_Pradesh",3,"ONSWIND","H18",0.0810043956043955
"Andhra_Pradesh",3,"ONSWIND","H20",0.0697167381974248
"Andhra_Pradesh",3,"ONSWIND","H17",0.0772241758241758
"Andhra_Pradesh",3,"ONSWIND","H15",0.0585912087912088
"Andhra_Pradesh",3,"ONSWIND","H21",0.073075
"Andhra_Pradesh",3,"ONSWIND","H16",0.0801282051282051
"Andhra_Pradesh",3,"ONSWIND","H19",0.0663003663003663
"Andhra_Pradesh",3,"ONSWIND","H4",0.0237137096774193
"Andhra_Pradesh",3,"ONSWIND","H6",0.0697403846153846
"Andhra_Pradesh",3,"ONSWIND","H3",0.056010752688172
"Andhra_Pradesh",3,"ONSWIND","H1",0.0992695852534562
"Andhra_Pradesh",3,"ONSWIND","H7",0.0644
"Andhra_Pradesh",3,"ONSWIND","H2",0.11402688172043
"Andhra_Pradesh",3,"ONSWIND","H5",0.0349623655913978
"Andhra_Pradesh",4,"UPV","H32",0.51058606557377
"Andhra_Pradesh",4,"UPV","H34",0
"Andhra_Pradesh",4,"UPV","H31",0.381659836065574
"Andhra_Pradesh",4,"UPV","H29",0
"Andhra_Pradesh",4,"UPV","H35",0
"Andhra_Pradesh",4,"UPV","H30",0.00691803278688524
"Andhra_Pradesh",4,"UPV","H33",0.13048087431694
"Andhra_Pradesh",4,"UPV","H25",0.422339673913044
"Andhra_Pradesh",4,"UPV","H27",0.000237082066869301
"Andhra_Pradesh",4,"UPV","H24",0.273399456521739
"Andhra_Pradesh",4,"UPV","H22",0
"Andhra_Pradesh",4,"UPV","H28",0.001625
"Andhra_Pradesh",4,"UPV","H23",0.00947826086956521
"Andhra_Pradesh",4,"UPV","H26",0.175596363636364
"Andhra_Pradesh",4,"UPV","H11",0.598258474576272
"Andhra_Pradesh",4,"UPV","H13",0
"Andhra_Pradesh",4,"UPV","H10",0.368898305084746
"Andhra_Pradesh",4,"UPV","H8",0
"Andhra_Pradesh",4,"UPV","H14",0
"Andhra_Pradesh",4,"UPV","H9",0.00109039548022599
"Andhra_Pradesh",4,"UPV","H12",0.22071186440678
"Andhra_Pradesh",4,"UPV","H18",0.474270329670329
"Andhra_Pradesh",4,"UPV","H20",0
"Andhra_Pradesh",4,"UPV","H17",0.28549010989011
"Andhra_Pradesh",4,"UPV","H15",0
"Andhra_Pradesh",4,"UPV","H21",0
"Andhra_Pradesh",4,"UPV","H16",0
"Andhra_Pradesh",4,"UPV","H19",0.0794505494505495
"Andhra_Pradesh",4,"UPV","H4",0.553556451612903
"Andhra_Pradesh",4,"UPV","H6",0
"Andhra_Pradesh",4,"UPV","H3",0.421091397849462
"Andhra_Pradesh",4,"UPV","H1",0
"Andhra_Pradesh",4,"UPV","H7",0
"Andhra_Pradesh",4,"UPV","H2",0.0344086021505376
"Andhra_Pradesh",4,"UPV","H5",0.166741935483871
"Andhra_Pradesh",4,"ONSWIND","H32",0.098516393442623
"Andhra_Pradesh",4,"ONSWIND","H34",0.0761225490196078
"Andhra_Pradesh",4,"ONSWIND","H31",0.0702581967213115
"Andhra_Pradesh",4,"ONSWIND","H29",0.0826857923497268
"Andhra_Pradesh",4,"ONSWIND","H35",0.102125
"Andhra_Pradesh",4,"ONSWIND","H30",0.0744426229508197
"Andhra_Pradesh",4,"ONSWIND","H33",0.106081967213115
"Andhra_Pradesh",4,"ONSWIND","H25",0.339698369565217
"Andhra_Pradesh",4,"ONSWIND","H27",0.362939209726444
"Andhra_Pradesh",4,"ONSWIND","H24",0.295747282608696
"Andhra_Pradesh",4,"ONSWIND","H22",0.348626811594202
"Andhra_Pradesh",4,"ONSWIND","H28",0.3626
"Andhra_Pradesh",4,"ONSWIND","H23",0.331702898550725
"Andhra_Pradesh",4,"ONSWIND","H26",0.414341818181818
"Andhra_Pradesh",4,"ONSWIND","H11",0.0762796610169492
"Andhra_Pradesh",4,"ONSWIND","H13",0.11125
"Andhra_Pradesh",4,"ONSWIND","H10",0.0495423728813559
"Andhra_Pradesh",4,"ONSWIND","H8",0.0851892655367232
"Andhra_Pradesh",4,"ONSWIND","H14",0.100625
"Andhra_Pradesh",4,"ONSWIND","H9",0.0700564971751412
"Andhra_Pradesh",4,"ONSWIND","H12",0.102367231638418
"Andhra_Pradesh",4,"ONSWIND","H18",0.175545054945055
"Andhra_Pradesh",4,"ONSWIND","H20",0.157154506437768
"Andhra_Pradesh",4,"ONSWIND","H17",0.179903296703297
"Andhra_Pradesh",4,"ONSWIND","H15",0.18210989010989
"Andhra_Pradesh",4,"ONSWIND","H21",0.1066
"Andhra_Pradesh",4,"ONSWIND","H16",0.232190476190476
"Andhra_Pradesh",4,"ONSWIND","H19",0.151289377289377
"Andhra_Pradesh",4,"ONSWIND","H4",0.0804717741935484
"Andhra_Pradesh",4,"ONSWIND","H6",0.083326923076923
"Andhra_Pradesh",4,"ONSWIND","H3",0.0634193548387097
"Andhra_Pradesh",4,"ONSWIND","H1",0.0835322580645161
"Andhra_Pradesh",4,"ONSWIND","H7",0.096175
"Andhra_Pradesh",4,"ONSWIND","H2",0.0648870967741935
"Andhra_Pradesh",4,"ONSWIND","H5",0.0748924731182796
"Andhra_Pradesh",4,"OFSWIND","H32",0.211401639344262
"Andhra_Pradesh",4,"OFSWIND","H34",0.227171568627451
"Andhra_Pradesh",4,"OFSWIND","H31",0.231389344262295
"Andhra_Pradesh",4,"OFSWIND","H29",0.190994535519126
"Andhra_Pradesh",4,"OFSWIND","H35",0.297475
"Andhra_Pradesh",4,"OFSWIND","H30",0.201901639344262
"Andhra_Pradesh",4,"OFSWIND","H33",0.215273224043716
"Andhra_Pradesh",4,"OFSWIND","H25",0.642622282608696
"Andhra_Pradesh",4,"OFSWIND","H27",0.715115501519756
"Andhra_Pradesh",4,"OFSWIND","H24",0.641024456521739
"Andhra_Pradesh",4,"OFSWIND","H22",0.670043478260869
"Andhra_Pradesh",4,"OFSWIND","H28",0.560275
"Andhra_Pradesh",4,"OFSWIND","H23",0.652786231884057
"Andhra_Pradesh",4,"OFSWIND","H26",0.687090909090909
"Andhra_Pradesh",4,"OFSWIND","H11",0.147453389830509
"Andhra_Pradesh",4,"OFSWIND","H13",0.245142857142857
"Andhra_Pradesh",4,"OFSWIND","H10",0.10775
"Andhra_Pradesh",4,"OFSWIND","H8",0.163655367231638
"Andhra_Pradesh",4,"OFSWIND","H14",0.153975
"Andhra_Pradesh",4,"OFSWIND","H9",0.126112994350282
"Andhra_Pradesh",4,"OFSWIND","H12",0.209677966101695
"Andhra_Pradesh",4,"OFSWIND","H18",0.527140659340659
"Andhra_Pradesh",4,"OFSWIND","H20",0.570540772532188
"Andhra_Pradesh",4,"OFSWIND","H17",0.455646153846154
"Andhra_Pradesh",4,"OFSWIND","H15",0.509940659340659
"Andhra_Pradesh",4,"OFSWIND","H21",0.475625
"Andhra_Pradesh",4,"OFSWIND","H16",0.490391941391942
"Andhra_Pradesh",4,"OFSWIND","H19",0.628776556776557
"Andhra_Pradesh",4,"OFSWIND","H4",0.255092741935484
"Andhra_Pradesh",4,"OFSWIND","H6",0.245370192307692
"Andhra_Pradesh",4,"OFSWIND","H3",0.26658064516129
"Andhra_Pradesh",4,"OFSWIND","H1",0.176898617511521
"Andhra_Pradesh",4,"OFSWIND","H7",0.2652
"Andhra_Pradesh",4,"OFSWIND","H2",0.216231182795699
"Andhra_Pradesh",4,"OFSWIND","H5",0.242209677419355
"Andhra_Pradesh",4,"DISTPV","H32",0.495274590163934
"Andhra_Pradesh",4,"DISTPV","H34",0
"Andhra_Pradesh",4,"DISTPV","H31",0.378926229508197
"Andhra_Pradesh",4,"DISTPV","H29",0
"Andhra_Pradesh",4,"DISTPV","H35",0
"Andhra_Pradesh",4,"DISTPV","H30",0.00855737704918032
"Andhra_Pradesh",4,"DISTPV","H33",0.129710382513661
"Andhra_Pradesh",4,"DISTPV","H25",0.434771739130434
"Andhra_Pradesh",4,"DISTPV","H27",2.7355623100304e-05
"Andhra_Pradesh",4,"DISTPV","H24",0.291622282608695
"Andhra_Pradesh",4,"DISTPV","H22",0
"Andhra_Pradesh",4,"DISTPV","H28",0.001575
"Andhra_Pradesh",4,"DISTPV","H23",0.0111666666666667
"Andhra_Pradesh",4,"DISTPV","H26",0.161145454545455
"Andhra_Pradesh",4,"DISTPV","H11",0.610436440677966
"Andhra_Pradesh",4,"DISTPV","H13",0
"Andhra_Pradesh",4,"DISTPV","H10",0.375402542372881
"Andhra_Pradesh",4,"DISTPV","H8",0
"Andhra_Pradesh",4,"DISTPV","H14",0
"Andhra_Pradesh",4,"DISTPV","H9",0.0015593220338983
"Andhra_Pradesh",4,"DISTPV","H12",0.218485875706215
"Andhra_Pradesh",4,"DISTPV","H18",0.491008791208791
"Andhra_Pradesh",4,"DISTPV","H20",0
"Andhra_Pradesh",4,"DISTPV","H17",0.295931868131868
"Andhra_Pradesh",4,"DISTPV","H15",0
"Andhra_Pradesh",4,"DISTPV","H21",0
"Andhra_Pradesh",4,"DISTPV","H16",0
"Andhra_Pradesh",4,"DISTPV","H19",0.0787106227106227
"Andhra_Pradesh",4,"DISTPV","H4",0.53508064516129
"Andhra_Pradesh",4,"DISTPV","H6",0
"Andhra_Pradesh",4,"DISTPV","H3",0.416978494623656
"Andhra_Pradesh",4,"DISTPV","H1",0
"Andhra_Pradesh",4,"DISTPV","H7",0
"Andhra_Pradesh",4,"DISTPV","H2",0.0361666666666667
"Andhra_Pradesh",4,"DISTPV","H5",0.165295698924731
"Andhra_Pradesh",5,"UPV","H32",0.497786885245901
"Andhra_Pradesh",5,"UPV","H34",0
"Andhra_Pradesh",5,"UPV","H31",0.379303278688524
"Andhra_Pradesh",5,"UPV","H29",0
"Andhra_Pradesh",5,"UPV","H35",0
"Andhra_Pradesh",5,"UPV","H30",0.00920218579234972
"Andhra_Pradesh",5,"UPV","H33",0.113830601092896
"Andhra_Pradesh",5,"UPV","H25",0.41551902173913
"Andhra_Pradesh",5,"UPV","H27",3.03951367781155e-06
"Andhra_Pradesh",5,"UPV","H24",0.304929347826087
"Andhra_Pradesh",5,"UPV","H22",0
"Andhra_Pradesh",5,"UPV","H28",0.00155
"Andhra_Pradesh",5,"UPV","H23",0.0140289855072464
"Andhra_Pradesh",5,"UPV","H26",0.150236363636364
"Andhra_Pradesh",5,"UPV","H11",0.618830508474577
"Andhra_Pradesh",5,"UPV","H13",0
"Andhra_Pradesh",5,"UPV","H10",0.381915254237288
"Andhra_Pradesh",5,"UPV","H8",0
"Andhra_Pradesh",5,"UPV","H14",0
"Andhra_Pradesh",5,"UPV","H9",0.00238418079096045
"Andhra_Pradesh",5,"UPV","H12",0.207785310734463
"Andhra_Pradesh",5,"UPV","H18",0.467127472527473
"Andhra_Pradesh",5,"UPV","H20",0
"Andhra_Pradesh",5,"UPV","H17",0.296435164835165
"Andhra_Pradesh",5,"UPV","H15",0
"Andhra_Pradesh",5,"UPV","H21",0
"Andhra_Pradesh",5,"UPV","H16",0
"Andhra_Pradesh",5,"UPV","H19",0.0738278388278389
"Andhra_Pradesh",5,"UPV","H4",0.539629032258065
"Andhra_Pradesh",5,"UPV","H6",0
"Andhra_Pradesh",5,"UPV","H3",0.424306451612903
"Andhra_Pradesh",5,"UPV","H1",0
"Andhra_Pradesh",5,"UPV","H7",0
"Andhra_Pradesh",5,"UPV","H2",0.0398010752688172
"Andhra_Pradesh",5,"UPV","H5",0.148908602150538
"Andhra_Pradesh",5,"ONSWIND","H32",0.0967213114754099
"Andhra_Pradesh",5,"ONSWIND","H34",0.21946568627451
"Andhra_Pradesh",5,"ONSWIND","H31",0.0804795081967214
