sc_point_gid,array_cable_CAPEX,export_cable_CAPEX
10001108,306696.9533,349424.337
10001109,307538.5578,437138.048
10001110,308554.098,514593.2593
10001111,309179.699,584046.0985
10001112,310150.8473,642800.9757
10001143,306815.6013,336506.1712
10001144,307547.017,423374.3845
10001145,308173.3832,497199.9913
10001146,308937.4122,559140.8772
10001147,309942.737,613505.3147
10001177,306194.6898,306689.0462
10001178,306875.9645,383674.7443
10001179,307710.6665,454183.3273
10001180,308599.2072,519339.6473
10001181,309621.8682,577650.8238
10001182,310834.3992,633620.8692
10001212,306398.1213,346532.6098
10001213,307117.8417,407366.0323
10001214,307710.6968,479443.7315
10001215,308675.032,546538.5882
10001216,309812.986,609192.15
10001248,306764.7713,365936.3012
10001249,307634.458,449621.8683
10001250,308525.8948,522744.0742
10001251,309343.0743,584530.3638
10001252,310550.2363,627688.6627
10001281,306793.0315,339654.3543
10001282,307445.4225,418735.257
10001283,308562.4668,485234.452
10001284,309472.694,534820.2063
10001285,309841.5043,577907.145
10001315,307524.1892,369344.2772
10001316,308350.6558,425425.057
10001317,308683.7377,475743.4913
10001318,309278.185,530527.0847
10001319,310342.285,587021.78
10001349,307414.2973,353199.6813
10001350,307812.2305,419690.5405
10001351,308407.4792,489354.5452
10001352,309455.6518,556336.1772
10001353,310058.2185,611500.1367
10001382,307270.3597,380042.6812
10001383,307843.3193,461501.9773
10001384,308700.6865,522434.233
10001385,309619.0282,557785.6528
10001386,310747.3912,590733.8728
10001415,306790.1058,349347.8127
10001416,307439.6997,412770.2678
10001417,307913.8753,457583.5823
10001418,308945.838,492604.8285
10001419,310342.3373,536009.2118
10001448,306578.2368,338223.8833
10001449,307332.4793,380020.0748
10001450,308133.9208,426040.3948
10001451,309157.112,484030.407
10001452,310415.4973,541780.8767
10001453,310797.8653,593349.268
10001481,307386.138,364168.2763
10001482,308249.544,431881.5942
10001483,309258.579,494878.5842
10001484,309514.8812,554906.6458
10001510,306725.2318,301773.5633
10001511,307408.6468,379055.8808
10001512,308091.6278,450941.8972
10001513,308855.575,508009.3428
10001538,306739.3557,327818.623
10001539,307451.034,392682.8317
10001540,308539.8885,459997.1128
10001541,310516.5588,517297.9957
10001566,306583.9483,338043.4492
10001567,307403.0115,402474.3572
10001568,309171.0713,467297.5797
10001569,310654.4577,525135.5755
10001594,307050.0525,346555.5573
10001595,308091.5717,414238.3857
10001596,309112.0267,471642.0185
10001597,310013.116,530747.7518
10001621,306911.6128,348414.2175
10001622,308517.4015,419255.315
10001623,309497.9543,478344.1923
10001647,307738.6668,357271.1503
10001648,309216.3337,424443.0685
10001649,310038.4907,490297.6185
10001650,310935.7042,553087.6905
10001674,307159.9385,374171.2712
10001675,308175.474,452177.0247
10001676,309987.731,525262.449
10001699,306516.1438,341671.2743
10001700,307589.3478,430177.947
10001701,308756.9892,509329.0772
10001702,310139.673,579659.3393
10001723,306555.71,336644.2495
10001724,307493.4353,426323.9728
10001725,308167.8107,506300.6018
10001726,308914.91,577272.054
10001727,309678.2422,639997.0117
10001728,310679.9313,695677.1405
10001747,306434.2038,340895.8107
10001748,307052.921,428607.9967
10001749,307741.7897,502940.1152
10001750,308695.0445,568297.4723
10001751,309900.6155,627350.8608
10001752,310736.1882,678311.5022
10001771,305998.7698,311298.4508
10001772,306880.6163,394114.0992
10001773,307597.8308,472064.2015
10001774,308534.393,540652.7587
10001775,309512.1182,597480.4608
10001776,310128.627,634860.9308
10001777,310601.2302,642708.2592
10001796,306874.9543,357997.5715
10001797,307815.1495,434681.7955
10001798,308390.5638,500620.2107
10001799,309047.3268,546458.3817
10001800,309531.8537,579436.1423
10001801,310055.4403,580509.1303
10001802,310345.2212,575663.5402
10001803,310851.465,583046.9923
10001805,310989.0792,630358.9755
10001820,306380.489,307025.0555
10001821,307394.5353,384625.1752
10001822,308012.6632,442598.6965
10001823,308644.3487,481603.4777
10001824,308979.7242,517708.5612
10001825,309055.7907,511333.0227
10001826,309481.1217,504671.5162
10001827,310269.2858,514956.9445
10001828,310491.5183,540948.1903
10001829,309925.9007,577735.2628
10001830,309542.9758,619966.6468
10001831,309802.0685,664367.4917
10001845,307064.224,315996.7067
10001846,307490.5907,365177.4977
10001847,307928.025,411121.8782
10001848,308190.3567,443773.6985
10001849,307992.903,433179.7198
10001850,308345.368,423732.924
10001851,309219.1423,438981.3267
10001852,308914.4807,475760.5767
10001853,308449.2808,524602.4057
10001854,308314.1802,577475.858
10001855,310038.1908,630492.1252
10001871,307108.1322,332917.6305
10001872,307202.6065,359384.273
10001873,307047.2705,347324.5457
10001874,306804.265,333535.8708
10001875,306215.5155,358824.4603
10001876,306114.3265,412082.2445
10001877,307427.7227,476584.5358
10001878,309359.5795,541251.9452
10001879,310997.527,602804.4228
10001894,306883.18,304172.3878
10001898,307840.5487,360139.4778
10001899,309306.4453,440028.8255
10001900,310488.6068,515338.7858
10001901,311171.8693,583754.3962
10001919,308546.1075,347781.1347
10001920,309568.3733,425163.303
10001921,310767.062,505062.4493
10001922,310823.2503,576045.1895
10001939,308066.8903,328407.1562
10001940,309430.3715,415938.9573
10001941,309931.5835,496288.7075
10001942,310542.0972,567977.2005
10001956,307501.8765,310593.2492
10001957,308610.4168,403614.8725
10001958,309833.0308,484576.8488
10001959,310663.0777,555837.2713
10001960,311124.1182,617309.8965
10001973,308331.3688,380572.7498
10001974,309320.5845,459878.4908
10001975,310224.2407,527412.952
10001976,310969.5513,584127.9118
10001990,307820.8105,341093.4283
10001991,308779.595,416904.7277
10001992,309886.5402,483067.1182
10001993,310634.9412,537633.7797
10002007,307679.504,305468.1222
10002008,308462.228,375588.4665
10002009,309286.569,432937.5925
10002010,309982.267,481807.8853
10002011,310702.463,533502.8753
10002026,308585.4195,371022.3252
10002027,309210.7412,421176.0672
10002028,310024.4733,480601.3183
10002029,310665.8948,524629.2238
10002030,311056.6525,517212.43
10002043,308446.9653,359401.1523
10002044,309252.9855,417878.3972
10002045,309757.087,455470.8667
10002046,310263.6743,443814.1783
10002047,310648.9757,423021.9512
10002048,310758.5467,429080.0375
10002049,311163.3748,459702.7997
10002060,308421.5347,337964.4478
10002061,308909.249,375577.7465
10002062,309233.271,365732.6812
10002063,308982.2282,332563.8555
10002064,307763.4465,342566.2252
10002065,308714.087,389418.8475
10002066,310474.4087,452194.9185
10002079,308203.385,328660.0707
10002120,310100.0183,305226.532
10002134,310828.939,332649.5723
10002149,309863.957,350199.7855
10002150,310912.8052,416339.4607
10002163,310080.5922,356152.723
10002207,309298.9767,311079.7762
10002222,309629.7965,320417.8598
10002223,310662.7275,403540.5895
10002234,310517.1743,345499.8337
10002235,310702.2773,406725.6843
10002271,310719.3318,321225.8085
10002321,309322.8143,335446.5965
10002336,309410.5618,315480.1948
10002337,310614.823,390959.8905
10002351,310575.7148,374450.8343
10002364,309545.8902,350647.0655
10002365,310646.207,427544.0908
10002376,308317.1905,311432.9073
10002377,309585.3268,395658.3015
10002378,310460.6075,470283.7257
10002390,308954.3513,352013.1572
10002391,309889.3553,432956.5975
10002392,310260.8192,506252.764
10002403,307806.4562,299083.815
10002404,308663.8603,388419.1047
10002405,309026.5995,466656.456
10002406,310479.7547,536609.7785
10002407,310974.7335,598350.4777
10002418,308046.3447,344139.6435
10002419,308136.3172,423654.6637
10002420,308514.4453,496522.3965
10002421,310732.8427,563935.479
10002422,310977.6897,623949.5148
10002423,310364.8215,677671.0737
10002434,308034.5522,329471.4272
10002435,308308.6095,393770.0893
10002436,308584.9975,465792.7095
10002437,308875.4095,530253.4043
10002438,310023.4623,591040.5545
10002439,310991.7422,646885.8362
10002440,310831.6123,698531.7802
10002451,307773.2458,359805.9913
10002452,308249.4573,433285.1112
10002453,309514.7155,506090.8588
10002454,310131.2328,567766.7982
10002455,310291.5607,622653.4178
10002467,306349.4072,308376.6052
10002468,307481.9325,366956.046
10002469,308813.3565,452191.789
10002470,309911.7167,528061.3675
10002471,310730.4415,594159.961
10002484,306009.0103,301184.7422
10002485,307075.3565,362765.2515
10002486,309120.3858,450181.0947
10002487,310333.7773,528120.9407
10002502,306900.1318,367713.2708
10002503,308855.4542,451999.9225
10002504,310317.116,526244.702
10002519,307058.3165,344093.0733
10002520,308683.494,422715.0587
10002521,310221.2368,492501.4517
10002522,309689.0788,555145.9555
10002538,308658.0605,376588.7687
10002539,310260.5317,454200.4967
10002540,310232.4893,525810.6712
10002556,308514.1997,342714.9547
10002557,310465.9677,432066.1075
10002558,310237.8753,510572.8903
10002575,307834.3243,334789.3315
10002576,309689.1558,423085.626
10002577,310744.4408,495479.955
10002578,310870.973,550957.2717
10002592,307148.8012,307947.5365
10002593,309356.9698,384350.8598
10002594,310426.6795,442646.4707
10002595,310837.3115,505671.93
10002612,308934.1493,318808.1835
10002613,310429.468,392479.7242
10002614,310811.9083,469373.2622
10002634,309824.0795,358652.017
10002635,310879.4692,444785.9315
10002657,308697.2287,333179.498
10002658,310544.4878,420302.6417
10002679,307980.6928,301466.7335
10002680,309768.0397,393764.0593
10002699,309737.0042,377779.2103
10002700,310740.982,463103.7915
10002719,309265.8863,370045.1535
10002720,310372.4202,456145.047
10002737,308609.8857,355446.486
10002755,308635.287,345805.1903
10002772,309784.8352,350851.1653
10002789,310004.3162,370827.4933
10002790,309964.3492,454628.2978
10002807,309142.4455,305773.2895
10002808,308728.3813,396885.4758
10002809,310924.2975,476867.7802
10002826,307246.2195,332132.0615
10002827,308722.352,401428.0277
10002847,308443.1592,347132.091
10002848,309686.2912,421544.5725
10002870,308863.9095,382661.9985
10002890,308418.2358,356466.3395
10002913,308260.5395,333159.5783
10002914,310299.9132,420680.2832
10002938,309210.4662,375572.367
10002939,310550.1165,439135.7765
10002961,308369.1768,318568.8602
10002962,309463.8827,388240.785
10002981,309908.7787,346602.221
10002982,310646.0423,430666.8842
10003002,308655.445,317227.1303
10003003,309951.1962,406269.6823
10003022,309678.0757,377719.4625
10003040,309700.7463,351947.8333
10003041,310187.3698,437771.8083
10003059,310027.1982,329167.3813
10003060,309379.1198,419573.6245
10003078,309447.2118,320204.8957
10003079,309466.5408,413066.0875
10003097,309751.3888,330801.383
10003098,310519.5235,421735.406
10003118,310173.539,340264.8772
10003138,310750.0475,346522.8908
10003207,309891.4805,352670.1555
10003208,310297.3415,422340.8885
10003234,309072.6605,318601.0718
10003235,309661.2363,342592.074
10003236,311014.4577,386473.4467
10003264,310012.9208,302896.8068
10003666,310809.9665,548695.5075
10003704,310204.0282,458959.9432
10003705,308790.3117,476328.9352
10003706,309193.5045,504365.1338
10003741,311067.3538,368326.5025
10003742,308886.603,374584.3182
10003743,309023.233,396899.262
10003744,308457.7787,435382.6092
10003780,308527.7202,309235.9877
10003781,308210.4125,363955.1752
10003817,307403.5365,306623.866
10003818,309871.4267,395148.7955
10003819,310993.7493,476013.6502
10003855,308414.8142,384867.4843
10003856,309032.2718,469351.6002
10003891,307476.8417,316924.9097
10003892,308558.5683,401347.1967
10003893,310631.877,480107.4047
10003930,308118.5165,371373.9262
10003931,310169.2407,442068.7313
10003967,310639.5093,387230.6883
10004133,309732.502,970290.648
10004186,310003.3137,1008078.252
10004188,310659.274,1066623.117
10004238,310343.5763,1045249.1
10007479,310519.0095,333513.5543
10007535,306086.468,320329.5177
10007559,305925.3075,349037.6288
10007560,306769.3375,386604.638
10007561,307547.0655,357070.097
10007562,307870.6512,318668.0828
10007563,308093.6545,308334.8455
10007583,307338.1955,423804.5075
10007584,307961.8093,422340.1518
10007585,308331.6533,405902.9657
10007586,308500.9505,399886.1108
10007587,308490.0212,365602.4238
10007606,308484.0395,471539.718
10007607,308794.2297,475576.1488
10007608,308914.9575,423524.3252
10007609,308697.936,351891.2348
10007630,308991.3602,511985.7223
10007631,309030.5008,472811.337
10007632,308993.1175,412076.0482
10007633,308664.1137,347177.23
10007652,309030.5008,467413.139
10007653,308859.7052,415839.6762
10007654,308619.48,371176.8783
10007655,308466.7798,317141.2388
10007674,308853.5485,479724.4785
10007675,308647.201,442561.0122
10007676,308466.7798,395189.093
10007677,308466.7798,350914.7603
10007678,308466.7798,303737.0175
10007697,308537.2568,513822.9635
10007698,308466.7798,500322.2867
10007699,308466.7798,467995.6942
10007700,308466.7798,431350.979
10007701,308463.9598,384609.9807
10007702,308466.7798,344562.0777
10007725,308466.7798,523947.7142
10007726,308214.4612,459378.24
10007727,308266.5575,422164.7827
10007728,308494.9592,376055.387
10007729,308511.8385,326335.1325
10007752,308184.7765,491333.2527
10007753,308176.7167,467279.1318
10007754,307848.4312,401247.5588
10007755,307439.653,330649.3047
10008385,309973.0793,352890.9072
10008410,308229.7145,345597.5918
10023595,309937.2178,763434.019
10023596,309757.0775,796005.0895
10023597,309531.8442,813980.1162
10023598,309306.5177,820491.5145
10023599,309388.0178,827889.9748
10023600,310449.3435,838926.272
10023601,310556.2058,853103.5648
10023602,310539.2723,851416.8128
10023603,310781.1565,835706.0958
10023656,309261.5075,754477.1973
10023657,309162.9082,773183.9593
10023658,308898.0393,777402.3933
10023659,308723.2087,786283.6335
10023660,308909.0872,799485.724
10023661,309061.1633,816099.5098
10023662,309621.814,814048.4228
10023663,309661.3705,796775.8052
10023664,309790.815,780692.676
10023665,310089.197,766338.9582
10023666,310159.535,754015.0822
10023710,308587.9975,757247.5735
10023711,308700.7073,773338.5365
10023712,308931.8122,773904.6802
10023713,309123.3897,755040.3697
10023880,310294.59,751775.4677
10040110,309043.1932,344274.8338
10040111,308568.3472,408442.529
10040112,309943.1432,447986.2245
10040135,307007.7148,364879.8803
10040136,306612.2277,416777.4435
10040137,305707.4737,328154.151
10040160,308638.0498,353269.0145
10040161,306866.163,410543.5012
10040162,305642.4233,317764.8335
10040187,309337.2952,431381.9418
10040188,308037.0848,349993.6652
10040216,309726.0972,401192.3812
10040217,309100.878,343012.2362
10040218,308497.7488,312076.1227
10040219,307840.5365,310318.243
10040244,309855.6215,464944.0408
10040245,309317.7987,424889.2217
10040246,308689.4548,405689.9278
10040247,308173.4573,392555.5432
10040248,307386.1552,361272.1235
10040249,306858.057,303618.6432
10040276,309931.6045,529969.0133
10040277,309312.1567,501400.0428
10040278,308596.4508,488311.3217
10040279,308280.63,471786.7342
10040280,307569.6325,433241.8632
10040281,306914.5585,378234.6927
10040282,306290.0423,314936.5327
10040319,309151.5852,570747.3588
10040320,308418.8173,561404.5132
10040321,308088.844,541203.144
10040322,307405.9182,495114.7275
10040323,306838.2597,443506.6712
10040324,306075.1668,392592.92
10040325,305469.8427,340066.0578
10040362,309250.1807,633257.5388
10040363,308328.5848,626293.8458
10040364,307727.7095,594214.7832
10040365,307168.7393,551471.7252
10040366,306388.9777,507071.509
10040367,305724.4823,460978.1028
10040368,305147.2013,411430.0028
10040369,304484.5483,364442.5488
10040370,303990.543,325167.0922
10040403,309835.9137,702157.7615
10040404,308943.0722,689561.9428
10040405,307882.8732,678614.4665
10040406,307151.8068,642634.6292
10040407,306716.7993,603522.2973
10040408,306338.1143,564474.7643
10040409,305795.1717,520503.7527
10040410,304875.4017,444068.5708
10040411,304277.7293,359522.0222
10040445,309644.477,690202.1398
10040446,308788.0998,657090.87
10040447,307885.6893,628353.326
10040448,307019.0597,606830.9562
10040449,306377.6738,595300.8487
10040450,305933.7863,576089.0038
10040451,305452.8682,513323.6625
10040452,304849.9042,433852.2032
10040453,304189.878,343757.4643
10040474,310513.2047,305917.9955
10040488,309644.4523,648603.6023
10040489,308537.2035,607815.8323
10040490,307724.8552,571180.9487
10040491,306688.4972,542591.2385
10040492,305947.9237,526823.5638
10040493,305540.5862,519651.5248
10040494,305053.7777,475797.724
10040495,304603.5333,408682.0788
10040496,304133.1918,338232.0328
10040529,310080.7463,653507.556
10040530,309438.8822,607896.0668
10040531,308480.8258,558446.3787
10040532,307705.0987,511244.964
10040533,306581.1122,472353.0847
10040534,305619.7955,449773.4835
10040535,305107.5725,449929.1183
10040536,304776.2988,406080.2072
10040537,304297.562,361331.3217
10040569,309498.019,619451.2063
10040570,308675.3642,565097.3055
10040571,308009.8422,510351.2578
10040572,307259.0718,451665.7063
10040573,306258.9078,397645.6992
10040574,305294.359,363163.3258
10040575,304657.3482,363439.874
10040576,304402.3943,341718.1567
10040607,309295.2355,586669.7613
10040608,308365.232,525998.9562
10040609,307798.2465,461444.5798
10040610,306883.4373,394368.0013
10040611,305998.806,324269.7558
10040630,310904.7523,319310.371
10040646,309717.658,613499.8573
10040647,308844.4597,556534.7475
10040648,308057.796,493075.8478
10040649,307259.0785,417578.1558
10040650,306442.6592,339596.5357
10040684,309956.8943,590805.2552
10040685,309154.4015,564938.7823
10040686,308280.5607,523267.4998
10040687,307586.5717,452844.0092
10040688,306733.7167,379240.5133
10040721,309438.8393,567951.3857
10040722,308951.5438,530282.4418
10040723,308492.1012,496702.1108
10040724,307820.8153,474659.626
10040725,306897.5288,423853.8715
10040726,306063.84,335334.9102
10040739,310803.532,345079.3187
10040755,308982.469,514029.9345
10040756,308190.3605,464340.9672
10040757,307730.439,423066.3662
10040758,307417.1688,392465.7142
10040759,306835.4015,382319.5805
10040760,305769.7037,307691.5397
10040773,310367.614,331723.2272
10040788,310153.9245,529446.8067
10040789,308779.5513,463931.5632
10040790,307338.0708,398748.0343
10040791,306572.6673,343211.8612
10040792,306162.7763,300359.598
10040808,309765.4187,306408.38
10040825,309630.3845,497716.6833
10040826,308666.8213,424224.0587
10040827,307086.6453,342198.4015
10040846,310817.5912,362851.7162
10040863,309869.6722,519167.3397
10040864,308962.8125,452441.5887
10040865,308108.5462,384034.323
10040866,307081.0937,302257.9178
10040885,309925.8407,320725.7017
10040904,309562.776,492032.1863
10040905,308607.6692,413347.3397
10040906,307699.4235,328547.7042
10040921,310485.7383,361706.6542
10040941,309261.4552,456605.9182
10040942,308148.001,393055.4302
10040943,307146.1097,304345.2475
10040960,309399.3568,309084.443
10040961,310946.8453,381535.3672
10040982,309948.4467,472358.0393
10040983,308751.4252,404291.8547
10040984,307688.148,331455.1537
10041003,309517.626,338005.0788
10041004,310949.6635,409883.301
10041027,309396.5997,423272.2087
10041028,308128.2388,349602.9045
10041050,309376.8013,347526.134
10041051,310778.106,411004.4485
10041073,309714.7455,449987.979
10041074,308539.9865,379314.2968
10041092,309171.1845,341294.9343
10041093,310387.258,398268.8448
10041116,309641.5875,459886.6705
10041117,308768.2502,391613.8962
10041118,307473.4743,322862.5582
10041135,308926.074,321281.7598
10041136,309883.6733,369291.1613
10041137,310809.0797,406653.0593
10041159,309821.7488,460180.2542
10041160,308415.8165,396385.0008
10041161,307134.6715,334240.3602
10041179,309379.7737,326825.6782
10041180,309793.599,393474.9897
10041181,310494.146,461596.113
10041203,308802.041,414477.7343
10041204,307097.8978,337435.1973
10041222,308743.0042,336343.8527
10041223,309069.9108,389499.3062
10041224,309514.8955,430561.2092
10041225,310167.878,462802.4538
10041252,309734.3897,442278.312
10041253,307733.16,365759.9818
10041271,308156.481,305707.2427
10041272,308675.3347,349454.1745
10041273,309227.6528,385616.7007
10041274,309757.1127,423303.0318
10041275,310176.479,461289.6262
10041276,310679.9227,500542.1257
10041319,308700.4913,416853.585
10041320,306866.4467,326177.7025
10041341,307998.4707,299645.1513
10041342,308714.6943,341729.0443
10041343,309441.6383,386950.2002
10041344,310111.6497,431863.6635
10041392,309495.0943,460797.2907
10041393,307826.3097,392548.3838
10041394,306159.9125,325196.3682
10041416,307767.0595,304403.5118
10041417,308590.6052,354424.2292
10041418,309647.2008,400381.9198
10041419,310348.0375,438805.132
10041468,310083.5645,497885.9495
10041469,308692.1863,421280.2463
10041470,306996.2195,338762.4327
10041496,307902.4848,321687.547
10041497,309013.4788,354418.7015
10041498,309602.149,402872.109
10041499,310128.546,461588.8192
10041500,310342.4355,513507.5257
10041501,310381.7817,563665.5178
10041502,310443.6643,604498.5903
10041503,310657.432,646817.0167
10041504,310679.8998,681412.3768
10041520,310583.973,596402.7937
10041521,310229.4562,583690.0978
10041522,310052.0815,581785.6247
10041523,310158.744,583161.3463
10041524,310749.2775,591362.8618
10041552,309509.2782,482218.6718
10041553,308238.1858,399240.504
10041554,306318.1228,305645.8015
10041581,308458.2835,338903.5292
10041582,308511.7805,398266.45
10041583,308906.3108,458696.4348
10041584,309157.1702,506863.3037
10041585,309021.9588,556423.3218
10041586,309123.2678,598617.6297
10041587,309579.6982,633663.6935
10041588,309495.239,665893.3552
10041589,309889.3135,698377.5608
10041590,310013.2007,730945.6577
10041609,310525.1055,661478.7798
10041610,310015.857,631325.609
10041611,309286.5632,591088.7337
10041612,308353.6292,555966.8962
10041613,307594.6882,530148.4145
10041614,307253.1938,513865.9513
10041615,307230.7278,511396.8685
10041616,307425.6547,513270.3283
10041617,307614.7225,523526.766
10041618,308731.1823,504560.512
10041619,309978.259,494416.5103
10041644,309841.5347,555474.1097
10041645,309047.2953,481801.2968
10041646,307778.3872,398468.4848
10041647,306157.0753,303973.7348
10041667,308018.3385,333115.44
10041668,307795.4388,391511.109
10041669,307857.491,449440.5025
10041670,308181.9318,501470.0937
10041671,308091.6622,542636.8805
10041672,308350.8272,581467.8612
10041673,309255.7103,617386.7887
10041674,309329.0255,655301.1632
10041675,309171.3073,692460.6937
10041676,309233.332,730720.7197
10041688,310469.0133,745204.3577
10041695,310772.6058,666921.164
10041696,310232.6417,663446.5523
10041697,309728.8582,664073.113
10041698,309295.1975,631268.4843
10041699,308810.5745,604469.0778
10041700,308235.402,583646.5608
10041701,307273.0358,538106.8845
10041702,306205.054,492205.8687
10041703,305591.4448,456889.5443
10041704,306080.7488,435346.1397
10041705,306914.5223,431981.7008
10041706,307400.2867,434654.0607
10041707,307298.6493,447469.356
10041708,307372.0473,426672.7352
10041709,307767.1957,412494.2013
10041710,309379.432,423332.6592
10041734,310013.194,605958.2722
10041735,309438.9107,541152.5642
10041736,308469.4247,469375.9237
10041737,307267.5262,386719.5062
10041759,307775.6833,322149.7087
10041760,307513.2118,385417.2765
10041761,307270.3758,434955.4505
10041762,307750.1355,480803.6562
10041763,307772.8462,522565.0273
10041764,307244.7832,567164.1755
10041765,307964.34,609962.1092
10041766,308054.9742,654981.8607
10041767,308181.7005,687051.3437
10041768,308508.9023,709242.5427
10041769,308723.2772,725111.3137
10041770,308827.566,730309.8233
10041771,308838.8538,741223.3422
10041776,308945.9408,736326.1413
10041777,309058.588,719972.4948
10041778,309272.7277,705362.5015
10041779,309751.4755,694699.458
10041780,310151.112,687960.3808
10041781,310227.0873,681907.3228
10041782,310567.4203,673256.8805
10041783,310232.6445,670940.9773
10041784,309982.1785,647087.7003
10041785,309599.368,623035.0683
10041786,309312.0853,607644.3318
10041787,308881.0543,603052.919
10041788,308421.5803,609718.0625
10041789,308091.6412,577643.5618
10041790,307589.3403,542491.434
10041791,306824.0328,517815.1825
10041792,305710.1947,487998.761
10041793,304597.781,427560.3253
10041794,304380.6687,377128.292
10041795,305025.3993,347307.1022
10041796,306103.0758,342076.3843
10041797,307061.2327,344882.5883
10041798,307507.5517,362923.798
10041799,307603.5442,341563.214
10041800,307679.7288,319639.392
10041801,308328.4878,334932.5065
10041802,310229.4847,379821.248
10041826,309599.4203,593415.7008
10041827,308934.6483,524901.8825
10041828,307910.9753,447957.4348
10041829,306776.0552,361853.1202
10041847,307436.9777,306780.2405
10041848,307603.5413,361348.0112
10041849,307157.4355,411233.3887
10041850,307194.1255,463798.1852
10041851,307112.2455,512795.4487
10041852,306993.5005,566681.7105
10041853,307623.2883,610002.3338
10041854,307617.5748,634866.2113
10041855,307953.452,659509.3242
10041856,307956.2548,671914.6698
10041857,308029.611,678464.4612
10041858,308204.4758,692189.8658
10041859,308551.3332,711879.0127
10041860,308773.9273,725283.6157
10041861,309129.0935,726348.2952
10041862,309069.93,709620.3493
10041863,309053.0345,688143.1838
10041864,308996.6823,669066.024
10041865,309064.2965,651768.6757
10041866,309402.3225,638692.7203
10041867,309540.2957,630814.0832
10041868,309520.545,624283.7863
10041869,309193.8228,614430.1305
10041870,308982.5022,611466.5493
