sc_point_gid,latitude,longitude,places_fmv_all_rev
42567,37.798,-122.314,2057060.6
42946,37.677,-122.409,1641182.1
42186,37.866,-122.485,1026151.25
35302,40.665,-74.444,662556.5
33410,40.959,-73.146,1132686.8
33781,41.068,-74.454,71964.84
42187,37.893,-122.352,1177890.8
34161,40.973,-74.487,126454
36062,40.475,-74.509,372382.12
42947,37.704,-122.276,889420.75
42945,37.65,-122.542,641863.44
42185,37.839,-122.619,69576.414
34542,40.856,-74.378,605889.25
33791,40.841,-73.039,966365.5
43326,37.583,-122.371,1575004.9
35303,40.643,-74.302,879176.75
33029,41.077,-73.252,934121.2
37206,40.101,-74.046,639536.25
34541,40.878,-74.52,488698.78
43325,37.556,-122.504,157421.08
43327,37.61,-122.238,862682.25
42568,37.825,-122.18,1027878.3
41806,37.96,-122.524,1654990.8
33401,41.163,-74.421,61660.387
41805,37.933,-122.657,71014.234
41807,37.987,-122.39,659850.1
34921,40.782,-74.552,505543.56
42948,37.731,-122.143,1180626.2
42188,37.919,-122.218,456607.94
43706,37.489,-122.333,586158.1
35301,40.687,-74.585,519385.84
43705,37.462,-122.466,204797.08
34922,40.76,-74.411,729553.1
32264,41.381,-73.894,119565.2
32265,41.358,-73.752,284918.12
43328,37.637,-122.105,1089380.5
43707,37.516,-122.2,1787772.6
32642,41.331,-74.213,194746.5
34172,40.723,-72.933,693808.5
35681,40.592,-74.617,550568.06
41804,37.905,-122.79,19092.812
37205,40.124,-74.186,312952.94
32648,41.195,-73.359,1108483.1
41426,38.054,-122.562,479574.1
41425,38.027,-122.696,111490.88
32266,41.335,-73.609,254916.53
32263,41.403,-74.037,107222.734
34543,40.833,-74.237,908795.44
41808,38.014,-122.256,383518.8
44086,37.395,-122.295,679946.2
33021,41.258,-74.388,101192.51
43708,37.542,-122.067,554884.4
44085,37.368,-122.428,54965.074
42569,37.852,-122.047,857956.75
42949,37.758,-122.009,393435.9
44087,37.421,-122.163,3351332.2
41424,37.999,-122.829,53946.72
33411,40.935,-73.004,776973.94
41427,38.081,-122.428,78183.54
33792,40.817,-72.898,482313.62
36442,40.38,-74.541,307819.62
42189,37.946,-122.085,1113947.5
43329,37.663,-121.972,361622.8
36823,40.263,-74.433,169867.28
44465,37.273,-122.39,58834.543
44466,37.3,-122.258,80399.65
44088,37.448,-122.03,964769.6
34540,40.899,-74.661,241752.6
41045,38.121,-122.734,62515.457
41046,38.148,-122.6,277563.8
34920,40.804,-74.694,301447.38
34160,40.994,-74.629,151027.38
43709,37.569,-121.935,343800.88
44467,37.327,-122.125,1413343.5
32262,41.426,-74.179,106006.875
36061,40.497,-74.649,302903.38
41423,37.972,-122.963,62471.066
41044,38.093,-122.868,120182.625
32267,41.313,-73.467,408581.25
33780,41.09,-74.596,87365.125
41428,38.108,-122.294,486759.06
41809,38.04,-122.122,282658.16
32649,41.172,-73.218,798639
44845,37.179,-122.352,48268.21
41047,38.175,-122.467,66548.336
44468,37.354,-121.993,4202083
35300,40.709,-74.726,197182.38
44846,37.206,-122.22,40480.6
41043,38.066,-123.002,56519.03
32641,41.353,-74.355,92376.586
37204,40.146,-74.326,225860.97
44089,37.475,-121.897,732125
34924,40.716,-74.128,1013155.1
33400,41.185,-74.563,88023.08
42950,37.784,-121.876,267744
31885,41.453,-73.717,111409.02
44847,37.233,-122.088,301674.03
31884,41.476,-73.86,63263.13
43330,37.69,-121.839,845582.9
42570,37.878,-121.913,98622.56
31883,41.498,-74.003,216845.95
40665,38.215,-122.773,60180.35
37586,40.006,-74.079,362282.75
34173,40.699,-72.793,291460.4
40663,38.16,-123.041,35792.08
40664,38.187,-122.907,54538.652
43710,37.595,-121.802,96182.27
45225,37.085,-122.314,57083.984
40666,38.242,-122.639,553864
44848,37.259,-121.955,3188850.2
44469,37.38,-121.86,2069587.1
45226,37.112,-122.183,72107.94
45605,36.991,-122.277,67985.07
33412,40.912,-72.863,263257.84
35680,40.614,-74.758,240475.69
41048,38.202,-122.333,134406.4
42190,37.973,-121.951,525741.8
31886,41.43,-73.575,193488.84
32268,41.289,-73.325,266292.25
37585,40.029,-74.218,411070.53
45227,37.138,-122.051,103593.734
44090,37.501,-121.764,10538.249
33793,40.794,-72.758,647319
41429,38.135,-122.16,214020.89
44849,37.286,-121.823,1690511.5
33020,41.28,-74.531,55475.008
40667,38.269,-122.505,316626.97
31882,41.521,-74.146,113535.055
36822,40.285,-74.573,343072.3
45228,37.165,-121.918,135267.23
45606,37.017,-122.145,108117.33
32261,41.448,-74.322,117951.234
44470,37.407,-121.727,20813.203
34923,40.738,-74.27,993751.94
40285,38.309,-122.812,116006.91
36441,40.402,-74.682,308750.8
40284,38.281,-122.946,55673.6
35971,41.871,-87.638,977667.2
45607,37.044,-122.013,319643.5
43331,37.716,-121.705,325168.78
43711,37.622,-121.668,27389.344
45229,37.191,-121.786,368342.62
41810,38.067,-121.989,60949.344
40286,38.336,-122.678,390014.66
42951,37.81,-121.742,20165.205
35591,41.968,-87.625,517069.47
44850,37.312,-121.691,68261.16
36351,41.773,-87.651,792445.7
45608,37.071,-121.881,59740.03
35592,41.959,-87.478,0
44091,37.527,-121.631,3664.068
37203,40.168,-74.466,133641.84
35970,41.879,-87.785,847066.56
45986,36.923,-122.108,283077.4
36060,40.519,-74.79,250238.6
40668,38.296,-122.371,422929.62
35972,41.862,-87.491,0
37966,39.911,-74.112,296646.2
31887,41.407,-73.433,366251.38
31504,41.571,-73.826,222895.44
32650,41.148,-73.076,346533.62
36352,41.765,-87.504,104668.72
35590,41.976,-87.773,1096989.4
32640,41.375,-74.498,61261.984
31503,41.593,-73.969,132765.25
42571,37.905,-121.78,113933.09
45987,36.95,-121.976,1366081.4
44471,37.433,-121.595,2870.6252
39904,38.375,-122.985,71894.58
40283,38.254,-123.08,45001.176
31505,41.548,-73.683,88078.56
36350,41.782,-87.798,641139
41049,38.229,-122.198,158443.84
39903,38.348,-123.119,65109.902
40287,38.363,-122.544,207262.38
33413,40.888,-72.722,188693.61
34539,40.921,-74.803,69778.22
33032,41.007,-72.828,201412.67
31881,41.543,-74.289,66113.86
33794,40.77,-72.617,1888253.4
39905,38.403,-122.851,350206.56
32269,41.266,-73.183,551238.6
45609,37.097,-121.749,36401.984
34919,40.826,-74.835,174071.03
35211,42.065,-87.612,84629.15
45230,37.218,-121.654,43348.406
37584,40.051,-74.358,60302.242
34159,41.016,-74.771,84658.45
34453,42.242,-87.29,0
34832,42.153,-87.451,0
35212,42.056,-87.465,0
34833,42.144,-87.304,0
45988,36.976,-121.844,289671.94
44851,37.338,-121.558,3671.7957
36731,41.676,-87.664,441654.3
31502,41.615,-74.112,71037.19
39906,38.43,-122.717,860630.9
34452,42.25,-87.438,0
42191,37.999,-121.817,506248.9
34073,42.339,-87.277,0
35973,41.853,-87.344,0
35969,41.887,-87.932,777156.2
35593,41.95,-87.331,0
33779,41.111,-74.738,64650.4
35213,42.047,-87.317,0
35299,40.731,-74.867,127964.3
41430,38.161,-122.026,7496.119
35210,42.073,-87.76,1123928
39523,38.442,-123.159,28365.527
43712,37.648,-121.535,11660.523
36730,41.685,-87.811,369182.03
45610,37.123,-121.617,435612.44
45989,37.002,-121.712,85927.94
44092,37.553,-121.498,5168.1226
36732,41.668,-87.518,155122.33
35589,41.985,-87.92,888941.75
34831,42.162,-87.599,0
39524,38.469,-123.025,40103.97
43332,37.742,-121.572,71652.58
45231,37.244,-121.521,2733.0547
31506,41.525,-73.541,100327.164
36349,41.79,-87.945,586931.6
39525,38.497,-122.89,167179.61
37965,39.933,-74.251,178168.06
44472,37.459,-121.462,2664.6885
40288,38.39,-122.409,142867.62
32260,41.47,-74.465,108908.91
46368,36.882,-121.808,209220.78
39907,38.457,-122.582,187350.38
31888,41.384,-73.29,274636.38
42952,37.837,-121.609,27596.266
44852,37.364,-121.425,3805.4272
40669,38.323,-122.236,478232.2
35679,40.636,-74.899,185517.06
33414,40.864,-72.581,548147.1
45990,37.029,-121.58,358915.72
45611,37.149,-121.485,6368.634
39526,38.524,-122.756,367988.62
46369,36.908,-121.676,134734.06
36353,41.756,-87.358,0
31123,41.688,-73.935,220137.1
33399,41.206,-74.706,41353.03
31124,41.665,-73.792,138896.14
33033,40.983,-72.687,252699.52
39142,38.508,-123.333,71415.81
39143,38.536,-123.199,23311.738
31501,41.638,-74.255,54910.734
45232,37.27,-121.389,2650.0242
35209,42.082,-87.907,650849.25
39144,38.563,-123.064,16677.383
33019,41.302,-74.673,24689.031
41811,38.093,-121.855,11647.854
46748,36.787,-121.771,99205.055
42572,37.931,-121.646,195995.78
39145,38.591,-122.929,112134.31
37111,41.579,-87.677,277152.62
36729,41.693,-87.957,337872.75
44093,37.579,-121.365,13601.562
38727,39.699,-74.038,0
38347,39.794,-74.005,0
47126,36.64,-121.997,1411685
45991,37.055,-121.448,19542.531
31122,41.71,-74.078,84721.72
43713,37.674,-121.402,136209.45
36821,40.307,-74.714,287677.6
46370,36.934,-121.544,46087.89
32270,41.243,-73.041,363522.9
36733,41.659,-87.371,23999.254
44473,37.485,-121.329,4192.875
34830,42.171,-87.747,487416.8
41050,38.255,-122.064,422881.5
37112,41.571,-87.531,219923.8
45612,37.175,-121.352,3812.3044
31125,41.643,-73.649,64785.043
39908,38.484,-122.448,282626.44
39527,38.551,-122.621,136919.56
38762,38.602,-123.373,37441.086
46749,36.813,-121.639,157278.47
44853,37.39,-121.292,4974.041
31507,41.502,-73.398,210374.84
43333,37.768,-121.438,284475.7
26960,42.321,-71.098,3267703
26580,42.416,-71.06,2113061.8
36440,40.424,-74.822,109750.19
35968,41.896,-88.08,453997.5
37202,40.19,-74.606,209908.36
38346,39.816,-74.144,173833.89
38763,38.629,-123.238,14353.303
31880,41.565,-74.432,50726.957
37110,41.588,-87.823,337799.16
47127,36.666,-121.866,564569.1
39146,38.618,-122.795,167138.62
37583,40.073,-74.498,78594.33
38764,38.657,-123.104,10424.284
35588,41.993,-88.067,403441.03
36348,41.799,-88.092,482155.47
45233,37.296,-121.256,2652.027
45992,37.081,-121.316,8206.315
47128,36.693,-121.734,182852.23
46371,36.96,-121.412,43268.54
40289,38.417,-122.275,93047.85
46750,36.84,-121.508,51047.36
47506,36.545,-121.96,954277.4
42953,37.863,-121.475,10583.066
42192,38.025,-121.683,134875.73
38765,38.685,-122.969,82625.266
34454,42.232,-87.142,0
34829,42.179,-87.895,843758.56
33693,42.436,-87.263,0
32639,41.397,-74.641,48074.81
45613,37.201,-121.22,3747.2183
26581,42.39,-70.916,746618.56
36059,40.54,-74.931,150305.23
47129,36.719,-121.603,260030.94
37964,39.956,-74.39,56600.6
38382,38.695,-123.413,56062.836
31121,41.733,-74.222,37468.438
47507,36.572,-121.829,417807.25
44094,37.605,-121.232,33482.867
31889,41.361,-73.148,278572.7
44474,37.511,-121.196,56946.36
39147,38.645,-122.66,43113.5
26961,42.296,-70.955,516663.94
31126,41.62,-73.506,80689.375
44854,37.416,-121.159,42350.5
38383,38.723,-123.278,9517.107
39528,38.578,-122.486,130318.36
30743,41.783,-73.901,82876.35
33034,40.959,-72.546,326788.97
43714,37.7,-121.268,41071.883
34072,42.347,-87.425,0
41431,38.188,-121.892,13301.359
31500,41.66,-74.399,28993.78
33415,40.841,-72.441,1797571.5
46372,36.986,-121.28,7620.169
38766,38.712,-122.834,83852.92
37109,41.596,-87.97,240789.34
37113,41.562,-87.385,45614.875
38384,38.751,-123.143,9796.612
35208,42.09,-88.055,613379.25
47508,36.598,-121.698,136487.39
45993,37.106,-121.184,5868.816
46751,36.866,-121.376,204578.06
45234,37.321,-121.123,18339.102
38345,39.838,-74.284,26006.586
30744,41.76,-73.758,77067.85
47130,36.745,-121.471,8376.258
43334,37.794,-121.305,190548.52
38385,38.778,-123.008,85178.94
40670,38.35,-122.102,24783.637
37491,41.482,-87.69,209404.62
47886,36.451,-121.923,110551.55
30742,41.805,-74.045,51136.492
34451,42.259,-87.586,0
42573,37.957,-121.512,10123.443
34074,42.33,-87.128,0
39909,38.511,-122.313,25815.32
32271,41.22,-72.899,125891.99
38001,38.761,-123.588,111323.59
38002,38.789,-123.453,18055.441
45614,37.227,-121.087,19781.361
47887,36.477,-121.792,118072.06
47509,36.624,-121.567,88188.45
26579,42.441,-71.204,1184282.5
36734,41.65,-87.225,13095.333
38003,38.817,-123.318,6114.4375
38767,38.739,-122.699,11687.205
46373,37.012,-121.148,3565.5159
32259,41.492,-74.608,20199.668
39148,38.672,-122.525,15564.84
36728,41.701,-88.104,493556.88
30745,41.738,-73.615,48114.88
46752,36.891,-121.244,6346.1094
38386,38.806,-122.873,7535.3706
26959,42.347,-71.242,1619374
44475,37.536,-121.062,49830.24
44855,37.442,-121.026,43705.54
44095,37.631,-121.098,104516.01
37492,41.473,-87.544,96521.94
38004,38.845,-123.183,7127.672
34450,42.268,-87.734,9238.102
47131,36.771,-121.34,40464.938
47888,36.503,-121.661,42799
45994,37.132,-121.051,20344.498
42954,37.889,-121.341,131164.72
26200,42.51,-71.021,794760
45235,37.347,-120.99,50722.914
47510,36.65,-121.435,9233.511
48266,36.356,-121.887,35386.047
33313,42.533,-87.249,0
33692,42.445,-87.411,0
34071,42.356,-87.573,0
34834,42.135,-87.156,0
37490,41.49,-87.836,193273.06
43715,37.725,-121.135,180685.1
36354,41.747,-87.211,0
38005,38.872,-123.048,15786.783
37621,38.855,-123.628,45047.57
38726,39.721,-74.177,93905.89
31508,41.479,-73.255,167516.64
26201,42.484,-70.877,985494.1
37622,38.883,-123.493,8087.775
41812,38.12,-121.72,32971.88
34918,40.847,-74.977,54286.17
33035,40.935,-72.405,1299645.4
46753,36.917,-121.112,3043.406
39529,38.605,-122.351,19929.867
45615,37.252,-120.955,35105.992
47889,36.53,-121.53,24995.062
30741,41.828,-74.188,58340.17
37623,38.911,-123.358,10278.551
48267,36.382,-121.756,19323.84
38387,38.833,-122.738,17169.127
32654,41.054,-72.51,270269.78
47132,36.797,-121.208,6790.325
46374,37.037,-121.016,11814.723
34828,42.187,-88.042,566160.2
38768,38.766,-122.564,39326.434
33691,42.453,-87.56,0
35298,40.752,-75.009,98876.516
43335,37.82,-121.171,234255.75
31120,41.755,-74.365,29149.646
27340,42.227,-71.137,829810.1
42193,38.051,-121.549,10943.661
40290,38.444,-122.14,12420.789
38006,38.9,-122.913,8666.208
47511,36.676,-121.304,9813.207
37624,38.938,-123.223,11653.888
35967,41.904,-88.227,401780.25
30363,41.878,-73.867,59037.402
35587,42.001,-88.215,296720.62
44476,37.562,-120.929,238460.7
48268,36.409,-121.625,25041.84
45995,37.158,-120.919,16026.267
31127,41.597,-73.363,135295.94
41051,38.282,-121.93,121030.125
44856,37.467,-120.893,214814.97
44096,37.656,-120.965,883012.5
36347,41.807,-88.239,384407.03
47890,36.556,-121.399,31819.965
48646,36.262,-121.85,55385.633
27341,42.202,-70.994,790240.9
26962,42.271,-70.811,529246.1
37625,38.966,-123.088,24992.918
37241,38.948,-123.669,29815.996
37108,41.604,-88.116,258740.17
45236,37.372,-120.857,65029.465
34538,40.943,-74.945,53755.586
37242,38.976,-123.533,8127.228
31890,41.338,-73.006,263391.5
42574,37.983,-121.378,341997.25
39149,38.699,-122.39,8916.202
34158,41.038,-74.913,40090.17
43716,37.751,-121.001,192923.25
31879,41.587,-74.575,19344.402
34070,42.365,-87.721,0
38388,38.86,-122.603,20804.389
37243,39.004,-123.398,25746.742
38007,38.927,-122.777,27015.844
30362,41.9,-74.011,132122.48
35974,41.844,-87.197,0
46754,36.943,-120.98,4296.1514
34449,42.276,-87.882,733061.1
45616,37.278,-120.822,22231.168
47133,36.822,-121.076,3181.4775
48647,36.288,-121.719,17183.494
48269,36.435,-121.494,9712.721
36820,40.328,-74.854,186099.33
30746,41.715,-73.471,49870.23
37114,41.553,-87.238,53880.766
37626,38.994,-122.952,36937.777
46375,37.063,-120.883,106106.45
42955,37.914,-121.207,213968.02
47512,36.702,-121.172,6732.801
35678,40.657,-75.04,102953.33
37244,39.032,-123.263,10984.624
36439,40.445,-74.963,102208.83
47891,36.582,-121.268,4793.899
43336,37.845,-121.037,66525.8
33416,40.816,-72.3,0
37489,41.499,-87.982,190379
35207,42.098,-88.202,360309.72
38769,38.793,-122.429,8209.044
44477,37.587,-120.796,97538.97
33036,40.911,-72.264,1997560
26199,42.535,-71.165,756133.44
36861,39.042,-123.709,18849.848
44857,37.492,-120.76,123127.2
48648,36.314,-121.589,12677.382
39910,38.538,-122.178,7130.823
37245,39.06,-123.127,19148.307
45996,37.183,-120.786,14689.77
44097,37.682,-120.831,64383.312
37582,40.095,-74.638,103864.555
36862,39.07,-123.574,13016.899
30364,41.855,-73.724,51095.023
37493,41.465,-87.398,52946.598
33778,41.133,-74.88,23230.092
38008,38.954,-122.642,54871.95
37627,39.021,-122.817,44470.754
45237,37.398,-120.724,87672.805
30365,41.832,-73.58,42874.234
35214,42.038,-87.17,0
35594,41.941,-87.184,0
48270,36.461,-121.363,60160.28
36863,39.098,-123.439,25336.023
41432,38.214,-121.758,26343.816
47134,36.848,-120.944,3375.8047
46755,36.968,-120.848,16575.844
43717,37.776,-120.867,143824.81
37201,40.212,-74.746,402695.34
37246,39.087,-122.992,26450.766
38389,38.887,-122.467,6356.6104
47513,36.728,-121.041,4270.1343
46376,37.088,-120.751,25693.031
49027,36.193,-121.683,25827.025
45617,37.303,-120.689,35432.953
32655,41.03,-72.369,939373.94
47892,36.607,-121.136,5215.1445
36864,39.126,-123.303,8770.003
49026,36.167,-121.814,0
37963,39.978,-74.53,38867.59
35595,41.932,-87.037,0
48649,36.34,-121.458,6525.381
36355,41.738,-87.064,159.66324
36481,39.136,-123.75,34371.41
39530,38.632,-122.217,4020.1274
31509,41.456,-73.113,157189.52
40671,38.376,-121.968,324806.88
42956,37.94,-121.073,44987.688
42575,38.009,-121.244,439788.8
37628,39.048,-122.681,26900.262
36727,41.709,-88.251,341967.25
43337,37.871,-120.903,35970.805
44478,37.612,-120.662,32511.916
36865,39.154,-123.167,115028.42
44858,37.518,-120.627,31381.941
37247,39.115,-122.856,29636.479
48271,36.487,-121.232,5179.9263
42194,38.077,-121.415,70421.52
36482,39.164,-123.615,22021.05
31499,41.682,-74.542,18312.113
38344,39.86,-74.423,12874.703
45997,37.208,-120.654,16230.576
44098,37.707,-120.698,25684.195
41813,38.146,-121.586,14914.397
35975,41.835,-87.051,0
38009,38.981,-122.506,4731.4727
49028,36.219,-121.553,12873.35
39150,38.726,-122.255,4026.4888
45238,37.423,-120.591,58388.89
36483,39.192,-123.479,15123.674
27339,42.252,-71.28,748200.1
35215,42.029,-87.023,0
31891,41.314,-72.864,280694.97
46756,36.994,-120.715,18148.305
43718,37.802,-120.733,38763.695
48650,36.366,-121.327,27413.293
47514,36.753,-120.909,2844.6992
47135,36.873,-120.812,8548.746
36866,39.181,-123.032,7770.9463
36735,41.641,-87.078,35728.43
38725,39.743,-74.316,122950.805
37870,41.393,-87.849,42147.207
47893,36.633,-121.005,4534.0186
34448,42.284,-88.03,342110.34
33398,41.228,-74.848,30271.318
36484,39.22,-123.343,9373.899
45618,37.328,-120.556,263337.8
36058,40.562,-75.072,98976.695
38770,38.82,-122.293,3370.9148
37248,39.142,-122.72,3824.8977
31128,41.574,-73.22,107197.734
27342,42.176,-70.85,307887.88
46377,37.114,-120.618,22997.984
37629,39.075,-122.545,6997.1216
48272,36.513,-121.101,5863.8184
49029,36.246,-121.422,7764.3765
42957,37.966,-120.939,16547.684
43338,37.896,-120.769,11449.925
38390,38.914,-122.332,2681.1477
36101,39.229,-123.791,73672.34
36102,39.257,-123.655,24503.12
37871,41.385,-87.703,49498.816
49407,36.099,-121.647,20285.014
36485,39.247,-123.207,61045.836
44479,37.638,-120.528,13833.982
36867,39.209,-122.896,14672.879
30366,41.809,-73.437,39259.523
30747,41.692,-73.328,80415.58
44099,37.732,-120.564,10870.825
32656,41.006,-72.228,1270613.8
42576,38.035,-121.11,47544.37
40291,38.47,-122.005,71136.89
48651,36.392,-121.196,9289.395
44859,37.543,-120.493,19334.098
45998,37.234,-120.521,45478.332
36103,39.285,-123.519,14234.711
33018,41.323,-74.816,39081.54
30740,41.85,-74.332,27347.393
43719,37.827,-120.599,10431.591
38010,39.008,-122.371,3590.354
45239,37.448,-120.458,13149.141
29983,41.973,-73.833,58618.906
39106,39.626,-74.209,144942.64
34827,42.195,-88.19,377680.3
26578,42.466,-71.347,455334.25
36486,39.275,-123.071,16318.369
37249,39.169,-122.584,2442.9463
47894,36.659,-120.873,3894.9058
49408,36.125,-121.517,10982.589
30361,41.923,-74.155,35353.66
42195,38.103,-121.281,277946.47
46757,37.019,-120.583,33895
36104,39.313,-123.384,10489.52
42958,37.991,-120.805,8835.525
37488,41.507,-88.129,316342.9
37872,41.376,-87.557,41992.402
47515,36.779,-120.777,6012.5234
47136,36.899,-120.68,14940.758
36868,39.236,-122.76,2588.3652
35721,39.323,-123.832,108808.445
49030,36.272,-121.291,33066.074
43339,37.922,-120.635,29429.338
45619,37.353,-120.423,162898.22
37630,39.102,-122.41,4579.463
29984,41.95,-73.689,36199.3
35341,39.416,-123.873,128776.445
35722,39.351,-123.696,24190.365
42577,38.06,-120.976,20921.387
48273,36.538,-120.97,2337.2317
46378,37.139,-120.486,28274.227
36487,39.302,-122.935,4349.17
32272,41.196,-72.757,0
36105,39.341,-123.248,19204.332
44100,37.757,-120.43,11648.811
44480,37.663,-120.395,16158.188
41052,38.308,-121.795,13988.649
32638,41.418,-74.783,18616.83
37869,41.402,-87.995,42633.637
29982,41.995,-73.977,71373.45
43720,37.852,-120.465,15756.84
49409,36.151,-121.386,5072.061
48652,36.418,-121.065,6108.959
39911,38.564,-122.043,17978.496
49787,36.004,-121.611,19801.559
44860,37.568,-120.36,9106.27
35723,39.379,-123.56,12834.986
26958,42.372,-71.386,696257.4
31892,41.291,-72.722,241506.81
42959,38.016,-120.671,16110.202
45999,37.259,-120.388,62934.234
37250,39.196,-122.448,4158.161
37107,41.612,-88.263,167004.64
37494,41.456,-87.252,46059.68
36869,39.263,-122.624,2811.754
35966,41.912,-88.374,393883.3
38391,38.941,-122.196,4547.558
33694,42.427,-87.115,0
36106,39.369,-123.111,13586.266
34069,42.373,-87.869,339219.12
38771,38.847,-122.158,10014.781
43340,37.947,-120.501,21160.797
45240,37.473,-120.325,8893.677
39531,38.659,-122.081,14793.852
39151,38.753,-122.12,15972.437
38011,39.035,-122.235,3994.272
42578,38.086,-120.841,31324.22
36488,39.33,-122.799,2526.092
35724,39.407,-123.424,28555.396
49031,36.297,-121.161,20289.166
25820,42.604,-70.982,448755.8
47137,36.924,-120.548,19195.07
31119,41.777,-74.509,15985.254
32275,41.124,-72.333,549829.7
47895,36.684,-120.742,2604.9229
42196,38.129,-121.146,66787.92
37631,39.129,-122.274,9404.719
35586,42.009,-88.362,350746.53
47516,36.804,-120.645,13780.193
46758,37.044,-120.451,24563.62
41814,38.172,-121.452,25590.191
32258,41.513,-74.751,18073.758
49788,36.03,-121.481,10492.395
29985,41.927,-73.545,46091.773
35342,39.445,-123.737,67594.15
48274,36.564,-120.838,3664.2178
41433,38.24,-121.623,14046.29
42960,38.041,-120.536,27395.586
36107,39.396,-122.975,6497.506
46379,37.164,-120.353,26993.871
45620,37.378,-120.29,9845.313
33312,42.542,-87.398,0
44101,37.782,-120.296,11384.05
31510,41.432,-72.971,170725.9
44481,37.687,-120.261,13712.646
36870,39.29,-122.487,5336.0327
42579,38.111,-120.707,10349.59
43721,37.877,-120.331,12207.781
35725,39.435,-123.288,22940.693
32276,41.1,-72.192,94511.055
44861,37.593,-120.226,7845.4717
37251,39.223,-122.312,7001.755
49410,36.177,-121.256,4406.542
36489,39.357,-122.663,2497.8848
35343,39.473,-123.601,11547.484
48653,36.443,-120.934,3272.359
43341,37.972,-120.366,89274.05
37873,41.368,-87.411,58589.89
36346,41.814,-88.386,270753.7
42197,38.155,-121.012,23766.816
49032,36.323,-121.03,5620.495
42580,38.136,-120.572,17190.02
25821,42.578,-70.838,469635.88
45241,37.498,-120.191,9300.547
42961,38.066,-120.402,28891.045
46000,37.283,-120.255,27436.975
36108,39.424,-122.839,3026.4966
49789,36.056,-121.351,6957.4663
37115,41.544,-87.092,51889.51
35726,39.463,-123.152,6343.5283
42198,38.18,-120.877,55305.273
31893,41.267,-72.58,270136.47
35344,39.501,-123.465,14183.6
37632,39.156,-122.137,21755.07
38012,39.062,-122.099,15695.145
36871,39.317,-122.351,4438.672
34962,39.538,-123.778,37322.51
38724,39.765,-74.455,7434.9116
32657,40.981,-72.087,1569049.4
47138,36.949,-120.416,17094.607
36490,39.384,-122.527,6304.3228
47517,36.829,-120.513,18014.46
38392,38.968,-122.061,22657.914
35206,42.106,-88.35,287377.5
46759,37.069,-120.318,41387.004
43722,37.902,-120.197,18437.078
44102,37.807,-120.162,21881.242
42199,38.205,-120.743,25095.3
37252,39.25,-122.176,13906.407
43342,37.996,-120.232,76549.85
45621,37.403,-120.156,9825.9
42581,38.161,-120.437,28551.756
29603,42.067,-73.799,43860.758
48275,36.589,-120.707,2519.2686
47896,36.709,-120.61,11321.377
30367,41.786,-73.293,61025.97
49411,36.203,-121.125,51275.758
44482,37.712,-120.127,12046.484
35345,39.529,-123.328,7716.438
40672,38.402,-121.833,68365.06
