file,i,Scenario,DisplayName
tes_ATB_2024_moderate,tes_ms,Moderate,Utility-Scale Thermal Energy Storage
tes_ATB_2024_advanced,tes_ms,Advanced,Utility-Scale Thermal Energy Storage
tes_ATB_2024_conservative,tes_ms,Conservative,Utility-Scale Thermal Energy Storage
tes_ATB_2024_dirtcheap,tes_ms,DirtCheap,Utility-Scale Thermal Energy Storage
