r,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p01111,0.00025,0.0005,0.001,0.001,0.008,0.012,0.013,0.029635348,0.059418919,0.102623882,0.1635475,0.241872985,0.286,0.29,0.313,0.349,0.393,0.441,0.491,0.552,0.626
p01113,0.00175,0.0035,0.007,0.01,0.041,0.058,0.071,0.143067199,0.253591457,0.412679013,0.633051208,0.938242185,1.131,1.25,1.399,1.579,1.802,2.051,2.368,2.767,3.262
p01115,0.00025,0.0005,0.001,0.001,0.004,0.003,0.003,0.006131451,0.012732625,0.022926612,0.038939881,0.068624428,0.096,0.125,0.158,0.193,0.229,0.288,0.376,0.496,0.649
p01121,0.00025,0.0005,0.001,0.001,0.001,0.001,0.001,0.001021909,0.001061052,0.001091743,0.007787976,0.021374822,0.036,0.04,0.047,0.083,0.139,0.22,0.335,0.494,0.718
p01123,0.00025,0.0005,0.001,0.002,0.007,0.009,0.011,0.022481988,0.040319981,0.066596349,0.104581395,0.16087366,0.202,0.238,0.276,0.31,0.348,0.392,0.442,0.498,0.56
p01129,0.00175,0.0035,0.007,0.012,0.016,0.017,0.017,0.020438171,0.027587355,0.040394507,0.061191242,0.095624203,0.132,0.191,0.281,0.414,0.607,0.881,1.262,1.77,2.421
p12005,0.23775,0.4755,0.951,1.723,4.8,11.643,28.06,30.29652325,36.44714039,45.3783153,58.20177127,76.31261436,84.11,93.099,100.91,107.914,115.146,123.527,123.946,125.002,128.909
p12013,0.0415,0.083,0.166,0.21,0.377,0.763,1.636,1.718850207,2.015999032,2.576514474,3.691500718,5.744202154,6.448,6.955,7.401,7.843,8.374,8.947,9.011,9.525,10.36
p12033,0.48525,0.9705,1.941,4.418,12.322,25.519,58.626,62.91277894,72.2841758,87.06217087,108.1560757,141.7049447,151.993,163.526,173.783,183.81,195.14,208.18,208.729,212.873,220.071
p12045,0.016,0.032,0.064,0.144,0.427,1.479,3.644,3.933326069,4.368351586,4.836423356,5.328088288,6.080574352,5.892,5.892,5.934,6.018,6.185,6.52,6.539,6.653,6.822
p12059,0.00525,0.0105,0.021,0.027,0.044,0.089,0.179,0.430223506,0.932664815,1.855963816,3.388882214,5.753202079,7.753,9.654,11.378,12.944,14.395,15.769,15.773,15.869,16.099
p12063,0.07825,0.1565,0.313,0.423,0.84,1.235,1.565,2.06629912,3.217110034,5.706542863,10.39361052,17.56335371,21.931,26.013,29.697,32.949,36.027,39.036,39.195,40.163,41.956
p12091,0.236,0.472,0.944,2.4,8.012,18.65,47.539,50.13279041,54.58370431,60.82757646,69.60559356,82.70143614,83.196,86.021,88.522,91.478,95.586,101.377,101.524,101.886,102.916
p12113,0.185,0.37,0.74,1.875,5.996,12.839,34.068,36.53220931,41.81606412,49.21033471,61.12560004,78.19359869,83.715,89.6,94.856,100.111,106.606,114.196,114.602,115.504,117.239
p12131,0.05875,0.1175,0.235,0.426,1.03,2.086,6.127,8.617754934,12.275312,17.13163777,23.56641598,31.98573358,35.915,39.411,42.876,46.522,50.252,54.048,54.145,54.565,55.522
p12133,0.00775,0.0155,0.031,0.037,0.06,0.118,0.233,0.49153802,1.004816359,1.956404211,3.536853762,5.961325345,8.007,10.001,11.829,13.475,14.981,16.392,16.398,16.415,16.509
p47001,0.1345,0.269,0.538,0.745,0.87,0.983,1.02,1.192567296,1.260529921,1.373413224,1.614336209,3.068974437,3.567,3.621,3.757,4.025,4.397,4.879,5.699,7.137,9.283
p47003,0.037,0.074,0.148,0.199,0.215,0.237,0.231,0.241170421,0.258896718,0.279486316,0.311519048,0.438746345,0.431,0.45,0.494,0.575,0.682,0.826,1.1,1.525,2.152
p47005,0.01725,0.0345,0.069,0.099,0.113,0.132,0.13,0.144089108,0.179317809,0.253284474,0.360472041,0.508495764,0.552,0.564,0.582,0.662,0.778,0.936,1.161,1.436,1.774
p47007,0.0065,0.013,0.026,0.035,0.042,0.048,0.048,0.05007352,0.054113658,0.057862401,0.068979218,0.102374147,0.128,0.135,0.171,0.231,0.318,0.436,0.59,0.78,0.997
p47009,0.1555,0.311,0.622,0.719,0.781,0.865,0.852,0.908476715,0.994205838,1.087376448,1.209361447,1.462487818,1.517,1.583,1.76,2.093,2.544,3.259,4.212,5.455,6.893
p47011,0.11,0.22,0.44,0.588,0.666,0.75,0.743,0.80526395,0.933725867,1.234761809,1.791234526,2.66285282,3.022,3.073,3.169,3.559,4.151,4.957,6.1,7.545,9.245
p47013,0.0435,0.087,0.174,0.222,0.254,0.285,0.28,0.300441118,0.331048262,0.361367072,0.40052449,0.575995202,0.612,0.629,0.66,0.699,0.736,0.773,1.076,1.601,2.304
p47015,0.0075,0.015,0.03,0.038,0.044,0.05,0.049,0.052117337,0.056235762,0.062229375,0.06786665,0.085499288,0.095,0.102,0.125,0.163,0.217,0.29,0.404,0.546,0.718
p47017,0.02075,0.0415,0.083,0.109,0.126,0.143,0.142,0.152264376,0.181439913,0.222715658,0.271466599,0.354372048,0.385,0.402,0.431,0.525,0.661,0.85,1.1,1.428,1.806
p47019,0.03975,0.0795,0.159,0.206,0.238,0.271,0.271,0.288178216,0.313010376,0.341715691,0.404974762,0.55349539,0.638,0.673,0.761,0.951,1.24,1.632,2.176,2.843,3.633
p47021,0.02525,0.0505,0.101,0.124,0.14,0.157,0.156,0.164527279,0.180378861,0.198697303,0.212500493,0.239623004,0.251,0.269,0.315,0.384,0.495,0.642,0.86,1.129,1.447
p47023,0.011,0.022,0.044,0.059,0.07,0.08,0.08,0.08584032,0.096555743,0.110266086,0.140183572,0.204748295,0.237,0.245,0.272,0.327,0.409,0.52,0.747,1.048,1.418
p47025,0.0345,0.069,0.138,0.17,0.192,0.217,0.213,0.226863702,0.271629343,0.338440461,0.419438147,0.530995577,0.561,0.577,0.622,0.725,0.869,1.065,1.333,1.671,2.056
p47027,0.00475,0.0095,0.019,0.025,0.03,0.034,0.034,0.0357668,0.038197876,0.04148625,0.045615289,0.059624503,0.069,0.075,0.087,0.116,0.158,0.216,0.299,0.396,0.518
p47029,0.02625,0.0525,0.105,0.131,0.147,0.164,0.161,0.17065873,0.185684121,0.199789046,0.215838197,0.280122667,0.319,0.338,0.433,0.575,0.782,1.054,1.442,1.926,2.486
p47031,0.0535,0.107,0.214,0.252,0.276,0.308,0.303,0.321901198,0.352269304,0.382110197,0.410537602,0.521995652,0.568,0.597,0.722,0.91,1.182,1.55,2.004,2.606,3.322
p47033,0.01475,0.0295,0.059,0.115,0.121,0.131,0.126,0.130804296,0.14005888,0.149568849,0.159097228,0.227248107,0.227,0.234,0.257,0.302,0.367,0.467,0.609,0.811,1.092
p47035,0.05025,0.1005,0.201,0.242,0.268,0.299,0.294,0.307594478,0.331048262,0.355908355,0.386061106,0.443246308,0.452,0.481,0.568,0.689,0.842,1.043,1.42,1.913,2.551
p47037,1.04375,2.0875,4.175,5.139,5.84,6.611,6.577,7.12474652,7.811465721,10.01019543,13.58668076,18.04597469,17.418,17.654,18.143,19.253,20.945,23.259,26.635,31.169,38.306
p47039,0.01125,0.0225,0.045,0.07,0.08,0.092,0.091,0.107300399,0.132631515,0.164853257,0.210275357,0.277872685,0.293,0.301,0.331,0.38,0.449,0.561,0.711,0.905,1.136
p47041,0.01475,0.0295,0.059,0.074,0.083,0.093,0.092,0.097081314,0.103983108,0.112449572,0.120157347,0.163123641,0.2,0.212,0.248,0.348,0.494,0.694,0.953,1.273,1.637
p47043,0.0475,0.095,0.19,0.226,0.249,0.279,0.278,0.293287758,0.31513248,0.336256974,0.382723402,0.475871036,0.52,0.542,0.57,0.676,0.834,1.047,1.438,1.961,2.608
p47045,0.067,0.134,0.268,0.326,0.378,0.432,0.436,0.47007794,0.748041746,1.415991217,2.524416856,4.121965666,4.287,4.306,4.368,4.526,4.741,5.022,5.406,6.244,7.483
p47047,0.03025,0.0605,0.121,0.149,0.167,0.189,0.189,0.203359805,0.22494305,0.251100987,0.282592279,0.346497114,0.375,0.393,0.464,0.576,0.752,1.033,1.432,1.944,2.55
p47049,0.01475,0.0295,0.059,0.073,0.081,0.092,0.091,0.096059405,0.107166264,0.119000033,0.132395595,0.16087366,0.171,0.179,0.212,0.263,0.344,0.447,0.578,0.76,0.971
p47051,0.04725,0.0945,0.189,0.221,0.242,0.31,0.3,0.31372593,0.333170366,0.351541382,0.399411922,0.55462038,0.612,0.632,0.727,0.899,1.151,1.502,1.959,2.521,3.201
p47053,0.048,0.096,0.192,0.278,0.373,0.477,0.513,0.604969871,0.686500723,0.766403882,0.86891563,1.106990779,1.136,1.174,1.257,1.448,1.727,2.11,2.611,3.263,4.082
p47055,0.02375,0.0475,0.095,0.117,0.131,0.146,0.145,0.152264376,0.164463079,0.177954178,0.193586837,0.230623079,0.246,0.263,0.292,0.371,0.483,0.646,0.944,1.333,1.815
p47057,0.013,0.026,0.052,0.067,0.078,0.089,0.088,0.092993679,0.099738899,0.110266086,0.122382483,0.157498688,0.185,0.198,0.216,0.292,0.406,0.56,0.776,1.043,1.36
p47059,0.07125,0.1425,0.285,0.382,0.413,0.457,0.448,0.472121757,0.509305019,0.62556898,1.011324338,1.642486319,1.941,1.988,2.075,2.261,2.543,2.926,3.615,4.448,5.415
p47061,0.01025,0.0205,0.041,0.054,0.064,0.07,0.071,0.080730777,0.098677847,0.122275263,0.147971548,0.194623379,0.214,0.222,0.254,0.313,0.398,0.514,0.672,0.873,1.118
p47063,0.074,0.148,0.296,0.373,0.426,0.48,0.473,0.504822831,0.56023552,0.721642401,1.028012858,1.472612734,1.612,1.665,1.791,1.983,2.242,2.666,3.326,4.144,5.097
p47065,0.694,1.388,2.776,5.044,6.568,6.969,6.601,8.326510993,10.55534651,15.77350895,21.91870273,30.24424808,29.94,30.122,30.643,31.539,32.82,34.633,37.051,40.186,43.92
p47067,0.00375,0.0075,0.015,0.02,0.024,0.027,0.027,0.02861344,0.031831564,0.034935789,0.037827313,0.046124616,0.051,0.055,0.068,0.086,0.109,0.142,0.201,0.274,0.365
p47069,0.02375,0.0475,0.095,0.195,0.206,0.226,0.221,0.234017062,0.255713561,0.278394572,0.291492823,0.336372198,0.345,0.359,0.387,0.481,0.615,0.797,1.034,1.311,1.646
p47071,0.02225,0.0445,0.089,0.135,0.182,0.226,0.239,0.273871496,0.293911438,0.316605592,0.341558385,0.39262173,0.402,0.422,0.498,0.604,0.747,0.927,1.176,1.479,1.871
p47073,0.05375,0.1075,0.215,0.367,0.446,0.505,0.498,0.522195277,0.58994498,0.757669934,0.991298113,1.383738474,1.481,1.512,1.551,1.797,2.212,2.786,3.538,4.498,5.698
p47075,0.01375,0.0275,0.055,0.072,0.085,0.098,0.099,0.108322308,0.126265203,0.151752336,0.185798861,0.262122817,0.293,0.303,0.338,0.411,0.515,0.656,0.838,1.077,1.351
p47077,0.02375,0.0475,0.095,0.158,0.199,0.218,0.211,0.232995153,0.266324083,0.307871645,0.357134337,0.474746046,0.499,0.517,0.552,0.663,0.839,1.085,1.427,1.863,2.414
p47079,0.0295,0.059,0.118,0.171,0.222,0.27,0.292,0.336207918,0.369246138,0.406128553,0.467278572,0.606369949,0.657,0.675,0.798,1.009,1.309,1.709,2.302,3.041,3.915
p47081,0.01925,0.0385,0.077,0.118,0.161,0.196,0.191,0.209491256,0.22494305,0.241275296,0.258115783,0.33974717,0.365,0.376,0.425,0.531,0.681,0.895,1.16,1.483,1.88
p47083,0.0065,0.013,0.026,0.039,0.045,0.05,0.049,0.05722688,0.074273649,0.091706447,0.110144235,0.147373772,0.156,0.161,0.181,0.219,0.277,0.355,0.455,0.583,0.741
p47085,0.0135,0.027,0.054,0.067,0.076,0.085,0.085,0.090949862,0.100799952,0.113541316,0.127945323,0.163123641,0.187,0.195,0.217,0.291,0.406,0.573,0.798,1.073,1.408
p47087,0.006,0.012,0.024,0.031,0.037,0.042,0.042,0.043942068,0.046686293,0.050220197,0.055628401,0.067499438,0.078,0.085,0.096,0.124,0.174,0.24,0.34,0.463,0.603
p47089,0.0445,0.089,0.178,0.216,0.242,0.27,0.267,0.28511249,0.310888272,0.339532204,0.388286242,0.57149524,0.724,0.763,0.843,1.189,1.707,2.419,3.381,4.556,5.892
p47091,0.01025,0.0205,0.041,0.056,0.066,0.074,0.073,0.077665051,0.083823118,0.091706447,0.102356259,0.141748819,0.166,0.173,0.182,0.23,0.309,0.413,0.542,0.711,0.922
p47093,0.73375,1.4675,2.935,3.536,4.111,4.901,5.282,6.260211873,7.644880538,9.410828291,11.58962115,14.25813124,14.229,14.455,14.996,15.961,17.3,19.125,21.867,25.564,30.464
p47095,0.005,0.01,0.02,0.028,0.037,0.046,0.05,0.058248788,0.07002944,0.073146809,0.080104898,0.098999175,0.105,0.109,0.117,0.141,0.177,0.226,0.29,0.37,0.467
p47097,0.0175,0.035,0.07,0.086,0.098,0.113,0.115,0.126716662,0.147486245,0.168128487,0.190249133,0.258747845,0.296,0.319,0.371,0.478,0.635,0.847,1.111,1.433,1.818
p47099,0.03025,0.0605,0.121,0.166,0.202,0.227,0.237,0.272849587,0.316193532,0.344990921,0.380498266,0.523120643,0.587,0.614,0.733,0.918,1.181,1.548,2.057,2.692,3.473
p47101,0.0095,0.019,0.038,0.053,0.059,0.066,0.065,0.070511691,0.091250482,0.111357829,0.143521276,0.21374822,0.231,0.238,0.254,0.292,0.346,0.421,0.53,0.692,0.887
p47103,0.0295,0.059,0.118,0.189,0.242,0.284,0.274,0.339273644,0.387284024,0.436697369,0.498430477,0.608619931,0.606,0.622,0.668,0.779,0.932,1.148,1.437,1.8,2.271
p47105,0.0725,0.145,0.29,0.404,0.52,0.581,0.637,0.768475241,0.823376447,0.894137862,1.01577461,1.364613633,1.419,1.443,1.483,1.644,1.879,2.215,2.65,3.278,4.035
p47107,0.06725,0.1345,0.269,0.319,0.355,0.404,0.41,0.444530226,0.514610279,0.597183651,0.695355018,0.830243085,0.832,0.856,0.919,1.027,1.188,1.43,1.825,2.323,2.947
p47109,0.02025,0.0405,0.081,0.144,0.189,0.212,0.208,0.218688433,0.241919884,0.300229441,0.384948538,0.515245708,0.524,0.539,0.576,0.642,0.736,0.869,1.104,1.417,1.797
p47111,0.014,0.028,0.056,0.081,0.1,0.115,0.117,0.131826205,0.152791506,0.184504638,0.222513606,0.347622104,0.405,0.418,0.482,0.599,0.764,0.989,1.269,1.685,2.203
p47113,0.188,0.376,0.752,1.31,1.589,1.728,1.694,1.988634069,2.36508518,2.783945724,3.086263711,3.912717409,3.837,3.88,4.053,4.431,4.966,5.676,6.691,8.116,10.35
p47115,0.029,0.058,0.116,0.155,0.184,0.219,0.22,0.241170421,0.263140926,0.306779901,0.40052449,0.618744846,0.703,0.717,0.759,0.83,0.929,1.066,1.338,1.734,2.219
p47117,0.0365,0.073,0.146,0.313,0.321,0.344,0.327,0.338251735,0.356513513,0.375559737,0.391623946,0.437621355,0.424,0.437,0.471,0.535,0.624,0.747,0.943,1.198,1.518
p47119,0.145,0.29,0.58,0.964,1.293,1.513,1.473,1.583958277,1.67009604,1.89854181,2.377557877,3.206223294,3.153,3.192,3.244,3.331,3.467,3.657,4.18,4.936,6.227
p47121,0.01175,0.0235,0.047,0.076,0.094,0.102,0.098,0.116497576,0.137936776,0.16266977,0.205825085,0.274497714,0.274,0.281,0.299,0.323,0.357,0.446,0.582,0.761,0.988
p47123,0.05225,0.1045,0.209,0.251,0.282,0.323,0.327,0.342339369,0.36500193,0.396302862,0.433901531,0.624369799,0.681,0.706,0.79,0.927,1.109,1.357,1.707,2.262,2.987
p47125,0.18075,0.3615,0.723,0.919,1.077,1.228,1.262,1.416365272,1.726331802,2.120165724,2.60118405,3.083599315,3.147,3.302,3.615,4.265,5.219,6.493,8.364,10.689,13.438
p47127,0.00375,0.0075,0.015,0.025,0.032,0.035,0.034,0.038832525,0.040319981,0.04476148,0.052290697,0.068624428,0.07,0.074,0.077,0.082,0.096,0.118,0.166,0.235,0.325
p47129,0.01125,0.0225,0.045,0.058,0.067,0.076,0.076,0.079708868,0.085945222,0.092798191,0.103468827,0.12599895,0.152,0.163,0.175,0.221,0.33,0.483,0.715,1.029,1.413
p47131,0.0265,0.053,0.106,0.139,0.161,0.18,0.178,0.191096902,0.232370415,0.302412928,0.392736514,0.526495615,0.55,0.576,0.634,0.716,0.827,1.028,1.322,1.692,2.139
p47133,0.015,0.03,0.06,0.075,0.086,0.097,0.096,0.102190857,0.111410473,0.120091776,0.132395595,0.163123641,0.185,0.196,0.243,0.315,0.421,0.558,0.725,0.975,1.29
p47135,0.007,0.014,0.028,0.047,0.062,0.068,0.066,0.070511691,0.076395753,0.0829725,0.103468827,0.145123791,0.152,0.157,0.176,0.204,0.246,0.302,0.402,0.543,0.717
p47137,0.00375,0.0075,0.015,0.02,0.023,0.027,0.027,0.027591531,0.029709459,0.032752303,0.034489609,0.041624653,0.044,0.048,0.055,0.07,0.09,0.117,0.153,0.208,0.275
p47139,0.014,0.028,0.056,0.069,0.078,0.088,0.088,0.094015588,0.102922056,0.111357829,0.119044779,0.155248707,0.183,0.194,0.215,0.303,0.435,0.614,0.846,1.127,1.471
p47141,0.08225,0.1645,0.329,0.449,0.571,0.687,0.741,0.771540967,0.824437499,0.884312171,1.055827059,1.428738099,1.493,1.533,1.576,1.727,2.045,2.495,3.153,4.013,5.066
p47143,0.028,0.056,0.112,0.142,0.162,0.184,0.181,0.194162627,0.228126206,0.254376217,0.319307024,0.466871111,0.547,0.564,0.648,0.825,1.106,1.501,2.013,2.674,3.435
p47145,0.0665,0.133,0.266,0.309,0.337,0.376,0.371,0.397522432,0.438214526,0.479275362,0.520681837,0.617619856,0.602,0.627,0.665,0.76,0.882,1.064,1.434,1.91,2.573
p47147,0.0565,0.113,0.226,0.266,0.29,0.322,0.316,0.332120284,0.358635617,0.387568915,0.418325579,0.526495615,0.589,0.615,0.699,0.899,1.192,1.575,2.137,2.935,3.882
p47149,0.3125,0.625,1.25,1.661,1.912,2.105,2.098,2.361630695,3.08553957,4.449946185,6.199229054,8.359805367,8.531,8.648,8.915,9.55,10.486,11.745,13.368,15.958,19.67
p47151,0.01625,0.0325,0.065,0.08,0.089,0.1,0.098,0.103212765,0.112471525,0.123367007,0.137958436,0.164248632,0.171,0.182,0.198,0.239,0.293,0.363,0.468,0.659,0.907
p47153,0.014,0.028,0.056,0.066,0.071,0.079,0.077,0.080730777,0.087006274,0.093889934,0.101243691,0.116999025,0.125,0.133,0.156,0.197,0.256,0.339,0.447,0.579,0.727
p47155,0.1755,0.351,0.702,0.805,0.871,0.963,0.946,1.005558029,1.140631031,1.293715954,1.473040069,1.797735026,1.905,2.038,2.305,2.856,3.608,4.603,5.954,7.638,9.625
p47157,1.2195,2.439,4.878,5.946,6.777,7.692,7.836,9.037759355,11.04449154,13.50923309,16.53387347,19.18671518,19.095,19.809,21.223,23.676,27.14,32.179,38.794,47.179,57.111
p47159,0.01525,0.0305,0.061,0.075,0.084,0.095,0.094,0.100147039,0.113532577,0.125550493,0.137958436,0.158623679,0.162,0.169,0.179,0.211,0.256,0.315,0.388,0.512,0.682
p47161,0.00875,0.0175,0.035,0.046,0.053,0.06,0.061,0.065402148,0.072151544,0.0829725,0.102356259,0.14287381,0.177,0.209,0.273,0.374,0.519,0.718,0.97,1.273,1.608
p47163,0.2085,0.417,0.834,1.118,1.308,1.456,1.426,1.601330722,1.811215972,2.620184211,3.891762963,5.583328494,6.089,6.262,6.621,7.174,7.958,9.039,10.562,12.688,15.241
p47165,0.179,0.358,0.716,0.825,0.893,0.987,0.967,1.016799023,1.101372103,1.187816842,1.319505682,1.488362603,1.562,1.634,1.732,2.15,2.804,3.679,4.857,6.363,8.146
p47167,0.047,0.094,0.188,0.254,0.29,0.333,0.336,0.368908992,0.423359797,0.483642336,0.550721174,0.662619481,0.658,0.698,0.759,0.839,0.948,1.219,1.63,2.195,2.89
p47169,0.00675,0.0135,0.027,0.037,0.04,0.043,0.042,0.043942068,0.050930502,0.077513783,0.124607619,0.183373473,0.207,0.21,0.218,0.244,0.294,0.359,0.448,0.567,0.705
p47171,0.012,0.024,0.048,0.069,0.085,0.096,0.1,0.110366125,0.132631515,0.174678947,0.250327806,0.376871861,0.474,0.617,0.821,1.102,1.48,1.965,2.56,3.264,4.059
p47173,0.01775,0.0355,0.071,0.085,0.095,0.106,0.105,0.110366125,0.120959942,0.135376184,0.154646956,0.190123416,0.201,0.218,0.252,0.299,0.366,0.457,0.598,0.781,0.999
p47175,0.00325,0.0065,0.013,0.02,0.025,0.028,0.027,0.02861344,0.030770512,0.033844046,0.038939881,0.048374597,0.048,0.051,0.054,0.063,0.077,0.095,0.13,0.178,0.236
p47177,0.044,0.088,0.176,0.334,0.365,0.398,0.391,0.43431114,0.508243966,0.614651546,0.791035868,1.132865564,1.106,1.13,1.186,1.292,1.442,1.639,1.991,2.527,3.29
p47179,0.17375,0.3475,0.695,0.799,0.866,0.956,0.94,0.99738276,1.083334216,2.576514474,5.049946281,8.220306529,9.285,9.435,9.717,10.262,11.046,12.104,13.998,16.604,19.959
p47181,0.00925,0.0185,0.037,0.048,0.054,0.061,0.06,0.063358331,0.067907336,0.073146809,0.07899233,0.102374147,0.118,0.126,0.143,0.196,0.273,0.377,0.528,0.722,0.949
p47183,0.03725,0.0745,0.149,0.303,0.361,0.418,0.418,0.450661677,0.496572393,0.533862533,0.682004201,0.961866988,0.954,0.972,0.991,1.041,1.117,1.251,1.45,1.759,2.234
p47185,0.018,0.036,0.072,0.089,0.1,0.113,0.112,0.117519485,0.128387307,0.141926645,0.15798466,0.188998426,0.204,0.217,0.26,0.329,0.423,0.548,0.723,0.991,1.33
p47187,0.1985,0.397,0.794,0.962,1.076,1.209,1.197,1.284539067,1.411199322,1.548092171,1.773433437,2.378230191,2.62,2.706,2.905,3.397,4.139,5.146,6.663,8.773,11.369
p47189,0.16975,0.3395,0.679,0.779,0.845,0.936,0.922,0.98307604,1.067418435,1.152881053,1.227162535,1.392738399,1.451,1.508,1.662,2.032,2.633,3.471,4.607,6.036,7.725
p21003,0.00075,0.0015,0.003,0.01,0.107,0.156,0.252,0.257520959,0.267385135,0.275119342,0.283704847,0.291372573,0.266,0.271,0.275,0.28,0.285,0.289,0.292,0.293,0.293
p21007,0.00025,0.0005,0.001,0.005,0.009,0.025,0.073,0.074599325,0.077456805,0.080789013,0.083442602,0.087749269,0.083,0.086,0.088,0.091,0.094,0.096,0.097,0.098,0.098
p21031,0.00025,0.0005,0.001,0.005,0.01,0.026,0.078,0.079708868,0.082762066,0.085155987,0.086780306,0.091124241,0.084,0.087,0.089,0.091,0.094,0.095,0.097,0.097,0.097
p21035,0.0015,0.003,0.006,0.026,0.053,0.143,0.421,0.430223506,0.446702943,0.463990954,0.480629388,0.505120793,0.475,0.486,0.496,0.51,0.521,0.53,0.535,0.537,0.537
p21039,0.00025,0.0005,0.001,0.002,0.005,0.013,0.038,0.038832525,0.040319981,0.04148625,0.043390153,0.044999625,0.043,0.044,0.045,0.046,0.047,0.049,0.049,0.05,0.05
p21047,0.002,0.004,0.008,0.029,0.103,0.207,0.495,0.50584474,0.5252208,0.540412994,0.560734286,0.587245109,0.571,0.59,0.608,0.63,0.651,0.668,0.676,0.68,0.68
p21053,0.00025,0.0005,0.001,0.004,0.013,0.026,0.061,0.062336423,0.064724179,0.066596349,0.068979218,0.0719994,0.067,0.07,0.073,0.076,0.08,0.082,0.084,0.085,0.086
p21057,0,0,0,0.002,0.006,0.012,0.032,0.032701074,0.033953668,0.034935789,0.036714745,0.038249681,0.036,0.038,0.04,0.043,0.046,0.048,0.05,0.051,0.051
p21075,0.00025,0.0005,0.001,0.004,0.008,0.022,0.065,0.066424057,0.068968388,0.072055066,0.074542058,0.077624353,0.073,0.075,0.076,0.078,0.08,0.081,0.082,0.082,0.082
p21083,0.00125,0.0025,0.005,0.017,0.056,0.117,0.288,0.294309667,0.305583011,0.317697336,0.327095,0.341997151,0.322,0.331,0.34,0.35,0.361,0.37,0.375,0.378,0.378
p21105,0.00025,0.0005,0.001,0.003,0.005,0.014,0.041,0.041898251,0.043503137,0.045853224,0.046727857,0.049499588,0.046,0.047,0.048,0.049,0.05,0.051,0.051,0.051,0.051
p21139,0.00025,0.0005,0.001,0.004,0.009,0.024,0.071,0.072555508,0.075334701,0.077513783,0.080104898,0.083249307,0.077,0.079,0.081,0.083,0.085,0.087,0.088,0.088,0.088
p21141,0.00175,0.0035,0.007,0.023,0.24,0.348,0.555,0.567159254,0.588883928,0.605917599,0.62081296,0.636744696,0.579,0.585,0.591,0.598,0.605,0.61,0.613,0.615,0.615
p21143,0.00025,0.0005,0.001,0.005,0.011,0.028,0.083,0.084818411,0.088067326,0.091706447,0.09568085,0.1079991,0.109,0.114,0.12,0.127,0.134,0.139,0.141,0.142,0.142
p21145,0.03875,0.0775,0.155,1,3.32,8.718,24.467,25.00303688,25.96076227,26.71168629,27.22342709,27.53189567,24.506,24.51,24.515,24.52,24.525,24.529,24.532,24.533,24.533
p21147,0.0005,0.001,0.002,0.011,0.137,0.18,0.232,0.237082787,0.246164092,0.253284474,0.259228351,0.264372798,0.238,0.241,0.245,0.251,0.256,0.261,0.265,0.267,0.267
p21157,0.00075,0.0015,0.003,0.011,0.023,0.061,0.182,0.185987359,0.193111486,0.199789046,0.209162789,0.223873135,0.213,0.224,0.234,0.247,0.26,0.271,0.278,0.282,0.282
p21169,0.00025,0.0005,0.001,0.002,0.016,0.023,0.039,0.039854434,0.041381033,0.042577993,0.044502721,0.046124616,0.044,0.047,0.05,0.053,0.056,0.058,0.06,0.061,0.061
p21171,0.00025,0.0005,0.001,0.005,0.01,0.027,0.077,0.07868696,0.081701013,0.084064243,0.085667738,0.08887426,0.083,0.085,0.086,0.088,0.09,0.092,0.092,0.093,0.093
p21199,0.001,0.002,0.004,0.01,0.071,0.108,0.187,0.191096902,0.198416747,0.20415602,0.210275357,0.219373173,0.206,0.218,0.231,0.246,0.262,0.279,0.291,0.298,0.3
p21207,0.00025,0.0005,0.001,0.003,0.006,0.015,0.04,0.040876343,0.042442085,0.043669737,0.045615289,0.048374597,0.046,0.05,0.055,0.061,0.068,0.074,0.078,0.08,0.081
p21213,0.0005,0.001,0.002,0.008,0.015,0.041,0.12,0.122629028,0.127326255,0.132100954,0.135733299,0.141748819,0.133,0.136,0.14,0.143,0.147,0.151,0.152,0.153,0.153
p21219,0.00025,0.0005,0.001,0.006,0.013,0.034,0.102,0.104234674,0.108227316,0.111357829,0.115707075,0.120373997,0.113,0.115,0.118,0.122,0.125,0.128,0.13,0.13,0.13
p21221,0.0005,0.001,0.002,0.006,0.015,0.037,0.106,0.108322308,0.112471525,0.116816546,0.121269915,0.129373922,0.126,0.13,0.136,0.143,0.151,0.157,0.16,0.161,0.161
p21227,0.00275,0.0055,0.011,0.045,0.091,0.248,0.731,0.747015162,0.775629101,0.799156184,0.827750613,0.861742822,0.801,0.824,0.847,0.877,0.906,0.931,0.946,0.953,0.954
p21231,0.00025,0.0005,0.001,0.004,0.017,0.032,0.069,0.070511691,0.073212596,0.075330296,0.077879762,0.082124316,0.077,0.082,0.088,0.096,0.105,0.113,0.118,0.121,0.122
p13001,0.00425,0.0085,0.017,0.031,0.058,0.081,0.178,0.189053085,0.212210424,0.25219273,0.322644728,0.448871261,0.542,0.659,0.829,1.064,1.369,1.739,2.166,2.63,3.129
p13003,0.00175,0.0035,0.007,0.011,0.019,0.027,0.084,0.089927954,0.102922056,0.12118352,0.15798466,0.217123191,0.247,0.289,0.346,0.422,0.521,0.638,0.77,0.922,1.085
p13005,0.00175,0.0035,0.007,0.008,0.009,0.015,0.057,0.060292605,0.067907336,0.081880757,0.125720187,0.19687336,0.258,0.337,0.448,0.593,0.777,0.998,1.249,1.525,1.825
