*tech,region,sc_point_gid,year,capacity
wind-ons_4,i7317,7317,2010,101.4
wind-ons_5,i7697,7697,2010,104.2
wind-ons_6,i8729,8729,2010,5.43
wind-ons_7,i9109,9109,2010,36.57
wind-ons_10,i9165,9165,2010,44.0
wind-ons_8,i9166,9166,2010,228.6
wind-ons_4,i10440,10440,2010,118.5
wind-ons_3,i10441,10441,2010,40.5
wind-ons_7,i10810,10810,2010,149.0
wind-ons_5,i10820,10820,2010,40.5
wind-ons_7,i11880,11880,2010,9.0
wind-ons_5,i12322,12322,2010,4.5
wind-ons_7,i12324,12324,2010,11.9
wind-ons_3,i12702,12702,2010,115.5
wind-ons_5,i12703,12703,2010,2.6
wind-ons_6,i12911,12911,2010,57.0
wind-ons_7,i12978,12978,2010,149.4
wind-ons_7,i12979,12979,2010,78.0
wind-ons_9,i13339,13339,2010,136.3
wind-ons_8,i13342,13342,2010,199.0
wind-ons_8,i13350,13350,2010,95.0
wind-ons_7,i13358,13358,2010,7.2
wind-ons_6,i13359,13359,2010,156.0
wind-ons_8,i13718,13718,2010,262.2
wind-ons_7,i13720,13720,2010,94.0
wind-ons_9,i13721,13721,2010,98.9
wind-ons_6,i13722,13722,2010,204.0
wind-ons_8,i13731,13731,2010,176.9
wind-ons_8,i14100,14100,2010,163.3
wind-ons_9,i14104,14104,2010,9.9
wind-ons_8,i14111,14111,2010,122.8
wind-ons_8,i14112,14112,2010,43.0
wind-ons_7,i14478,14478,2010,75.0
wind-ons_6,i14480,14480,2010,221.0
wind-ons_9,i14484,14484,2010,98.7
wind-ons_9,i14486,14486,2010,5.0
wind-ons_10,i14487,14487,2010,10.0
wind-ons_10,i14488,14488,2010,6.6
wind-ons_8,i14493,14493,2010,98.9
wind-ons_6,i14655,14655,2010,25.0
wind-ons_7,i14858,14858,2010,24.0
wind-ons_6,i14859,14859,2010,125.4
wind-ons_6,i14860,14860,2010,100.8
wind-ons_8,i14861,14861,2010,102.9
wind-ons_8,i14864,14864,2010,72.0
wind-ons_9,i14866,14866,2010,9.9
wind-ons_9,i14867,14867,2010,10.0
wind-ons_10,i14868,14868,2010,9.9
wind-ons_10,i14872,14872,2010,25.0
wind-ons_1,i15175,15175,2010,66.0
wind-ons_6,i15239,15239,2010,76.5
wind-ons_8,i15241,15241,2010,96.6
wind-ons_8,i15242,15242,2010,100.5
wind-ons_8,i15247,15247,2010,8.3
wind-ons_4,i15383,15383,2010,49.5
wind-ons_8,i15626,15626,2010,3.3
wind-ons_8,i15627,15627,2010,1.7
wind-ons_4,i15742,15742,2010,50.6
wind-ons_5,i15745,15745,2010,49.5
wind-ons_5,i15762,15762,2010,120.0
wind-ons_8,i16000,16000,2010,24.6
wind-ons_8,i16001,16001,2010,25.2
wind-ons_6,i16069,16069,2010,135.0
wind-ons_6,i16122,16122,2010,48.0
wind-ons_4,i16126,16126,2010,18.0
wind-ons_5,i16143,16143,2010,148.5
wind-ons_5,i16505,16505,2010,31.5
wind-ons_5,i16522,16522,2010,48.0
wind-ons_6,i16532,16532,2010,0.931
wind-ons_6,i16910,16910,2010,0.7
wind-ons_6,i16912,16912,2010,0.969
wind-ons_6,i17290,17290,2010,0.7
wind-ons_7,i17465,17465,2010,4.5
wind-ons_8,i18295,18295,2010,100.7
wind-ons_6,i18608,18608,2010,2.993
wind-ons_5,i18609,18609,2010,1.118
wind-ons_4,i18763,18763,2010,30.0
wind-ons_7,i18954,18954,2010,100.5
wind-ons_5,i18956,18956,2010,81.0
wind-ons_7,i18957,18957,2010,97.5
wind-ons_5,i18989,18989,2010,0.389
wind-ons_5,i19335,19335,2010,106.5
wind-ons_3,i19556,19556,2010,61.5
wind-ons_6,i20026,20026,2010,1.8
wind-ons_3,i20696,20696,2010,180.0
wind-ons_5,i22235,22235,2010,0.4
wind-ons_7,i23507,23507,2010,45.5
wind-ons_9,i23508,23508,2010,30.55
wind-ons_6,i23886,23886,2010,16.5
wind-ons_6,i23887,23887,2010,68.5
wind-ons_8,i23888,23888,2010,68.5
wind-ons_9,i23889,23889,2010,16.5
wind-ons_6,i24140,24140,2010,2.0
