region,year,capacity
p101,2010,12.5
p102,2010,10.0
p112,2010,10.0
p13,2010,48.0
p31,2010,30.6
p34,2010,19.0
p65,2010,13.5
p9,2010,5.0
p101,2011,15.1
p112,2011,8.0
p125,2011,10.0
p126,2011,65.1
p128,2011,31.5
p28,2011,71.7
p31,2011,40.0
p34,2011,40.5
p47,2011,50.2
p64,2011,30.0
p9,2011,113.0
p10,2012,222.984
p12,2012,21.8
p121,2012,13.7
p122,2012,15.0
p123,2012,5.5
p125,2012,11.8
p126,2012,40.9
p13,2012,164.0
p131,2012,5.0
p27,2012,9.0
p28,2012,429.3
p30,2012,30.0
p31,2012,24.9
p34,2012,30.0
p65,2012,30.4
p80,2012,20.0
p9,2012,142.816
p92,2012,7.6
p97,2012,10.0
p98,2012,37.4
p10,2013,1131.782
p105,2013,20.0
p106,2013,10.0
p107,2013,8.6
p11,2013,36.0
p121,2013,20.9
p126,2013,29.1
p13,2013,30.0
p131,2013,5.0
p132,2013,5.0
p28,2013,155.2
p30,2013,35.0
p31,2013,16.4
p61,2013,10.0
p9,2013,545.0
p94,2013,53.7
p97,2013,30.0
p98,2013,110.0
p10,2014,1578.302
p106,2014,16.91
p107,2014,7.5
p11,2014,6.3
p126,2014,20.0
p13,2014,247.5
p131,2014,31.3
p28,2014,134.6
p29,2014,8.3
p30,2014,47.6
p31,2014,58.3
p59,2014,10.3
p61,2014,39.6
p9,2014,289.4
p92,2014,31.6
p94,2014,6.5
p97,2014,25.0
p98,2014,230.0
p10,2015,757.0
p101,2015,6.0
p105,2015,5.2
p107,2015,5.2
p123,2015,10.3
p126,2015,43.2
p13,2015,211.5
p25,2015,130.0
p28,2015,106.8
p31,2015,56.2
p34,2015,52.0
p6,2015,5.0
p61,2015,30.2
p65,2015,105.5
p85,2015,12.0
p9,2015,268.1
p94,2015,169.0
p97,2015,60.3
p98,2015,648.0
p10,2016,1608.714
p101,2016,5.1
p105,2016,5.0
p107,2016,5.2
p109,2016,6.1
p121,2016,9.0
p123,2016,29.6
p124,2016,80.0
p126,2016,60.9
p128,2016,9.5
p129,2016,10.0
p13,2016,626.6
p131,2016,26.6
p15,2016,120.0
p25,2016,680.4
p27,2016,10.0
p28,2016,350.0
p30,2016,15.84
p33,2016,63.6
p34,2016,160.0
p43,2016,176.3
p47,2016,164.4
p5,2016,19.8
p60,2016,100.0
p61,2016,157.5
p63,2016,5.0
p68,2016,15.5
p7,2016,53.0
p89,2016,75.0
p9,2016,216.0
p92,2016,24.0
p94,2016,690.2
p96,2016,16.8
p97,2016,155.4
p98,2016,458.7
p99,2016,22.4
p10,2017,368.7
p100,2017,10.0
p101,2017,60.7
p103,2017,58.5
p105,2017,5.0
p107,2017,17.0
p109,2017,8.5
p11,2017,20.0
p111,2017,20.0
p12,2017,75.6
p124,2017,20.0
p126,2017,43.9
p128,2017,9.0
p129,2017,5.0
p13,2017,229.0
p131,2017,27.3
p134,2017,9.9
p15,2017,80.0
p16,2017,40.0
p28,2017,47.3
p30,2017,40.0
p31,2017,38.1
p33,2017,16.0
p40,2017,5.8
p43,2017,60.0
p44,2017,62.3
p47,2017,5.0
p5,2017,65.9
p50,2017,5.0
p55,2017,7.9
p56,2017,5.0
p6,2017,27.9
p60,2017,100.0
p61,2017,334.5
p62,2017,150.0
p63,2017,77.0
p7,2017,10.0
p87,2017,154.0
p9,2017,417.6
p90,2017,97.2
p91,2017,120.0
p92,2017,16.0
p96,2017,227.2
p97,2017,196.5
p98,2017,729.6
p99,2017,228.4
p10,2018,622.1
p101,2018,576.9
