i,szn,r,value
hydNPD,summer,p50,1
hydNPD,summer,p51,1
hydNPD,summer,p55,1
hydNPD,summer,p63,1
hydNPD,summer,p66,1
hydNPD,summer,p72,1
hydNPD,summer,p75,1
hydNPD,summer,p85,1
hydNPD,summer,p89,1
hydNPD,summer,p90,1
hydNPD,summer,p92,1
hydNPD,summer,p94,1
hydNPD,summer,p95,1
hydNPD,summer,p96,1
hydNPD,summer,p99,1
hydNPD,summer,p101,1
hydNPD,summer,p103,1
hydNPD,summer,p118,1
hydNPD,summer,p129,1
hydNPD,summer,p130,1
hydNPD,summer,p132,1
hydNPD,summer,p137,1
hydNPD,summer,p138,1
hydNPD,summer,p139,1
hydNPD,summer,p140,1
hydNPD,summer,p141,1
hydNPD,summer,p142,1
hydNPD,summer,p143,1
hydNPD,summer,p144,1
hydNPD,summer,p145,1
hydNPD,summer,p146,1
hydNPD,summer,p147,1
hydNPD,summer,p148,1
hydNPD,summer,p149,1
hydNPD,summer,p150,1
hydNPD,summer,p151,1
hydNPD,summer,p152,1
hydNPD,summer,p153,1
hydNPD,summer,p154,1
hydNPD,summer,p155,1
hydNPD,summer,p156,1
hydNPD,summer,p157,1
hydNPD,summer,p158,1
hydNPD,summer,p159,1
hydNPD,summer,p160,1
hydNPD,summer,p161,1
hydNPD,summer,p162,1
hydNPD,summer,p163,1
hydNPD,summer,p164,1
hydNPD,summer,p165,1
hydNPD,summer,p166,1
hydNPD,summer,p167,1
hydNPD,summer,p168,1
hydNPD,summer,p169,1
hydNPD,summer,p170,1
hydNPD,summer,p171,1
hydNPD,summer,p172,1
hydNPD,summer,p173,1
hydNPD,summer,p174,1
hydNPD,summer,p175,1
hydNPD,summer,p176,1
hydNPD,summer,p177,1
hydNPD,summer,p178,1
hydNPD,summer,p179,1
hydNPD,summer,p180,1
hydNPD,summer,p181,1
hydNPD,summer,p182,1
hydNPD,summer,p183,1
hydNPD,summer,p184,1
hydNPD,summer,p185,1
hydNPD,summer,p186,1
hydNPD,summer,p187,1
hydNPD,summer,p188,1
hydNPD,summer,p189,1
hydNPD,summer,p190,1
hydNPD,summer,p191,1
hydNPD,summer,p192,1
hydNPD,summer,p193,1
hydNPD,summer,p194,1
hydNPD,summer,p195,1
hydNPD,summer,p196,1
hydNPD,summer,p197,1
hydNPD,summer,p198,1
hydNPD,summer,p199,1
hydNPD,summer,p200,1
hydNPD,summer,p201,1
hydNPD,summer,p202,1
hydNPD,summer,p203,1
hydNPD,summer,p204,1
hydNPD,summer,p205,1
hydNPD,summer,p8,1
hydNPD,summer,p11,1
hydNPD,summer,p12,1
hydNPD,summer,p32,1
hydNPD,summer,p35,1
hydNPD,summer,p39,1
hydNPD,summer,p42,1
hydNPD,summer,p44,1
hydNPD,summer,p58,1
hydNPD,summer,p61,1
hydNPD,summer,p64,1
hydNPD,summer,p65,1
hydNPD,summer,p68,1
hydNPD,summer,p69,1
hydNPD,summer,p71,1
hydNPD,summer,p80,1
hydNPD,summer,p81,1
hydNPD,summer,p84,1
hydNPD,summer,p100,1
hydNPD,summer,p104,1
hydNPD,summer,p105,1
hydNPD,summer,p107,1
hydNPD,summer,p108,1
hydNPD,summer,p112,1
hydNPD,summer,p114,1
hydNPD,summer,p117,1
hydNPD,summer,p121,1
hydNPD,summer,p123,1
hydNPD,summer,p126,1
hydNPD,summer,p133,1
hydNPD,summer,p19,1
hydNPD,summer,p20,1
hydNPD,summer,p41,1
hydNPD,summer,p45,1
hydNPD,summer,p48,1
hydNPD,summer,p52,1
hydNPD,summer,p54,1
hydNPD,summer,p57,1
hydNPD,summer,p59,1
hydNPD,summer,p67,1
hydNPD,summer,p73,1
hydNPD,summer,p78,1
hydNPD,summer,p82,1
hydNPD,summer,p83,1
hydNPD,summer,p86,1
hydNPD,summer,p87,1
hydNPD,summer,p88,1
hydNPD,summer,p91,1
hydNPD,summer,p106,1
hydNPD,summer,p111,1
hydNPD,summer,p113,1
hydNPD,summer,p119,1
hydNPD,summer,p37,1
hydNPD,summer,p47,1
hydNPD,summer,p60,1
hydNPD,summer,p102,1
hydNPD,summer,p22,1
hydNPD,summer,p23,1
hydNPD,summer,p29,1
hydNPD,summer,p30,1
hydNPD,summer,p49,1
hydNPD,summer,p62,1
hydNPD,summer,p79,1
hydNPD,summer,p120,1
hydNPD,summer,p124,1
hydNPD,summer,p125,1
hydNPD,summer,p128,1
hydNPD,summer,p135,1
hydNPD,summer,p136,1
hydNPD,fall,p1,1
hydNPD,fall,p9,1
hydNPD,fall,p16,1
hydNPD,fall,p18,1
hydNPD,fall,p21,1
hydNPD,fall,p31,1
hydNPD,fall,p33,1
hydNPD,fall,p43,1
hydNPD,fall,p53,1
hydNPD,fall,p77,1
hydNPD,fall,p97,1
hydNPD,fall,p122,1
hydNPD,fall,p134,1
hydNPD,fall,p2,1
hydNPD,fall,p93,1
hydNPD,fall,p98,1
hydNPD,fall,p109,1
hydNPD,fall,p110,1
hydNPD,fall,p5,1
hydNPD,fall,p17,1
hydNPD,fall,p25,1
hydNPD,fall,p115,1
hydNPD,fall,p116,1
hydNPD,fall,p131,1
hydNPD,fall,p70,1
hydNPD,fall,p76,1
hydNPD,fall,p127,1
hydNPD,fall,p56,1
hydNPD,fall,p74,1
hydNPD,fall,p3,1
hydNPD,fall,p4,1
hydNPD,fall,p6,1
hydNPD,fall,p7,1
hydNPD,fall,p10,1
hydNPD,fall,p13,1
hydNPD,fall,p14,1
hydNPD,fall,p15,1
hydNPD,fall,p24,1
hydNPD,fall,p26,1
hydNPD,fall,p27,1
hydNPD,fall,p28,1
hydNPD,fall,p34,1
hydNPD,fall,p36,1
hydNPD,fall,p38,1
hydNPD,fall,p40,1
hydNPD,fall,p46,1
hydNPD,fall,p50,1
hydNPD,fall,p51,1
hydNPD,fall,p55,1
hydNPD,fall,p63,1
hydNPD,fall,p66,1
hydNPD,fall,p72,1
hydNPD,fall,p75,1
hydNPD,fall,p85,1
hydNPD,fall,p89,1
hydNPD,fall,p90,1
hydNPD,fall,p92,1
hydNPD,fall,p94,1
hydNPD,fall,p95,1
hydNPD,fall,p96,1
hydNPD,fall,p99,1
hydNPD,fall,p101,1
hydNPD,fall,p103,1
hydNPD,fall,p118,1
hydNPD,fall,p129,1
hydNPD,fall,p130,1
hydNPD,fall,p132,1
hydNPD,fall,p137,1
hydNPD,fall,p138,1
hydNPD,fall,p139,1
hydNPD,fall,p140,1
hydNPD,fall,p141,1
hydNPD,fall,p142,1
hydNPD,fall,p143,1
hydNPD,fall,p144,1
hydNPD,fall,p145,1
hydNPD,fall,p146,1
hydNPD,fall,p147,1
hydNPD,fall,p148,1
hydNPD,fall,p149,1
hydNPD,fall,p150,1
hydNPD,fall,p151,1
hydNPD,fall,p152,1
hydNPD,fall,p153,1
hydNPD,fall,p154,1
hydNPD,fall,p155,1
hydNPD,fall,p156,1
hydNPD,fall,p157,1
hydNPD,fall,p158,1
hydNPD,fall,p159,1
hydNPD,fall,p160,1
hydNPD,fall,p161,1
hydNPD,fall,p162,1
hydNPD,fall,p163,1
hydNPD,fall,p164,1
hydNPD,fall,p165,1
hydNPD,fall,p166,1
hydNPD,fall,p167,1
hydNPD,fall,p168,1
hydNPD,fall,p169,1
hydNPD,fall,p170,1
hydNPD,fall,p171,1
hydNPD,fall,p172,1
hydNPD,fall,p173,1
hydNPD,fall,p174,1
hydNPD,fall,p175,1
hydNPD,fall,p176,1
hydNPD,fall,p177,1
hydNPD,fall,p178,1
hydNPD,fall,p179,1
hydNPD,fall,p180,1
hydNPD,fall,p181,1
hydNPD,fall,p182,1
hydNPD,fall,p183,1
hydNPD,fall,p184,1
hydNPD,fall,p185,1
hydNPD,fall,p186,1
hydNPD,fall,p187,1
hydNPD,fall,p188,1
hydNPD,fall,p189,1
hydNPD,fall,p190,1
hydNPD,fall,p191,1
hydNPD,fall,p192,1
hydNPD,fall,p193,1
hydNPD,fall,p194,1
hydNPD,fall,p195,1
hydNPD,fall,p196,1
hydNPD,fall,p197,1
hydNPD,fall,p198,1
hydNPD,fall,p199,1
hydNPD,fall,p200,1
hydNPD,fall,p201,1
hydNPD,fall,p202,1
hydNPD,fall,p203,1
hydNPD,fall,p204,1
hydNPD,fall,p205,1
hydNPD,fall,p8,1
hydNPD,fall,p11,1
hydNPD,fall,p12,1
hydNPD,fall,p32,1
hydNPD,fall,p35,1
hydNPD,fall,p39,1
hydNPD,fall,p42,1
hydNPD,fall,p44,1
hydNPD,fall,p58,1
hydNPD,fall,p61,1
hydNPD,fall,p64,1
hydNPD,fall,p65,1
hydNPD,fall,p68,1
hydNPD,fall,p69,1
hydNPD,fall,p71,1
hydNPD,fall,p80,1
hydNPD,fall,p81,1
hydNPD,fall,p84,1
hydNPD,fall,p100,1
hydNPD,fall,p104,1
hydNPD,fall,p105,1
hydNPD,fall,p107,1
hydNPD,fall,p108,1
hydNPD,fall,p112,1
hydNPD,fall,p114,1
hydNPD,fall,p117,1
hydNPD,fall,p121,1
hydNPD,fall,p123,1
hydNPD,fall,p126,1
hydNPD,fall,p133,1
hydNPD,fall,p19,1
hydNPD,fall,p20,1
hydNPD,fall,p41,1
hydNPD,fall,p45,1
hydNPD,fall,p48,1
hydNPD,fall,p52,1
hydNPD,fall,p54,1
hydNPD,fall,p57,1
hydNPD,fall,p59,1
hydNPD,fall,p67,1
hydNPD,fall,p73,1
hydNPD,fall,p78,1
hydNPD,fall,p82,1
hydNPD,fall,p83,1
hydNPD,fall,p86,1
hydNPD,fall,p87,1
hydNPD,fall,p88,1
hydNPD,fall,p91,1
hydNPD,fall,p106,1
hydNPD,fall,p111,1
hydNPD,fall,p113,1
hydNPD,fall,p119,1
hydNPD,fall,p37,1
hydNPD,fall,p47,1
hydNPD,fall,p60,1
hydNPD,fall,p102,1
hydNPD,fall,p22,1
hydNPD,fall,p23,1
hydNPD,fall,p29,1
hydNPD,fall,p30,1
hydNPD,fall,p49,1
hydNPD,fall,p62,1
hydNPD,fall,p79,1
hydNPD,fall,p120,1
hydNPD,fall,p124,1
hydNPD,fall,p125,1
hydNPD,fall,p128,1
hydNPD,fall,p135,1
hydNPD,fall,p136,1
hydNPD,winter,p1,1
hydNPD,winter,p9,1
hydNPD,winter,p16,1
hydNPD,winter,p18,1
hydNPD,winter,p21,1
hydNPD,winter,p31,1
hydNPD,winter,p33,1
hydNPD,winter,p43,1
hydNPD,winter,p53,1
hydNPD,winter,p77,1
hydNPD,winter,p97,1
hydNPD,winter,p122,1
hydNPD,winter,p134,1
hydNPD,winter,p2,1
hydNPD,winter,p93,1
hydNPD,winter,p98,1
hydNPD,winter,p109,1
hydNPD,winter,p110,1
hydNPD,winter,p5,1
hydNPD,winter,p17,1
hydNPD,winter,p25,1
hydNPD,winter,p115,1
hydNPD,winter,p116,1
hydNPD,winter,p131,1
hydNPD,winter,p70,1
hydNPD,winter,p76,1
hydNPD,winter,p127,1
hydNPD,winter,p56,1
hydNPD,winter,p74,1
hydNPD,winter,p3,1
hydNPD,winter,p4,1
hydNPD,winter,p6,1
hydNPD,winter,p7,1
hydNPD,winter,p10,1
hydNPD,winter,p13,1
hydNPD,winter,p14,1
hydNPD,winter,p15,1
hydNPD,winter,p24,1
hydNPD,winter,p26,1
hydNPD,winter,p27,1
hydNPD,winter,p28,1
hydNPD,winter,p34,1
hydNPD,winter,p36,1
hydNPD,winter,p38,1
hydNPD,winter,p40,1
hydNPD,winter,p46,1
hydNPD,winter,p50,1
hydNPD,winter,p51,1
hydNPD,winter,p55,1
hydNPD,winter,p63,1
hydNPD,winter,p66,1
hydNPD,winter,p72,1
hydNPD,winter,p75,1
hydNPD,winter,p85,1
hydNPD,winter,p89,1
hydNPD,winter,p90,1
hydNPD,winter,p92,1
hydNPD,winter,p94,1
hydNPD,winter,p95,1
hydNPD,winter,p96,1
hydNPD,winter,p99,1
hydNPD,winter,p101,1
hydNPD,winter,p103,1
hydNPD,winter,p118,1
hydNPD,winter,p129,1
hydNPD,winter,p130,1
hydNPD,winter,p132,1
hydNPD,winter,p137,1
hydNPD,winter,p138,1
hydNPD,winter,p139,1
hydNPD,winter,p140,1
hydNPD,winter,p141,1
hydNPD,winter,p142,1
hydNPD,winter,p143,1
hydNPD,winter,p144,1
hydNPD,winter,p145,1
hydNPD,winter,p146,1
hydNPD,winter,p147,1
hydNPD,winter,p148,1
hydNPD,winter,p149,1
hydNPD,winter,p150,1
hydNPD,winter,p151,1
hydNPD,winter,p152,1
hydNPD,winter,p153,1
hydNPD,winter,p154,1
hydNPD,winter,p155,1
hydNPD,winter,p156,1
hydNPD,winter,p157,1
hydNPD,winter,p158,1
hydNPD,winter,p159,1
hydNPD,winter,p160,1
hydNPD,winter,p161,1
hydNPD,winter,p162,1
hydNPD,winter,p163,1
hydNPD,winter,p164,1
hydNPD,winter,p165,1
hydNPD,winter,p166,1
hydNPD,winter,p167,1
hydNPD,winter,p168,1
hydNPD,winter,p169,1
hydNPD,winter,p170,1
hydNPD,winter,p171,1
hydNPD,winter,p172,1
hydNPD,winter,p173,1
hydNPD,winter,p174,1
hydNPD,winter,p175,1
hydNPD,winter,p176,1
hydNPD,winter,p177,1
hydNPD,winter,p178,1
hydNPD,winter,p179,1
hydNPD,winter,p180,1
hydNPD,winter,p181,1
hydNPD,winter,p182,1
hydNPD,winter,p183,1
hydNPD,winter,p184,1
hydNPD,winter,p185,1
hydNPD,winter,p186,1
hydNPD,winter,p187,1
hydNPD,winter,p188,1
hydNPD,winter,p189,1
hydNPD,winter,p190,1
hydNPD,winter,p191,1
hydNPD,winter,p192,1
hydNPD,winter,p193,1
hydNPD,winter,p194,1
hydNPD,winter,p195,1
hydNPD,winter,p196,1
hydNPD,winter,p197,1
hydNPD,winter,p198,1
hydNPD,winter,p199,1
hydNPD,winter,p200,1
hydNPD,winter,p201,1
hydNPD,winter,p202,1
hydNPD,winter,p203,1
hydNPD,winter,p204,1
hydNPD,winter,p205,1
hydNPD,winter,p8,1
hydNPD,winter,p11,1
hydNPD,winter,p12,1
hydNPD,winter,p32,1
hydNPD,winter,p35,1
hydNPD,winter,p39,1
hydNPD,winter,p42,1
hydNPD,winter,p44,1
hydNPD,winter,p58,1
hydNPD,winter,p61,1
hydNPD,winter,p64,1
hydNPD,winter,p65,1
hydNPD,winter,p68,1
hydNPD,winter,p69,1
hydNPD,winter,p71,1
hydNPD,winter,p80,1
hydNPD,winter,p81,1
hydNPD,winter,p84,1
hydNPD,winter,p100,1
hydNPD,winter,p104,1
hydNPD,winter,p105,1
hydNPD,winter,p107,1
hydNPD,winter,p108,1
hydNPD,winter,p112,1
hydNPD,winter,p114,1
hydNPD,winter,p117,1
hydNPD,winter,p121,1
hydNPD,winter,p123,1
hydNPD,winter,p126,1
hydNPD,winter,p133,1
hydNPD,winter,p19,1
hydNPD,winter,p20,1
hydNPD,winter,p41,1
hydNPD,winter,p45,1
hydNPD,winter,p48,1
hydNPD,winter,p52,1
hydNPD,winter,p54,1
hydNPD,winter,p57,1
hydNPD,winter,p59,1
hydNPD,winter,p67,1
hydNPD,winter,p73,1
hydNPD,winter,p78,1
hydNPD,winter,p82,1
hydNPD,winter,p83,1
hydNPD,winter,p86,1
hydNPD,winter,p87,1
hydNPD,winter,p88,1
hydNPD,winter,p91,1
hydNPD,winter,p106,1
hydNPD,winter,p111,1
hydNPD,winter,p113,1
hydNPD,winter,p119,1
hydNPD,winter,p37,1
hydNPD,winter,p47,1
hydNPD,winter,p60,1
hydNPD,winter,p102,1
hydNPD,winter,p22,1
hydNPD,winter,p23,1
hydNPD,winter,p29,1
hydNPD,winter,p30,1
hydNPD,winter,p49,1
hydNPD,winter,p62,1
hydNPD,winter,p79,1
hydNPD,winter,p120,1
hydNPD,winter,p124,1
hydNPD,winter,p125,1
hydNPD,winter,p128,1
hydNPD,winter,p135,1
hydNPD,winter,p136,1
hydNPD,spring,p1,1
hydNPD,spring,p9,1
hydNPD,spring,p16,1
hydNPD,spring,p18,1
hydNPD,spring,p21,1
hydNPD,spring,p31,1
hydNPD,spring,p33,1
hydNPD,spring,p43,1
hydNPD,spring,p53,1
hydNPD,spring,p77,1
hydNPD,spring,p97,1
hydNPD,spring,p122,1
hydNPD,spring,p134,1
hydNPD,spring,p2,1
hydNPD,spring,p93,1
hydNPD,spring,p98,1
hydNPD,spring,p109,1
hydNPD,spring,p110,1
hydNPD,spring,p5,1
hydNPD,spring,p17,1
hydNPD,spring,p25,1
hydNPD,spring,p115,1
hydNPD,spring,p116,1
hydNPD,spring,p131,1
hydNPD,spring,p70,1
hydNPD,spring,p76,1
hydNPD,spring,p127,1
hydNPD,spring,p56,1
hydNPD,spring,p74,1
hydNPD,spring,p3,1
hydNPD,spring,p4,1
hydNPD,spring,p6,1
hydNPD,spring,p7,1
hydNPD,spring,p10,1
hydNPD,spring,p13,1
hydNPD,spring,p14,1
hydNPD,spring,p15,1
hydNPD,spring,p24,1
hydNPD,spring,p26,1
hydNPD,spring,p27,1
hydNPD,spring,p28,1
hydNPD,spring,p34,1
hydNPD,spring,p36,1
hydNPD,spring,p38,1
hydNPD,spring,p40,1
hydNPD,spring,p46,1
hydNPD,spring,p50,1
hydNPD,spring,p51,1
hydNPD,spring,p55,1
hydNPD,spring,p63,1
hydNPD,spring,p66,1
hydNPD,spring,p72,1
hydNPD,spring,p75,1
hydNPD,spring,p85,1
hydNPD,spring,p89,1
hydNPD,spring,p90,1
hydNPD,spring,p92,1
hydNPD,spring,p94,1
hydNPD,spring,p95,1
hydNPD,spring,p96,1
hydNPD,spring,p99,1
hydNPD,spring,p101,1
hydNPD,spring,p103,1
hydNPD,spring,p118,1
hydNPD,spring,p129,1
hydNPD,spring,p130,1
hydNPD,spring,p132,1
hydNPD,spring,p137,1
hydNPD,spring,p138,1
hydNPD,spring,p139,1
hydNPD,spring,p140,1
hydNPD,spring,p141,1
hydNPD,spring,p142,1
hydNPD,spring,p143,1
hydNPD,spring,p144,1
hydNPD,spring,p145,1
hydNPD,spring,p146,1
hydNPD,spring,p147,1
hydNPD,spring,p148,1
hydNPD,spring,p149,1
hydNPD,spring,p150,1
hydNPD,spring,p151,1
hydNPD,spring,p152,1
hydNPD,spring,p153,1
hydNPD,spring,p154,1
hydNPD,spring,p155,1
hydNPD,spring,p156,1
hydNPD,spring,p157,1
hydNPD,spring,p158,1
hydNPD,spring,p159,1
hydNPD,spring,p160,1
hydNPD,spring,p161,1
hydNPD,spring,p162,1
hydNPD,spring,p163,1
hydNPD,spring,p164,1
hydNPD,spring,p165,1
hydNPD,spring,p166,1
hydNPD,spring,p167,1
hydNPD,spring,p168,1
hydNPD,spring,p169,1
hydNPD,spring,p170,1
hydNPD,spring,p171,1
hydNPD,spring,p172,1
hydNPD,spring,p173,1
hydNPD,spring,p174,1
hydNPD,spring,p175,1
hydNPD,spring,p176,1
hydNPD,spring,p177,1
hydNPD,spring,p178,1
hydNPD,spring,p179,1
hydNPD,spring,p180,1
hydNPD,spring,p181,1
hydNPD,spring,p182,1
hydNPD,spring,p183,1
hydNPD,spring,p184,1
hydNPD,spring,p185,1
hydNPD,spring,p186,1
hydNPD,spring,p187,1
hydNPD,spring,p188,1
hydNPD,spring,p189,1
hydNPD,spring,p190,1
hydNPD,spring,p191,1
hydNPD,spring,p192,1
hydNPD,spring,p193,1
hydNPD,spring,p194,1
hydNPD,spring,p195,1
hydNPD,spring,p196,1
hydNPD,spring,p197,1
hydNPD,spring,p198,1
hydNPD,spring,p199,1
hydNPD,spring,p200,1
hydNPD,spring,p201,1
hydNPD,spring,p202,1
hydNPD,spring,p203,1
hydNPD,spring,p204,1
hydNPD,spring,p205,1
hydNPD,spring,p8,1
hydNPD,spring,p11,1
hydNPD,spring,p12,1
hydNPD,spring,p32,1
hydNPD,spring,p35,1
hydNPD,spring,p39,1
hydNPD,spring,p42,1
hydNPD,spring,p44,1
hydNPD,spring,p58,1
hydNPD,spring,p61,1
hydNPD,spring,p64,1
hydNPD,spring,p65,1
hydNPD,spring,p68,1
hydNPD,spring,p69,1
hydNPD,spring,p71,1
hydNPD,spring,p80,1
hydNPD,spring,p81,1
hydNPD,spring,p84,1
hydNPD,spring,p100,1
hydNPD,spring,p104,1
hydNPD,spring,p105,1
hydNPD,spring,p107,1
hydNPD,spring,p108,1
hydNPD,spring,p112,1
hydNPD,spring,p114,1
hydNPD,spring,p117,1
hydNPD,spring,p121,1
hydNPD,spring,p123,1
hydNPD,spring,p126,1
hydNPD,spring,p133,1
hydNPD,spring,p19,1
hydNPD,spring,p20,1
hydNPD,spring,p41,1
hydNPD,spring,p45,1
hydNPD,spring,p48,1
hydNPD,spring,p52,1
hydNPD,spring,p54,1
hydNPD,spring,p57,1
hydNPD,spring,p59,1
hydNPD,spring,p67,1
hydNPD,spring,p73,1
hydNPD,spring,p78,1
hydNPD,spring,p82,1
hydNPD,spring,p83,1
hydNPD,spring,p86,1
hydNPD,spring,p87,1
hydNPD,spring,p88,1
hydNPD,spring,p91,1
hydNPD,spring,p106,1
hydNPD,spring,p111,1
hydNPD,spring,p113,1
hydNPD,spring,p119,1
hydNPD,spring,p37,1
hydNPD,spring,p47,1
hydNPD,spring,p60,1
hydNPD,spring,p102,1
hydNPD,spring,p22,1
hydNPD,spring,p23,1
hydNPD,spring,p29,1
hydNPD,spring,p30,1
hydNPD,spring,p49,1
hydNPD,spring,p62,1
hydNPD,spring,p79,1
hydNPD,spring,p120,1
hydNPD,spring,p124,1
hydNPD,spring,p125,1
hydNPD,spring,p128,1
hydNPD,spring,p135,1
hydNPD,spring,p136,1
