region,year,capacity
i16446,2014,9.7
i16449,2021,80.0
i16498,2019,106.7
i16499,2012,105.0
i16500,2015,205.0
i16501,2012,11.4417
i16502,2017,87.0183
i16522,2010,62.4
i16825,2018,2.7
i16876,2016,28.6457
i16877,2016,75.3543
i16879,2012,33.5583
i16880,2012,41.8689
i16882,2017,12.2817
i17210,2012,10.0
i17457,2021,6.3576
i17458,2014,8.5
i17590,2012,10.0
i17632,2016,150.0
i17734,2012,2.0412
i17735,2012,15.9516
i17832,2012,3.049
i17833,2012,10.415
i17836,2012,17.8922
i17837,2012,25.6851
i17838,2015,25.7
i17839,2017,5.9778
i18012,2016,150.0
i18053,2014,50.0
i18113,2012,0.486
i18114,2020,3.9983
i18115,2012,0.8947
i18116,2012,1.3365
i18117,2012,1.1178
i18205,2012,13.2678
i18212,2012,49.2318
i18213,2012,36.3042
i18216,2021,8.9424
i18217,2012,7.0227
i18218,2011,4.8114
i18219,2017,12.8304
i18220,2017,3.4992
i18491,2020,0.8505
i18492,2020,2.2842
i18494,2020,0.1215
i18498,2012,2.916
i18574,2021,0.6318
i18575,2012,99.4842
i18576,2021,1.215
i18577,2021,6.8769
i18581,2012,0.2916
i18582,2012,0.3529
i18584,2012,0.5078
i18585,2012,28.8684
i18586,2012,3.3534
i18587,2011,16.1352
i18588,2011,8.6994
i18596,2011,1.1675
i18597,2011,6.7797
i18598,2011,7.0956
i18599,2017,0.4926
i18728,2018,25.0
i18729,2018,79.7
i18813,2018,2.0
i18870,2020,0.1944
i18871,2020,0.8991
i18872,2020,13.4622
i18875,2020,5.0787
i18876,2020,1.5066
i18878,2012,0.9963
i18879,2012,0.0243
i18954,2021,52.5123
i18955,2012,115.5158
i18956,2021,22.3074
i18957,2021,50.7141
i18962,2012,4.2768
i18965,2012,18.1278
i18966,2012,0.8748
i18967,2011,13.6831
i18968,2011,1.4823
i18973,2016,9.1611
i18974,2016,2.9389
i18977,2011,0.0486
i18978,2011,0.0486
i19110,2021,80.0
i19111,2021,80.0
i19146,2010,19.5
i19169,2019,200.0
i19250,2020,2.4786
i19251,2020,0.6075
i19252,2020,0.0243
i19255,2020,0.0729
i19256,2020,3.3291
i19257,2020,0.1458
i19258,2020,2.5272
i19259,2012,1.0935
i19334,2021,20.2419
i19335,2021,16.4754
i19341,2012,2.6487
i19342,2012,0.7047
i19343,2012,0.6561
i19357,2011,0.0486
i19533,2018,48.0
i19629,2020,4.1553
i19630,2020,0.2673
i19631,2020,0.1701
i19636,2020,0.0972
i19638,2020,0.8991
i19639,2012,1.1421
i19710,2016,0.0972
i19714,2021,6.9851
i19715,2021,18.0306
i19716,2021,4.0095
i19723,2012,0.243
i19913,2015,107.5
i19936,2020,38.9043
i19937,2020,65.9502
i20009,2020,0.0729
i20010,2020,0.4131
i20101,2012,0.8262
i20315,2020,150.0
i20317,2020,37.3248
i20389,2020,2.187
i20390,2020,0.0486
i20392,2020,0.0243
i20394,2020,25.4178
i20471,2016,12.0771
i20576,2011,3.0
i20577,2017,3.2562
i20697,2020,7.8207
i20769,2020,0.1458
i20770,2020,0.2916
i20774,2020,70.3242
i20775,2020,0.0486
i20852,2016,42.8895
i20956,2017,10.0
i20957,2017,10.0
i21012,2020,12.0815
i21013,2020,5.0301
i21150,2020,0.0972
i21154,2020,2.4758
i21233,2016,22.6362
i21336,2017,10.0
i21337,2017,6.7438
i21392,2020,44.6634
i21393,2020,6.9012
i21394,2020,4.131
i21447,2015,97.8
i21475,2010,20.0
i21529,2020,0.3888
i21530,2020,0.1215
i21717,2017,10.0
i21772,2020,35.4338
i21773,2020,5.5647
i21774,2020,13.7781
i21909,2020,0.0729
i22011,2012,3.9441
i22012,2012,44.0559
i22152,2020,14.094
i22153,2020,80.0
i22154,2020,18.3222
i22241,2016,78.0
i22315,2016,0.3129
i22316,2016,0.8019
i23073,2016,4.7628
i23074,2017,1.2879
i23075,2017,0.1944
i23076,2017,0.0972
i23367,2020,12.636
i23368,2020,53.9217
i23452,2016,10.8621
i23453,2017,11.4917
i23454,2017,5.6619
i23455,2017,4.6883
i23456,2017,0.0729
i23506,2018,6.6339
i23507,2018,61.8678
i23742,2010,99.0
i23747,2020,11.0565
i23748,2020,24.1542
i23749,2019,13.365
i23758,2011,0.3
i23831,2014,15.9651
i23832,2016,4.7142
i23833,2017,1.5795
i23834,2017,8.0676
i23835,2017,1.8225
i23836,2017,1.8225
i23887,2018,11.3983
i24123,2019,105.1218
i24127,2020,17.2773
i24128,2020,34.5543
i24129,2019,62.4996
i24130,2019,2.1141
i24211,2016,0.0243
i24215,2017,0.1944
i24216,2017,0.3888
i24267,2020,42.5736
i24268,2020,35.4264
i24468,2020,103.5
i24502,2019,69.023
i24503,2019,25.8552
i24508,2020,200.6
i24509,2019,122.1213
i24510,2020,11.0322
i24511,2020,3.1347
i24522,2011,16.0
i24523,2011,4.0
i24595,2017,0.5589
i24596,2017,0.729
i24672,2019,19.9503
i24883,2014,19.5
i24889,2020,17.0508
i24890,2020,16.3539
i24891,2020,20.5092
i24902,2011,4.0
i24903,2011,16.0
i24970,2014,2.9889
i24971,2017,0.8505
i24972,2017,0.0729
i24976,2017,0.8262
i25052,2019,8.8497
i25060,2012,0.2335
i25269,2020,127.6965
i25270,2020,14.4099
i25271,2020,24.3486
i25277,2018,44.6
i25349,2012,2.4818
i25350,2016,7.9218
i25351,2017,9.0153
i25352,2017,0.0972
i25353,2017,0.5832
i25354,2017,0.7776
i25355,2017,0.486
i25425,2017,1.215
i25427,2017,0.4617
i25440,2012,0.1944
i25441,2012,1.5552
i25442,2012,2.0169
i25650,2020,18.5166
i25651,2020,29.5974
i25662,2011,0.1
i25674,2011,2.5
i25729,2012,11.5182
i25730,2012,9.1823
i25731,2017,0.1944
i25732,2017,0.2673
i25733,2017,5.4918
i25734,2017,1.5552
i25735,2017,0.0486
i25805,2017,0.1944
i25808,2017,2.8326
i26030,2020,12.4416
i26031,2020,4.9086
i26034,2011,1.8567
i26036,2020,5.0
i26109,2014,0.1469
i26110,2012,19.683
i26112,2017,0.6804
i26113,2017,0.1458
i26114,2018,0.6561
i26115,2014,0.2916
i26167,2021,1.8168
i26168,2021,2.1084
i26173,2011,44.6942
i26174,2011,29.3058
i26185,2017,0.8991
i26186,2017,14.7744
i26187,2017,5.4918
i26188,2017,4.131
i26193,2011,0.4065
i26194,2012,0.4551
i26195,2012,0.8019
i26196,2011,0.0486
i26410,2010,151.0731
i26411,2010,58.9269
i26412,2020,200.0
i26413,2011,29.7
i26417,2011,8.0433
i26467,2010,20.0
i26489,2014,0.8748
i26490,2012,0.1215
i26492,2017,0.8505
i26493,2018,1.7739
i26494,2018,0.1458
i26495,2016,0.0243
i26498,2012,4.3011
i26499,2012,21.7201
i26500,2017,74.5
i26501,2016,33.2424
i26540,2011,0.2673
i26547,2021,0.1701
i26548,2021,0.7047
i26549,2021,1.0692
i26550,2021,0.5832
i26566,2012,20.9466
i26567,2012,5.7105
i26573,2011,1.0935
i26574,2010,2.1981
i26575,2011,0.2607
i26576,2011,1.5514
i26580,2012,1.6281
i26581,2012,0.2187
i26665,2012,1.3851
i26666,2012,1.7739
i26667,2012,4.4105
i26771,2020,229.7808
i26791,2020,154.0
i26792,2020,128.5713
i26793,2017,200.0
i26797,2021,14.1948
i26798,2021,5.2002
i26799,2021,5.6347
i26800,2021,18.0306
i26870,2012,0.0243
i26871,2017,0.9234
i26872,2018,0.0729
i26873,2018,0.1215
i26874,2018,0.0729
i26877,2012,0.5832
i26878,2013,71.1628
i26879,2014,59.7537
i26881,2012,64.0
i26882,2014,0.3159
i26910,2013,0.8262
i26911,2013,0.0729
i26912,2013,0.2187
i26913,2013,1.2879
i26914,2011,0.2634
i26917,2011,0.8262
i26920,2011,0.6075
i26921,2011,0.0243
i26922,2011,0.1944
i26926,2021,0.1215
i26927,2021,0.4131
i26929,2021,0.9906
i26945,2019,2.3
i26947,2012,1.8429
i26954,2010,0.5589
i26955,2010,0.243
i26956,2011,0.0972
i26961,2012,0.1532
i27044,2012,3.074
i27045,2012,12.0285
i27046,2012,23.0
i27047,2012,20.3634
i27070,2010,62.25
i27071,2012,115.8
i27151,2020,20.4192
i27171,2019,98.0
i27172,2020,71.4287
i27176,2021,29.9779
i27177,2021,11.9313
i27178,2021,5.0544
i27179,2021,4.2734
i27180,2021,6.5151
i27181,2021,7.3682
i27248,2020,3.5478
i27249,2014,0.0243
i27252,2018,0.243
i27253,2018,0.2673
i27257,2017,64.7595
i27258,2017,35.2405
i27259,2014,2.6463
i27260,2012,23.1971
i27262,2014,10.9442
i27288,2013,0.0243
i27289,2013,1.0058
i27290,2013,0.1944
i27291,2013,0.8991
i27292,2013,0.0729
i27293,2013,0.2673
i27301,2011,0.4374
i27303,2011,0.0243
i27306,2014,0.2835
i27307,2021,1.4094
i27325,2011,10.8135
i27326,2011,4.1865
i27334,2012,0.243
i27424,2012,14.3856
i27425,2012,4.7871
i27426,2012,23.0
i27427,2012,2.6366
i27428,2011,16.7184
i27430,2011,1.4781
i27451,2010,62.25
i27556,2021,9.9144
i27557,2021,10.1817
i27558,2021,6.2694
i27559,2021,4.1553
i27560,2021,7.3022
i27561,2021,7.2657
i27618,2012,6.1758
i27627,2020,0.5103
i27628,2020,0.3402
i27630,2014,0.0243
i27631,2014,0.0972
i27633,2018,0.2916
i27637,2019,7.617
i27638,2014,74.8
i27639,2012,9.5985
i27641,2011,90.0
i27642,2014,38.0483
i27667,2013,0.6561
i27668,2013,1.2928
i27669,2013,0.7047
i27670,2013,0.729
i27674,2013,0.0243
i27682,2011,0.6561
i27684,2011,0.4374
i27687,2012,0.5832
i27688,2021,2.4
i27705,2019,2.3
i27805,2012,4.1553
i27806,2012,12.5631
i27807,2012,10.4369
i27808,2012,32.2947
i27810,2010,11.8584
i27935,2021,10.4733
i27936,2021,11.2995
i27937,2021,12.2229
i27938,2021,3.888
i27939,2021,3.0132
i27940,2021,1.7496
i27941,2021,2.2356
i27961,2011,0.5
i27998,2012,94.6242
i28006,2020,0.6561
i28007,2020,1.0206
i28008,2020,0.6561
i28009,2020,0.3645
i28011,2014,0.0486
i28012,2014,0.3402
i28013,2014,0.4617
i28016,2019,68.283
i28017,2014,111.0
i28018,2013,3.6372
i28021,2016,16.7333
i28022,2018,34.2557
i28047,2013,0.1701
i28048,2013,0.8991
i28055,2013,0.0486
i28063,2011,0.6804
i28064,2011,0.8262
i28065,2011,0.8262
i28068,2012,3.5168
i28069,2021,0.213
i28070,2021,5.1759
i28071,2021,2.0169
i28072,2021,3.2562
i28073,2021,1.0935
i28103,2012,2.0
i28105,2012,0.0972
i28186,2011,5.6816
i28187,2010,4.9416
i28188,2012,7.6053
i28189,2010,21.0
i28190,2011,13.5
i28191,2011,2.9913
i28313,2019,56.2545
i28316,2021,9.9144
i28317,2021,10.8864
i28318,2021,2.43
i28319,2021,33.291
i28320,2021,2.1627
i28321,2021,0.9963
i28341,2011,1.2
i28342,2011,1.2
i28386,2020,7.7031
i28387,2020,0.8505
i28388,2020,0.9963
i28389,2020,0.0486
i28393,2014,0.2916
i28394,2014,1.1664
i28395,2019,38.7099
i28396,2012,120.0
i28397,2013,100.3
i28401,2018,1.2393
i28402,2018,1.8711
i28403,2017,0.2916
i28436,2013,0.9477
i28444,2011,0.8991
i28445,2011,3.8637
i28446,2011,7.5639
i28448,2014,5.7591
i28449,2021,1.2879
i28450,2021,3.5235
i28451,2021,5.346
i28452,2021,5.2002
i28453,2021,1.9197
i28454,2021,2.8917
i28469,2019,5.0
i28474,2011,1.1421
i28484,2012,0.6804
i28485,2016,0.7558
i28486,2012,0.0486
i28567,2011,10.5
i28568,2010,22.5
i28569,2010,21.0
i28570,2011,10.5219
i28676,2011,18.3183
i28677,2011,1.5
i28694,2019,43.7455
i28696,2021,16.8287
i28697,2021,7.1199
i28698,2021,2.6487
i28699,2021,3.1833
i28700,2021,1.3851
i28701,2021,19.0463
i28713,2011,35.0163
i28721,2011,0.45
i28722,2011,0.45
i28729,2012,2.1327
i28766,2014,0.6804
i28767,2020,0.1701
i28769,2020,191.8971
i28770,2019,0.5589
i28771,2011,5.6619
i28772,2014,0.0486
i28773,2014,0.2916
i28774,2014,0.2148
i28775,2014,16.2867
i28776,2020,90.0508
i28777,2020,39.9492
i28779,2019,0.9234
i28780,2019,1.944
i28781,2018,1.2636
i28782,2017,1.8468
i28783,2017,0.2916
i28817,2021,4.3933
i28824,2011,1.6767
i28825,2011,1.6767
i28826,2011,1.5552
i28828,2014,1.3365
i28829,2021,0.0729
i28830,2021,0.9234
i28831,2021,2.8188
i28832,2021,2.3085
i28833,2021,4.7628
i28834,2021,7.5087
i28865,2016,7.1442
i28866,2010,0.1944
i28948,2011,21.0
i28950,2011,7.5087
i29056,2011,131.6817
i29057,2011,10.5
i29072,2012,12.3444
i29073,2012,20.6307
i29076,2021,42.1588
i29077,2021,5.3902
i29078,2021,5.1985
i29079,2021,4.2039
i29080,2021,0.9963
i29081,2021,25.1385
i29082,2016,142.641
i29091,2011,14.6043
i29093,2011,8.9837
i29095,2015,57.8545
i29096,2015,138.1455
i29108,2012,0.0972
i29109,2012,2.4
i29146,2014,0.4374
i29147,2014,1.4823
i29149,2020,174.7387
i29150,2019,160.7411
i29151,2012,110.4
i29152,2014,0.8505
i29153,2014,2.6973
i29154,2014,0.4374
i29155,2014,0.5589
i29156,2019,0.4374
i29157,2019,0.0243
i29158,2019,0.3402
i29159,2019,0.7533
i29160,2019,2.673
i29161,2018,0.729
i29162,2017,4.5198
i29163,2017,0.2916
i29195,2021,3.5235
i29196,2021,3.159
i29197,2021,3.402
i29198,2021,4.2282
i29199,2021,2.2356
i29205,2011,0.0729
i29206,2011,0.6561
i29208,2014,0.1458
i29209,2021,0.1944
i29210,2021,1.1421
i29211,2021,3.2319
i29212,2021,3.3291
i29213,2021,8.3592
i29214,2021,11.5182
i29238,2019,1.5795
i29239,2019,3.0
i29240,2019,0.7776
i29241,2012,0.6738
i29243,2012,1.215
i29245,2012,0.5457
i29342,2011,0.4617
i29435,2018,20.0
i29436,2018,20.0
i29452,2012,129.0816
i29453,2012,37.9433
i29454,2011,8.8452
i29455,2020,127.5
i29456,2020,122.5
i29458,2021,6.4152
i29459,2021,2.4543
i29461,2016,57.359
i29462,2010,32.1114
i29470,2011,0.339
i29471,2011,180.0144
i29472,2011,1.4823
i29489,2012,0.1701
i29526,2014,0.1458
i29527,2014,2.43
i29530,2020,34.5612
i29531,2011,96.3381
i29532,2014,0.3888
i29533,2014,8.0919
i29534,2014,11.2509
i29535,2014,0.3645
i29536,2019,0.3645
i29537,2019,0.0729
i29538,2019,0.0486
i29539,2019,0.3159
i29540,2019,0.1047
i29541,2018,0.0972
i29542,2017,0.1215
i29543,2017,0.2673
i29575,2021,5.4432
i29576,2021,4.0338
i29577,2021,2.9889
i29578,2021,67.311
i29579,2021,1.3608
i29580,2021,0.972
i29585,2011,0.3159
i29586,2011,0.9234
i29587,2011,0.0486
i29588,2014,0.486
i29590,2021,0.6561
i29591,2021,1.6767
i29592,2021,5.0787
i29593,2021,2.6001
i29594,2021,3.4992
i29608,2015,1.0
i29618,2019,0.57
i29619,2019,0.8505
i29621,2019,2.1141
i29622,2012,1.2393
i29722,2011,79.2
i29723,2011,22.5
i29832,2011,7.0264
i29833,2011,4.1553
i29834,2011,5.2731
i29835,2012,30.0
i29836,2010,200.0
i29837,2016,3.687
i29840,2011,205.5
i29842,2010,116.6886
i29851,2011,4.4712
i29852,2011,0.3888
i29880,2011,24.0
i29906,2014,0.1944
i29907,2014,0.0729
i29908,2020,35.6724
i29909,2020,69.9801
i29910,2020,134.0388
i29911,2012,81.6
i29912,2014,0.0729
i29913,2014,0.243
i29914,2014,0.5103
i29915,2014,0.0972
i29916,2019,0.243
i29918,2019,0.2187
i29919,2019,0.8262
i29920,2018,0.8991
i29921,2017,0.486
i29922,2017,0.5346
i29923,2017,2.3085
i29924,2017,0.2187
i29952,2021,64.1637
i29953,2021,87.8688
i29954,2021,1.1159
i29955,2021,3.6207
i29956,2021,7.7517
i29957,2021,1.8225
i29958,2021,113.6016
i29959,2021,1.5309
i29960,2021,0.5589
i29965,2011,0.3645
i29969,2014,0.0972
i29970,2021,0.0729
i29971,2021,0.2673
i29972,2021,1.2636
i29973,2021,0.6804
i29974,2021,2.0412
i29998,2019,1.3719
i29999,2019,0.8505
i30005,2010,1.5056
i30006,2011,1.5
i30094,2011,19.5
i30095,2011,21.3
i30102,2011,17.3484
i30103,2011,4.6899
i30216,2016,2.8249
i30217,2016,6.4881
i30226,2012,36.0
i30288,2020,44.3475
i30289,2020,16.2764
i30291,2020,0.0243
i30292,2020,2.0898
i30293,2020,0.5832
i30294,2020,1.3851
i30295,2014,0.1215
i30301,2017,0.243
i30302,2017,0.0243
i30304,2017,0.0243
i30327,2013,58.4415
i30332,2021,17.4231
i30333,2021,36.4986
i30334,2021,9.713
i30335,2021,3.3291
i30336,2021,6.9498
i30337,2021,2.5515
i30338,2021,4.5927
i30339,2021,0.9234
i30340,2021,1.215
i30341,2021,7.5087
i30345,2011,2.4543
i30346,2011,0.4617
i30347,2011,1.2879
i30351,2021,0.4617
i30352,2021,0.0486
i30353,2021,3.772
i30378,2019,0.7887
i30379,2019,0.0972
i30475,2011,12.0
i30596,2020,1.8
i30608,2020,199.8
i30615,2018,200.1
i30619,2019,42.3063
i30667,2020,0.0243
i30668,2020,0.486
i30669,2020,0.9234
i30670,2020,1.8225
i30671,2020,0.486
i30672,2020,1.2393
i30673,2020,0.0972
i30674,2020,1.4094
i30675,2020,0.3402
i30676,2020,0.2916
i30681,2017,0.0729
i30682,2017,0.2673
i30683,2017,0.3402
i30684,2017,0.8262
i30706,2013,25.6167
i30707,2020,0.1209
i30714,2021,8.0836
i30715,2021,15.6006
i30716,2021,15.066
i30717,2021,2.3085
i30718,2021,82.9359
i30719,2021,1.701
i30720,2021,1.9197
i30721,2021,2.9403
i30725,2011,6.1479
i30726,2011,1.3608
i30727,2011,0.0243
i30728,2014,0.0243
i30730,2014,0.0972
i30758,2019,0.3402
i30759,2019,0.0972
i30911,2020,133.0
i30963,2020,6.804
i30964,2020,15.0174
i30965,2020,3.7908
i30976,2016,0.7265
i30977,2016,8.1995
i30996,2011,1.5
i30999,2019,23.6937
i31002,2011,1.6
i31048,2020,2.673
i31049,2020,1.5795
i31050,2020,0.9234
i31051,2020,0.243
i31052,2020,0.0729
i31053,2020,0.0243
i31054,2020,0.0972
i31055,2020,0.5103
i31060,2012,0.1458
i31061,2012,0.2916
i31062,2012,0.0486
i31063,2012,0.1701
i31064,2012,0.8748
i31085,2018,67.554
i31086,2020,78.0324
i31087,2020,26.0982
i31088,2020,0.2916
i31093,2021,0.0972
i31094,2021,6.3909
i31095,2021,11.0565
i31096,2021,6.6339
i31097,2021,5.9778
i31098,2021,18.3951
i31099,2021,7.1685
i31100,2021,6.3423
i31105,2011,1.1664
i31106,2011,0.7533
i31107,2011,0.1458
i31179,2010,31.4928
i31180,2010,15.7707
i31289,2010,200.0
i31291,2020,200.0
i31292,2020,200.0
i31342,2020,4.0824
i31343,2020,8.019
i31344,2020,15.7707
i31345,2020,3.6936
i31346,2020,5.1759
i31356,2016,16.9128
i31357,2016,40.0867
i31358,2016,36.0612
i31373,2011,1.6
i31374,2011,1.6
i31428,2020,1.0449
i31429,2020,0.5589
i31430,2020,0.1458
i31431,2020,2.1384
i31433,2020,0.8748
i31434,2020,0.0729
i31435,2020,0.0243
i31444,2012,1.4094
i31465,2018,10.846
i31466,2020,5.2488
i31467,2020,0.243
i31468,2020,0.7776
i31473,2021,1.0935
i31474,2021,5.8077
i31475,2021,3.1347
i31476,2021,6.0507
i31477,2021,4.8114
i31478,2021,6.3423
i31479,2021,3.159
i31480,2021,2.8431
i31481,2021,10.206
i31559,2010,29.8647
i31560,2010,24.0718
i31721,2015,80.0
i31722,2020,3.4506
i31723,2020,9.3069
i31724,2020,16.2081
i31725,2020,5.0544
i31726,2020,2.1384
i31727,2020,3.8637
i31736,2015,14.599
i31737,2016,108.7
i31738,2016,39.6133
i31739,2019,299.3
i31744,2020,250.0
i31745,2020,48.168
i31746,2020,6.5484
i31751,2020,7.776
i31752,2020,4.617
i31754,2020,7.5
i31808,2020,0.6561
i31809,2020,1.458
i31810,2020,0.0972
i31811,2020,0.8991
i31813,2020,0.972
i31824,2012,0.0486
i31844,2012,8.8521
i31845,2012,5.2245
i31846,2020,8.4078
i31847,2020,6.7797
i31851,2021,4.1796
i31852,2021,1.944
i31853,2021,5.5647
i31854,2021,5.9292
i31855,2021,3.888
i31856,2021,6.0507
i31857,2021,2.9889
i31858,2021,4.9815
i32049,2016,80.0
i32101,2020,12.8095
i32102,2020,3.9852
i32103,2020,1.5795
i32104,2020,3.7908
i32105,2020,9.7929
i32106,2020,3.3777
i32107,2020,6.3168
i32115,2015,4.7
i32116,2015,65.8372
i32117,2015,115.0
i32118,2015,89.1
i32125,2020,25.9524
i32126,2020,9.3312
i32132,2020,8.8452
i32133,2020,12.3107
i32188,2020,0.3888
i32189,2020,1.3365
i32190,2020,0.0486
i32192,2020,0.2673
i32193,2020,0.729
i32226,2012,0.9234
i32227,2014,0.5589
i32228,2014,6.2937
i32229,2011,11.8098
i32232,2021,7.5087
i32233,2021,5.8077
i32237,2019,3.2247
i32238,2019,50.9814
i32482,2020,3.9232
i32483,2020,1.944
i32484,2020,3.3728
i32485,2020,6.318
i32486,2020,7.047
i32487,2020,7.083
i32496,2015,74.601
i32497,2015,34.9628
i32498,2015,86.8
i32507,2020,152.2
i32512,2020,8.4511
i32520,2012,3.4
i32521,2012,30.6
i32568,2020,0.3888
i32569,2020,0.1458
i32571,2020,0.0729
i32572,2020,0.0243
i32573,2020,1.2393
i32574,2020,0.7047
i32607,2014,1.1178
i32618,2019,35.7939
i32844,2014,1.9
i32849,2011,1.5
i32862,2020,7.9218
i32863,2020,15.7464
i32864,2020,2.8674
i32865,2020,2.5758
i32866,2020,4.1961
i32867,2020,12.9762
i32876,2019,200.0
i32877,2015,16.4
i32943,2020,0.4374
i32944,2020,0.8262
i32947,2020,0.1458
i32948,2020,0.1458
i32949,2020,0.3402
i32950,2020,0.3402
i32951,2020,0.0486
i32952,2020,0.0729
i32953,2020,0.3645
i33009,2012,51.0572
i33010,2012,19.3428
i33229,2011,1.5
i33244,2012,19.9989
i33245,2012,7.29
i33264,2011,11.4696
i33271,2020,78.0647
i33272,2020,123.2353
i33293,2017,98.0
i33322,2020,0.1215
i33323,2020,0.1458
i33325,2020,0.2916
i33326,2020,0.0972
i33328,2020,0.0729
i33329,2020,1.3365
i33330,2020,0.6318
i33331,2020,0.0486
i33332,2020,0.1215
i33333,2020,0.3645
i33334,2020,0.0243
i33335,2020,0.0972
i33336,2020,0.0729
i33338,2020,0.1944
i33382,2012,5.8686
i33383,2012,63.1314
i33389,2012,61.3118
i33390,2012,9.0882
i33618,2016,70.9537
i33625,2012,5.6016
i33641,2011,5.8806
i33658,2012,0.9
i33665,2011,36.72
i33703,2020,2.1627
i33705,2020,0.1215
i33706,2020,1.215
i33708,2020,0.0243
i33709,2020,1.8225
i33710,2020,2.1627
i33711,2020,0.5103
i33714,2020,0.8262
i33715,2020,3.3534
i33718,2020,0.6804
i33945,2020,31.5657
i33946,2020,92.097
i33998,2016,329.0463
i34004,2012,6.4395
i34005,2012,0.67
i34024,2012,80.0
i34025,2011,6.3047
i34032,2012,99.0
i34045,2011,4.08
i34085,2020,0.5103
i34086,2020,0.6318
i34087,2020,0.1701
i34089,2020,1.7739
i34090,2020,3.2319
i34091,2020,0.7776
i34092,2020,0.3402
i34093,2020,0.0486
i34094,2020,0.6075
i34096,2020,2.0412
i34097,2020,1.0692
i34098,2020,1.4337
i34099,2020,0.1215
i34100,2020,0.1701
i34325,2020,73.9935
i34326,2020,241.542
i34398,2016,27.6
i34412,2016,3.0
i34418,2021,9.9411
i34419,2021,0.3159
i34462,2020,2.2599
i34463,2020,0.1944
i34464,2020,2.43
i34465,2020,0.1458
i34466,2020,0.5103
i34467,2020,0.4617
i34468,2020,0.9142
i34469,2020,0.243
i34470,2020,0.2916
i34471,2020,0.8019
i34472,2020,0.1458
i34473,2020,0.9234
i34475,2020,0.4131
i34476,2020,0.8262
i34477,2020,1.8225
i34478,2020,0.1944
i34479,2020,5.7591
i34706,2020,64.0018
i34769,2019,318.1
i34778,2016,119.6
i34779,2016,61.1
i34780,2020,103.1535
i34784,2011,6.2451
i34787,2014,104.4757
i34794,2018,6.9984
i34795,2014,138.6
i34796,2018,23.7324
i34798,2021,13.4391
i34799,2021,8.9667
i34800,2021,1.7982
i34842,2020,4.86
i34843,2020,0.0972
i34844,2020,0.486
i34845,2020,1.0206
