region,year,capacity
i23506,2018,17.18
i23507,2018,62.72
i23742,2010,99.0
i23747,2021,121.476
i23749,2019,46.33
i24123,2019,81.538
i24129,2019,153.77
i24267,2021,44.032
i24268,2021,35.668
i24468,2020,103.5
i24503,2019,118.462
i24508,2020,200.6
i24514,2011,0.8
i24522,2011,16.0
i24523,2011,4.0
i24672,2019,28.8
i24883,2014,19.5
i24891,2021,99.508
i24895,2010,0.8
i24902,2011,4.0
i24903,2011,16.0
i25059,2012,0.097
i25060,2012,0.802
i25270,2021,43.959
i25271,2021,90.299
i25277,2018,44.6
i25440,2012,0.039
i25441,2012,1.555
i25442,2012,2.163
i25651,2021,66.234
i25674,2011,2.5
i25821,2012,0.219
i25822,2012,0.024
i26030,2021,101.536
i26031,2021,52.464
i26038,2011,0.3
i26115,2012,6.058
i26119,2014,1.385
i26120,2017,4.836
i26173,2011,30.843
i26174,2011,43.157
i26186,2017,30.0
i26410,2010,191.508
i26411,2010,18.492
i26412,2020,200.0
i26467,2010,20.0
i26495,2012,1.385
i26498,2016,5.103
i26499,2016,23.786
i26500,2017,74.5
i26501,2017,34.676
i26567,2012,28.5
i26576,2011,0.528
i26577,2011,0.093
i26580,2012,0.882
i26581,2012,0.219
i26666,2012,23.0
i26771,2020,250.2
i26791,2019,97.4
i26792,2021,161.414
i26793,2017,200.0
i26877,2016,0.583
i26878,2014,62.4
i26879,2012,59.4
i26880,2016,5.341
i26881,2012,64.0
i26882,2017,0.316
i26928,2022,2.4
i26929,2022,2.4
i26945,2019,2.3
i26954,2010,2.357
i26955,2010,0.643
i26957,2011,0.097
i27046,2012,23.0
i27047,2012,23.0
i27070,2010,62.25
i27071,2012,115.8
i27172,2021,38.586
i27173,2011,29.7
i27179,2011,0.1
i27248,2021,16.305
i27257,2017,65.002
i27258,2017,34.998
i27260,2014,37.568
i27261,2017,2.088
i27262,2017,11.406
i27307,2022,2.4
i27325,2011,15.0
i27326,2019,2.3
i27337,2011,0.292
i27340,2011,0.559
i27341,2011,0.948
i27343,2012,0.802
i27425,2012,23.0
i27426,2012,23.0
i27427,2012,23.0
i27429,2010,16.8
i27451,2010,62.25
i27627,2021,8.481
i27628,2021,2.333
i27629,2021,0.68
i27636,2018,0.51
i27637,2014,74.8
i27638,2013,74.8
i27639,2016,15.188
i27641,2011,90.0
i27642,2017,21.178
i27688,2022,2.4
i27689,2022,2.4
i27717,2011,0.267
i27718,2011,0.024
i27720,2011,0.243
i27806,2011,22.4
i27808,2012,39.9
i27961,2011,0.5
i27998,2012,100.8
i28006,2021,6.391
i28007,2021,7.946
i28008,2021,8.359
i28009,2021,4.486
i28010,2021,0.656
i28015,2018,0.049
i28016,2019,75.9
i28017,2014,111.0
i28018,2014,10.647
i28019,2014,13.511
i28020,2016,14.458
i28021,2012,32.0
i28022,2016,14.941
i28023,2014,0.024
i28098,2011,0.024
i28099,2011,0.024
i28102,2012,0.698
i28103,2012,2.0
i28104,2012,1.5
i28188,2010,22.5
i28189,2010,21.0
i28190,2011,12.0
i28314,2019,100.0
i28315,2011,25.3
i28341,2011,1.2
i28342,2011,1.2
i28386,2021,28.455
i28387,2021,7.897
i28388,2021,5.808
i28389,2021,0.433
i28390,2021,0.049
i28395,2018,43.441
i28396,2012,120.0
i28397,2013,100.3
i28398,2019,7.168
i28399,2012,6.557
i28401,2014,6.465
i28469,2019,5.0
i28477,2019,0.34
i28478,2019,0.024
i28485,2011,0.747
i28567,2011,10.5
i28568,2010,21.0
i28569,2011,13.5
i28570,2011,10.5
i28676,2011,11.1
i28713,2011,44.0
i28721,2011,0.45
i28722,2011,0.45
i28767,2021,7.484
i28768,2021,0.656
i28769,2021,195.688
i28770,2019,4.641
i28771,2011,13.195
i28775,2019,19.909
i28776,2020,86.673
i28777,2020,43.327
i28778,2019,0.948
i28831,2023,19.44
i28832,2023,16.885
i28857,2019,0.108
i28858,2019,0.316
i28863,2012,0.753
i28864,2011,0.753
i28865,2016,7.9
i28866,2011,1.5
i28948,2011,21.0
i29056,2011,159.3
i29057,2011,1.6
i29072,2012,105.025
i29081,2016,148.4
i29082,2016,51.6
i29095,2015,13.191
i29096,2015,182.809
i29109,2012,2.4
i29148,2021,0.146
i29149,2021,81.247
i29150,2019,156.659
i29151,2012,110.4
i29156,2019,14.021
i29157,2019,0.486
i29158,2019,5.468
i29190,2012,0.097
i29192,2013,94.4
i29211,2023,31.307
i29212,2023,32.368
i29237,2019,2.114
i29238,2019,1.774
i29239,2019,3.0
i29240,2019,0.778
i29242,2012,0.376
i29243,2012,1.75
i29244,2012,0.121
i29245,2010,1.7
i29343,2011,22.5
i29435,2018,20.0
i29436,2018,20.0
i29452,2012,94.975
i29454,2011,9.9
i29455,2020,127.5
i29456,2020,122.5
i29471,2011,201.3
i29489,2012,2.4
i29500,2011,120.787
i29530,2020,34.561
i29531,2011,88.805
i29570,2012,8.699
i29608,2015,1.0
i29618,2019,0.06
i29619,2019,0.85
i29621,2019,2.114
i29722,2011,79.2
i29723,2011,22.5
i29833,2020,5.0
i29835,2012,30.0
i29836,2010,200.0
i29840,2011,205.5
i29842,2010,148.8
i29852,2020,2.5
i29853,2021,26.085
i29880,2011,41.213
i29908,2020,36.304
i29909,2014,49.477
i29910,2020,134.039
i29911,2012,81.6
i29957,2012,4.1
i29998,2019,0.035
i29999,2019,2.94
i30000,2019,0.049
i30094,2011,19.5
i30095,2011,21.3
i30219,2016,13.0
i30226,2012,36.0
i30232,2021,25.005
i30233,2021,78.222
i30234,2021,70.689
i30288,2020,48.236
i30289,2020,65.46
i30290,2014,0.34
i30291,2014,0.583
i30328,2012,6.203
i30337,2022,33.461
i30338,2022,25.345
i30339,2011,21.046
i30378,2019,3.0
i30379,2019,0.497
i30475,2011,12.0
i30596,2020,1.8
i30597,2011,2.0
i30608,2020,199.8
i30615,2018,200.1
i30619,2019,20.1
i30713,2023,66.776
i30714,2023,46.664
i30717,2022,33.388
i30718,2022,37.806
i30719,2011,30.254
i30758,2019,1.566
i30759,2019,1.434
i30911,2020,133.0
i30976,2010,2.0
i30993,2011,1.6
i30996,2011,1.5
i31002,2011,1.6
i31086,2018,78.4
i31087,2021,53.873
i31093,2023,59.0
i31094,2023,76.653
i31097,2023,63.374
i31098,2023,73.556
i31099,2014,16.2
i31179,2010,101.2
i31289,2010,200.0
i31292,2020,200.0
i31357,2016,79.7
i31364,2020,90.0
i31372,2011,1.6
i31466,2021,6.68
i31467,2021,63.447
i31473,2023,36.79
i31474,2023,54.116
i31477,2023,54.068
i31478,2023,63.399
i31672,2020,200.0
i31721,2015,80.0
i31736,2015,10.735
i31737,2016,108.7
i31738,2016,61.9
i31739,2019,299.3
i31744,2020,250.0
i31754,2020,7.5
i31858,2023,36.303
i32049,2016,80.0
i32104,2020,79.096
i32105,2020,72.39
i32115,2015,4.7
i32116,2015,77.453
i32117,2015,115.0
i32118,2015,89.1
i32132,2020,42.0
i32484,2020,68.513
i32496,2015,78.465
i32497,2015,23.347
i32498,2015,86.8
i32507,2020,152.2
i32520,2012,3.4
i32521,2012,30.6
i32618,2019,90.0
i32844,2014,1.9
i32849,2011,1.5
i32875,2021,105.0
i32876,2019,200.0
i32877,2015,16.4
i33009,2012,27.486
i33010,2012,42.914
i33229,2011,1.5
i33244,2012,32.04
i33254,2021,29.028
i33255,2021,68.672
i33271,2020,28.973
i33272,2020,172.327
i33277,2012,0.9
i33293,2017,98.0
i33383,2012,69.0
i33389,2012,46.708
i33390,2012,23.692
i33618,2016,49.57
i33625,2012,7.96
i33643,2011,29.9
i33665,2011,36.72
i33711,2021,0.483
i33712,2021,0.17
i33713,2021,0.267
i33998,2016,350.43
i34024,2012,80.0
i34032,2012,99.0
i34045,2011,4.08
i34090,2021,20.082
i34091,2021,7.727
i34092,2021,3.401
i34093,2021,0.996
i34094,2021,4.568
i34325,2021,176.875
i34326,2021,326.325
i34401,2021,15.994
i34412,2016,3.0
i34424,2021,53.6
i34425,2021,7.9
i34470,2021,6.658
i34471,2021,9.842
i34472,2021,3.208
i34473,2021,2.576
i34474,2021,0.51
i34706,2010,111.0
i34769,2019,318.1
i34778,2016,119.6
i34779,2016,61.1
i34780,2020,130.9
i34781,2021,64.006
i34787,2014,51.457
i34795,2014,140.8
i34850,2021,2.43
i34851,2021,3.232
i34852,2021,2.09
i34853,2021,1.434
i34854,2021,2.794
i34855,2021,1.968
i35078,2025,283.265
i35079,2025,69.647
i35084,2020,250.9
i35145,2019,160.0
i35146,2021,173.04
i35158,2019,201.0
i35159,2016,92.8
i35167,2014,199.543
i35175,2018,90.8
i35230,2021,4.909
i35231,2021,2.138
i35232,2021,0.923
i35233,2021,5.046
i35234,2021,7.845
i35235,2021,6.917
i35253,2012,1.0
i35292,2021,80.0
i35304,2012,0.1
i35457,2025,248.249
i35458,2026,166.795
i35459,2026,206.433
i35460,2025,177.782
i35521,2018,202.5
i35526,2021,124.96
i35538,2016,27.6
i35546,2012,8.0
i35551,2010,1.5
i35556,2012,105.6
i35558,2010,1.5
i35610,2021,3.645
i35611,2021,2.624
i35612,2021,2.308
i35613,2021,17.991
i35614,2021,21.214
i35837,2026,28.533
i35838,2026,245.819
i35839,2026,297.748
i35840,2025,322.218
i35899,2022,69.814
i35900,2022,94.892
i35918,2011,100.0
i35926,2018,170.0
i35927,2017,170.0
i35930,2017,3.0
i35931,2017,3.0
i35932,2017,3.0
i35936,2013,44.6
i36217,2025,182.104
i36218,2026,278.235
i36219,2026,276.437
i36220,2025,216.735
i36278,2016,35.8
i36279,2022,111.197
i36280,2022,24.098
i36289,2019,2.5
i36306,2012,44.5
i36307,2012,5.5
i36310,2016,3.0
i36311,2017,3.0
i36312,2017,3.0
i36324,2012,0.7
i36659,2015,73.4
i36660,2014,206.5
i36661,2011,79.9
i36672,2022,75.0
i36682,2015,20.7
i36691,2017,3.0
i36692,2017,3.0
i36695,2011,119.6
i36707,2012,5.9
i37041,2011,40.5
i37077,2017,3.0
i37102,2012,109.5
i37176,2012,48.2
i37424,2017,2.3
i37425,2015,6.8
i37441,2021,56.314
i37442,2021,143.686
i37443,2018,103.5
i37458,2018,200.0
i37460,2020,252.5
i37478,2019,194.3
i37479,2011,239.4
i37553,2012,30.0
i37804,2017,2.3
i37805,2017,2.3
i37838,2019,140.0
i37839,2019,171.5
i37858,2018,212.0
i37891,2020,65.756
i37892,2016,100.8
i37935,2011,38.0
i38142,2018,30.0
i38170,2012,64.0
i38203,2012,200.1
i38204,2012,101.2
i38205,2010,1.5
i38206,2015,1.9
i38217,2018,26.419
i38272,2020,59.344
i38273,2018,105.0
i38461,2010,1.5
i38462,2016,1.7
i38550,2012,15.9
i38571,2017,30.229
i38572,2017,10.671
i38582,2012,1.6
i38583,2016,1.7
i38585,2012,1.6
i38586,2018,250.0
i38587,2020,60.0
i38597,2018,148.181
i38614,2012,81.0
i38652,2011,99.0
i38653,2011,266.692
i38694,2012,75.0
i38892,2020,19.95
i38893,2020,32.55
i38932,2014,73.1
i38963,2017,1.8
i38964,2012,1.6
i38965,2012,1.6
i38966,2012,1.6
i38994,2018,119.0
i38995,2012,200.0
i38998,2020,79.0
i39005,2010,37.409
i39006,2010,162.591
i39033,2011,35.308
i39039,2017,66.0
i39090,2011,3.2
i39279,2020,171.7
i39343,2011,382.433
i39344,2012,1.6
i39345,2019,392.974
i39346,2018,102.0
i39347,2014,119.6
i39382,2020,134.625
i39383,2020,15.375
i39386,2010,165.216
i39389,2015,175.0
i39532,2012,1.0
i39660,2021,145.0
i39661,2011,124.15
i39662,2011,124.15
i39704,2018,2.5
i39723,2011,61.467
i39724,2021,110.639
i39725,2019,5.826
i39726,2010,1.5
i39756,2022,115.0
i39762,2021,93.0
i39766,2010,134.784
i39768,2016,184.0
i39776,2010,98.7
i39777,2020,65.391
i39798,2021,63.544
i39799,2021,56.187
i39800,2021,22.918
i40046,2014,34.0
i40047,2014,28.6
i40105,2021,143.461
i40126,2011,1.5
i40143,2012,192.3
i40155,2010,99.0
i40156,2017,100.0
i40158,2020,36.609
i40178,2021,9.937
i40179,2021,47.569
i40180,2021,49.645
i40428,2012,71.0
i40466,2017,1.7
i40483,2016,48.3
i40484,2015,58.0
i40521,2022,119.237
i40522,2022,88.63
i40527,2020,113.867
i40532,2011,150.4
i40534,2016,150.0
i40536,2018,200.4
i40537,2021,295.852
i40538,2021,6.547
i40558,2013,3.4
i40594,2022,79.9
i40669,2011,1.5
i40671,2011,7.436
i40672,2011,76.521
i40673,2010,36.8
i40808,2013,25.1
i40850,2020,7.456
i40851,2020,52.798
i40863,2015,4.7
i40864,2015,43.3
i40865,2017,1.8
i40901,2022,70.325
i40902,2022,79.048
i40903,2011,49.764
i40905,2019,205.2
i40907,2020,136.133
i40916,2010,103.5
i40973,2012,13.259
i40974,2012,126.141
i41049,2012,17.013
i41050,2011,14.75
i41053,2012,19.768
i41229,2020,18.978
i41230,2020,4.398
i41231,2020,43.108
i41245,2017,1.8
i41256,2021,7.9
i41271,2020,24.126
i41282,2022,42.76
i41283,2011,100.236
i41305,2012,142.252
i41310,2020,130.0
i41311,2017,119.7
i41348,2012,50.4
i41352,2016,38.3
i41429,2011,3.793
i41603,2018,2.3
i41604,2018,2.3
i41609,2020,47.426
i41610,2020,36.726
i41611,2020,19.108
i41622,2020,112.4
i41651,2020,125.874
i41670,2011,150.4
i41671,2015,98.0
i41674,2020,294.249
i41685,2012,57.748
i41692,2010,1.0
i41694,2018,1.5
i41733,2014,40.0
i41809,2012,5.37
i41814,2012,72.684
i41978,2016,1.7
i41983,2018,2.3
i41986,2020,99.0
i41987,2022,73.4
i41999,2021,96.2
i42054,2020,104.351
i42069,2021,9.939
i42070,2021,87.758
i42071,2014,43.848
i42073,2018,1.5
i42074,2018,1.5
i42189,2012,11.348
i42193,2012,0.024
i42365,2020,66.0
i42366,2021,135.0
i42378,2020,99.132
i42379,2020,137.368
i42380,2017,85.723
i42382,2020,135.611
i42398,2020,1.869
i42399,2020,398.131
i42418,2021,44.198
i42431,2012,200.0
i42449,2021,20.266
i42450,2021,82.037
i42451,2014,156.152
i42490,2011,10.0
i42491,2010,18.395
i42492,2010,51.605
i42493,2021,60.714
i42494,2011,28.504
i42570,2012,68.769
i42571,2012,88.209
i42572,2012,19.999
i42573,2012,5.516
i42574,2022,4.058
i42624,2012,150.0
i42738,2021,75.366
i42760,2017,214.277
i42762,2020,84.389
i42763,2020,22.0
i42798,2021,140.802
i42802,2022,83.107
i42803,2022,117.393
i42808,2017,0.1
i42871,2015,30.0
i42873,2021,54.286
i42874,2011,26.696
i42950,2011,43.934
i42952,2022,76.229
i42953,2011,9.477
i43066,2022,5.468
i43068,2022,12.514
i43069,2022,30.399
i43117,2017,89.7
i43118,2021,175.334
i43181,2020,98.667
i43251,2011,40.0
i43329,2021,46.2
i43330,2011,22.04
i43333,2022,3.771
i43447,2022,0.073
i43448,2022,7.217
i43449,2022,27.605
i43561,2020,103.333
i43562,2020,65.0
i43563,2017,278.0
i43589,2022,71.676
i43590,2022,40.719
i43632,2016,69.539
i43633,2016,33.461
i43710,2011,2.749
i43711,2015,81.891
i43712,2015,4.009
i43713,2017,46.0
i43827,2022,1.993
i43828,2022,20.874
i43829,2022,41.383
i43888,2013,74.8
i43894,2010,3.308
i43895,2010,56.692
i43931,2011,1.5
i43941,2019,162.616
i43942,2019,22.384
i43950,2020,202.0
i43969,2022,37.606
i44089,2021,10.0
i44091,2022,21.0
i44095,2011,2.0
i44208,2022,14.337
i44209,2022,4.155
i44285,2010,150.0
i44316,2021,132.538
i44317,2021,169.462
i44388,2011,84.71
i44471,2022,13.5
i44472,2022,12.942
i44588,2022,12.636
i44768,2011,12.89
i44853,2010,1.0
i44967,2022,2.346
i45031,2021,83.136
i45032,2016,72.0
i45045,2016,147.69
i45294,2011,102.0
i45360,2011,128.52
i45361,2011,123.48
i45411,2021,96.208
i45412,2021,121.256
i45414,2020,300.0
i45425,2016,48.11
i45450,2023,44.5
i45741,2012,200.0
i45742,2014,200.6
i46119,2018,207.039
i46121,2012,200.0
i46130,2010,51.0
i46131,2015,150.0
i46138,2020,38.006
i46139,2020,157.794
i46499,2018,392.961
i46518,2019,16.999
i46519,2019,258.601
i46885,2020,299.0
i47256,2015,250.0
i47266,2021,104.0
i47270,2020,393.49
i47271,2020,94.51
i47510,2014,1.0
i47670,2015,193.914
i47889,2019,1.8
i47890,2018,1.8
i48050,2015,6.586
i48184,2020,56.2
i48185,2010,100.5
i48269,2018,1.8
i48270,2022,2.8
i48271,2014,1.0
i48438,2012,201.0
i48650,2022,2.8
i48808,2015,172.797
i49031,2017,1.9
i49188,2015,25.803
i49586,2019,49.034
i49587,2019,133.869
i49878,2016,62.1
i49949,2015,50.7
i49967,2019,116.397
i49974,2020,41.994
i49975,2020,158.106
i50736,2016,16.257
i50737,2016,175.769
i51116,2016,6.974
i51430,2013,2.0
i51431,2013,2.0
i51433,2012,14.5
i51434,2012,14.5
i51810,2013,2.0
i51811,2013,2.0
i51813,2016,60.8
i51814,2019,59.4
i51827,2017,75.0
i51843,2012,65.5
i51848,2010,48.0
i51880,2019,199.3
i52087,2015,1.99
i52088,2018,2.8
i52089,2015,0.51
i52090,2014,1.8
i52223,2012,65.5
i52224,2012,165.6
i52227,2012,108.0
i52228,2017,280.6
i52470,2021,14.4
i52607,2012,83.95
i52608,2012,83.95
i52778,2016,84.556
i52854,2011,1.6
i52977,2013,59.871
i52978,2013,189.929
i52984,2012,98.9
i52985,2021,117.226
i52986,2021,180.374
i52996,2016,5.352
i53124,2023,29.184
i53125,2023,19.464
i53158,2016,123.444
i53234,2021,60.2
i53370,2010,12.5
i53374,2018,241.518
i53375,2016,24.057
i53376,2016,184.243
i53377,2016,30.648
i53391,2011,7.228
i53504,2023,10.084
i53505,2023,13.268
i53745,2021,198.8
i53746,2017,178.2
i53749,2012,104.0
i53754,2018,1.982
i53755,2016,69.352
i53756,2016,94.648
i53770,2011,22.307
i53771,2011,7.752
i53778,2021,79.096
i53779,2021,58.381
i53780,2021,35.048
i54125,2017,200.0
i54126,2016,200.0
i54137,2021,128.0
i54138,2012,235.2
i54139,2012,1.434
i54151,2011,151.632
i54152,2011,11.081
i54158,2021,79.996
i54159,2021,48.479
i54165,2020,149.4
i54518,2012,233.766
i54549,2021,122.083
i54749,2011,4.909
i54750,2012,162.0
i54929,2021,27.317
i55129,2012,44.688
i55130,2012,38.682
i55158,2020,342.873
i55285,2015,150.0
i55508,2011,43.414
i55509,2011,124.586
i55538,2020,7.127
i55668,2022,25.345
i55871,2021,44.42
i55882,2021,0.51
i55887,2012,46.559
i55888,2012,41.839
i55889,2012,168.0
i56041,2016,137.854
i56042,2016,150.0
i56043,2016,9.146
i56044,2017,154.5
i56045,2015,15.928
i56046,2015,283.072
i56047,2021,68.55
i56048,2022,137.149
i56049,2022,37.506
i56251,2021,54.38
i56263,2014,20.922
i56264,2012,24.891
i56265,2011,85.512
i56266,2011,12.733
i56267,2012,100.602
i56423,2012,59.8
i56424,2016,67.631
i56425,2016,72.091
i56426,2021,156.611
i56427,2021,59.243
i56428,2021,46.996
i56644,2012,117.782
i56645,2011,64.488
i56646,2011,104.757
i56647,2012,82.883
i56648,2012,67.117
i56649,2012,66.631
i56650,2011,65.853
i56774,2012,40.0
i56805,2016,60.279
i56806,2021,8.103
i56807,2021,12.296
i56809,2015,88.501
i57024,2014,15.819
i57025,2012,20.388
i57026,2012,31.59
i57027,2011,45.243
i57028,2011,63.617
i57029,2011,2.888
i57030,2014,138.0
i57032,2019,131.1
i57033,2015,6.755
i57154,2015,200.0
i57155,2012,80.0
i57158,2015,25.523
i57159,2015,274.177
i57160,2020,200.0
i57161,2016,198.0
i57170,2020,148.4
i57182,2016,64.8
i57189,2015,61.899
i57404,2021,63.99
i57405,2014,53.258
i57406,2012,2.218
i57407,2012,63.131
i57408,2012,61.625
i57409,2012,47.093
i57410,2012,23.282
i57411,2018,128.7
i57412,2012,102.0
i57418,2012,0.312
i57532,2012,20.0
i57533,2022,108.585
i57534,2022,190.415
i57554,2021,199.0
i57559,2020,250.0
i57562,2012,235.2
i57566,2018,203.54
i57567,2018,94.26
i57784,2018,43.2
i57787,2015,71.879
i57788,2011,18.517
i57789,2011,42.063
i57790,2011,41.42
i57791,2015,20.365
i57792,2015,79.2
i57820,2011,10.0
i57833,2012,99.2
i57913,2022,126.64
i57914,2022,231.36
i57915,2022,210.0
i57942,2015,98.8
i57943,2020,93.36
i57944,2020,154.84
i58176,2012,1.288
i58297,2014,60.676
i58298,2014,189.224
i58309,2010,151.8
i58318,2021,113.384
i58319,2021,139.749
i58323,2018,247.3
i58547,2018,17.08
i58550,2018,4.52
i58551,2015,19.8
i58688,2016,225.0
i58690,2018,198.6
i58698,2021,34.867
i59072,2014,199.0
i59073,2014,98.6
i59081,2018,166.358
i59309,2017,1.9
i59310,2012,1.5
i59311,2012,1.6
i59433,2010,10.0
i59434,2010,10.0
i59454,2012,227.5
i59461,2018,132.942
i59463,2023,125.22
i59691,2012,0.437
i59692,2012,0.826
i59808,2015,2.1
i59834,2014,199.0
i59843,2023,74.78
i60187,2011,2.1
i60188,2011,2.1
i60212,2011,130.0
i60221,2016,48.536
i60451,2011,1.0
i60453,2012,0.236
i60454,2018,1.9
i60529,2010,102.4
i60581,2014,288.6
i60601,2016,249.464
i60833,2012,1.6
i60838,2021,46.8
i60839,2012,36.753
i60974,2022,187.936
i60975,2022,186.843
i60979,2012,234.252
i60980,2012,61.263
i61213,2012,1.0
i61218,2011,49.5
i61219,2021,61.2
i61223,2012,6.0
i61334,2014,181.7
i61335,2014,218.0
i61345,2010,99.2
i61346,2012,132.0
i61354,2022,211.288
i61355,2022,95.679
i61356,2023,48.199
i61359,2012,2.985
i61593,2012,1.0
i61599,2012,12.247
i61648,2010,32.55
i61704,2015,194.0
i61705,2014,161.0
i61708,2011,78.2
i61713,2012,79.6
i61734,2022,139.183
i61735,2022,178.07
i61736,2023,171.801
i61738,2012,100.8
i61974,2012,1.6
i62028,2010,32.55
i62087,2019,210.1
i62088,2012,161.0
i62094,2015,150.0
i62095,2014,211.2
i62096,2016,200.0
i62117,2018,117.758
i62118,2018,12.242
i62119,2011,100.8
i62441,2021,141.2
i62474,2022,11.619
i62477,2016,174.0
i62493,2015,74.0
i62500,2010,99.2
i62501,2017,99.1
i62821,2021,165.0
i62826,2021,145.0
i62854,2022,240.181
i62855,2022,248.2
i62872,2012,148.8
i63257,2021,34.939
i63258,2023,89.643
i63583,2017,298.0
i63599,2014,9.9
i63600,2017,142.6
i63601,2019,220.5
i63607,2015,18.379
i63608,2014,200.0
i63635,2011,99.8
i63636,2021,163.442
i63637,2021,105.219
i63638,2023,76.691
i63639,2023,33.667
i63963,2021,105.0
i63975,2018,50.9
i63979,2014,9.9
i63981,2017,181.7
i63984,2016,56.679
i63985,2016,173.721
i63986,2023,139.919
i63987,2023,160.081
i63988,2015,281.321
i63989,2017,163.0
i64017,2023,59.462
i64018,2023,40.538
i64020,2016,108.0
i64317,2021,100.0
i64342,2021,272.0
i64343,2021,284.48
i64365,2017,3.5
i64366,2017,272.5
i64722,2021,40.52
i64723,2021,327.345
i64781,2016,249.9
i65103,2021,22.655
i65135,2015,144.099
i65181,2019,100.0
i65398,2017,42.276
i65515,2015,5.901
i65544,2021,140.0
i65545,2014,150.0
i65547,2021,51.978
i65548,2021,65.022
i65549,2020,303.5
i65778,2017,76.569
i65779,2017,0.705
i65780,2012,243.083
i65781,2012,22.317
i65895,2015,200.0
i65909,2012,135.4
i65926,2015,100.0
i66157,2017,6.926
i66158,2017,7.654
i66159,2017,8.869
i66274,2016,300.0
i66288,2019,99.4
i66637,2015,250.0
i66640,2020,393.806
i66644,2018,148.4
i66654,2015,200.0
i66655,2017,151.2
i66667,2019,200.2
i66671,2016,230.0
i67018,2016,50.0
i67020,2020,128.194
i67030,2019,108.664
i67031,2019,369.336
i67035,2017,50.4
i67050,2019,183.8
i67414,2023,94.106
i67426,2019,342.517
i67792,2015,20.0
i67794,2023,205.894
i67795,2016,257.0
i67806,2019,7.783
i67811,2021,366.6
i68168,2015,3.1
i68170,2010,2.5
i68172,2018,80.0
i68173,2023,120.0
i68174,2011,10.0
i68185,2020,242.8
i68186,2021,311.72
i68187,2021,24.28
i68541,2018,150.0
i68548,2014,3.0
i68550,2010,2.5
i68551,2010,2.5
i68567,2021,225.6
i68568,2015,150.0
i68569,2015,150.0
i68584,2016,125.0
i68919,2017,29.9
i68950,2019,30.2
i68955,2014,67.431
i68956,2014,0.169
i68964,2021,180.1
i69311,2021,138.946
i69335,2012,161.0
i69336,2015,204.0
i69691,2021,199.454
i69707,2017,250.0
i69708,2016,230.0
i69713,2011,98.802
i69714,2011,99.198
i70053,2014,5.0
