t,r,i,coolingwatertech,ctt,wst,value,notes
2030,p21,nuclear-SMR,nuclear-SMR_r_fsu,r,fsu,345,TerraPower Natrium project
2030,p65,nuclear-SMR,nuclear-SMR_r_fsu,r,fsu,320,Dow and X-energy project; site moved from WA to TX in 2023
2030,p16,nuclear-SMR,nuclear-SMR_r_fsu,r,fsu,462,NuScale UAMPS project; downgraded from 12 x 60 MWe reactors to 6 x 77 MWe reactors
