region,year,capacity
s64,2012,184.6
s1,2010,6.0
s3,2020,84.092
s4,2012,4.3
s4,2010,132.266
s5,2020,52.707
s97,2020,199.4
s99,2015,148.0
s7,2010,58.434
s97,2017,150.0
s7,2022,16.283
s8,2020,144.0
s8,2012,105.3
s97,2021,298.8
s355,2015,173.7
s8,2022,109.717
s64,2014,9.999
s64,2016,25.0
s356,2010,25.5
s9,2014,266.8
s9,2012,342.701
s66,2020,80.0
s66,2012,69.599
s5,2010,50.0
s5,2024,60.0
s5,2011,198.8
s99,2018,100.0
s120,2020,4.6
s356,2011,60.0
s16,2010,334.8
s16,2012,845.0
s99,2023,104.292
s16,2021,201.3
s16,2011,199.201
s16,2016,10.0
s100,2023,45.708
s355,2010,65.999
s356,2016,100.0
s16,2019,200.0
s16,2020,340.0
s355,2016,186.0
s102,2016,194.999
s356,2012,34.5
s356,2020,72.6
s67,2023,361.155
s66,2023,318.845
s100,2010,139.2
s100,2012,255.0
s67,2018,107.4
s66,2014,9.7
s66,2022,80.0
s100,2019,106.7
s100,2015,205.0
s100,2017,99.3
s102,2010,62.4
s66,2018,7.0
s98,2016,328.646
s100,2016,75.354
s355,2021,15.3
s355,2014,8.5
s353,2012,147.0
s355,2012,50.6
s355,2017,22.8
s120,2014,50.0
s351,2012,65.148
s355,2011,20.002
s338,2012,215.3
s350,2012,9.853
s351,2011,39.999
s121,2018,2.0
s353,2016,12.1
s67,2021,160.0
s98,2010,19.5
s101,2019,200.0
s101,2022,252.0
s211,2012,2.509
s338,2016,75.634
s98,2018,48.0
s337,2016,2.065
s98,2015,107.5
s101,2020,300.0
s191,2012,25.491
s19,2011,3.0
s19,2017,50.0
s191,2021,72.8
s109,2015,97.8
s121,2010,20.8
s124,2016,78.0
s216,2016,5.902
s216,2017,50.102
s112,2021,555.769
s121,2011,20.8
s214,2016,23.522
s336,2018,6.634
s337,2018,73.266
s112,2010,309.0
s112,2019,297.5
s214,2014,22.769
s109,2019,200.0
s109,2021,51.831
s337,2021,79.7
s95,2020,103.5
s109,2020,200.6
s122,2011,0.3
s124,2011,20.0
s354,2019,28.8
s109,2014,19.5
s214,2017,11.419
s348,2012,11.255
s122,2018,44.6
s214,2012,43.01
s352,2017,30.0
s127,2011,2.5
s216,2018,2.77
s216,2014,0.292
s334,2022,11.999
s337,2011,74.0
s347,2011,18.052
s348,2011,1.646
s123,2020,455.0
s197,2010,20.0
s218,2012,245.732
s218,2017,187.403
s218,2016,49.975
s334,2011,14.184
s347,2012,30.698
s347,2010,3.0
s44,2012,177.899
s110,2020,250.2
s123,2021,200.0
s123,2017,200.0
s123,2011,64.9
s176,2011,406.899
s217,2018,1.774
s218,2014,297.508
s333,2013,93.035
s334,2013,0.368
s340,2019,2.3
s47,2010,124.5
s47,2012,115.8
s214,2021,208.76
s334,2012,4.1
s44,2011,89.9
s212,2012,100.8
s218,2019,121.388
s218,2013,175.1
s218,2011,90.0
s347,2019,7.3
s44,2010,16.8
s128,2011,47.8
s217,2014,44.786
s218,2018,39.456
s335,2013,0.997
s339,2023,99.416
s46,2010,64.5
s123,2019,100.0
s335,2011,37.112
s339,2014,4.05
s348,2016,7.9
s349,2011,1.403
s110,2011,172.0
s194,2012,4.8
s214,2019,0.559
