tech,region,year,capacity
wind-ons_4,s64,2010,189.8575
wind-ons_5,s64,2010,15.7425
wind-ons_7,s355,2010,25.1161
wind-ons_6,s4,2010,97.2243
wind-ons_9,s4,2010,9.6471
wind-ons_8,s7,2010,26.4311
wind-ons_8,s4,2010,34.1658
wind-ons_6,s355,2010,14.094
wind-ons_10,s7,2010,6.498
wind-ons_8,s355,2010,2.7899
wind-ons_4,s4,2010,98.6337
wind-ons_4,s99,2010,298.2465
wind-ons_3,s99,2010,159.5765
wind-ons_7,s99,2010,125.6067
wind-ons_6,s99,2010,48.52
wind-ons_8,s64,2010,4.6989
wind-ons_6,s64,2010,4.3011
wind-ons_9,s8,2010,7.2
wind-ons_7,s356,2010,0.7941
wind-ons_6,s356,2010,27.8325
wind-ons_6,s5,2010,407.2708
wind-ons_8,s9,2010,319.8075
wind-ons_5,s99,2010,83.277
wind-ons_5,s356,2010,37.3734
wind-ons_10,s5,2010,50.8599
wind-ons_8,s5,2010,36.936
wind-ons_7,s9,2010,180.6984
wind-ons_9,s5,2010,7.047
wind-ons_7,s5,2010,492.2863
wind-ons_10,s9,2010,44.1112
wind-ons_5,s9,2010,65.3886
wind-ons_6,s9,2010,20.898
wind-ons_9,s9,2010,0.9963
wind-ons_7,s125,2010,2.5225
wind-ons_8,s16,2010,418.9209
wind-ons_7,s16,2010,647.4087
wind-ons_9,s16,2010,276.9386
wind-ons_10,s16,2010,117.5405
wind-ons_5,s16,2010,221.0
wind-ons_6,s125,2010,22.4775
wind-ons_1,s355,2010,66.0
wind-ons_6,s16,2010,33.777
wind-ons_3,s100,2010,51.0617
wind-ons_5,s100,2010,45.2403
wind-ons_6,s66,2010,135.0
wind-ons_4,s100,2010,38.5713
wind-ons_5,s102,2010,193.2936
wind-ons_4,s102,2010,17.037
wind-ons_6,s120,2010,3.3
wind-ons_7,s19,2010,55.9143
wind-ons_3,s96,2010,30.0
wind-ons_3,s102,2010,34.6275
wind-ons_5,s101,2010,13.0419
wind-ons_7,s337,2010,79.4319
wind-ons_8,s337,2010,64.9956
wind-ons_7,s214,2010,0.8505
wind-ons_3,s101,2010,88.5348
wind-ons_6,s214,2010,0.9495
wind-ons_2,s101,2010,91.4652
wind-ons_6,s337,2010,90.963
wind-ons_8,s336,2010,15.2118
wind-ons_7,s338,2010,9.0153
wind-ons_8,s338,2010,9.72
wind-ons_5,s121,2010,4.162
wind-ons_6,s338,2010,2.2599
wind-ons_9,s338,2010,11.5911
wind-ons_5,s337,2010,0.3888
wind-ons_3,s338,2010,0.3159
wind-ons_10,s353,2010,1.7982
wind-ons_7,s121,2010,2.5624
wind-ons_6,s121,2010,14.537
wind-ons_7,s336,2010,3.3777
wind-ons_10,s338,2010,6.3909
wind-ons_9,s354,2010,7.7274
wind-ons_7,s354,2010,2.7459
wind-ons_8,s354,2010,9.0798
wind-ons_9,s337,2010,16.7913
wind-ons_7,s340,2010,5.5161
wind-ons_10,s354,2010,0.5103
wind-ons_5,s354,2010,0.2673
wind-ons_6,s354,2010,1.8711
wind-ons_7,s122,2010,4.0338
wind-ons_4,s338,2010,1.944
wind-ons_9,s340,2010,9.5985
wind-ons_10,s340,2010,6.7797
wind-ons_6,s122,2010,98.183
wind-ons_4,s337,2010,62.8968
wind-ons_2,s338,2010,1.0206
wind-ons_5,s122,2010,16.2839
wind-ons_7,s334,2010,11.0806
wind-ons_8,s340,2010,6.4881
wind-ons_8,s352,2010,0.3645
wind-ons_9,s352,2010,3.2317
wind-ons_5,s197,2010,1.5486
wind-ons_9,s334,2010,0.7047
wind-ons_6,s340,2010,1.1178
wind-ons_10,s352,2010,0.4374
wind-ons_5,s338,2010,0.1701
wind-ons_7,s352,2010,0.1701
wind-ons_5,s352,2010,0.3645
wind-ons_3,s122,2010,1.3025
wind-ons_5,s218,2010,34.2834
wind-ons_6,s352,2010,0.6318
wind-ons_8,s44,2010,19.44
wind-ons_10,s44,2010,21.6318
wind-ons_4,s110,2010,87.1074
wind-ons_5,s110,2010,29.3926
wind-ons_4,s123,2010,255.6294
wind-ons_6,s123,2010,47.4931
wind-ons_5,s214,2010,59.0
wind-ons_6,s347,2010,1.4337
wind-ons_4,s112,2010,50.4
wind-ons_3,s123,2010,426.9168
wind-ons_5,s123,2010,26.3856
wind-ons_6,s176,2010,110.1179
wind-ons_6,s128,2010,5.7553
wind-ons_6,s218,2010,87.225
wind-ons_8,s334,2010,11.8341
wind-ons_6,s334,2010,32.5117
wind-ons_6,s348,2010,1.8
wind-ons_4,s334,2010,30.0834
wind-ons_8,s339,2010,13.1446
wind-ons_6,s339,2010,18.7353
wind-ons_7,s347,2010,1.7663
wind-ons_9,s44,2010,30.3282
wind-ons_6,s47,2010,64.5
wind-ons_2,s123,2010,90.7462
wind-ons_6,s196,2010,0.0514
wind-ons_7,s333,2010,10.1817
wind-ons_5,s334,2010,10.5948
wind-ons_7,s339,2010,34.6518
wind-ons_9,s339,2010,8.4321
wind-ons_6,s333,2010,101.4039
wind-ons_7,s335,2010,30.5451
wind-ons_8,s335,2010,22.619
wind-ons_3,s334,2010,0.8262
wind-ons_5,s339,2010,6.5853
wind-ons_5,s176,2010,472.0711
wind-ons_5,s128,2010,41.6635
wind-ons_6,s193,2010,30.5
wind-ons_7,s218,2010,0.2916
wind-ons_6,s335,2010,11.6154
wind-ons_10,s339,2010,2.5029
wind-ons_7,s110,2010,1.3
wind-ons_4,s176,2010,135.8565
wind-ons_5,s193,2010,126.3
wind-ons_6,s110,2010,1.3
wind-ons_4,s333,2010,128.4511
wind-ons_2,s333,2010,8.9955
wind-ons_9,s335,2010,8.5536
wind-ons_8,s46,2010,10.5
wind-ons_4,s339,2010,0.0243
wind-ons_6,s341,2010,4.617
wind-ons_8,s333,2010,73.2113
wind-ons_8,s341,2010,7.1685
wind-ons_10,s341,2010,1.274
wind-ons_7,s341,2010,2.1141
wind-ons_6,s132,2010,261.7615
wind-ons_5,s132,2010,1718.3548
wind-ons_6,s177,2010,52.7863
wind-ons_5,s177,2010,263.6137
wind-ons_10,s335,2010,0.0243
wind-ons_1,s74,2010,777.7854
wind-ons_4,s132,2010,257.5496
wind-ons_3,s74,2010,17.0
wind-ons_7,s323,2010,1.0935
wind-ons_6,s323,2010,0.3888
wind-ons_8,s323,2010,8.9181
wind-ons_9,s341,2010,1.4094
wind-ons_6,s133,2010,80.9
wind-ons_6,s194,2010,2.6
wind-ons_5,s335,2010,0.243
wind-ons_10,s323,2010,0.729
wind-ons_8,s324,2010,2.187
wind-ons_5,s324,2010,50.1552
wind-ons_3,s342,2010,3.5235
wind-ons_1,s323,2010,100.5
wind-ons_9,s324,2010,1.701
wind-ons_7,s324,2010,3.159
wind-ons_8,s325,2010,2.8509
wind-ons_6,s342,2010,0.0243
wind-ons_4,s342,2010,0.0729
wind-ons_6,s324,2010,15.3492
wind-ons_6,s325,2010,17.8965
wind-ons_5,s341,2010,0.0243
wind-ons_6,s118,2010,8.91
wind-ons_7,s133,2010,0.9
wind-ons_4,s325,2010,2.3328
wind-ons_2,s118,2010,54.27
wind-ons_10,s20,2010,14.1907
wind-ons_10,s21,2010,92.3115
wind-ons_7,s74,2010,2.5
wind-ons_4,s118,2010,8.91
wind-ons_3,s118,2010,8.91
wind-ons_6,s199,2010,452.1101
wind-ons_9,s20,2010,9.5731
wind-ons_3,s116,2010,59.4
wind-ons_6,s178,2010,7.3548
wind-ons_5,s178,2010,324.8793
wind-ons_2,s74,2010,16.9146
wind-ons_8,s322,2010,42.9055
wind-ons_10,s23,2010,17.8235
wind-ons_10,s24,2010,70.9187
wind-ons_9,s322,2010,39.0685
wind-ons_6,s322,2010,56.1463
wind-ons_10,s22,2010,192.9246
wind-ons_9,s22,2010,3.8505
wind-ons_9,s23,2010,3.9673
wind-ons_4,s134,2010,36.9293
wind-ons_5,s134,2010,392.3707
wind-ons_5,s325,2010,90.8949
wind-ons_7,s71,2010,67.6312
wind-ons_6,s180,2010,14.7
wind-ons_9,s24,2010,1.5309
wind-ons_6,s71,2010,100.5812
wind-ons_4,s71,2010,67.0194
wind-ons_8,s71,2010,20.3148
wind-ons_7,s227,2010,6.7608
wind-ons_8,s321,2010,15.2361
wind-ons_8,s252,2010,12.327
wind-ons_7,s321,2010,39.0194
wind-ons_6,s321,2010,14.9
wind-ons_7,s255,2010,9.0
wind-ons_9,s325,2010,0.2916
wind-ons_5,s71,2010,27.6534
wind-ons_7,s199,2010,5.0292
wind-ons_8,s255,2010,2.3571
wind-ons_7,s228,2010,0.4392
wind-ons_8,s20,2010,1.4094
wind-ons_4,s24,2010,0.5103
wind-ons_6,s200,2010,227.3625
wind-ons_6,s207,2010,92.8816
wind-ons_7,s207,2010,228.1792
wind-ons_10,s322,2010,20.4849
wind-ons_7,s20,2010,0.3645
wind-ons_7,s200,2010,61.5375
wind-ons_9,s252,2010,0.5555
wind-ons_7,s322,2010,2.1141
wind-ons_1,s322,2010,121.1515
wind-ons_8,s24,2010,0.6804
wind-ons_10,s25,2010,50.8758
wind-ons_5,s114,2010,10.5
wind-ons_4,s180,2010,174.8
wind-ons_7,s206,2010,10.5
wind-ons_10,s321,2010,0.8019
wind-ons_5,s322,2010,4.6413
wind-ons_2,s322,2010,43.1126
wind-ons_6,s254,2010,0.5589
wind-ons_9,s25,2010,14.9445
wind-ons_6,s252,2010,11.0322
wind-ons_8,s254,2010,1.0692
wind-ons_10,s254,2010,0.3888
wind-ons_8,s79,2010,3.159
wind-ons_6,s85,2010,185.8743
wind-ons_7,s221,2010,862.1669
wind-ons_10,s252,2010,0.2187
wind-ons_9,s254,2010,2.7702
wind-ons_7,s332,2010,5.2887
wind-ons_8,s85,2010,14.7052
wind-ons_7,s85,2010,82.1487
wind-ons_4,s85,2010,497.2055
wind-ons_5,s85,2010,211.8
wind-ons_9,s249,2010,35.8182
wind-ons_10,s49,2010,18.9
wind-ons_9,s85,2010,0.6073
wind-ons_6,s332,2010,2.2113
wind-ons_6,s119,2010,0.9916
wind-ons_7,s119,2010,0.4084
wind-ons_6,s221,2010,155.1361
wind-ons_7,s249,2010,38.3697
wind-ons_5,s252,2010,9.7929
wind-ons_7,s208,2010,136.5147
wind-ons_6,s208,2010,259.4853
wind-ons_7,s222,2010,19.197
wind-ons_8,s249,2010,7.7031
wind-ons_10,s308,2010,0.7047
wind-ons_9,s308,2010,3.5235
wind-ons_8,s25,2010,29.9619
wind-ons_7,s25,2010,201.4431
wind-ons_6,s25,2010,150.0
wind-ons_8,s28,2010,2.916
wind-ons_6,s250,2010,16.1407
wind-ons_8,s250,2010,2.8917
wind-ons_8,s308,2010,0.8019
wind-ons_9,s26,2010,54.2567
wind-ons_10,s26,2010,213.0688
wind-ons_10,s28,2010,124.266
wind-ons_6,s144,2010,230.3236
wind-ons_5,s144,2010,70.7892
wind-ons_7,s203,2010,100.5
wind-ons_5,s250,2010,55.3304
wind-ons_10,s27,2010,622.7931
wind-ons_1,s250,2010,107.0172
wind-ons_7,s144,2010,7.3872
wind-ons_10,s250,2010,1.7982
wind-ons_9,s28,2010,39.3903
wind-ons_7,s250,2010,31.4685
wind-ons_7,s201,2010,1.7
wind-ons_8,s48,2010,203.5
wind-ons_6,s137,2010,48.0354
wind-ons_9,s250,2010,0.1215
wind-ons_4,s137,2010,97.3698
wind-ons_3,s137,2010,271.3608
wind-ons_10,s29,2010,215.094
wind-ons_5,s137,2010,14.8716
wind-ons_9,s27,2010,30.0101
wind-ons_9,s29,2010,23.6925
wind-ons_3,s249,2010,24.6645
wind-ons_10,s249,2010,0.9477
wind-ons_7,s29,2010,0.2673
wind-ons_1,s249,2010,2.6985
wind-ons_4,s138,2010,14.1669
wind-ons_3,s138,2010,4.4955
wind-ons_5,s135,2010,99.0
wind-ons_10,s30,2010,0.243
wind-ons_7,s87,2010,5.5
wind-ons_4,s136,2010,76.8626
wind-ons_3,s87,2010,237.0
wind-ons_3,s136,2010,73.3374
wind-ons_4,s139,2010,0.8505
wind-ons_2,s136,2010,162.0
wind-ons_1,s139,2010,51.3216
wind-ons_5,s139,2010,6.8526
wind-ons_5,s141,2010,41.5316
wind-ons_4,s141,2010,16.0069
wind-ons_3,s141,2010,33.4368
wind-ons_9,s281,2010,12.8527
wind-ons_8,s281,2010,0.8991
wind-ons_6,s153,2010,37.4409
wind-ons_7,s153,2010,2.9253
wind-ons_10,s281,2010,0.8019
wind-ons_4,s153,2010,248.4046
wind-ons_5,s153,2010,82.8851
wind-ons_2,s153,2010,147.4364
wind-ons_7,s281,2010,10.5219
wind-ons_4,s150,2010,68.7585
wind-ons_3,s150,2010,286.2421
wind-ons_9,s279,2010,0.7
wind-ons_3,s153,2010,11.6883
wind-ons_1,s153,2010,89.5117
wind-ons_10,s282,2010,3.3244
wind-ons_6,s150,2010,46.7973
wind-ons_7,s150,2010,2.5515
wind-ons_5,s150,2010,14.9396
wind-ons_2,s150,2010,10.0025
wind-ons_1,s150,2010,216.3085
wind-ons_8,s54,2010,63.0
wind-ons_6,s154,2010,38.2145
wind-ons_5,s154,2010,169.4943
wind-ons_4,s154,2010,103.2438
wind-ons_10,s33,2010,50.1215
wind-ons_3,s148,2010,110.0
wind-ons_2,s93,2010,90.0
wind-ons_1,s148,2010,60.0
wind-ons_2,s154,2010,58.6114
wind-ons_6,s92,2010,100.0
wind-ons_4,s148,2010,204.0
wind-ons_1,s154,2010,139.9437
wind-ons_5,s148,2010,1.9
wind-ons_6,s148,2010,30.0
wind-ons_1,s149,2010,57.0
wind-ons_1,s165,2010,484.0011
wind-ons_6,s167,2010,66.9225
wind-ons_7,s167,2010,29.7675
wind-ons_7,s168,2010,26.8425
wind-ons_2,s165,2010,449.947
wind-ons_5,s167,2010,229.3038
wind-ons_3,s167,2010,33.1319
wind-ons_4,s149,2010,108.6696
wind-ons_4,s165,2010,717.1679
wind-ons_6,s165,2010,707.4758
wind-ons_3,s165,2010,639.13
wind-ons_4,s167,2010,59.1714
wind-ons_2,s167,2010,238.9662
wind-ons_7,s165,2010,188.1498
wind-ons_5,s165,2010,349.4835
wind-ons_1,s167,2010,31.1769
wind-ons_5,s166,2010,272.0706
wind-ons_5,s164,2010,214.013
wind-ons_1,s166,2010,354.4284
wind-ons_2,s166,2010,434.2165
wind-ons_6,s164,2010,135.925
wind-ons_8,s165,2010,64.5824
wind-ons_4,s164,2010,258.0
wind-ons_2,s164,2010,339.1965
wind-ons_6,s166,2010,94.8471
wind-ons_4,s166,2010,310.1622
wind-ons_8,s163,2010,1.3
wind-ons_3,s164,2010,55.188
wind-ons_3,s166,2010,391.9053
wind-ons_8,s166,2010,4.6247
wind-ons_7,s166,2010,193.3794
wind-ons_7,s164,2010,54.5535
wind-ons_4,s163,2010,82.0
wind-ons_7,s163,2010,78.0
wind-ons_2,s163,2010,82.5
wind-ons_3,s163,2010,167.7
