tech,region,year,capacity
wind-ons_1,s163,2010,150.0
wind-ons_7,s174,2010,180.0
wind-ons_6,s174,2010,484.8
wind-ons_4,s64,2011,189.8575
wind-ons_5,s64,2011,15.7425
wind-ons_7,s355,2011,25.1161
wind-ons_6,s4,2011,97.2243
wind-ons_9,s4,2011,9.6471
wind-ons_8,s7,2011,26.4311
wind-ons_8,s4,2011,34.1658
wind-ons_6,s355,2011,14.094
wind-ons_10,s7,2011,6.498
wind-ons_8,s355,2011,2.7899
wind-ons_4,s4,2011,98.6337
wind-ons_4,s99,2011,298.2465
wind-ons_3,s99,2011,159.5765
wind-ons_7,s99,2011,125.6067
wind-ons_6,s99,2011,48.52
wind-ons_8,s64,2011,4.6989
wind-ons_6,s64,2011,4.3011
wind-ons_9,s8,2011,7.2
wind-ons_7,s356,2011,0.7941
wind-ons_6,s356,2011,27.8325
wind-ons_6,s5,2011,407.2708
wind-ons_8,s9,2011,319.8075
wind-ons_5,s99,2011,83.277
wind-ons_5,s356,2011,37.3734
wind-ons_10,s5,2011,50.8599
wind-ons_8,s5,2011,36.936
wind-ons_7,s9,2011,180.6984
wind-ons_9,s5,2011,7.047
wind-ons_7,s5,2011,492.2863
wind-ons_10,s9,2011,44.1112
wind-ons_5,s9,2011,65.3886
wind-ons_6,s9,2011,20.898
wind-ons_9,s9,2011,0.9963
wind-ons_7,s125,2011,2.5225
wind-ons_8,s16,2011,418.9209
wind-ons_7,s16,2011,647.4087
wind-ons_9,s16,2011,276.9386
wind-ons_10,s16,2011,117.5405
wind-ons_5,s16,2011,221.0
wind-ons_6,s125,2011,22.4775
wind-ons_1,s355,2011,66.0
wind-ons_6,s16,2011,33.777
wind-ons_3,s100,2011,51.0617
wind-ons_5,s100,2011,45.2403
wind-ons_6,s66,2011,135.0
wind-ons_4,s100,2011,38.5713
wind-ons_5,s102,2011,193.2936
wind-ons_4,s102,2011,17.037
wind-ons_6,s120,2011,3.3
wind-ons_7,s19,2011,55.9143
wind-ons_3,s96,2011,30.0
wind-ons_3,s102,2011,34.6275
wind-ons_5,s101,2011,13.0419
wind-ons_7,s337,2011,79.4319
wind-ons_8,s337,2011,64.9956
wind-ons_7,s214,2011,0.8505
wind-ons_3,s101,2011,88.5348
wind-ons_6,s214,2011,0.9495
wind-ons_2,s101,2011,91.4652
wind-ons_6,s337,2011,90.963
wind-ons_8,s336,2011,15.2118
wind-ons_7,s338,2011,9.0153
wind-ons_8,s338,2011,9.72
wind-ons_5,s121,2011,4.162
wind-ons_6,s338,2011,2.2599
wind-ons_9,s338,2011,11.5911
wind-ons_5,s337,2011,0.3888
wind-ons_3,s338,2011,0.3159
wind-ons_10,s353,2011,1.7982
wind-ons_7,s121,2011,2.5624
wind-ons_6,s121,2011,14.537
wind-ons_7,s336,2011,3.3777
wind-ons_10,s338,2011,6.3909
wind-ons_9,s354,2011,7.7274
wind-ons_7,s354,2011,2.7459
wind-ons_8,s354,2011,9.0798
wind-ons_9,s337,2011,16.7913
wind-ons_7,s340,2011,5.5161
wind-ons_10,s354,2011,0.5103
wind-ons_5,s354,2011,0.2673
wind-ons_6,s354,2011,1.8711
wind-ons_7,s122,2011,4.0338
wind-ons_4,s338,2011,1.944
wind-ons_9,s340,2011,9.5985
wind-ons_10,s340,2011,6.7797
wind-ons_6,s122,2011,98.183
wind-ons_4,s337,2011,62.8968
wind-ons_2,s338,2011,1.0206
wind-ons_5,s122,2011,16.2839
wind-ons_7,s334,2011,11.0806
wind-ons_8,s340,2011,6.4881
wind-ons_8,s352,2011,0.3645
wind-ons_9,s352,2011,3.2317
wind-ons_5,s197,2011,1.5486
wind-ons_9,s334,2011,0.7047
wind-ons_6,s340,2011,1.1178
wind-ons_10,s352,2011,0.4374
wind-ons_5,s338,2011,0.1701
wind-ons_7,s352,2011,0.1701
wind-ons_5,s352,2011,0.3645
wind-ons_3,s122,2011,1.3025
wind-ons_5,s218,2011,34.2834
wind-ons_6,s352,2011,0.6318
wind-ons_8,s44,2011,19.44
wind-ons_10,s44,2011,21.6318
wind-ons_4,s110,2011,87.1074
wind-ons_5,s110,2011,29.3926
wind-ons_4,s123,2011,255.6294
wind-ons_6,s123,2011,47.4931
wind-ons_5,s214,2011,59.0
wind-ons_6,s347,2011,1.4337
wind-ons_4,s112,2011,50.4
wind-ons_3,s123,2011,426.9168
wind-ons_5,s123,2011,26.3856
wind-ons_6,s176,2011,110.1179
wind-ons_6,s128,2011,5.7553
wind-ons_6,s218,2011,87.225
wind-ons_8,s334,2011,11.8341
wind-ons_6,s334,2011,32.5117
wind-ons_6,s348,2011,1.8
wind-ons_4,s334,2011,30.0834
wind-ons_8,s339,2011,13.1446
wind-ons_6,s339,2011,18.7353
wind-ons_7,s347,2011,1.7663
wind-ons_9,s44,2011,30.3282
wind-ons_6,s47,2011,64.5
wind-ons_2,s123,2011,90.7462
wind-ons_6,s196,2011,0.0514
wind-ons_7,s333,2011,10.1817
wind-ons_5,s334,2011,10.5948
wind-ons_7,s339,2011,34.6518
wind-ons_9,s339,2011,8.4321
wind-ons_6,s333,2011,101.4039
wind-ons_7,s335,2011,30.5451
wind-ons_8,s335,2011,22.619
wind-ons_3,s334,2011,0.8262
wind-ons_5,s339,2011,6.5853
wind-ons_5,s176,2011,472.0711
wind-ons_5,s128,2011,41.6635
wind-ons_6,s193,2011,30.5
wind-ons_7,s218,2011,0.2916
wind-ons_6,s335,2011,11.6154
wind-ons_10,s339,2011,2.5029
wind-ons_7,s110,2011,1.3
wind-ons_4,s176,2011,135.8565
wind-ons_5,s193,2011,126.3
wind-ons_6,s110,2011,1.3
wind-ons_4,s333,2011,128.4511
wind-ons_2,s333,2011,8.9955
wind-ons_9,s335,2011,8.5536
wind-ons_8,s46,2011,10.5
wind-ons_4,s339,2011,0.0243
wind-ons_6,s341,2011,4.617
wind-ons_8,s333,2011,73.2113
wind-ons_8,s341,2011,7.1685
wind-ons_10,s341,2011,1.274
wind-ons_7,s341,2011,2.1141
wind-ons_6,s132,2011,261.7615
wind-ons_5,s132,2011,1718.3548
wind-ons_6,s177,2011,52.7863
wind-ons_5,s177,2011,263.6137
wind-ons_10,s335,2011,0.0243
wind-ons_1,s74,2011,777.7854
wind-ons_4,s132,2011,257.5496
wind-ons_3,s74,2011,17.0
wind-ons_7,s323,2011,1.0935
wind-ons_6,s323,2011,0.3888
wind-ons_8,s323,2011,8.9181
wind-ons_9,s341,2011,1.4094
wind-ons_6,s133,2011,80.9
wind-ons_6,s194,2011,2.6
wind-ons_5,s335,2011,0.243
wind-ons_10,s323,2011,0.729
wind-ons_8,s324,2011,2.187
wind-ons_5,s324,2011,50.1552
wind-ons_3,s342,2011,3.5235
wind-ons_1,s323,2011,100.5
wind-ons_9,s324,2011,1.701
wind-ons_7,s324,2011,3.159
wind-ons_8,s325,2011,2.8509
wind-ons_6,s342,2011,0.0243
wind-ons_4,s342,2011,0.0729
wind-ons_6,s324,2011,15.3492
wind-ons_6,s325,2011,17.8965
wind-ons_5,s341,2011,0.0243
wind-ons_6,s118,2011,8.91
wind-ons_7,s133,2011,0.9
wind-ons_4,s325,2011,2.3328
wind-ons_2,s118,2011,54.27
wind-ons_10,s20,2011,14.1907
wind-ons_10,s21,2011,92.3115
wind-ons_7,s74,2011,2.5
wind-ons_4,s118,2011,8.91
wind-ons_3,s118,2011,8.91
wind-ons_6,s199,2011,452.1101
wind-ons_9,s20,2011,9.5731
wind-ons_3,s116,2011,59.4
wind-ons_6,s178,2011,7.3548
wind-ons_5,s178,2011,324.8793
wind-ons_2,s74,2011,16.9146
wind-ons_8,s322,2011,42.9055
wind-ons_10,s23,2011,17.8235
wind-ons_10,s24,2011,70.9187
wind-ons_9,s322,2011,39.0685
wind-ons_6,s322,2011,56.1463
wind-ons_10,s22,2011,192.9246
wind-ons_9,s22,2011,3.8505
wind-ons_9,s23,2011,3.9673
wind-ons_4,s134,2011,36.9293
wind-ons_5,s134,2011,392.3707
wind-ons_5,s325,2011,90.8949
wind-ons_7,s71,2011,67.6312
wind-ons_6,s180,2011,14.7
wind-ons_9,s24,2011,1.5309
wind-ons_6,s71,2011,100.5812
wind-ons_4,s71,2011,67.0194
wind-ons_8,s71,2011,20.3148
wind-ons_7,s227,2011,6.7608
wind-ons_8,s321,2011,15.2361
wind-ons_8,s252,2011,12.327
wind-ons_7,s321,2011,39.0194
wind-ons_6,s321,2011,14.9
wind-ons_7,s255,2011,9.0
wind-ons_9,s325,2011,0.2916
wind-ons_5,s71,2011,27.6534
wind-ons_7,s199,2011,5.0292
wind-ons_8,s255,2011,2.3571
wind-ons_7,s228,2011,0.4392
wind-ons_8,s20,2011,1.4094
wind-ons_4,s24,2011,0.5103
wind-ons_6,s200,2011,227.3625
wind-ons_6,s207,2011,92.8816
wind-ons_7,s207,2011,228.1792
wind-ons_10,s322,2011,20.4849
wind-ons_7,s20,2011,0.3645
wind-ons_7,s200,2011,61.5375
wind-ons_9,s252,2011,0.5555
wind-ons_7,s322,2011,2.1141
wind-ons_1,s322,2011,121.1515
wind-ons_8,s24,2011,0.6804
wind-ons_10,s25,2011,50.8758
wind-ons_5,s114,2011,10.5
wind-ons_4,s180,2011,174.8
wind-ons_7,s206,2011,10.5
wind-ons_10,s321,2011,0.8019
wind-ons_5,s322,2011,4.6413
wind-ons_2,s322,2011,43.1126
wind-ons_6,s254,2011,0.5589
wind-ons_9,s25,2011,14.9445
wind-ons_6,s252,2011,11.0322
wind-ons_8,s254,2011,1.0692
wind-ons_10,s254,2011,0.3888
wind-ons_8,s79,2011,3.159
wind-ons_6,s85,2011,185.8743
wind-ons_7,s221,2011,862.1669
wind-ons_10,s252,2011,0.2187
wind-ons_9,s254,2011,2.7702
wind-ons_7,s332,2011,5.2887
wind-ons_8,s85,2011,14.7052
wind-ons_7,s85,2011,82.1487
wind-ons_4,s85,2011,497.2055
wind-ons_5,s85,2011,211.8
wind-ons_9,s249,2011,35.8182
wind-ons_10,s49,2011,18.9
wind-ons_9,s85,2011,0.6073
wind-ons_6,s332,2011,2.2113
wind-ons_6,s119,2011,0.9916
wind-ons_7,s119,2011,0.4084
wind-ons_6,s221,2011,155.1361
wind-ons_7,s249,2011,38.3697
wind-ons_5,s252,2011,9.7929
wind-ons_7,s208,2011,136.5147
wind-ons_6,s208,2011,259.4853
wind-ons_7,s222,2011,19.197
wind-ons_8,s249,2011,7.7031
wind-ons_10,s308,2011,0.7047
wind-ons_9,s308,2011,3.5235
wind-ons_8,s25,2011,29.9619
wind-ons_7,s25,2011,201.4431
wind-ons_6,s25,2011,150.0
wind-ons_8,s28,2011,2.916
wind-ons_6,s250,2011,16.1407
wind-ons_8,s250,2011,2.8917
wind-ons_8,s308,2011,0.8019
wind-ons_9,s26,2011,54.2567
wind-ons_10,s26,2011,213.0688
wind-ons_10,s28,2011,124.266
wind-ons_6,s144,2011,230.3236
wind-ons_5,s144,2011,70.7892
wind-ons_7,s203,2011,100.5
wind-ons_5,s250,2011,55.3304
wind-ons_10,s27,2011,622.7931
wind-ons_1,s250,2011,107.0172
wind-ons_7,s144,2011,7.3872
wind-ons_10,s250,2011,1.7982
wind-ons_9,s28,2011,39.3903
wind-ons_7,s250,2011,31.4685
wind-ons_7,s201,2011,1.7
wind-ons_8,s48,2011,203.5
wind-ons_6,s137,2011,48.0354
wind-ons_9,s250,2011,0.1215
wind-ons_4,s137,2011,97.3698
wind-ons_3,s137,2011,271.3608
wind-ons_10,s29,2011,215.094
wind-ons_5,s137,2011,14.8716
wind-ons_9,s27,2011,30.0101
wind-ons_9,s29,2011,23.6925
wind-ons_3,s249,2011,24.6645
wind-ons_10,s249,2011,0.9477
wind-ons_7,s29,2011,0.2673
wind-ons_1,s249,2011,2.6985
wind-ons_4,s138,2011,14.1669
wind-ons_3,s138,2011,4.4955
wind-ons_5,s135,2011,99.0
wind-ons_10,s30,2011,0.243
wind-ons_7,s87,2011,5.5
wind-ons_4,s136,2011,76.8626
wind-ons_3,s87,2011,237.0
wind-ons_3,s136,2011,73.3374
wind-ons_4,s139,2011,0.8505
wind-ons_2,s136,2011,162.0
wind-ons_1,s139,2011,51.3216
wind-ons_5,s139,2011,6.8526
wind-ons_5,s141,2011,41.5316
wind-ons_4,s141,2011,16.0069
wind-ons_3,s141,2011,33.4368
wind-ons_9,s281,2011,12.8527
wind-ons_8,s281,2011,0.8991
wind-ons_6,s153,2011,37.4409
wind-ons_7,s153,2011,2.9253
wind-ons_10,s281,2011,0.8019
wind-ons_4,s153,2011,248.4046
wind-ons_5,s153,2011,82.8851
wind-ons_2,s153,2011,147.4364
wind-ons_7,s281,2011,10.5219
wind-ons_4,s150,2011,68.7585
wind-ons_3,s150,2011,286.2421
wind-ons_9,s279,2011,0.7
wind-ons_3,s153,2011,11.6883
wind-ons_1,s153,2011,89.5117
wind-ons_10,s282,2011,3.3244
wind-ons_6,s150,2011,46.7973
wind-ons_7,s150,2011,2.5515
wind-ons_5,s150,2011,14.9396
