tech,region,year,capacity
wind-ons_9,i14484,2010,22.9698
wind-ons_9,i14485,2010,17.8362
wind-ons_9,i14486,2010,8.3
wind-ons_10,i14487,2010,10.0
wind-ons_10,i14488,2010,2.0898
wind-ons_10,i14490,2010,17.5579
wind-ons_7,i14493,2010,98.9
wind-ons_10,i14494,2010,17.3259
wind-ons_10,i14495,2010,7.8489
wind-ons_6,i14654,2010,4.2282
wind-ons_6,i14655,2010,12.7818
wind-ons_7,i14656,2010,4.7385
wind-ons_7,i14657,2010,0.2869
wind-ons_9,i14857,2010,61.1145
wind-ons_7,i14858,2010,9.9909
wind-ons_8,i14861,2010,66.2736
wind-ons_8,i14865,2010,72.0
wind-ons_9,i14866,2010,9.9
wind-ons_9,i14868,2010,9.9
wind-ons_10,i14870,2010,7.7517
wind-ons_8,i14873,2010,0.2187
wind-ons_9,i14874,2010,0.0486
wind-ons_7,i15035,2010,0.4374
wind-ons_6,i15036,2010,1.9926
wind-ons_1,i15175,2010,66.0
wind-ons_9,i15237,2010,16.1838
wind-ons_8,i15238,2010,62.1837
wind-ons_6,i15239,2010,43.9101
wind-ons_8,i15240,2010,46.899
wind-ons_8,i15241,2010,80.1414
wind-ons_8,i15244,2010,74.7645
wind-ons_8,i15247,2010,10.0
wind-ons_9,i15248,2010,4.5102
wind-ons_6,i15362,2010,13.2267
wind-ons_5,i15382,2010,2.9898
wind-ons_4,i15383,2010,46.5102
wind-ons_8,i15618,2010,14.3163
wind-ons_8,i15622,2010,20.3586
wind-ons_9,i15623,2010,95.0616
wind-ons_9,i15624,2010,9.9
wind-ons_8,i15625,2010,1.6271
wind-ons_8,i15626,2010,3.3
wind-ons_8,i15627,2010,0.0729
wind-ons_3,i15742,2010,50.6
wind-ons_5,i15743,2010,27.2403
wind-ons_4,i15745,2010,49.5
wind-ons_5,i15746,2010,18.0
wind-ons_5,i15762,2010,78.6348
wind-ons_4,i15763,2010,41.3652
wind-ons_9,i15999,2010,7.8162
wind-ons_8,i16000,2010,25.2
wind-ons_8,i16001,2010,1.5384
wind-ons_6,i16069,2010,135.0
wind-ons_4,i16122,2010,7.0713
wind-ons_3,i16123,2010,0.4617
wind-ons_4,i16126,2010,31.5
wind-ons_5,i16142,2010,48.0
wind-ons_5,i16143,2010,131.463
wind-ons_9,i16380,2010,24.6
wind-ons_4,i16523,2010,17.037
wind-ons_6,i16532,2010,0.931
wind-ons_6,i16910,2010,0.7
wind-ons_6,i16912,2010,0.969
wind-ons_6,i17290,2010,0.7
wind-ons_6,i17465,2010,4.5
wind-ons_7,i17915,2010,43.9352
wind-ons_8,i18197,2010,0.243
wind-ons_8,i18198,2010,0.1458
wind-ons_5,i18228,2010,3.3822
wind-ons_7,i18295,2010,56.7648
wind-ons_8,i18578,2010,2.8188
wind-ons_8,i18579,2010,0.243
wind-ons_5,i18609,2010,1.1178
wind-ons_3,i18763,2010,30.0
wind-ons_8,i18950,2010,0.2673
wind-ons_8,i18951,2010,0.3159
wind-ons_5,i18958,2010,5.9049
wind-ons_8,i18959,2010,2.4543
wind-ons_3,i19176,2010,19.8498
wind-ons_8,i19331,2010,0.0243
wind-ons_8,i19332,2010,0.243
wind-ons_7,i19333,2010,1.8402
wind-ons_9,i19339,2010,0.0729
wind-ons_3,i19556,2010,41.6502
wind-ons_8,i19711,2010,0.4374
wind-ons_8,i19712,2010,6.0264
wind-ons_6,i19713,2010,11.9313
wind-ons_7,i20026,2010,0.8505
wind-ons_8,i20091,2010,1.6281
wind-ons_7,i20092,2010,3.0861
wind-ons_6,i20093,2010,23.5224
wind-ons_7,i20094,2010,7.9218
wind-ons_5,i20095,2010,4.3011
wind-ons_7,i20096,2010,18.8811
wind-ons_6,i20097,2010,14.1426
wind-ons_8,i20098,2010,0.3402
wind-ons_3,i20316,2010,50.8698
wind-ons_6,i20405,2010,0.9495
wind-ons_6,i20472,2010,30.0834
wind-ons_6,i20473,2010,15.8193
wind-ons_7,i20474,2010,7.8489
wind-ons_4,i20475,2010,10.2546
wind-ons_7,i20476,2010,7.314
wind-ons_7,i20477,2010,8.9667
wind-ons_9,i20478,2010,0.7533
wind-ons_7,i20479,2010,0.7533
wind-ons_4,i20695,2010,27.7992
wind-ons_2,i20696,2010,101.331
wind-ons_7,i20853,2010,29.9862
wind-ons_6,i20854,2010,25.272
wind-ons_8,i20855,2010,46.6803
wind-ons_7,i20856,2010,5.9001
wind-ons_5,i20857,2010,5.0058
wind-ons_10,i20858,2010,5.4189
wind-ons_7,i20859,2010,1.3122
wind-ons_7,i21234,2010,18.5976
wind-ons_8,i21235,2010,11.7453
wind-ons_7,i21236,2010,32.1975
wind-ons_8,i21237,2010,9.0882
wind-ons_7,i21238,2010,5.7105
wind-ons_5,i22235,2010,0.4
wind-ons_8,i22746,2010,2.8917
wind-ons_8,i22748,2010,0.5381
wind-ons_7,i22990,2010,0.931
wind-ons_6,i22991,2010,0.931
wind-ons_6,i22992,2010,0.931
wind-ons_5,i22993,2010,0.931
wind-ons_5,i22994,2010,0.931
wind-ons_5,i22995,2010,0.017
wind-ons_8,i23125,2010,3.159
wind-ons_8,i23126,2010,0.8748
wind-ons_8,i23127,2010,0.6318
wind-ons_8,i23128,2010,0.6787
wind-ons_8,i23129,2010,22.4775
wind-ons_6,i23372,2010,0.969
wind-ons_6,i23373,2010,0.969
wind-ons_6,i23374,2010,0.969
wind-ons_5,i23375,2010,0.969
wind-ons_6,i23376,2010,0.931
wind-ons_6,i23377,2010,0.017
wind-ons_8,i23505,2010,0.6561
wind-ons_9,i23508,2010,3.2562
wind-ons_8,i23509,2010,14.3856
wind-ons_7,i23510,2010,29.8439
wind-ons_7,i23752,2010,0.969
wind-ons_7,i23753,2010,0.969
wind-ons_7,i23754,2010,0.969
wind-ons_6,i23755,2010,0.969
wind-ons_6,i23756,2010,0.969
wind-ons_6,i23757,2010,0.931
wind-ons_7,i23885,2010,2.2356
wind-ons_6,i23886,2010,7.8489
wind-ons_6,i23888,2010,8.4321
wind-ons_9,i23889,2010,15.4548
wind-ons_8,i23890,2010,45.5
wind-ons_1,i23911,2010,0.186
wind-ons_7,i24132,2010,0.1018
wind-ons_6,i24133,2010,0.1035
wind-ons_6,i24134,2010,1.683
wind-ons_6,i24135,2010,0.8505
wind-ons_6,i24136,2010,0.969
wind-ons_6,i24137,2010,0.969
wind-ons_6,i24138,2010,0.931
wind-ons_6,i24139,2010,0.017
wind-ons_6,i24140,2010,2.0
wind-ons_6,i24141,2010,2.0
wind-ons_7,i24265,2010,1.8711
wind-ons_9,i24269,2010,4.2525
wind-ons_8,i24270,2010,61.3818
wind-ons_3,i24291,2010,23.814
wind-ons_7,i24512,2010,1.7982
wind-ons_6,i24513,2010,2.0
wind-ons_6,i24514,2010,2.0
wind-ons_6,i24515,2010,1.5795
wind-ons_6,i24516,2010,1.683
wind-ons_6,i24517,2010,1.683
wind-ons_5,i24518,2010,0.969
wind-ons_5,i24519,2010,0.931
wind-ons_6,i24520,2010,0.017
wind-ons_7,i24645,2010,4.0338
wind-ons_7,i24646,2010,0.7047
wind-ons_10,i24649,2010,2.187
wind-ons_8,i24650,2010,16.4025
wind-ons_6,i24892,2010,0.1092
wind-ons_6,i24893,2010,2.95
wind-ons_6,i24894,2010,2.8
wind-ons_6,i24895,2010,2.0
wind-ons_6,i24896,2010,2.0
wind-ons_6,i24897,2010,2.0
wind-ons_5,i24898,2010,0.8325
wind-ons_5,i24899,2010,1.3
wind-ons_6,i24900,2010,0.931
wind-ons_6,i24901,2010,0.017
wind-ons_5,i24948,2010,0.8
wind-ons_8,i25026,2010,2.5133
wind-ons_8,i25027,2010,4.0338
wind-ons_7,i25028,2010,10.6677
wind-ons_7,i25029,2010,2.2096
wind-ons_9,i25030,2010,3.4752
wind-ons_8,i25047,2010,0.4129
wind-ons_6,i25272,2010,1.2441
wind-ons_6,i25273,2010,2.3085
wind-ons_6,i25274,2010,3.4671
wind-ons_6,i25275,2010,3.7908
wind-ons_6,i25276,2010,2.0
wind-ons_5,i25278,2010,2.0
wind-ons_5,i25279,2010,1.5
wind-ons_6,i25280,2010,0.969
wind-ons_6,i25281,2010,0.931
wind-ons_5,i25329,2010,0.7
wind-ons_8,i25407,2010,13.0248
wind-ons_7,i25408,2010,25.9281
wind-ons_8,i25409,2010,10.4493
wind-ons_7,i25428,2010,4.7871
wind-ons_4,i25652,2010,6.5124
wind-ons_6,i25653,2010,1.0935
wind-ons_6,i25654,2010,2.6244
wind-ons_6,i25655,2010,5.2
wind-ons_6,i25656,2010,4.2
wind-ons_6,i25657,2010,2.1
wind-ons_6,i25658,2010,2.1
wind-ons_6,i25659,2010,2.0
wind-ons_6,i25660,2010,0.3233
wind-ons_6,i25661,2010,0.931
wind-ons_3,i26032,2010,1.2296
wind-ons_5,i26033,2010,5.103
wind-ons_6,i26035,2010,2.8674
wind-ons_6,i26037,2010,4.2
wind-ons_6,i26038,2010,2.1
wind-ons_6,i26039,2010,2.0
wind-ons_6,i26040,2010,2.0
wind-ons_6,i26041,2010,1.7
wind-ons_6,i26042,2010,0.931
wind-ons_6,i26043,2010,0.05
wind-ons_5,i26089,2010,0.0486
wind-ons_5,i26119,2010,1.3608
wind-ons_5,i26120,2010,4.8357
wind-ons_7,i26162,2010,0.1215
wind-ons_8,i26285,2010,1.7982
wind-ons_10,i26286,2010,10.7163
wind-ons_8,i26287,2010,8.4855
wind-ons_5,i26392,2010,40.5
wind-ons_4,i26394,2010,25.0
wind-ons_4,i26414,2010,8.3406
wind-ons_6,i26415,2010,9.3555
wind-ons_6,i26416,2010,1.0445
wind-ons_6,i26418,2010,4.2
wind-ons_6,i26419,2010,3.8
wind-ons_6,i26420,2010,2.0
wind-ons_6,i26421,2010,2.0
wind-ons_6,i26422,2010,1.7
wind-ons_6,i26423,2010,1.0
wind-ons_5,i26484,2010,59.0
wind-ons_7,i26542,2010,0.4374
wind-ons_7,i26543,2010,0.4131
wind-ons_7,i26664,2010,10.8669
wind-ons_4,i26790,2010,50.4
wind-ons_3,i26794,2010,37.0098
wind-ons_5,i26795,2010,13.5594
wind-ons_6,i26796,2010,6.8372
wind-ons_6,i26801,2010,5.8455
wind-ons_6,i26802,2010,1.6767
wind-ons_6,i26803,2010,1.5
wind-ons_6,i26804,2010,1.0
wind-ons_6,i26813,2010,1.6
wind-ons_6,i26880,2010,14.4585
wind-ons_8,i26924,2010,0.5346
wind-ons_7,i26928,2010,2.6625
wind-ons_6,i26930,2010,1.5309
wind-ons_6,i26931,2010,1.2879
wind-ons_6,i26962,2010,0.8019
wind-ons_9,i27048,2010,3.8394
wind-ons_4,i27173,2010,6.3909
wind-ons_3,i27174,2010,10.2968
wind-ons_4,i27175,2010,12.4902
wind-ons_6,i27182,2010,6.1236
wind-ons_6,i27183,2010,2.0
wind-ons_6,i27184,2010,1.0206
wind-ons_6,i27185,2010,0.9
wind-ons_5,i27261,2010,28.2531
wind-ons_7,i27297,2010,0.5346
wind-ons_8,i27300,2010,0.5624
wind-ons_7,i27304,2010,0.0972
wind-ons_8,i27305,2010,0.0486
wind-ons_4,i27308,2010,27.3375
wind-ons_6,i27309,2010,19.7559
wind-ons_6,i27310,2010,14.7441
wind-ons_5,i27311,2010,5.2488
wind-ons_8,i27336,2010,0.0663
wind-ons_6,i27343,2010,0.8019
wind-ons_9,i27429,2010,1.5012
wind-ons_6,i27450,2010,64.5
wind-ons_3,i27552,2010,150.0
wind-ons_2,i27553,2010,21.5055
wind-ons_4,i27554,2010,8.6751
wind-ons_4,i27555,2010,9.5985
wind-ons_6,i27562,2010,3.888
wind-ons_6,i27563,2010,3.2562
wind-ons_6,i27564,2010,2.0
wind-ons_6,i27565,2010,1.3
wind-ons_6,i27566,2010,0.9
wind-ons_6,i27606,2010,0.0514
wind-ons_6,i27640,2010,69.0
wind-ons_7,i27666,2010,0.2187
wind-ons_8,i27678,2010,0.0486
wind-ons_6,i27685,2010,0.9477
wind-ons_8,i27686,2010,5.103
wind-ons_6,i27689,2010,1.9501
wind-ons_6,i27690,2010,0.6318
wind-ons_6,i27691,2010,0.8505
wind-ons_6,i27706,2010,1.7
wind-ons_8,i27716,2010,0.8505
wind-ons_10,i27804,2010,6.2937
wind-ons_8,i27809,2010,17.3988
wind-ons_5,i27932,2010,13.8996
wind-ons_2,i27933,2010,62.704
wind-ons_3,i27934,2010,81.405
wind-ons_6,i27942,2010,4.5198
wind-ons_6,i27943,2010,0.6804
wind-ons_6,i27944,2010,3.5707
wind-ons_6,i27945,2010,1.3
wind-ons_6,i27946,2010,1.2
wind-ons_6,i28019,2010,1.6524
wind-ons_6,i28020,2010,0.8262
wind-ons_6,i28052,2010,0.2187
wind-ons_7,i28054,2010,1.2148
wind-ons_7,i28057,2010,0.0972
wind-ons_7,i28058,2010,0.729
wind-ons_7,i28059,2010,0.486
wind-ons_8,i28060,2010,1.0449
wind-ons_8,i28061,2010,0.0486
wind-ons_8,i28062,2010,0.729
wind-ons_4,i28066,2010,3.1347
wind-ons_5,i28067,2010,20.976
wind-ons_6,i28104,2010,0.1962
wind-ons_3,i28297,2010,51.0
wind-ons_6,i28312,2010,19.5379
wind-ons_3,i28314,2010,22.095
wind-ons_4,i28315,2010,16.1352
wind-ons_5,i28322,2010,6.0621
wind-ons_6,i28323,2010,2.9307
wind-ons_6,i28324,2010,8.1473
wind-ons_6,i28325,2010,4.0
wind-ons_6,i28326,2010,1.3
wind-ons_6,i28327,2010,0.02
wind-ons_5,i28334,2010,3.0
wind-ons_5,i28335,2010,0.9344
wind-ons_6,i28336,2010,2.5029
wind-ons_6,i28365,2010,16.0
wind-ons_7,i28398,2010,0.2916
wind-ons_6,i28399,2010,0.1458
wind-ons_6,i28400,2010,0.9759
wind-ons_6,i28433,2010,0.2916
wind-ons_6,i28434,2010,0.3402
wind-ons_8,i28435,2010,3.0618
wind-ons_8,i28437,2010,1.0449
wind-ons_6,i28438,2010,0.5103
wind-ons_7,i28439,2010,0.2916
wind-ons_6,i28440,2010,0.486
wind-ons_8,i28441,2010,0.0729
wind-ons_8,i28442,2010,1.2879
wind-ons_7,i28443,2010,2.3085
wind-ons_7,i28447,2010,4.9815
wind-ons_7,i28673,2010,1.3
wind-ons_5,i28692,2010,2.8917
wind-ons_4,i28693,2010,50.1892
wind-ons_4,i28695,2010,19.1756
wind-ons_4,i28702,2010,1.9926
wind-ons_5,i28703,2010,3.888
wind-ons_5,i28704,2010,7.5816
wind-ons_5,i28705,2010,4.0
wind-ons_6,i28706,2010,0.2794
wind-ons_6,i28707,2010,0.9
wind-ons_5,i28714,2010,5.4971
wind-ons_5,i28715,2010,31.0656
wind-ons_5,i28716,2010,1.1664
wind-ons_6,i28717,2010,1.6524
wind-ons_5,i28745,2010,22.1132
wind-ons_7,i28814,2010,1.0206
wind-ons_9,i28815,2010,7.3959
wind-ons_7,i28816,2010,0.4131
wind-ons_4,i28818,2010,2.0169
wind-ons_7,i28819,2010,1.1907
wind-ons_7,i28820,2010,1.4259
wind-ons_8,i28821,2010,0.1944
wind-ons_8,i28822,2010,0.6075
wind-ons_8,i28823,2010,1.7253
wind-ons_7,i28827,2010,0.6561
wind-ons_8,i28947,2010,10.5
wind-ons_8,i28949,2010,10.5
wind-ons_6,i29053,2010,1.3
wind-ons_4,i29074,2010,79.8136
wind-ons_3,i29075,2010,125.6864
wind-ons_4,i29083,2010,3.9366
wind-ons_5,i29084,2010,9.6714
wind-ons_5,i29085,2010,4.0
wind-ons_5,i29086,2010,1.3
wind-ons_6,i29087,2010,0.9
wind-ons_5,i29097,2010,6.9255
wind-ons_5,i29123,2010,0.1
wind-ons_5,i29124,2010,4.4
wind-ons_5,i29125,2010,45.5868
wind-ons_7,i29188,2010,2.6487
wind-ons_6,i29191,2010,40.3866
wind-ons_4,i29192,2010,11.4466
wind-ons_2,i29193,2010,23.5224
wind-ons_7,i29194,2010,2.3328
wind-ons_8,i29200,2010,0.1944
wind-ons_7,i29201,2010,0.972
wind-ons_8,i29202,2010,0.8991
wind-ons_9,i29203,2010,0.8991
wind-ons_8,i29204,2010,1.3122
wind-ons_4,i29457,2010,16.4754
wind-ons_4,i29460,2010,19.3185
wind-ons_5,i29463,2010,7.7517
wind-ons_5,i29464,2010,9.4284
wind-ons_5,i29465,2010,4.0
wind-ons_5,i29466,2010,2.0
wind-ons_6,i29467,2010,1.3
wind-ons_6,i29468,2010,0.9
wind-ons_5,i29475,2010,76.9158
wind-ons_4,i29476,2010,100.5
wind-ons_5,i29477,2010,37.2762
wind-ons_5,i29503,2010,0.1
wind-ons_6,i29504,2010,14.5
wind-ons_7,i29568,2010,4.1796
wind-ons_6,i29571,2010,60.1668
wind-ons_4,i29572,2010,80.3403
wind-ons_3,i29573,2010,45.6597
wind-ons_8,i29574,2010,1.6281
wind-ons_7,i29581,2010,1.1907
wind-ons_7,i29582,2010,0.486
wind-ons_7,i29583,2010,1.6038
wind-ons_6,i29584,2010,0.0243
wind-ons_4,i29838,2010,13.0977
wind-ons_5,i29839,2010,10.7649
wind-ons_4,i29841,2010,10.449
wind-ons_5,i29843,2010,7.9947
wind-ons_5,i29844,2010,9.2583
wind-ons_5,i29845,2010,4.0
wind-ons_5,i29846,2010,2.1
wind-ons_6,i29847,2010,1.7
wind-ons_6,i29848,2010,1.3
wind-ons_6,i29855,2010,5.8698
wind-ons_5,i29856,2010,13.8399
wind-ons_5,i29857,2010,63.3238
wind-ons_8,i29948,2010,10.5705
wind-ons_6,i29961,2010,3.5478
wind-ons_6,i29962,2010,1.2879
wind-ons_7,i29963,2010,3.3534
wind-ons_6,i29964,2010,1.0206
wind-ons_8,i29968,2010,0.0243
wind-ons_6,i30212,2010,3.159
wind-ons_6,i30213,2010,1.6038
wind-ons_6,i30214,2010,8.5293
wind-ons_5,i30215,2010,3.4707
wind-ons_4,i30218,2010,12.3438
wind-ons_5,i30219,2010,11.8098
wind-ons_5,i30220,2010,53.5086
wind-ons_5,i30221,2010,14.4342
wind-ons_5,i30222,2010,11.1051
wind-ons_5,i30223,2010,0.5298
wind-ons_5,i30224,2010,4.6656
wind-ons_5,i30225,2010,8.4
wind-ons_5,i30227,2010,1.7
wind-ons_5,i30228,2010,0.9
wind-ons_6,i30235,2010,7.6302
wind-ons_6,i30236,2010,26.2316
wind-ons_5,i30237,2010,72.6684
wind-ons_6,i30238,2010,9.8
wind-ons_5,i30264,2010,54.0
wind-ons_8,i30328,2010,3.0618
wind-ons_6,i30342,2010,2.7702
wind-ons_7,i30343,2010,4.8357
wind-ons_7,i30344,2010,7.533
wind-ons_9,i30348,2010,0.0243
wind-ons_2,i30385,2010,0.5103
wind-ons_3,i30386,2010,0.0729
wind-ons_6,i30595,2010,0.6
wind-ons_5,i30597,2010,2.0
wind-ons_5,i30598,2010,100.0
wind-ons_5,i30599,2010,7.8003
wind-ons_5,i30601,2010,10.5
wind-ons_5,i30611,2010,6.2694
wind-ons_5,i30612,2010,4.2039
wind-ons_5,i30613,2010,3.9
wind-ons_6,i30614,2010,44.6658
wind-ons_6,i30616,2010,52.2863
wind-ons_5,i30617,2010,247.7137
wind-ons_5,i30618,2010,15.9
wind-ons_8,i30708,2010,2.7459
wind-ons_6,i30722,2010,2.4786
wind-ons_8,i30723,2010,0.9477
wind-ons_7,i30724,2010,9.4284
wind-ons_1,i30908,2010,99.0
wind-ons_1,i30909,2010,99.0
wind-ons_1,i30910,2010,99.0
wind-ons_6,i30975,2010,1.2
wind-ons_5,i30978,2010,50.0
wind-ons_5,i30979,2010,100.0
wind-ons_5,i30987,2010,10.5
wind-ons_5,i30988,2010,66.0
wind-ons_4,i30989,2010,20.0
wind-ons_4,i30990,2010,24.0614
wind-ons_5,i30991,2010,35.2593
wind-ons_5,i30992,2010,80.0
wind-ons_6,i30993,2010,28.0
wind-ons_6,i30994,2010,87.3342
wind-ons_8,i31101,2010,13.2921
wind-ons_8,i31102,2010,3.5478
wind-ons_9,i31103,2010,0.8019
wind-ons_8,i31104,2010,6.9741
wind-ons_3,i31286,2010,17.0
wind-ons_1,i31290,2010,39.0
wind-ons_6,i31359,2010,35.6997
wind-ons_4,i31369,2010,200.0
wind-ons_6,i31371,2010,1.944
wind-ons_6,i31372,2010,8.262
wind-ons_6,i31376,2010,0.5
wind-ons_6,i31464,2010,17.6915
wind-ons_7,i31482,2010,0.6561
wind-ons_5,i31748,2010,23.9513
wind-ons_5,i31749,2010,126.0487
wind-ons_5,i31750,2010,8.1935
wind-ons_8,i31848,2010,2.0898
wind-ons_8,i31849,2010,2.2356
wind-ons_8,i31850,2010,5.9535
wind-ons_5,i32121,2010,0.21
wind-ons_5,i32122,2010,20.79
wind-ons_5,i32127,2010,2.3
wind-ons_6,i32129,2010,17.6355
wind-ons_5,i32130,2010,4.2039
wind-ons_5,i32131,2010,47.9925
wind-ons_6,i32136,2010,67.7285
wind-ons_6,i32137,2010,4.3254
wind-ons_6,i32152,2010,2.6
wind-ons_6,i32225,2010,3.4167
wind-ons_6,i32230,2010,3.8261
wind-ons_6,i32231,2010,23.8383
wind-ons_5,i32253,2010,26.4219
wind-ons_5,i32510,2010,4.5684
wind-ons_5,i32511,2010,15.4062
wind-ons_6,i32513,2010,6.9984
wind-ons_6,i32517,2010,7.9461
wind-ons_7,i32606,2010,3.1833
wind-ons_1,i32623,2010,100.5
wind-ons_6,i32633,2010,38.0781
wind-ons_5,i32890,2010,6.1942
wind-ons_5,i32891,2010,15.3452
wind-ons_5,i32892,2010,13.4622
wind-ons_5,i33243,2010,8.91
wind-ons_5,i33258,2010,76.5
wind-ons_4,i33259,2010,0.7
wind-ons_5,i33262,2010,6.3477
wind-ons_5,i33263,2010,8.8595
wind-ons_6,i33277,2010,0.9
wind-ons_7,i33278,2010,0.9
wind-ons_6,i33622,2010,8.91
wind-ons_2,i33623,2010,3.8718
wind-ons_2,i33624,2010,50.3982
wind-ons_6,i33637,2010,0.7
wind-ons_5,i33638,2010,80.0442
wind-ons_4,i33639,2010,27.9558
wind-ons_5,i33642,2010,7.6511
wind-ons_5,i33643,2010,8.5779
wind-ons_5,i33644,2010,5.2731
wind-ons_5,i33650,2010,9.7443
wind-ons_5,i33651,2010,15.0174
wind-ons_5,i33653,2010,144.3663
wind-ons_5,i33772,2010,24.0
wind-ons_7,i33948,2010,2.5
wind-ons_4,i34003,2010,8.91
wind-ons_5,i34018,2010,15.0
wind-ons_5,i34019,2010,141.2073
wind-ons_6,i34021,2010,6.1479
wind-ons_5,i34022,2010,56.3031
wind-ons_5,i34023,2010,124.5
wind-ons_6,i34029,2010,1.0286
wind-ons_5,i34030,2010,137.781
wind-ons_5,i34031,2010,11.5668
wind-ons_5,i34033,2010,55.3337
wind-ons_6,i34055,2010,87.1884
wind-ons_6,i34056,2010,13.3116
wind-ons_3,i34368,2010,59.4
wind-ons_5,i34399,2010,19.2927
wind-ons_6,i34401,2010,5.7105
wind-ons_6,i34402,2010,4.5664
wind-ons_5,i34403,2010,9.9526
wind-ons_4,i34404,2010,8.7966
wind-ons_6,i34409,2010,1.1826
wind-ons_5,i34410,2010,12.219
wind-ons_5,i34411,2010,12.6603
wind-ons_2,i34704,2010,19.5
wind-ons_6,i34782,2010,3.0132
wind-ons_5,i34783,2010,10.4004
wind-ons_6,i35289,2010,11.7
wind-ons_6,i35290,2010,22.2345
wind-ons_1,i35464,2010,72.9486
wind-ons_1,i35465,2010,26.0514
wind-ons_1,i35466,2010,4.9
wind-ons_4,i35541,2010,36.9293
wind-ons_5,i35542,2010,37.422
wind-ons_5,i35552,2010,150.0
wind-ons_6,i35669,2010,14.3
wind-ons_5,i35670,2010,74.2365
wind-ons_5,i35671,2010,3.4263
wind-ons_7,i35815,2010,6.4161
wind-ons_7,i35816,2010,48.861
wind-ons_1,i35844,2010,1.3
wind-ons_1,i35845,2010,24.8
wind-ons_1,i35846,2010,25.0
wind-ons_1,i35847,2010,28.8
wind-ons_5,i35920,2010,105.0
wind-ons_5,i35922,2010,84.7487
wind-ons_6,i35925,2010,14.553
wind-ons_5,i35933,2010,150.0
wind-ons_5,i36050,2010,2.1027
wind-ons_6,i36195,2010,78.9507
wind-ons_4,i36196,2010,63.2493
wind-ons_8,i36197,2010,12.139
wind-ons_1,i36224,2010,1.8
wind-ons_1,i36225,2010,32.619
wind-ons_1,i36226,2010,25.0
wind-ons_1,i36227,2010,99.0
wind-ons_6,i36305,2010,0.147
