*tech,region,sc_point_gid,year,capacity
wind-ons_4,s64,7317,2010,101.4
wind-ons_4,s64,7697,2010,104.2
wind-ons_7,s355,8728,2010,42.0
wind-ons_9,s4,9165,2010,44.0
wind-ons_6,s4,9166,2010,137.5
wind-ons_6,s4,9546,2010,91.1
wind-ons_4,s99,10440,2010,118.5
wind-ons_3,s99,10441,2010,40.5
wind-ons_7,s99,10810,2010,149.0
wind-ons_4,s99,10820,2010,40.5
wind-ons_7,s64,11880,2010,9.0
wind-ons_5,s99,12322,2010,4.5
wind-ons_6,s99,12324,2010,11.9
wind-ons_3,s99,12702,2010,115.5
wind-ons_5,s99,12703,2010,2.6
wind-ons_6,s356,12911,2010,57.0
wind-ons_7,s5,12959,2010,92.3
wind-ons_7,s9,12978,2010,149.4
wind-ons_6,s9,12979,2010,78.0
wind-ons_8,s5,13339,2010,44.0
wind-ons_7,s5,13342,2010,199.0
wind-ons_7,s9,13350,2010,95.0
wind-ons_7,s9,13358,2010,7.2
wind-ons_5,s9,13359,2010,156.0
wind-ons_7,s5,13718,2010,99.0
wind-ons_6,s5,13719,2010,163.2
wind-ons_7,s5,13720,2010,94.0
wind-ons_8,s5,13721,2010,98.9
wind-ons_6,s5,13722,2010,204.0
wind-ons_8,s9,13731,2010,176.9
wind-ons_6,s16,14100,2010,163.3
wind-ons_9,s16,14104,2010,9.9
wind-ons_10,s16,14107,2010,5.0
wind-ons_10,s16,14110,2010,25.0
wind-ons_7,s16,14111,2010,122.8
wind-ons_7,s16,14112,2010,43.0
wind-ons_7,s16,14478,2010,75.0
wind-ons_5,s16,14480,2010,221.0
wind-ons_9,s16,14484,2010,98.7
wind-ons_9,s16,14486,2010,8.3
wind-ons_10,s16,14487,2010,10.0
wind-ons_7,s16,14493,2010,98.9
wind-ons_6,s125,14655,2010,25.0
wind-ons_7,s16,14858,2010,24.0
wind-ons_6,s16,14859,2010,125.4
wind-ons_6,s16,14860,2010,100.8
wind-ons_8,s16,14861,2010,102.9
wind-ons_8,s16,14864,2010,72.0
wind-ons_9,s16,14866,2010,9.9
wind-ons_8,s16,14867,2010,10.0
wind-ons_1,s355,15175,2010,66.0
wind-ons_6,s16,15239,2010,76.5
wind-ons_8,s16,15241,2010,96.6
wind-ons_8,s16,15242,2010,100.5
wind-ons_8,s16,15247,2010,9.9
wind-ons_8,s16,15248,2010,6.6
wind-ons_4,s99,15383,2010,49.5
wind-ons_8,s16,15626,2010,3.3
wind-ons_8,s16,15627,2010,1.7
wind-ons_3,s100,15742,2010,50.6
wind-ons_3,s100,15743,2010,44.0
wind-ons_4,s100,15745,2010,49.5
wind-ons_5,s99,15762,2010,120.0
wind-ons_8,s16,16000,2010,24.6
wind-ons_7,s16,16001,2010,25.2
wind-ons_6,s66,16069,2010,135.0
wind-ons_4,s100,16126,2010,18.0
wind-ons_5,s102,16143,2010,148.5
wind-ons_5,s100,16503,2010,4.0
wind-ons_5,s100,16505,2010,31.5
wind-ons_5,s102,16522,2010,48.0
wind-ons_6,s120,16532,2010,0.931
wind-ons_6,s120,16910,2010,0.7
wind-ons_6,s120,16912,2010,0.969
wind-ons_6,s120,17290,2010,0.7
wind-ons_6,s356,17465,2010,4.5
wind-ons_7,s356,17470,2010,4.5
wind-ons_7,s19,18295,2010,100.7
wind-ons_4,s96,18763,2010,30.0
wind-ons_6,s338,18954,2010,60.5
wind-ons_5,s338,18956,2010,40.0
wind-ons_6,s338,18957,2010,97.5
wind-ons_7,s211,19265,2010,1.8
wind-ons_3,s338,19335,2010,106.5
wind-ons_5,s338,19336,2010,81.0
wind-ons_3,s101,19556,2010,61.5
wind-ons_2,s101,20696,2010,180.0
wind-ons_6,s121,22235,2010,0.4
wind-ons_8,s337,23509,2010,16.5
wind-ons_8,s192,23803,2010,0.7
wind-ons_6,s337,23887,2010,68.5
wind-ons_8,s337,23889,2010,27.5
wind-ons_8,s193,24182,2010,0.1
wind-ons_8,s192,24183,2010,0.7
wind-ons_6,s336,24266,2010,3.05
wind-ons_4,s337,24268,2010,68.5
wind-ons_2,s354,24291,2010,24.0
wind-ons_7,s122,24512,2010,0.931
wind-ons_6,s122,24513,2010,0.931
wind-ons_6,s122,24515,2010,0.017
wind-ons_6,s121,24520,2010,2.0
wind-ons_6,s121,24521,2010,2.0
wind-ons_8,s193,24562,2010,0.1
wind-ons_6,s336,24646,2010,16.5
wind-ons_6,s337,24647,2010,45.5
wind-ons_6,s337,24648,2010,45.5
wind-ons_7,s337,24649,2010,30.55
wind-ons_6,s122,24892,2010,0.969
wind-ons_6,s122,24893,2010,0.931
wind-ons_6,s122,24894,2010,0.931
wind-ons_6,s122,25272,2010,0.969
wind-ons_6,s122,25273,2010,0.969
wind-ons_6,s122,25274,2010,0.969
wind-ons_6,s122,25275,2010,0.931
wind-ons_6,s122,25276,2010,0.931
wind-ons_5,s197,25328,2010,0.8
wind-ons_5,s122,25652,2010,0.969
wind-ons_6,s122,25654,2010,0.969
wind-ons_6,s122,25655,2010,0.969
wind-ons_6,s122,25656,2010,0.931
wind-ons_6,s122,25657,2010,0.931
wind-ons_5,s352,25806,2010,5.2
wind-ons_3,s122,26032,2010,2.95
wind-ons_6,s122,26033,2010,1.9
wind-ons_6,s122,26034,2010,1.683
wind-ons_6,s122,26035,2010,0.969
wind-ons_6,s122,26036,2010,0.969
wind-ons_6,s122,26037,2010,0.931
wind-ons_6,s122,26039,2010,0.017
wind-ons_4,s110,26392,2010,40.5
wind-ons_4,s110,26394,2010,25.0
wind-ons_3,s123,26413,2010,8.4
wind-ons_4,s123,26414,2010,1.683
wind-ons_6,s123,26415,2010,1.683
wind-ons_6,s123,26416,2010,1.3
wind-ons_6,s122,26417,2010,0.969
wind-ons_6,s122,26418,2010,0.931
wind-ons_6,s122,26419,2010,0.017
wind-ons_6,s122,26420,2010,1.7
wind-ons_5,s214,26484,2010,59.0
wind-ons_8,s347,26572,2010,1.8
wind-ons_8,s44,26665,2010,21.0
wind-ons_3,s123,26794,2010,2.8
wind-ons_5,s123,26795,2010,2.1
wind-ons_6,s123,26797,2010,0.969
wind-ons_6,s122,26798,2010,0.931
wind-ons_6,s122,26799,2010,0.017
wind-ons_6,s122,26800,2010,1.7
wind-ons_9,s347,26952,2010,1.7
wind-ons_8,s44,27045,2010,21.0
wind-ons_3,s112,27171,2010,50.4
wind-ons_2,s123,27172,2010,103.5
wind-ons_3,s123,27173,2010,8.85
wind-ons_3,s123,27174,2010,3.9
wind-ons_4,s123,27175,2010,4.2
wind-ons_4,s123,27176,2010,4.2
wind-ons_6,s123,27177,2010,2.1
wind-ons_6,s122,27178,2010,0.969
wind-ons_6,s122,27179,2010,0.931
wind-ons_6,s122,27180,2010,0.017
wind-ons_6,s128,27194,2010,1.6
wind-ons_6,s218,27260,2010,52.8
wind-ons_3,s334,27308,2010,30.0
wind-ons_6,s334,27310,2010,34.5
wind-ons_5,s334,27311,2010,11.5
wind-ons_6,s47,27450,2010,64.5
wind-ons_3,s123,27552,2010,150.0
wind-ons_2,s123,27553,2010,21.9
wind-ons_4,s123,27554,2010,21.9
wind-ons_4,s123,27555,2010,2.1
wind-ons_4,s123,27556,2010,4.2
wind-ons_5,s123,27557,2010,1.683
wind-ons_6,s122,27558,2010,0.969
wind-ons_6,s122,27559,2010,0.931
wind-ons_6,s218,27640,2010,69.0
wind-ons_8,s44,27809,2010,18.9
wind-ons_9,s44,27810,2010,10.5
wind-ons_2,s123,27933,2010,49.5
wind-ons_3,s123,27934,2010,103.5
wind-ons_4,s123,27935,2010,2.0
wind-ons_4,s123,27936,2010,2.0
wind-ons_3,s123,27937,2010,2.0
wind-ons_4,s176,27938,2010,1.3
wind-ons_5,s176,27939,2010,1.0
wind-ons_5,s176,27940,2010,0.9
wind-ons_6,s176,27941,2010,0.05
wind-ons_6,s196,27985,2010,55.0
wind-ons_8,s44,28187,2010,10.5
wind-ons_3,s110,28297,2010,51.0
wind-ons_5,s123,28312,2010,5.2
wind-ons_4,s123,28313,2010,51.0
wind-ons_3,s123,28316,2010,2.0
wind-ons_4,s123,28317,2010,2.0
wind-ons_3,s176,28318,2010,1.5
wind-ons_3,s176,28319,2010,49.95
wind-ons_3,s176,28321,2010,0.9
wind-ons_5,s176,28322,2010,0.02
wind-ons_5,s128,28335,2010,8.0
wind-ons_6,s193,28365,2010,88.0
wind-ons_8,s335,28435,2010,33.0
wind-ons_6,s110,28673,2010,1.3
wind-ons_5,s123,28692,2010,2.0
wind-ons_4,s123,28693,2010,9.2
wind-ons_3,s123,28694,2010,85.5
wind-ons_4,s123,28695,2010,12.0
wind-ons_4,s123,28696,2010,10.4
wind-ons_4,s123,28697,2010,2.0
wind-ons_5,s176,28698,2010,1.5
wind-ons_4,s176,28699,2010,1.3
wind-ons_3,s176,28700,2010,15.6
wind-ons_3,s176,28701,2010,1.2
wind-ons_4,s176,28702,2010,19.98
wind-ons_5,s128,28714,2010,3.0
wind-ons_4,s128,28715,2010,32.0
wind-ons_5,s193,28745,2010,2.2
wind-ons_6,s110,29053,2010,1.3
wind-ons_4,s123,29073,2010,2.0
wind-ons_4,s123,29074,2010,132.0
wind-ons_3,s123,29075,2010,73.5
wind-ons_3,s123,29076,2010,2.0
wind-ons_4,s123,29077,2010,2.0
wind-ons_5,s176,29078,2010,2.0
wind-ons_5,s176,29079,2010,1.3
wind-ons_5,s176,29095,2010,62.0
wind-ons_5,s176,29097,2010,38.5
wind-ons_5,s193,29123,2010,0.1
wind-ons_5,s193,29124,2010,12.7
wind-ons_5,s193,29125,2010,55.0
wind-ons_6,s333,29191,2010,55.0
wind-ons_4,s123,29453,2010,2.0
wind-ons_4,s123,29457,2010,4.0
wind-ons_5,s123,29458,2010,4.0
wind-ons_5,s176,29459,2010,4.0
wind-ons_4,s176,29460,2010,2.0
wind-ons_4,s176,29461,2010,99.0
wind-ons_4,s176,29462,2010,100.5
wind-ons_5,s176,29464,2010,0.9
wind-ons_5,s176,29465,2010,0.9
wind-ons_4,s176,29476,2010,100.5
wind-ons_5,s176,29477,2010,93.5
wind-ons_7,s193,29499,2010,0.1
wind-ons_5,s193,29503,2010,30.0
wind-ons_6,s193,29504,2010,99.0
wind-ons_6,s333,29571,2010,57.0
wind-ons_4,s333,29572,2010,43.5
wind-ons_3,s333,29573,2010,82.5
wind-ons_5,s335,29582,2010,54.5
wind-ons_6,s123,29832,2010,11.6
wind-ons_4,s123,29838,2010,4.0
wind-ons_5,s176,29839,2010,8.4
wind-ons_4,s176,29841,2010,1.3
wind-ons_5,s176,29843,2010,0.9
wind-ons_5,s176,29844,2010,2.1
wind-ons_5,s176,29846,2010,1.3
wind-ons_5,s176,29847,2010,1.3
wind-ons_4,s176,29856,2010,9.8
wind-ons_5,s176,29857,2010,7.1
wind-ons_8,s333,29948,2010,20.0
wind-ons_4,s333,29952,2010,88.0
wind-ons_4,s333,29953,2010,12.5
wind-ons_6,s123,30212,2010,3.8
wind-ons_6,s123,30214,2010,2.0
