,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p1,0.016797146,10.33332393,24.6008,61.2106,100.9597,157.7081,165.4821,187.1495,234.523,316.3232,451.8297,543.5944,614.1916,665.4748,702.1401,746.2753,789.1454,846.517,888.5776,924.4622,1005.9891
p10,534.6252872,865.8653054,1686.3584,3166.3996,4730.9071,5584.3862,6374.3806,6543.7407,6829.6215,7284.1043,7963.7113,8516.2656,8969.9046,9376.5255,9701.2228,10031.5933,10342.1539,11047.7552,11629.776,12049.9625,12143.994
p100,0,0,0.4849,1.3244,3.0727,7.1956,13.5859,23.4076,28.825,40.2563,59.039,75.2618,89.6488,101.4868,111.2763,122.118,136.0139,150.3093,164.7391,176.6214,189.9611
p101,8.377123095,26.91038637,62.1089,106.2429,209.9749,425.8505,751.5103,1237.8257,1984.2348,3057.1675,4578.1846,5973.3044,6247.1883,6481.5414,6675.1223,6867.5788,7109.3688,7187.9101,7252.6484,7314.1664,7952.7849
p102,5.087078563,14.23755315,24.7486,45.7359,113.2371,227.0206,373.1932,600.7952,963.6285,1484.5786,2201.6188,2796.5071,2904.0766,2992.4411,3065.5288,3140.7653,3250.8809,3268.3463,3286.7207,3316.9067,3629.4605
p103,0,0,12.8001,25.1616,44.7115,61.4277,85.6682,131.78,239.3567,473.5717,911.0094,1433.3285,1990.1831,2502.3485,2921.6985,3289.9732,3720.8905,4160.5679,4532.7971,4889.1472,5235.1809
p104,0,0,0.9612,2.11,3.6619,4.7389,6.3495,9.2776,15.5653,27.7596,47.7361,70.0734,93.2949,114.6221,132.7394,148.8065,171.864,197.2296,223.2267,251.4418,282.1961
p105,0,0,3.5021,9.2659,42.873,66.3587,100.451,117.4439,154.1286,231.1383,387.4257,501.7543,661.4382,819.45,976.728,1148.0407,1362.3765,1604.8162,1835.513,2045.2598,2250.0739
p106,0,0,1.2176,3.3936,14.6321,24.2839,40.0653,45.4475,55.496,75.5057,128.2676,159.5834,197.9,237.9122,282.2958,336.8977,413.1705,501.8295,580.7401,632.2655,672.9269
p107,0,0,1.5393,4.4694,20.3326,42.6392,69.1886,82.2326,110.6135,167.875,290.407,382.5761,512.7787,641.1418,764.9015,894.6578,1042.3887,1195.864,1327.42,1434.2665,1542.1944
p108,0,0,0.115,0.4984,4.4632,4.4632,4.4632,4.4632,4.4632,4.5709,5.579,7.1843,9.514,12.7261,17.0871,23.0383,31.2584,43.3201,58.4434,75.4543,107.5924
p109,0,0,0.2144,0.9447,5.8344,5.8344,5.8344,5.8344,5.8344,6.3686,10.1329,16.0783,25.1927,38.6862,58.2246,86.4378,127.803,189.7639,272.5789,343.1341,507.903
p11,107.3777754,132.949176,225.0301,482.6307,730.6051,915.5411,1082.7425,1103.5371,1143.0299,1197.9307,1286.9658,1360.5533,1428.6089,1494.1895,1536.9461,1575.8953,1612.4585,1759.3098,1875.8132,1949.7938,1953.7926
