name,lon,lat
Andaman and Nicobar,92.67172344571723,11.977805261458935
Andhra Pradesh,79.9272116089905,15.711863449398402
Arunachal Pradesh,94.67515240785227,28.038730739604347
Assam,92.8303638811626,26.357128457488603
Bihar,85.60483355969176,25.67965464793854
Chandigarh,76.7682781282408,30.73383896561792
Chhattisgarh,82.03536607341891,21.26470477482422
Dadra and Nagar Haveli,70.78684753790493,20.84041963456355
Dadra and Nagar Haveli,73.04129962012196,20.195280885670737
Daman and Diu,70.94869266273714,20.713301718908777
Daman and Diu,72.84210712244659,20.414068923727466
Delhi,77.10897959885206,28.646519011529378
Goa,74.05787558975459,15.359536265091661
Gujarat,71.5317882299813,22.676118906382314
Haryana,76.332568168598,29.200363328659808
Himachal Pradesh,77.23331417804408,31.927766920436742
Jammu And Kashmir,76.34819794912643,34.64880839811211
Jharkhand,85.55763149002036,23.654535855343003
Karnataka,76.16645569852729,14.705170374637568
Kerala,76.40061463981462,10.453201147846297
Lakshadweep,72.63730100269254,10.566393170080579
Madhya Pradesh,78.28914974188443,23.541193707930386
Maharashtra,76.10971249698402,19.44948480117013
Manipur,93.88263120772427,24.739137199857993
Meghalaya,91.27888215919818,25.53693419389832
Mizoram,92.838220339149,23.309380892337046
Nagaland,94.47034720220829,26.06717908423944
Orissa,84.42155900756335,20.504616105168814
Puducherry Karaikal,79.79652665487025,10.913493736403849
Puducherry Mahe,75.28613228472227,12.07424171737761
Puducherry Pondicherry,79.74830005525905,11.909316151042084
Puducherry Yanam,82.24095003005276,16.717294494757247
Punjab,75.40718462486103,30.842019779706664
Rajasthan,73.84798095340079,26.583405999245734
Sikkim,88.47271179754426,27.571671440336516
Tamil Nadu,78.40019247057037,11.00463131761902
Telangana,79.05945704587296,17.794839951526
Tripura,91.74356475332587,23.74678301845803
Uttar Pradesh,80.56062412823108,26.92511654221912
Uttarakhand,79.19908783361487,30.15649985253177
West Bengal,87.98080060660257,23.816966440415214
