r,t,Value
p1,2010,1.0
p1,2012,1.00479542199173
p1,2014,1.0153120217312699
p1,2016,1.02460919553921
p1,2018,1.03278864695183
p1,2020,1.0399479907622
p1,2022,1.0461807530202198
p1,2024,1.05157637103255
p1,2026,1.05622019336272
p1,2028,1.06019347983101
p1,2030,1.06357340151453
p1,2032,1.0664330407472
p1,2034,1.06884139111973
p1,2036,1.07086335747965
p1,2038,1.07255975593129
p1,2040,1.07398731383579
p1,2042,1.07519866981108
p1,2044,1.07624237373192
p1,2046,1.07716288672985
p1,2048,1.07800058119323
p1,2050,1.0787917407672398
p1,2052,1.07956856035383
p1,2054,1.08035914611179
p1,2056,1.0811875154566999
p1,2058,1.0820735970609399
p1,2060,1.08303323085371
p1,2062,1.08407816802101
p1,2064,1.08521607100564
p1,2066,1.0864505135071998
p1,2068,1.0877809804821301
p1,2070,1.08920286814363
p1,2072,1.0907074839617399
p1,2074,1.09228204666329
p1,2076,1.09390968623191
p1,2078,1.09556944390806
p1,2080,1.09723627218898
p1,2082,1.09888103482873
p1,2084,1.10047050683816
p1,2086,1.10196737448496
p1,2088,1.10333023529359
p1,2090,1.10451359804533
p1,2092,1.10546788277826
p1,2094,1.1061394207872701
p1,2096,1.10647045462407
p1,2098,1.1063991380971498
p2,2010,1.0
p2,2012,1.0324382141595698
p2,2014,1.04614722222269
p2,2016,1.05773558104735
p2,2018,1.06741473926715
p2,2020,1.07538687382256
p2,2022,1.08184488996087
p2,2024,1.08697242123623
p2,2026,1.09094382950964
p2,2028,1.09392420494893
p2,2030,1.0960693660288099
p2,2032,1.09752585953079
p2,2034,1.09843096054327
p2,2036,1.09891267246148
p2,2038,1.09908972698749
p2,2040,1.0990715841302299
p2,2042,1.09895843220546
p2,2044,1.0988411878358
p2,2046,1.09880149595072
p2,2048,1.09891172978653
p2,2050,1.09923499088639
p2,2052,1.0998251091003002
p2,2054,1.10072664258511
p2,2056,1.10197487780452
p2,2058,1.1035958295290802
p2,2060,1.10560624083619
p2,2062,1.1080135831100701
p2,2064,1.11081605604182
p2,2066,1.11400258762937
p2,2068,1.1175528341775
p2,2070,1.12143718029784
p2,2072,1.12561673890886
p2,2074,1.1300433512358798
p2,2076,1.13465958681108
p2,2078,1.1393987434734598
p2,2080,1.1441848473688898
p2,2082,1.14893265295007
p2,2084,1.15354764297657
p2,2086,1.1579260285147799
p2,2088,1.16195474893795
p2,2090,1.1655114719261899
p2,2092,1.16846459346643
p2,2094,1.17067323785246
p2,2096,1.17198725768493
p2,2098,1.1722472338713001
p3,2010,1.0
p3,2012,1.03216932686685
p3,2014,1.05005107417351
p3,2016,1.06540368639881
p3,2018,1.07846965980066
p3,2020,1.08948088150425
p3,2022,1.09865862950204
p3,2024,1.10621357265378
p3,2026,1.1123457706865
p3,2028,1.11724467419448
p3,2030,1.1210891246393002
p3,2032,1.12404735434981
p3,2034,1.1262769865221398
p3,2036,1.12792503521969
p3,2038,1.1291279053731398
p3,2040,1.13001139278045
p3,2042,1.13069068410685
p3,2044,1.1312703568848501
p3,2046,1.13184437951424
p3,2048,1.1324961112620802
p3,2050,1.1332983022627
p3,2052,1.13431309351774
p3,2054,1.13559201689607
p3,2056,1.13717599513388
p3,2058,1.1390953418345902
p3,2060,1.14136976146895
p3,2062,1.14400834937495
