r,szn,ddtype,t,Value
p1,fall,cdd,2010,8.638518651
p1,fall,hdd,2010,447.1106296
p1,spri,cdd,2010,2.020301421
p1,spri,hdd,2010,960.7565647
p1,summ,cdd,2010,58.62763723
p1,summ,hdd,2010,319.9621243
p1,wint,cdd,2010,0.004610388
p1,wint,hdd,2010,1873.108724
p2,fall,cdd,2010,23.02983814
p2,fall,hdd,2010,350.2708944
p2,spri,cdd,2010,7.081867324
p2,spri,hdd,2010,826.3174098999999
p2,summ,cdd,2010,149.2469279
p2,summ,hdd,2010,205.61097890000002
p2,wint,cdd,2010,0.34397294100000003
p2,wint,hdd,2010,1783.588732
p3,fall,cdd,2010,18.5053783
p3,fall,hdd,2010,400.98202180000004
p3,spri,cdd,2010,6.760755645
p3,spri,hdd,2010,882.9745822000001
p3,summ,cdd,2010,204.2099169
p3,summ,hdd,2010,129.83167859999998
p3,wint,cdd,2010,0.31943159
p3,wint,hdd,2010,2131.2386070000002
p4,fall,cdd,2010,34.27497864
p4,fall,hdd,2010,315.0815498
p4,spri,cdd,2010,13.42532052
p4,spri,hdd,2010,724.4722492999999
p4,summ,cdd,2010,317.2363959
p4,summ,hdd,2010,56.26177894
p4,wint,cdd,2010,0.73635353
p4,wint,hdd,2010,2066.148139
p5,fall,cdd,2010,22.29328367
p5,fall,hdd,2010,344.30925160000004
p5,spri,cdd,2010,4.591144456
p5,spri,hdd,2010,860.2715386
p5,summ,cdd,2010,108.7730492
p5,summ,hdd,2010,209.6449449
p5,wint,cdd,2010,0.066832052
p5,wint,hdd,2010,1693.796387
p6,fall,cdd,2010,17.95993169
p6,fall,hdd,2010,349.29877389999996
p6,spri,cdd,2010,5.00389311
p6,spri,hdd,2010,923.1192356
p6,summ,cdd,2010,111.15564979999999
p6,summ,hdd,2010,199.6140205
p6,wint,cdd,2010,0.044142898
p6,wint,hdd,2010,1738.648682
p7,fall,cdd,2010,15.24266667
p7,fall,hdd,2010,442.3136732
p7,spri,cdd,2010,3.6205985810000003
p7,spri,hdd,2010,1016.1767580000001
p7,summ,cdd,2010,188.0686273
p7,summ,hdd,2010,157.8824361
p7,wint,cdd,2010,0.0437914
p7,wint,hdd,2010,2270.099013
p8,fall,cdd,2010,12.19753159
p8,fall,hdd,2010,418.6114502
p8,spri,cdd,2010,3.319879638
p8,spri,hdd,2010,1054.519043
p8,summ,cdd,2010,124.7372945
p8,summ,hdd,2010,194.6959771
p8,wint,cdd,2010,0.032086872999999995
p8,wint,hdd,2010,2088.878988
p9,fall,cdd,2010,119.1455163
p9,fall,hdd,2010,107.61071100000001
p9,spri,cdd,2010,42.99737718
p9,spri,hdd,2010,465.0146823
p9,summ,cdd,2010,329.7020467
p9,summ,hdd,2010,75.20807054
p9,wint,cdd,2010,1.7972917030000002
p9,wint,hdd,2010,1075.738932
p10,fall,cdd,2010,215.8022902
p10,fall,hdd,2010,59.70422109
p10,spri,cdd,2010,96.14123027
p10,spri,hdd,2010,362.11693660000003
p10,summ,cdd,2010,568.1355116000001
p10,summ,hdd,2010,25.11588415
p10,wint,cdd,2010,17.03863568
p10,wint,hdd,2010,881.3092719
p11,fall,cdd,2010,193.0315314
p11,fall,hdd,2010,64.6013387
p11,spri,cdd,2010,62.81283908
p11,spri,hdd,2010,389.05039469999997
p11,summ,cdd,2010,499.8909844
p11,summ,hdd,2010,19.52375412
p11,wint,cdd,2010,12.14318593
p11,wint,hdd,2010,858.4460449
p12,fall,cdd,2010,26.02466583
p12,fall,hdd,2010,358.8527086
p12,spri,cdd,2010,7.305729124
p12,spri,hdd,2010,970.4812283
p12,summ,cdd,2010,240.3554111
p12,summ,hdd,2010,111.7262183
p12,wint,cdd,2010,0.09634715
p12,wint,hdd,2010,2091.592475
p13,fall,cdd,2010,271.36447480000004
p13,fall,hdd,2010,80.9835985
p13,spri,cdd,2010,174.8743523
p13,spri,hdd,2010,319.2926025
p13,summ,cdd,2010,968.2200114
p13,summ,hdd,2010,5.96300602
p13,wint,cdd,2010,16.39918433
p13,wint,hdd,2010,1213.310547
p14,fall,cdd,2010,10.59033076
p14,fall,hdd,2010,486.89931229999996
p14,spri,cdd,2010,2.882529895
p14,spri,hdd,2010,1037.2554519999999
p14,summ,cdd,2010,122.5267283
p14,summ,hdd,2010,197.2599114
p14,wint,cdd,2010,0.062344157000000004
p14,wint,hdd,2010,2261.616482
p15,fall,cdd,2010,43.55119069
p15,fall,hdd,2010,314.5386759
p15,spri,cdd,2010,15.86515639
p15,spri,hdd,2010,791.311103
p15,summ,cdd,2010,378.79933680000005
p15,summ,hdd,2010,82.67410278
p15,wint,cdd,2010,0.093363863
p15,wint,hdd,2010,2062.977295
p16,fall,cdd,2010,12.98046112
p16,fall,hdd,2010,487.98336449999994
p16,spri,cdd,2010,2.2995948790000003
p16,spri,hdd,2010,1126.838989
p16,summ,cdd,2010,138.0588108
p16,summ,hdd,2010,174.5429145
p16,wint,cdd,2010,0.095001318
p16,wint,hdd,2010,2592.828505
p17,fall,cdd,2010,3.9301853710000003
p17,fall,hdd,2010,678.9122179
p17,spri,cdd,2010,0.20402135100000002
p17,spri,hdd,2010,1355.1875810000001
p17,summ,cdd,2010,42.35431671
p17,summ,hdd,2010,370.2869331
p17,wint,cdd,2010,0.00218588
p17,wint,hdd,2010,2808.2256399999997
p18,fall,cdd,2010,12.97468715
p18,fall,hdd,2010,556.6652425
p18,spri,cdd,2010,1.689688894
p18,spri,hdd,2010,1286.664632
p18,summ,cdd,2010,104.27731829999999
p18,summ,hdd,2010,262.3273722
p18,wint,cdd,2010,0.06731951
p18,wint,hdd,2010,2694.892849
p19,fall,cdd,2010,32.52525965
p19,fall,hdd,2010,441.80138480000005
p19,spri,cdd,2010,10.23277813
p19,spri,hdd,2010,1193.411865
p19,summ,cdd,2010,257.8224013
p19,summ,hdd,2010,92.30460273
p19,wint,cdd,2010,0.442654259
p19,wint,hdd,2010,2972.779948
p20,fall,cdd,2010,33.25688256
p20,fall,hdd,2010,372.7227105
p20,spri,cdd,2010,6.826349894
p20,spri,hdd,2010,1018.369141
p20,summ,cdd,2010,281.4053684
p20,summ,hdd,2010,77.93898688
p20,wint,cdd,2010,0.169818219
p20,wint,hdd,2010,2426.772732
p21,fall,cdd,2010,8.168825573
p21,fall,hdd,2010,610.7971191
p21,spri,cdd,2010,0.658304161
