,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p1,0.016797146,10.33332393,21.31,50.521,77.129,86.926,89.981,92.285,101.032,121.379,169.556,220.395,241.869,265.344,281.516,310.01,321.454,352.152,357.906,371.482,400.602
p10,534.6252872,865.8653054,1726.34,3294.041,4880.172,5677.416,5756.275,5825.123,5923.677,6064.243,6223.734,6363.091,6469.17,6585.969,6682.239,6794.096,6915.809,7050.829,7133.969,7135.863,7177.253
p100,0,0,0.591,1.785,4.247,6.508,8.903,12.091,16.91,23.258,31.473,38.575,44.359,49.201,52.874,56.307,58.593,61.035,61.813,64.379,64.969
p101,8.377123095,26.91038637,61.955,111.112,234.893,477.175,849.522,1366.285,2090.536,3014.65,4173.331,5249.982,6187.082,6328.926,6478.19,6644.604,6770.033,6890.934,6997.929,7100.324,7185.364
p102,5.087078563,14.23755315,24.944,41.065,90.169,192.96,324.658,509.778,796.075,1199.66,1745.951,2288.776,2776.518,2863.291,2943.53,3022.726,3079.354,3132.286,3175.89,3216.936,3252.829
p103,0,0,13.51,26.959,47.445,59.587,78.62,112.402,173.9,286.593,465.058,684.799,910.985,1118.296,1282.104,1409.206,1491.277,1555.197,1576.93,1641.12,1681.965
p104,0,0,0.875,1.796,3.21,3.936,5.124,7.215,11.01,17.576,28.069,41.463,56.318,70.222,82.582,93.709,101.715,107.916,110.531,115.726,116.604
p105,0,0,3.58,9.997,44.204,77.142,122.408,138.008,163.276,201.82,257.841,323.769,392.015,458.033,515.75,569.182,613.886,656.687,680.4,729.69,749.861
p106,0,0,1.194,3.022,15.16,25.926,35.939,37.277,40.291,46.262,55.79,67.729,82.604,100.567,119.547,138.688,155.426,170.701,181.101,202.628,212.037
p107,0,0,1.485,4.11,18.474,36.508,60.776,67.785,79.575,97.747,124.8,158.48,196.832,238.081,280.614,321.427,357.63,391.462,412.013,446.623,462.144
p108,0,0,0.132,0.534,5.262,6.32,7.5,9.085,11.423,14.834,19.718,26.036,33.869,43.275,53.973,65.853,78.094,90.035,100.618,111.58,120.632
p109,0,0,0.093,0.292,4.176,4.924,5.377,5.955,6.994,8.82,11.929,16.445,22.721,31.463,43.407,59.623,80.309,106.903,138.103,177.888,217.862
p11,107.3777754,132.949176,214.999,438.917,683.871,831.978,841.018,847.636,859.886,876.12,891.287,904.712,916.278,926.806,935.88,945.393,952.077,959.41,965.747,966.897,974.225
p110,0,0,0.115,0.427,2.997,3.782,4.669,5.842,7.621,10.264,14.198,19.444,26.141,34.372,43.928,54.559,65.378,76.174,85.491,94.965,101.924
p111,0.030012846,18.41141759,24.758,30.943,44.784,54.686,71.216,98.305,142.292,211.78,319.116,469.712,663.68,891.598,1131.231,1368.892,1571.597,1750.882,1757.524,1765.774,1769.12
p112,0,15.96889695,36.335,44.275,60.949,67.013,76.15,90.519,113.447,149.012,203.161,278.056,373.668,486.668,607.751,730.91,840.635,939.892,948.11,959.384,966.16
p113,0.00074308,3.858751976,6.423,7.965,11.663,14.292,18.648,26.014,38.395,58.663,90.778,137.411,199.312,273.733,353.392,431.284,496.871,551.226,551.671,552.549,552.643
p114,0,5.660933492,10.532,12.793,17.833,20.391,24.723,32.369,45.596,67.917,104.444,159.783,236.503,332.844,440.508,550.41,647.104,729.395,732.351,736.309,738.303
p115,0.438228156,35.5977707,68.316,92.895,122.919,189.552,237.094,287.87,354.043,438.593,554.937,669.17,796.153,933.36,1057.212,1174.682,1178.835,1183.222,1183.814,1188.381,1189.009
p116,0,0,21.42,35.272,49.132,49.753,50.285,50.997,52.243,54.319,57.688,62.568,69.501,79.052,91.77,107.955,126.877,147.998,168.358,189.346,205.985
p117,0,0,3.81,5.395,6.654,6.668,6.681,6.695,6.714,6.747,6.926,7.231,7.742,8.565,9.893,11.959,15.044,19.579,25.737,34.137,43.797
p118,0,0,1.259,3.229,7.129,8.711,10.4,12.827,16.752,22.581,31.262,41.173,53.256,69.371,89.715,112.615,132.448,148.902,157.277,167.343,169.913
p119,0.123533323,4.106571736,9.508,10.667,12.193,12.994,13.965,15.593,18.765,23.779,31.493,41.485,53.408,66.217,78.346,89.227,89.859,90.519,90.808,91.553,92.278
p12,0.408189973,14.22757422,17.42,56.65,82.04,83.304,83.424,83.516,83.936,85.086,85.888,86.872,87.581,88.074,88.861,90.823,91.992,94.569,97.835,99.859,105.903
p120,0.304902382,2.880211639,7.697,8.689,9.811,10.209,10.462,11.182,12.801,15.83,20.777,27.331,34.809,42.652,50.064,56.361,56.961,57.498,57.594,57.964,57.99
p121,0,8.308360209,28.362,69.686,106.535,122.703,127.189,129.513,138.521,151.689,173.386,193.503,194.968,197.38,200.085,203.72,206.092,209.452,210.234,212.577,213.274
p122,2.438565672,132.0154459,137.705,167.522,250.507,379.595,543.174,735.961,977.802,1260.305,1588.544,1875.942,2147.7,2448.381,2794.306,3178.999,3224.438,3263.048,3285.67,3312.915,3336.604
p123,0.002115553,75.49163979,173.299,566.529,842.048,954.818,1007.104,1042.125,1108.462,1205.315,1358.526,1498.81,1516.518,1542.702,1573.478,1607.108,1632.422,1658.814,1669.593,1694.423,1720.241
p124,0,0,0.062,0.156,0.323,0.427,0.528,0.638,0.812,1.102,1.614,2.362,3.351,4.636,6.068,7.555,8.693,9.669,10.076,10.817,11.497
p125,0.947636682,17.6,27.561,62.168,92.367,110.189,125.036,138.655,156.133,178.431,205.863,227.843,245.762,264.652,286.126,308.503,328.913,332.445,334.969,368.631,371.167
p126,4.57672123,816.9,1210.57,1625.246,2169.931,2496.31,2727.435,2895.415,3096.634,3327.784,3647.081,3954.616,4236.39,4250.933,4270.203,4655.211,4661.662,4671.268,4675.513,4688.506,4702.513
p127,3.257673856,107.8581726,274.804,658.355,1161.481,1340.583,1366.771,1392.382,1429.793,1482.772,1552.415,1599.184,1641.733,1701.486,1772.661,1858.176,1942.802,2015.599,2068.119,2088.967,2116.097
p128,7.216393541,16.04182742,59.896,192.332,338.185,483.461,528.474,572.767,622.313,679.726,754.522,799.753,839.807,909.466,985.719,1068.034,1138.142,1192.208,1228.509,1245.483,1261.299
p129,0.188722468,8.9,26.012,101.072,137.683,151.019,160.072,168.279,180.395,196.442,217.482,239.536,263.128,289.322,294.961,300.981,306.648,312.189,317.018,322.073,327.625
p13,0.543822861,29.67242578,65.777,199.668,281.45,294.289,297.528,299.553,302.199,308.381,311.659,315.493,317.908,319.219,321.141,324.489,327.89,337.76,346.237,353.188,366.599
p130,0,0,5.181,52.207,85.544,101.285,103.228,104.8,106.91,109.863,113.908,117.428,120.501,123.816,127.463,131.639,134.77,137.941,140.854,144.924,151.285
p131,2.936474285,178.4,681.585,1491.897,2384.945,2641.103,2835.266,2874.486,2915.277,2966.389,3028.623,3083.231,3136.57,3201.38,3271.547,3334.26,3384.3,3423.367,3460.832,3492.113,3511.854
