,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p1,0.016797146,10.33332393,21.424,50.807,77.342,86.84,89.494,90.802,97.69,117.73,164.989,224.501,250.014,275.825,295.753,317.942,331.866,354.405,366.446,366.448,367.052
p10,534.6252872,865.8653054,1725.778,3291.036,4876.861,5681.115,5761.413,5833.177,5935.691,6090.612,6253.309,6396.31,6515.407,6633.501,6744.954,6857.417,6980.138,7086.025,7168.221,7232.172,7267.153
p100,0,0,0.591,1.676,3.987,6.235,8.688,12.027,17.199,24.119,32.889,40.507,46.648,51.902,55.985,59.942,63.114,66.216,68.3,68.995,70.418
p101,8.377123095,26.91038637,61.362,110.531,232.902,480.325,858.477,1386.864,2124.592,3062.992,4245.154,5339.552,6293.994,6440.729,6595.585,6765.598,6900.613,7067.435,7195.342,7328.889,7476.26
p102,5.087078563,14.23755315,25.651,41.925,93.125,205.61,353.105,555.452,859.105,1277.363,1832.585,2373.082,2854.324,2933.086,3009.58,3092.841,3155.375,3235.262,3297.301,3367.66,3455.719
p103,0,0,13.344,26.583,46.845,59.56,78.881,113.143,176.79,292.018,475.206,700.02,934.616,1154.068,1325.221,1446.972,1549.882,1637.261,1683.998,1752.58,1809.945
p104,0,0,1.037,2.16,3.79,4.559,5.822,8.058,12.226,19.328,30.691,45.647,61.85,77.766,91.516,103.321,112.373,119.506,123.842,126.04,128.339
p105,0,0,3.58,9.877,44.408,78.441,126.865,143.374,170.464,211.638,270.627,340.156,413.774,489.188,555.93,619.83,675.349,731.774,775.345,814.878,856.398
p106,0,0,1.209,3.1,14.815,25.903,37.154,39.135,42.663,48.771,60.092,74.258,89.78,111.572,133.292,156.354,179.965,200.105,216.413,230.87,246.325
p107,0,0,1.471,4.152,18.615,37.236,63.115,70.834,83.489,103.101,132.009,168.084,209.844,260.819,308.045,354.468,396.913,437.383,470.844,500.33,529.854
p108,0,0,0.13,0.606,5.388,6.543,7.853,9.607,12.223,15.953,21.302,28.188,36.753,47.084,58.91,72.191,85.885,99.987,113.508,126.237,138.176
p109,0,0,0.111,0.346,4.411,5.271,5.863,6.626,8.005,10.398,14.411,20.197,28.348,39.782,55.295,76.116,102.774,136.968,178.676,226.376,278.883
p11,107.3777754,132.949176,215.19,438.947,683.958,832.218,841.527,848.175,860.673,878.201,894.542,908.62,920.623,931.787,942.262,948.715,955.088,962.373,969.69,975.688,980.345
p110,0,0,0.108,0.375,2.828,3.595,4.458,5.605,7.334,9.958,13.822,19.041,25.817,34.267,44.26,55.67,67.638,79.643,90.728,100.384,108.944
p111,0.030012846,18.41141759,24.624,30.723,44.063,53.414,69.117,95.1,137.605,205.361,310.813,460.647,656.654,890.885,1143.696,1404.027,1636.227,1654.971,1669.103,1679.96,1688.106
p112,0,15.96889695,36.333,44.238,60.859,67.121,76.536,91.254,114.711,151.103,206.686,283.712,382.982,501.122,628.344,759.905,881.807,898.511,913.525,926.476,938.525
p113,0.00074308,3.858751976,6.393,7.922,11.549,14.14,18.455,25.773,38.153,58.484,90.809,137.933,201.054,277.553,360.231,443.329,517.076,521.308,524.404,525.328,526.976
p114,0,5.660933492,10.698,13.093,18.757,22.701,29.35,40.386,58.551,87.464,132.423,196.015,279.295,379.454,487.374,596.256,695.619,705.489,712.947,717.351,722.117
p115,0.438228156,35.5977707,68.318,93.679,125.241,190.326,240.777,295.721,366.628,462.39,581.476,703.082,832.927,973.909,1107.51,1119.425,1127.906,1135.059,1140.767,1143.768,1361.359
