,,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17
1,class10,1.467953718,1.955912155,1.09445991,0.900764716,1.153112955,1.425716665,1.359044261,0.977218555,0.684764373,0.772073433,0.846353676,0.700044461,1.037922768,1.130820906,0.873463229,0.802830692,1.09445991
1,class7,1.467953718,1.955912155,1.09445991,0.900764716,1.153112955,1.425716665,1.359044261,0.977218555,0.684764373,0.772073433,0.846353676,0.700044461,1.037922768,1.130820906,0.873463229,0.802830692,1.09445991
1,class8,1.467953718,1.955912155,1.09445991,0.900764716,1.153112955,1.425716665,1.359044261,0.977218555,0.684764373,0.772073433,0.846353676,0.700044461,1.037922768,1.130820906,0.873463229,0.802830692,1.09445991
1,class9,1.467953718,1.955912155,1.09445991,0.900764716,1.153112955,1.425716665,1.359044261,0.977218555,0.684764373,0.772073433,0.846353676,0.700044461,1.037922768,1.130820906,0.873463229,0.802830692,1.09445991
2,class10,1.878080798,1.874237633,1.407016905,1.72621556,1.429236206,1.585671157,1.603148638,1.442724107,0.867452703,0.890765634,0.91177625,0.878956651,1.109986299,1.134680644,0.950880656,1.088486175,1.407016905
2,class9,1.878080798,1.874237633,1.407016905,1.72621556,1.429236206,1.585671157,1.603148638,1.442724107,0.867452703,0.890765634,0.91177625,0.878956651,1.109986299,1.134680644,0.950880656,1.088486175,1.407016905
3,class10,1.641499703,1.766780138,1.46565715,1.350728981,1.138052145,1.419578879,1.453271686,1.136720301,0.762731292,0.79541141,0.92097894,0.803294492,0.965613964,1.145846009,1.021849019,0.91475937,1.46565715
3,class7,1.641499703,1.766780138,1.46565715,1.350728981,1.138052145,1.419578879,1.453271686,1.136720301,0.762731292,0.79541141,0.92097894,0.803294492,0.965613964,1.145846009,1.021849019,0.91475937,1.46565715
3,class8,1.641499703,1.766780138,1.46565715,1.350728981,1.138052145,1.419578879,1.453271686,1.136720301,0.762731292,0.79541141,0.92097894,0.803294492,0.965613964,1.145846009,1.021849019,0.91475937,1.46565715
3,class9,1.641499703,1.766780138,1.46565715,1.350728981,1.138052145,1.419578879,1.453271686,1.136720301,0.762731292,0.79541141,0.92097894,0.803294492,0.965613964,1.145846009,1.021849019,0.91475937,1.46565715
