,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p1,0.016797146,10.33332393,24.6599,61.1136,99.9808,146.704,151.1268,168.4347,209.6414,286.9677,409.2035,506.346,585.1192,647.2344,700.6782,746.2787,772.0034,817.2628,834.6969,886.3983,955.413
p10,534.6252872,865.8653054,1686.6484,3166.9787,4733.0369,5583.4327,6349.7839,6521.0305,6792.6035,7230.3459,7885.2889,8439.184,8910.3881,9309.5953,9681.3337,10000.021,10282.0956,10987.0084,11176.2834,11728.4742,12247.9391
p100,0,0,0.4865,1.3278,3.06,7.1448,13.4196,22.9545,28.2403,38.5729,55.4465,71.2777,85.4683,96.8434,105.5948,112.8432,121.769,132.2466,153.0866,172.1973,187.1663
p101,8.377123095,26.91038637,62.1526,106.3234,210.1336,425.0233,748.2321,1225.5473,1959.024,3004.1096,4542.8134,5991.503,6272.956,6535.3524,6764.409,6962.5242,7159.2253,7340.7599,7398.2162,7499.8093,8122.5227
p102,5.087078563,14.23755315,24.7276,45.7034,113.167,225.3892,369.1307,589.7655,947.1568,1453.9391,2180.8591,2821.5292,2930.0839,3032.01,3121.424,3199.499,3278.3441,3353.6402,3369.0611,3408.1083,3711.3178
p103,0,0,12.7724,25.0925,44.6137,61.1542,84.6058,129.6951,223.6423,417.0074,833.5298,1323.2426,1841.5689,2314.4462,2691.0263,2991.6532,3261.7389,3531.0666,3821.1491,4236.6355,4757.1617
p104,0,0,0.9653,2.1222,3.6709,4.7358,6.3414,9.251,15.0319,25.9453,44.587,66.389,89.4653,109.9979,126.6577,140.8974,157.4645,174.8227,194.3703,220.0859,255.2551
p105,0,0,3.4854,9.2299,42.727,65.945,99.1241,115.5677,149.2301,215.7951,352.1897,460.1037,603.1878,749.7139,889.8227,1025.3372,1177.2676,1352.7057,1544.7194,1777.8178,2059.233
p106,0,0,1.2351,3.4333,14.8034,24.567,40.4584,45.3997,55.012,72.4535,114.8955,144.5579,176.7092,214.552,251.3235,292.0279,344.0625,404.8637,465.566,536.5392,632.9441
p107,0,0,1.5385,4.4658,20.3072,42.2988,67.8983,80.1682,106.5353,157.1487,264.0845,351.3493,469.1183,593.9296,710.7185,816.9253,927.2171,1042.0114,1154.8054,1295.2054,1461.4561
