region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,dist_km,dist_to_coast
o56348,12,56348,232.499,1297126.335,6.931,100392.445
o56349,12,56349,303.486,1302294.752,6.931,110099.17
o56350,12,56350,275.822,1350982.382,6.931,119724.805
o56351,12,56351,125.804,1536381.218,6.931,129768.76
o56352,12,56352,92.435,1684010.521,6.931,139163.45
o56354,12,56354,108.692,1902584.629,6.931,163784.69
o56817,4,56817,30.317,2117016.37,5.5,15415.137
o56818,4,56818,385.568,1058008.325,5.5,20779.047
o56819,3,56819,392.128,1074082.021,5.5,30601.389
o56820,3,56820,194.88,1016279.643,5.5,40965.227
o56821,3,56821,192.77,1054237.957,5.5,51754.383
o56822,12,56822,353.654,947341.571,5.5,61875.98
o56823,12,56823,383.372,1021223.833,5.5,71617.75
o56824,12,56824,293.732,1193325.708,5.5,81292.805
o56825,12,56825,285.975,1236690.846,6.931,92554.94
o56826,12,56826,219.921,1307689.362,6.931,101126.34
o56827,12,56827,308.848,1312598.798,6.931,113174.945
o56828,12,56828,294.674,1355859.634,6.931,122943.445
o56829,12,56829,94.602,1628008.001,6.931,130831.01
o57295,4,57295,184.214,607679.273,5.5,16962.613
o57296,4,57296,364.007,1092723.695,5.5,25450.975
o57297,3,57297,265.212,1109147.866,5.5,32905.547
o57298,3,57298,242.795,976967.838,5.5,46190.902
o57299,3,57299,251.551,1028012.652,5.5,54782.01
o57300,2,57300,231.615,1095232.904,5.5,64034.227
o57301,12,57301,252.064,1178693.577,5.5,74360.18
o57302,12,57302,340.82,1194593.557,5.5,84973.06
o57303,12,57303,289.911,1256498.046,5.5,94376.47
o57304,12,57304,273.141,1310084.603,5.5,105399.06
o57305,12,57305,243.793,1364796.947,5.5,115333.875
o57306,12,57306,231.187,1414458.717,5.5,125796.1
o57307,12,57307,59.665,1834432.833,6.931,131556.34
o57772,4,57772,42.781,1446429.293,5.5,17788.258
o57773,4,57773,286.175,649410.746,5.5,23665.13
o57774,3,57774,392.784,850932.085,5.5,30660.229
o57775,3,57775,126.745,1105337.035,5.5,38935.656
o57776,3,57776,338.51,956048.38,5.5,49413.23
o57777,3,57777,318.517,1022448.295,5.5,58941.004
o57778,2,57778,316.777,1091968.61,5.5,67664.07
o57779,12,57779,238.003,1206208.207,5.5,77873.96
o57780,12,57780,257.74,1241440.306,5.5,87675.0
o57781,12,57781,345.069,1252432.555,5.5,98028.16
o57782,12,57782,302.003,1307282.745,5.5,107710.086
o57783,12,57783,236.235,1379163.91,5.5,118050.32
o57784,12,57784,163.479,1488673.557,5.5,127508.88
o58250,4,58250,143.03,676386.297,5.5,20222.62
o58251,4,58251,384.656,729742.094,5.5,28245.13
o58252,3,58252,247.615,801421.271,5.5,35601.258
o58253,3,58253,274.766,966808.701,5.5,47157.55
o58254,3,58254,310.902,996878.048,5.5,54271.664
o58255,2,58255,318.488,1049977.126,5.5,63607.805
o58256,12,58256,397.119,1113260.764,5.5,72596.375
o58257,12,58257,283.237,1199625.438,5.5,81779.97
o58258,12,58258,264.499,1256276.211,5.5,91821.87
o58259,12,58259,259.422,1300460.801,5.5,101345.03
o58260,12,58260,347.465,1306021.857,5.5,111482.125
o58261,12,58261,294.075,1357948.472,5.5,120540.97
o58262,12,58262,108.891,1601461.658,5.5,127961.21
o58728,4,58728,100.392,917849.569,5.5,21683.889
o58729,3,58729,392.499,736690.689,39.836,30216.906
o58730,3,58730,153.782,1033384.991,5.5,40951.37
o58731,3,58731,394.581,950919.298,5.5,51013.094
o58732,3,58732,337.226,1022163.735,5.5,59954.543
o58733,2,58733,252.093,1108597.457,5.5,68733.88
o58734,12,58734,394.438,1140313.26,5.5,77696.32
o58735,12,58735,396.035,1186717.243,5.5,86903.54
o58736,12,58736,261.704,1276302.49,5.5,96188.73
o58737,12,58737,289.312,1304499.169,5.5,105920.15
o58738,12,58738,266.153,1352259.637,5.5,115484.01
o58739,12,58739,247.101,1398291.631,5.5,124102.07
o59207,3,59207,335.515,761188.914,39.836,33775.54
o59208,3,59208,397.119,879010.131,5.5,43235.535
o59209,3,59209,396.406,947339.046,5.5,53380.457
o59210,3,59210,397.119,1040616.847,5.5,63601.504
o59211,2,59211,241.854,1153813.873,5.5,73115.3
o59212,12,59212,293.39,1205025.36,5.5,84112.76
o59213,12,59213,397.119,1211346.164,5.5,92342.86
o59214,12,59214,381.718,1254174.807,5.5,101278.52
o59215,12,59215,252.977,1341307.633,5.5,110693.01
o59216,12,59216,307.308,1352298.361,5.5,120138.79
o59217,12,59217,301.49,1407267.04,5.5,129696.164
o59218,12,59218,75.465,1957463.129,5.5,138354.48
o59685,3,59685,362.838,837825.291,5.5,37029.406
o59686,3,59686,397.119,902180.814,5.5,46571.832
o59687,3,59687,397.119,975024.948,5.5,56658.47
o59688,12,59688,397.119,1061238.264,5.5,66739.98
o59689,12,59689,318.374,1135831.651,5.5,76690.24
o59690,12,59690,229.647,1251972.705,5.5,86633.51
o59691,12,59691,380.577,1236475.591,5.5,97185.46
o59692,12,59692,393.839,1272200.41,5.5,106768.72
o59693,12,59693,346.524,1320474.088,5.5,115642.43
o59694,12,59694,272.0,1387611.362,5.5,124967.73
o60161,4,60161,31.943,1604326.23,5.5,29203.785
o60162,4,60162,209.882,877274.394,5.5,34641.914
o60163,3,60163,397.119,862511.514,5.5,41180.914
o60164,3,60164,397.119,927958.764,5.5,50488.316
o60165,12,60165,397.119,1018490.498,5.5,60138.875
o60166,12,60166,397.119,1085161.331,5.5,70057.34
o60167,12,60167,318.317,1151611.109,5.5,79775.42
o60168,12,60168,315.636,1198468.547,5.5,89431.74
o60169,12,60169,298.039,1251127.605,5.5,100462.46
o60170,12,60170,397.119,1286131.397,5.5,110383.19
o60171,12,60171,395.864,1325751.207,5.5,120456.35
o60172,12,60172,306.738,1400433.437,5.5,130795.53
o60173,12,60173,212.135,1635755.849,5.5,139514.97
o60638,4,60638,68.021,995955.751,5.5,20872.348
o60639,4,60639,391.244,700472.568,5.5,26991.88
o60640,4,60640,395.037,780703.191,5.5,36641.07
o60641,3,60641,397.119,897049.764,5.5,45983.633
o60642,3,60642,376.043,961785.023,5.5,55144.438
o60643,12,60643,358.987,1055273.814,5.5,64837.56
o60644,12,60644,397.119,1107641.731,5.5,74201.67
o60645,12,60645,318.46,1168984.271,5.5,83269.48
o60646,12,60646,389.818,1199513.56,5.5,93582.89
o60647,12,60647,246.075,1284302.367,5.5,103447.93
o60648,12,60648,332.806,1292919.704,5.5,113146.14
o60649,12,60649,201.526,1397105.027,5.5,124606.234
o60650,12,60650,345.041,1449970.691,5.5,133743.5
o60744,13,60744,97.055,1500809.004,8.849,53224.465
o61117,4,61117,170.838,821121.252,5.5,26137.248
o61118,4,61118,391.101,779254.043,5.5,34121.4
o61119,3,61119,397.119,879647.356,5.5,44293.746
o61120,3,61120,135.929,1052013.324,5.5,51651.297
o61121,12,61121,226.738,1099442.16,5.5,66034.414
o61122,12,61122,397.119,1101887.956,5.5,74773.06
o61123,12,61123,318.574,1163477.292,5.5,84222.72
o61124,12,61124,397.119,1205798.764,5.5,95232.164
o61125,12,61125,311.073,1266475.068,5.5,104793.375
o61126,12,61126,134.389,1431823.108,5.5,114079.76
o61128,12,61128,182.018,1648698.817,5.5,137844.69
o61221,13,61221,281.839,1314064.929,8.849,58907.324
o61596,4,61596,173.148,886949.446,5.5,33881.676
o61597,3,61597,397.119,855496.873,5.5,41252.42
o61598,3,61598,397.119,927276.356,5.5,51535.734
o61599,12,61599,277.875,1044109.928,5.5,61514.12
o61600,12,61600,277.419,1123432.725,5.5,73487.016
o61601,12,61601,318.574,1154139.159,5.5,81822.4
o61602,12,61602,397.091,1190557.567,5.5,93244.68
o61603,12,61603,393.269,1239393.69,5.5,103690.32
o61604,12,61604,207.715,1343621.194,5.5,113361.01
o61699,13,61699,312.927,1323824.795,8.849,60028.383
o62073,4,62073,296.756,817204.877,5.5,19153.598
o62074,4,62074,176.827,852534.225,5.5,28457.494
o62075,3,62075,397.119,823583.024,5.5,39209.45
o62076,3,62076,397.119,894674.774,5.5,49747.57
o62077,3,62077,251.893,999630.969,5.5,59230.043
o62078,12,62078,294.731,1081847.237,5.5,71489.9
o62079,12,62079,339.137,1121926.394,5.5,80676.445
o62080,12,62080,370.253,1171266.905,5.5,92246.35
o62081,12,62081,294.902,1235489.351,5.5,102946.836
o62082,12,62082,364.064,1284727.837,5.5,112860.625
o62083,12,62083,119.957,1623779.822,5.5,123701.26
o62177,13,62177,212.164,1520537.859,15.849,61716.23
o62551,4,62551,189.29,820812.684,5.5,19685.416
o62552,4,62552,380.292,875532.132,5.5,28203.354
o62553,3,62553,383.914,841542.538,5.5,38625.35
o62554,3,62554,375.757,893242.187,5.5,49484.37
o62555,12,62555,397.119,982629.184,5.5,59918.293
o62556,12,62556,397.119,1058193.251,5.5,70522.664
o62557,12,62557,377.155,1115962.199,5.5,80870.14
o62558,12,62558,336.713,1177283.616,5.5,92498.78
o62559,12,62559,50.196,1509480.111,5.5,101536.055
o62560,12,62560,164.021,1353169.417,5.5,112432.45
o63030,4,63030,62.032,1086141.109,5.5,29314.857
o63032,3,63032,236.749,953543.45,5.5,52189.66
o63033,12,63033,397.119,997102.286,5.5,60757.402
o63034,12,63034,397.119,1069633.52,5.5,71329.82
o63035,12,63035,397.119,1128727.503,5.5,81902.61
o63036,12,63036,318.346,1201890.687,5.5,93404.85
o63037,12,63037,118.046,1341499.063,5.5,99473.89
o63134,13,63134,128.941,1771367.624,27.823,48525.723
o63508,3,63508,57.412,1465253.369,15.054,34319.707
o63509,3,63509,207.886,995025.999,15.054,41751.57
o63510,3,63510,369.483,976853.898,15.054,51705.94
o63511,12,63511,397.119,1057168.334,15.054,61812.508
o63512,12,63512,397.119,1130451.201,15.054,72310.86
o63513,12,63513,397.119,1189334.651,15.054,82839.12
o63514,12,63514,318.289,1275105.46,15.054,94067.766
o63515,12,63515,144.884,1469323.248,15.054,100830.49
o63986,3,63986,170.866,983742.709,15.054,34464.188
o63987,3,63987,397.119,900718.167,15.054,42047.906
o63988,3,63988,397.119,992765.251,15.054,52652.17
o63989,12,63989,397.119,1078443.451,15.054,63240.65
o63990,12,63990,397.119,1140852.067,15.054,73797.8
o63991,12,63991,397.119,1199068.834,15.054,84327.125
o63992,12,63992,262.246,1311464.664,15.054,94922.2
o63993,12,63993,124.121,1555486.695,15.054,101895.984
o64464,3,64464,217.098,871117.54,5.5,35033.4
o64465,3,64465,397.119,872432.842,5.5,42983.16
o64466,12,64466,397.119,969864.675,5.5,53422.832
o64467,12,64467,397.119,1049923.375,5.5,63921.973
o64468,12,64468,397.119,1109356.242,5.5,74455.42
o64469,12,64469,385.34,1170057.246,5.5,84851.25
o64470,12,64470,54.617,1650256.198,5.5,91815.875
o64471,12,64471,22.217,2523088.781,5.5,102701.15
o64942,3,64942,188.235,908342.849,5.5,37334.227
o64943,3,64943,397.119,910083.808,5.5,45790.484
o64944,12,64944,397.119,997884.458,5.5,55969.215
o64945,12,64945,397.119,1062660.975,5.5,66132.26
o64946,12,64946,397.119,1119585.258,5.5,76362.97
o64947,12,64947,347.437,1184958.311,5.5,86045.01
o64948,12,64948,142.916,1396056.909,5.5,94767.74
o65420,3,65420,56.841,1283812.906,5.5,41868.266
o65421,12,65421,397.119,931433.358,5.5,48115.57
o65422,12,65422,397.119,1017598.042,5.5,58540.926
o65423,12,65423,397.119,1077933.358,5.5,68943.24
o65424,12,65424,397.119,1134856.775,5.5,79258.34
o65425,12,65425,397.119,1196118.575,5.5,89485.0
o65426,12,65426,303.914,1418446.545,5.5,99801.69
o65899,12,65899,379.465,949353.161,5.5,50608.598
o65900,12,65900,397.119,1030537.425,5.5,60641.438
o65901,12,65901,397.119,1089311.375,5.5,70962.26
o65902,12,65902,397.119,1146596.475,5.5,81359.09
o65903,12,65903,397.119,1228721.408,5.5,91791.7
o65904,12,65904,397.119,1449555.558,5.5,102228.28
o65905,12,65905,397.119,1545252.942,5.5,112632.28
o66376,3,66376,47.23,1437671.662,5.5,49883.285
o66377,3,66377,389.818,968270.374,5.5,54462.145
o66378,12,66378,397.119,1049842.658,5.5,64036.832
o66379,12,66379,377.069,1107991.535,5.5,73662.88
o66380,12,66380,331.18,1175034.748,5.5,84106.195
o66381,12,66381,393.925,1270389.85,5.5,94142.0
o66382,12,66382,397.119,1474849.808,5.5,104395.95
o66383,12,66383,397.119,1547799.708,5.5,114712.6
o66854,3,66854,223.401,990510.52,5.5,52594.78
o66855,3,66855,397.119,997656.025,5.5,59552.66
o66856,12,66856,396.406,1075189.49,5.5,68661.734
o66857,12,66857,344.584,1134076.737,5.5,77596.805
o66858,12,66858,52.078,1640385.23,5.5,87001.68
o66859,12,66859,67.993,1767846.327,5.5,98701.85
o67331,4,67331,28.093,3561682405.251,15.634,45939.434
o67332,4,67332,378.866,936474.015,5.5,52010.48
o67333,3,67333,397.119,1016041.092,5.5,62352.67
o67334,12,67334,397.119,1096028.142,5.5,72743.58
o67335,12,67335,397.119,1150504.208,5.5,82700.06
o67336,12,67336,355.736,1222222.846,5.5,92226.35
o67337,12,67337,114.852,1598508.116,5.5,101633.83
o67808,4,67808,36.734,2723918277.759,15.634,35458.355
o67809,4,67809,252.178,397488794.676,15.634,43964.14
o67810,4,67810,397.119,252770467.797,15.634,53160.438
o67811,12,67811,397.119,252852924.631,15.634,63666.32
o67812,12,67812,397.119,1103417.608,5.5,74173.03
o67813,12,67813,397.119,1162157.092,5.5,84680.76
o67814,12,67814,397.119,1232659.108,5.5,95188.914
o67815,12,67815,395.494,1477109.531,5.5,105579.5
o68286,4,68286,261.904,382697537.046,15.634,35616.5
o68287,4,68287,397.119,252707669.731,15.634,44077.945
o68288,4,68288,397.119,252778414.681,15.634,54432.617
o68289,3,68289,397.119,252858156.981,15.634,64871.5
o68290,12,68290,397.119,252939413.181,15.634,75361.02
o68291,12,68291,397.119,252998692.714,15.634,85882.63
o68292,12,68292,397.119,1238830.442,5.5,96425.83
o68293,12,68293,397.119,1490556.975,5.5,106983.25
o68764,4,68764,146.995,1865090.768,61.01,39819.93
o68765,4,68765,397.119,1231159.716,61.01,47046.344
o68766,4,68766,397.119,1297974.099,61.01,57197.695
o68767,4,68767,397.119,1370297.083,61.01,67363.625
o68768,12,68768,396.235,1454529.893,61.01,77543.94
o68769,12,68769,161.911,2088339.213,61.01,86331.51
o68770,12,68770,170.838,2111680.103,61.01,98372.4
o68771,12,68771,140.863,2549707.152,61.01,107350.52
o69242,4,69242,56.014,3651488.56,61.01,42768.742
o69243,4,69243,396.435,1246732.469,61.01,48985.883
o69244,4,69244,397.119,1312481.049,61.01,59484.05
o69245,4,69245,397.119,1384538.533,61.01,69935.22
o69246,12,69246,397.119,1466395.283,61.01,80340.88
o69247,12,69247,303.429,1639641.903,61.01,89716.13
o69720,4,69720,34.453,5517403.304,61.01,43245.555
o69721,4,69721,375.729,1312048.549,61.01,50365.53
o69722,4,69722,396.435,1320274.036,61.01,60563.457
o69723,4,69723,397.119,1387587.199,61.01,71037.21
o69724,12,69724,397.119,1464878.933,61.01,81554.0
o69725,12,69725,292.991,1659031.684,61.01,90770.984
o70197,5,70197,248.157,1398772.227,61.01,35956.395
o70198,4,70198,395.322,995436.651,61.01,43686.973
o70199,4,70199,397.119,1041787.305,61.01,53257.938
o70200,4,70200,394.353,1360997.573,61.01,63116.848
o70201,4,70201,397.119,1387007.516,61.01,73085.16
o70202,4,70202,397.119,1446214.816,61.01,83064.23
o70203,12,70203,378.039,1543717.19,61.01,92729.11
o70204,12,70204,47.572,4549437.153,61.01,101963.86
o70205,12,70205,112.456,2882821.804,61.01,111714.07
o70675,5,70675,244.649,899133.875,5.5,35299.336
o70676,4,70676,346.638,984381.366,12.528,42834.035
o70677,4,70677,323.622,1041132.513,12.528,52674.39
o70678,4,70678,395.379,1031410.667,5.5,61104.26
o70679,4,70679,397.119,1058901.326,5.5,70302.17
o70680,4,70680,397.119,1115532.476,5.5,79591.5
o70681,12,70681,397.119,1191635.659,5.5,89082.12
o70682,12,70682,397.119,1253426.592,5.5,98765.68
o70683,12,70683,397.119,1486459.259,5.5,108554.555
o70786,13,70786,24.128,6141059.246,51.742,35070.734
o70787,13,70787,96.057,2257277.648,51.742,32085.57
o71155,4,71155,96.0,1233828.471,5.5,50416.008
o71156,4,71156,397.119,978137.176,5.5,55864.242
o71157,4,71157,397.119,1031782.842,5.5,65355.918
o71158,4,71158,397.119,1083578.526,5.5,75065.24
o71159,4,71159,397.119,1148565.742,5.5,84870.13
o71160,12,71160,397.119,1241780.309,5.5,94690.24
o71161,12,71161,397.119,1484942.759,5.5,104508.53
o71263,13,71263,32.57,4906022.074,51.742,50245.402
o71264,13,71264,315.893,1379850.442,51.742,40206.355
o71265,13,71265,191.002,1732525.885,51.742,33418.527
o71634,4,71634,389.076,950721.82,5.5,51497.293
o71635,4,71635,397.119,1008458.809,5.5,61187.19
o71636,4,71636,363.95,1069927.989,5.5,70976.36
o71637,4,71637,277.932,1167471.157,5.5,81199.46
o71638,12,71638,395.722,1221873.555,5.5,90617.74
o71639,12,71639,397.119,1475941.576,5.5,100262.45
o71741,13,71741,283.066,1390501.986,51.742,53023.55
o71742,13,71742,397.119,1349256.074,51.742,44619.42
o71743,13,71743,239.03,1304994.983,51.742,36634.9
o72112,4,72112,119.815,930466.813,5.5,48963.566
o72113,4,72113,57.184,1080216.925,5.5,57530.168
o72116,12,72116,336.627,1165707.655,21.778,86876.875
o72117,12,72117,397.119,1413616.185,21.778,95433.34
o72219,13,72219,156.178,2121918.826,52.35,54548.85
o72220,13,72220,380.264,1355342.013,52.35,46637.375
o72221,13,72221,299.665,1304593.468,52.35,37428.688
o72589,4,72589,97.027,996476.451,21.778,34924.316
o72590,4,72590,232.1,1030618.86,21.778,42215.508
o72591,4,72591,153.155,1107321.978,21.778,51959.957
o72592,4,72592,173.918,1133132.118,21.778,60431.24
o72593,4,72593,156.634,1129031.925,21.778,71397.6
o72594,12,72594,394.809,1130464.053,21.778,80896.05
o72595,12,72595,397.119,1361472.252,21.778,89594.66
o72698,13,72698,54.103,3625359.19,52.35,44739.58
o72699,13,72699,268.52,1296015.316,52.35,37810.574
o72700,13,72700,103.7,2295355.241,52.35,32431.846
o73067,4,73067,74.153,1024669.137,21.778,33468.95
o73068,4,73068,394.638,892533.67,21.778,38713.152
o73069,4,73069,393.868,1081154.08,21.778,48054.844
o73070,4,73070,397.119,1125386.035,21.778,57259.387
o73071,4,73071,395.037,1027262.74,21.778,66211.87
o73072,12,73072,397.119,1098019.102,21.778,74719.6
o73073,12,73073,397.119,1474964.688,125.304,83165.77
o73546,4,73546,257.797,827599.057,21.778,35372.2
o73547,4,73547,396.863,869980.08,21.778,42698.36
o73548,4,73548,393.725,975127.567,21.778,51385.06
o73549,4,73549,394.438,1178149.971,130.917,59845.832
o73550,12,73550,397.119,1273358.872,125.304,68281.734
o73551,12,73551,397.119,1385171.538,125.304,76735.2
o73654,13,73654,55.672,3548801.451,52.35,57905.91
o73655,13,73655,81.54,2857276.622,52.35,53720.535
o74024,4,74024,39.529,1258817.654,21.778,33300.027
o74025,4,74025,361.44,1017554.641,125.304,37035.68
o74026,4,74026,397.119,1058897.305,125.304,44952.914
o74027,4,74027,394.324,1162785.747,125.304,53384.125
o74028,12,74028,397.119,1199969.072,125.304,61879.6
o74029,12,74029,397.119,1324452.172,125.304,70637.29
o74030,12,74030,397.119,1567966.038,125.304,79705.74
o74132,13,74132,136.67,1680547.07,23.435,61725.527
o74133,13,74133,397.119,1302802.991,23.435,55091.21
o74134,13,74134,359.672,1248667.625,23.435,45456.918
o74135,13,74135,241.54,1192317.627,23.435,35793.98
o74503,4,74503,103.387,1640364.493,125.304,33964.2
o74504,4,74504,392.556,1008939.915,125.304,38593.414
o74505,4,74505,397.119,1069115.438,125.304,47081.09
o74506,12,74506,397.119,1160049.355,125.304,56077.336
o74507,12,74507,397.119,1267561.155,125.304,65090.504
o74508,12,74508,397.119,1522553.338,125.304,73830.58
o74610,13,74610,127.971,1711680.669,23.435,62910.92
o74611,13,74611,397.119,1260658.457,23.435,55843.117
o74612,13,74612,397.119,1210030.374,23.435,45243.938
o74613,13,74613,365.946,1191814.85,5.5,35064.145
o74982,4,74982,211.593,1184187.692,125.304,34825.613
o74983,4,74983,397.119,1033078.822,125.304,41615.176
o74984,12,74984,397.119,1133708.205,125.304,50362.22
o74985,12,74985,397.119,1243397.226,122.003,59123.7
o74986,12,74986,397.119,1513039.426,122.003,68262.914
o75088,13,75088,69.847,1764831.982,5.5,63118.7
o75089,13,75089,397.119,1269111.655,5.5,56970.113
o75090,13,75090,397.119,1204538.205,5.5,46588.074
o75091,13,75091,394.495,1167651.648,5.5,36347.676
o75092,13,75092,44.863,1629944.629,5.5,30942.098
o75460,4,75460,21.59,5058170.027,125.304,33040.39
o75461,4,75461,336.028,1037786.308,122.003,36437.156
o75462,12,75462,397.119,1090917.01,122.003,44564.133
o75463,12,75463,397.119,1219435.126,122.003,53995.09
o75464,12,75464,397.119,1476104.393,122.003,63703.78
o75566,13,75566,65.911,1731504.602,5.5,65769.35
o75567,13,75567,256.314,1267764.157,5.5,58737.008
o75568,13,75568,368.028,1191383.785,5.5,49453.7
o75569,13,75569,395.408,1155393.852,5.5,40151.637
o75570,13,75570,39.444,1768203.333,5.5,33527.137
o75939,4,75939,121.069,1515213.623,122.003,33900.285
o75940,12,75940,397.119,1045755.41,122.003,40049.316
o75941,12,75941,397.119,1140743.926,122.003,49841.43
o75942,12,75942,397.119,1382501.393,122.003,59585.414
o76047,13,76047,78.118,1389372.97,7.868,42898.97
o76418,4,76418,345.611,1031194.582,122.003,36651.367
o76419,12,76419,397.119,1101971.26,122.003,45876.043
o76420,12,76420,397.119,1261913.91,122.003,56015.215
o76896,4,76896,222.859,1168034.394,122.003,35129.84
o76897,12,76897,148.449,1471340.019,122.003,43712.3
o76898,12,76898,391.415,1211066.441,122.003,53761.94
o77374,4,77374,176.884,1267785.109,122.003,34551.1
o77375,4,77375,343.729,1070624.774,122.003,41673.258
o77376,12,77376,380.15,1204764.209,122.003,52991.02
o77852,4,77852,137.868,1411420.305,122.003,34037.336
o77853,4,77853,397.119,1033455.51,122.003,41110.957
o77854,12,77854,397.119,1235829.143,122.003,51643.074
o78330,4,78330,89.469,1771207.359,122.003,33395.75
o78331,4,78331,397.119,1027507.176,122.003,39851.3
o78332,12,78332,397.119,1318338.21,122.003,50425.88
o78808,4,78808,78.859,1915333.635,122.003,33235.676
o78809,12,78809,397.119,1065222.81,122.003,39597.77
o79286,12,79286,114.738,1590930.729,122.003,33741.44
o79287,12,79287,397.119,1158981.593,122.003,40403.094
o79764,12,79764,261.961,1186072.661,122.003,35392.83
o79765,12,79765,397.119,1270122.676,122.003,43233.773
o80241,12,80241,204.549,1061832.581,78.765,34654.547
o80242,12,80242,396.72,1035570.151,78.765,39675.543
o80717,4,80717,92.292,1089222.267,39.161,33783.39
o80718,12,80718,337.683,893154.83,39.161,36381.258
o80719,12,80719,397.119,942560.181,39.161,40997.766
o80720,12,80720,397.119,1173281.145,78.765,47127.445
o81194,4,81194,139.551,971275.472,39.161,34269.438
o81195,12,81195,394.838,877450.572,39.161,38616.047
o81196,12,81196,397.119,943811.498,39.161,44264.19
o81197,12,81197,397.119,1058332.664,39.161,50158.914
o81671,4,81671,46.374,1431250.698,39.161,33273.965
o81672,4,81672,382.488,849319.812,39.161,37648.152
o81673,12,81673,397.119,941168.931,39.161,45852.14
o81674,12,81674,397.119,1020526.098,39.161,53229.504
o81675,12,81675,397.119,1188226.981,39.161,58952.81
o82149,4,82149,247.016,981994.184,69.392,35228.887
o82150,4,82150,397.119,965437.912,69.392,42468.926
o82151,12,82151,397.119,1055994.912,69.392,51894.098
o82152,12,82152,397.119,1174322.846,69.392,60702.78
o82153,12,82153,397.119,1388540.079,69.392,67801.875
o82626,4,82626,97.768,1332301.356,69.392,33887.848
o82627,4,82627,395.265,940734.511,69.392,38954.035
o82628,12,82628,397.119,1023940.946,69.392,47899.387
o82629,12,82629,397.119,1100769.246,69.392,56896.754
o82630,12,82630,397.119,1271661.146,69.392,66172.02
o83104,4,83104,242.681,988321.048,69.392,35358.992
o83105,12,83105,397.119,985696.179,69.392,43486.367
o83106,12,83106,397.119,1066357.329,69.392,53252.414
o83107,12,83107,397.119,1153024.879,69.392,62499.88
o83108,12,83108,397.119,1380984.846,69.392,71507.08
o83582,4,83582,343.814,941593.394,69.392,36656.22
o83583,12,83583,397.119,1011441.612,69.392,46236.61
o83584,12,83584,397.119,1095254.562,69.392,56550.73
o83585,12,83585,397.119,1201677.712,69.392,66817.83
o83586,12,83586,397.119,1422227.479,69.392,76732.26
o84059,4,84059,134.046,920378.722,10.978,34085.59
o84060,12,84060,397.119,946708.746,69.392,39674.06
o84061,12,84061,397.119,1037914.512,69.392,49288.523
o84062,12,84062,397.119,1124592.479,69.392,59242.8
o84063,12,84063,397.119,1238851.612,69.392,69390.16
o84064,12,84064,397.119,1431893.996,69.392,79657.18
o84533,5,84533,60.578,1141520.974,10.978,33862.305
o84534,5,84534,122.952,935293.996,10.978,33847.65
o84535,5,84535,94.802,990758.491,10.978,33462.637
o84536,5,84536,206.089,860936.71,10.978,34810.633
o84537,5,84537,386.795,831391.187,10.978,38248.195
o84538,12,84538,397.119,905279.942,10.978,45603.023
o84539,12,84539,397.119,1074975.762,69.392,54176.367
o84540,12,84540,397.119,1171363.496,69.392,63372.63
o84541,12,84541,397.119,1275057.362,69.392,72956.62
o84542,12,84542,397.119,1446135.296,69.392,82793.125
o85012,5,85012,285.433,863805.537,10.978,39549.824
o85013,5,85013,396.378,842944.143,10.978,39969.547
o85014,5,85014,397.119,858904.209,10.978,42150.56
o85015,5,85015,397.119,890874.125,10.978,46700.703
o85016,13,85016,397.119,957839.675,10.978,53017.18
o85017,12,85017,397.119,1045033.225,10.978,60549.668
o85018,12,85018,397.119,1226181.229,69.392,68900.45
o85019,12,85019,397.119,1315841.362,69.392,77806.51
o85020,12,85020,397.119,1467351.862,69.392,87097.65
o85141,14,85141,60.121,5617167.202,100.812,38476.457
o85142,14,85142,15.401,2618692.443,5.5,45660.426
o85490,5,85490,51.793,1310397.124,10.978,47385.797
o85491,5,85491,376.499,919024.014,10.978,50351.043
o85492,5,85492,397.119,928542.775,10.978,52282.117
o85493,5,85493,397.119,962488.459,10.978,56015.29
o85494,13,85494,397.119,1023237.342,10.978,61380.605
o85495,12,85495,397.119,1112540.342,10.978,67992.77
o85496,12,85496,397.119,1198892.442,10.978,75525.01
o85497,12,85497,397.119,1360698.412,69.392,83729.36
o85498,12,85498,397.119,1498678.112,69.392,92427.016
o85619,14,85619,31.173,9949494.986,100.812,33296.957
o85969,5,85969,161.683,1066240.64,10.978,59837.223
o85970,5,85970,397.119,997821.375,10.978,62575.867
o85971,13,85971,397.119,1036869.359,10.978,65726.99
o85972,13,85972,397.119,1099583.175,10.978,70355.555
o85973,13,85973,397.119,1177737.992,10.978,76192.8
o85974,12,85974,397.119,1249932.809,10.978,82984.05
o85975,12,85975,397.119,1319139.709,10.978,90514.805
o85976,12,85976,397.119,1537739.012,69.392,98615.8
o86098,14,86098,19.422,2267010.64,5.5,36030.45
o86448,13,86448,289.654,1092840.614,10.978,72392.51
o86449,13,86449,397.119,1110241.825,10.978,75683.086
o86450,13,86450,397.119,1169847.925,10.978,79735.8
o86451,13,86451,397.119,1230591.492,10.978,84930.77
o86452,12,86452,397.119,1296186.175,10.978,91072.74
o86453,12,86453,397.119,1363975.392,10.978,97983.8
o86454,12,86454,397.119,1502922.475,10.978,105512.89
o86918,5,86918,18.766,1307776.346,5.674,32898.516
o86926,13,86926,183.472,1221797.592,10.978,84982.51
o86927,13,86927,397.119,1179458.109,10.978,85798.55
