,phsclass1,phsclass2,phsclass3,phsclass4,phsclass5,phsclass6,phsclass7,phsclass8,phsclass9,phsclass10,phsclass11,phsclass12,phsclass13,phsclass14,phsclass15
p1,963.6349474,752.0232261,552.7450377,696.7803767,594.7942955,521.1335609,601.6047746,602.6617639,631.7571423,446.1462724,694.6517425,647.0721687,288.2088503,861.8664152,634.2294809
p2,2771.343042,2590.472926,2705.563229,2649.182649,2463.758433,2669.490858,2505.793427,2713.654467,2403.773369,2663.545358,2707.01136,2601.270254,2556.951213,2369.162903,2855.13791
p3,711.8411967,0,1115.237608,447.877465,353.817618,626.0486336,374.9295735,470.5416076,384.9043062,548.0079538,526.99427,195.7335046,693.7874947,424.0411619,548.6972755
p4,1971.208638,1648.575094,1535.023961,1441.095074,1686.279124,1632.665873,1699.404673,1612.643004,1718.69049,1482.049524,1661.183178,1551.355896,1564.543621,1650.301418,1737.760872
p5,7113.074767,6363.766385,6342.90198,6366.878415,6384.995754,6469.770107,6501.703178,6392.742539,6334.168684,6434.315122,6207.968498,6403.964446,6576.062477,6406.493394,6449.858402
p6,5428.276449,3696.228974,3295.272032,3047.94525,3228.82319,3268.399851,3311.13453,3167.665731,3119.204016,3214.70891,3370.687101,3101.203098,3307.75199,3155.445618,3312.680186
p7,8672.252443,7933.721775,7743.375351,7525.410251,8129.624685,7934.879902,7688.877814,7908.728871,7843.841274,7411.129718,8246.198629,7823.031502,7858.024096,7746.272201,7910.938983
p8,4038.180398,4026.963861,3763.621116,3684.322263,3989.552416,4096.00293,3764.51686,3931.819587,3881.349254,3890.697315,3887.175194,3895.298379,3890.497998,3666.134821,4073.334797
p9,5185.064203,4489.931559,3569.018944,3351.159496,3691.98865,3406.321658,3545.272495,3391.382377,3714.4905,3322.219457,3743.419638,3534.019824,3405.743967,3662.891003,3526.629689
p10,4406.972632,4416.228335,4171.010664,4196.45009,4192.431062,4218.176509,4232.610619,4287.985226,4085.057904,4276.92279,4305.848892,4135.272387,4171.103575,4296.258625,4261.161665
p11,197.6620196,235.9816491,165.3133291,0,259.515101,0,281.4051543,0,169.5895102,230.6154717,111.16101,125.0143299,104.2655903,130.9170757,224.2014076
p12,21854.57488,19792.25965,20085.99683,19875.03307,19862.24933,19891.87339,19785.04715,19893.26123,19917.60553,19876.19145,19921.86059,19897.40331,19878.19205,19865.86047,19890.95467
p13,1474.370273,1293.657793,1159.576065,1466.989862,1344.438121,1137.243229,1443.138061,1247.016046,1224.402019,1324.618722,1312.691213,1265.702118,1336.07114,1286.813164,1364.331129
p14,346.3503853,683.0131102,388.078017,311.4153841,330.4135224,344.1126455,326.3891666,477.3275004,272.6904572,342.6505841,348.1654154,159.4561986,627.0320833,323.2913775,440.2827957
p15,5817.662129,5365.485224,5708.749132,5547.973331,5362.965159,5712.57988,5504.471553,5464.314027,5448.921636,5619.842822,5504.492023,5580.553441,5532.549096,5510.436161,5541.188348
p16,4630.926084,4695.059699,4510.60611,4481.215121,4473.655523,4588.440793,4406.739277,4586.768077,4315.490311,4646.855442,4539.585357,4522.440843,4535.413299,4533.952288,4535.056907
p17,5894.326934,4719.680047,4504.772313,4722.248425,4487.80057,4699.408115,4731.4514,4590.802423,4601.887367,4660.89692,4643.931165,4611.510641,4521.148107,4729.479292,4629.011784
p18,2365.30589,2288.267555,2301.045635,2154.40948,2286.162387,2125.555085,2299.686698,2241.179424,2165.363964,2304.45199,2158.836595,2207.301289,2191.652503,2211.545575,2335.687869
p20,253.0232559,131.2256604,140.7401432,0,333.7094038,179.0850567,0,0,527.932361,134.975515,190.4118674,0,243.5652895,253.9477873,207.3544564
p21,6284.019301,5147.163611,4953.562293,5010.731636,4732.274526,5088.502746,4977.438593,4931.151721,4955.569626,4923.557623,4982.062361,4902.816465,4967.480116,4911.358831,4966.721356
p22,686.6625672,603.0751827,448.6494097,416.0424208,702.5406176,487.5294113,654.1783603,427.1571666,600.1589308,506.8975607,588.1410325,515.1558905,631.2769851,472.9042661,609.3194889
p23,430.1698604,317.2624451,192.4429589,399.5900716,184.3514511,360.9500912,222.0025583,374.4195556,274.4219744,151.0840527,356.977985,214.2868692,289.0515282,283.815912,397.2953634
p24,1929.14022,2059.715569,1606.907364,2172.007591,1677.283647,1826.992808,2129.057425,1833.391497,1887.356144,1929.320393,1714.936523,2027.307511,1861.414498,1784.633624,1998.140537
