region,class,bin,capacity,supply_curve_cost_per_mw
s101,6,5,879.106,245389.5149
s101,7,1,437.3514,114491.6546
s101,7,2,367.3577,166158.426
s101,7,3,411.2172,192460.2673
s101,7,4,390.744,207432.4166
s101,7,5,390.0636,253816.5786
s102,3,1,0.0,0.0
s102,3,2,19.1031,156961.0544
s102,4,1,132.7968,34370.2895
s102,4,2,53.9217,208682.9246
s102,4,3,24.8589,220103.2422
s102,4,4,22.2588,225133.5358
s102,4,5,41.8689,237681.0183
s102,5,1,145.9944,49963.2252
s102,5,2,176.1189,66255.6942
s102,5,3,227.3751,144326.8756
s102,5,4,206.1199,216750.3049
s102,5,5,204.1047,225951.3772
s102,6,1,285.8348,166312.8674
s102,6,2,235.0041,215416.9061
s102,6,3,232.1619,222639.5298
s102,6,4,220.0608,226189.4191
s102,6,5,250.4156,233018.8307
s102,7,1,6.9255,218082.46
s102,7,2,16.0866,224784.9473
s102,7,3,15.2847,228720.7363
s103,5,1,6.6825,218765.75
s103,6,1,49.572,213889.8439
s103,6,2,40.9698,222431.8957
s103,6,3,35.3322,224497.8263
s103,6,4,46.7896,226907.4797
s103,6,5,41.8203,230625.1218
s103,7,1,8.035,213864.4356
s103,7,2,7.1685,214613.8307
s103,7,3,10.633,227003.4635
s104,3,1,111.4641,154073.4132
s104,3,2,246.4263,178846.6226
s104,3,3,156.5892,214787.8437
s104,4,1,264.4326,67867.9653
s104,4,2,172.8945,114936.0779
s104,4,3,119.6046,174869.597
s104,4,4,170.4159,383427.4249
s104,5,1,970.1775,57074.4748
s104,5,2,934.821,101328.1835
s104,5,3,719.8146,322689.8075
s104,5,4,1016.7849,369206.2821
s104,5,5,941.8923,427033.6515
s104,6,1,2280.9438,224028.2247
s104,6,2,2011.0923,347468.2357
s104,6,3,2200.0005,382447.5608
s104,6,4,2286.1926,404165.6412
s104,6,5,2273.7267,448573.6553
s104,7,1,1511.6544,290648.0747
s104,7,2,1509.4431,319504.8145
s104,7,3,1532.6496,348597.4525
s104,7,4,1572.6231,391235.5893
s104,7,5,1801.6263,424391.5504
s104,8,1,117.126,302807.8928
s104,8,2,177.9246,329303.8831
s104,8,3,93.0204,349885.9732
s105,4,1,287.3718,35571.093
s105,4,2,230.0481,96551.8243
s105,4,3,88.8894,99391.956
s105,4,4,148.9104,132617.8044
s105,5,1,582.7869,48133.7055
s105,5,2,543.3847,86242.1109
s105,5,3,489.5852,113793.1511
s105,5,4,564.7395,139961.3763
s105,5,5,555.3529,301535.5765
s105,6,1,2037.9438,66931.7086
s105,6,2,1816.2077,145922.7168
s105,6,3,2120.4666,223069.7464
s105,6,4,1924.9002,305820.0028
s105,6,5,2011.1895,410385.1872
s105,7,1,1758.591,120119.4369
s105,7,2,1757.4489,202450.9797
s105,7,3,1679.7531,274607.2149
s105,7,4,1678.9356,343398.8268
s105,7,5,1683.6012,417742.9809
s105,8,1,517.1283,156193.9271
s105,8,2,422.9172,203244.4327
s105,8,3,590.6382,305113.4296
s105,8,4,405.8343,397095.0959
s105,8,5,602.7129,428058.5705
s105,9,1,178.9452,213162.0558
s106,5,1,610.902,20165.1537
s106,5,2,633.4592,43626.6498
s106,5,3,654.0134,78342.6976
s106,5,4,560.2076,107224.9065
s106,5,5,575.0838,160040.4722
s106,6,1,1524.4119,64309.8062
s106,6,2,1295.7246,93789.5351
s106,6,3,1267.0078,125964.3443
s106,6,4,1403.2693,200649.7652
s106,6,5,1390.67,334809.4504
s106,7,1,1271.3896,91807.2207
s106,7,2,1110.9717,182122.2924
s106,7,3,1334.2887,224102.463
s106,7,4,1130.8491,272769.2942
s106,7,5,1289.0907,337907.9287
s106,8,1,130.2966,330781.516
s106,8,2,89.4969,379211.3161
s106,8,3,144.1719,385777.2006
s106,8,4,93.4092,457987.2474
s107,2,1,48.1383,135525.1238
s107,3,1,337.1382,57165.7909
s107,3,2,253.0359,89402.0614
s107,3,3,220.7412,129403.0329
s107,3,4,62.7669,205296.2974
s107,3,5,364.0383,384152.1759
s107,4,1,90.5418,93132.4032
s107,4,2,126.846,123708.9756
s107,4,3,121.7916,189957.4411
s107,4,4,166.3578,444161.4808
s107,5,1,521.5509,103192.7247
s107,5,2,391.8618,273019.918
s107,5,3,375.2163,327089.5549
s107,5,4,388.7757,390801.3422
s107,5,5,424.1565,430097.11
s107,6,1,578.097,261572.8155
s107,6,2,469.2359,313465.5594
s107,6,3,751.7934,328940.8051
s107,6,4,583.8561,345408.5862
s107,6,5,729.6964,389739.7361
s107,7,1,996.9075,219963.3604
s107,7,2,813.8313,247040.646
s107,7,3,1022.1795,276042.2099
s107,7,4,873.1233,317214.8925
s107,7,5,1065.2634,360055.1507
s107,8,1,375.4836,205220.8925
s107,8,2,235.7829,237590.4935
s107,8,3,238.7718,255409.9581
s107,8,4,300.9312,285399.0724
s107,8,5,195.5178,335817.3903
s107,9,1,9.8658,318004.4219
s108,2,1,123.687,60656.8406
s108,2,2,102.2301,71451.3842
s108,2,3,195.858,116793.4528
s108,2,4,108.621,303260.5073
s108,3,1,465.2235,86931.1658
s108,3,2,287.5419,151788.7811
s108,3,3,173.3562,188024.8735
s108,3,4,339.2523,256114.6827
s108,3,5,366.3711,311765.5638
s108,4,1,350.8677,216537.7449
s108,4,2,310.1166,272143.5621
s108,4,3,358.0119,305792.6809
s108,4,4,324.5751,330354.4547
s108,4,5,335.7774,435816.6173
s108,5,1,327.8799,134981.0919
s108,5,2,462.2832,288003.7847
s108,5,3,314.685,349231.1308
s108,5,4,169.2495,402823.1206
s108,5,5,504.9054,416673.5909
s108,6,1,581.8149,171634.2132
s108,6,2,501.2118,224245.1546
s108,6,3,442.1142,246700.6654
s108,6,4,522.7416,305011.5397
s108,6,5,611.4366,364679.9393
s108,7,1,163.7091,132616.3095
s108,7,2,369.2385,172481.1531
s108,7,3,156.2733,206378.4876
s108,7,4,220.9842,267667.8331
s108,7,5,205.092,317841.6683
s109,2,1,241.5663,26214.2157
s109,2,2,48.0654,136737.5719
s109,3,1,159.3108,31434.6793
s109,3,2,101.8899,67487.3125
s109,3,3,86.4594,87266.9836
s109,4,1,116.4699,65195.1742
s109,4,2,105.1218,65967.6714
s109,4,3,108.8846,70493.6762
s109,4,4,175.6904,121558.6102
s109,5,1,180.2574,94028.0063
s109,5,2,192.4317,117430.3281
s109,5,3,167.1597,148478.193
s109,5,4,157.9743,166793.9921
s109,5,5,175.427,219907.7125
s109,6,1,666.5143,59688.4306
s109,6,2,499.9948,112180.3692
s109,6,3,553.8478,142592.2199
s109,6,4,514.8341,202636.7263
s109,6,5,511.7225,230931.1476
s109,7,1,152.6769,147400.9858
s109,7,2,89.8031,213274.9972
s109,7,3,101.3923,228196.7131
s109,7,4,103.7639,244925.1043
s109,7,5,102.8376,265038.5397
s11,8,1,5.832,232432.8711
s11,9,1,7.8732,223801.5225
s11,9,2,7.3629,227351.1016
s11,10,1,5.7834,220311.1094
s11,10,2,5.7591,226747.0293
s11,10,3,6.075,229230.1021
s110,3,1,148.6674,27596.2871
s110,3,2,154.1592,46036.5864
s110,3,3,120.4065,61115.7849
s110,3,4,9.9687,117045.5663
s110,4,1,309.1446,35473.5178
s110,4,2,131.6817,73765.5466
s110,4,3,186.1137,84870.8172
s110,4,4,148.0599,105866.0619
s110,4,5,196.7132,130812.4963
s110,5,1,445.2732,18119.5229
s110,5,2,421.1919,48516.1234
s110,5,3,374.2443,60485.06
s110,5,4,279.9603,83114.2365
s110,5,5,382.5751,158950.5585
s110,6,1,793.4922,41547.5747
s110,6,2,588.5217,67537.902
s110,6,3,697.7016,94601.3465
s110,6,4,656.6468,152972.3499
s110,6,5,645.6996,216853.0494
s110,7,1,531.6597,26709.4502
s110,7,2,297.1161,52725.0479
s110,7,3,321.246,77699.0064
s110,7,4,298.6592,108035.8097
s110,7,5,374.3415,166098.8062
s110,8,1,54.8208,130448.4598
s111,2,1,209.0043,11557.4902
s111,3,1,71.1747,110536.0381
s111,4,1,224.7507,15235.5919
s111,4,2,3.6936,217555.2539
s111,5,1,94.9887,84459.88
s111,5,2,10.206,215443.8462
s111,5,3,16.281,222322.2661
s111,5,4,7.4115,225864.6133
s111,5,5,13.9482,230090.3863
s111,6,1,61.9164,113129.551
s111,6,2,135.8904,149846.7637
s111,6,3,81.4293,225812.7595
s111,6,4,70.1784,231218.9903
s111,6,5,75.9132,245427.2115
s111,7,1,101.2338,152069.7353
s111,7,2,85.5117,204564.7367
s111,7,3,83.592,214921.091
s111,7,4,72.4062,226488.6782
s112,2,1,205.5537,12590.8711
s112,2,2,226.0629,32623.6173
s112,2,3,253.3275,77962.4067
s112,2,4,158.193,126000.8155
s112,2,5,164.2437,188565.7399
s112,3,1,212.868,12259.7211
s112,3,2,151.0731,25298.862
s112,3,3,171.2421,29469.2907
s112,3,4,126.4086,113769.1496
s112,3,5,149.7223,175587.3727
s112,4,1,141.183,33340.8204
s112,4,2,52.0002,53534.3204
s112,4,3,98.1477,144662.0811
s112,4,4,100.3772,204722.7696
s112,4,5,84.0622,225845.2027
s112,5,1,158.8591,87727.0837
s112,5,2,146.9919,130187.5619
s112,5,3,148.0978,206701.8984
s112,5,4,131.0642,221563.1994
s112,5,5,129.2687,234323.6453
s112,6,1,167.7186,98734.4021
s112,6,2,96.053,130489.2743
s112,6,3,117.7962,169944.563
s112,6,4,88.8503,207866.3806
s112,6,5,105.2321,222778.3054
s112,7,1,26.4853,210954.8884
s112,7,2,9.3798,215914.7344
s112,7,3,9.2673,217290.4413
s112,7,4,9.8415,233239.8053
s112,7,5,7.9461,245670.9322
s113,4,1,9.5742,226482.3828
s113,4,2,2.1384,228371.1875
s113,5,1,5.6619,212455.1265
s113,5,2,29.3784,216517.5381
s113,5,3,6.1236,225199.6572
s113,5,4,13.6323,232139.3654
s113,6,1,51.5241,214898.8599
s113,6,2,47.9447,222243.4076
s113,6,3,36.7137,225979.7197
s113,6,4,57.0441,230544.6014
s113,6,5,49.987,243584.227
s113,7,1,12.9762,220754.6992
s113,7,2,12.1743,225405.2123
s114,1,1,80.7975,89869.837
s114,1,2,68.0643,107026.511
s114,1,3,57.0807,110418.1617
s114,2,1,230.7771,65450.5054
s114,2,2,159.3351,94070.7609
s114,2,3,203.3164,104259.435
s114,2,4,369.36,149084.2398
s114,3,1,307.9782,39695.8082
s114,3,2,351.7182,70586.5444
s114,3,3,248.4432,98846.537
s114,3,4,262.6074,108629.7877
s114,3,5,352.0584,163482.4099
s114,4,1,1089.2961,29667.2738
s114,4,2,960.1659,49368.8339
s114,4,3,949.3038,65248.6419
s114,4,4,737.3349,81030.335
s114,4,5,1114.4313,161786.8307
s114,5,1,1195.4142,44272.8811
s114,5,2,1198.1358,70346.0231
s114,5,3,1155.3921,93104.3355
s114,5,4,1052.6979,124145.7895
s114,5,5,1185.4512,247298.5596
s114,6,1,1356.6204,74546.6755
s114,6,2,1225.206,102028.7965
s114,6,3,1094.9337,146826.7711
s114,6,4,1340.7039,198595.3981
s114,6,5,1300.8519,252979.1842
s114,7,1,461.1168,98058.3184
s114,7,2,341.5851,167481.5211
s114,7,3,254.9799,238989.2129
s114,7,4,365.7879,349803.2109
s114,7,5,380.9754,405916.1884
s114,8,1,323.7732,91048.9525
s114,8,2,67.8031,194755.9888
s114,8,3,197.4132,336502.3452
s114,8,4,203.9499,338759.7449
s114,8,5,364.9617,358343.7239
s115,2,1,151.8993,44657.9829
s115,3,1,123.1524,72024.5919
s115,3,2,137.4165,114775.2884
s115,3,3,168.7878,168321.9529
s115,3,4,154.1106,230838.2087
s115,4,1,1116.1233,92286.3302
s115,4,2,823.8363,163710.1782
s115,4,3,930.6657,202762.5082
s115,4,4,684.5067,232365.5599
s115,4,5,1123.5834,308562.5301
s115,5,1,1314.2169,65250.3462
s115,5,2,1371.7836,104418.4577
s115,5,3,1365.9273,142890.5211
s115,5,4,1275.0453,175293.3255
s115,5,5,1348.9659,249963.6216
s115,6,1,1603.2897,52557.6122
s115,6,2,1622.8026,85710.9455
s115,6,3,1519.1874,155787.6415
s115,6,4,1534.5936,233910.9897
s115,6,5,1627.0065,326355.4158
s115,7,1,300.1293,218006.7523
s115,7,2,391.8375,332266.9233
s115,7,3,390.9384,379724.6565
s115,7,4,275.805,429557.7821
s115,7,5,415.7487,471944.5918
s116,2,1,64.0305,99484.1144
s116,2,2,31.9788,199534.8952
s116,3,1,1944.4023,21821.6271
s116,3,2,1727.1954,58850.8162
s116,3,3,1721.5092,116454.3533
s116,3,4,1947.645,287870.355
s116,3,5,1817.9559,395030.7656
s116,4,1,3136.7412,64123.2507
s116,4,2,3001.5987,112571.9242
s116,4,3,2968.9254,203421.5187
s116,4,4,3056.7332,354152.9703
s116,4,5,3009.5793,441326.8228
s116,5,1,3144.0176,106290.5201
s116,5,2,3166.9505,190824.9703
s116,5,3,3228.8625,275168.1549
s116,5,4,3138.4422,357524.4904
s116,5,5,3315.1032,430989.9306
s116,6,1,1006.8129,170793.9716
s116,6,2,945.2362,311047.0707
s116,6,3,804.3543,354671.4895
s116,6,4,922.2579,389214.9912
s116,6,5,1084.7034,449551.3909
s116,7,1,49.2561,192759.2476
s116,7,2,58.3686,252646.6138
s116,7,3,110.6379,267474.4213
s116,7,4,50.7384,341716.5578
s117,3,1,157.4883,38761.4283
s117,3,2,227.8611,75600.3126
s117,3,3,91.9269,91870.7993
s117,3,4,130.5639,107189.0389
s117,3,5,125.5778,209845.7523
s117,4,1,400.6382,40369.9779
s117,4,2,472.1247,71331.5652
s117,4,3,445.6462,104156.6585
s117,4,4,389.9623,186338.5051
s117,4,5,383.8514,228163.9875
s117,5,1,1305.1773,33282.8325
s117,5,2,1138.4064,57086.1141
s117,5,3,1133.4978,80049.3114
s117,5,4,1150.4116,137322.7329
s117,5,5,1226.8901,218853.1759
s117,6,1,1458.2673,42775.1604
s117,6,2,1307.583,76675.8754
s117,6,3,1280.9745,113078.8823
s117,6,4,1307.9796,172955.3364
s117,6,5,1306.228,324454.9184
s117,7,1,268.8795,113120.4298
s117,7,2,214.3503,159154.9096
s117,7,3,255.6846,205096.521
s117,7,4,269.5599,226954.3067
s117,7,5,234.7623,379918.2322
s118,2,1,271.864,14735.5801
s118,2,2,345.1329,38291.8769
s118,2,3,289.3644,52665.8608
s118,2,4,196.2468,78560.5446
s118,2,5,202.8969,152398.8801
s118,3,1,344.8899,2709.882
s118,3,2,358.1091,20355.348
s118,3,3,173.3076,28576.0375
s118,3,4,255.0188,54956.2707
s118,3,5,263.8994,131459.3391
s118,4,1,543.0807,34520.838
s118,4,2,509.7615,67462.2146
s118,4,3,392.1527,94752.713
s118,4,4,430.5431,146649.3324
s118,4,5,412.1222,224927.5496
s118,5,1,256.7787,134403.4272
s118,5,2,182.8332,159269.674
s118,5,3,206.7106,187891.2212
s118,5,4,220.706,214226.0005
s118,5,5,221.99,228293.8872
s118,6,1,139.0284,105004.7877
s118,6,2,82.7172,111643.8288
s118,6,3,103.7367,173506.5494
s118,6,4,95.2074,214959.0105
s118,6,5,101.8656,226668.794
s118,7,1,49.4991,177300.4487
s118,7,2,12.2958,211101.0896
s118,7,3,2.5758,213331.9192
s118,7,4,8.6265,218498.3457
s118,7,5,14.0697,223734.542
s119,3,1,33.4368,191902.4473
s119,3,2,22.2814,216277.7102
s119,3,3,18.2736,220571.25
s119,4,1,58.3686,116913.3111
s119,4,2,13.4622,223682.024
s119,4,3,9.5365,225088.1709
s119,4,4,8.9152,234431.8711
s119,5,1,8.9424,212035.7734
s119,5,2,47.5874,214380.6725
s119,5,3,21.1881,221226.4136
s119,5,4,25.0217,229371.0773
s119,5,5,29.2815,237290.4631
s119,6,1,19.7849,214685.2508
s119,6,2,18.468,218000.3438
s119,6,3,35.3808,220460.2957
s119,6,4,24.057,226063.9298
s119,6,5,12.8304,235989.6179
s119,7,1,10.7892,210764.0648
s119,7,2,15.4352,212179.008
s119,7,3,19.9746,218636.4502
s119,7,4,15.4062,224547.8069
s119,7,5,13.4865,231232.1561
s12,2,1,13.8753,236588.1914
s12,7,1,10.5705,238843.1035
s12,9,1,25.4178,215746.045
s12,9,2,9.0639,229549.2955
s12,9,3,10.206,229879.125
s12,10,1,20.5092,216845.1578
s12,10,2,16.9371,224994.4621
s12,10,3,33.7041,228210.4966
s12,10,4,14.5314,230675.8029
s12,10,5,29.4759,244444.4701
s120,4,1,36.2556,193608.0552
s120,5,1,175.8105,29510.4283
s120,5,2,65.9988,127824.0799
s120,5,3,6.4638,219300.5166
s120,6,1,378.0351,145350.626
s120,6,2,329.0521,186739.0993
s120,6,3,307.7144,212444.1035
s120,6,4,297.5235,226020.3799
s120,6,5,326.6892,236565.4925
s120,7,1,195.0007,192268.4917
s120,7,2,161.0361,218404.7819
s120,7,3,154.305,223318.5592
s120,7,4,166.455,227921.134
s120,7,5,166.0662,238155.1724
s120,8,1,5.8563,248143.3502
s121,4,1,14.9202,220072.0195
s121,4,2,11.5425,222504.3691
s121,5,1,44.2943,217562.3585
s121,5,2,27.3978,221379.2486
s121,5,3,44.5249,223849.2312
s121,5,4,38.0183,226855.376
s121,5,5,40.136,232612.4103
s121,6,1,117.0273,208761.8605
s121,6,2,104.2767,220884.1229
s121,6,3,101.6753,226087.0696
s121,6,4,96.1745,230306.5465
s121,6,5,106.0066,236414.7195
s121,7,1,7.8519,215090.0123
s121,7,2,8.8022,216248.2841
s121,7,3,6.7584,216828.8526
s121,7,4,10.8621,217164.6953
s121,7,5,18.2026,228730.3599
s122,4,1,0.0,0.0
s122,5,1,3.2486,213991.7402
s122,5,2,6.5547,217793.8691
s122,5,3,6.0603,220612.3277
s122,5,4,4.662,223262.6041
s122,5,5,0.5029,226428.7975
s122,6,1,105.7013,150973.68
s122,6,2,69.3661,221238.263
s122,6,3,55.1619,223829.364
s122,6,4,36.6228,226293.9745
s122,6,5,58.4105,231069.0676
s122,7,1,1.2347,210983.9864
s122,7,2,0.0,0.0
s122,7,3,14.823,219569.6523
s122,7,4,0.246,225048.5318
s122,7,5,7.3682,234011.8594
s123,2,1,173.4534,27904.0991
s123,2,2,52.1864,65992.6165
s123,2,3,0.0,0.0
s123,3,1,496.6857,1709.1192
s123,3,2,197.1673,19232.7048
s123,3,3,133.6491,23076.4397
s123,3,4,442.1871,30276.3495
s123,3,5,318.7957,96340.8003
s123,4,1,245.43,6378.7255
s123,4,2,333.1773,34045.9098
s123,4,3,244.6281,73835.0499
s123,4,4,96.2502,144124.2437
s123,4,5,115.8998,224494.2963
s123,5,1,48.7458,123598.9584
s123,5,2,36.9763,192659.5042
s123,5,3,11.6682,216273.1599
s123,5,4,0.0,0.0
s123,5,5,13.365,226257.3508
s123,6,1,17.803,214520.3643
s123,6,2,11.9313,221828.0098
s123,6,3,20.0722,223402.324
s123,6,4,0.0,0.0
s123,6,5,18.4923,230957.9445
s124,5,1,106.7985,63527.3561
s124,5,2,36.207,157220.4388
s124,5,3,32.562,177075.6749
s124,5,4,11.9799,218751.7529
s124,6,1,144.4635,106763.8132
s124,6,2,106.9929,132772.1672
s124,6,3,150.8058,172834.1619
s124,6,4,117.9279,213616.6064
s124,6,5,117.4813,228289.795
s124,7,1,75.4029,181453.463
s124,7,2,33.291,225177.2295
s124,7,3,13.7052,225440.9727
s124,7,4,47.7981,229413.8672
s124,7,5,35.7696,233841.8256
s125,6,1,53.9205,208044.8268
s125,6,2,6.2937,223946.9312
s125,6,3,16.7427,233875.0098
s125,6,4,33.9957,256768.9287
s125,6,5,25.3935,303630.8202
s125,7,1,94.9763,195132.9947
s125,7,2,113.9717,228424.8333
s125,7,3,71.6364,251125.0334
s125,7,4,96.5682,281151.4205
s125,7,5,90.4689,317716.0206
s125,8,1,64.5894,156383.2541
s125,8,2,55.9386,219586.5401
s125,8,3,24.786,221962.9962
s125,8,4,31.2012,253924.8198
s125,8,5,37.7379,286830.4132
s126,7,1,6.5124,213406.7882
s126,8,1,12.0771,259985.3672
s126,9,1,12.5874,227982.024
s127,7,1,5.589,217559.9248
s127,7,2,3.4263,221881.5582
s127,7,3,9.72,226560.7969
s128,5,1,35.0163,170652.571
s128,5,2,11.8774,217986.874
s128,5,3,36.7112,222033.5977
s128,5,4,37.1001,224387.9186
s128,5,5,41.1045,225959.4208
s128,6,1,34.4574,211737.4157
s128,6,2,27.5357,217683.7478
s128,6,3,29.9838,219582.0404
s128,6,4,31.7844,223685.4682
s128,6,5,33.291,230648.4548
s128,7,1,53.1441,203726.5359
s128,7,2,40.1679,208151.5413
s128,7,3,30.7395,222263.3548
s128,7,4,28.674,223997.9879
s128,7,5,42.5979,233156.6101
s128,8,1,10.4004,236357.8477
s129,6,1,24.64,208087.7656
s129,6,2,15.5277,223433.0098
s129,6,3,11.8827,224256.0107
s129,6,4,14.8959,229741.5728
s129,7,1,115.8138,126458.0709
s129,7,2,33.4611,192825.9796
s129,7,3,80.3358,203368.0187
s129,7,4,76.788,220414.1454
s129,7,5,69.7167,245456.8211
s129,8,1,46.5102,190971.8501
s129,8,2,11.4453,223694.2441
s129,8,3,38.3454,224641.6151
s129,8,4,20.0718,234175.7053
s129,8,5,29.2815,253535.9416
s129,9,1,37.1547,163151.8395
s129,9,2,35.1864,190379.2189
s129,9,3,5.6376,218679.6471
s129,9,4,8.3835,226789.7871
s129,9,5,20.4618,239324.21
s13,8,1,10.9593,215120.751
s13,8,2,9.963,225789.5723
s13,8,3,9.0639,239198.4381
s13,9,1,17.7876,224000.525
s13,9,2,19.0755,230991.6084
s13,9,3,9.2097,232102.3047
s13,9,4,10.1331,235627.1367
s13,9,5,21.6027,239107.1737
s13,10,1,91.9026,191726.9227
s13,10,2,59.9814,220923.9957
s13,10,3,63.8847,227096.6544
s13,10,4,57.8012,232580.0978
s13,10,5,61.8921,245548.6059
s130,6,1,74.0664,101999.2822
s130,6,2,78.732,104935.4704
s130,6,3,101.0637,133867.9913
s130,6,4,65.1969,223144.6598
s130,6,5,61.8678,241111.0764
s130,7,1,107.7219,182788.2947
s130,7,2,64.5894,222203.586
s130,7,3,72.3411,224872.889
s130,7,4,69.9597,229183.6364
s130,7,5,77.3226,234967.1402
s130,8,1,109.6902,119036.5667
s130,8,2,92.955,149602.7939
s130,8,3,70.322,212447.8999
s130,8,4,67.8699,222182.298
s130,8,5,82.9845,236851.2899
s131,7,1,18.0792,217235.3951
s131,7,2,12.2958,226811.7076
s131,7,3,20.898,228987.6125
s131,7,4,17.0343,234357.6414
s131,8,1,7.4115,217042.2446
s131,8,2,10.5948,219273.9033
s131,8,3,18.6381,223045.3514
s131,8,4,5.9049,225162.7832
s131,8,5,14.7501,227943.7877
s132,4,1,344.5469,-3831.8031
s132,4,2,228.5462,10880.9236
s132,4,3,297.442,38348.3843
s132,4,4,223.7341,54789.9182
s132,4,5,349.6677,106037.7256
s132,5,1,1634.8543,-691.4245
s132,5,2,1326.1239,11900.7574
s132,5,3,974.6736,28233.5899
s132,5,4,1178.2742,69476.7722
s132,5,5,1117.1036,192137.1749
s132,6,1,717.9435,-4351.6736
s132,6,2,728.4031,23624.5619
s132,6,3,534.8823,99221.3955
s132,6,4,587.4128,166116.3289
s132,6,5,575.935,224261.6011
s133,5,1,280.179,-6361.4086
s133,5,2,41.353,145304.9493
s133,6,1,106.7568,139964.7346
s133,6,2,57.4941,214822.1742
s133,6,3,73.0375,220407.7894
s133,6,4,69.0115,225066.2218
s133,6,5,63.0077,232144.4167
s133,7,1,3.0609,219720.1089
s133,7,2,15.8193,224674.8799
s133,7,3,7.0227,224864.3291
s133,7,4,8.9181,225164.8359
s133,7,5,13.5594,227108.8858
s134,4,1,144.1719,41133.3978
s134,4,2,109.7388,61258.1175
s134,4,3,85.7547,90109.6391
s134,4,4,152.1247,113370.1453
s134,4,5,97.738,226982.5116
s134,5,1,129.2189,48607.707
s134,5,2,147.4038,97513.9272
s134,5,3,205.3355,201270.6131
s134,5,4,241.689,222040.6744
s134,5,5,242.1914,231914.1218
s134,6,1,342.1241,84460.9884
s134,6,2,215.923,209600.6507
s134,6,3,183.4508,221625.2258
s134,6,4,208.7261,227009.2051
s134,6,5,196.6917,235535.083
s134,7,1,23.0121,215356.4928
s134,7,2,9.8901,217236.2983
s134,7,3,41.1399,220802.3568
s134,7,4,22.2102,224002.3557
s134,7,5,27.4347,228928.7973
s135,3,1,58.4658,131367.3403
s135,3,2,85.7061,133456.3372
s135,3,3,107.1873,134104.1925
s135,3,4,5.0058,246715.9609
s135,4,1,551.6829,60279.7253
s135,4,2,466.4142,98613.0142
s135,4,3,488.673,131509.6024
s135,4,4,499.6809,170111.7142
s135,4,5,509.7669,223935.1018
s135,5,1,2053.0827,63674.65
s135,5,2,1831.6125,104857.1386
s135,5,3,1907.146,137631.1305
s135,5,4,1862.6008,183424.0643
s135,5,5,1976.3433,245895.2429
s135,6,1,1446.7248,91390.1063
s135,6,2,1223.8452,129768.2731
s135,6,3,1244.8161,166074.6533
s135,6,4,1374.7968,194049.2228
s135,6,5,1307.8943,252336.9638
s135,7,1,371.9844,139958.8794
s135,7,2,392.688,160342.8217
s135,7,3,229.4649,204128.4165
