region,class,sc_point_gid,capacity,supply_curve_cost_per_MW,dist_km,trans_adder_per_MW,capital_adder_per_MW
p31,,39659,261.2977211,0,5.76,0,0
p32,,39664,3.742602412,0,5.76,0,0
p33,,40033,123.3816536,0,5.76,0,0
p34,,40034,333.3106336,0,5.76,0,0
p35,,40035,348.2869641,0,16.68307791,0,0
p36,,40036,349.1987836,0,11.36558441,0,0
p37,,40037,339.4579008,0,5.76,0,0
p38,,40038,284.1507176,0,7.378448045,0,0
p39,,40039,93.70230782,0,5.76,0,0
p40,,40043,0.206589634,0,20.26873375,0,0
p41,,40044,23.74252041,0,10.72233765,0,0
p42,,40045,24.99850232,0,5.76,0,0
p43,,40046,25.32306081,0,5.76,0,0
p44,,40047,42.06598348,0,16.16601297,0,0
p45,,40048,0.189230558,0,8.792863633,0,0
p46,,40413,244.0426005,0,5.76,0,0
p47,,40414,352.9388953,0,5.76,0,0
p48,,40415,360.4586695,0,17.42866233,0,0
p49,,40416,354.2399895,0,17.82438959,0,0
p50,,40417,345.7384383,0,9.945870119,0,0
p51,,40418,192.8612937,0,5.76,0,0
p52,,40419,1.267760897,0,5.76,0,0
p53,,40423,0.506420138,0,25.51386361,0,0
p54,,40424,51.31459728,0,18.84417531,0,0
p55,,40425,56.51778364,0,5.76,0,0
p56,,40426,94.24430222,0,5.76,0,0
p57,,40427,235.2366311,0,5.76,0,0
p58,,40428,2.000987162,0,5.76,0,0
p59,,40792,45.63135742,0,5.76,0,0
p60,,40793,337.5208586,0,5.76,0,0
p61,,40794,376.4445258,0,7.018448045,0,0
p62,,40795,379.2799688,0,18.06396103,0,0
p63,,40796,359.6977125,0,29.73307791,0,0
p64,,40797,347.5041117,0,14.70572727,0,0
p65,,40798,136.7268789,0,5.76,0,0
p66,,40799,2.237645509,0,5.76,0,0
p67,,40801,3.436417862,0,15.32668181,0,0
p68,,40802,0.897347561,0,26.8210974,0,0
p69,,40804,30.07562758,0,9.222123369,0,0
p70,,40805,145.3060258,0,5.76,0,0
p71,,40806,186.4847199,0,5.76,0,0
p72,,40807,64.73645503,0,5.76,0,0
p73,,41172,140.7338012,0,5.76,0,0
p74,,41173,362.5659668,0,5.76,0,0
p75,,41174,404.0688164,0,6.440071427,0,0
p76,,41175,402.7066242,0,14.14233765,0,0
p77,,41176,368.9504438,0,20.3560844,0,0
p78,,41177,346.1732438,0,11.27293506,0,0
p79,,41178,326.1259263,0,5.76,0,0
p80,,41179,86.70115328,0,5.76,0,0
p81,,41181,6.696925568,0,11.45933116,0,0
p82,,41182,6.001318047,0,14.98102597,0,0
p83,,41184,3.174264477,0,10.48961687,0,0
p84,,41185,160.5595987,0,5.76,0,0
p85,,41186,34.29973353,0,10.31646753,0,0
p86,,41187,0.22674829,0,5.76,0,0
p87,,41552,248.941919,0,5.76,0,0
p88,,41553,383.6344781,0,5.76,0,0
p89,,41554,420.7875328,0,5.76,0,0
p90,,41555,413.4761438,0,5.76,0,0
p91,,41556,375.0306328,0,9.834032457,0,0
p92,,41557,339.5478234,0,5.76,0,0
p93,,41558,331.3945723,0,5.76,0,0
p94,,41559,102.6136471,0,11.9013831,0,0
p95,,41931,12.34911218,0,7.489188309,0,0
p96,,41932,336.2392282,0,5.76,0,0
p97,,41933,403.0708711,0,5.76,0,0
p98,,41934,417.9732891,0,5.76,0,0
p99,,41935,403.3417148,0,9.703006486,0,0
p100,,41936,367.6996898,0,5.76,0,0
p101,,41937,332.8466871,0,5.76,0,0
p102,,41938,291.6010769,0,5.76,0,0
p103,,41939,132.8642394,0,5.76,0,0
p104,,42311,16.74545605,0,5.76,0,0
p105,,42312,354.832998,0,5.76,0,0
p106,,42313,401.960475,0,5.76,0,0
p107,,42314,402.3111797,0,5.76,0,0
p108,,42315,382.9298414,0,5.76,0,0
p109,,42316,350.2046391,0,5.76,0,0
p110,,42317,318.7009755,0,6.253675324,0,0
p111,,42318,166.8323251,0,5.76,0,0
p112,,42319,28.05269541,0,5.76,0,0
p113,,42691,6.817663095,0,5.76,0,0
p114,,42692,293.6743652,0,5.76,0,0
p115,,42693,376.977702,0,5.76,0,0
p116,,42694,382.8576375,0,5.76,0,0
p117,,42695,367.2865582,0,5.76,0,0
p118,,42696,342.0661641,0,5.76,0,0
p119,,42697,188.1994352,0,5.76,0,0
p120,,42698,14.31936569,0,5.76,0,0
p121,,43072,127.9275697,0,5.76,0,0
p122,,43073,342.0489199,0,5.76,0,0
p123,,43074,359.2746773,0,5.76,0,0
p124,,43075,357.8410406,0,5.76,0,0
p125,,43076,332.7410816,0,5.76,0,0
p126,,43077,23.51667386,0,5.76,0,0
p127,,43078,7.654446274,0,5.76,0,0
p128,,43452,8.937601772,0,5.76,0,0
p129,,43453,279.2079443,0,5.76,0,0
p130,,43454,347.8215938,0,5.76,0,0
p131,,43455,352.7956898,0,5.76,0,0
p132,,43456,230.6288094,0,5.76,0,0
p133,,43457,2.569880163,0,5.76,0,0
p134,,43458,19.47524357,0,5.76,0,0
p135,,43833,181.0388896,0,5.76,0,0
p136,,43834,339.6349617,0,5.76,0,0
p137,,43835,344.5230586,0,5.76,0,0
p138,,43836,88.60739103,0,10.90279221,0,0
p139,,43837,2.564753915,0,6.564701295,0,0
p140,,43838,19.36083432,0,5.76,0,0
p141,,44213,81.4934812,0,5.76,0,0
p142,,44214,314.2369706,0,5.76,0,0
p143,,44215,246.0570468,0,5.76,0,0
p144,,44216,13.31200254,0,5.76,0,0
p145,,44217,15.42812029,0,6.074772721,0,0
p146,,44218,4.062302618,0,5.76,0,0
p147,,44594,142.753937,0,5.76,0,0
p148,,44595,89.79746816,0,5.76,0,0
p149,,44596,3.913782042,0,5.76,0,0
p150,,44597,8.083261416,0,5.76,0,0
p151,,44598,10.54905728,0,5.76,0,0
p152,,44599,0.798521305,0,5.76,0,0
p153,,44600,0.170777408,0,5.76,0,0
p154,,44975,3.141088739,0,16.22668181,0,0
p155,,44976,9.040529845,0,12.70014285,0,0
p156,,44977,12.4619057,0,13.73381818,0,0
p157,,44978,7.206716159,0,5.76,0,0
p158,,44979,3.521131124,0,5.76,0,0
p159,,44980,1.168618274,0,5.76,0,0
p160,,44982,0.242534442,0,12.58410388,0,0
p161,,45251,27.36017447,0,5.76,0,0
p162,,45355,0.206796754,0,13.63742207,0,0
p163,,45356,18.78490428,0,25.844987,0,0
p164,,45357,58.82748424,0,19.48961687,0,0
p165,,45358,17.43951782,0,17.19484415,0,0
p166,,45359,12.37478533,0,5.76,0,0
p167,,45360,2.095692966,0,5.76,0,0
p168,,45361,0.05604449,0,5.76,0,0
p169,,45362,2.639621137,0,11.29102597,0,0
p170,,45363,0.112520949,0,12.57021428,0,0
p171,,45631,60.1777323,0,5.76,0,0
p172,,45736,22.59543924,0,23.85174024,0,0
p173,,45737,13.08029812,0,9.973006486,0,0
p174,,45738,14.40589719,0,5.76,0,0
p175,,45739,115.8630653,0,5.76,0,0
p176,,45740,185.3832271,0,5.76,0,0
p177,,45741,31.42630085,0,5.76,0,0
p178,,45742,2.567243246,0,5.76,0,0
p179,,45743,0.548910703,0,5.76,0,0
p180,,46018,19.94818399,0,15.37410388,0,0
p181,,46019,143.8573666,0,5.76,0,0
p182,,46116,4.946744905,0,19.7110974,0,0
p183,,46117,13.28498453,0,7.445512986,0,0
p184,,46118,157.6203085,0,5.76,0,0
p185,,46119,328.502018,0,6.455512986,0,0
p186,,46120,321.4510945,0,5.76,0,0
p187,,46121,225.4493971,0,5.76,0,0
p188,,46122,60.81356632,0,5.76,0,0
p189,,46123,1.191736424,0,5.76,0,0
p190,,46398,10.00660742,0,6.832051942,0,0
p191,,46399,72.02741927,0,5.76,0,0
p192,,46497,175.8759995,0,14.06777921,0,0
p193,,46498,326.5529238,0,12.97124025,0,0
p194,,46499,327.8859117,0,5.76,0,0
p195,,46500,309.0638456,0,5.76,0,0
p196,,46501,301.7573366,0,9.312123369,0,0
p197,,46502,103.7635457,0,24.07806491,0,0
p198,,46877,216.7044234,0,8.073961031,0,0
p199,,46878,316.756487,0,5.76,0,0
p200,,46879,224.1487075,0,6.149331163,0,0
p201,,46880,178.654734,0,5.76,0,0
p202,,46881,53.75016179,0,20.50894803,0,0
p203,,46882,2.147621027,0,29.12930517,0,0
p204,,47257,247.3463386,0,5.76,0,0
p205,,47258,281.1942767,0,8.853077913,0,0
p1,,47259,131.5210229,0,5.76,0,0
p2,,47260,2.885020754,0,9.507564928,0,0
p3,,47637,42.61634787,0,9.967707781,0,0
p4,,47638,46.35302609,0,6.95293506,0,0
p5,,47639,0.149338652,0,5.76,0,0
p6,,52094,71.51548603,0,5.810071427,0,0
p7,,52095,2.042148692,0,11.45668181,0,0
p8,,52474,28.13666765,0,5.76,0,0
p9,,53330,16.65637231,0,27.90703894,0,0
p10,,53331,144.1044834,0,24.9460844,0,0
p11,,53332,41.71913924,0,5.76,0,0
p12,,53710,149.0675555,0,13.54851947,0,0
p13,,53711,337.881818,0,5.897422074,0,0
p14,,53712,227.3356487,0,5.76,0,0
p15,,53713,0.963089487,0,18.59975972,0,0
p16,,54088,5.426196464,0,25.73799349,0,0
p17,,54089,153.7850823,0,9.637493501,0,0
p18,,54090,189.3126482,0,5.76,0,0
p19,,54091,363.2820891,0,5.76,0,0
p20,,54092,376.232059,0,5.76,0,0
p21,,54093,55.61403873,0,9.271097398,0,0
p22,,54468,27.85980117,0,31.16732465,0,0
p23,,54469,322.2293273,0,17.23057141,0,0
p24,,54470,266.3098168,0,15.11954544,0,0
p25,,54471,341.4037938,0,11.58131168,0,0
p26,,54472,383.7318996,0,5.76,0,0
p27,,54473,134.9520748,0,19.55668181,0,0
p28,,54848,44.3216613,0,20.93071427,0,0
p29,,54849,197.9249867,0,13.38661038,0,0
p30,,54850,13.28889198,0,16.81410388,0,0
p31,,54851,111.4400417,0,23.20894803,0,0
p32,,54852,336.2877256,0,5.76,0,0
p33,,54853,216.7637585,0,5.76,0,0
p34,,55231,6.980783051,0,19.74152596,0,0
p35,,55232,216.8331362,0,5.76,0,0
p36,,55233,106.0032767,0,6.099259736,0,0
p37,,55612,3.670457656,0,5.76,0,0
p38,,55907,15.50030767,0,5.76,0,0
p39,,57055,0.450003382,0,7.917350647,0,0
p40,,57057,0.056006056,0,16.2138896,0,0
p41,,57435,7.555636515,0,5.76,0,0
p42,,57436,10.88265103,0,5.76,0,0
p43,,57437,7.96636937,0,5.76,0,0
p44,,57448,102.9111981,0,14.88837662,0,0
p45,,57449,43.24649962,0,18.03947402,0,0
p46,,57496,64.41576374,0,7.545655839,0,0
p47,,57497,60.55858813,0,18.13322077,0,0
p48,,57815,7.842155711,0,5.76,0,0
p49,,57816,39.19562212,0,5.76,0,0
p50,,57817,1.615052518,0,7.216538957,0,0
p51,,57827,33.25934719,0,5.76,0,0
p52,,57828,299.3688624,0,5.76,0,0
p53,,57829,139.3780626,0,6.235584412,0,0
p54,,57875,78.61551263,0,16.54675324,0,0
p55,,57876,235.2442382,0,34.33276621,0,0
p56,,57877,216.2331149,0,27.17799349,0,0
p57,,57878,8.093065284,0,21.26403246,0,0
p58,,58186,9.247812307,0,5.76,0,0
p59,,58195,0.131964308,0,5.76,0,0
p60,,58196,14.45727372,0,5.76,0,0
p61,,58197,0.095837829,0,9.498519472,0,0
p62,,58207,88.11912565,0,11.63293506,0,0
p63,,58208,310.3382109,0,9.258305192,0,0
p64,,58209,85.70216199,0,5.822863633,0,0
p65,,58255,164.9812961,0,46.21121425,0,0
p66,,58256,113.3696694,0,33.25806491,0,0
p67,,58257,29.64603238,0,17.1213831,0,0
p68,,58258,19.25967047,0,6.257422074,0,0
p69,,58565,9.669380732,0,17.97770778,0,0
p70,,58566,103.0842693,0,55.2021688,0,0
p71,,58567,1.854106586,0,69.50422074,0,0
p72,,58587,149.4160234,0,7.508376618,0,0
p73,,58588,309.0878051,0,10.60565584,0,0
p74,,58589,38.8781953,0,13.98837662,0,0
p75,,58635,62.66499851,0,27.80534414,0,0
p76,,58636,224.9403263,0,30.15064284,0,0
p77,,58637,141.2250319,0,19.3521948,0,0
p78,,58638,1.383722011,0,5.76,0,0
p79,,58945,5.771646458,0,27.81594155,0,0
p80,,58946,66.65704307,0,30.4413831,0,0
p81,,58947,2.677465218,0,64.26631811,0,0
p82,,58967,211.3347002,0,5.76,0,0
p83,,58968,310.0763848,0,5.76,0,0
p84,,58969,45.11286238,0,5.76,0,0
p85,,59016,162.9231788,0,20.0796883,0,0
p86,,59017,155.1746555,0,31.37181167,0,0
p87,,59347,261.4933292,0,17.24491557,0,0
p88,,59348,314.5716,0,17.05961687,0,0
p89,,59349,42.17397259,0,5.76,0,0
p90,,59396,19.13545725,0,18.93682466,0,0
p91,,59397,17.31329076,0,16.4785909,0,0
p92,,59726,20.65961583,0,26.62410388,0,0
p93,,59727,306.9763576,0,33.98181167,0,0
p94,,59728,321.0957703,0,18.49961687,0,0
p95,,59729,71.30852167,0,6.391097398,0,0
p96,,60102,0.056224456,0,5.76,0,0
p97,,60107,130.4687428,0,18.61675324,0,0
p98,,60108,184.9448977,0,20.77410388,0,0
p99,,60109,1.816546296,0,10.70844805,0,0
p100,,60481,1.231742437,0,8.170357134,0,0
p101,,60483,1.035152919,0,5.76,0,0
p102,,60484,0.171299142,0,5.76,0,0
p103,,60489,15.56077766,0,7.809259736,0,0
p104,,60490,41.98220498,0,5.76,0,0
p105,,60861,0.171050806,0,5.76,0,0
p106,,60862,1.147569054,0,10.1774935,0,0
p107,,60863,63.2156372,0,7.915798693,0,0
p108,,60864,8.849323389,0,5.76,0,0
p109,,61241,0.057455793,0,10.32770778,0,0
p110,,61243,11.11846836,0,17.4760844,0,0
p111,,61244,0.538852559,0,7.725655839,0,0
p112,,62361,4.545219416,0,5.76,0,0
p113,,62362,40.27056833,0,5.76,0,0
p114,,62363,13.49746781,0,5.76,0,0
p115,,62364,15.13570479,0,6.463006486,0,0
p116,,62365,2.175307333,0,5.76,0,0
p117,,62432,50.38566488,0,11.1610974,0,0
p118,,62433,24.6738427,0,5.76,0,0
p119,,62434,3.245414351,0,5.76,0,0
p120,,62741,67.81904349,0,5.76,0,0
p121,,62742,194.8207409,0,5.76,0,0
p122,,62743,148.0540978,0,5.76,0,0
p123,,62744,209.4043441,0,5.76,0,0
p124,,62745,94.39883587,0,5.76,0,0
p125,,62746,0.17220605,0,5.76,0,0
p126,,62811,4.503780767,0,19.69145453,0,0
p127,,62812,293.9279772,0,7.945584412,0,0
p128,,62813,313.3954547,0,5.76,0,0
p129,,62814,60.45889729,0,5.76,0,0
p130,,63121,158.1810056,0,5.76,0,0
p131,,63122,361.2024151,0,33.17491557,0,0
p132,,63123,144.9663614,0,5.76,0,0
p133,,63124,142.4136037,0,6.580142853,0,0
p134,,63125,144.1675667,0,21.8721948,0,0
p135,,63126,20.22781102,0,16.18565584,0,0
p136,,63191,56.75661198,0,15.52851947,0,0
p137,,63192,320.2816887,0,5.76,0,0
p138,,63193,321.9257039,0,5.76,0,0
p139,,63194,114.798772,0,5.76,0,0
p140,,63501,149.9816262,0,5.76,0,0
p141,,63502,298.4047511,0,5.76,0,0
p142,,63503,310.4481987,0,7.422123369,0,0
p143,,63504,101.0266927,0,5.76,0,0
p144,,63505,31.18272892,0,7.288448045,0,0
p145,,63506,78.2946308,0,16.46159739,0,0
p146,,63507,48.52632558,0,10.02198052,0,0
p147,,63508,0.388738256,0,11.03381818,0,0
p148,,63571,133.993392,0,12.13565584,0,0
p149,,63572,321.2136,0,5.76,0,0
p150,,63573,301.0046162,0,5.76,0,0
p151,,63574,11.66018404,0,5.76,0,0
p152,,63880,13.77293516,0,16.89505843,0,0
p153,,63881,107.783805,0,6.738305192,0,0
p154,,63882,135.5804876,0,5.76,0,0
p155,,63883,388.8998578,0,39.96548699,0,0
p156,,63884,309.0046247,0,6.763889604,0,0
p157,,63885,26.91306532,0,5.76,0,0
p158,,63886,1.764384009,0,7.645798693,0,0
p159,,63887,46.10038135,0,5.76,0,0
p160,,63888,4.847081153,0,5.76,0,0
p161,,63950,50.43576331,0,32.32763635,0,0
p162,,63951,244.7447004,0,18.04742207,0,0
p163,,63952,305.3458389,0,5.76,0,0
p164,,63953,240.8728519,0,9.355798693,0,0
p165,,64260,26.48219876,0,5.76,0,0
p166,,64261,257.4450008,0,5.76,0,0
p167,,64262,247.487247,0,5.76,0,0
p168,,64263,382.2372914,0,26.49417531,0,0
p169,,64264,387.7011817,0,16.58028571,0,0
p170,,64265,177.7638246,0,5.76,0,0
p171,,64276,0.075418782,0,7.759188309,0,0
