region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_MW,capital_adder_per_MW,dist_km,reinforcement_dist_km
p01001,3,71325,5163.042,106710.509,200209.02,-93498.512,83.73,33.444
p01001,3,71326,4982.135,121328.681,214417.014,-93088.333,85.102,33.444
p01001,3,71327,4980.251,133578.972,220125.604,-86546.632,89.941,33.444
p01001,3,71328,5191.983,152895.164,220970.123,-68074.959,95.118,33.444
p01001,3,71706,5288.138,133505.886,232080.391,-98574.505,102.141,33.444
p01001,3,71707,4867.841,167471.381,253240.903,-85769.522,102.632,33.444
p01001,3,71708,5015.329,9253.828,44193.447,-34939.619,14.878,135.716
p01001,3,72086,5254.851,175696.986,262827.609,-87130.623,114.578,33.444
p01001,3,72087,4512.3,195723.971,272849.64,-77125.669,114.472,33.444
p01001,3,72088,4148.612,59334.986,63873.753,-4538.767,25.523,135.716
p01001,3,72466,3551.438,217891.961,295309.28,-77417.32,124.474,33.444
p01003,3,77019,477.021,19920.767,111707.997,-91787.231,36.238,52.126
p01003,3,77020,4312.821,32129.879,125073.84,-92943.961,43.519,52.126
p01003,3,77399,2081.455,-21892.386,73316.926,-95209.312,25.593,52.126
p01003,3,77400,4589.089,-3318.009,92102.543,-95420.553,34.468,52.126
p01003,3,77779,2846.548,-33108.74,53677.132,-86785.871,17.227,52.126
p01003,3,77780,4389.137,-4129.59,83800.067,-87929.657,29.642,52.126
p01003,3,78159,2433.196,-64442.797,26072.742,-90515.54,3.933,63.425
p01003,3,78160,4329.655,100725.251,120095.169,-19369.918,39.965,25.293
p01003,3,78161,4383.056,54737.799,143126.154,-88388.355,50.769,25.293
p01003,3,78539,3144.372,1807.044,69691.633,-67884.589,22.619,25.293
p01003,3,78540,4492.526,72940.146,103465.671,-30525.525,35.336,25.293
p01003,3,78541,3874.559,51523.539,134620.814,-83097.275,46.434,25.293
p01003,3,78918,695.228,154299.166,86927.566,67371.6,13.822,25.293
p01003,3,78919,2992.263,49589.302,66625.686,-17036.384,21.259,25.293
p01003,3,78920,4408.774,62882.278,97936.437,-35054.159,33.292,25.293
p01003,3,78921,4396.535,57399.572,129187.819,-71788.247,45.184,25.293
p01003,3,78922,3344.066,89383.054,160590.927,-71207.873,57.525,25.293
p01003,3,79299,3154.177,604609.283,98225.526,506383.757,32.708,25.293
p01003,3,79300,4850.077,173317.042,113620.745,59696.297,39.027,25.293
p01003,3,79301,4443.566,106710.165,132489.665,-25779.501,49.505,25.293
p01003,3,79302,4338.644,104663.724,164538.664,-59874.94,60.867,25.293
p01003,3,79679,2527.004,579386.38,133236.569,446149.811,48.914,25.293
p01003,3,79680,4609.984,178493.451,129568.896,48924.555,49.347,25.293
p01003,3,79681,4522.286,179455.635,145737.804,33717.83,55.951,25.293
p01003,3,79682,4174.121,116382.075,159315.978,-42933.903,66.377,25.293
p01003,3,80059,1573.355,252751.743,161369.219,91382.525,60.161,25.293
p01003,3,80060,3915.526,228017.779,160271.534,67746.245,60.761,25.293
p01003,3,80061,4781.382,327814.494,157421.266,170393.228,66.311,25.293
p01003,3,80062,4704.847,216447.31,217313.844,-866.534,73.477,25.293
p01003,3,80440,1364.723,197099.674,208395.219,-11295.544,73.536,25.293
p01003,3,80441,3551.813,359389.349,189680.704,169708.646,77.317,25.293
p01003,3,80442,1415.707,567951.302,217735.789,350215.512,83.934,25.293
p01003,3,80820,233.215,446953.092,184988.121,261964.971,46.848,121.884
p01003,3,80821,367.453,753664.915,210205.625,543459.29,42.326,121.884
p01003,4,80819,43.245,413115.09,355581.306,57533.784,12.651,175.752
p01005,3,72858,4470.518,86074.681,173913.523,-87838.842,69.322,194.895
p01005,3,73238,4995.684,115872.36,203043.007,-87170.647,81.267,194.895
p01005,3,73239,4869.523,136906.005,216553.096,-79647.091,86.268,194.895
p01005,3,73616,4502.046,162746.551,251160.009,-88413.458,106.132,149.254
p01005,3,73617,2781.691,157333.393,249442.07,-92108.677,90.892,194.895
p01005,3,73618,4954.623,150129.597,236918.158,-86788.56,93.704,194.895
p01005,3,73619,5360.205,219123.361,249177.259,-30053.897,98.459,194.895
p01005,3,73996,4781.905,192304.715,279246.542,-86941.828,125.431,135.716
p01005,3,73997,5303.421,212250.26,297482.598,-85232.338,132.132,135.716
p01005,3,73998,5347.586,161544.77,251074.129,-89529.359,106.233,194.895
p01005,3,73999,5071.677,217167.385,270838.068,-53670.683,108.961,194.895
p01005,3,74376,5108.784,-62697.687,17742.083,-80439.77,2.443,275.593
p01005,3,74377,5151.904,-50674.77,35013.786,-85688.556,13.037,284.519
