,phsclass1,phsclass2,phsclass3,phsclass4,phsclass5,phsclass6,phsclass7,phsclass8,phsclass9,phsclass10,phsclass11,phsclass12,phsclass13,phsclass14,phsclass15
p1,501.9010845,204.068432,0,214.9064342,177.6961764,0,129.7801647,179.8200503,154.5547251,131.7674041,0,154.7664658,202.456727,74.87522478,174.6571843
p2,3892.679628,2710.110078,2730.298019,2815.950831,3032.842914,2876.651985,2733.732461,2916.235677,2721.055011,2956.731069,2779.135839,2830.751843,2909.274248,2809.550392,2878.194346
p3,940.9051791,507.1656713,632.2039744,264.317339,636.7472173,570.9148891,471.9206565,652.8510158,555.0931287,620.150569,504.8499598,522.7654403,521.3793583,518.2352845,649.5403529
p4,1297.04562,500.7357015,436.8576411,471.9779651,677.660568,263.3110201,617.2758184,529.8260451,643.2721507,527.6316437,522.1329955,651.1153985,433.5552845,614.925589,544.8054295
p5,7654.636546,7143.392835,7207.116242,7250.681696,6986.571954,7211.949874,7193.221617,7275.819269,7149.767753,7068.986617,7191.966278,7095.290426,7279.068528,7122.635265,7209.846908
p6,4840.598174,3528.552213,3630.713934,3375.535121,3691.46511,3425.183427,3701.984541,3512.126725,3689.322501,3471.205377,3575.271112,3562.603261,3595.363429,3572.233033,3607.962923
p7,10486.63619,8362.553808,8893.464634,8646.599772,8805.95593,8795.239651,8773.817339,8674.334884,8700.075172,8838.253007,8712.235015,8685.554326,8762.331595,8639.899202,8808.642404
p8,5270.369819,4178.544209,4808.318319,4318.993815,4989.597854,4442.501602,4563.644547,4577.06373,4547.420557,4389.377382,4566.853545,4649.873471,4504.091684,4444.953434,4651.979936
p9,6023.941423,4028.964012,4052.590975,3641.938682,3887.658378,3705.189746,3867.273322,3836.076277,4014.742819,3796.119274,3727.894598,3800.374104,3837.759022,3875.994034,3906.757883
p10,4855.774561,4413.263666,4645.090843,4369.500385,4528.808306,4455.945808,4552.020962,4536.066953,4480.648885,4503.962997,4456.137551,4472.246917,4566.965124,4546.502949,4507.885186
p11,228.977816,197.6070515,217.1861309,177.1295928,176.6672491,170.5831332,176.8670902,185.9878975,307.5489799,158.511437,120.3411023,254.7174165,140.9148705,231.5558814,200.7197717
p12,22903.00118,21792.00856,21730.01815,21481.20769,21607.92876,21361.98241,21640.63019,21470.94501,21340.76285,21572.80249,21500.10004,21572.50592,21383.12796,21507.68082,21595.26582
p13,1539.553587,1263.453763,1436.928083,1195.636733,1317.073174,1310.960041,1277.368202,1318.667064,1262.389779,1292.009524,1330.542496,1321.54642,1269.916204,1305.843842,1303.756532
p14,734.6931863,301.7781977,325.178996,504.254112,537.1532245,238.9055841,428.8968447,344.8353611,536.498878,325.5882196,513.3516309,319.180266,485.6198569,357.7403319,481.4845038
p15,6264.158022,6404.644656,6041.120129,6323.870303,6076.427295,6174.776168,6278.81055,6128.033012,6142.812237,6227.147298,6126.757233,6199.414997,6215.495689,6177.800018,6253.949326
p16,5919.3765,5098.217215,5014.645817,4711.140638,4820.076159,5210.294631,4938.547175,4757.494928,5060.05797,4937.971572,4835.537597,4866.338219,4960.837744,4943.061138,4987.944295
p17,6387.197729,4947.43141,5393.171986,5040.393523,5121.47574,5273.221471,5121.410166,5071.566042,5280.858972,5046.687224,5224.314838,5093.381601,5135.052692,5152.723654,5206.115822
p18,2402.488474,2399.569751,2336.25288,2475.719637,2325.581129,2371.604303,2400.262062,2448.62894,2345.652532,2355.382091,2310.321916,2435.812565,2313.724484,2333.337875,2450.802563
p20,273.7378684,0,380.674643,185.6030104,127.9954979,123.4953384,142.1373145,139.1539366,138.6288926,128.9820582,139.4799542,124.6493384,152.0450915,209.4282373,190.6731828
p21,6112.202651,5604.079886,5296.936594,5466.125301,5380.203418,5492.09588,5302.164311,5589.010993,5418.572032,5323.166858,5393.837411,5514.648643,5393.326364,5452.725962,5454.511832
p22,761.7381751,380.2619733,674.0695337,558.3104921,491.6998291,522.5054981,647.9211509,539.849692,505.9054139,602.3460263,443.7106518,571.3629577,555.6167977,624.3673406,550.4124631
p23,413.2671716,384.3140199,168.7913767,404.4652508,372.8898181,185.2416398,397.0528421,330.0490356,246.7586762,399.0949591,323.9230626,334.1298082,266.2172482,306.0110726,384.3801845
p24,2357.593857,2020.896357,1869.476498,2217.806395,1978.954501,1885.654801,2183.573743,2030.944551,1933.279553,2081.786864,1920.829698,2128.299242,1977.685162,2074.890638,2055.080278
p25,24423.49513,24027.8029,23864.72038,24003.46855,24246.50868,24043.44056,23985.42075,23914.88311,23914.51129,24102.7033,24041.27221,23981.61577,24080.29471,23990.42567,24117.60671
p26,4048.834605,3460.692111,3184.954679,3386.337537,3346.720713,3185.743375,3336.189253,3392.256776,3230.594027,3271.985449,3325.050567,3341.552815,3337.420125,3292.74864,3386.632223
p27,5883.305383,5557.029279,5441.146332,5565.768832,5426.778415,5539.108416,5480.909103,5439.565837,5440.885434,5519.569889,5308.424096,5544.962085,5480.125473,5431.318637,5487.234644
p28,12622.08867,10934.38598,10828.2035,10666.95208,10612.68199,10821.98367,10742.00028,10749.57413,10770.46989,10739.49353,10742.27411,10878.08403,10632.24863,10784.6057,10822.67888
p29,2371.549642,1994.119036,1881.634992,1961.759014,1698.03348,2079.246567,1805.571443,1977.433469,1760.273446,1882.829279,1911.917418,2014.843214,1869.044235,1829.918374,1971.535346
p30,225.0588854,0,0,0,0,0,0,0,0,0,0,0,0,0,173.953016
p31,13339.97302,12849.42168,13095.54833,13124.1732,13050.11669,13035.08854,12919.83817,13195.91471,12768.48427,13061.85223,13032.2238,13044.28965,12954.38437,13000.52961,13068.1932
p32,112.7936075,0,0,0,0,0,0,114.2622682,0,0,0,0,0,0,114.6610025
p33,3649.816646,3327.567362,3497.255051,3230.466597,3271.674981,3498.374242,3268.954107,3411.669089,3217.830699,3378.485604,3286.778121,3362.526978,3290.634361,3325.191413,3387.402732
p34,4199.357575,4036.363432,4110.018946,3804.810841,4176.985451,3889.504705,4012.906875,3973.875159,3845.35199,3995.889379,4028.037672,3947.957361,3873.71611,3950.348952,4032.578943
p38,0,0,0,0,0,0,0,290.5398971,0,0,0,0,0,0,0
p47,478.2497133,0,0,0,0,544.0013735,0,293.7082798,0,0,242.4669295,0,245.9663667,0,293.3349893
p50,188.1150154,0,281.7662243,0,0,205.5749237,173.5975691,0,178.8504618,105.8152161,0,123.3719081,131.6692263,131.7276709,101.9062128
p56,346.9349673,295.9550211,202.8860595,244.8168038,0,273.9363764,327.6982836,0,370.5079082,185.3649742,198.1325665,189.5572803,111.43824,264.955041,269.3562169
p59,146.5227001,0,0,0,0,0,0,0,0,0,0,0,0,0,173.4386278
p61,2323.646467,2125.041867,2213.955076,2219.040059,2163.430993,1989.931966,2249.828532,2272.964885,2050.36121,2114.468743,2096.194494,2274.143196,2034.449996,2263.004089,2144.719224
p85,275.5040645,320.0376658,0,348.8485753,0,307.1910848,204.6403427,0,221.452306,218.7730802,178.6266951,180.7412733,121.2891243,139.4433658,296.5760941
p89,408.503226,0,385.5342441,0,388.3130833,0,239.1614242,198.7334133,152.0228417,0,233.3640883,180.1370214,207.167536,0,337.1673302
p90,0,0,0,0,0,0,0,274.455741,0,0,0,0,0,0,0
p92,2089.388716,1835.454426,2142.1104,1877.349204,1668.506926,2086.728672,1866.058704,1805.283003,1909.137445,1803.509572,1905.654697,1983.765297,1787.492276,1877.31743,1973.172614
p94,1414.492421,1597.288186,1464.651308,1252.477977,1499.069292,1439.711321,1321.71294,1504.08472,1321.381476,1404.29804,1409.40705,1355.119588,1321.244999,1417.945811,1499.238621
p95,344.2623711,582.6490872,233.0027812,209.001587,400.7990808,297.7122461,329.7088588,304.1783753,289.5683889,310.8949187,304.8696662,243.9240812,296.8109297,363.9298844,319.4342572
p97,1209.91067,1219.963426,1017.762499,864.2197092,1051.835858,933.0430415,1093.332027,1002.903523,854.4116257,979.4833789,1118.237643,871.0669593,1078.877966,989.8019331,1016.778453
p99,528.8239851,558.6340662,284.8820232,209.1816568,422.1773504,200.6221,251.3671379,334.2256408,315.2713875,312.320284,270.1952338,284.1283045,388.9059795,318.0411249,296.8940006
p100,248.877872,0,0,0,199.2939732,0,0,0,215.7536393,0,116.9285497,0,0,112.405956,88.42626395
p109,310.5234049,0,0,0,0,0,0,0,173.0918636,0,0,0,0,0,120.1069448
p110,208.4712494,0,0,140.7485973,0,0,0,157.7420732,0,0,100.9740477,0,82.26837917,0,89.91860213
p115,279.6660237,213.6239837,194.9226989,0,204.9410041,216.6133997,119.3787499,130.7069168,153.9130468,137.5954781,275.7810775,114.1312644,139.8276337,176.3758913,192.546132
p116,1281.841835,1250.228484,1076.731895,1035.375367,1084.594521,1302.651954,1088.212591,1061.387541,1112.859338,1035.792535,1054.073385,1113.140234,1115.864789,1194.948967,1097.852317
p117,178.6831047,0,0,0,0,187.3064527,0,0,116.5013782,0,0,102.2287112,0,0,119.1805875
p118,1165.959755,799.9095241,1045.509114,960.0052428,909.3169285,833.3403576,1053.00752,1012.974472,869.8110224,957.744571,987.9783866,948.9016354,850.0957969,972.9790583,981.9578039
p119,233.086006,0,238.5465079,184.1497081,0,147.2446873,131.9067554,143.8256849,0,152.5662506,114.0689943,134.9804251,123.5199047,107.5379866,130.8748149
p120,376.1934232,183.9856648,0,0,245.4870695,0,183.7221601,179.2912355,0,109.3293008,95.1685673,136.435557,120.2740722,135.1095429,101.3828241
p121,257.4069008,315.5128066,283.3116589,224.6532454,282.8412687,236.4328442,446.5466082,229.9572949,180.9929829,238.420877,211.1723565,332.5461925,309.7863722,241.0269802,324.4523132
p122,1598.263171,1017.974337,1103.824808,1333.158103,1156.7204,1108.099422,1022.025673,1289.278794,1115.244821,1114.882048,1260.565366,998.1052447,1234.859262,1204.921088,1161.009816
p127,452.0411653,464.4489819,376.7081683,200.1599785,393.1959613,326.2318709,550.1381514,301.0988937,293.7128715,484.7089488,384.0387634,298.6399214,340.5312522,374.1434473,463.7131441
p129,136.7984546,0,160.5508954,0,127.2358765,130.961896,0,0,161.3843633,0,156.7776092,0,114.7263151,121.5558405,78.96647978
p130,343.4310164,283.5526068,440.7339666,163.7997477,241.6133462,145.0652507,358.486461,241.2331895,291.2186456,263.9064945,205.7278684,201.7472446,288.7441601,263.0916834,261.6253518
p134,238.153481,229.5316746,182.9055891,185.541443,178.348971,168.8691533,164.4642088,113.8143778,107.5930085,160.8458339,149.4697218,285.8689137,101.1508966,194.2785436,198.2550203
