,phsclass1,phsclass2,phsclass3,phsclass4,phsclass5,phsclass6,phsclass7,phsclass8,phsclass9,phsclass10,phsclass11,phsclass12,phsclass13,phsclass14,phsclass15
p1,963.6349474,752.0232261,552.7450377,696.7803767,594.7942955,521.1335609,601.6047746,602.6617639,631.7571423,446.1462724,694.6517425,647.0721687,368.7379105,781.337355,634.2294809
p2,2544.152781,2817.663186,2642.023568,2712.722309,2299.725334,2833.523957,2505.793427,2713.654467,2403.773369,2663.545358,2707.01136,2601.270254,2475.646938,2450.467177,2855.13791
p3,711.8411967,0,1115.237608,447.877465,353.817618,626.0486336,374.9295735,470.5416076,384.9043062,548.0079538,526.99427,195.7335046,693.7874947,424.0411619,548.6972755
p4,1971.208638,1648.575094,1535.023961,1441.095074,1686.279124,1632.665873,1699.404673,1612.643004,1718.69049,1376.606053,1766.626648,1551.355896,1564.543621,1650.301418,1737.760872
p5,7113.074767,6363.766385,6363.497645,6241.833985,6612.242142,6218.40374,6541.898257,6441.791616,6437.189085,6391.149233,6302.492983,6442.351775,6328.811002,6543.430819,6406.730715
p6,5428.276449,3696.228974,3295.272032,3047.94525,3228.82319,3268.399851,3313.432923,3169.358024,3115.213331,3214.70891,3370.687101,3101.203098,3307.75199,3155.445618,3312.680186
p7,8672.252443,7604.36214,8072.734986,7877.105352,7771.937376,7876.152907,7668.643294,7975.50388,7870.705121,7664.235443,8019.147458,7810.494647,7801.155674,7780.93779,7910.938983
p8,4038.180398,4026.963861,3763.621116,4055.534422,3832.752019,3881.591168,3943.545083,3752.791365,3881.349254,3890.697315,3884.823767,3926.720983,3867.567012,3848.892978,3884.436449
p9,5185.064203,4489.931559,3569.018944,3351.159496,3691.98865,3396.585615,3555.008538,3391.382377,3714.4905,3362.357852,3470.848777,3753.787538,3477.868566,3603.431156,3526.629689
p10,4406.972632,4416.228335,3921.245959,4438.605596,4108.104019,4379.129141,4222.239603,4204.048795,4273.077261,4161.008209,4217.077726,4146.529943,4305.302317,4202.987894,4250.933543
p11,197.6620196,235.9816491,165.3133291,0,259.515101,0,281.4051543,0,169.5895102,230.6154717,111.16101,125.0143299,104.2655903,130.9170757,224.2014076
p12,21835.07092,20024.865,19693.77712,20052.26006,19827.42333,19945.69097,19635.91235,20116.56867,19707.26081,19975.66647,19938.83197,19893.45892,19741.3653,19967.57775,19932.63397
p13,1474.370273,1267.467421,1185.766437,1466.989862,1298.622392,1271.332615,1354.864404,1224.893807,1246.524258,1324.618722,1312.691213,1265.702118,1336.07114,1286.813164,1364.331129
p14,346.3503853,683.0131102,388.078017,311.4153841,330.4135224,344.1126455,326.3891666,477.3275004,272.6904572,342.6505841,348.1654154,304.1758181,482.3124638,323.2913775,440.2827957
p15,5817.662129,5415.320884,5658.913473,5522.948566,5499.608945,5536.19821,5582.703114,5450.845115,5550.79642,5547.944654,5371.918485,5691.279922,5436.575322,5598.280377,5541.188348
p16,4630.926084,4695.059699,4510.60611,4481.215121,4473.655523,4588.440793,4406.739277,4556.902757,4345.355631,4646.855442,4537.691738,4395.86195,4660.205526,4537.632573,4535.056907
p17,5894.326934,4719.680047,4504.772313,4623.988008,4645.073582,4661.018522,4710.828398,4295.219022,4857.749269,4700.618419,4611.081625,4591.765527,4685.134085,4618.087969,4629.011784
