,phsclass1,phsclass2,phsclass3,phsclass4,phsclass5,phsclass6,phsclass7,phsclass8,phsclass9,phsclass10,phsclass11,phsclass12,phsclass13,phsclass14,phsclass15
p1,812.0244018,1040.722725,0,1160.246918,0,1268.152855,1341.053109,0,1451.479178,1459.916593,1540.159076,1691.482445,1958.436895,2094.283597,2122.495385
p2,747.1239792,899.5292004,984.7684665,1055.406844,1132.271025,1182.036117,1254.825157,1311.284298,1374.295844,1451.889744,1507.488929,1582.496181,1684.318595,1833.831775,2215.205489
p3,910.8179399,1022.257266,1065.829455,1079.753965,1101.314665,1154.697125,1206.001141,1247.430561,1322.071858,1412.14965,1460.942717,1539.929895,1675.804281,1771.383762,2032.495553
p4,757.6369317,887.666388,916.5352707,960.6730259,997.3065577,1069.110171,1086.130238,1113.956476,1219.058074,1280.443328,1352.360271,1470.4538,1536.722315,1660.198757,2009.45995
p5,773.8067063,908.6101345,1007.63951,1084.713086,1156.480714,1210.043442,1272.982762,1318.593132,1376.341039,1436.196082,1515.63674,1614.708882,1725.510574,1875.58717,2162.800345
p6,702.2591001,878.266261,972.437831,1042.092211,1105.391099,1153.175737,1202.285617,1266.170495,1349.255832,1403.076846,1485.170894,1586.417461,1685.996189,1830.90413,2255.353332
p7,721.4468956,908.3351657,1001.698992,1080.872978,1145.611472,1223.252844,1295.475586,1355.623864,1417.529791,1479.203579,1545.7376,1636.705662,1726.817041,1877.936293,2179.038606
p8,758.7032293,879.2011228,930.1173826,972.9358825,1028.844722,1096.237278,1177.53571,1227.816944,1305.067052,1364.941664,1436.652975,1534.728824,1652.315278,1789.760709,2123.234571
p9,669.338254,764.0285176,849.5272117,938.2010934,993.68793,1063.975863,1143.951358,1194.604788,1246.540631,1319.004703,1396.561632,1474.764838,1589.635585,1761.484841,2088.759864
p10,762.6193366,937.8617294,1031.685553,1096.435383,1167.790404,1238.492365,1315.136806,1382.297513,1457.56299,1513.213155,1610.709228,1691.089847,1785.616028,1903.467285,2164.159029
p11,1037.343123,1041.789581,1116.308377,1220.506223,1270.050531,1282.543754,1303.068509,1317.013087,1486.040042,1549.213043,1664.655642,1692.664184,1833.647218,1884.917959,2014.488644
p12,761.8514351,904.4001544,1008.980963,1101.441673,1173.88974,1252.450065,1321.694357,1389.28396,1453.020737,1524.792217,1602.338596,1691.053016,1795.578681,1936.834099,2241.029586
p13,1147.874422,1349.914231,1432.331129,1521.07803,1594.63777,1661.800268,1699.114991,1737.111206,1791.56533,1838.599934,1886.300207,1968.7928,2055.43385,2193.962262,2481.928093
p14,852.6744863,967.5515145,981.7962873,1065.35693,1076.529783,1108.561972,1184.826827,1267.241943,1336.86979,1360.862404,1477.492135,1558.04019,1647.205759,1831.57776,2258.177145
p15,842.1163201,979.2615493,1041.283862,1109.133732,1181.273155,1252.766195,1306.251357,1357.598249,1415.993391,1493.223016,1567.337133,1639.841555,1754.457197,1908.237706,2170.584685
p16,811.5119682,941.2650352,1005.629874,1066.325063,1138.732785,1200.669255,1272.586019,1339.963853,1390.020964,1456.667184,1528.255165,1607.944018,1712.282223,1854.453333,2208.222724
p17,777.1821325,898.683013,1003.320858,1097.18113,1165.715205,1229.734115,1321.500436,1398.758366,1472.278552,1551.445967,1621.358204,1702.621583,1797.673661,1950.775079,2236.522567
p18,874.949143,980.0590274,1043.435456,1124.213126,1235.541061,1280.655281,1338.366192,1410.775754,1468.034316,1547.723578,1612.024598,1686.333683,1804.09332,1952.5276,2308.728001
p20,1072.53872,0,1242.930044,1392.937005,1478.945097,1492.598109,1631.638984,1649.535084,1663.914292,1671.12837,1679.159864,1691.38399,1727.269166,1841.411812,2035.201498
p21,774.3959593,914.2588281,994.5848422,1065.65084,1130.964751,1198.936806,1265.92399,1326.711192,1404.719284,1487.772501,1561.705628,1643.764223,1746.130325,1889.811647,2208.689561
p22,883.315183,948.775006,959.5867633,982.9634129,1071.738501,1098.709937,1137.026297,1183.016208,1300.807617,1381.764196,1541.289297,1595.09157,1700.579457,1894.418845,2146.854852
p23,1252.825244,1269.309583,1289.400096,1326.895613,1366.21275,1430.79887,1477.219647,1520.412015,1611.744982,1729.082066,1803.238912,1855.908792,1915.117303,2004.774328,2147.777208
p24,894.1279701,1081.518919,1155.771869,1203.117942,1244.695502,1300.690741,1367.956669,1411.498826,1462.301062,1529.919124,1576.040278,1649.852332,1767.398515,1894.174958,2185.373032
p25,697.1160668,809.8683562,893.8349606,961.5581119,1027.390028,1090.576607,1159.189333,1221.629404,1286.017417,1351.654837,1430.692792,1513.932442,1621.758718,1778.373005,2106.609986
p26,795.0635993,944.710426,997.9583809,1075.026979,1159.875425,1208.037045,1276.20039,1330.428581,1383.344075,1446.037761,1524.273168,1620.034875,1742.577668,1897.474583,2203.598679
p27,802.8720253,907.1402497,974.8334632,1032.203577,1079.524964,1147.025927,1214.437139,1261.615993,1305.936987,1361.284521,1455.458141,1563.890217,1667.915672,1802.07648,2064.783131
p28,706.2052084,791.2465252,850.7966674,917.6281751,979.3225325,1028.975301,1094.241687,1150.958611,1210.272566,1265.037848,1339.219628,1423.402465,1540.569905,1701.385797,2012.285744
p29,715.7478922,806.8718686,837.4819216,933.5067842,996.9870335,1033.398255,1061.662886,1120.505833,1186.239961,1240.097678,1295.805316,1356.275526,1483.352132,1635.603852,2086.296174
p30,1165.473389,0,0,0,0,0,0,0,0,0,0,0,0,0,1437.778509
p31,732.2963557,850.4378488,914.4484845,976.4935036,1042.448659,1106.445106,1162.578143,1218.061562,1275.702046,1326.385031,1387.786713,1466.467359,1553.030121,1686.279506,1981.060785
p32,1873.021801,0,0,0,0,0,0,1957.071422,0,0,0,0,0,0,1964.426821
p33,803.7286982,907.2165421,974.4110482,1035.526311,1114.810838,1182.484538,1259.568381,1329.459768,1375.166928,1442.944946,1518.211962,1600.238242,1706.026124,1827.322425,2073.681437
