,phsclass1,phsclass2,phsclass3,phsclass4,phsclass5,phsclass6,phsclass7,phsclass8,phsclass9,phsclass10,phsclass11,phsclass12,phsclass13,phsclass14,phsclass15
p34,883.7170632,1018.191152,1085.536083,1148.609545,1196.652374,1242.590495,1288.565325,1357.255768,1428.75735,1492.700489,1570.002027,1668.836038,1784.060113,1918.76002,2154.579272
p38,0,0,0,0,0,0,0,1200.115359,0,0,0,0,0,0,0
p47,885.8482567,0,0,0,910.2940393,0,0,1246.954955,0,1341.416255,0,1344.488501,0,1468.058384,2088.882377
p50,1252.990839,0,1265.697538,0,1330.226394,0,1459.311458,0,1513.179068,1533.468427,1537.367138,0,1653.680362,1656.904497,1680.773009
p56,1099.570261,1148.6895,1180.140199,1260.907344,0,1282.515717,1337.964901,1358.397276,1366.787005,1391.342429,1426.944731,1480.171327,1564.920301,1703.572762,1964.554787
p59,1223.485066,0,0,0,0,0,0,0,0,0,0,0,0,0,1515.746887
p61,934.5994192,1041.007343,1107.745443,1158.857377,1205.628279,1271.380346,1325.931115,1359.912947,1402.231056,1444.191516,1509.120872,1569.075275,1641.273428,1772.183216,2000.182271
p85,941.0440338,973.1625991,0,0,1060.19955,0,1068.693246,1206.935909,1227.526693,1238.263729,1358.367408,1416.171473,1449.115912,1506.059904,1537.615949
p89,1034.283585,0,1075.665573,0,1108.941971,0,1227.881671,1276.664927,1307.132067,1355.747909,0,1360.631129,1383.415304,0,1502.485834
p90,0,0,0,0,0,0,0,1137.454282,0,0,0,0,0,0,0
p92,808.5550998,952.0394959,1018.777513,1080.18378,1129.551588,1177.966072,1218.530756,1262.36184,1296.260096,1336.837865,1371.720277,1427.812907,1492.727643,1574.005365,1870.064109
p94,911.5067449,969.9041299,1027.928417,1092.742827,1149.664133,1204.225751,1249.488579,1279.939817,1332.032621,1421.354424,1480.782293,1519.602882,1585.343721,1699.683454,1944.986888
p95,917.2742754,946.1017657,991.8754573,1123.557543,1153.978663,1182.422186,1222.11278,1326.34977,1381.901323,1408.953679,1559.93233,1616.952138,1658.30946,1776.602611,1996.959546
p97,888.8432433,1024.611053,1109.808298,1170.269692,1227.925261,1275.406611,1313.613373,1363.888761,1388.014172,1425.522121,1508.081001,1608.45614,1680.993543,1768.053458,2005.353814
p99,822.038586,1022.878629,1046.829461,1083.03862,1110.786157,1204.381541,1300.087216,1340.090582,1382.613485,1406.724906,1471.436967,1598.437728,1667.266319,1793.441013,2017.185037
p100,1175.874632,0,0,0,1195.926877,0,0,0,1256.653066,0,0,1712.016882,0,1761.637119,1900.418038
p109,989.9714241,0,0,0,0,0,0,0,1245.053502,0,0,0,0,0,1971.337053
p110,1083.43378,0,0,1240.094115,0,0,0,1566.866109,0,0,1614.405549,0,1702.824428,0,1853.871784
p115,1194.294882,1343.577821,1345.641746,0,1388.578135,1423.005335,1678.604502,1693.126909,1703.859087,1717.974674,1746.949956,1888.141757,1982.157137,2115.786623,2348.415614
p116,934.4624549,1055.763535,1109.572864,1152.338948,1170.7295,1202.211343,1253.045341,1292.675159,1330.085944,1387.009618,1445.457383,1501.421511,1645.315384,1798.706075,2121.269434
p117,1334.385734,0,0,0,0,1573.429896,0,0,1809.593245,0,0,1912.630257,0,0,2022.799465
p118,858.3217507,948.6995467,986.4751666,1076.32855,1126.714374,1178.871445,1221.928392,1276.269814,1339.4614,1376.695461,1453.735805,1519.958936,1646.687046,1777.218668,2131.135882
p119,1202.397568,0,1316.738682,1496.593937,0,1520.10568,1594.077623,1599.397869,0,1604.902805,1782.773475,1936.288226,2023.505274,2128.438966,2133.118793
p120,1089.52753,1178.108443,0,0,1227.928538,0,1408.687176,1415.428053,0,1485.460999,1515.375956,1531.270534,1572.758817,1610.596524,2016.668304
p121,884.0325799,918.4060881,1030.331398,1050.867843,1056.102014,1117.866436,1178.002406,1221.206576,1233.811767,1249.623041,1289.741636,1426.832327,1538.838061,1714.772255,2038.837787
p122,1029.1805,1125.276279,1213.938017,1269.009909,1322.422123,1357.412888,1391.350721,1425.052976,1478.603612,1548.26272,1597.450118,1674.913265,1778.901024,1911.120573,2265.340273
p127,1070.987825,1156.840272,1204.377477,1213.755527,1341.013114,1356.97281,1378.604505,1465.304279,1481.634778,1512.089561,1528.771778,1578.630362,1670.956219,1727.112358,1812.759707
p129,1424.387318,1483.973916,0,0,1519.38476,1529.745971,0,0,1555.526041,0,1659.340441,0,1743.671017,1763.54232,2286.010297
p130,888.5439069,963.0362723,1170.841035,1461.357381,1511.833932,1522.876954,1582.883368,1666.979968,1697.864016,1739.075184,1803.927877,1840.476489,1901.695127,2167.148343,2326.790295
p134,1064.69973,1238.743694,1296.439305,1377.308853,1441.404533,1457.586919,1476.605886,1501.121431,1655.093216,1657.240634,1663.725634,1702.630943,1774.808207,2192.480383,2772.9351
