,,upvsc1,upvsc2,upvsc3,upvsc4,upvsc5
p141,class2,41037.87528,127408.9039,258143.655,313601.7844,391185.2745
p142,class1,220170.2361,407247.583,591748.049,1219596.243,1715505.974
p142,class2,534307.6989,647925.3469,722923.1174,786453.2251,869726.1204
p143,class1,523946.7995,1124646.367,1766308.982,2019549.622,2294276.071
p143,class2,130515.1914,260354.2027,387123.392,510896.7666,638591.5042
p144,class1,475568.5606,987230.1388,1334686.133,1557835.922,1806447.555
p144,class2,69421.28458,173538.6494,337463.8342,521813.2662,751643.3633
p145,class1,132378.7887,506303.0777,882719.9122,1134979.605,1374329.328
p145,class2,71196.36767,225013.3593,333825.1306,483304.0543,751501.3019
p146,class2,112741.9415,218290.3734,308969.6524,405100.0466,607023.3495
p146,class3,174672.0703,305157.0857,0,0,0
p147,class2,30924.14188,137431.7479,198563.3689,235469.7014,276702.381
p148,class1,36284.21639,62056.4573,135620.7726,186337.655,218023.5552
p148,class2,21306.74779,90415.25454,124367.0344,150993.408,183992.721
p149,class1,31527.33075,240264.1884,423604.6955,528290.6629,650197.5223
p149,class2,17395.3709,53710.44507,111308.4484,179283.6156,253416.5398
p150,class1,54746.93061,156409.0088,294472.7959,455360.2504,766793.1267
p150,class2,30569.45982,126408.9076,193798.8466,231851.3126,264392.4853
p151,class1,510488.8144,875555.0009,1192399.315,1560665.576,2132940.121
p151,class2,95711.80721,362120.064,424988.6497,527078.3239,618383.4072
p152,class1,11707.68365,26943.32991,65319.06476,145656.8352,489591.4051
p152,class2,23805.82783,55983.37095,98811.83403,189862.8961,378635.1709
p153,class1,28950.95162,73130.58657,207598.9144,370165.4778,1121712.622
p153,class2,16956.36733,80850.30221,175800.0734,268312.1491,367075.9414
p154,class1,290905.2452,477600.9526,641114.317,855521.7773,1151824.373
