region,class,bin,capacity,supply_curve_cost_per_mw
s101,6,5,1790.201,249999.5926
s101,7,1,668.0308,161337.5609
s101,7,2,472.8972,194234.7428
s101,7,3,624.3346,234625.3429
s101,7,4,641.6172,249386.9064
s101,7,5,692.5014,291631.9591
s101,8,1,238.6503,218278.4372
s102,3,1,11.8374,89923.8204
s102,4,1,108.4266,70349.3102
s102,4,2,160.0911,97273.2649
s102,4,3,96.1971,137350.8462
s102,4,4,101.817,175499.9113
s102,4,5,106.0688,213709.3078
s102,5,1,509.2449,32033.2645
s102,5,2,558.8808,64757.2512
s102,5,3,588.5074,93796.7336
s102,5,4,530.1288,116970.2169
s102,5,5,583.5021,155929.9416
s102,6,1,1733.4833,58742.6358
s102,6,2,1691.9574,87082.2044
s102,6,3,1655.8406,101420.9333
s102,6,4,1629.8842,117376.3901
s102,6,5,1703.6764,149697.1322
s102,7,1,77.0796,108754.2975
s102,7,2,60.5313,126096.3712
s102,7,3,43.011,134953.164
s102,7,4,58.2714,137803.1017
s103,5,1,251.3592,41661.705
s103,5,2,126.7245,57975.1226
s103,5,3,249.9012,58484.5013
s103,5,4,119.8719,59566.0654
s103,5,5,253.449,69748.2816
s103,6,1,903.5979,37058.4917
s103,6,2,929.4021,49433.8799
s103,6,3,811.6667,61665.067
s103,6,4,962.9862,69655.1051
s103,6,5,897.8569,108268.1084
s103,7,1,114.2673,48777.8296
s103,7,2,129.1185,51105.1865
s103,7,3,105.3162,63756.9089
s103,7,4,100.8936,72303.7209
s103,7,5,120.6738,103301.9424
s104,3,1,197.2431,21268.0878
s104,3,2,216.8289,187118.277
s104,3,3,271.2123,364254.3023
s104,4,1,363.3822,55175.5652
s104,4,2,465.4908,231814.6021
s104,4,3,238.5774,346120.9662
s104,4,4,533.0691,354779.7184
s104,4,5,459.6345,422859.6625
s104,5,1,1441.1358,47913.4662
s104,5,2,1405.1169,290995.6106
s104,5,3,1513.161,364905.5324
s104,5,4,1426.4586,425348.0299
s104,5,5,1492.749,455970.887
s104,6,1,3843.2151,316862.812
s104,6,2,3782.9997,359408.1625
s104,6,3,3642.4728,385190.6597
s104,6,4,3724.5096,407586.91
s104,6,5,3952.6866,433704.4604
s104,7,1,1997.5572,299676.0159
s104,7,2,2188.0935,342033.0691
s104,7,3,1882.3023,369563.7211
s104,7,4,2217.8367,390881.8537
s104,7,5,2085.9606,415804.5729
s104,8,1,247.3011,359564.2749
s104,8,2,179.3826,377319.5141
s104,8,3,187.839,418551.4473
s105,4,1,512.1954,5094.9296
s105,4,2,337.7943,34553.2957
s105,4,3,208.98,50912.9097
s105,4,4,334.125,70723.3446
s105,4,5,358.9596,84688.0584
s105,5,1,1318.8495,22886.5866
s105,5,2,1187.9638,38098.078
s105,5,3,1098.9143,67017.1586
s105,5,4,1353.3642,240322.332
s105,5,5,1273.5883,442903.0
s105,6,1,3785.445,68328.3501
s105,6,2,3843.0936,213051.4063
s105,6,3,3782.6352,327937.6907
s105,6,4,3784.3571,434727.0045
s105,6,5,3770.8653,489287.2973
s105,7,1,2868.6636,124472.3763
s105,7,2,2586.7107,256164.1657
s105,7,3,2794.8159,359873.6733
s105,7,4,2582.118,453373.5622
s105,7,5,2915.2467,495126.5932
s105,8,1,880.9722,169341.6791
s105,8,2,731.3814,242687.8392
s105,8,3,686.6208,369886.8706
s105,8,4,665.4312,449167.4462
s105,8,5,947.0283,492769.8962
s106,4,1,224.6292,120294.4658
s106,5,1,1294.6797,11988.3375
s106,5,2,988.1313,59179.139
s106,5,3,1268.486,89127.9165
s106,5,4,1200.263,124254.4355
s106,5,5,1217.1724,274651.2288
s106,6,1,2413.3314,49401.6702
s106,6,2,2313.3167,106452.6523
s106,6,3,2239.6095,275229.6797
s106,6,4,2231.3961,375895.5248
s106,6,5,2430.8447,445485.0606
s106,7,1,1891.4926,277823.3754
s106,7,2,1920.0888,349993.6173
s106,7,3,1876.7133,405227.2589
s106,7,4,1720.0512,433185.0474
s106,7,5,2078.5734,462698.9108
s106,8,1,163.9764,326254.5279
s106,8,2,239.8167,357899.3642
s106,8,3,198.7983,396627.5125
s106,8,4,271.3338,432215.8426
s106,8,5,199.9647,479229.8804
s107,2,1,167.1597,32067.1094
s107,2,2,184.7286,68770.8398
s107,3,1,414.4365,63034.01
s107,3,2,159.6267,135868.7875
s107,3,3,482.355,391986.2937
s107,3,4,212.9652,425765.0002
s107,3,5,464.7861,449076.5293
s107,4,1,318.1113,51873.4605
s107,4,2,182.979,249736.4096
s107,4,3,151.1217,345015.7949
s107,4,4,313.1541,384835.4949
s107,4,5,206.7444,460498.0456
s107,5,1,1013.8689,294757.8204
s107,5,2,811.2312,353725.6193
s107,5,3,649.9521,373407.0453
s107,5,4,911.493,393724.3041
s107,5,5,944.2494,421121.3039
s107,6,1,1229.1426,270659.4016
s107,6,2,1195.2441,299067.0222
s107,6,3,1119.6242,324264.264
s107,6,4,1396.4831,353154.7739
s107,6,5,1232.9487,400729.9945
s107,7,1,1570.2174,205918.7596
s107,7,2,1409.8617,242357.2708
s107,7,3,1242.5562,270721.2514
s107,7,4,1416.1471,289201.4765
s107,7,5,1586.8328,342640.0931
s107,8,1,147.258,190551.0999
s107,8,2,693.4491,214313.0396
s107,8,3,452.466,238225.7638
s107,8,4,249.3666,261223.1466
s107,8,5,522.7917,310608.9447
s108,2,1,249.7172,77625.7655
s108,2,2,154.548,179947.7155
s108,2,3,276.1452,211966.8049
s108,2,4,205.6995,272701.1525
s108,2,5,240.0354,345660.2616
s108,3,1,751.9392,97261.5849
s108,3,2,435.3243,191782.8807
s108,3,3,757.917,257046.4713
s108,3,4,549.9576,324770.6308
s108,3,5,645.3108,475947.8334
s108,4,1,615.2792,182110.5677
s108,4,2,494.4078,242761.2829
s108,4,3,554.6475,281112.4012
s108,4,4,732.2562,468856.6733
s108,4,5,601.7409,536567.3402
s108,5,1,853.5618,161075.6437
s108,5,2,883.1592,341571.8285
s108,5,3,748.9503,447862.0476
s108,5,4,655.3467,464067.8024
s108,5,5,943.2774,495039.1737
s108,6,1,1210.0428,264763.369
s108,6,2,1013.5287,383790.2937
s108,6,3,910.3509,413377.4074
s108,6,4,1113.7419,436969.5173
s108,6,5,1150.605,468308.3156
s108,7,1,471.906,285509.6829
s108,7,2,141.5232,311394.9517
s108,7,3,485.8542,419331.1152
s108,7,4,196.3197,465795.223
s108,7,5,427.2912,478143.7272
s109,2,1,277.1901,21351.567
s109,2,2,148.2543,43268.2329
s109,3,1,207.279,15630.227
s109,3,2,210.4866,16449.2275
s109,4,1,407.043,20490.0385
s109,4,2,157.8144,29618.7206
s109,4,3,168.6663,45766.9797
s109,4,4,221.529,73978.5028
s109,4,5,280.6363,107019.0142
s109,5,1,1057.8796,19645.7128
s109,5,2,732.6936,40314.9123
s109,5,3,946.4908,54335.3945
s109,5,4,818.2354,70132.5678
s109,5,5,864.7455,151498.805
s109,6,1,2986.6565,38154.8223
s109,6,2,2758.7605,69909.0055
s109,6,3,2978.2161,97576.8465
s109,6,4,2835.7027,153028.4602
s109,6,5,2854.7021,257399.2659
s109,7,1,1114.8184,88550.8021
s109,7,2,969.4697,179825.8205
s109,7,3,1009.8074,255205.2832
s109,7,4,961.1377,339536.6683
s109,7,5,1016.6287,385051.1521
s11,7,1,116.8101,78699.1961
s11,7,2,70.227,121303.6004
s11,7,3,34.9434,176421.0624
s11,8,1,112.8492,96467.0324
s11,8,2,74.2608,105840.0775
s11,9,1,118.1223,76505.0281
s11,9,2,106.5555,86314.2913
s11,9,3,81.3321,102855.2784
s11,9,4,77.7114,125254.616
s11,9,5,67.1652,177963.7731
s11,10,1,49.0617,136158.7592
s11,10,2,44.4204,166692.7771
s11,10,3,28.6983,200206.7954
s11,10,4,33.4368,220109.7124
s110,3,1,257.6772,16470.7458
s110,3,2,216.1485,19167.4426
s110,3,3,264.2868,20575.387
s110,3,4,172.6515,47420.4116
s110,4,1,560.9169,7855.4916
s110,4,2,212.5035,14781.9402
s110,4,3,387.0018,18188.994
s110,4,4,190.269,26333.9102
s110,4,5,425.7417,39243.8748
s110,5,1,1070.4636,7735.4192
s110,5,2,1016.955,18673.8389
s110,5,3,988.2324,27218.4586
s110,5,4,1091.6856,43984.2909
s110,5,5,995.114,63674.4357
s110,6,1,2350.7091,17127.5969
s110,6,2,1964.3624,37485.2865
s110,6,3,2133.5644,58191.6951
s110,6,4,2151.3398,84942.5061
s110,6,5,2138.6187,224773.4296
s110,7,1,997.7094,107740.2077
s110,7,2,581.3775,245737.3895
s110,7,3,598.8006,262500.782
s110,7,4,763.6761,286632.4073
s110,7,5,902.3319,339728.1506
s110,8,1,114.0642,322199.1686
s111,3,1,249.5853,6018.1837
s111,4,1,163.0773,37898.6733
s111,4,2,80.4087,84248.9535
s111,5,1,424.5521,20121.2897
s111,5,2,252.7803,59700.9214
s111,5,3,294.9534,71057.0531
s111,5,4,189.5643,85398.6351
s111,5,5,309.0474,98633.0977
s111,6,1,937.5229,58697.1067
s111,6,2,906.8243,85268.3134
s111,6,3,798.3552,100348.635
s111,6,4,847.4875,140737.0363
s111,6,5,868.2633,242507.0709
s111,7,1,326.5991,93857.8377
s111,7,2,183.2949,178211.291
s111,7,3,189.7344,252569.9756
s111,7,4,259.7427,262232.4111
s111,7,5,327.4425,296812.3756
s112,2,1,361.6083,19628.3317
s112,2,2,245.5515,29963.4234
s112,2,3,372.9807,47000.2941
s112,2,4,228.4443,60994.0698
s112,2,5,294.2555,90992.5482
s112,3,1,419.9769,10335.5345
s112,3,2,318.7431,37168.2229
s112,3,3,325.6686,42896.1428
s112,3,4,262.2249,47699.5625
s112,3,5,332.2296,89810.9965
s112,4,1,516.519,18377.929
s112,4,2,267.3,53770.1456
s112,4,3,455.58,67241.7457
s112,4,4,263.5335,81449.6732
s112,4,5,428.2566,103088.7348
s112,5,1,830.6243,44674.0815
s112,5,2,642.0461,71114.7082
s112,5,3,627.275,84907.2667
s112,5,4,710.7003,113627.5336
s112,5,5,665.3929,146894.7904
s112,6,1,732.4803,56527.6838
s112,6,2,509.7146,68175.6864
s112,6,3,616.6932,86785.2838
s112,6,4,544.7538,112335.6368
s112,6,5,593.4734,157165.692
s112,7,1,69.4251,94602.5252
s112,7,2,283.8022,104181.2033
s112,7,3,151.0828,111666.0987
s112,7,4,101.3796,125206.9955
s112,7,5,190.8036,177870.9479
s113,4,1,205.4847,68251.2221
s113,4,2,93.3849,79006.0658
s113,4,3,88.695,85927.1069
s113,4,4,134.5989,93903.0883
s113,4,5,124.9263,113202.3259
s113,5,1,647.0894,63901.9452
s113,5,2,517.27,80638.855
s113,5,3,472.3704,90111.2076
s113,5,4,569.7893,99106.3209
s113,5,5,560.6309,132985.9333
s113,6,1,874.3532,56539.577
s113,6,2,914.5687,73656.4601
s113,6,3,947.731,86695.5427
s113,6,4,839.9684,94890.6568
s113,6,5,946.2621,121200.2706
s113,7,1,84.1995,84592.3999
s113,7,2,60.8958,101221.2
s113,7,3,63.666,115345.0053
s113,7,4,42.7437,143134.9803
s113,7,5,39.9492,175800.1928
s114,1,1,220.3767,11519.2875
s114,1,2,219.2832,26095.3569
s114,1,3,276.2424,120856.4436
s114,2,1,469.6461,10929.3599
s114,2,2,451.5669,16282.1559
s114,2,3,249.6096,23191.9224
s114,2,4,312.1578,47036.8373
s114,2,5,485.9801,121896.2199
s114,3,1,802.6776,9950.9373
s114,3,2,667.7883,21517.8987
s114,3,3,726.8859,35975.468
s114,3,4,671.4819,46003.3794
s114,3,5,829.7801,144088.7773
s114,4,1,1762.9407,14113.4531
s114,4,2,1594.6389,42424.4726
s114,4,3,1541.6649,72933.5509
s114,4,4,1732.2741,152073.8186
s114,4,5,1678.3132,281546.3933
s114,5,1,2474.5395,26024.5588
s114,5,2,2166.0777,51945.8856
s114,5,3,2160.8532,85314.4174
s114,5,4,2301.9633,165500.4216
s114,5,5,2211.1297,253190.2364
s114,6,1,2420.6498,68483.5947
s114,6,2,2190.2837,131469.3675
s114,6,3,2294.1387,180872.4732
s114,6,4,2080.1529,211863.7474
s114,6,5,2550.8925,276552.5273
s114,7,1,896.8328,60625.8333
s114,7,2,937.7856,129893.1281
s114,7,3,602.1783,259139.2056
s114,7,4,949.5954,316941.441
s114,7,5,1009.7622,331894.5148
s114,8,1,587.3796,50674.328
s114,8,2,544.0136,116571.4851
s114,8,3,419.3694,316982.2938
s114,8,4,700.7148,325800.9542
s114,8,5,516.6909,334902.3047
s115,2,1,265.3803,18224.9172
s115,3,1,229.7079,30224.4107
s115,3,2,175.3731,40176.2658
s115,3,3,249.9984,197742.4528
s115,3,4,308.3913,206396.2581
s115,4,1,1512.7479,99200.3851
s115,4,2,1583.2422,171171.1528
s115,4,3,1634.2722,206253.687
s115,4,4,1457.9028,245307.3272
s115,4,5,1543.7187,304080.5296
s115,5,1,2573.8317,36861.0161
s115,5,2,2653.4385,99102.6914
s115,5,3,2427.9102,148967.093
s115,5,4,2534.5386,199984.0787
s115,5,5,2602.2646,293394.3901
s115,6,1,3233.115,118740.2697
s115,6,2,3003.6501,240260.8332
s115,6,3,3014.8038,313338.1625
s115,6,4,3233.2851,388712.524
s115,6,5,3191.6592,451915.754
s115,7,1,708.7095,171541.0484
s115,7,2,711.504,296082.7466
s115,7,3,761.0274,452665.9194
s115,7,4,711.0423,466047.3698
s115,7,5,741.7575,475549.9228
s116,2,1,138.1698,57030.2989
s116,2,2,113.3109,75113.8185
s116,3,1,3025.9467,16669.5567
s116,3,2,3164.7591,42609.096
s116,3,3,3121.7238,198488.6778
s116,3,4,2927.5182,308299.209
s116,3,5,3162.5235,397886.4893
s116,4,1,6284.3445,59449.8895
s116,4,2,6259.1388,209735.2445
s116,4,3,6209.8893,310030.647
s116,4,4,6304.3434,372611.7817
s116,4,5,6403.7547,464393.5344
s116,5,1,6102.8017,185598.9637
s116,5,2,6180.3162,322838.4507
s116,5,3,6247.0965,375525.7014
s116,5,4,5837.9292,410182.5417
s116,5,5,6372.3834,463212.719
s116,6,1,1695.7432,302393.627
s116,6,2,1755.0031,342034.4922
s116,6,3,1473.1389,374761.7936
s116,6,4,1976.4891,426075.24
s116,6,5,1704.8151,496369.0803
s116,7,1,142.8597,294798.6697
s116,7,2,190.3176,372853.0815
s116,7,3,141.9849,380616.9303
s116,7,4,188.1063,387799.6818
s116,7,5,127.7937,412851.7142
s117,3,1,294.3216,10412.2696
s117,3,2,258.9651,26059.4631
s117,3,3,180.1359,35080.9399
s117,3,4,121.1238,42808.1766
s117,3,5,196.9029,63115.6085
s117,4,1,2647.8907,29808.4865
s117,4,2,2683.303,48708.7719
s117,4,3,2636.8174,61282.2576
s117,4,4,2631.4062,71415.2235
s117,4,5,2684.2031,92415.2829
s117,5,1,4545.469,26645.8013
s117,5,2,4432.6305,58779.0592
s117,5,3,4279.6959,71377.9325
s117,5,4,4560.4246,90930.6565
s117,5,5,4452.8566,270369.9336
s117,6,1,3592.5086,81309.805
s117,6,2,3412.0869,243763.7241
s117,6,3,3548.7234,407003.1418
s117,6,4,3332.8665,450659.0494
s117,6,5,3611.8791,489799.9846
s117,7,1,727.8336,147500.6501
s117,7,2,644.8977,419920.4882
s117,7,3,830.9385,465878.3514
s117,7,4,653.4756,491596.3262
s117,7,5,816.4557,515061.1633
s118,2,1,291.7477,32710.2296
s118,2,2,467.37,38571.4245
s118,2,3,152.1423,46538.2926
s118,2,4,222.831,68694.7959
s118,3,1,963.6651,11866.3539
s118,3,2,858.549,27426.4663
s118,3,3,782.6474,34576.5651
s118,3,4,739.6001,53830.4104
s118,3,5,797.04,79576.2827
s118,4,1,1499.0194,35206.5327
s118,4,2,1449.4974,51158.1951
s118,4,3,1338.3972,62938.5875
s118,4,4,1484.7757,82518.1155
s118,4,5,1389.1527,120344.5856
s118,5,1,1317.1896,56507.2843
s118,5,2,1204.5155,70697.6376
s118,5,3,1254.4092,92955.613
s118,5,4,1191.985,109763.3082
s118,5,5,1261.3672,155841.6771
s118,6,1,532.5588,63749.761
s118,6,2,463.7169,86712.2084
s118,6,3,405.0871,99061.5065
s118,6,4,416.2347,124386.4599
s118,6,5,509.4981,244334.1599
s118,7,1,83.4948,87588.2652
s118,7,2,59.2458,102390.5435
s118,7,3,40.7025,154657.2003
s118,7,4,18.6624,218498.3457
s119,3,1,139.2302,50732.5647
s119,3,2,165.4344,72967.7104
s119,4,1,134.1003,44364.9786
s119,4,2,120.4308,72097.6374
s119,4,3,98.7569,81089.3399
s119,4,4,168.1057,84717.6416
s119,4,5,112.5314,109985.9851
s119,5,1,638.2068,66113.344
s119,5,2,629.5931,81152.3903
s119,5,3,563.419,92076.5878
s119,5,4,593.4118,105696.7548
s119,5,5,638.9996,141157.387
s119,6,1,872.7984,75390.2329
s119,6,2,730.7544,91186.7607
s119,6,3,807.3737,108204.3425
s119,6,4,768.8516,125475.6369
s119,6,5,831.937,174537.72
s119,7,1,78.0241,80061.6989
s119,7,2,55.3554,120657.6747
s119,7,3,37.422,159475.2965
s119,7,4,11.2509,217193.2124
s12,6,1,169.7112,38313.3146
s12,6,2,29.3301,204406.3163
s12,7,1,128.4012,78420.9738
s12,8,1,156.8808,45238.4923
s12,8,2,144.6822,50215.7903
s12,8,3,127.6965,60375.6785
s12,8,4,197.1702,96063.0727
s12,8,5,138.3642,150854.7397
s12,9,1,351.8154,65562.0462
s12,9,2,214.6662,99235.6312
s12,9,3,303.1668,109548.5091
s12,9,4,270.7506,117957.8958
s12,9,5,250.776,179877.6592
s12,10,1,273.0348,92395.5416
s12,10,2,191.8242,121590.0224
s12,10,3,205.8939,149175.9828
s12,10,4,169.3224,182379.8258
s12,10,5,218.8944,218652.5303
s120,5,1,200.475,20640.6137
s120,5,2,107.406,93252.0179
s120,5,3,98.6823,102298.4067
s120,5,4,71.4143,212148.9657
s120,6,1,1700.5004,38703.0676
s120,6,2,1697.3162,80080.0341
s120,6,3,1578.7429,110795.621
s120,6,4,1643.5441,147132.2273
s120,6,5,1626.8789,216529.7241
s120,7,1,1263.2841,40639.2451
s120,7,2,1300.0743,56243.5761
s120,7,3,1177.2378,87357.8285
s120,7,4,1271.3077,134874.7424
s120,7,5,1282.1766,209634.5491
s120,8,1,6.8283,237895.8496
s120,8,2,8.6751,248143.3711
s121,4,1,93.312,75107.6651
s121,5,1,517.1769,49969.2287
s121,5,2,339.9084,63619.2949
s121,5,3,421.7979,85879.5021
s121,5,4,350.7948,113896.5907
s121,5,5,425.208,162511.6928
s121,6,1,1188.2042,49396.0944
s121,6,2,1109.7968,75461.063
s121,6,3,1132.9851,101605.9151
s121,6,4,1140.4327,144207.6098
s121,6,5,1118.4646,199571.983
s121,7,1,168.328,31556.5718
s121,7,2,131.3901,69851.9486
s121,7,3,45.4896,148231.2026
s121,7,4,16.6941,213334.0719
s121,7,5,17.3502,223425.0664
s122,3,1,76.1883,78222.5071
s122,5,1,164.7327,84942.9241
s122,5,2,78.6559,94218.9906
s122,5,3,69.117,96818.1295
s122,5,4,130.6854,101691.3896
s122,5,5,109.3646,121636.0361
s122,6,1,932.3934,74470.0066
s122,6,2,895.5828,90139.4387
s122,6,3,818.7719,101164.4064
s122,6,4,871.47,107487.0385
s122,6,5,927.517,148674.1864
s122,7,1,82.7495,98149.3826
s122,7,2,32.7078,168582.3355
s122,7,3,33.1619,168765.2826
s122,7,4,22.0644,218160.3178
s123,2,1,206.2341,17390.1821
s123,2,2,67.1157,64736.5982
s123,3,1,546.8174,-282.8727
s123,3,2,470.4832,15099.3565
s123,3,3,83.5473,15348.9693
s123,3,4,506.9094,22379.7068
s123,3,5,236.3721,95048.7129
s123,4,1,635.1756,12030.6817
s123,4,2,512.1313,34144.295
s123,4,3,477.4414,65017.8918
s123,4,4,428.1728,92413.2114
s123,4,5,545.2905,113300.5864
s123,5,1,287.7189,46014.573
s123,5,2,211.7129,65717.1818
s123,5,3,267.7022,73512.369
s123,5,4,262.5924,88744.8586
s123,5,5,272.5639,119076.6431
s123,6,1,177.9632,76997.4115
s123,6,2,249.5444,82932.9741
s123,6,3,165.2341,92255.7827
s123,6,4,182.9407,103954.9429
s123,6,5,178.9905,113688.8244
s124,5,1,142.659,37420.9187
s124,5,2,69.741,97333.7098
s124,5,3,16.4025,234392.3945
s124,6,1,676.5363,61279.8045
s124,6,2,546.8499,108216.905
s124,6,3,508.8536,159026.0208
s124,6,4,511.3566,198928.633
s124,6,5,526.5263,222834.8895
s124,7,1,183.1977,131419.6058
s124,7,2,171.7038,172890.14
s124,7,3,149.445,211646.439
s124,7,4,161.0604,221073.6734
s124,7,5,159.2313,233595.1427
s125,4,1,8.9424,247370.3047
s125,5,1,47.8224,175056.9733
s125,5,2,5.5404,245833.3516
s125,5,3,16.281,249773.332
s125,5,4,5.7591,266199.5078
s125,5,5,13.0734,280561.9609
s125,6,1,135.659,127373.1631
s125,6,2,153.8365,188477.6681
s125,6,3,128.9424,217264.0176
s125,6,4,137.4466,236042.1062
s125,6,5,134.9379,274006.5381
s125,7,1,246.8873,166908.5857
s125,7,2,196.4206,223252.665
s125,7,3,178.9452,234773.2025
s125,7,4,193.0878,257456.9666
s125,7,5,216.513,332761.3008
s125,8,1,45.7326,152071.1622
s125,8,2,94.5756,167347.593
s125,8,3,24.1056,222768.2977
s125,8,4,89.9586,267716.5629
s125,8,5,61.3089,302648.623
s126,6,1,23.1822,213972.0043
s126,6,2,10.9107,218075.0762
s126,6,3,18.0063,221717.733
s126,6,4,8.4807,222232.127
s126,6,5,25.7823,224850.8498
s126,7,1,49.8393,200701.0999
s126,7,2,32.319,213866.5683
s126,7,3,41.1399,218784.4843
s126,7,4,27.1188,226707.1584
s126,7,5,37.1304,237385.3951
s126,8,1,7.9704,218266.3828
s126,8,2,12.4659,218751.7969
s126,8,3,30.7152,224232.3165
s126,8,4,6.7311,226926.8404
s126,8,5,5.5404,253343.6016
s126,9,1,23.6925,215661.4033
s126,9,2,10.5219,240797.9395
s127,6,1,23.4981,205201.3889
s127,6,2,16.1595,217548.2052
s127,6,3,10.4733,222096.5885
s127,6,4,5.7591,223995.0186
s127,6,5,13.608,229907.7559
s127,7,1,97.9876,124916.198
s127,7,2,41.2857,154041.0874
s127,7,3,37.6358,163036.6557
s127,7,4,59.7027,182865.9661
s127,7,5,68.0543,207307.7357
s127,8,1,8.6508,216833.9849
s127,8,2,11.5425,217537.0762
s128,5,1,203.0976,61244.3523
s128,5,2,182.7117,76658.663
s128,5,3,230.5917,97622.5519
s128,5,4,186.8184,107861.5784
s128,5,5,210.616,118831.4
s128,6,1,559.4589,83467.3526
s128,6,2,569.6814,102511.9228
s128,6,3,521.2593,121335.6996
s128,6,4,529.2109,152497.8864
s128,6,5,512.7472,204970.0561
s128,7,1,299.2059,70652.5454
s128,7,2,302.0733,90310.7953
s128,7,3,306.0099,106529.7266
s128,7,4,241.2261,116854.3549
s128,7,5,304.6856,169104.5169
s128,8,1,26.8029,197797.3409
s129,6,1,199.4291,68347.8944
s129,6,2,64.9296,115296.5174
s129,6,3,52.8838,120320.5823
s129,6,4,91.6353,134672.9281
s129,6,5,113.2101,202825.958
s129,7,1,372.6405,68814.7841
s129,7,2,204.849,83907.7206
s129,7,3,340.4916,118303.1467
s129,7,4,288.0279,156332.1035
s129,7,5,298.5534,211849.5156
s129,8,1,148.4244,133576.5969
s129,8,2,83.5434,206588.7943
s129,8,3,45.8055,221903.6531
s129,8,4,92.7942,224959.1003
s129,8,5,97.0051,243893.1099
s129,9,1,98.2626,136867.119
s129,9,2,56.2302,180556.5513
s129,9,3,53.7273,212153.0845
s129,9,4,44.3232,256987.3632
s13,6,1,64.0305,169479.4674
s13,6,2,15.3819,246971.3437
s13,7,1,63.7389,124621.3676
s13,7,2,17.0586,247652.5312
s13,8,1,246.9123,91326.9162
s13,8,2,154.1835,106609.654
s13,8,3,198.6282,120495.6568
s13,8,4,172.1412,145662.8159
s13,8,5,187.1343,191456.7376
s13,9,1,486.0447,85846.7751
s13,9,2,393.4656,114272.662
s13,9,3,361.9935,136040.3738
s13,9,4,392.1383,159679.2996
s13,9,5,423.3789,217673.3793
s13,10,1,1443.4795,69418.9261
s13,10,2,1291.2663,105360.1463
s13,10,3,1288.3145,137626.1658
s13,10,4,1316.323,178566.0624
s13,10,5,1317.0114,245210.8597
s130,6,1,215.2494,67784.064
s130,6,2,212.3334,104603.973
s130,6,3,169.7112,168979.8357
s130,6,4,169.5897,211941.3816
s130,6,5,178.6779,242322.5348
s130,7,1,779.1552,104711.4337
s130,7,2,713.1246,139000.3725
s130,7,3,668.0622,179120.952
s130,7,4,713.4831,207072.9411
s130,7,5,690.9411,229201.8109
s130,8,1,415.6758,75240.132
s130,8,2,269.928,108185.6907
s130,8,3,325.8591,141635.2403
s130,8,4,310.9428,202004.268
s130,8,5,303.5063,233482.8567
s131,7,1,286.3026,74838.906
s131,7,2,227.0349,93895.4128
s131,7,3,267.1785,108833.0397
s131,7,4,192.6018,113320.0188
s131,7,5,287.5176,144724.878
