region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_MW,capital_adder_per_MW,dist_km,reinforcement_dist_km
p1,1,2319,162.0,738526.105,692813.338,45712.767,19.4,141.734
p1,1,2320,114.0,870003.583,801212.883,68790.699,17.277,157.684
p1,1,2321,60.0,924523.253,780978.958,143544.296,1.506,193.108
p1,1,2701,60.0,947548.466,823248.418,124300.048,6.512,178.814
p1,1,3081,162.0,868678.405,768342.635,100335.77,14.334,178.2
p1,1,3082,42.0,1494472.958,1299879.931,194593.027,24.816,178.2
p1,1,3461,180.0,740820.799,669163.078,71657.722,63.273,89.469
p1,1,3840,102.0,841641.061,659323.591,182317.47,42.006,89.469
p1,1,3841,114.0,946305.363,796437.488,149867.876,54.03,89.469
p1,1,5737,66.0,1623218.1,312330.288,1310887.811,2.682,67.882
p1,1,6117,138.0,1278923.67,314435.472,964488.198,5.717,57.515
p1,1,6508,228.0,677882.265,455265.339,222616.926,10.58,124.115
p1,2,2317,162.0,1085033.636,603005.612,482028.024,86.89,54.23
p1,2,2699,108.0,858462.455,629405.488,229056.967,4.144,157.684
p1,2,2700,132.0,927336.079,706829.436,220506.642,14.942,157.684
p1,2,3458,228.0,587846.955,435140.105,152706.851,19.751,89.469
p1,2,3459,228.0,562394.644,507052.521,55342.123,31.685,89.469
p1,2,4218,186.0,824271.225,316672.025,507599.199,25.58,57.153
p1,2,4219,210.0,528361.651,480717.686,47643.965,38.284,57.153
p1,2,4221,60.0,1350482.362,1237999.323,112483.039,45.922,114.935
p1,2,4598,234.0,680834.146,317539.793,363294.353,18.254,57.153
p1,2,4599,192.0,470466.848,415073.38,55393.468,30.629,57.153
p1,2,4600,138.0,737053.003,683740.687,53312.316,31.369,82.52
p1,2,4976,30.0,7918390.963,238496.429,7679894.534,1.462,43.781
p1,2,4977,60.0,2140555.492,254795.069,1885760.423,5.032,57.175
p1,2,4978,186.0,866791.714,280064.208,586727.506,2.974,82.52
p1,2,4979,240.0,488336.756,411698.79,76637.966,39.588,55.453
p1,2,5357,126.0,1451554.634,296540.855,1155013.778,17.922,43.781
p1,2,5358,264.0,681392.556,304180.494,377212.063,26.126,55.453
p1,2,5359,126.0,652762.447,322128.958,330633.489,1.67,88.345
p1,2,5738,162.0,513928.777,360566.696,153362.082,19.738,60.746
p1,2,6118,54.0,767708.999,552178.943,215530.057,9.923,80.077
p1,2,6125,126.0,1082250.549,819133.381,263117.168,47.565,117.974
p1,2,6498,60.0,710168.167,445708.939,264459.228,9.24,53.905
p1,2,6887,210.0,600324.757,441983.365,158341.392,19.397,117.974
p1,2,7255,54.0,1696713.676,313481.67,1383232.006,8.061,48.671
p1,2,7261,114.0,782461.603,651841.553,130620.05,35.375,97.72
p1,2,7264,108.0,764980.695,629953.071,135027.624,29.842,117.974
p1,2,7634,72.0,3128691.849,228873.874,2899817.976,2.046,66.311
p1,2,7635,60.0,1612536.191,298599.591,1313936.6,5.193,62.483
p1,2,7644,246.0,526891.065,512823.347,14067.718,33.564,117.974
p1,2,7645,240.0,468210.628,407633.548,60577.08,21.106,117.974
p1,2,8392,156.0,823416.255,350467.225,472949.03,18.124,82.038
p1,2,8397,168.0,601540.164,497368.927,104171.237,56.353,34.253
p1,2,8772,258.0,494357.01,351705.717,142651.293,5.963,106.878
p1,2,8775,138.0,662600.469,564650.69,97949.779,38.949,87.063
p1,2,9543,198.0,302222.436,211684.068,90538.368,34.634,8.88
p1,3,2316,54.0,1287154.312,726802.731,560351.582,8.284,164.748
p1,3,2318,60.0,1091480.779,750168.177,341312.602,10.476,141.734
p1,3,2697,60.0,2869253.165,604264.843,2264988.322,7.139,133.213
p1,3,2698,102.0,1089506.826,581410.548,508096.278,5.581,141.734
p1,3,2702,60.0,1238087.484,1140769.946,97317.538,19.141,178.814
p1,3,3076,120.0,823497.412,537202.51,286294.902,13.626,106.381
p1,3,3078,252.0,552601.903,526583.897,26018.006,31.805,89.469
p1,3,3079,228.0,601623.293,588290.702,13332.591,38.011,89.469
p1,3,3080,84.0,983463.134,903612.673,79850.461,23.627,158.156
p1,3,3456,72.0,1420022.84,388568.158,1031454.682,1.896,106.381
p1,3,3457,192.0,909786.025,382112.411,527673.614,44.642,54.23
p1,3,3838,234.0,755501.403,387411.071,368090.331,8.368,89.469
p1,3,3839,156.0,588624.455,505682.732,82941.723,23.512,89.469
p1,3,4216,60.0,1357765.63,452018.425,905747.205,5.867,88.363
p1,3,5731,258.0,1073737.048,731604.384,342132.664,16.569,215.966
p1,3,6119,60.0,754011.262,630728.78,123282.482,17.556,80.077
p1,3,6127,72.0,835114.214,725804.797,109309.418,27.504,124.115
p1,3,6128,138.0,954792.547,467544.77,487247.777,17.672,124.115
p1,3,6129,198.0,510350.036,402828.668,107521.368,12.129,141.376
p1,3,6507,282.0,505360.859,466442.326,38918.533,33.271,119.188
p1,3,6876,138.0,1458687.748,232299.05,1226388.698,20.192,18.608
p1,3,6884,42.0,1505206.927,1131098.974,374107.953,36.201,117.974
p1,3,7256,246.0,617022.009,190667.183,426354.826,4.774,51.037
p1,3,7631,60.0,1519555.009,440611.468,1078943.541,5.544,90.822
p1,3,7636,270.0,434732.625,258487.862,176244.763,27.206,34.253
p1,3,7646,180.0,1918274.663,325930.751,1592343.912,9.253,117.974
p1,3,8011,114.0,1003526.456,326046.297,677480.159,2.061,109.638
p1,3,8012,42.0,1128529.576,460612.618,667916.958,9.284,82.038
p1,3,8014,252.0,732241.966,282130.298,450111.668,25.88,50.677
