tech,class,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195,p196,p197,p198,p199,p200,p201,p202,p203,p204,p205
hydD,hydclass1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1784,0,0,0,42,895,100,21,0,0,0,0,0,3648,5,0,824,0,0,135,,451,151,204,,,,25,,,66,32,,,,,20,,,,1712,387,,,,3,153,1325,292,,,1,250,638,356,26,420,3508,,,,,,,,,,
hydD,hydclass2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydD,hydclass3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydD,hydclass4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydD,hydclass5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydND,hydclass1,102,144,357,37,194,68,48,10,105,21,0,7,0,57,189,113,98,69,1,64,31,0,0,14,27,10,10,44,0,0,62,2,61,32,49,44,0,40,17,33,94,7,18,2,65,8,0,4,0,56,46,11,134,176,4,21,5,39,8,0,22,0,24,12,20,5,17,7,7,35,22,186,4,2,5,6,28,1,0,13,21,3,5,10,68,1,21,3,21,15,12,65,14,37,14,20,36,30,35,6,30,0,4,4,22,3,96,13,42,8,7,20,2,6,19,67,14,53,17,0,22,165,26,0,0,27,83,0,13,36,16,9,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydND,hydclass2,97,169,70,0,156,68,39,10,103,11,0,7,0,73,204,101,108,69,1,63,29,0,0,13,19,10,0,41,0,0,55,2,60,28,49,44,0,5,17,33,93,7,16,1,41,13,0,4,0,60,50,11,96,174,4,3,15,39,3,0,18,0,20,7,23,9,0,3,5,34,3,177,5,2,4,6,15,0,0,11,25,1,11,10,60,0,19,3,11,17,22,51,14,34,17,16,31,11,32,6,3,0,2,3,15,2,67,1,22,6,1,15,2,6,16,62,16,35,16,0,4,208,26,0,0,6,76,0,13,34,4,7,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydND,hydclass3,98,146,61,0,163,71,14,7,103,10,0,6,0,69,195,99,99,68,1,49,32,0,0,14,19,13,0,24,0,0,53,2,59,28,49,43,0,4,17,31,34,7,14,1,35,7,0,4,0,46,24,11,95,95,4,3,1,21,0,0,18,0,24,8,22,3,0,2,2,25,4,143,5,1,4,2,15,0,0,10,51,1,3,6,71,0,19,3,12,16,10,53,22,35,5,14,30,12,36,3,5,0,4,1,17,1,32,1,26,6,4,17,1,3,16,58,12,29,14,0,17,175,26,0,0,0,73,0,13,26,5,8,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydND,hydclass4,100,264,106,0,154,69,0,9,103,9,0,6,0,48,182,99,99,66,1,43,30,0,0,13,18,9,0,25,0,0,56,1,58,28,44,15,0,4,14,30,15,11,14,1,38,8,0,4,0,40,24,11,75,67,6,2,1,21,0,0,17,0,22,12,16,3,0,1,1,30,9,132,5,1,3,0,7,0,0,7,10,1,7,4,54,0,19,4,28,43,5,49,19,43,5,10,31,14,26,3,5,0,2,0,10,2,34,1,26,6,4,15,3,5,13,60,13,34,15,0,3,152,15,0,0,0,74,0,13,19,4,9,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydND,hydclass5,97,119,53,0,154,70,0,6,103,16,0,6,0,50,183,99,96,65,1,47,29,0,0,12,18,9,0,23,0,0,53,1,58,28,46,24,0,4,14,30,16,11,8,1,24,6,0,4,0,39,23,11,69,49,7,2,2,19,0,0,18,0,18,9,16,4,0,1,1,24,1,132,4,1,4,0,7,0,0,8,12,1,1,4,46,0,19,3,21,11,2,49,5,30,7,7,31,12,28,3,2,0,3,0,8,1,30,1,22,4,0,13,1,5,13,58,14,32,8,0,2,119,12,0,0,0,76,0,12,29,4,7,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
