region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_MW,capital_adder_per_MW,dist_km,reinforcement_dist_km
p1,1,416,51.785,1000124.715,664957.692,335167.024,0.996,229.418
p1,1,417,34.983,1212714.163,941325.722,271388.441,14.005,207.552
p1,1,795,6.938,6195259.334,5855501.522,339757.812,7.467,216.32
p1,1,796,145.067,1084340.532,624268.316,460072.216,0.944,216.044
p1,1,797,40.403,1213987.065,748784.359,465202.706,6.912,207.552
p1,1,798,76.807,1021332.831,661961.868,359370.964,5.937,207.552
p1,1,799,151.093,796152.828,668949.865,127202.963,5.162,225.082
p1,1,800,54.586,947121.607,926491.333,20630.274,18.433,225.082
p1,1,1176,212.167,1036302.28,596207.412,440094.868,2.998,198.327
p1,1,1177,152.98,1392526.933,598107.896,794419.037,6.338,188.072
p1,1,1178,154.297,935289.105,642165.771,293123.334,11.606,188.072
p1,1,1179,78.674,793384.9,734335.52,59049.379,4.78,225.075
p1,1,1180,22.305,1303801.889,1270272.227,33529.662,11.075,225.075
p1,1,1181,8.554,3936086.364,3925341.104,10745.26,24.095,225.075
p1,1,1556,47.87,1421526.628,1012221.828,409304.8,18.63,198.327
p1,1,1557,55.603,2446331.896,559299.29,1887032.606,0.652,178.707
p1,1,1558,92.954,851751.475,735266.12,116485.355,13.12,188.072
p1,1,1559,122.003,722039.409,676595.781,45443.628,39.969,141.734
p1,1,1560,7.342,4379401.309,4377841.807,1559.502,21.328,225.075
p1,1,1937,69.562,708543.207,548324.973,160218.234,5.935,159.119
p1,1,1938,83.926,715134.043,642953.218,72180.826,22.46,141.734
p1,1,1939,52.231,1010797.282,1001418.275,9379.007,33.376,141.734
p1,1,1940,11.731,4359737.981,4359908.814,-170.833,34.577,157.684
p1,1,1941,34.356,1285574.839,1277937.655,7637.184,16.162,193.236
p1,1,2316,67.124,812536.622,551097.841,261438.781,8.284,164.748
p1,1,2317,214.793,681851.909,453560.07,228291.839,86.89,54.23
p1,1,2318,78.437,689544.415,564175.715,125368.7,10.476,141.734
p1,1,2319,49.445,804741.553,800067.475,4674.078,10.215,157.684
p1,1,2320,8.68,3081671.946,3080993.294,678.652,17.277,157.684
p1,1,2321,183.303,590069.067,568434.617,21634.45,1.506,193.108
p1,1,2695,16.649,2027159.415,1508504.278,518655.137,9.79,201.942
p1,1,2696,90.21,738551.747,453290.198,285261.549,25.22,106.381
p1,1,2697,49.514,1597250.484,486961.872,1110288.613,2.533,154.198
p1,1,2698,67.584,705791.936,482796.188,222995.747,5.581,141.734
p1,1,2699,226.172,530926.678,449010.942,81915.735,4.144,157.684
p1,1,2700,145.603,631909.273,546702.451,85206.821,6.767,178.2
p1,1,2701,27.864,917098.939,904610.61,12488.329,6.512,178.814
p1,1,2702,5.559,6111677.53,6114112.959,-2435.429,19.141,178.814
p1,1,3074,90.555,1649350.473,647876.168,1001474.305,6.558,199.89
p1,1,3075,48.177,1144171.843,608781.575,535390.268,1.934,194.989
p1,1,3076,17.122,966208.922,846444.295,119764.627,8.592,149.297
p1,1,3077,146.801,736549.818,485645.514,250904.304,31.103,89.469
p1,1,3078,185.017,462665.123,449110.617,13554.506,31.805,89.469
p1,1,3079,76.863,728586.251,725668.669,2917.582,35.323,99.261
p1,1,3080,7.245,3990832.835,3993389.55,-2556.715,13.201,178.2
p1,1,3081,131.825,644986.995,612967.117,32019.878,14.334,178.2
p1,1,3082,68.253,908452.71,880133.505,28319.205,24.816,178.2
p1,1,3454,120.665,1085677.498,684198.735,401478.763,18.326,199.89
p1,1,3456,25.914,812226.391,380587.917,431638.474,1.896,106.381
p1,1,3457,282.457,585882.565,324144.438,261738.127,17.754,89.469
p1,1,3458,209.217,401802.672,326022.684,75779.988,19.751,89.469
p1,1,3459,199.214,418510.058,393329.771,25180.288,31.685,89.469
p1,1,3460,19.602,2012991.392,2014056.017,-1064.625,27.016,114.935
p1,1,3461,146.411,709004.045,686629.786,22374.259,63.273,89.469
p1,1,3834,45.14,1634699.141,1172714.267,461984.874,5.544,238.238
p1,1,3835,11.536,2866521.061,2337781.984,528739.077,23.866,106.381
p1,1,3836,176.087,962280.702,287475.146,674805.556,1.859,100.194
p1,1,3837,191.384,1051084.467,268483.653,782600.814,3.52,90.284
