,phsclass1,phsclass2,phsclass3,phsclass4,phsclass5,phsclass6,phsclass7,phsclass8,phsclass9,phsclass10,phsclass11,phsclass12,phsclass13,phsclass14,phsclass15
p1,1094.725801,1220.795619,1318.932417,1404.676199,1556.515908,1587.295814,1654.935075,1703.293644,1768.270019,1893.338849,1933.537237,2103.066665,2251.709216,2320.29815,2525.460577
p2,1092.066464,1355.717795,1473.570065,1552.801797,1624.213299,1696.157809,1786.126017,1877.361952,1955.053925,2013.612289,2096.660398,2213.286342,2317.685042,2451.509487,2676.426107
p3,1055.806223,0,1411.191444,1461.59153,1659.87552,1760.846138,1844.764028,1929.633685,1970.574246,2058.429461,2179.8699,2211.433209,2381.114954,2644.402547,3131.024509
p4,874.022428,1121.088807,1218.922882,1327.924918,1415.579403,1526.971991,1625.359397,1706.174368,1768.212068,1840.073324,1913.118468,2080.291129,2234.084858,2476.407386,2887.019557
p5,1073.181776,1269.564831,1389.813513,1488.487751,1569.59252,1653.794377,1744.256419,1819.861042,1899.63323,1988.673957,2093.080276,2219.852929,2349.390831,2483.396328,2805.525553
p6,1039.129218,1256.466073,1416.000944,1541.006607,1582.7742,1682.140061,1778.437232,1845.798221,1922.520637,1991.051502,2138.498826,2220.595518,2354.211627,2511.334638,2790.073867
p7,1049.174068,1266.466643,1433.553833,1538.479396,1647.978159,1752.279697,1823.959596,1890.240983,1956.448296,2056.439612,2150.9188,2268.142306,2385.567082,2528.598459,2853.517114
p8,1006.860596,1180.605427,1254.195619,1364.66588,1442.606762,1511.616704,1587.320673,1696.813273,1810.000332,1903.214665,2039.392762,2166.362673,2293.442975,2423.9144,2729.338109
p9,891.3476712,1094.706869,1254.772278,1337.67822,1477.648528,1617.985158,1675.170809,1718.52889,1831.518465,1990.50999,2101.243894,2204.832208,2344.277755,2470.626681,2829.649833
p10,962.0039428,1176.175183,1321.759973,1430.016575,1531.147395,1672.068758,1778.416009,1880.578032,1979.51194,2075.908306,2183.70063,2300.240487,2423.642411,2570.64388,2866.370681
p11,1298.319894,1481.544611,1599.036363,0,1866.651401,0,2025.206512,0,2073.92602,2117.225067,2133.464599,2183.56221,2285.594248,2925.381921,3025.980584
p12,998.492155,1183.550758,1321.970823,1439.99672,1551.71575,1651.108406,1748.586781,1841.41991,1929.405884,2016.656887,2110.15593,2206.980095,2326.259825,2486.476601,2791.827155
p13,1530.459765,1673.652206,1754.089448,1852.615978,1990.79754,2047.202388,2082.180833,2140.033832,2200.763097,2267.214829,2322.404346,2399.933062,2490.109871,2619.509405,2814.92577
p14,1032.090783,1303.708282,1421.225716,1586.244317,1631.000716,1666.530941,1797.768475,1901.931026,1904.451507,1917.329454,1983.259261,2059.361364,2128.574873,2360.697979,2525.676202
p15,1084.983188,1300.764781,1447.948426,1561.618765,1631.375911,1695.982704,1768.292776,1870.764908,1943.504765,2026.434389,2133.625258,2223.387984,2330.11648,2486.207427,2901.827293
p16,1002.840553,1214.675736,1331.303528,1476.981247,1587.749852,1642.980305,1721.663448,1835.223907,1919.603242,2007.571284,2109.693098,2235.525209,2391.533963,2556.506294,2873.634057
p17,1018.155378,1223.975582,1343.745199,1437.17816,1564.21852,1656.620901,1735.307264,1806.183449,1899.561471,1978.316697,2077.07111,2165.475951,2258.939578,2372.444934,2642.421623
p18,1127.419168,1253.499708,1365.577237,1462.907143,1585.678664,1687.247166,1752.937863,1834.173816,1904.253575,2018.103943,2121.288345,2234.181551,2357.451456,2541.606061,2801.227467
p20,1718.599136,1830.11445,1858.451073,0,1862.279936,2021.546781,0,0,2190.316875,2381.64921,2437.356699,0,2651.699838,2674.879837,3254.596146
p21,1177.186593,1413.915568,1538.638795,1632.761946,1703.998361,1787.038045,1877.152537,1974.451916,2057.897072,2145.477218,2258.016731,2365.810002,2487.870375,2655.034931,3051.516005
p22,1093.196582,1130.655882,1204.223902,1208.457163,1297.615409,1375.198515,1415.89072,1544.017645,1689.111705,1820.295483,2010.379201,2105.576178,2253.017766,2420.490059,2567.816835
p23,1532.642459,1720.788368,1762.486098,1810.955664,1910.447246,1928.086069,1967.623863,2008.209495,2021.085758,2030.610596,2050.926954,2145.942826,2251.777191,2529.095127,3057.494673
p24,1268.084801,1406.794169,1466.326246,1542.371341,1700.850409,1785.573871,1895.207716,1968.53018,2045.285435,2149.886391,2238.701202,2315.475813,2449.625918,2595.452202,2966.939871
p25,916.7199253,1118.407414,1238.612807,1337.950036,1423.149272,1525.889946,1628.673894,1723.476676,1823.883971,1921.10303,2022.811394,2124.718421,2241.436336,2416.477585,2768.806485
p26,1068.307182,1223.555073,1305.375833,1393.191113,1472.393103,1552.168933,1628.444627,1697.118802,1776.372286,1876.91289,1981.224671,2076.00449,2210.662653,2391.207008,2697.258973
p27,1082.083507,1237.769093,1328.072305,1423.591553,1543.786185,1634.245736,1715.463686,1823.97049,1915.53955,2002.523626,2079.576218,2197.002802,2343.75654,2496.798512,2821.279554
p28,1045.835764,1213.935966,1330.0445,1407.084849,1493.441141,1559.898301,1640.03127,1741.201565,1834.696577,1933.952858,2046.291493,2172.282618,2311.531689,2518.618667,2893.666548
p29,978.9613813,1103.472269,1233.418673,1295.837502,1353.209431,1399.044988,1507.882381,1591.291411,1663.900869,1787.283675,1895.593639,2041.82112,2147.80065,2343.999897,2833.33563
p30,1693.306869,0,0,0,0,0,0,0,0,0,0,0,0,0,2145.478484
p31,1163.660492,1380.481429,1510.040578,1623.407861,1717.513938,1808.494382,1895.567394,1996.922112,2086.205171,2181.942899,2270.617691,2402.880113,2550.292294,2727.873868,3132.472797
p32,2072.487512,0,0,0,0,0,0,2638.412102,0,0,0,0,0,0,2853.359253
p33,979.1258294,1176.785864,1273.091926,1362.981864,1480.920034,1567.373833,1683.497854,1775.420594,1842.412186,1945.479713,2053.699183,2158.023127,2299.771434,2440.057066,2695.083772
p34,1219.364504,1436.467013,1546.294955,1624.121182,1708.209883,1824.979959,1901.494262,1987.384106,2060.34548,2151.244778,2252.504031,2373.847736,2492.845216,2633.693835,2947.070615
p47,1459.020683,0,0,0,2592.805341,0,3060.191444,3065.204211,0,3409.658752,0,0,3459.325873,3519.404856,3719.09358
p50,1838.701025,2358.601543,0,2486.150008,0,2496.830544,0,2636.573319,0,0,2754.819069,0,3008.516756,0,3471.152483
p56,1594.920724,1641.847109,1827.192452,1911.051903,1914.235806,2017.828221,0,2188.874985,2346.380555,2386.129727,2404.193727,2427.661757,2445.492847,2554.284052,2567.355708
p59,1661.676288,0,0,0,0,0,0,1954.856157,0,0,0,0,0,0,2828.272803
p61,1381.153147,1537.790757,1631.282423,1751.313843,1847.932447,1935.936949,2059.030813,2168.72958,2246.793063,2339.072136,2475.390668,2586.934244,2728.527674,2929.860257,3420.756286
p85,1307.196663,1669.24149,1737.421901,0,1849.717378,0,1906.655969,2024.584144,2128.095828,2182.742019,0,2296.887422,2387.594425,0,2770.927802
p89,1853.490267,1891.295159,0,2227.100768,0,2405.314533,0,2535.76662,0,2632.372188,2636.853464,0,2723.45838,0,2963.58464
p90,0,0,0,0,0,0,0,1802.21587,0,0,0,0,0,0,0
p92,1477.746812,1632.357332,1735.946058,1828.412546,1930.201484,2016.195319,2089.483549,2176.983872,2267.890084,2341.984586,2466.743257,2600.527928,2789.694528,2946.403357,3192.87671
p94,1319.535688,1592.030403,1658.618818,1737.690937,1834.077684,1923.56026,1983.629203,2046.833792,2169.529373,2250.803545,2315.502772,2416.919827,2560.482718,2721.067978,3001.881039
p95,1063.148112,1099.598406,1310.192392,1332.62745,1369.989237,0,1434.345543,1470.116399,1475.799815,1662.317828,1818.239477,2055.415681,2180.479493,2227.42825,2588.224526
p97,1227.776131,1353.562768,1408.577863,1448.985927,1560.296381,1596.379423,1640.418367,1724.230605,1786.300652,1885.78615,1953.565554,2053.840687,2164.200781,2323.67847,2541.071754
p99,1094.657955,1263.662563,1299.454098,1319.393931,1448.948669,1508.805067,1566.545952,1723.106295,1814.713567,1947.116727,1990.116273,2150.406822,2248.17243,2345.313917,2445.390518
p100,1494.72156,0,0,1900.562215,0,2293.804886,0,0,2389.467697,0,0,2452.706258,0,2531.830603,2741.277827
p109,0,0,0,0,0,0,0,2084.493168,0,0,0,0,0,0,0
p110,1365.722907,0,0,1478.308287,0,0,1701.920253,0,1737.064049,0,1800.635615,0,0,1858.556995,2087.21381
p115,1517.369766,1659.616827,1762.17803,0,1973.343391,2172.719755,0,2212.269467,2276.203431,2304.503112,0,2390.811893,2549.325193,2600.177951,3069.437968
p116,1188.067549,1341.510911,1401.007191,1503.454127,1597.632313,1686.78104,1761.381711,1797.504891,1851.4171,1894.883382,1957.637575,2034.83415,2119.386547,2225.496931,2594.159191
p117,1744.178941,0,0,2063.745284,0,0,0,0,2173.949316,0,0,0,0,0,3092.154248
p118,1111.766655,1312.145608,1367.735019,1417.981241,1480.494278,1548.211361,1589.178406,1623.949256,1677.231298,1727.67438,1791.987061,1851.634841,2059.661492,2267.712949,2565.64098
p119,1835.744296,0,0,1950.949524,2031.708332,2093.774364,0,2098.856342,0,2205.398011,2309.277005,0,2396.10682,2473.28262,2618.622732
p120,1709.841182,1885.554166,0,1910.908427,0,0,1923.364461,2149.285509,2161.511854,0,0,2258.726393,2317.79886,2851.226626,3207.731066
