region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_MW,capital_adder_per_MW,dist_km,reinforcement_dist_km
p01001,2,71325,3301.435,47890.233,48857.737,-967.504,16.326,144.287
p01001,2,71326,3713.679,12031.035,12235.937,-204.902,3.613,144.287
p01001,2,71327,3666.23,35533.343,28934.701,6598.642,9.473,144.287
p01001,2,71328,3723.78,54588.881,29341.834,25247.048,9.91,135.716
p01001,2,71706,3582.513,36586.324,42637.893,-6051.569,13.784,144.287
p01001,2,71707,3279.816,55208.41,48209.369,6999.04,17.54,144.287
p01001,2,71708,3028.5,95370.166,37087.495,58282.671,12.124,152.979
p01001,2,72086,3836.978,60950.845,55881.207,5069.637,23.487,181.364
p01001,2,72087,3650.522,45385.455,30042.326,15343.128,11.814,181.364
p01001,2,72088,2999.668,109795.881,21553.657,88242.224,8.197,181.364
p01001,2,72466,3665.83,34763.39,20219.405,14543.986,3.88,215.801
p01003,2,77019,1077.073,62551.365,66156.307,-3604.942,20.441,95.199
p01003,2,77020,4404.348,84898.617,89929.533,-5030.916,32.356,95.199
p01003,2,77399,2245.358,66457.683,73185.523,-6727.84,22.898,95.199
p01003,2,77400,4822.12,77457.813,84626.719,-7168.906,33.241,55.472
p01003,2,77779,2551.162,40014.482,37774.606,2239.877,6.034,69.568
p01003,2,77780,4217.763,61330.374,60530.875,799.499,10.869,102.564
p01003,2,78159,2507.053,25778.109,26690.139,-912.031,3.933,63.425
p01003,2,78160,3933.286,119039.601,49248.779,69790.822,7.747,72.318
p01003,2,78161,4600.207,73134.343,72840.038,294.305,13.111,92.669
p01003,2,78539,2668.051,69731.38,47465.547,22265.833,7.645,76.996
p01003,2,78540,3905.519,96170.207,36964.436,59205.772,5.665,76.996
p01003,2,78541,4480.169,86609.863,80542.842,6067.021,35.473,121.884
p01003,2,78918,31.305,706174.928,547269.32,158905.608,18.478,30.862
p01003,2,78919,2467.183,137864.23,64272.689,73591.541,26.17,121.884
p01003,2,78920,4227.875,100123.946,45095.248,55028.698,21.611,121.884
p01003,2,78921,4766.552,68733.885,51005.395,17728.49,24.274,121.884
p01003,2,78922,3621.132,68724.684,50888.988,17835.696,23.036,144.544
p01003,2,79300,3341.071,161017.951,10719.411,150298.54,1.611,113.719
p01003,2,79301,3552.57,76732.585,12639.024,64093.561,1.844,121.748
p01003,2,79302,4453.949,59156.489,29844.434,29312.055,10.621,144.544
p01003,2,79682,3580.434,55722.648,9083.523,46639.126,3.386,144.544
p01003,2,80062,3387.496,115080.539,25972.037,89108.502,4.783,170.075
p01003,3,79299,989.374,637885.595,40269.462,597616.133,16.653,121.884
p01003,3,79679,573.877,608678.116,70647.15,538030.966,9.631,126.683
p01003,3,79680,2965.893,150819.09,10763.718,140055.372,3.964,121.884
p01003,3,79681,3166.197,148333.057,24321.571,124011.487,4.243,130.882
p01003,3,80059,876.96,252472.328,68791.77,183680.558,20.941,121.884
p01003,3,80060,2621.104,197969.925,38597.044,159372.882,15.782,121.884
p01003,3,80061,2779.566,301812.23,40591.752,261220.478,17.656,144.544
p01003,3,80440,1274.538,133452.444,53022.587,80429.857,7.407,145.258
p01003,3,80441,2418.602,282993.829,22249.709,260744.12,3.88,155.687
p01003,3,80442,979.604,491600.509,51189.18,440411.329,7.856,170.075
