region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_MW,capital_adder_per_MW,dist_km,reinforcement_dist_km
p01001,3,72086,145.022,119624.301,109485.026,10139.275,9.277,201.693
p01001,3,72087,139.482,108245.805,77559.548,30686.257,11.814,181.364
p01001,3,72088,36.037,335906.979,159422.532,176484.447,5.265,167.427
p01001,3,72466,142.374,73615.23,44527.258,29087.971,3.88,215.801
p01001,4,71325,158.776,95367.663,97302.671,-1935.008,16.326,144.287
p01001,4,71326,151.462,32976.416,33386.219,-409.804,3.613,144.287
p01001,4,71327,101.866,98288.852,85091.568,13197.284,9.473,144.287
p01001,4,71328,98.366,146078.461,95584.366,50494.095,9.91,135.716
p01001,4,71706,166.528,76064.867,88168.006,-12103.139,13.784,144.287
p01001,4,71707,101.938,137120.523,123122.442,13998.081,17.54,144.287
p01001,4,71708,51.443,284702.027,168136.685,116565.343,9.141,168.635
p01003,3,77019,3.766,3697105.58,3704315.465,-7209.885,17.689,91.353
p01003,4,77020,6.926,2540468.849,2550530.681,-10061.832,26.293,102.564
p01003,4,78161,152.896,135148.428,134559.819,588.609,13.111,92.669
p01003,4,78541,57.81,226296.633,214162.59,12134.042,17.408,76.996
p01003,4,78918,0.219,78655168.726,78337357.511,317811.216,18.478,30.862
p01003,4,78922,67.7,214977.776,179306.384,35671.392,18.163,121.748
p01005,3,72858,246.961,159760.572,148647.713,11112.859,19.087,277.038
p01005,3,73238,224.07,144433.018,138151.145,6281.873,11.693,281.53
p01005,3,73239,183.854,135026.61,114793.837,20232.773,11.628,281.53
p01005,3,73618,226.16,61733.766,57027.113,4706.653,4.227,291.981
p01005,3,73619,128.11,226918.215,109059.293,117858.921,6.602,281.53
p01005,3,73999,112.388,218058.674,149787.258,68271.416,8.489,294.39
p01005,4,73616,166.625,151108.677,148549.841,2558.835,13.768,252.086
p01005,4,73617,59.268,185304.314,190959.015,-5654.701,12.388,291.981
p01005,4,73996,128.328,132181.742,128128.375,4053.367,19.249,284.519
p01005,4,73997,96.349,132312.328,125421.644,6890.684,13.686,279.708
p01005,4,73998,201.35,86122.525,88565.828,-2443.302,9.06,291.981
p01005,4,74376,140.794,55680.25,40053.413,15626.836,2.443,275.593
p01005,4,74377,145.654,88986.791,84904.597,4082.195,13.037,284.519
p01005,4,74378,142.811,129872.826,131806.721,-1933.896,24.38,284.519
p01005,4,74379,192.577,115368.313,117398.824,-2030.511,12.421,325.899
p01005,4,74756,115.425,79592.449,62190.005,17402.444,6.304,284.519
p01005,4,74757,133.723,102237.148,92089.588,10147.56,12.339,284.519
p01007,3,70183,47.312,338275.414,273999.807,64275.607,13.807,80.918
p01007,3,70562,140.794,200529.385,205690.696,-5161.311,28.43,94.554
p01007,4,69423,83.398,55975.998,41467.154,14508.845,2.48,53.625
p01007,4,69802,135.643,56786.541,68414.918,-11628.377,4.067,80.918
p01007,4,69803,60.41,171909.436,168815.411,3094.025,10.007,80.918
p01007,4,69804,0.389,27623646.733,27610599.014,13047.719,12.019,73.162
p01007,4,70181,234.446,72185.0,91918.624,-19733.624,9.806,94.554
p01007,4,70182,118.025,161085.273,165576.532,-4491.259,10.357,80.918
p01007,4,70184,109.666,273492.002,259344.883,14147.119,20.999,73.162
p01007,4,70561,210.316,145769.157,163808.377,-18039.22,19.87,102.367
p01007,4,70563,158.339,212861.286,216617.816,-3756.53,24.614,80.918
p01007,4,70564,154.888,199361.6,199327.02,34.58,38.416,144.287
p01009,2,66765,86.289,176252.466,56612.311,119640.155,4.277,43.425
p01009,3,65627,40.873,467034.974,410923.27,56111.704,23.461,71.592
p01009,3,66006,49.013,303373.126,250873.176,52499.949,14.139,58.41
p01009,3,66385,60.677,166612.868,111213.62,55399.248,6.819,56.293
p01009,3,66386,51.273,210419.131,125855.596,84563.535,6.04,58.41
p01009,3,66764,24.908,322684.739,194382.833,128301.906,4.355,48.279
p01009,4,65247,68.064,263943.844,233888.877,30054.967,23.79,152.893
p01009,4,65626,38.224,385353.039,331914.655,53438.384,18.583,116.959
p01009,4,65628,43.74,359302.289,313829.32,45472.969,20.834,152.893
p01009,4,66007,34.725,378570.553,324714.027,53856.526,11.599,71.592
p01009,4,66766,63.472,230772.453,152425.308,78347.145,9.159,43.425
p01009,5,66387,34.093,241847.721,98724.766,143122.956,2.443,71.592
p01009,5,66767,114.963,233551.209,134694.303,98856.906,12.258,47.984
p01011,3,72853,173.065,131377.13,88610.969,42766.162,9.319,203.584
p01011,3,72854,21.335,332165.687,292154.061,40011.626,5.826,245.166
p01011,3,72857,239.817,139579.427,129183.453,10395.974,11.987,277.038
p01011,3,73237,160.622,100173.286,96493.363,3679.923,8.501,252.086
p01011,4,72855,172.579,111724.014,49566.077,62157.937,4.122,236.549
p01011,4,72856,164.414,143235.665,125578.281,17657.384,12.328,252.086
p01011,4,73233,207.741,148103.851,135019.849,13084.003,11.081,255.717
p01011,4,73234,170.149,45289.673,29617.93,15671.742,1.887,240.262
p01011,4,73235,159.311,110698.112,90370.993,20327.119,7.664,231.092
p01011,4,73236,180.306,57490.397,42884.205,14606.192,3.988,252.086
p01011,4,73614,167.67,166558.995,151860.341,14698.654,14.377,240.262
p01011,4,73615,202.176,146614.12,137118.111,9496.009,18.233,240.262
p01013,4,73986,266.474,145152.929,155330.387,-10177.458,30.451,237.356
p01013,4,73987,307.687,94368.07,101745.148,-7377.077,21.756,237.356
p01013,4,73989,131.949,131919.602,133324.183,-1404.581,21.304,237.356
p01013,4,74366,208.786,155677.813,159462.585,-3784.772,25.432,237.356
p01013,4,74368,6.998,979392.129,825478.98,153913.149,5.006,237.356
p01013,4,74369,95.645,122724.613,124541.31,-1816.697,13.729,237.356
p01013,4,74746,145.436,146068.699,153568.511,-7499.812,26.283,237.356
p01013,4,74747,196.15,69938.284,73490.868,-3552.584,14.39,237.356
p01013,4,74748,152.798,57069.883,57455.367,-385.484,7.781,237.356
p01013,4,74749,166.309,79013.682,88724.079,-9710.397,14.772,237.356
p01013,4,75126,69.376,169232.426,172523.436,-3291.01,16.299,225.226
p01013,4,75127,142.908,89749.88,64761.179,24988.701,4.326,216.246
p01013,4,75128,99.581,60092.861,55074.61,5018.251,5.466,219.304
p01013,4,75129,209.028,140371.123,164317.005,-23945.882,23.836,237.356
p01013,4,75507,137.319,197458.527,185665.977,11792.55,13.8,219.304
p01013,4,75508,165.216,133528.177,131577.373,1950.804,25.302,225.266
p01013,4,75509,230.898,96576.873,115007.492,-18430.619,18.245,225.266
p01013,5,73988,47.458,284971.855,274866.281,10105.573,16.974,237.356
p01013,5,74367,177.123,81216.2,75988.668,5227.532,13.645,237.356
p01015,2,67150,28.018,346049.17,274458.794,71590.375,6.922,101.673
p01015,3,66013,89.764,103465.466,33956.474,69508.991,1.844,161.097
p01015,3,66391,51.905,232285.771,129772.9,102512.871,6.196,133.222
p01015,3,66392,60.313,269040.304,128575.278,140465.026,7.39,145.904
p01015,3,66771,54.894,217289.661,121271.324,96018.337,6.918,125.885
p01015,3,66772,20.193,575710.338,148151.812,427558.525,1.918,135.271
p01015,3,67151,44.785,409137.413,271803.921,137333.491,11.305,100.463
p01015,3,67153,57.761,423728.977,160821.477,262907.501,10.023,111.678
p01015,4,66014,106.531,281004.244,174294.268,106709.976,10.944,161.097
p01015,4,66393,89.861,215637.622,78924.737,136712.885,5.599,145.904
p01015,4,66773,60.458,268596.753,128399.389,140197.364,5.59,134.566
p01015,4,67152,21.335,978297.491,175710.329,802587.162,2.421,108.947
p01017,3,69435,142.933,196398.277,180838.442,15559.835,28.016,159.818
p01017,3,69436,146.262,160397.519,147641.305,12756.214,13.272,194.155
p01017,3,69815,183.586,118771.592,109556.206,9215.386,25.19,180.364
p01017,3,70198,28.981,542415.629,156293.888,386121.742,3.365,209.357
p01017,4,69437,125.048,231489.635,195433.414,36056.221,14.76,194.155
p01017,4,69816,104.927,208842.354,160377.697,48464.657,19.886,180.364
p01017,4,69817,190.05,117799.389,99069.809,18729.58,21.228,180.364
p01017,4,70195,99.581,138474.897,121802.347,16672.55,16.755,179.24
p01017,4,70196,137.101,101876.496,62464.171,39412.325,8.002,180.364
p01017,4,70197,133.699,123308.718,85193.779,38114.939,5.733,205.103
p01017,4,70575,161.352,129333.015,93290.725,36042.29,17.515,180.364
p01017,4,70576,160.428,107124.917,49647.672,57477.244,6.847,180.364
p01017,4,70577,105.805,130222.801,23402.678,106820.123,1.626,189.377
p01019,2,64493,48.94,439821.075,396302.164,43518.911,26.972,187.947
p01019,2,64494,136.25,247597.784,233178.184,14419.6,33.327,207.071
p01019,2,64873,61.066,375311.6,285754.74,89556.86,21.881,187.947
p01019,2,65253,27.799,397437.755,213254.645,184183.11,6.174,164.584
p01019,2,65254,37.932,393271.039,301758.411,91512.627,17.372,164.584
p01019,3,64872,28.552,356487.011,298717.011,57769.999,8.585,187.947
p01019,3,64874,103.858,303069.899,234007.33,69062.569,24.285,207.071
p01019,3,65252,49.135,245448.02,144156.445,101291.575,5.832,207.071
p01019,3,65633,86.945,123368.663,80927.955,42440.709,7.763,164.584
p01019,3,65634,129.325,178889.694,149851.11,29038.584,23.973,207.071
p01021,3,69807,101.963,107558.706,53638.083,53920.623,4.414,75.556
p01021,3,70568,67.578,206673.856,92881.526,113792.329,4.78,110.793
p01021,4,69805,55.623,228286.798,108020.22,120266.578,6.115,73.162
p01021,4,69806,132.022,181196.457,130353.434,50843.023,8.448,75.556
p01021,4,70185,110.93,247863.736,226159.567,21704.169,17.924,73.162
p01021,4,70187,70.154,171268.399,124266.588,47001.811,8.961,89.137
p01021,4,70565,153.868,161704.031,155125.285,6578.746,28.803,144.287
p01021,4,70566,99.97,87772.604,62245.362,25527.243,5.562,114.146
