"","","cspsc1","cspsc2","cspsc3","cspsc4","cspsc5"
81,"cspclass8",51657.1600549962,51865.0264023414,74811.0976862749,0,0
82,"cspclass5",10699.6617051143,120511.853161437,161009.269656094,204106.96470058,243616.472535564
82,"cspclass6",27975.3910959915,127511.776471407,174500.234463148,218673.022596986,277088.153136872
83,"cspclass6",42167.4221529363,109932.451733861,147332.523332733,188247.438303837,213934.279188296
83,"cspclass7",52498.0965216807,141592.392038315,178618.081689335,210968.136004655,242667.109743372
83,"cspclass8",35702.1027030442,90648.4953613802,203535.296057534,216556.210974319,229584.363549631
84,"cspclass4",52046.7888190619,56278.1321120155,88672.5129701707,97481.4873994657,100763.224185168
84,"cspclass5",52996.7494419337,76274.042757423,90577.1995383715,114788.12054645,149622.117756123
84,"cspclass6",19431.3134357514,70209.8473673083,91975.0261588154,113474.466410001,164583.46447832
84,"cspclass7",38947.6240300495,113441.666106151,177751.013490263,218690.281788743,264907.074449116
84,"cspclass8",62833.6070638438,204468.974194069,218863.78056364,237620.164586368,291717.029927314
85,"cspclass3",19025.3669325822,32627.3033994823,78141.4923296655,137132.971373612,263536.480319208
85,"cspclass4",42653.6668788799,171901.332702282,253291.803323739,315211.96744557,402844.0308652
85,"cspclass5",124815.481314938,233236.432246889,316872.870141058,379772.492767691,454895.53180178
85,"cspclass6",77227.9892735236,291776.065721217,343984.069775095,388399.809235814,439188.931690032
86,"cspclass5",31970.6878138623,213575.448282847,349427.144580674,376210.128613658,432346.136767006
86,"cspclass6",54863.069046445,239220.197956011,313994.904472239,369408.689397106,421745.658823101
86,"cspclass7",50692.7083837701,263650.091967546,312402.950007857,358382.423370382,402321.360754596
86,"cspclass8",63371.747993288,251580.818137343,276599.340801089,343260.523726753,397419.287006884
87,"cspclass6",57905.8546155384,234134.464596556,273167.562727346,327228.24239378,385868.797192056
87,"cspclass7",62573.0770114797,227385.707881871,300850.34046507,366603.105445059,431833.129750293
87,"cspclass8",72722.7714831997,244030.301771695,312307.147190913,372658.875323314,437040.769388709
88,"cspclass10",60573.0560443619,127350.387992969,204122.453613038,285600.482839709,351653.671303264
88,"cspclass11",27717.7251139798,52979.9332944302,56952.1671500555,86371.6179588378,99264.5643596899
88,"cspclass7",81661.5410223152,130990.04376306,158715.306065931,192125.525817205,207250.44732379
88,"cspclass8",54246.6934021538,163278.291100043,216431.313690167,266435.506792725,392657.230128831
88,"cspclass9",50342.746143393,161945.939906443,239150.253610547,302458.973369871,377025.016384096
89,"cspclass10",26727.978890657,68302.9184970146,127288.991928678,207399.133513258,367502.904784821
89,"cspclass11",6999.27704839164,18342.3022919367,34944.8921888899,36589.2006221954,37624.2934420262
89,"cspclass6",387513.806640192,0,0,0,0
89,"cspclass7",134283.966688556,200996.543933213,321934.20022412,366690.061503298,387513.806640192
89,"cspclass8",121487.603974068,256377.956193878,319146.19505294,336103.320317652,376011.190115479
89,"cspclass9",46625.6911125075,188274.945072684,244042.460647144,323451.316749082,383900.055604314
90,"cspclass10",103308.087905873,196700.127443905,275917.031748937,343897.974936953,436964.487100239
90,"cspclass11",73438.0298280969,209447.527411294,307518.080404734,388417.324597584,462439.004344959
90,"cspclass12",33908.6037267933,138147.913103164,243701.430942776,364954.015685847,444854.603481866
90,"cspclass8",125560.510409788,292071.675458949,366062.686514164,413157.64902854,442246.918568164
90,"cspclass9",109645.360511882,207887.03855992,305893.475149007,354580.357232932,411655.125628705
91,"cspclass10",29895.03835689,179244.108797572,205580.26053644,245796.801372174,408374.006423008
91,"cspclass6",103759.012190232,244767.538396715,270896.915390314,401813.40666664,527897.643932655
91,"cspclass7",135808.705950948,332051.164087177,424772.42239729,463667.608921579,504082.073189833
91,"cspclass8",54804.9966014532,322641.118457302,414311.182890135,451804.000854693,508686.904626312
91,"cspclass9",49271.2212268429,162551.189387115,234136.238467835,263588.195507868,436795.020355601
92,"cspclass10",103941.700916904,174520.551404666,241991.392852228,304003.66023849,368393.851107046
92,"cspclass11",103928.733009692,164053.898981759,228048.088057035,298160.272474232,378722.015526547
92,"cspclass12",62327.5509998029,115320.018408324,174774.768925673,340422.181177898,354339.778656475
92,"cspclass5",306644.449479572,309512.189798512,0,0,0
92,"cspclass6",306644.449479572,0,0,0,0
92,"cspclass7",309512.189798512,0,0,0,0
92,"cspclass8",54324.1751000343,133990.437404291,307637.957864582,327710.266250896,365640.296923181
92,"cspclass9",74476.2364298465,152226.982475307,257528.878168101,317913.913906961,366356.099795799
93,"cspclass10",30784.3618807546,263786.264354446,327800.297131372,389810.027171347,455687.935077688
93,"cspclass6",351024.886133432,436447.30480742,0,0,0
93,"cspclass7",84757.891195152,361964.753434794,453636.027287412,492707.247832376,541821.388170576
93,"cspclass8",88918.3792936549,366488.240967111,418242.802057014,507813.768203426,571463.720389134
93,"cspclass9",59756.7520594959,259755.522378266,401399.269196979,480971.964630411,555318.654839805
94,"cspclass10",22651.4418486908,48950.3243837951,72269.2344537494,86400.6907793208,122291.267150603
94,"cspclass11",14768.1992912197,59368.9356833632,73933.1560722533,89847.3057136143,122537.309855693
94,"cspclass12",9935.34203569033,53541.8532827638,76652.0426499677,97327.0725965368,115480.690046009
95,"cspclass1",15406.6182814206,199460.95441289,202603.056109824,0,0
95,"cspclass2",76997.9708918116,141430.737852633,199042.466444657,240388.478539037,295417.080095724
95,"cspclass3",27635.0970320673,109128.044176765,172653.953899981,237328.144206027,282052.129085655
95,"cspclass4",56017.8533917077,190383.212210189,229215.932273859,265804.065761076,288416.766010958
96,"cspclass1",47190.1536356783,107571.468582416,170853.558837008,252961.301006298,343361.479336314
96,"cspclass2",88439.8367861289,273154.807958562,321698.168735855,371487.533217787,422728.952434112
96,"cspclass3",29449.7143417254,235250.036128682,245793.164293721,256433.834688459,268883.446433815
97,"cspclass1",68866.8457298684,183909.96709707,201098.294153094,255682.9246697,288822.669758355
98,"cspclass1",34342.3143432029,197593.602870747,253663.603189836,305376.047013165,374586.07463258
98,"cspclass2",22689.3370298032,292152.443131934,363715.010760261,403121.903132039,433020.821499885
100,"cspclass1",43885.1141132086,101231.254788352,113385.961861714,126523.153074762,184611.87989207
101,"cspclass1",35883.1591712905,154043.918036162,198102.835900913,250743.539919345,304821.582871702
104,"cspclass1",77845.0128237764,330853.350118853,364705.339171508,393119.069845073,425631.873720455
104,"cspclass2",97583.2091695225,328462.846420112,368719.581684263,407930.926347585,445858.809844237
104,"cspclass3",114012.011558091,0,0,0,0
105,"cspclass1",65150.6295868431,378540.759356639,430257.580436961,465968.635952278,506785.544770048
105,"cspclass2",76572.551834459,153717.036697304,261851.942055686,345546.43845535,432801.619304126
106,"cspclass1",57269.1565995555,128793.53897851,294341.84566479,358354.426067065,429092.516990496
106,"cspclass2",103164.043876351,287133.840526354,338871.122740213,395100.073239999,439793.87200107
107,"cspclass2",62850.3946186532,265796.97180321,319267.609435055,366137.469642384,420179.773117044
107,"cspclass3",50595.4158421913,232384.93281417,281234.976737298,360865.768668011,423655.04485964
107,"cspclass4",166874.760757668,169942.525522173,209809.309922498,0,0
108,"cspclass1",88912.2211982172,180860.695136551,318229.691285899,360153.880686985,409645.116584541
108,"cspclass2",68263.0180596287,260697.680160918,353891.189466844,435364.157900293,503157.075548847
108,"cspclass3",88751.1665558482,304558.284416634,480669.827317218,505815.063246934,531013.181736895
109,"cspclass1",122869.117251012,289417.247921109,354432.198794416,404178.831190623,458884.208306243
110,"cspclass1",60774.2556996928,136276.391360773,200719.243927867,269523.063462486,340914.514516271
110,"cspclass2",27885.4582057354,253306.841260217,369116.515399297,385558.900051777,412449.25155058
111,"cspclass1",33812.157227309,182323.841070469,223469.134395291,258768.962601234,303583.946600144
111,"cspclass2",260557.135105985,0,0,0,0
112,"cspclass1",26929.4213122677,88693.8359890015,117127.345322943,125869.471416589,169562.420072624
113,"cspclass1",68721.3305556978,102698.410299678,142692.676565739,187603.32791172,238916.579010382
114,"cspclass2",35722.89781811,143440.027027727,170385.923864232,288837.540178153,341653.238986855
114,"cspclass3",45890.2760927463,85560.5385428358,136470.106821537,202174.765724254,320763.709648654
114,"cspclass4",56619.093193838,113278.84516289,166891.309323584,223027.635246485,305649.925073624
114,"cspclass5",21857.9866186774,144039.386702493,186979.962261117,203680.710317518,233482.839966124
115,"cspclass2",36724.5444116002,44678.7335537155,51737.9943287376,57890.7908246897,241868.400482245
115,"cspclass3",42405.5178884585,185453.86213897,249267.201452786,300851.418704754,348458.041221352
115,"cspclass4",93416.2758593223,176006.717599983,259027.497099131,351596.628220151,435572.838477901
115,"cspclass5",192108.300836999,342669.231622392,437737.449842873,466538.777246214,486427.00452447
116,"cspclass1",39504.7608965623,252728.133630849,327476.431196286,365960.353242198,398015.714599819
116,"cspclass2",66168.5756321069,203456.653487668,288898.602504412,388014.555955488,471791.565752963
116,"cspclass3",78770.0411743606,289168.874640362,348745.658510194,421958.532245736,497828.49900347
116,"cspclass4",108113.382393395,317172.718998673,349292.719103341,387430.187302536,421628.859979475
117,"cspclass1",69216.4389028226,135375.32090805,184873.45563855,227956.044909584,288264.083815645
117,"cspclass2",57558.650149693,131190.134501882,203470.861972823,259906.470601509,319493.841273156
117,"cspclass3",36308.3745345028,251213.876699989,306947.946721023,377159.079989955,433998.696853048
117,"cspclass4",50700.8919754587,374857.080721167,424587.747909956,460171.20456787,498203.188758871
117,"cspclass5",12642.8730582341,443126.663779548,456037.547640006,456666.277234579,500097.323102518
118,"cspclass1",37955.777438725,138960.008271516,220148.905306115,290812.877421591,354129.576549375
118,"cspclass2",31703.2323202302,61020.591903543,100521.487916337,134905.860862057,166326.257654317
119,"cspclass1",32668.755049165,82685.1876986086,142686.61968154,193582.638167733,280774.196326336
134,"cspclass1",10450.6711927867,19808.9578654253,94663.5541084571,108669.370927455,150427.363916144
135,"cspclass3",33126.3038402246,259067.978831089,410159.384024263,427144.467173405,447949.452828797
135,"cspclass4",49754.6422566591,254669.111214039,300681.711854345,358813.203262457,417707.295787318
135,"cspclass5",70875.5894401984,139989.732305901,205849.806099951,287016.808269893,382949.977868048
135,"cspclass6",65818.2184927406,117878.490302736,168869.349998368,211767.095688759,262631.995342842
135,"cspclass7",25036.9224537311,115565.058445932,167629.552005742,212881.411808333,262322.661782737
136,"cspclass3",13160.7600068766,249953.080966313,420282.29568438,447635.239343087,538873.956774132
136,"cspclass4",61423.9471526756,295225.842767125,376394.397744746,445617.808573519,517061.502152878
136,"cspclass5",76723.5260615189,204558.220588261,267030.257697439,333180.693792006,410961.597439725
136,"cspclass6",56690.8935875984,152964.271769354,202776.759897023,236066.453589418,268492.409720059
136,"cspclass7",110692.791435265,0,0,0,0
137,"cspclass1",6217.79293391451,18020.4859113642,23581.8492570812,254537.049040793,343879.152296153
137,"cspclass2",52190.0325222844,309490.391891133,360134.99949972,397915.629352802,443611.612222214
137,"cspclass3",43383.6520412921,352077.15020727,405568.425312671,440741.92628785,477643.180931405
137,"cspclass4",29366.5950846856,321321.7787836,362504.722950546,394789.803925374,431929.810295641
138,"cspclass1",12961.9641302153,177273.941302074,223057.990130574,231062.376669208,360652.648620185
138,"cspclass2",66947.2617504245,161429.32919277,209469.659501338,254738.030973019,300727.191322819
138,"cspclass3",96773.2738509952,247694.121120906,309180.027715718,367757.79571634,413231.396768338
138,"cspclass4",104237.7307707,243196.691312286,411130.868552049,427040.102838802,452070.845645136
139,"cspclass1",27311.4699790941,210262.219316269,0,0,0
139,"cspclass2",27582.6288913627,174490.910366026,227333.792886068,278310.554580489,350165.196053378
139,"cspclass3",101068.236684556,293128.046744311,366515.66410012,421738.366520926,478316.954278969
139,"cspclass4",156541.309771095,461921.491829796,481349.342439752,499288.71032959,518405.907111064
140,"cspclass1",24891.8459531911,122663.936815766,196377.400978486,258683.280086058,341325.743580339
140,"cspclass2",34632.3861323744,108801.997791733,264119.731638173,303159.714814589,339789.909783055
141,"cspclass1",17174.1181101894,56611.2271959093,81927.2539480195,195916.800579411,300306.07186445
141,"cspclass2",49385.3547886611,109032.72771501,163587.078661677,251234.239808048,319912.032310174
141,"cspclass3",37412.4686791375,319873.796972467,340618.004152831,361307.676579611,380633.700206676
142,"cspclass1",24979.2071236342,148324.779995231,192267.657293605,236387.255788006,296648.606282922
143,"cspclass1",76236.4867058243,162193.70977,233501.4580097,274684.295015987,312762.146377629
143,"cspclass2",36679.8095394631,135282.970397009,193506.906169791,256978.09135298,308485.193597537
144,"cspclass1",36272.1430615527,112662.666273501,216665.644536112,244976.014804053,254227.959563445
145,"cspclass1",7679.31033512818,15772.3449331781,28588.0170860217,89398.1405127459,174212.928396923
146,"cspclass1",38360.3791002592,168291.721722231,211803.618492085,241019.022711035,268614.304662713
147,"cspclass1",30217.7016258788,71710.9823468101,118903.67746453,160174.057233108,199708.583977142
148,"cspclass10",67997.272703945,133039.544200239,206451.461134387,271745.851090994,365542.718937132
148,"cspclass7",58491.2323894703,411053.457986293,0,0,0
148,"cspclass8",31930.1780265678,224156.620145824,257160.403295552,309899.100023921,355322.155291197
148,"cspclass9",85417.8059298126,155614.917844051,221953.259977945,295838.00103477,388885.868111773
149,"cspclass6",23100.9853568051,110835.238311608,117332.680125208,124821.644042595,138276.453880135
149,"cspclass7",30517.5364845507,118205.524795474,150311.205782896,187201.499004394,221694.044240676
149,"cspclass8",72686.9655335542,138387.463585045,191812.687183513,241974.476589408,295822.874587804
149,"cspclass9",35273.9837257751,187788.763218568,221672.980349182,249378.688218895,288918.865803002
150,"cspclass5",58427.8356107677,159584.849070398,292031.588963824,353537.802374356,437150.71433173
150,"cspclass6",75427.9918270939,171324.319008699,255231.350066964,331848.188809827,399253.432285997
150,"cspclass7",53490.990521466,126092.020342402,192261.726063298,252587.774200189,310887.33008287
150,"cspclass8",66252.4958051706,140292.630746066,223023.181758962,292791.227633486,350603.084329968
150,"cspclass9",80663.8209613033,217293.509562475,255000.623448345,291433.479742059,392261.104766168
151,"cspclass1",24445.759966227,69622.2956979849,123380.182897313,168157.26650324,207231.484870406
151,"cspclass2",14836.7553984257,15431.567994696,18947.5319198833,19957.5346040999,32424.3421786004
152,"cspclass5",60187.4203126971,163499.024908114,211710.657476769,239301.257118405,260603.162439358
152,"cspclass6",43696.3445480431,87050.0016553105,130059.301100564,178771.200333618,234333.742796325
152,"cspclass7",47766.1289534691,78838.1172779174,128774.058133406,178598.22094273,246029.730361886
152,"cspclass8",81918.0449125932,201673.121882995,236509.758347547,275517.73695682,312333.372634953
153,"cspclass3",44863.4058508115,304003.235898442,408984.890533974,455810.680485028,492590.465625429
153,"cspclass4",57566.3899448222,264729.902341838,330006.744309937,405807.785724012,482350.341758936
153,"cspclass5",86131.0554366499,289021.092645707,347618.70180751,400708.587697802,448600.561161135
153,"cspclass6",118918.668867922,294790.86091169,354333.965002174,402501.406574789,455054.945400844
154,"cspclass1",11885.910903126,14058.6428398311,161984.123386698,298908.126708954,352683.493955267
154,"cspclass2",20491.036348435,174248.097793372,219270.413109123,283324.266220736,343246.587589333
154,"cspclass3",27332.7146433874,168757.428211588,243473.194869099,306763.080264629,356535.163444273
154,"cspclass4",73378.0004556823,226794.632853459,274532.930256028,327982.743900484,380382.051896177
154,"cspclass5",93849.9122616812,329038.329741233,384341.597889675,428208.040203501,462839.054520723
154,"cspclass6",77262.6938571498,278345.976826279,409617.560510604,440949.281495148,472200.047401029
155,"cspclass2",49080.6830639817,196485.271231758,230073.185814921,269692.618545626,324096.755368951
155,"cspclass3",54543.9125655593,263991.465234211,315194.200547808,373568.89076217,440764.000205321
155,"cspclass4",14196.9895417078,294185.739488063,345976.531582326,370028.173613001,456792.118345312
156,"cspclass2",10311.038923632,89132.4923972803,122014.173707934,153819.539841223,189763.364048579
156,"cspclass3",30160.3311403563,83130.8737450088,133122.054394926,183180.886845883,238854.855938311
156,"cspclass4",38833.0012409435,152838.032936898,187865.206243327,216677.517166001,264881.866637695
157,"cspclass1",42834.1287161005,94902.3167441227,140591.27896588,183358.657960619,233316.811041826
157,"cspclass2",27211.9999767869,97762.6016884026,152906.530424714,202564.364163744,257898.369619239
157,"cspclass3",23085.2695374775,35797.5269439762,193960.222263261,257769.155092894,286146.130906875
158,"cspclass1",43042.0828046008,212345.033919299,281534.262270742,342113.597395847,408900.113255292
158,"cspclass2",49241.0050500382,178872.485568341,238362.269462626,310278.603379998,374412.269819563
158,"cspclass3",24044.3078335849,181433.149238704,188805.421709881,224005.995849169,229795.465193951
159,"cspclass1",16877.6881966493,40198.955015161,90955.6363742898,127696.581202646,202072.97153181
160,"cspclass1",28809.2861611609,118420.810648253,156507.287769972,217981.501752239,316989.668710133
161,"cspclass1",32554.8750556409,137924.663565571,169849.269931205,209244.183254423,250166.234424174
162,"cspclass1",44105.9994402101,129317.716684911,191427.224907621,241974.421201392,296264.394438073
162,"cspclass2",13116.4361613578,141347.766145599,174107.211971409,209800.232129042,268737.218144921
163,"cspclass10",173124.150024032,298929.020962925,413015.916189306,564595.044325921,664689.544082358
163,"cspclass11",140336.99991862,199658.847081277,277462.667916045,396656.13582295,673725.230331138
163,"cspclass12",31920.9656480424,78772.7493372479,103565.080545214,118616.407136795,324560.916767217
163,"cspclass6",64469.1727238031,206480.768056938,343378.540460588,407129.874258932,459980.466534368
163,"cspclass7",67029.7854751271,279206.337628342,353229.366802005,423083.845891596,480933.945993094
163,"cspclass8",80172.4589628851,247430.00089766,346808.042086393,424841.337430859,560404.841696037
163,"cspclass9",73588.2519368371,285802.761627436,375830.562680525,488210.403885123,603097.747567828
164,"cspclass10",108708.808937809,158029.032271806,241437.988179244,266005.088792306,291814.143925481
164,"cspclass6",11310.6414581984,138319.121682649,153197.682690379,171108.170395104,197330.01199226
164,"cspclass7",55968.4963416414,149075.57092824,174309.267271799,196649.755647734,227738.734726928
164,"cspclass8",48258.5637995,93121.0135706398,131493.189657019,164370.677766178,202405.667278021
164,"cspclass9",75562.195794136,122930.409958096,172025.83869783,219655.491987211,283751.832528453
165,"cspclass3",357085.352308781,0,0,0,0
165,"cspclass4",74568.1989393105,209842.236919438,342206.298372041,378939.044282629,414333.250278753
165,"cspclass5",60633.4103568146,213902.030025148,292495.339495103,356525.565161985,418517.302730199
165,"cspclass6",63133.4762978012,122301.747944551,186977.265337426,245676.797339316,344086.051245438
165,"cspclass7",49709.4595425556,114037.519027305,160188.952492083,202199.692750604,236060.689120342
165,"cspclass8",29358.2926481946,106798.102171333,202497.77542662,231581.601385538,264552.647294445
165,"cspclass9",13189.8457312905,21476.5790614517,117054.31214899,199873.661730298,233200.352753012
166,"cspclass2",100288.318609058,167661.076270916,249904.88976757,526765.045553235,543789.210567293
166,"cspclass3",221243.030300848,501934.633958315,532408.606375286,557406.239685493,585587.925797723
166,"cspclass4",94314.6276669048,256031.391377512,310698.694888504,350543.255178471,496539.28952287
166,"cspclass5",77015.7100832448,152698.394883819,211459.431996561,272877.846936455,343470.765592963
166,"cspclass6",50250.5055524785,113142.137364874,177234.120047208,247470.714332556,439018.498346485
166,"cspclass7",50397.9639759058,142596.280917971,185571.70810999,253170.05901315,448078.89046074
166,"cspclass8",238504.799726353,239125.277995845,239427.665766755,251581.690838081,252210.313974725
167,"cspclass3",48086.9345155985,171575.012264648,260181.139661683,316500.325685339,382420.651782115
167,"cspclass4",108734.329010109,252351.026244775,337264.878192673,383085.759967635,425112.75288749
167,"cspclass5",65190.2590676088,261088.700701303,310308.902443695,375059.226096071,438707.335435696
168,"cspclass1",27708.3991979414,100865.041288953,158677.359038939,223533.59471642,335660.051443553
168,"cspclass2",37631.0372232445,120002.58173786,180743.618460128,245208.940301417,311671.587712506
168,"cspclass3",35206.0786811938,107124.405090982,172949.920619005,225022.908682332,279974.174127815
168,"cspclass4",19479.2533926097,31982.440829812,104329.630866325,149131.987769147,242988.936276678
169,"cspclass1",18639.4412093049,191481.824950207,266998.637169729,327460.242100487,371501.145447469
169,"cspclass2",45453.6732241397,176323.063856082,230950.59215062,276902.365843749,325056.029665664
169,"cspclass3",54046.0675146557,185046.513039398,271338.482736816,327094.915967026,368564.534349858
169,"cspclass4",66403.3694021272,254915.329317783,306393.147191152,350898.939508667,398888.160321514
169,"cspclass5",39801.8525189068,254875.517030675,272945.631915109,288559.419535192,309577.655061923
170,"cspclass1",37691.4989193646,174421.689745861,227752.195565618,273877.324326993,336555.310340198
170,"cspclass2",40982.0926956619,155691.928351601,201042.078663075,251015.149161639,318496.679446995
171,"cspclass1",53039.5742383868,122650.88217598,183280.952358226,237767.691014976,297548.912496477
171,"cspclass2",62072.0359990654,134397.876219426,215311.950543773,302085.094368762,469625.621690023
171,"cspclass3",36678.5140375298,185507.330792524,254240.109848419,324748.986907532,440937.034864227
171,"cspclass4",73865.1320834102,251475.268502389,313232.607899308,352614.632702629,403711.756706054
171,"cspclass5",16652.3517449581,195665.478243416,233595.711336255,259376.247607568,332266.942385011
172,"cspclass1",55904.8837684951,114313.944413043,195903.661034353,272321.473274919,390338.917194109
172,"cspclass2",80998.7965727529,160958.525579593,240191.112478527,330663.239751315,428622.593414782
172,"cspclass3",125019.390050586,229526.602955673,309345.052382291,386492.379704996,477614.702033171
172,"cspclass4",66753.053969615,266868.082897531,332561.627851462,386056.107527356,453519.921680124
173,"cspclass1",18218.7882765535,256973.259215168,278150.044176647,303303.759720676,315649.817131409
173,"cspclass2",14311.4685018223,264419.400540682,289895.883862384,314518.848175332,345220.312886227
174,"cspclass1",43977.7537168899,140913.744486665,235002.902840971,335830.183843154,443494.37008959
174,"cspclass2",51583.1356505004,158458.596560337,212367.581526516,322550.573740567,479522.805483727
174,"cspclass3",42756.4193785352,70499.0789362533,229924.828697256,393636.298195719,0
175,"cspclass1",19215.112144689,33581.9024427888,41939.9624960258,49805.3504174655,149087.320502719
187,"cspclass1",17843.1465784452,40595.4031160225,124008.792452446,168714.194538087,199626.805390795
188,"cspclass1",30036.3462908368,143623.513888967,159281.370803537,228885.558715677,340788.966995073
256,"cspclass1",19251.6546411049,33754.0611540151,61211.149939007,132928.903131257,267532.312542187
257,"cspclass1",14423.4937661148,25761.8559275454,31180.8111552659,41031.9546317067,194478.783698725
258,"cspclass1",19032.647755211,28730.5073925738,50628.9979334953,87146.5008283588,146710.659406033
259,"cspclass1",52429.5014193066,137789.344602227,222177.319784582,275164.485064546,340871.621449289
259,"cspclass2",13121.2382327771,43048.3053486371,242433.201606789,275343.244813287,346961.302932855
260,"cspclass1",50624.8625900104,99024.2500809585,143673.965704514,185638.834873966,228442.802277921
260,"cspclass2",35287.6981080893,78593.7202970455,108066.508982452,119608.382204518,196751.973097747
261,"cspclass1",20500.4580647306,43810.8051909896,81399.5497102419,137389.677770758,204527.246148195
261,"cspclass2",15029.0881070978,19759.656011535,22472.2485440208,30372.5011339049,89980.2729141315
262,"cspclass1",43622.0209426683,155831.331272013,254501.950675589,314847.233263051,362994.822795783
262,"cspclass2",54086.5437568412,175491.496057795,240812.702034507,301876.537624189,368677.907398273
263,"cspclass1",19519.1099387263,47025.6756506288,80382.3747620276,129570.204102285,245077.531591297
264,"cspclass1",27715.4123126542,101842.752519175,182028.005947476,263098.649160554,360504.078976556
265,"cspclass1",37946.9914161936,124034.838351323,198421.548492888,263864.465188021,353131.959061845
266,"cspclass1",4172.42247989633,15780.2075818661,22560.4582815341,27703.8558070735,29533.2512581338
267,"cspclass1",26534.8876561586,83673.8350952267,165350.325470876,243993.266515566,364336.607461846
267,"cspclass2",30850.8021863442,131401.704915784,234923.239019144,280181.589789893,339313.314616521
268,"cspclass1",13450.4471769321,28839.4720071141,31656.4625003384,51359.4983987772,415186.416760222
269,"cspclass1",28965.0371423099,70385.0733895193,97890.8575991936,164715.239294041,233349.267178959
269,"cspclass2",6916.75074092644,19205.7068527488,26070.6938163906,64526.5492254519,190923.785058977
270,"cspclass1",27004.5695345102,61115.953083441,107756.686974899,158072.608630902,266280.985833028
270,"cspclass2",20466.3990404004,59379.6801493356,180976.352965972,196609.968618185,327358.884462853
271,"cspclass1",21669.1792093952,199674.799355264,217247.777685051,231508.945183749,245850.955127892
273,"cspclass1",20463.7550205197,69362.9710417502,98582.7952009261,0,0
274,"cspclass1",22645.0306956704,27963.3902985382,0,0,0
275,"cspclass1",37380.4497596129,111974.058074955,210386.781564519,289843.374814299,409316.832684179
275,"cspclass2",27234.0760822708,72539.1581301278,161156.708518115,283540.600102018,433550.951981764
276,"cspclass1",5536.14056683449,15057.9105742114,21160.0708916529,22669.1948674809,22917.5592147993
288,"cspclass1",1425.92237592932,16403.8090050544,24133.9164666437,31127.9412642788,48995.5436360559
289,"cspclass1",9755.092952799,15368.4196751508,19100.6171685971,26111.4054599844,59939.4405548511
290,"cspclass1",18869.6072032613,48260.5404653733,88890.2995778987,136746.741506608,213540.109448366
291,"cspclass1",7362.05015892894,16894.295883786,22739.3145619237,34594.2960534845,54394.7186297507
292,"cspclass1",15668.2707965282,31151.8185010449,52473.6030846185,116512.23986174,272981.668591972
293,"cspclass1",12286.70777546,28308.7846646746,45959.4483978648,83653.3923881529,119734.543562879
295,"cspclass1",14323.1092445137,33588.0623279599,60501.3840128118,119811.173215852,173441.185137549
295,"cspclass2",15205.3780518883,15831.7752467384,17786.2643494823,19728.3983768046,22420.7396222232
296,"cspclass1",21540.3893678135,43958.9632775334,69221.9835276768,154386.155508623,212851.804937465
296,"cspclass2",18603.7440697887,21535.7467295612,33040.8690119586,60921.0261545416,72735.2094046332
297,"cspclass1",20434.4113881124,50309.1936749397,104953.75605647,207621.948112703,261963.069018828
297,"cspclass2",10355.9049558293,11088.4887691245,18184.1378107867,34407.7584911594,98767.9884282586
298,"cspclass1",16372.9952730379,25688.509542454,88193.0189484161,145198.669490821,230406.496248404
299,"cspclass1",10755.3420351865,15442.7494121935,19149.7042573618,24894.4715852842,0
304,"cspclass1",20513.0204346711,0,0,0,0
309,"cspclass1",43787.2764862078,194878.818472868,308277.20689678,397229.982016475,538000.439855181
309,"cspclass2",49428.5388354736,158034.287066657,260530.858755825,378083.309527626,508321.833750541
309,"cspclass3",3738.06435496737,16906.3772999334,26986.4026781647,60353.2017163755,198554.342476095
310,"cspclass1",4676.21170171642,20589.5231275751,49407.5251349664,350349.251983604,382431.762545512
311,"cspclass1",15833.0996195114,47718.6837761965,75979.1214932313,177851.311939827,254663.631551769
311,"cspclass2",18893.2701169023,45057.2380458332,73899.3540739274,147022.568433628,243732.110256092
311,"cspclass3",7973.29604311156,18483.8341963964,36178.7006541366,57533.4062678083,79956.8578049771
312,"cspclass1",19583.0443220352,63210.4309479538,122034.434464517,157608.802909978,317604.947830398
312,"cspclass2",43647.2529938794,115913.441326611,171212.925439763,259649.943374945,339545.03639917
312,"cspclass3",21288.0711923377,39557.3135057809,67978.790573048,147276.278770295,273190.878125884
313,"cspclass1",29332.5669087998,88064.6481528003,123701.174738786,200332.254532294,303659.986929511
313,"cspclass2",17590.9310687508,68275.0435403543,110165.408018557,146025.044274933,340611.930022536
