,phsclass1,phsclass2,phsclass3,phsclass4,phsclass5,phsclass6,phsclass7,phsclass8,phsclass9,phsclass10,phsclass11,phsclass12,phsclass13,phsclass14,phsclass15
p1,1156.361937,663.7123131,902.0096034,836.136452,744.8181917,594.295236,721.9257295,723.1941167,758.1085707,391.7562416,916.2003466,837.4876322,680.8691685,699.2211501,761.0753771
p2,3410.612291,3220.18485,3122.976788,2920.433681,3311.123914,2919.660651,3232.282286,2930.434343,3265.47814,2790.600453,3547.831804,2975.888573,3186.827605,3217.0377,3128.950426
p3,854.2094361,0,1338.28513,537.452958,424.5811416,783.1645613,449.9154882,564.6499291,461.8851674,657.6095445,632.393124,234.8802055,832.5449937,508.8493942,658.4367305
p4,2365.450365,1997.614475,2015.14149,1740.97393,2023.534949,1959.199048,2039.285608,1934.226758,2062.428588,1999.649313,1925.125026,1861.27379,1984.090234,1959.088207,2065.755182
p5,8433.627979,7396.62358,8099.356308,7662.457108,7858.990337,7406.409952,7837.210371,7782.428898,7927.538828,7720.809816,7659.329161,7664.08488,7814.536205,7664.747914,7835.468694
p6,6513.931738,4396.32659,3934.345006,3420.702221,4383.315425,3907.457593,3879.178933,3984.230137,3835.26933,3891.036817,3941.353261,3775.654297,3816.657365,3993.07334,3978.920223
p7,9998.128629,9504.738853,9456.995137,9425.829295,9391.51214,9532.361302,9388.562734,9306.891031,9420.870941,9235.98635,9573.04152,9213.534396,9564.45667,9417.510837,9407.147586
p8,4808.827602,4869.345508,4506.900886,4899.799783,4287.719868,4839.543653,4735.946237,4731.563072,4657.619105,4668.836778,4661.78852,4543.196928,4683.526129,4658.433243,4721.95079
p9,7121.56864,4488.426275,4117.103826,4230.048313,3919.465548,4589.236045,4178.529799,4286.178496,4266.349362,4320.070478,4163.081863,4321.909954,4207.144936,4245.093718,4262.115263
p10,5350.531594,5330.940083,5066.17927,4825.029622,5277.831308,5130.500839,4846.402475,5310.4395,4915.944713,5136.882438,5090.215133,5009.798838,5101.865229,5162.916934,5121.950131
p11,237.1944235,283.1779789,198.3759949,0,311.4181213,0,223.5501559,203.5074123,114.1360293,276.7385661,133.3932121,150.0171959,125.1187084,157.1004909,269.0416891
p12,26283.02535,23370.05563,24371.1082,23591.33681,24233.68179,23881.45611,23851.47526,23996.45587,23929.4909,23808.0889,23914.89232,23910.44099,23974.94313,23815.92301,23979.50873
p13,1776.634209,1442.105162,1652.135386,1603.802278,1452.205381,1608.629777,1482.159865,1628.798374,1511.2491,1583.508236,1566.79532,1523.872388,1470.349693,1544.175796,1637.197355
p14,415.6204623,819.6157322,465.6936204,373.6984609,396.4962269,412.9351746,391.6669999,261.2199005,638.8016486,299.0434839,411.1807009,517.1083903,545.4325626,387.9496531,528.3393548
p15,7072.283261,6478.040753,6682.59549,6175.14932,6809.640653,6933.472664,6487.481661,6766.619716,6658.597942,6525.833209,6666.3055,6570.483602,6630.025195,6704.012041,6662.639371
p16,5557.111301,5220.820898,5741.340632,5366.953458,5472.306474,5203.941464,5504.453212,5460.706147,5532.036425,5252.149582,5362.076917,5598.943383,5375.922718,5441.67829,5442.068288
p17,7192.0617,5544.746678,5473.081746,5666.69811,5416.199408,5759.325909,5487.267026,5603.19215,5598.880436,5398.033423,5650.446324,5334.111137,5825.365924,5487.095691,5671.626762
p18,2851.972582,2732.315552,2761.254763,2647.27217,2681.41407,2734.207584,2546.856772,2707.023855,2677.923105,2642.419675,2647.091642,2772.068341,2595.230437,2700.958104,2720.493194
p20,303.6279071,0,400.4512845,157.4707925,168.8881718,214.9020681,0,0,633.5188332,161.9706179,228.4942409,0,292.2783475,304.7373448,248.8253477
p21,8027.665347,5826.337352,5896.464631,5714.285784,6287.864162,5846.266025,6017.805152,5901.619132,5784.593994,6050.436204,5944.41981,5994.973287,5913.856701,5883.77129,6104.770719
p22,823.9950806,723.6902192,538.3792916,499.250905,910.091337,517.9926976,785.0140324,512.5885999,678.0259866,650.4418032,750.6828915,573.2734161,757.5323821,567.4851193,731.1833867
p23,516.2038325,380.7149342,292.0088105,418.430826,221.2217413,433.1401095,266.40307,174.3461154,604.2637206,181.3008632,428.373582,257.144243,346.8618338,340.5790944,476.7544361
p24,2314.968264,2471.658682,2188.924946,2345.772999,2235.662699,1969.469048,2554.86891,2274.611337,2286.639392,2241.607989,2280.089733,2221.650641,2164.683942,2301.727381,2397.768644
p25,27460.25383,26674.57892,27620.46311,27026.85619,27217.25745,26976.73203,27056.14332,27157.60643,27061.32239,27087.70039,27221.73011,26772.10447,27436.6516,27012.64375,27165.61722
p26,4146.281592,3677.804196,3629.136984,3611.248502,3935.35683,3640.821538,3568.583066,3625.669057,3772.389212,3612.85867,3740.653842,3651.06448,3366.829295,3913.880331,3803.906595
p27,6670.637291,6213.498739,6255.446532,6075.516534,6322.584313,5999.445007,6342.901955,6072.63084,6321.991934,6124.249235,6362.770381,5692.446654,6476.683675,6441.488382,6263.666263
p28,13516.52167,11935.92665,12362.7459,12080.54034,12265.55205,12219.35792,12134.26919,12002.82969,12139.72826,12148.32844,12491.59804,12201.02328,12124.71368,12074.63874,12391.05257
p29,2522.162633,2333.576794,2571.032922,1472.157079,2742.868194,2407.687353,2282.616975,2069.354703,2414.4634,2331.166838,2040.568726,2019.169721,2532.660886,2344.246165,2299.306565
p30,292.3893804,0,0,0,0,0,0,0,0,0,0,0,0,0,230.7805133
p31,15346.99032,14515.34093,14596.21696,14302.33532,15354.61671,14527.08637,14083.3328,15108.76405,14842.65875,14557.6323,14637.62293,14764.31954,14605.35912,14672.50584,14657.32496
p32,148.9244469,0,0,0,0,0,0,146.0836143,0,0,0,0,0,0,152.6262595
p33,3853.291578,3351.472248,4097.370773,3676.977704,3542.863415,4032.806501,3752.332347,3706.011433,3805.622829,3581.252824,3868.140631,3704.43013,3705.191539,3616.821523,3863.307175
p34,4624.405839,4007.625101,4319.34397,4156.436507,4020.563846,4203.324983,4054.344372,4195.489537,4232.131352,4197.214058,4059.408963,4274.548731,4094.869337,4262.348516,4169.969709
p47,610.2343671,0,0,0,921.5860639,0,347.9198695,209.1372239,0,367.7122541,0,0,444.6985317,267.4932923,251.4567264
p50,352.7674289,138.0264878,0,133.0456143,152.9461653,0,0,208.4547834,0,0,252.5635878,0,162.1808105,0,239.8678597
