,phsclass1,phsclass2,phsclass3,phsclass4,phsclass5,phsclass6,phsclass7,phsclass8,phsclass9,phsclass10,phsclass11,phsclass12,phsclass13,phsclass14,phsclass15
p34,959.802784,1111.515979,1199.149696,1263.847354,1326.913024,1374.370634,1433.38518,1507.763466,1587.957798,1664.493855,1755.540812,1873.084895,2017.142877,2174.940351,2451.070363
p38,0,0,0,0,0,0,0,1319.799666,0,0,0,0,0,0,0
p47,956.8650401,0,0,0,0,976.7633757,0,1363.650845,0,0,1467.592241,0,1484.818993,0,2330.645605
p50,1373.46219,0,1378.380629,0,1467.210538,0,1616.244892,0,1677.827996,1716.540132,1720.217973,0,1844.512966,1849.50014,1896.512951
p56,1187.626082,1248.346815,1305.854437,1376.005838,0,1407.146293,1482.643326,1506.793328,1507.947232,1545.676861,1584.37524,1636.470733,1739.862846,1911.668173,2230.056996
p59,1345.799827,0,0,0,0,0,0,0,0,0,0,0,0,0,1683.836911
p61,1014.69841,1130.76462,1215.901526,1266.110602,1322.105781,1392.141077,1459.072854,1499.504208,1545.715936,1598.172323,1678.426127,1752.14651,1827.965554,1990.058779,2263.152971
p85,1043.796276,1069.57444,0,0,1153.276429,0,1165.891175,1335.044368,1347.561576,1362.587994,1507.911965,1588.688088,1632.959741,1705.254217,1727.422398
p89,1120.053249,0,1177.547259,0,1210.514199,0,1341.52073,1410.221398,1444.580773,1505.076746,0,1505.637246,1528.072265,0,1671.349558
p90,0,0,0,0,0,0,0,1251.533847,0,0,0,0,0,0,0
p92,870.2058854,1036.433216,1121.801722,1185.462637,1243.788996,1297.803619,1348.342149,1393.186461,1432.813527,1479.434181,1528.060572,1587.955594,1666.736783,1756.702079,2093.81701
p94,985.3123638,1055.637301,1125.124895,1196.910979,1263.986136,1328.911814,1379.152963,1422.364543,1483.425633,1593.9764,1653.426227,1699.866919,1772.786842,1901.331179,2195.258342
p95,996.5612982,1038.010177,1097.787653,1239.297114,1277.055708,1307.405818,1360.76722,1478.016628,1540.623249,1578.731282,1737.666696,1830.048584,1857.419767,2003.232645,2284.384605
p97,967.8881543,1122.826592,1220.636527,1291.351134,1359.384486,1411.514954,1447.852861,1515.30308,1538.550506,1587.092665,1681.560758,1792.731029,1881.240659,1993.519488,2276.862939
p99,885.1908695,1129.847962,1150.024527,1213.305428,1236.096325,1327.896119,1447.004453,1491.184081,1534.782493,1566.879707,1639.239222,1802.919571,1872.427378,2053.222376,2382.280195
p100,1310.066879,0,0,0,1312.204047,0,0,0,1395.035331,0,0,1925.649654,0,1984.174816,2139.825825
p109,1077.292069,0,0,0,0,0,0,0,1374.043802,0,0,0,0,0,2241.165718
p110,1186.557955,0,0,1373.448508,0,0,0,1760.895449,0,0,1811.881756,0,1914.432811,0,2111.110786
p115,1312.054553,1496.979058,1497.142318,0,1540.36681,1573.215606,1889.670349,1895.164656,1897.593276,1938.157216,1974.381465,2156.992744,2262.30813,2408.153611,2711.044232
p116,995.1045219,1152.782283,1222.769197,1275.781715,1297.810787,1327.557101,1379.036256,1420.495387,1481.39411,1550.765934,1618.442737,1674.53284,1848.606324,2038.405097,2449.039996
p117,1468.72434,0,0,0,0,1750.449786,0,0,2063.060581,0,0,2174.595064,0,0,2312.031515
p118,939.5486089,1034.200284,1084.029559,1190.144307,1242.197022,1311.870925,1356.139358,1412.321223,1489.776839,1529.540974,1629.230787,1706.891079,1851.113077,2005.148817,2442.900934
p119,1342.133194,0,1442.712167,1679.066369,0,1689.367399,1777.222275,1788.470475,0,1810.190143,2014.569871,2202.248921,2299.885236,2431.648934,2438.838497
p120,1174.684627,1303.226965,0,0,1350.518283,0,1568.432584,1571.842653,0,1660.370247,1691.450488,1733.029108,1766.078831,1800.937989,2286.116304
p121,959.2293359,1008.56946,1136.934566,1151.05267,1171.40071,1230.053614,1314.085136,1350.350558,1370.282677,1380.885266,1449.289787,1593.650111,1718.066989,1927.639325,2323.617556
p122,1115.485114,1217.903319,1329.879078,1399.410376,1458.745459,1507.934611,1549.340732,1592.984467,1641.207392,1729.93711,1788.689523,1881.107235,1999.190797,2167.818243,2600.281196
p127,1191.275895,1286.119211,1328.227878,1337.714576,1497.560738,1518.922332,1539.432405,1623.47627,1649.149039,1684.922859,1726.357426,1786.083624,1872.031606,1940.485243,2047.710229
p129,1592.658254,1684.300669,0,0,1696.55871,1716.32489,0,0,1760.721577,0,1889.051264,0,1975.53665,2000.173392,2622.93439
p130,976.5667897,1056.227626,1302.196245,1616.433107,1696.984961,1728.2322,1791.361378,1871.565347,1918.946734,1963.58049,2033.30708,2080.789474,2149.499159,2476.20507,2672.588304
p134,1184.972701,1389.326078,1437.338153,1540.861315,1605.499734,1605.660335,1648.468947,1688.125557,1860.423714,1873.795708,1876.361355,1943.334252,2016.34794,2513.850432,3223.006547
