,phsclass1,phsclass2,phsclass3,phsclass4,phsclass5,phsclass6,phsclass7,phsclass8,phsclass9,phsclass10,phsclass11,phsclass12,phsclass13,phsclass14,phsclass15
p1,876.0276499,1152.60173,0,1283.1545,1433.834612,0,1511.317232,1606.542836,1636.334448,1747.520361,0,1805.481648,2087.262271,2403.72995,2558.792964
p2,823.1411593,992.3449561,1080.67458,1146.427183,1241.055048,1301.99514,1378.828622,1451.393974,1526.59172,1611.280612,1681.653476,1765.474942,1888.371727,2075.553572,2537.6894
p3,1001.54304,1125.913906,1168.277347,1188.064466,1217.896211,1286.271385,1322.774934,1372.914957,1472.019296,1577.021743,1634.712314,1728.286465,1885.634297,2004.56442,2308.107276
p4,819.8900318,962.8904438,995.803683,1047.514061,1092.176795,1163.972592,1190.669024,1220.701568,1348.565653,1418.504043,1496.102165,1627.631974,1727.060869,1858.589001,2279.44171
p5,836.7359063,989.2709583,1100.121279,1189.946793,1268.270173,1334.614049,1407.765138,1461.632365,1527.029668,1596.555089,1690.605812,1810.480114,1938.047481,2120.053763,2471.776415
p6,754.1356451,955.0564569,1052.226103,1139.78158,1204.31495,1264.218141,1320.323685,1401.150122,1499.572068,1563.265731,1657.00171,1780.321523,1897.719996,2072.977135,2586.876658
p7,777.578201,989.2542363,1096.573036,1186.366079,1257.854962,1346.856152,1430.24037,1501.816283,1575.478648,1647.011327,1727.045947,1835.627972,1943.521029,2124.833872,2491.010429
p8,819.8905144,946.4938296,1008.257614,1057.078221,1121.52063,1198.761855,1289.117109,1354.602271,1441.981586,1505.424415,1593.721865,1706.828492,1848.406422,2012.855246,2428.171928
p9,713.6815707,819.1171503,910.2773193,1014.564675,1073.189323,1158.838789,1258.416145,1315.461429,1376.129554,1461.048376,1556.475915,1647.828225,1779.284711,1981.305419,2380.218031
p10,829.0639699,1031.114862,1133.320458,1201.357515,1285.884899,1364.033311,1457.914841,1544.420353,1620.176985,1691.336984,1804.643574,1901.38293,2010.593042,2151.078149,2468.775163
p11,1142.269525,1145.036662,1244.36098,1347.421362,1411.885379,1421.291676,1443.32976,1443.76785,1669.320807,1736.868052,1864.535641,1913.502186,2075.284301,2138.878799,2297.617099
p12,824.7805954,984.7290762,1107.311602,1209.384858,1294.442866,1382.766457,1463.299175,1540.544275,1617.044401,1700.321036,1791.930313,1898.389232,2020.281588,2189.845989,2557.104814
p13,1266.862368,1495.728259,1593.571382,1707.414611,1788.669,1867.701757,1903.212317,1951.46364,2013.442968,2066.460363,2133.932521,2249.726946,2349.841922,2527.86715,2869.709038
p14,928.003319,1047.468419,1081.587863,1171.829741,1188.054458,1208.450353,1311.249938,1401.488554,1490.115196,1507.976207,1654.895387,1735.489233,1860.572359,2074.490414,2590.39729
p15,917.959013,1067.819447,1139.678002,1218.082893,1298.803847,1379.839944,1439.551783,1501.816172,1570.487153,1661.391369,1751.307847,1835.769232,1968.19152,2152.241349,2473.840879
p16,880.129915,1022.890918,1099.661034,1173.629753,1257.799311,1324.937503,1409.749721,1485.520858,1547.181407,1624.099611,1710.178035,1802.601207,1925.246945,2100.07479,2523.512756
p17,842.0043603,983.4561794,1102.113403,1207.357827,1283.753264,1364.451309,1465.51295,1556.402049,1643.479165,1733.783824,1814.231753,1911.378186,2034.352926,2219.329828,2566.397907
p18,961.0357403,1074.916661,1142.338317,1240.362886,1365.921133,1417.785713,1485.447178,1570.444307,1643.917315,1735.339849,1809.938144,1903.573958,2038.96885,2216.601733,2652.323456
p20,1179.701682,0,1361.877731,1529.09514,1646.056443,1663.037166,1853.386789,1853.980894,1864.524725,1871.993444,1882.249578,1890.367375,1945.441954,2068.673018,2311.644384
p21,825.4061148,976.745712,1072.683749,1156.739142,1231.956602,1320.966202,1398.742271,1465.970815,1554.082385,1653.894513,1743.520459,1840.851564,1961.033299,2140.732996,2525.857322
p22,963.1314702,1038.855365,1055.899374,1079.7038,1181.329896,1215.294594,1268.013594,1323.336046,1440.932787,1534.236734,1709.714397,1792.811729,1921.586162,2133.636342,2433.002818
p23,1387.631832,1400.323271,1424.530105,1473.557566,1523.540744,1574.550252,1628.028597,1686.1577,1766.596247,1905.264932,2000.761985,2082.759702,2112.11859,2286.433288,2419.108594
p24,982.7222671,1212.526245,1273.544263,1321.311192,1373.645005,1439.158692,1517.119898,1564.09044,1635.623879,1710.412502,1766.273105,1860.556659,1989.891773,2146.308052,2510.786757
p25,751.9164118,880.7952142,974.8832046,1047.32451,1122.83954,1196.737545,1278.886613,1348.277036,1427.062921,1499.028358,1587.832704,1686.918153,1815.321085,2003.591725,2396.837184
p26,862.5347578,1033.692906,1089.433778,1185.616017,1274.219675,1334.59735,1410.222035,1475.020484,1542.14703,1609.928111,1704.349982,1814.291353,1958.524835,2136.044625,2511.568755
p27,875.1168425,985.0606506,1063.153146,1124.760028,1175.928043,1260.471317,1339.146872,1392.142053,1441.11593,1503.75622,1611.335161,1745.159612,1871.605303,2026.066363,2351.508611
p28,754.080486,847.9934792,917.1200719,992.2844576,1065.665946,1120.998121,1197.537194,1265.352769,1334.0757,1396.882415,1481.744187,1582.393953,1718.508515,1913.732536,2284.751691
p29,771.4064293,870.160606,909.4613872,1024.379741,1091.308602,1132.9329,1167.124325,1234.931327,1310.811831,1378.669339,1435.457076,1507.341224,1655.30183,1835.975124,2378.831793
p30,1280.604457,0,0,0,0,0,0,0,0,0,0,0,0,0,1588.204902
p31,785.9372059,915.5345704,988.4842984,1057.056134,1134.022429,1208.945242,1277.642784,1342.11293,1407.255965,1469.490762,1543.028578,1637.31059,1742.355061,1899.282686,2255.68329
p32,2106.395779,0,0,0,0,0,0,2214.190539,0,0,0,0,0,0,2222.563702
p33,867.2491968,994.2245501,1073.479817,1140.752241,1221.854847,1304.554899,1393.262165,1478.843663,1532.639734,1611.03418,1691.79214,1793.263311,1914.752175,2061.884417,2365.76913
