,phsclass1,phsclass2,phsclass3,phsclass4,phsclass5,phsclass6,phsclass7,phsclass8,phsclass9,phsclass10,phsclass11,phsclass12,phsclass13,phsclass14,phsclass15
p17,852.4195809,1004.676462,1102.643848,1177.548961,1264.207938,1344.199599,1395.097637,1451.771349,1530.753354,1595.504191,1665.50017,1724.499515,1799.385598,1878.756728,2068.236403
p18,939.7692695,1030.011784,1122.89206,1198.790512,1289.437177,1366.809805,1435.12561,1478.152639,1538.855189,1621.601249,1696.106827,1777.3033,1852.399014,2000.516151,2172.635456
p20,1340.259877,0,1465.007578,1493.713332,1529.135438,1620.802717,0,0,1740.060295,1886.576592,1929.141774,0,2022.172125,2084.620081,2446.739456
p21,976.505571,1168.718712,1255.383935,1327.621203,1373.944962,1427.116158,1502.5726,1571.337524,1628.362301,1697.152275,1784.120797,1860.541023,1941.296107,2050.526375,2293.61484
p22,918.9318084,941.1895556,999.3359631,1016.239437,1062.95996,1123.033866,1160.11706,1240.431056,1365.817856,1486.110721,1634.305355,1707.186486,1819.336633,1927.071877,2039.913475
p23,1257.182315,1391.435066,1418.286281,1461.847745,1531.832969,1538.289213,1552.821069,1590.988994,1606.085462,1616.495295,1654.659537,1722.064155,1785.733107,1960.094787,2328.879517
p24,1042.715794,1150.97508,1216.677807,1275.488195,1382.030603,1456.648266,1522.326448,1586.780164,1641.033066,1704.107102,1783.202675,1832.615477,1928.767367,2023.014533,2269.689412
p25,772.8479951,928.339988,1019.074359,1098.464286,1165.405321,1246.119643,1330.373398,1396.082602,1470.213934,1538.461655,1611.83043,1688.526086,1769.471793,1900.466649,2142.204225
p26,899.6186871,1009.819139,1065.668546,1142.323524,1208.697912,1266.373644,1330.737132,1384.075552,1449.612793,1522.588974,1583.340246,1663.748012,1760.015855,1894.417572,2108.765145
p27,905.2701206,1022.503158,1094.947578,1166.243193,1260.937009,1329.111383,1392.155603,1468.75683,1535.908709,1599.156772,1656.021253,1737.799666,1842.396403,1936.529895,2154.789758
p28,860.8578709,999.5741471,1078.186927,1144.853858,1204.050516,1258.930837,1314.669346,1389.29028,1460.132476,1539.272854,1625.714151,1712.925095,1814.315602,1950.413583,2201.492599
p29,816.4261861,920.5875066,1010.944791,1057.404254,1094.091751,1149.100731,1229.727572,1290.386279,1349.347345,1429.019516,1517.989091,1591.283517,1672.286868,1846.354749,2177.457617
p30,1357.000833,0,0,0,0,0,0,0,0,0,0,0,0,0,1708.587469
p31,964.8538428,1127.357235,1231.582278,1309.535717,1372.888159,1445.236765,1513.876024,1577.161326,1643.204717,1705.722953,1778.598634,1872.391798,1970.953696,2093.852133,2355.723752
p32,1690.210589,0,0,0,0,0,0,2072.833817,0,0,0,0,0,0,2210.782427
p33,818.241931,963.1875881,1038.273839,1114.697012,1193.845637,1269.599362,1359.033561,1417.601194,1481.820554,1559.888247,1638.883427,1716.028328,1815.697146,1907.612412,2083.751165
p34,998.5563248,1167.333706,1262.313996,1320.179159,1376.315249,1459.306572,1519.517588,1583.334102,1635.423608,1708.946207,1776.350638,1864.498964,1944.366577,2035.700155,2253.14563
p47,1174.841281,0,0,0,2005.584498,0,2315.320496,2346.664178,0,2528.342101,0,0,2560.636748,2632.052426,2768.630485
p50,1488.385788,1846.766799,0,1930.158403,1944.882321,0,0,2032.55098,0,0,2117.882995,0,2306.755173,0,2590.240384
p56,1314.350334,1340.578807,1492.977519,1530.81363,1534.126564,1611.049122,0,1720.983459,1820.293998,1878.259929,1882.363401,1884.795208,1918.849144,1964.202676,1970.498508
p59,1353.707897,0,0,0,0,0,0,1544.767549,0,0,0,0,0,0,2178.898752
p61,1140.670302,1256.894234,1327.528588,1420.066347,1501.979075,1563.674551,1653.550505,1734.965909,1778.303842,1856.145215,1929.340714,2023.417446,2104.297058,2235.615109,2560.300131
p85,1086.780731,1303.025372,1415.466279,0,1449.24891,0,1516.185132,1614.314507,1674.598296,1698.677361,0,1720.504664,1863.028242,0,2120.521087
p89,1460.486209,1538.576411,0,1722.966303,0,1856.881177,0,1939.172073,1996.579885,0,2012.686791,2045.778238,0,2100.685296,2402.652815
p90,0,0,0,0,0,0,0,1452.847712,0,0,0,0,0,0,0
p92,1180.897419,1316.305056,1387.668362,1438.024728,1529.395535,1584.400381,1640.200872,1703.499459,1758.849703,1826.756093,1900.315342,1999.909426,2127.707499,2233.97876,2396.668525
p94,1094.660584,1284.207614,1342.348093,1398.839867,1461.600852,1522.588333,1575.978547,1633.504201,1712.618243,1761.615829,1845.436153,1899.219782,1993.112688,2090.188129,2281.672428
p95,904.0949322,922.9365817,1054.804398,1081.533184,1114.076218,0,1170.426558,1204.125072,1213.199179,1357.815631,1461.876103,1661.951018,1734.963814,1762.986075,2021.030005
p97,1023.076601,1123.217485,1149.883348,1197.857862,1280.042209,1317.428927,1338.061164,1394.93874,1456.96312,1538.574943,1578.913811,1645.89419,1747.794523,1831.599538,1991.347692
p99,922.5072143,1037.463907,1081.030934,1126.874117,1186.5263,1222.55802,1286.967607,1405.470557,1483.425638,1556.314419,1579.344336,1715.260459,1759.136895,1838.520162,1920.117011
p100,1213.074475,0,0,1534.631383,0,1830.937866,0,0,1901.759551,0,0,1944.038134,0,2004.585538,2162.404233
p109,0,0,0,0,0,0,0,1687.653651,0,0,0,0,0,0,0
p110,1149.322526,0,0,1222.105169,0,0,1400.444903,0,1436.484169,0,1484.954626,0,0,1501.529423,1682.102518
p115,1269.081545,1351.610008,1464.607163,0,1568.940258,1733.269245,0,1760.75531,1805.357342,1841.477437,0,1867.194804,2011.598557,2033.522706,2324.048099
p116,965.9382627,1092.755874,1153.363651,1228.65419,1307.180169,1367.764801,1413.945642,1441.968175,1476.349688,1518.980907,1560.771446,1617.660671,1690.747657,1778.121591,2026.966915
p117,1450.369606,0,0,1645.243724,0,0,0,0,1724.218513,0,0,0,0,0,2352.483895
p118,936.4798445,1083.053217,1114.432641,1157.516601,1215.852337,1258.140951,1297.325248,1326.016329,1368.501518,1386.472617,1426.33433,1491.862765,1643.961491,1794.920656,2004.518738
p119,1438.84451,1549.346952,1653.435128,0,1666.636928,0,1686.654975,0,1703.2058,1820.525903,0,1877.1727,0,1945.047421,2029.49242
p120,1371.262889,1515.598556,0,0,1533.151146,0,1546.624545,1703.58946,1717.393932,0,0,1745.535166,1838.797374,2213.047114,2408.427184
p121,999.4802024,1054.564097,1134.969021,1183.516491,0,1295.50518,0,1348.158907,1420.621697,1473.909503,1532.604258,1580.031833,1662.354708,1730.448853,1908.960541
p122,1312.334291,1432.544499,1499.603274,1573.096621,1607.141477,1666.273891,1725.470292,1785.40024,1814.829409,1850.553601,1898.671369,1941.284675,1992.894902,2115.645303,2295.919412
p127,1064.095072,1134.817417,1239.438858,1321.257016,1463.893114,1503.196842,1559.095994,1598.430022,1639.260056,1692.586356,1720.088096,1751.331674,1853.439009,1911.452908,2009.525507
p129,1198.620824,0,0,1440.271684,0,0,1564.677363,0,0,1704.032736,1704.269545,0,1922.828296,0,1963.461158
p130,890.9463989,1079.716203,1113.174114,1226.226176,1405.985678,1549.099776,1560.407851,1600.133609,1631.09431,1639.272257,1714.235078,1726.663275,1782.50818,1918.845463,2099.906762
p134,1184.102999,1212.770308,1233.612681,0,1435.446885,1464.488564,0,1477.256157,1520.122863,1532.854904,1606.98803,1693.134962,1831.797208,1990.469119,2138.103604
