,phsclass1,phsclass2,phsclass3,phsclass4,phsclass5,phsclass6,phsclass7,phsclass8,phsclass9,phsclass10,phsclass11,phsclass12,phsclass13,phsclass14,phsclass15
p1,911.3040164,987.1194474,1074.237798,1148.521438,1233.847255,1292.333452,1316.121184,1380.032565,1422.825954,1504.109854,1535.854806,1605.677125,1738.233435,1847.255066,1977.101698
p2,904.9982134,1098.254725,1198.9936,1259.187215,1301.463005,1356.034068,1428.236373,1493.774769,1557.752078,1603.333106,1673.127989,1746.570315,1816.209887,1919.125818,2090.610775
p3,878.6157012,0,1119.622257,1188.497733,1340.524373,1414.318418,1503.961858,1522.710535,1569.571707,1614.325487,1713.038735,1817.11859,1904.288075,2059.863972,2338.756501
p4,724.3558968,930.7684551,1002.525861,1073.560092,1138.141556,1234.610799,1302.337285,1354.367292,1401.735763,1475.719714,1530.765422,1632.090809,1764.637483,1964.186811,2222.43935
p5,892.2177284,1057.265832,1142.262803,1222.896395,1275.249963,1349.056532,1406.313129,1466.521706,1526.857805,1597.064069,1666.820738,1759.683096,1849.469264,1957.661813,2170.916531
p6,874.9322278,1045.056563,1155.76493,1249.071316,1290.169005,1375.413065,1443.110916,1494.908707,1549.396856,1602.709658,1702.405352,1771.263933,1853.877544,1956.724924,2152.722581
p7,875.5138316,1057.833164,1181.852393,1264.939339,1347.034354,1412.459638,1471.430617,1520.511698,1573.342709,1646.767333,1711.553694,1785.270675,1876.450062,1982.641212,2202.886159
p8,868.5597862,998.0388329,1047.719749,1135.71214,1182.582336,1235.91458,1288.547319,1368.593116,1457.241148,1522.201404,1627.30143,1715.994631,1803.420795,1907.967592,2119.884667
p9,767.9725844,932.2028168,1042.290781,1110.486675,1201.059345,1299.562408,1348.669202,1392.008612,1476.449064,1585.795923,1661.267657,1746.403461,1832.030593,1938.468234,2183.854732
p10,806.4847547,972.4742943,1095.067258,1168.324267,1252.867115,1359.63129,1438.748247,1510.525855,1589.680573,1659.680773,1729.772872,1820.397916,1901.148659,2013.828369,2221.588455
p11,1070.318371,1203.434521,1304.863758,0,1515.044366,0,1567.383329,1649.731995,0,1665.063036,1715.319335,1756.543162,1813.199372,2246.668684,2281.414708
p12,839.1731295,983.2866896,1092.263714,1188.360734,1275.046918,1353.260306,1425.922798,1494.157812,1558.189172,1623.992519,1690.574309,1766.250056,1851.523839,1964.784085,2181.40614
p13,1242.900846,1367.010585,1436.976553,1510.989618,1604.053244,1654.219416,1679.788656,1725.930173,1767.68955,1808.233896,1850.214355,1909.237469,1973.020434,2063.722258,2198.32141
p14,875.0799704,1064.230361,1171.80987,1297.159812,1310.760324,1324.921966,1462.587054,1501.890585,1509.848356,1527.270268,1557.264075,1618.519254,1689.702129,1878.870273,1995.376212
p15,912.7078736,1073.427799,1198.526452,1273.89033,1331.996865,1380.897206,1437.845246,1511.975694,1564.700839,1626.69216,1695.232079,1766.907848,1841.857085,1955.89543,2215.874795
p16,845.8940039,1007.140962,1099.409168,1207.671102,1284.270668,1334.626031,1388.85236,1479.503593,1534.545802,1607.515128,1679.950352,1767.053913,1883.286572,1992.843413,2203.807045
