,phsclass1,phsclass2,phsclass3,phsclass4,phsclass5,phsclass6,phsclass7,phsclass8,phsclass9,phsclass10,phsclass11,phsclass12,phsclass13,phsclass14,phsclass15
p25,897.7332616,1051.618422,1163.145647,1249.704797,1339.987979,1428.6558,1526.669322,1609.360947,1704.486237,1790.402008,1895.516631,2016.076005,2169.831261,2396.406008,2867.249307
p26,1030.052385,1230.905643,1301.40562,1417.646424,1521.517137,1593.073486,1685.292695,1762.232932,1843.351333,1924.648822,2037.554275,2169.637501,2343.11004,2555.109877,3006.326433
p27,1045.286378,1176.036216,1270.179579,1343.370175,1403.968295,1503.579395,1598.434725,1664.504255,1723.158281,1797.680573,1928.772084,2088.958271,2240.874496,2426.101668,2816.979745
p28,893.569169,1007.833505,1087.558848,1182.2419,1268.733454,1334.238867,1427.811278,1509.56955,1593.244275,1668.369292,1771.506317,1891.713859,2056.058512,2290.737343,2734.995671
p29,920.8830285,1040.223295,1085.707129,1224.136638,1304.42659,1353.091038,1395.418851,1477.923592,1565.880212,1643.740933,1714.051251,1802.580058,1979.450224,2196.77605,2846.967411
p30,1533.309856,0,0,0,0,0,0,0,0,0,0,0,0,0,1901.880048
p31,938.1612135,1093.33492,1179.094924,1258.976312,1353.163562,1444.364742,1526.734123,1603.825466,1683.742954,1757.808967,1844.832059,1958.715175,2084.891666,2274.604966,2703.302835
p32,2524.022732,0,0,0,0,0,0,2653.766566,0,0,0,0,0,0,2664.553158
p33,1033.143766,1185.564099,1281.103043,1366.101561,1460.690523,1561.262772,1668.287517,1768.354155,1831.685418,1925.501818,2023.122152,2144.808458,2289.561647,2467.086374,2833.064931
p34,1144.590081,1327.885871,1434.87536,1511.422897,1587.480444,1644.724482,1712.990899,1802.66407,1899.921455,1991.274206,2101.765552,2242.684583,2415.095216,2604.209769,2936.515271
p38,0,0,0,0,0,0,0,1579.986628,0,0,0,0,0,0,0
p47,1143.309937,0,0,0,0,1166.297226,0,1629.777688,0,0,1755.566841,0,1779.668389,0,2788.256496
p50,1644.199521,0,1648.928331,0,1757.392455,0,1934.787282,0,2006.263463,2051.376146,2057.516276,0,2210.500108,2211.642104,2269.755553
p56,1417.336235,1495.696305,1563.739391,1644.356262,0,1685.701084,1773.88531,0,1801.509112,1851.433189,1898.765464,1954.626571,2082.216012,2289.180123,2670.809762
p59,1607.546745,0,0,0,0,0,0,0,0,0,0,0,0,0,2013.76335
p61,1208.645251,1345.539621,1444.517729,1510.805737,1574.350182,1649.161466,1737.424965,1790.280357,1841.33568,1901.337845,2001.661879,2090.625448,2179.066812,2372.439102,2699.454311
p85,1249.65466,1281.025784,0,0,1377.608961,0,1396.857753,1599.928814,1613.280337,1631.760939,1807.1587,1902.943641,1954.391634,2039.646917,2070.446628
p89,1341.157707,0,1405.202994,0,1450.023781,0,1603.970457,1688.040124,1730.26755,1799.008264,0,1804.333517,1830.47768,0,1999.899775
p90,0,0,0,0,0,0,0,1496.460979,0,0,0,0,0,0,0
p92,1041.386657,1239.840258,1342.794884,1418.976986,1489.017936,1554.352139,1614.582024,1668.868551,1716.090412,1771.861245,1830.040775,1901.763249,1996.309171,2104.352405,2509.275391
p94,1178.167636,1262.305729,1346.453807,1431.331818,1512.406433,1591.008035,1651.371977,1702.907329,1776.31938,1908.461778,1980.137773,2035.696521,2122.826913,2278.038287,2630.178483
p95,1193.346872,1241.406075,1314.617669,1482.929149,1528.212874,1566.664374,1628.802803,1770.335492,1844.874888,1890.151236,2082.389769,2192.826584,2224.297515,2401.380589,2737.918202
p97,1156.438262,1341.844169,1457.013865,1543.156376,1624.430215,1688.781157,1730.41136,1812.686989,1839.302844,1899.200916,2011.5579,2144.920067,2250.638751,2386.659841,2726.149193
p99,1060.04415,1351.725776,1375.783761,1452.691213,1479.736454,1589.323442,1733.327146,1784.706401,1839.172886,1875.515176,1963.019648,2159.060825,2242.579575,2460.523717,2854.800253
p100,1567.85769,0,0,0,1572.139654,0,0,0,1671.638187,0,0,2307.168874,0,2378.684839,2563.954262
p109,1288.780408,0,0,0,0,0,0,0,1646.573516,0,0,0,0,0,2687.205441
p110,1420.557655,0,0,1645.357458,0,0,0,2109.765799,0,0,2169.894304,0,2294.252364,0,2529.631623
p115,1572.148516,1792.408671,1794.214723,0,1845.959452,1884.949248,2263.359495,2268.220149,2271.941414,2323.155196,2365.502344,2586.142948,2710.474641,2885.607317,3249.62002
p116,1191.032336,1379.124753,1463.510924,1526.033145,1554.63112,1589.28353,1650.392069,1700.653875,1772.971701,1857.663163,1937.461919,2005.341687,2213.941218,2442.406935,2935.15226
p117,1760.216584,0,0,0,0,2092.852714,0,0,2473.282393,0,0,2607.107862,0,0,2772.160354
p118,1124.707827,1237.148539,1297.190126,1424.288079,1486.062352,1570.10966,1622.725022,1691.095599,1783.792464,1830.308065,1950.117542,2043.6488,2217.302463,2401.282362,2927.780322
p119,1607.233174,0,1726.66403,2011.888688,0,2022.091684,2128.369247,2140.7525,0,2169.946335,2412.263269,2637.790561,2753.815368,2912.240383,2921.838163
p120,1404.756861,1559.783279,0,0,1614.31322,0,1876.858896,1880.176952,0,1988.344973,2026.806838,2077.37459,2115.699323,2157.10147,2740.679083
p121,1147.075786,1206.971439,1362.052035,1378.627865,1401.875462,1472.337846,1574.513567,1614.760159,1642.05431,1654.551925,1735.359616,1909.408362,2058.368935,2310.984515,2783.593898
p122,1331.778699,1456.672712,1589.91511,1674.305972,1744.62125,1805.093788,1853.535794,1907.105534,1963.849251,2070.327324,2141.387314,2252.596896,2393.013979,2596.938214,3115.063768
p127,1424.57943,1537.642666,1590.897888,1602.373927,1780.931444,1818.507661,1843.471422,1942.683589,1976.763793,2016.881754,2067.893089,2137.956546,2241.927822,2324.818651,2452.925516
p129,1908.90115,2018.737199,0,0,2033.072107,2056.694515,0,0,2109.434997,0,2260.587762,0,2367.985654,2398.027539,3144.464969
p130,1168.469012,1260.692793,1560.431298,1933.0713,2032.864015,2069.883121,2145.203498,2240.858419,2298.786331,2349.884813,2437.167477,2492.686838,2576.444242,2968.19505,3203.594374
p134,1418.669172,1661.085991,1718.326209,1840.541264,1917.318875,1918.580452,1973.530531,2016.398069,2224.638461,2236.656571,2247.196311,2325.658853,2412.460344,3011.178488,3858.671788
