region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,dist_km
s1,10,3449,143.0,153955.926,8.908
s1,10,3450,242.0,5419.967,5.76
s1,10,3451,214.5,79581.402,5.76
s1,10,3452,71.5,706995.76,14.938
s1,10,3830,115.5,331127.8,21.511
s1,10,3831,253.0,89208.536,5.76
s1,10,3832,236.5,11500.394,5.76
s1,10,4211,143.0,259895.37,16.804
s2,10,1937,253.0,6589.49,5.76
s2,10,2316,99.0,118164.471,5.76
s2,10,2317,242.0,32630.227,5.76
s2,10,2318,181.5,66848.557,5.76
s2,10,2319,143.0,191342.247,10.215
s2,10,2320,143.0,219360.783,11.251
s2,10,2696,181.5,35778.742,5.76
s2,10,2697,225.5,28130.34,5.76
s2,10,2698,170.5,61789.687,5.76
s2,10,2699,143.0,84608.16,5.76
s2,10,2700,176.0,57726.887,5.76
s2,10,2701,93.5,172315.092,5.76
s2,10,2702,88.0,384317.572,11.025
s2,10,3076,154.0,113140.051,12.184
s2,10,3077,264.0,57300.888,5.76
s2,10,3078,236.5,110210.817,7.3
s2,10,3079,209.0,197911.505,18.335
s2,10,3080,93.5,328896.956,13.201
s2,10,3081,154.0,127562.028,6.577
s2,10,3082,66.0,194277.03,5.76
s2,10,3459,214.5,117775.489,7.397
s2,9,3460,203.5,130113.889,10.265
s2,10,3461,181.5,42532.266,5.76
s6,9,2332,49.5,1399991.643,55.733
s6,10,2333,55.0,669853.405,29.999
s6,10,2334,209.0,266501.874,14.801
s6,6,2709,33.0,1576892.844,49.329
s6,7,2710,55.0,1014342.334,42.496
s6,10,2711,60.5,988734.163,46.292
s6,9,2712,247.5,274689.295,43.298
s6,10,2713,181.5,201120.875,30.668
s6,9,2714,203.5,147503.657,26.589
s6,10,2715,258.5,12179.107,5.76
s6,10,2716,220.0,209122.221,13.507
s6,10,2717,220.0,285601.817,42.291
s6,10,2718,225.5,384865.113,54.96
s6,10,3088,38.5,798540.595,32.881
s6,9,3089,181.5,366217.45,32.965
s6,10,3090,132.0,499754.419,28.379
s6,9,3091,192.5,339262.545,45.687
s6,8,3092,247.5,240499.282,33.501
s6,10,3093,165.0,182541.328,22.241
s6,10,3094,220.0,110737.225,7.188
s6,10,3095,242.0,65299.742,5.76
s6,10,3096,236.5,153429.417,24.997
s6,10,3097,225.5,260386.31,37.89
s6,10,3098,236.5,341042.212,52.367
s6,7,3467,77.0,580651.304,36.623
s6,10,3469,209.0,206970.916,16.755
s6,10,3470,176.0,185643.147,16.83
s6,9,3471,242.0,298849.403,35.726
s6,10,3472,236.5,198324.099,23.474
s6,10,3473,198.0,101066.075,16.164
s6,10,3474,253.0,30060.317,5.76
s6,10,3475,258.5,57958.768,8.815
s6,10,3476,225.5,157813.712,21.006
s6,10,3477,231.0,254345.37,39.287
s6,10,3478,225.5,345178.352,52.167
s6,10,3848,66.0,435533.798,19.455
s6,10,3849,258.5,47373.7,5.76
s6,10,3850,225.5,99543.674,5.76
s6,9,3851,225.5,291659.24,31.551
s6,10,3852,236.5,151161.263,18.325
s6,10,3853,236.5,78460.183,6.202
s6,10,3854,280.5,21547.874,5.76
s6,10,3855,258.5,96386.137,14.806
s6,10,3856,253.0,133536.355,25.204
s6,10,3857,231.0,271134.33,38.588
s6,10,4228,159.5,315917.952,24.081
s6,10,4229,253.0,110206.853,8.492
s6,10,4230,247.5,48360.432,5.76
s6,10,4231,247.5,141965.383,5.76
s6,10,4232,220.0,148189.192,19.555
s6,10,4233,225.5,68880.23,5.76
s6,10,4234,275.0,57405.725,7.204
s6,10,4235,258.5,129683.349,19.476
s6,10,4236,214.5,248865.95,36.779
s6,10,4237,231.0,269846.732,45.141
s6,9,4608,88.0,426577.022,24.242
s6,10,4609,269.5,148562.051,11.261
s6,10,4610,269.5,62211.262,5.76
s6,10,4611,275.0,114513.466,5.761
s6,10,4612,236.5,18738.416,5.76
s6,10,4613,236.5,26902.646,5.76
s6,10,4614,236.5,75052.558,9.358
s6,10,4615,253.0,150625.991,21.475
s6,10,4616,258.5,232541.996,37.307
s6,10,4617,231.0,334143.718,53.454
s6,5,4988,165.0,397952.014,47.627
s6,10,4989,247.5,197995.716,21.752
s6,10,4990,280.5,140429.992,25.502
s6,10,4991,264.0,84238.461,7.713
s6,10,4992,253.0,28809.343,5.76
s6,9,4993,258.5,7322.833,5.76
s6,10,4994,253.0,113632.513,18.962
s6,10,4995,225.5,176413.417,27.443
s6,10,4996,231.0,292182.245,41.134
s6,10,4997,231.0,361653.852,57.091
s6,10,5369,231.0,196819.195,27.913
s6,10,5370,286.0,115048.815,21.76
s6,10,5371,253.0,40058.018,5.76
s6,10,5372,258.5,20485.896,5.76
s6,9,5373,247.5,47851.335,5.76
s6,10,5374,220.0,94548.131,8.272
s6,10,5375,214.5,240263.737,18.039
s6,10,5376,225.5,163974.416,18.446
s6,9,5749,187.0,133162.507,16.561
s6,10,5750,198.0,93696.2,11.949
s6,10,5752,236.5,56996.777,5.76
s6,10,5753,264.0,82645.253,8.927
s6,10,5754,236.5,20573.508,5.76
s6,10,5755,203.5,110845.299,9.933
s6,10,5756,231.0,80347.134,6.478
s6,10,6136,258.5,71851.982,6.286
s6,10,6516,236.5,5003.647,5.76
s3,9,2695,82.5,116338.932,5.76
s3,8,3074,154.0,43374.776,5.76
s3,9,3075,82.5,107179.984,5.76
s3,8,3454,165.0,45062.05,5.76
s3,9,3455,27.5,442639.499,5.76
s3,8,3834,110.0,407893.003,5.76
s3,9,3835,66.0,288617.483,9.749
s3,9,4215,176.0,41505.405,5.76
s3,9,4595,121.0,222894.609,8.073
s8,10,3099,225.5,460953.664,64.614
s8,10,3100,231.0,422886.549,38.477
s8,10,3101,203.5,489704.246,46.073
s8,10,3102,159.5,635234.015,60.655
s8,10,3479,253.0,252830.827,22.416
s8,10,3480,247.5,306296.119,28.824
s8,10,3481,231.0,606186.519,42.238
s8,10,3858,247.5,163409.903,11.436
s8,10,3859,253.0,94606.814,8.849
s8,9,3860,214.5,290634.062,19.241
s8,10,3861,242.0,487256.427,20.881
s8,10,3862,231.0,301267.069,21.683
s8,10,4238,242.0,124434.581,10.656
s8,10,4239,247.5,75411.345,5.76
s8,8,4240,247.5,107734.303,5.76
s8,10,4241,247.5,260207.372,9.927
s8,10,4242,236.5,126699.273,8.672
s8,10,4618,253.0,199137.49,20.629
s8,9,4619,231.0,231412.871,10.995
s8,9,4620,247.5,217671.884,7.949
s8,10,4621,220.0,19139.485,5.76
s8,10,4998,236.5,417678.892,34.245
s8,9,4999,214.5,447030.614,22.727
s8,10,5000,236.5,381968.478,19.11
s8,10,5001,236.5,261131.195,21.48
s8,10,5377,253.0,253607.977,24.935
s8,10,5378,225.5,390318.322,53.704
s8,9,5379,242.0,472104.133,66.96
s8,10,5380,225.5,476525.232,67.893
s8,10,5757,236.5,179517.1,18.111
s8,10,5758,220.0,353539.939,21.023
s8,10,5759,264.0,408337.675,62.502
s8,10,5760,225.5,576413.592,92.853
s8,10,6137,247.5,87640.014,5.76
s8,10,6138,236.5,178971.827,10.976
s8,10,6139,236.5,401570.371,23.689
s8,10,6140,225.5,547315.942,65.969
s8,10,6517,231.0,99968.09,5.926
s8,10,6518,264.0,199698.832,11.538
s8,10,6519,214.5,426649.613,24.009
s8,10,6898,236.5,322525.909,24.711
s1,9,3442,126.5,686387.038,39.268
s1,9,3443,264.0,312920.704,29.664
s1,8,3453,60.5,550189.978,8.43
s1,9,3822,38.5,1932577.863,49.918
s1,9,3823,242.0,525938.36,45.001
s1,10,3824,225.5,577064.922,46.441
s1,10,3825,115.5,1106784.073,61.295
s1,9,3833,148.5,78953.563,5.76
s1,9,4203,236.5,705054.696,108.257
s1,10,4204,253.0,692546.422,114.59
s1,10,4205,286.0,696670.939,64.235
s1,10,4212,253.0,43300.715,5.76
s1,9,4213,236.5,23712.899,5.76
s1,9,4582,38.5,2888477.354,83.411
s1,10,4583,269.5,503119.013,95.777
s1,10,4584,247.5,649166.322,107.252
s1,10,4585,170.5,931083.112,121.874
s1,10,4592,253.0,7915.242,5.76
s1,10,4593,236.5,112244.999,7.601
s1,10,4964,264.0,447099.358,81.3
s1,10,4965,247.5,535875.218,79.125
s1,9,4966,66.0,1687172.351,89.901
s1,10,4971,44.0,429694.941,6.497
s1,10,4972,187.0,274949.806,34.059
s1,10,5350,176.0,109179.413,5.76
s1,10,5351,203.5,61485.401,5.76
s3,10,3456,192.5,28683.996,5.76
s3,10,3457,231.0,62936.347,5.76
s3,10,3458,236.5,93164.169,6.236
s3,10,3836,187.0,40975.171,5.76
s3,10,3837,231.0,7259.595,5.76
s3,10,3838,258.5,-4774.047,5.76
s3,10,3839,165.0,139975.545,5.76
s3,10,3840,126.5,117715.021,5.76
s3,10,3841,137.5,112009.912,5.76
s3,10,4216,148.5,134336.168,9.839
s3,10,4217,192.5,29934.431,5.76
s3,10,4218,264.0,27005.128,5.76
s3,10,4219,203.5,173894.804,22.336
s3,10,4221,71.5,455936.923,15.486
s3,10,4596,44.0,183200.9,5.76
s3,10,4597,132.0,72206.226,5.76
s3,10,4598,242.0,124283.37,16.569
s3,10,4599,181.5,210112.932,21.163
s3,10,4600,104.5,611547.535,27.961
s3,10,4976,49.5,145288.411,5.76
s3,10,4977,225.5,17638.35,5.76
s3,10,4978,247.5,29464.994,5.76
s3,10,4979,225.5,124010.621,8.961
s3,10,4982,38.5,1978642.961,45.927
s3,10,5357,214.5,14668.772,5.76
s3,10,5358,236.5,65070.729,5.76
s3,10,5359,159.5,48215.381,5.76
s3,8,5362,38.5,1518631.28,33.215
s3,8,5742,71.5,904782.666,35.211
s8,10,3482,214.5,499748.045,34.694
s8,10,3483,220.0,419131.793,40.429
s8,10,3484,220.0,280887.995,26.964
s8,10,3485,236.5,154935.243,17.605
s8,10,3486,187.0,63537.727,5.76
s8,10,3863,225.5,359873.928,45.618
s8,10,3864,242.0,189437.849,19.562
s8,10,3865,225.5,107538.963,7.083
s8,10,3866,159.5,101060.523,5.76
s8,10,4243,242.0,202872.025,23.468
s8,10,4244,242.0,115179.091,8.638
s8,10,4245,214.5,35963.153,5.76
s8,10,4622,192.5,28795.125,5.76
s8,10,4623,225.5,73800.466,6.326
s8,10,4624,236.5,14869.127,5.76
s8,10,5002,231.0,170664.685,14.961
s8,10,5003,225.5,17436.939,5.76
s8,10,5004,220.0,118233.188,6.115
s8,10,5005,170.5,126142.887,5.76
s8,10,5381,231.0,186619.426,8.936
s8,10,5382,253.0,112121.628,15.499
s8,10,5383,225.5,17839.557,5.76
s8,10,5384,132.0,107163.859,5.76
s8,8,5385,154.0,232334.03,18.704
s8,10,5761,220.0,55632.533,5.76
s8,10,5762,214.5,84897.736,5.76
s8,10,5763,220.0,24850.941,5.76
s8,10,5764,236.5,40272.738,5.76
s8,10,5765,231.0,63928.82,5.76
s8,10,6141,253.0,183018.765,29.159
s8,9,6142,258.5,139529.816,17.398
s8,10,6143,220.0,54631.058,5.76
s8,10,6144,225.5,100753.12,7.915
s8,10,6520,247.5,261695.724,35.13
s8,10,6521,264.0,185627.085,26.126
s8,10,6522,253.0,112712.318,11.05
s8,10,6523,209.0,37839.404,5.76
s8,10,6524,220.0,110978.221,6.729
s8,10,6899,253.0,297355.91,46.583
s8,10,6900,209.0,308126.708,38.814
s8,10,6901,236.5,182144.26,19.359
s8,10,6902,253.0,68076.369,8.048
s8,10,6903,225.5,86760.752,6.466
s8,10,6904,225.5,78926.578,5.76
s8,10,7280,225.5,187802.743,26.312
s8,10,7281,253.0,131228.904,12.627
s8,10,7282,242.0,5563.722,5.76
s8,10,7283,269.5,85709.729,7.207
s8,10,7662,253.0,37074.8,5.76
s8,10,7663,242.0,114015.497,16.336
s8,10,3487,77.0,196874.052,5.76
s8,10,3867,137.5,90456.403,5.76
s8,10,3868,143.0,278681.158,17.12
s8,10,3869,126.5,717571.874,35.671
s8,10,4246,214.5,13382.677,5.76
s8,10,4247,187.0,150678.082,8.375
s8,10,4248,154.0,306620.502,18.503
s8,10,4625,231.0,18172.877,5.76
s8,10,4626,225.5,45087.46,5.76
s8,10,4627,220.0,196052.018,10.507
s8,10,4628,231.0,317836.442,25.198
s8,10,5006,209.0,111278.6,5.76
s8,10,5007,225.5,197100.221,12.559
s8,10,5008,253.0,242991.002,25.067
s8,10,5386,225.5,63830.826,5.76
s8,10,5387,225.5,169869.167,14.402
s8,10,5388,220.0,295296.721,24.843
s8,10,5766,242.0,10852.91,5.76
s8,10,5767,231.0,180722.125,20.468
s8,10,6145,247.5,80025.595,5.76
s8,10,6146,192.5,23604.194,5.76
s8,10,6147,236.5,149035.04,13.26
s8,10,6525,236.5,112326.437,10.221
s8,10,6526,236.5,54668.447,5.76
s8,10,6527,220.0,153950.677,16.597
s8,10,6905,236.5,128916.165,8.586
s8,10,6906,242.0,50320.276,5.76
s8,10,6907,236.5,59593.126,5.76
s41,9,3870,198.0,556547.158,116.211
s41,7,3871,192.5,453995.558,58.345
s41,10,4249,181.5,516339.519,40.566
s41,9,4250,247.5,597994.814,51.234
s41,8,4251,187.0,563101.734,98.436
s41,10,4252,93.5,391594.391,37.081
s41,9,4253,231.0,388007.989,36.592
s41,10,4254,170.5,481255.873,35.341
s41,7,4631,264.0,448510.965,35.484
s41,6,4632,93.5,326251.384,23.41
s41,10,4633,258.5,200809.153,22.925
s41,10,4634,187.0,304144.134,22.584
s41,10,5010,176.0,429187.085,53.064
s41,6,5011,297.0,302626.859,53.919
s41,9,5012,209.0,243284.696,16.845
s41,10,5013,242.0,100917.012,9.017
s41,10,5014,209.0,202130.253,9.712
s41,9,5390,247.5,276298.725,39.416
s41,8,5391,214.5,305927.369,39.864
s41,8,5392,291.5,28602.258,5.76
s41,10,5393,209.0,91459.26,5.76
s41,10,5394,214.5,21241.268,5.76
s41,10,5771,236.5,159890.965,23.127
s41,8,5772,269.5,66538.091,5.76
s41,6,5773,258.5,300341.769,47.379
s41,10,5774,225.5,167310.668,6.242
s60,7,4255,214.5,748376.001,103.456
s60,8,4256,209.0,916247.641,107.16
s60,7,4635,269.5,471734.652,29.015
s60,8,4636,275.0,641464.781,97.92
s60,10,4637,253.0,647044.809,75.151
s60,10,4638,253.0,688499.379,72.909
s60,7,4639,275.0,615739.873,76.046
s60,10,4640,181.5,553566.506,50.832
s60,8,5015,258.5,332350.134,18.596
s60,9,5016,258.5,525030.381,27.719
s60,10,5017,258.5,562548.63,62.249
s60,7,5018,269.5,522620.98,60.758
s60,6,5019,275.0,496710.561,62.354
s60,10,5020,225.5,420463.772,34.317
s60,10,5021,159.5,383146.495,29.844
s60,7,5022,214.5,604235.159,30.512
s60,9,5395,231.0,277446.091,11.428
s60,8,5396,264.0,402033.381,23.727
s60,9,5397,264.0,455733.532,48.843
s60,9,5398,269.5,403599.479,47.536
s60,9,5399,214.5,543041.375,50.858
s60,9,5400,280.5,285959.578,25.912
s60,10,5401,214.5,236198.555,15.535
s60,5,5402,187.0,282842.333,19.608
s60,10,5775,198.0,163665.555,6.53
s60,8,5776,264.0,356555.316,19.85
s60,10,5777,264.0,326229.003,36.727
s60,8,5778,247.5,306787.705,34.279
s60,7,5779,176.0,375358.522,37.943
s60,7,5780,264.0,277031.13,18.48
s60,10,5781,236.5,80927.749,5.76
s60,9,5782,187.0,168215.511,7.245
s60,9,6154,225.5,218353.219,9.387
s60,10,6155,165.0,92056.428,5.76
s60,8,6156,231.0,192437.551,9.473
s60,10,6157,258.5,226462.528,25.573
s60,10,6158,264.0,177416.151,20.908
s60,10,6159,148.5,322013.414,24.581
s60,9,6160,264.0,242920.892,22.755
s60,9,6534,269.5,227911.001,11.764
s60,10,6535,137.5,127297.374,5.76
s60,10,6536,143.0,95410.857,5.76
s60,10,6537,247.5,57538.251,5.76
s60,10,6538,253.0,84138.44,7.471
s60,10,6539,253.0,169660.345,11.559
s60,9,6540,247.5,174017.392,19.45
s60,8,6541,269.5,221316.159,28.755
s60,8,6914,253.0,260934.504,27.998
s60,10,6915,71.5,439050.826,20.157
s60,10,6916,121.0,205605.11,7.605
s60,10,6917,214.5,104494.542,5.994
s60,10,6918,214.5,73886.965,5.76
s60,10,6919,258.5,39226.752,5.76
s60,10,6920,231.0,118131.713,9.538
s60,10,7294,115.5,358142.455,19.421
s60,10,7296,187.0,144472.609,19.632
s60,10,7297,275.0,138060.09,16.74
s60,10,7298,247.5,144378.535,17.841
s60,10,7299,264.0,56760.992,5.76
s60,10,7300,253.0,97644.492,9.076
s60,9,7676,214.5,278174.941,25.593
s60,10,7677,258.5,167197.322,15.328
s60,10,7678,242.0,133087.749,10.743
s60,9,7679,253.0,48236.948,5.76
s60,8,8056,192.5,175143.268,10.395
s60,10,8057,258.5,58862.498,5.76
s60,10,8058,280.5,-292.001,5.76
s60,8,8059,275.0,83416.338,8.446
s60,6,8436,275.0,11269.939,5.76
s60,8,8437,297.0,42553.32,5.76
s60,9,8438,280.5,103719.4,14.148
s3,9,4594,82.5,283545.413,11.835
s3,10,4973,198.0,40687.588,5.76
s3,10,4974,165.0,77382.848,5.76
s3,10,5352,176.0,101676.411,7.853
s3,10,5353,49.5,204836.723,5.76
s3,10,5731,291.5,84650.016,16.569
s3,9,5732,220.0,25007.015,5.76
s3,9,6112,192.5,44478.442,5.76
s3,9,6113,110.0,127722.849,5.76
s41,10,4629,231.0,481293.155,34.767
s41,10,4630,126.5,819045.762,68.683
s41,10,5009,214.5,444316.664,38.817
s41,10,5389,187.0,433127.275,39.909
s41,10,5768,242.0,280002.156,30.485
s41,10,5769,220.0,319166.269,32.502
s41,7,5770,247.5,195883.401,30.778
s41,10,6148,242.0,243954.058,26.886
s41,10,6149,214.5,274681.311,22.265
s41,7,6150,209.0,179847.718,12.829
s41,10,6151,231.0,25663.725,5.76
s41,10,6152,258.5,119578.679,21.054
s41,7,6153,280.5,229971.184,32.854
s41,10,6528,247.5,143908.242,10.597
s41,10,6529,247.5,151272.931,14.865
s41,10,6530,247.5,55879.381,5.76
s41,10,6531,220.0,58752.925,5.76
s41,10,6532,225.5,138723.423,5.76
s41,6,6533,264.0,245405.898,32.596
s41,10,6908,280.5,33424.174,5.76
s41,10,6909,264.0,-537.069,5.76
s41,10,6910,242.0,97679.476,7.179
s41,10,6911,209.0,224012.315,18.701
s41,9,6912,148.5,87765.849,5.76
s41,7,6913,176.0,189368.481,20.012
s41,10,7287,275.0,19572.558,5.76
s41,10,7288,258.5,113959.84,5.76
s41,10,7289,258.5,200530.583,26.563
s41,9,7290,231.0,190662.605,21.274
s41,10,7291,104.5,270997.484,5.76
s41,10,7292,170.5,68474.654,5.76
s41,10,7293,115.5,257191.316,12.105
s41,10,7669,247.5,60247.536,5.76
s41,10,7670,187.0,221882.149,18.061
s41,9,7671,258.5,102331.513,5.788
s41,9,7672,264.0,103046.253,8.272
s41,8,8050,258.5,56744.968,5.76
s1,9,4962,126.5,908355.145,87.182
s1,9,4963,264.0,430829.976,80.971
s1,8,5342,165.0,494144.664,67.516
s1,9,5343,242.0,407047.544,67.758
s1,10,5344,236.5,405530.022,67.087
s1,10,5345,203.5,415543.247,65.482
s1,10,5346,60.5,1132055.415,39.968
s1,8,5722,126.5,664006.965,59.145
s1,9,5723,247.5,330732.813,55.576
s1,10,5724,242.0,320230.418,54.225
s1,10,5725,253.0,333766.349,52.431
s1,10,5726,242.0,329989.706,53.46
s1,8,6102,121.0,543331.662,43.114
s1,9,6103,247.5,248508.491,41.31
s1,10,6104,247.5,245655.15,41.754
s1,10,6105,231.0,289538.735,38.569
s1,10,6106,253.0,222124.372,40.076
s1,8,6482,170.5,237275.71,32.223
s1,9,6483,242.0,183859.764,28.035
s1,9,6484,236.5,181246.329,29.155
s1,10,6485,253.0,163461.379,25.751
s1,10,6486,236.5,186168.088,32.298
s1,7,6862,99.0,371809.022,30.906
s1,8,6863,253.0,112008.081,17.19
s1,9,6864,253.0,93291.731,9.569
s1,9,6865,231.0,133435.366,15.377
s1,10,6866,242.0,120319.135,23.164
s1,8,7242,93.5,341588.041,26.97
s1,8,7243,165.0,153541.624,16.817
s1,9,7244,198.0,41493.572,5.76
s1,9,7245,231.0,70344.653,5.76
s1,10,7246,220.0,76916.43,8.082
s1,9,7247,247.5,90367.063,9.613
s1,8,7622,231.0,213620.929,27.843
s1,8,7623,242.0,126345.738,17.777
s1,9,7624,225.5,45697.18,5.76
s1,9,7625,231.0,118488.208,6.776
s1,9,7626,253.0,55870.452,5.926
s1,10,7627,242.0,67734.526,5.76
s1,9,8005,231.0,182559.43,21.592
s1,9,8006,242.0,144120.4,21.69
s1,9,8007,231.0,136738.684,20.221
s4,7,4986,49.5,1467921.209,50.198
s4,7,4987,33.0,426859.351,5.76
s4,7,5365,49.5,1086190.224,32.137
s4,9,5366,88.0,739635.471,37.549
s4,9,5368,165.0,146517.585,7.751
s4,8,5743,77.0,387973.71,12.919
s4,7,5744,49.5,587390.435,13.689
s4,10,5745,198.0,192148.771,20.725
s4,6,5746,143.0,410348.074,29.765
s4,7,5747,88.0,468502.112,33.628
s4,10,5748,137.5,103326.251,5.76
s4,9,6123,55.0,207432.993,5.76
s4,8,6124,192.5,60318.67,5.76
s4,10,6125,170.5,144539.443,9.898
s4,6,6126,264.0,139018.716,18.096
s4,10,6127,88.0,311145.031,17.924
s4,10,6128,236.5,52558.452,5.76
s4,10,6129,275.0,74606.213,12.129
s4,10,6504,187.0,114687.801,9.262
s4,9,6505,275.0,-5067.588,5.76
s4,8,6506,319.0,38781.603,6.227
s4,10,6507,286.0,49482.804,6.556
s4,10,6508,225.5,92754.426,5.76
s4,10,6509,225.5,19477.501,5.76
s4,10,6884,60.5,488037.024,18.379
s4,9,6885,286.0,92563.485,10.833
s4,7,6886,154.0,127454.882,5.77
s4,10,6887,247.5,54499.496,5.76
s4,10,7264,126.5,356100.132,29.652
s4,10,7265,275.0,99550.48,17.757
s4,9,7266,159.5,106679.776,6.838
s4,10,7644,247.5,198190.13,24.896
s4,10,7645,225.5,124460.467,12.109
s4,10,7646,231.0,56916.092,5.76
s4,9,8025,231.0,134125.515,13.605
s4,10,8026,258.5,9917.826,5.76
s4,9,8406,242.0,52827.598,5.76
s60,6,5023,308.0,550324.109,99.516
s60,9,5024,220.0,763051.424,85.512
s60,5,5403,280.5,404187.778,26.514
s60,9,5404,253.0,563146.821,74.217
s60,10,5405,55.0,1372290.448,54.382
s60,6,5783,275.0,271095.581,17.69
s60,8,5784,264.0,470337.389,73.888
s60,10,5785,88.0,732379.505,39.11
s60,10,6161,236.5,208348.138,13.642
s60,10,6162,192.5,25639.315,5.76
s60,9,6163,236.5,223574.888,7.848
s60,6,6164,297.0,276631.29,20.942
s60,10,6165,225.5,386698.897,42.977
s60,10,6542,253.0,224951.343,8.874
s60,10,6543,231.0,63151.837,5.76
s60,6,6544,269.5,237390.099,30.626
s60,8,6545,236.5,254443.031,30.242
s60,8,6921,258.5,155418.634,22.571
s60,10,6922,269.5,195695.4,41.787
s60,10,6923,236.5,35340.324,5.76
s60,9,6924,220.0,147821.733,17.088
s60,8,6925,247.5,144276.08,16.308
s60,10,6926,66.0,452385.154,20.148
s60,7,7301,286.0,114976.201,18.474
s60,8,7302,275.0,182537.338,27.611
s60,10,7303,225.5,67678.961,5.76
s60,10,7304,231.0,30657.497,5.76
s60,9,7305,253.0,-610.496,5.76
s60,10,7306,159.5,169021.016,9.501
s60,10,7680,242.0,101553.255,8.797
s60,7,7681,297.0,48712.996,7.012
s60,8,7682,269.5,128145.883,18.416
s60,10,7683,242.0,64750.222,9.918
s60,10,7684,214.5,27668.056,5.76
s60,9,7685,154.0,110957.302,8.411
s60,10,7686,198.0,105570.791,5.867
s60,10,7687,66.0,626004.461,18.558
s60,10,7688,55.0,1327245.786,56.026
s60,10,8060,258.5,72702.37,11.684
s60,9,8061,258.5,26558.729,5.76
s60,8,8062,286.0,46729.679,5.786
s60,10,8063,253.0,27608.266,5.76
s60,10,8064,192.5,24929.252,5.76
s60,10,8065,214.5,118409.849,17.672
s60,6,8066,269.5,157445.505,17.174
s60,10,8067,77.0,682341.255,24.482
s60,8,8068,66.0,1207412.247,68.886
s60,6,8069,126.5,809602.877,50.784
s60,7,8440,280.5,126392.8,24.338
s60,9,8441,275.0,61586.512,10.206
s60,9,8442,275.0,76637.1,6.797
s60,9,8443,280.5,85198.624,10.616
s60,10,8444,192.5,30291.554,5.76
s60,10,8445,225.5,103513.636,17.137
s60,8,8446,99.0,344479.714,30.126
s60,10,8447,176.0,375014.1,45.003
s60,4,8449,143.0,843573.507,102.642
s60,1,8450,341.0,331218.039,86.745
s60,10,8819,242.0,223040.992,31.486
s60,6,8820,313.5,130059.642,28.439
s60,10,8821,253.0,149242.471,22.447
s60,9,8822,264.0,143032.926,19.591
s60,9,8823,269.5,59241.481,5.76
s60,10,8824,88.0,274470.559,6.205
s60,3,8826,247.5,190108.772,33.479
s60,10,8827,231.0,348791.616,46.012
s60,7,9207,297.0,291701.968,52.463
s60,10,9208,187.0,514880.478,63.538
s60,7,9209,88.0,1202695.638,83.801
s60,3,9587,264.0,419245.084,62.973
s60,9,9588,203.5,500792.382,71.686
s60,9,9589,143.0,886588.137,83.713
s60,1,9967,88.0,913129.318,55.84
s60,10,9968,55.0,1837438.833,72.037
s1,10,5349,33.0,861594.403,16.823
s1,10,5727,198.0,218452.359,26.725
s1,10,5728,176.0,158494.563,16.423
s1,10,5729,214.5,87537.138,5.76
s1,10,5730,247.5,189086.595,20.825
s1,10,6107,242.0,196456.984,22.352
s1,10,6108,258.5,78327.098,10.665
s1,10,6109,236.5,43302.525,5.76
s1,10,6110,247.5,136177.776,16.249
s1,10,6111,264.0,21334.539,5.76
