region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_MW,capital_adder_per_MW,dist_km,reinforcement_dist_km
p01001,2,71325,3148.643,43043.016,44010.52,-967.504,16.326,144.287
p01001,2,71326,3430.198,13042.249,13247.151,-204.902,3.613,144.287
p01001,2,71327,3619.381,35907.878,29309.236,6598.642,9.473,144.287
p01001,2,71328,3563.273,55910.58,30663.532,25247.048,9.91,135.716
p01001,2,71706,3491.269,37700.662,43752.232,-6051.569,13.784,144.287
p01001,2,71707,3076.248,51158.451,44159.411,6999.04,17.54,144.287
p01001,2,71708,2841.153,97815.733,39533.062,58282.671,12.124,152.979
p01001,2,72086,3770.599,60861.197,55791.56,5069.637,9.277,201.693
p01001,2,72087,3207.042,44753.009,29409.881,15343.128,11.814,181.364
p01001,2,72088,2405.367,110794.505,22552.282,88242.224,8.197,181.364
p01001,2,72466,2871.712,35634.056,21090.07,14543.986,3.88,215.801
p01003,2,77019,396.874,72265.89,75870.833,-3604.942,20.441,95.199
p01003,2,77020,3655.391,79379.765,84410.682,-5030.916,32.356,95.199
p01003,2,77399,1687.869,71420.511,78148.351,-6727.84,22.898,95.199
p01003,2,77400,4060.266,81159.276,88328.182,-7168.906,15.657,102.564
p01003,2,77779,2133.752,40340.713,38100.837,2239.877,6.034,69.568
p01003,2,77780,3475.035,62460.639,61661.139,799.499,10.869,102.564
p01003,2,78159,1877.497,25477.393,26389.424,-912.031,3.933,63.425
p01003,2,78160,3021.332,120702.616,50911.794,69790.822,7.747,72.318
p01003,2,78161,3731.38,74290.91,73996.606,294.305,13.111,92.669
p01003,2,78539,2068.233,71339.506,49073.673,22265.833,7.645,76.996
p01003,2,78540,3160.708,97055.792,37850.021,59205.772,5.665,76.996
p01003,2,78541,3428.46,88071.418,82004.397,6067.021,35.473,121.884
p01003,2,78918,39.602,591522.799,432617.191,158905.608,18.478,30.862
p01003,2,78919,2019.931,136613.486,63021.945,73591.541,26.17,121.884
p01003,2,78920,3262.317,106250.317,51221.619,55028.698,21.611,121.884
p01003,2,78921,3810.684,74503.62,56775.13,17728.49,24.274,121.884
p01003,2,78922,2900.068,72409.032,54573.336,17835.696,23.036,144.544
p01003,2,79300,3028.852,161201.196,10902.656,150298.54,1.611,113.719
p01003,2,79301,2964.82,76955.806,12862.244,64093.561,1.844,121.748
p01003,2,79302,3669.442,57620.906,28308.851,29312.055,10.621,144.544
