region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_MW,capital_adder_per_MW,dist_km,reinforcement_dist_km
p01001,2,71325,3311.577,47740.594,48708.098,-967.504,16.326,144.287
p01001,2,71326,3725.02,11993.785,12198.687,-204.902,3.613,144.287
p01001,2,71327,3667.735,35521.472,28922.83,6598.642,9.473,144.287
p01001,2,71328,3723.78,54588.881,29341.834,25247.048,9.91,135.716
p01001,2,71706,3589.883,36498.788,42550.357,-6051.569,13.784,144.287
p01001,2,71707,3282.616,55167.288,48168.248,6999.04,17.54,144.287
p01001,2,71708,3052.324,95080.692,36798.021,58282.671,12.124,152.979
p01001,2,72086,3849.429,60770.086,55700.449,5069.637,23.487,181.364
p01001,2,72087,3659.271,45313.626,29970.498,15343.128,11.814,181.364
p01001,2,72088,3169.241,108642.633,20400.409,88242.224,8.197,181.364
p01001,2,72466,3691.81,35355.5,20811.514,14543.986,3.88,215.801
p01003,2,77019,1070.545,50584.547,54189.49,-3604.942,20.441,95.199
p01003,2,77020,4423.191,84515.508,89546.424,-5030.916,32.356,95.199
p01003,2,77399,2250.22,66299.545,73027.385,-6727.84,22.898,95.199
p01003,2,77400,4827.832,81935.206,89104.112,-7168.906,15.657,102.564
p01003,2,77779,2549.128,40044.626,37804.749,2239.877,6.034,69.568
p01003,2,77780,4217.763,61330.374,60530.875,799.499,10.869,102.564
p01003,2,78159,2499.446,25859.339,26771.37,-912.031,3.933,63.425
p01003,2,78160,4013.945,119706.188,49915.366,69790.822,7.747,72.318
p01003,2,78161,4602.98,73090.47,72796.165,294.305,13.111,92.669
p01003,2,78539,2686.678,69402.292,47136.459,22265.833,7.645,76.996
p01003,2,78540,3973.354,96784.048,37578.276,59205.772,5.665,76.996
p01003,2,78541,4479.124,86628.658,80561.637,6067.021,35.473,121.884
p01003,2,78918,93.567,342007.792,183102.184,158905.608,18.478,30.862
p01003,2,78919,2661.907,133162.546,59571.005,73591.541,26.17,121.884
p01003,2,78920,4237.808,100018.244,44989.545,55028.698,21.611,121.884
p01003,2,78921,4768.878,68709.002,50980.512,17728.49,24.274,121.884
p01003,2,78922,3624.74,68674.028,50838.332,17835.696,23.036,144.544
p01003,2,79300,3342.938,161011.964,10713.424,150298.54,1.611,113.719
p01003,2,79301,3570.723,77142.098,13048.536,64093.561,1.844,121.748
p01003,2,79302,4470.877,59043.49,29731.435,29312.055,10.621,144.544
p01003,2,79682,3603.724,55663.942,9024.816,46639.126,3.386,144.544
p01003,2,80062,3412.619,114889.342,25780.84,89108.502,4.783,170.075
p01003,2,80442,980.872,491534.351,51123.022,440411.329,7.856,170.075
p01003,3,79299,1119.175,650027.366,52411.233,597616.133,16.653,121.884
p01003,3,79679,1032.821,581074.11,43043.144,538030.966,14.504,121.884
p01003,3,79680,3003.596,150683.975,10628.603,140055.372,3.964,121.884
p01003,3,79681,3173.316,148278.491,24267.005,124011.487,4.243,130.882
p01003,3,80059,1017.482,242971.685,59291.127,183680.558,20.941,121.884
p01003,3,80060,2621.173,197968.899,38596.017,159372.882,15.782,121.884
p01003,3,80061,3002.325,298800.51,37580.032,261220.478,17.656,144.544
p01003,3,80440,1276.627,133365.647,52935.791,80429.857,7.407,145.258
p01003,3,80441,2520.062,283264.151,22520.031,260744.12,3.88,155.687
p01003,3,80819,5.127,3150478.548,2999251.046,151227.501,12.651,175.752
p01003,3,80820,108.858,551062.253,196601.407,354460.846,19.929,168.132
p01003,3,80821,112.069,845233.635,210304.552,634929.083,6.155,160.823
p01005,2,72858,4521.45,95477.36,89920.931,5556.43,19.087,277.038
p01005,2,73238,4394.163,78545.798,75404.862,3140.936,11.693,281.53
p01005,2,73239,4248.1,86369.084,76252.697,10116.386,11.628,281.53
p01005,2,73616,3777.693,86441.765,85162.347,1279.418,31.462,284.519
p01005,2,73617,2060.414,78443.266,81270.616,-2827.35,12.388,291.981
p01005,2,73618,4240.281,32706.533,30353.206,2353.326,4.227,291.981
p01005,2,73619,3690.521,108700.375,49770.914,58929.461,6.602,281.53
p01005,2,73996,4206.196,48786.539,46759.855,2026.684,19.249,284.519
p01005,2,73997,3986.632,59515.083,56069.741,3445.342,21.868,284.519
p01005,2,73998,4043.704,61753.376,62975.028,-1221.651,9.06,291.981
p01005,2,73999,3404.121,92853.426,58717.718,34135.708,8.489,294.39
p01005,2,74376,4093.636,25340.946,17527.528,7813.418,2.443,275.593
p01005,2,74377,4188.339,36601.845,34560.747,2041.097,13.037,284.519
p01005,2,74378,4159.305,53613.545,54580.493,-966.948,24.38,284.519
p01005,2,74379,4004.252,80469.916,81485.171,-1015.256,12.421,325.899
p01005,2,74756,4143.621,27681.377,18980.156,8701.222,6.304,284.519
p01005,2,74757,4048.935,40660.105,35586.325,5073.78,12.339,284.519
p01007,2,69423,3186.82,26738.293,19483.871,7254.422,2.48,53.625
p01007,2,69802,3454.85,25919.663,31733.852,-5814.189,4.067,80.918
p01007,2,69803,3298.213,63641.413,62094.401,1547.012,19.796,46.877
p01007,2,69804,3779.111,71817.799,65293.94,6523.859,21.923,46.877
p01007,2,70181,3204.583,27033.446,36900.258,-9866.812,9.806,94.554
p01007,2,70182,3200.511,57664.178,59909.808,-2245.63,21.619,94.554
p01007,2,70183,3040.708,122811.587,90673.784,32137.803,33.437,94.554
p01007,2,70184,4234.063,93019.303,85945.744,7073.559,33.478,46.877
p01007,2,70561,3362.043,58766.929,67786.538,-9019.61,19.87,102.367
p01007,2,70562,3055.859,81906.065,84486.721,-2580.656,28.43,94.554
p01007,2,70563,3131.154,101574.157,103452.422,-1878.265,38.859,94.554
p01007,2,70564,3898.031,97642.237,97624.947,17.29,38.416,144.287
p01009,2,65247,2922.059,81582.368,66554.884,15027.484,23.79,152.893
p01009,2,65626,3114.847,69181.494,42462.302,26719.192,18.583,116.959
p01009,2,65627,3308.383,91316.904,63261.052,28055.852,23.461,71.592
p01009,2,65628,3218.18,78799.819,56063.334,22736.485,20.834,152.893
p01009,2,66006,2462.571,76490.904,50240.93,26249.975,16.787,71.592
