region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_MW,capital_adder_per_MW,dist_km,reinforcement_dist_km
p1,1,1940,90.0,1152245.892,1066949.258,85296.634,34.577,157.684
p1,1,1941,60.0,1253567.499,1135373.549,118193.95,16.162,193.236
p1,1,2320,186.0,733700.462,704899.776,28800.686,17.277,157.684
p1,1,2321,168.0,830762.915,751070.612,79692.303,1.506,193.108
p1,1,2701,120.0,844051.418,755688.449,88362.969,7.127,178.2
p1,1,3081,210.0,866183.662,785585.538,80598.124,14.334,178.2
p1,1,3082,84.0,1101689.831,956413.979,145275.852,24.816,178.2
p1,1,3461,216.0,783734.647,725746.299,57988.347,63.273,89.469
p1,1,3841,168.0,748681.673,630950.291,117731.381,54.03,89.469
p1,1,5737,234.0,1497551.003,272044.565,1225506.438,6.034,60.746
p1,1,5740,24.0,1713925.297,1444307.675,269617.622,21.278,88.345
p1,1,6117,252.0,1188701.727,269263.587,919438.14,31.117,18.608
p1,1,6508,270.0,643900.532,431938.129,211962.403,10.58,124.115
p1,2,1180,168.0,1006616.778,901244.217,105372.561,65.368,141.734
p1,2,1559,222.0,893670.457,788696.337,104974.12,39.969,141.734
p1,2,2317,270.0,970249.83,524365.818,445884.012,86.89,54.23
p1,2,2318,228.0,885113.261,630307.494,254805.768,10.476,141.734
p1,2,2319,204.0,665943.897,637823.648,28120.249,103.595,54.23
p1,2,2699,186.0,781737.651,597114.551,184623.1,4.144,157.684
p1,2,2700,222.0,866652.622,686830.341,179822.282,14.942,157.684
p1,2,3458,276.0,545270.204,404226.331,141043.874,48.828,54.23
p1,2,3459,234.0,554837.699,501271.39,53566.309,31.685,89.469
p1,2,3837,252.0,1854103.332,328358.253,1525745.079,31.481,54.23
p1,2,3840,162.0,714556.463,570457.873,144098.59,42.006,89.469
p1,2,4217,240.0,3003639.745,287494.921,2716144.825,20.458,54.23
p1,2,4218,282.0,787730.151,307753.907,479976.244,25.58,57.153
p1,2,4219,234.0,488150.78,448142.419,40008.362,38.284,57.153
p1,2,4221,108.0,1058163.611,972716.378,85447.233,61.833,89.469
p1,2,4597,180.0,2300586.893,231771.193,2068815.7,6.503,57.153
p1,2,4598,270.0,651515.865,296948.998,354566.867,18.254,57.153
p1,2,4606,36.0,3608768.547,3409910.022,198858.525,81.499,124.115
p1,2,4977,240.0,2017016.672,220665.106,1796351.566,6.658,55.453
p1,2,4978,264.0,849654.014,287103.512,562550.501,2.974,82.52
p1,2,4979,270.0,453277.16,383691.271,69585.889,39.588,55.453
p1,2,5357,252.0,1355598.469,253285.426,1102313.043,17.922,43.781
p1,2,5358,264.0,681392.556,304180.494,377212.063,26.126,55.453
p1,2,5359,216.0,602305.798,314130.663,288175.135,1.67,88.345
p1,2,5738,186.0,482207.973,339396.137,142811.836,19.738,60.746
p1,2,5745,240.0,877572.623,769019.407,108553.216,59.545,117.974
p1,2,6118,66.0,708396.022,500819.811,207576.212,17.097,48.247
p1,2,6128,264.0,905296.637,466593.561,438703.077,17.672,124.115
p1,2,6498,120.0,648942.362,420194.385,228747.977,15.941,53.042
p1,2,6878,60.0,933750.747,493559.526,440191.221,17.044,53.905
p1,2,6884,72.0,1095490.151,764686.407,330803.744,36.201,117.974
p1,2,6887,258.0,550924.739,406583.449,144341.29,19.397,117.974
p1,2,7255,252.0,1472484.132,187510.642,1284973.491,10.193,34.253
p1,2,7264,186.0,561642.476,471334.512,90307.964,29.842,117.974
p1,2,7634,198.0,3033831.636,205101.836,2828729.8,23.517,34.977
p1,2,7635,258.0,1438674.975,218943.08,1219731.895,26.293,34.977
p1,2,7645,258.0,452772.694,396755.079,56017.616,21.106,117.974
p1,2,8392,276.0,757137.824,324680.932,432456.892,18.124,82.038
p1,2,8397,216.0,611471.977,526309.72,85162.257,56.353,34.253
p1,2,8772,276.0,485980.778,347064.745,138916.033,5.963,106.878
p1,3,1178,288.0,1280631.305,706261.6,574369.705,135.012,54.23
p1,3,1179,252.0,916410.61,791651.079,124759.531,135.368,54.23
p1,3,1939,234.0,781265.588,752093.345,29172.243,33.376,141.734
p1,3,2316,186.0,1025289.48,542144.098,483145.382,85.966,54.23
p1,3,2697,246.0,2695753.372,522209.95,2173543.423,75.981,54.23
p1,3,2698,210.0,1033297.2,583156.257,450140.942,5.581,141.734
p1,3,2702,126.0,985225.351,928021.719,57203.632,19.756,178.2
p1,3,3076,198.0,665542.455,419519.782,246022.673,60.271,54.23
p1,3,3079,246.0,574121.608,565849.073,8272.535,38.011,89.469
p1,3,3080,132.0,840113.308,793125.627,46987.681,47.773,89.469
p1,3,3456,240.0,1319541.854,372842.705,946699.149,1.896,106.381
p1,3,3457,276.0,879253.967,375775.301,503478.666,44.642,54.23
p1,3,3838,282.0,726558.934,369398.707,357160.227,8.368,89.469
