region,class,bin,capacity,supply_curve_cost_per_mw
s212,4,3,138.6591,501196.9534
s212,4,4,642.3262,527477.0573
s212,5,1,549.3846,477843.5112
s212,5,2,773.9685,486150.163
s212,5,3,445.3364,494745.4349
s212,5,4,660.7509,503863.5976
s212,5,5,953.1792,531938.4193
s213,5,1,482.0137,501798.302
s213,5,2,1162.6961,534659.1218
s213,5,3,364.8788,542963.5775
s213,5,4,1051.7171,566802.4939
s213,5,5,767.7264,608708.655
s214,4,1,66.2946,482134.4127
s214,4,2,16.2723,541468.4805
s214,5,1,719.8994,481030.6575
s214,5,2,938.2414,492346.2843
s214,5,3,604.8309,503696.2716
s214,5,4,1069.9697,517920.3396
s214,5,5,930.4066,541408.3851
s216,4,1,42.0584,742164.6804
s216,5,1,1280.2615,485726.605
s216,5,2,1042.1604,505797.0431
s216,5,3,1617.2018,513474.6825
s216,5,4,1198.8138,555733.1534
s216,5,5,1766.0205,611142.7037
s217,5,1,455.5389,470738.0821
s217,5,2,836.8622,490991.6593
s217,5,3,599.4069,515168.7993
s217,5,4,599.4069,521205.8804
s217,5,5,1309.5344,561078.4389
s218,3,1,26.5179,957087.7644
s218,3,2,53.3801,962195.0651
s218,4,1,141.5864,749069.2968
s218,4,2,433.412,843525.6727
s218,4,3,369.2267,847568.3313
s218,4,4,121.9133,865537.4774
s218,4,5,63.3243,889996.3495
s218,5,1,2222.8077,484925.995
s218,5,2,2131.0715,511273.5305
s218,5,3,2204.6413,550032.0195
s218,5,4,2379.8916,581338.6671
s218,5,5,2421.6916,648290.0456
s219,5,1,1186.2437,488657.1934
s219,5,2,1167.3454,526308.2504
s219,5,3,1198.8138,569950.37
s219,5,4,1198.8138,620599.97
s219,5,5,1742.9894,690921.7594
s227,5,1,481.1528,472436.1242
s227,5,2,820.1164,498401.2238
s227,5,3,862.9927,513337.3395
s227,5,4,604.831,532077.7341
s227,5,5,874.6157,562506.2458
s234,5,1,6075.4736,498855.1336
s234,5,2,6586.7173,560879.1236
s234,5,3,6460.2409,628362.0744
s234,5,4,6483.2288,696561.2866
s234,5,5,6642.2497,759434.07
s235,5,1,229.2761,477955.1612
s25,7,1,27.8954,472487.0258
s25,7,2,142.8349,476208.7139
s25,7,3,153.9413,497791.4915
s25,7,4,201.8543,510417.5635
s25,13,1,585.6744,1130591.3281
s25,13,2,485.2423,1193625.0955
s25,13,3,472.3278,1216339.0987
s25,13,4,320.2376,1226325.3443
s25,13,5,599.4069,1246746.1779
s256,6,1,4812.2593,706565.3292
s256,6,2,4808.0835,865837.9617
s256,6,3,4635.8896,982651.6406
s256,6,4,4906.191,1091485.6185
s256,6,5,5411.1926,1200801.6881
s256,13,1,2867.2432,1273619.591
s256,13,2,2881.6646,1321004.8587
s256,13,3,2870.8164,1364216.206
s256,13,4,2854.1565,1406132.2559
s256,13,5,3265.3987,1523064.4598
s256,14,1,599.4069,1554310.7097
s256,14,2,599.4069,1632605.0564
s261,6,1,16920.631,551297.3567
s261,6,2,17297.5635,685326.1718
s261,6,3,16696.9948,794540.5554
s261,6,4,17354.56,912524.6589
s261,6,5,17274.2316,1065317.3276
s261,7,1,4159.4292,529498.9194
s261,7,2,4525.083,602779.3538
s261,7,3,4110.2248,692344.1337
s261,7,4,4810.1499,808982.1086
s261,7,5,4486.5975,957962.082
s261,14,1,51892.1318,952505.4114
s261,14,2,52705.4891,1207209.591
s261,14,3,52481.2071,1387218.7468
s261,14,4,52416.0319,1565096.7144
s261,14,5,52377.9769,1735887.2603
s264,6,1,548.3514,533104.4887
s264,6,2,1443.5013,659682.3838
s264,6,3,961.0571,774100.9913
s264,6,4,1112.2003,884014.9389
s264,6,5,1056.3233,964942.3385
s267,6,1,3366.1321,621452.537
s267,6,2,3428.6815,725454.2975
s267,6,3,3593.8155,814521.2517
s267,6,4,3278.9589,893699.8559
s267,6,5,3742.5907,982996.4198
s267,14,1,5521.9994,1087568.8978
s267,14,2,5245.9724,1226207.1277
s267,14,3,5516.231,1418505.0054
s267,14,4,5592.8142,1565737.0044
s267,14,5,5994.069,1683991.2622
s268,6,1,152.9081,615793.981
s268,6,2,566.7761,683822.2452
s268,6,3,579.5185,768511.0661
s268,6,4,273.2286,829557.7394
s268,6,5,597.771,1020540.7092
s268,14,1,560.1036,1084419.7728
s269,6,1,969.6237,623910.956
s269,6,2,599.4069,662579.0357
s269,6,3,1198.8138,702463.716
s269,6,4,785.118,744337.2782
s269,6,5,1132.2178,812538.4503
s269,7,1,16.9611,583338.344
s269,7,2,482.3581,623414.8392
s269,7,3,372.2401,634422.3923
s269,14,1,4304.5026,880565.2207
s269,14,2,4469.4213,1038985.6376
s269,14,3,4464.8149,1162387.1818
s269,14,4,4289.1773,1314448.8574
s269,14,5,4850.7876,1447894.3664
s270,14,1,4190.295,1512839.8534
s270,14,2,4821.3856,1590191.1953
s270,14,3,4854.0594,1639868.0714
s270,14,4,4642.6484,1683815.7255
s270,14,5,4795.2552,1751381.7863
s275,6,1,5231.2931,574788.2375
s275,6,2,5013.3387,661663.0627
s275,6,3,5847.0154,745551.8423
s275,6,4,5192.8937,866603.132
s275,6,5,5587.304,986594.6542
s275,13,1,334.6158,1257854.8625
s275,13,2,913.6608,1278214.7018
s275,13,3,554.1629,1294130.863
s275,13,4,1021.7985,1305784.0891
s275,13,5,806.4271,1325297.4747
s29,7,1,93.4582,486085.4814
s29,7,2,54.3702,488278.6249
s29,7,3,157.4713,510250.6941
s29,7,4,325.8769,516196.1052
s29,7,5,319.721,526694.478
s29,12,1,3553.6943,756415.3247
s29,12,2,3361.7411,904723.6691
s29,12,3,3596.4414,1017508.8611
s29,12,4,3596.4414,1097242.0482
s29,12,5,3596.4414,1207197.6566
s29,13,1,12717.5511,745432.4405
s29,13,2,12489.1789,915039.7839
s29,13,3,12142.8539,1024255.2773
s29,13,4,12589.1376,1109965.8263
s29,13,5,12913.7232,1225899.2285
s29,14,1,5507.1474,582934.3443
s29,14,2,5764.104,660082.6318
s29,14,3,5641.4158,762578.4611
s29,14,4,5528.7579,928641.8178
s29,14,5,5795.3573,1020752.2774
s292,5,1,5155.2263,585755.184
s292,5,2,5180.1945,700989.7942
s292,5,3,5111.4893,790208.0473
s292,5,4,5336.5466,863093.9908
s292,5,5,5534.139,946922.3435
s292,13,1,15767.4061,1196958.1314
s292,13,2,15798.6163,1405156.4225
s292,13,3,15358.2737,1552905.0864
s292,13,4,15909.9827,1656694.7977
s292,13,5,16084.9748,1768375.7121
s293,5,1,21.309,574237.4572
s293,5,2,834.2793,643858.6721
s293,5,3,338.2318,693568.7582
s293,5,4,405.6888,707228.041
s293,5,5,536.7714,726484.1987
s293,13,1,354.8485,1140280.6984
s293,13,2,20.1897,1146680.8031
s293,13,3,583.0915,1163178.2338
s293,13,4,599.4069,1228722.4911
s293,13,5,599.4069,1248124.0111
s294,4,1,9735.7129,560238.818
s294,4,2,9667.9976,660485.0802
s294,4,3,9569.5027,721840.9679
s294,4,4,9878.8921,791701.3739
s294,4,5,9727.8781,931951.7554
s294,5,1,3469.0608,514752.7633
s294,5,2,3084.2075,580716.4671
s294,5,3,3843.2813,642849.2739
s294,5,4,3056.0539,745619.3455
s294,5,5,3878.0214,866135.0823
s294,12,1,11977.8062,843511.4725
s294,12,2,11351.7955,962591.2823
s294,12,3,11886.7157,1072539.3119
s294,12,4,11388.7311,1207829.6721
s294,12,5,11988.138,1359109.6069
s294,13,1,5586.5722,1034562.9535
s294,13,2,5756.2693,1196865.7812
s294,13,3,5394.6621,1302027.4815
s294,13,4,5394.6621,1377775.2399
s294,13,5,5509.4291,1459168.4755
s297,6,1,4002.6036,612633.1723
s297,6,2,3806.0875,723553.1883
s297,6,3,3919.5201,856410.6876
s297,6,4,4195.8483,958094.0733
s297,6,5,3947.8461,1042451.03
s297,13,1,1250.1276,1543124.0284
s297,13,2,1198.8138,1588049.4523
s297,13,3,1568.1697,1614099.3932
s297,13,4,1796.9292,1635758.1237
s297,13,5,1568.2127,1671548.9655
s298,5,1,4167.0487,529013.0587
s298,5,2,4885.2264,610487.9396
s298,5,3,4080.5645,693613.1171
s298,5,4,4645.2313,761831.7321
s298,5,5,5085.2297,902944.1388
s298,13,1,7086.3378,1187026.1202
s298,13,2,7792.2897,1327667.2709
s298,13,3,7192.8828,1448299.814
s298,13,4,7792.2897,1573527.7242
s298,13,5,7583.5908,1717131.2536
s299,5,1,4817.9418,611570.3089
s299,5,2,5106.797,706511.4803
s299,5,3,4655.8212,793073.9466
s299,5,4,4585.6952,867832.1654
s299,5,5,5027.803,954627.9938
s299,6,1,1842.087,595783.6527
s299,6,2,1814.9665,670670.1227
s299,6,3,1753.7516,774231.6675
s299,6,4,1798.2207,871815.3815
s299,6,5,2069.2969,986000.5772
s299,13,1,27211.3684,1244855.1989
s299,13,2,27271.1628,1474994.0444
s299,13,3,27477.5802,1624895.5708
s299,13,4,26846.7478,1750784.8508
s299,13,5,27603.2387,1834725.9567
s307,4,1,525.9232,799926.8515
s307,4,2,141.7586,850813.9788
s307,4,3,488.7723,866350.6647
s307,4,4,599.4069,918332.2992
s307,4,5,599.4069,969435.6858
s307,5,1,16.0571,526446.6413
s307,5,2,19.501,585801.8828
s307,5,3,38.4423,690545.7411
s307,5,4,16.1001,714863.6604
s307,5,5,514.5153,733147.2109
s309,6,1,599.1916,966964.7865
s309,6,2,599.4069,1002596.2951
s309,6,3,387.6945,1016286.9979
s309,7,1,13036.7556,632648.4234
s309,7,2,13006.0191,729097.4478
s309,7,3,13769.0101,866977.9594
s309,7,4,12930.3397,1050805.3561
s309,7,5,13523.2033,1194623.1588
s309,14,1,7345.1452,1295199.0512
s309,14,2,7566.4573,1413096.7911
s309,14,3,7192.8828,1480924.7171
s309,14,4,7385.5677,1567810.1849
s309,14,5,7776.8353,1718114.1737
s31,6,1,137.0233,587856.4412
s31,7,1,610.3842,495787.2408
s31,7,2,453.7739,520394.0547
s31,7,3,1057.8731,548797.8005
s31,7,4,469.1422,600490.8661
s31,7,5,1198.8138,1033722.66
s31,13,1,5179.5489,835205.1525
s31,13,2,4795.2552,1054382.925
s31,13,3,4714.238,1124051.5703
s31,13,4,4497.6179,1171963.5123
s31,13,5,5213.8154,1286755.8212
s31,14,1,31621.5548,734437.1376
s31,14,2,31610.4915,902774.0972
s31,14,3,31787.3775,1051005.8993
s31,14,4,32233.1016,1272011.6284
s31,14,5,31842.6521,1517315.2082
s310,6,1,4481.5179,627530.4523
s310,6,2,4897.1939,803377.5479
s310,6,3,4616.0445,920104.4819
s310,6,4,4416.9021,1026216.7537
s310,6,5,5256.0029,1121447.0934
s310,7,1,1272.8141,517217.8467
s310,7,2,1154.7322,596284.3066
s310,7,3,1198.8138,650481.4901
s310,7,4,1198.8138,724844.5345
s310,7,5,1198.8138,812769.7345
s310,13,1,342.6228,1226142.3936
s310,13,2,134.096,1299140.8369
s310,13,3,40.0781,1638860.7049
s310,14,1,268.3642,1178693.039
s310,14,2,85.1499,1197447.3647
s310,14,3,146.9244,1236907.4893
s311,7,1,17737.8206,644251.7598
s311,7,2,18138.7743,779203.3619
s311,7,3,18416.3078,893654.8649
s311,7,4,18084.0165,1011446.9236
s311,7,5,18755.6157,1150739.6917
s311,13,1,6166.7794,1595224.8377
s311,13,2,5967.3359,1645039.2837
s311,13,3,5696.9484,1684136.4554
s311,13,4,5542.7057,1725720.8258
s311,13,5,6324.9394,1779787.9507
s311,14,1,10057.2417,1069273.4778
s311,14,2,9180.0862,1241359.5168
s311,14,3,9908.7677,1322938.9526
s311,14,4,9387.7521,1413491.4755
s311,14,5,9709.2812,1553557.0197
s312,7,1,30172.1561,642562.2745
s312,7,2,29988.1669,752087.8695
s312,7,3,30132.6376,866858.6424
s312,7,4,30042.5371,985332.5347
s312,7,5,30347.2343,1115808.8633
s312,14,1,65914.3969,972356.4405
s312,14,2,66256.2877,1262129.0787
s312,14,3,66411.4346,1370656.0045
s312,14,4,66026.7966,1479860.7123
s312,14,5,66422.1108,1653772.3275
s313,7,1,2943.7835,516947.7449
s313,7,2,2835.2581,590817.8229
s313,7,3,3372.8045,642271.3082
s313,7,4,3311.8478,671679.0176
s313,7,5,3156.8305,732660.5036
s313,13,1,10001.5372,1687915.8174
s313,13,2,9581.0828,1772410.2876
s313,13,3,10126.0334,1809916.8714
s313,13,4,9519.0069,1828040.7057
s313,13,5,9976.6119,1842898.8265
s313,14,1,46873.1973,829339.6823
s313,14,2,47107.6392,1269061.9308
s313,14,3,47401.7039,1556269.9705
s313,14,4,47648.3714,1678686.447
s313,14,5,47368.642,1786362.4148
s314,3,1,337.1987,866335.1499
s314,3,2,599.4069,946185.7779
s314,3,3,599.4069,1120500.3502
s314,3,4,599.4069,1125732.6968
s314,4,1,2229.6526,815100.0616
s314,4,2,2338.6512,871165.6918
s314,4,3,2720.4481,921277.3152
s314,4,4,2397.6276,977968.3925
s314,4,5,2878.8234,1094993.9349
s314,5,1,733.3738,507940.2044
s314,5,2,555.7988,520340.7085
s314,5,3,503.9254,564596.7337
s314,5,4,934.6253,651107.9852
s314,5,5,832.4713,1227593.1934
s314,12,1,1198.1681,1042738.7932
s314,12,2,1443.2,1070519.0311
s314,12,3,900.2296,1114181.9871
s314,12,4,921.065,1143835.1273
s314,12,5,1368.5539,1264848.4517
s315,3,1,1567.0073,726362.4987
s315,3,2,995.7972,794881.5629
s315,3,3,1270.1021,823025.6626
s315,3,4,1508.6767,873856.0553
s315,3,5,1187.7934,912596.082
s315,4,1,599.7945,559953.7525
s315,4,2,783.5682,610630.2733
s315,4,3,549.5998,624741.4942
s315,4,4,561.8686,638769.3253
s315,4,5,947.4107,676899.9117
s315,5,1,34.4818,476468.7478
s315,12,1,5967.422,932694.8655
s315,12,2,5963.4185,1016532.6371
s315,12,3,5808.53,1078656.7187
s315,12,4,5714.1678,1154006.7533
s315,12,5,5827.3853,1418644.4582
s318,3,1,582.1445,771848.446
s318,3,2,599.4069,775619.3058
s318,3,3,599.4069,790804.2494
s318,3,4,565.5708,848326.177
s318,3,5,979.611,880477.3071
s318,4,1,712.2369,592862.9266
s318,4,2,804.8342,605203.0003
s318,4,3,348.9509,662967.6038
s318,4,4,1165.4512,689514.1361
s318,4,5,960.8418,730773.1652
s318,5,1,211.8415,490354.1625
s318,5,2,154.9314,512087.8607
s318,12,1,1198.8138,977864.9142
s318,12,2,599.4069,1017859.0977
s318,12,3,591.3138,1072139.4041
s318,12,4,599.4069,1076953.0977
s318,12,5,804.7481,1188308.2009
s32,7,1,169.9984,499675.0986
s32,7,2,46.8367,508079.0006
s32,14,1,2873.7006,603890.4555
s32,14,2,2358.3244,724401.6669
s32,14,3,2833.192,805982.6568
s32,14,4,2902.8013,912285.0156
s32,14,5,2758.8904,1028713.0561
s320,5,1,1613.1553,494718.5283
s320,5,2,1773.5539,532656.8455
s320,5,3,2082.9002,577640.6922
s320,5,4,1733.0023,622285.368
s320,5,5,2503.6559,681929.5061
s330,2,1,1665.8897,932819.1547
s330,2,2,1510.5708,939906.0592
s330,2,3,1136.0491,965803.7366
s330,2,4,1198.8138,990088.4354
s330,2,5,1733.3466,1018206.104
s330,3,1,2709.6858,708797.7552
s330,3,2,2364.5232,789363.9429
s330,3,3,2203.3498,816703.3562
s330,3,4,2438.0071,862169.8356
s330,3,5,2600.2998,886145.136
s330,4,1,882.5367,520080.0218
s330,4,2,856.1049,554579.7131
s330,4,3,1460.2472,608434.537
s330,4,4,958.6894,643491.0033
s330,4,5,1216.6788,726703.2834
s330,5,1,251.6183,471466.9533
s330,5,2,45.0717,483058.8864
s330,5,3,481.7554,514945.4121
s330,5,4,596.953,531775.9236
s330,12,1,4967.4059,1021521.267
s330,12,2,4962.0249,1099105.3441
s330,12,3,4905.0718,1157886.8065
s330,12,4,4510.8769,1207270.3737
s330,12,5,4993.3209,1295902.0394
s332,2,1,537.4601,933948.7255
s332,2,2,481.1527,963592.2357
s332,2,3,474.1358,1003528.4906
s332,3,1,2559.1884,719604.7736
s332,3,2,2819.5456,789097.8698
s332,3,3,2154.3177,832800.318
s332,3,4,2597.9321,862523.998
s332,3,5,2849.0769,906428.142
s332,4,1,1355.3811,540241.4905
s332,4,2,1439.3256,596998.5934
s332,4,3,1605.0622,635469.563
s332,4,4,1286.5896,668870.1784
s332,4,5,1961.8909,716117.7413
s332,5,1,15.1531,465224.4062
s332,5,2,20.9646,488866.5255
s332,5,3,68.6193,490265.2396
s332,5,4,36.2038,502450.7984
s332,5,5,435.9949,503309.3337
s332,12,1,5164.1375,998918.3098
s332,12,2,4812.1732,1070056.2244
s332,12,3,5236.0284,1121619.0497
s332,12,4,5216.312,1177852.4799
s332,12,5,5036.8432,1327756.7262
s333,5,1,1231.918,486922.5492
s333,5,2,860.8402,506830.3296
s333,5,3,1161.3186,528937.1202
s333,5,4,1483.9238,555366.855
s333,5,5,1215.1722,602063.8699
s333,6,1,80.5437,471883.8989
s333,6,2,113.9062,472992.7113
s333,6,3,55.8769,474896.2071
s333,6,4,188.2079,477177.1346
s333,6,5,134.5695,478496.8155
s333,13,1,181.4062,636723.6723
s333,13,2,563.5045,639868.8702
s333,13,3,129.2315,678437.7668
s334,5,1,207.2353,477308.9018
s334,5,2,177.2736,483380.1768
s334,5,3,161.1304,484974.1594
s334,5,4,185.1084,486213.4681
s334,5,5,258.2047,492269.2967
s336,5,1,726.2277,472448.8079
s336,5,2,526.5258,487854.254
s336,5,3,882.9672,501214.6942
s336,5,4,633.7596,529338.0811
s336,5,5,779.0913,572790.8042
s336,13,1,29.9617,650103.461
s341,5,1,19.0274,522637.0904
s341,5,2,89.67,573421.0113
s341,5,3,150.7988,645823.4945
s342,2,1,513.396,563331.9935
s342,2,2,532.036,585190.7277
s342,2,3,598.5029,640331.0879
s342,2,4,599.4069,728150.638
s342,3,1,911.8527,508363.527
s342,3,2,1633.1728,584608.1282
s342,3,3,1498.9477,688147.9936
s342,3,4,1337.2577,799132.3204
s342,3,5,1515.3491,908228.4533
s342,4,1,844.8263,501411.4449
s342,4,2,806.6853,521781.3459
s342,4,3,949.4771,550824.1389
s342,4,4,1256.5417,620166.7502
s342,4,5,1103.8058,724590.0565
s342,5,1,29.9187,531088.4167
s342,5,2,131.9866,642429.9336
s342,11,1,431.0444,1098325.0574
s342,11,2,1024.4674,1168397.7188
s342,11,3,678.4438,1224221.0419
s342,11,4,796.3967,1287907.583
s342,11,5,740.0463,1525915.0945
s342,12,1,9736.2723,779707.165
s342,12,2,9183.7453,957735.8314
s342,12,3,9570.9661,1052841.7292
s342,12,4,9038.3705,1124388.1763
s342,12,5,9576.4765,1300007.1685
s345,2,1,183.3865,491479.7903
s345,2,2,470.6489,524027.1576
s345,2,3,417.0966,549442.3122
s345,2,4,193.8903,549863.9085
s345,2,5,223.4646,595597.0517
s345,3,1,62.2911,483044.0896
s345,3,2,288.683,492040.1346
s345,3,3,130.6091,509796.7179
s345,4,1,200.6059,495274.9291
s345,4,2,283.4742,515409.967
s345,11,1,1006.1288,696384.705
s345,11,2,485.5867,725129.3109
s345,11,3,924.1215,758077.3225
s345,11,4,579.088,792024.8868
s345,11,5,993.7309,1067087.1964
s345,12,1,579.8198,578080.9962
s345,12,2,353.6432,621778.9892
s345,12,3,438.8791,675982.664
s345,12,4,527.1716,678087.3959
