region,class,bin,capacity,supply_curve_cost_per_mw
s1,13,1,7712.167,889959.5143
s1,13,2,7588.559,1064949.1712
s1,13,3,7992.5801,1169254.3101
s1,13,4,7530.2346,1266180.1043
s1,13,5,7989.7851,1377405.595
s10,13,1,3571.5915,856293.8227
s10,13,2,3573.1603,938501.2069
s10,13,3,3794.2225,1041208.2411
s10,13,4,3586.1086,1190903.8355
s10,13,5,3747.9053,1333831.4932
s13,13,1,3434.18,834669.6792
s13,13,2,3334.5293,920947.746
s13,13,3,3484.7467,1017979.4438
s13,13,4,3081.5526,1150369.4743
s13,13,5,3787.8625,1288021.1602
s14,8,1,1410.4805,971964.1539
s14,8,2,1386.7229,1019229.7678
s14,8,3,1489.026,1083192.3712
s14,8,4,1588.4768,1117300.48
s14,8,5,1588.4768,1208341.1142
s14,9,1,397.1192,1088514.6729
s14,10,1,45.0053,985616.9573
s14,10,2,397.1192,1089046.1396
s14,11,1,35.5936,1035832.5378
s14,11,2,152.0997,1043492.5722
s14,12,1,1357.8601,921635.5634
s14,12,2,1785.4678,990344.4884
s14,12,3,1776.9116,1084348.3731
s14,12,4,1521.0829,1155442.3574
s14,12,5,1781.1897,1243873.4089
s15,12,1,206.2601,876724.975
s15,12,2,315.6647,892592.5224
s15,12,3,397.1192,995640.4532
s15,12,4,317.9178,1009940.837
s15,12,5,377.7253,1201004.7083
s15,13,1,916.7054,836389.6307
s15,13,2,760.1564,898632.3777
s15,13,3,794.2384,947647.0633
s15,13,4,794.2384,1061452.8499
s15,13,5,1191.3576,1276672.7622
s162,6,1,6924.517,789003.6949
s162,6,2,6760.8662,898711.4004
s162,6,3,7079.4685,996904.4435
s162,6,4,6943.9393,1083180.1134
s162,6,5,7144.9231,1172661.7855
s162,14,1,9915.4029,1301885.1287
s162,14,2,10005.5563,1427068.0875
s162,14,3,9620.2161,1600518.2155
s162,14,4,9725.8271,1766465.0767
s162,14,5,10189.9125,1903326.8223
s174,5,1,1215.9706,740756.455
s174,5,2,1034.9228,760913.5296
s174,5,3,1297.026,776803.0744
s174,5,4,1065.2115,797221.4387
s174,5,5,1336.6981,809957.4292
s174,6,1,2009.6674,771440.2893
s174,6,2,1922.7084,808759.0626
s174,6,3,1880.0987,846455.3344
s174,6,4,2069.3037,900419.8061
s174,6,5,2309.5888,960112.2239
s174,13,1,22803.5245,943802.6805
s174,13,2,22777.7986,1103146.1429
s174,13,3,23093.4631,1309615.3863
s174,13,4,22847.9871,1503009.4375
s174,13,5,23333.6338,1669923.1373
s175,6,1,5053.8297,803711.6994
s175,6,2,4793.4661,894807.1467
s175,6,3,5277.8866,978162.6316
s175,6,4,4885.4734,1054971.3296
s175,6,5,5241.4374,1147443.7825
s175,13,1,11486.2826,1207955.7598
s175,13,2,11279.9941,1365028.096
s175,13,3,11320.9496,1582772.1262
s175,13,4,11516.2862,1732217.4848
s175,13,5,11337.5196,1830728.9699
s175,14,1,171.4937,1902377.9982
s175,14,2,37.6185,1902514.2335
s175,14,3,24.7273,1914745.6972
s191,3,1,37.9037,738566.3012
s191,3,2,67.9928,806777.5933
s191,3,3,40.6702,834009.1891
s191,3,4,19.9929,871475.8068
s191,3,5,109.4901,903173.2181
s20,8,1,3447.0141,1005774.0833
s20,8,2,3296.711,1086490.5472
s20,8,3,3176.9536,1133259.0459
s20,8,4,3574.0728,1181453.1589
s20,8,5,3574.0728,1259779.4107
s20,9,1,483.0229,1062387.1742
s20,9,2,332.6629,1091039.3329
s20,9,3,397.1192,1110236.8382
s20,9,4,397.1192,1112443.6484
s20,9,5,794.2384,1158396.3669
s20,10,1,50.9661,836837.1338
s20,10,2,326.3314,965862.8824
s20,10,3,397.1192,1023318.8865
s20,10,4,397.1192,1087645.1757
s20,11,1,173.319,925830.5537
s20,11,2,535.301,964874.0356
s20,11,3,345.0693,983929.2043
s20,11,4,639.3722,1037998.366
s20,12,1,59.3226,913375.9168
s211,3,1,31.2014,883296.611
s216,4,1,26.7807,743917.8342
s218,3,1,17.5686,957830.6713
s218,3,2,35.3654,963093.8553
s218,4,1,90.6381,749952.3385
s218,4,2,204.2067,772540.3264
s218,4,3,287.1442,843633.1702
s218,4,4,367.3438,856619.5162
s218,5,1,95.7147,739494.3624
s218,5,2,25.3547,743413.451
s218,5,3,25.2121,745779.8789
s219,5,1,216.3564,742897.6445
s219,5,2,35.7362,765573.0165
s234,5,1,954.8944,736598.7397
s234,5,2,1055.3435,743009.4044
s234,5,3,853.3328,750548.0251
s234,5,4,1150.8015,764080.0639
s234,5,5,1138.1099,789398.4715
s25,13,1,376.2993,1130917.4724
s25,13,2,281.8394,1194763.6873
s25,13,3,312.9268,1216375.397
s25,13,4,212.1639,1226424.7009
s25,13,5,397.1192,1246774.7807
s256,6,1,2792.5546,798542.3166
s256,6,2,2697.2961,923815.4098
s256,6,3,2789.9878,1019101.6292
s256,6,4,2549.4462,1116625.4669
s256,6,5,2988.5761,1199268.1075
s256,13,1,1744.6549,1272361.7669
s256,13,2,1683.1078,1320534.5559
s256,13,3,1658.7514,1364881.6819
s256,13,4,1863.5568,1410044.5934
s256,13,5,1715.7353,1542360.6297
s256,14,1,397.1192,1554319.8463
s256,14,2,397.1192,1632614.193
s261,6,1,4847.7407,749455.7593
s261,6,2,5092.0758,804644.436
s261,6,3,5065.6089,868296.5332
s261,6,4,5011.3343,947475.4739
s261,6,5,5112.0401,1071026.7649
s261,7,1,740.7911,749924.8527
s261,7,2,1114.3522,790018.9897
s261,7,3,905.069,869303.8217
s261,7,4,895.3721,927140.937
s261,7,5,1262.06,1000854.0251
s261,14,1,22757.0642,1003846.7583
s261,14,2,22801.8993,1207656.0784
s261,14,3,22993.471,1397409.5773
s261,14,4,22733.5922,1577767.6161
s261,14,5,23203.6667,1739635.6595
s264,6,1,229.6184,746430.0338
s264,6,2,424.4989,817972.6359
s264,6,3,312.8697,877332.7614
s264,6,4,162.3101,921031.5144
s264,6,5,558.0603,966470.3596
s267,6,1,1626.1239,759444.4622
s267,6,2,1569.4252,814902.6419
s267,6,3,1588.3057,867998.711
s267,6,4,1443.1651,924801.2934
s267,6,5,1960.2127,995512.0105
s267,14,1,3625.2959,1087396.7724
s267,14,2,3486.6291,1238575.2376
s267,14,3,3201.9376,1430370.7342
s267,14,4,3677.6308,1585437.9484
s267,14,5,3574.0728,1687739.4654
s268,6,1,25.2121,723529.68
s268,6,2,369.9392,768992.4546
s268,6,3,178.8234,829516.2854
s268,6,4,393.6968,1020660.268
s268,14,1,335.8287,1084536.6628
s269,6,1,95.7148,737968.1952
s269,6,2,328.2423,759251.2245
s269,6,3,120.7272,768938.8704
s269,6,4,395.0087,785603.7054
s269,6,5,350.6023,843244.519
s269,14,1,2945.8523,903013.7699
s269,14,2,2545.938,1047329.5534
s269,14,3,2946.765,1162563.0458
s269,14,4,2841.6669,1314476.1891
s269,14,5,3201.4813,1447274.6846
s270,14,1,2776.1552,1512856.9837
s270,14,2,3194.2656,1590207.737
s270,14,3,2818.7934,1636780.5
s270,14,4,2828.0911,1675909.7365
s270,14,5,3346.4224,1743619.9273
s275,6,1,1943.0435,745893.5529
s275,6,2,2231.3571,781578.3525
s275,6,3,1851.5213,879462.4482
s275,6,4,2316.9755,941783.7335
s275,6,5,2082.1664,1013238.032
s275,13,1,221.6897,1257896.7252
s275,13,2,605.3188,1278225.7013
s275,13,3,367.1442,1294139.9306
s275,13,4,676.9623,1305792.8795
s275,13,5,534.2743,1325330.0694
s29,12,1,1298.1384,998589.7317
s29,12,2,1127.6714,1066436.111
s29,12,3,1588.4768,1092041.6487
s29,12,4,1191.3576,1180968.2968
s29,12,5,1588.4768,1212659.6846
s29,13,1,5505.0236,955262.8473
s29,13,2,5178.6353,1037747.7644
s29,13,3,5486.3713,1093969.8698
s29,13,4,5464.6956,1161537.8367
s29,13,5,5383.3838,1253196.3639
s29,14,1,776.8125,914914.5582
s29,14,2,1125.5609,938454.9996
s29,14,3,997.1046,984268.3413
s29,14,4,1130.3525,1020899.7775
s29,14,5,1048.5841,1076090.2718
s292,5,1,2240.3125,704159.0108
s292,5,2,2863.3138,784506.2892
s292,5,3,2265.6672,839406.8745
s292,5,4,2563.8203,888412.0223
s292,5,5,2872.2408,959892.7491
s292,13,1,10433.2206,1197075.0558
s292,13,2,10466.9031,1405181.296
s292,13,3,10175.1671,1552926.7711
s292,13,4,10540.6855,1656716.8188
s292,13,5,10656.6214,1768397.9092
s293,5,1,17.8538,724071.8331
s293,5,2,78.3743,729667.5535
s293,5,3,209.9963,742730.2885
s293,13,1,235.0944,1140314.4836
s293,13,2,386.31,1163198.7942
s293,13,3,397.1192,1228742.4919
s293,13,4,397.1192,1248144.0119
s294,4,1,2992.0271,743961.2157
s294,4,2,3218.9927,775709.4111
s294,4,3,3121.1961,812600.5721
s294,4,4,3260.918,877708.7503
s294,4,5,3169.2531,988063.5492
s294,5,1,868.6484,750404.5888
s294,5,2,679.1868,779263.5575
s294,5,3,844.1207,814005.335
s294,5,4,772.4202,860109.4196
s294,5,5,952.7267,917277.5734
s294,12,1,7413.2149,851427.1964
s294,12,2,7917.9135,965759.4761
s294,12,3,7478.0705,1075132.3277
s294,12,4,7545.2648,1207880.6533
s294,12,5,7942.384,1359151.0175
s294,13,1,3701.2171,1034587.721
s294,13,2,3813.6449,1196887.1711
s294,13,3,3574.0728,1302048.1393
s294,13,4,3574.0728,1377795.7882
s294,13,5,3637.2743,1459069.5315
s297,6,1,1805.1756,758757.9765
s297,6,2,1802.523,861884.184
s297,6,3,1985.596,931743.4488
s297,6,4,1588.4768,991118.1774
s297,6,5,2218.4088,1048948.1134
s297,13,1,828.2349,1543148.2689
s297,13,2,794.2384,1588056.8208
s297,13,3,1038.9442,1614111.6462
s297,13,4,1190.502,1635766.0212
s297,13,5,1038.9727,1671557.4504
s298,5,1,2652.3479,563076.296
s298,5,2,2414.1448,642794.9899
s298,5,3,2608.1126,713204.3869
s298,5,4,2405.3605,785157.6387
s298,5,5,2971.9485,915912.8718
s298,13,1,4694.8422,1187053.682
s298,13,2,5162.5496,1327689.4975
s298,13,3,4765.4304,1448322.0406
s298,13,4,5162.5496,1573549.9509
s298,13,5,5024.2823,1717157.6049
s299,5,1,2619.2356,652003.0096
s299,5,2,2199.7278,776770.6636
s299,5,3,2490.5796,833294.5353
s299,5,4,2473.5815,893969.4314
s299,5,5,2536.7828,967532.9279
s299,6,1,480.342,741927.7156
s299,6,2,764.7768,793677.0742
s299,6,3,794.2384,857095.4252
s299,6,4,794.2384,928404.8119
s299,6,5,973.8319,998506.0407
s299,13,1,18015.7902,1245000.9265
s299,13,2,18056.7169,1474986.1633
s299,13,3,17770.5141,1623320.6831
s299,13,4,18220.4531,1749350.9959
s299,13,5,18113.3873,1834799.3921
s307,4,1,346.039,800102.5893
s307,4,2,93.918,850917.4349
s307,4,3,322.9089,866354.4147
s307,4,4,395.3795,918390.5587
s307,4,5,397.1192,969460.153
s307,5,1,244.5632,743075.5642
s309,6,1,396.9766,966974.1066
s309,6,2,397.1192,1002613.0718
s309,6,3,256.8555,1016301.4023
s309,7,1,5464.2112,752162.939
s309,7,2,6100.2746,835920.2193
s309,7,3,5712.282,960647.7085
s309,7,4,5851.2909,1076855.9729
s309,7,5,5882.635,1177172.4054
s309,14,1,4852.1612,1295184.0246
s309,14,2,4615.8121,1410334.0903
s309,14,3,5162.5496,1478197.1545
s309,14,4,4893.0883,1567820.3765
s309,14,5,5050.0649,1717925.7954
s31,7,1,397.1192,1008866.1768
s31,7,2,397.1192,1059007.4568
s31,13,1,2430.487,987432.8431
s31,13,2,2584.0413,1103320.9065
s31,13,3,2669.7453,1136628.7517
s31,13,4,2735.2,1189808.1264
s31,13,5,2629.2463,1307886.2791
s31,14,1,13107.0159,997153.9905
s31,14,2,12632.6916,1122444.051
s31,14,3,12605.6255,1264893.3313
s31,14,4,12807.2938,1412494.1377
s31,14,5,13154.0173,1569054.2364
s310,6,1,2326.2162,782144.0132
s310,6,2,2536.0698,880407.8932
s310,6,3,2655.3995,969200.1477
s310,6,4,2354.851,1054901.2774
s310,6,5,2745.8382,1132547.1017
s310,7,1,354.6237,755118.835
s310,7,2,397.1192,777638.5005
s310,7,3,397.1192,847926.1401
s310,13,1,226.9945,1226154.4798
s310,13,2,88.8413,1299171.7178
s310,13,3,26.5526,1638964.0282
s310,14,1,149.704,1177832.0097
s310,14,2,56.4135,1197495.9967
s310,14,3,97.3404,1236972.1727
s311,7,1,9255.7239,769095.9432
s311,7,2,9629.0569,855972.6233
s311,7,3,9464.4651,945183.9805
s311,7,4,9409.9054,1041823.3801
s311,7,5,9777.9624,1155466.1107
s311,13,1,4073.9798,1595329.468
s311,13,2,3746.5932,1644248.1029
s311,13,3,3881.6092,1682799.4671
s311,13,4,3596.2903,1725654.0546
s311,13,5,3999.1993,1779440.5882
s311,14,1,6663.1263,1069286.817
s311,14,2,6074.6062,1241339.6643
s311,14,3,6560.0533,1322957.381
s311,14,4,6219.5757,1413499.674
s311,14,5,6432.5953,1553564.7445
s312,7,1,15030.6657,765112.5646
s312,7,2,15020.4549,848378.485
s312,7,3,15265.5601,935918.3321
s312,7,4,14983.5495,1029069.6607
s312,7,5,15495.3494,1132268.403
s312,14,1,40916.0562,1090557.0245
s312,14,2,41078.9357,1283525.1598
s312,14,3,41138.3153,1387831.5655
s312,14,4,41135.9764,1490043.6591
s312,14,5,41132.782,1661943.0032
s313,7,1,222.5453,734430.6384
s313,7,2,162.6523,739163.0139
s313,7,3,90.6096,746021.144
s313,7,4,384.3135,763961.1501
s313,7,5,278.6451,786248.3303
s313,13,1,6626.2208,1687929.6768
s313,13,2,6347.6612,1772422.6521
s313,13,3,6273.3083,1809206.8077
s313,13,4,6662.014,1827618.7849
s313,13,5,6455.8395,1842880.0117
s313,14,1,26600.114,1073945.6645
s313,14,2,26767.2431,1453364.2166
s313,14,3,26933.831,1610161.1948
s313,14,4,26608.3556,1699294.7812
s313,14,5,27098.9366,1793461.6202
s314,3,1,223.401,866377.0844
s314,3,2,397.1192,946209.3683
s314,3,3,397.1192,1205511.2594
s314,3,4,397.1192,1210743.606
s314,4,1,1421.3468,820821.7423
s314,4,2,1547.5499,871284.6134
s314,4,3,1585.0258,932174.1836
s314,4,4,1588.4768,999727.7619
s314,4,5,1769.8956,1223968.459
s314,5,1,247.0444,748651.6377
s314,12,1,793.3543,1042794.9169
s314,12,2,956.1492,1070679.8584
s314,12,3,596.4203,1114353.8736
s314,12,4,596.4489,1143947.5509
s314,12,5,906.6947,1339372.0997
s315,3,1,632.8695,746803.8428
s315,3,2,659.7358,794938.6087
s315,3,3,841.4683,823059.0607
s315,3,4,999.5289,873891.2816
s315,3,5,786.9372,912619.8905
s315,4,1,62.0321,696718.3912
s315,12,1,3953.5378,932720.3588
s315,12,2,3950.4291,1016561.6715
s315,12,3,3455.5988,1076409.097
s315,12,4,4045.9443,1149150.794
s315,12,5,3830.9285,1419516.6199
s318,3,1,383.1157,771971.4802
s318,3,2,397.1192,775634.4648
s318,3,3,397.1192,790826.0288
s318,3,4,374.7021,848347.0774
s318,3,5,649.0121,880495.8573
s318,4,1,554.0675,608664.096
s318,4,2,170.8377,667771.2687
s318,4,3,380.2921,686499.1804
s318,4,4,349.9749,710541.8793
s318,4,5,391.1014,734426.9738
s318,12,1,794.2384,977884.6348
s318,12,2,397.1192,1017876.5821
s318,12,3,377.1549,1071184.5146
s318,12,4,397.1192,1076970.5821
s318,12,5,495.686,1194290.0181
s32,14,1,378.6664,955949.7689
s32,14,2,492.4632,996893.4806
s32,14,3,82.0534,1016901.2268
s32,14,4,701.2902,1045674.7919
s32,14,5,397.1192,1080779.5669
s320,5,1,26.6381,724737.3602
s320,5,2,172.0356,730961.0254
s320,5,3,77.7468,733093.0995
s330,2,1,1059.4504,933275.829
s330,2,2,866.7946,941289.1235
s330,2,3,713.8962,965254.8615
s330,2,4,794.2384,990116.2389
s330,2,5,1124.7909,1016722.4692
s330,3,1,1289.896,727215.5208
s330,3,2,1296.7408,799458.1741
s330,3,3,1094.5305,825676.9935
s330,3,4,1303.9281,867208.4833
s330,3,5,1364.3059,888905.4923
s330,4,1,322.2244,574904.0967
s330,4,2,98.0819,605489.9401
s330,4,3,259.5364,605585.838
s330,4,4,280.7842,680224.128
s330,4,5,214.9304,754826.2963
s330,12,1,3061.5882,1019321.2464
s330,12,2,2417.9952,1094528.5817
s330,12,3,2959.0858,1155375.9108
s330,12,4,2536.7831,1207153.0975
s330,12,5,2851.2783,1299268.5708
s332,2,1,318.4882,935227.4057
s332,2,2,252.0926,963625.1707
s332,2,3,241.8537,1002704.1943
s332,3,1,1632.5126,720339.5872
s332,3,2,1829.4749,790557.0117
s332,3,3,1403.9493,832937.8141
s332,3,4,1720.6978,862556.7364
s332,3,5,1818.409,906881.5387
s332,4,1,400.342,594634.2024
s332,4,2,772.135,630922.5164
s332,4,3,364.0069,662731.3975
s332,4,4,807.8427,680806.6445
s332,4,5,604.9194,749270.5042
s332,12,1,3421.3456,998944.5052
