region,class,bin,capacity,supply_curve_cost_per_mw
s332,12,2,2848.9111,1068623.6062
s332,12,3,3380.3617,1121819.1873
s332,12,4,3099.0359,1176244.795
s332,12,5,3299.3066,1326650.4497
s342,3,1,134.1604,722413.4324
s342,3,2,338.1103,778949.4267
s342,3,3,533.7609,813095.5583
s342,3,4,158.7735,827674.7565
s342,3,5,640.6841,920061.8225
s342,4,1,189.9464,685369.7008
s342,4,2,315.3225,742425.6771
s342,4,3,39.3868,759930.7393
s342,4,4,23.672,790730.9802
s342,5,1,30.4314,653031.3083
s342,11,1,262.474,1096515.0352
s342,11,2,579.3365,1165858.0384
s342,11,3,348.4633,1224532.2408
s342,11,4,413.8606,1295790.9154
s342,11,5,385.7681,1533570.0339
s342,12,1,4842.9495,830936.7495
s342,12,2,4802.6783,968505.9311
s342,12,3,4876.3182,1057079.5345
s342,12,4,4960.6249,1123576.0522
s342,12,5,5011.0489,1305899.9793
s345,2,1,112.3137,688479.916
s345,3,1,0.8556,559204.7012
s345,11,1,134.7878,721539.9047
s345,11,2,511.7715,760715.9738
s345,11,3,567.3294,809310.6038
s345,11,4,358.0178,1232637.1489
s346,2,1,231.3296,644883.584
s346,2,2,49.426,678595.5437
s346,2,3,328.4989,680122.9777
s348,12,1,297.5542,786683.7489
s348,12,2,197.3617,801458.0104
s348,12,3,345.7823,830035.0824
s348,12,4,397.0051,836217.5963
s348,12,5,651.636,889003.2239
s349,1,1,5241.694,1044730.7364
s349,1,2,5162.5496,1260183.433
s349,1,3,5559.6688,1304903.6175
s349,1,4,5162.5496,1350286.8238
s349,1,5,5559.6688,1405991.3717
s349,2,1,2010.2377,690922.3641
s349,2,2,2025.4107,757416.0091
s349,2,3,1981.4891,814295.0226
s349,2,4,1983.9989,859216.1399
s349,2,5,2295.6137,930873.2763
s349,8,1,2382.7152,1448083.3489
s349,8,2,2382.7152,1486595.4378
s349,8,3,2382.7152,1512578.6556
s349,8,4,2382.7152,1540141.1667
s349,8,5,2362.8364,1578372.8583
s349,9,1,5953.3656,1223864.2868
s349,9,2,5955.3906,1331298.3205
s349,9,3,5949.8861,1410138.7904
s349,9,4,5545.9792,1493386.7743
s349,9,5,6122.0929,1602444.5757
s349,10,1,11536.2788,1071252.9712
s349,10,2,11771.2018,1160058.1637
s349,10,3,12088.5778,1232607.9054
s349,10,4,11496.4639,1313853.5799
s349,10,5,12072.4071,1534479.7146
s349,11,1,12528.3637,856222.8256
s349,11,2,12678.1535,1016398.6814
s349,11,3,12318.4532,1147496.587
s349,11,4,12433.4191,1248980.9077
s349,11,5,12605.5117,1430126.8225
s349,12,1,757.7892,827174.7805
s349,12,2,1094.2454,866247.6939
s349,12,3,794.2384,914702.832
s349,12,4,626.8517,931937.5529
s349,12,5,1175.4432,984636.8009
s356,1,1,397.1192,1392073.1622
s356,1,2,397.1192,1409453.6956
s356,1,3,266.7236,1428006.5811
s356,1,4,23.1016,1447428.6449
s356,4,1,229.9607,792316.5205
s356,8,1,2632.2409,1448265.2647
s356,8,2,2427.7776,1467731.0741
s356,8,3,2797.6312,1492289.588
s356,8,4,2391.1002,1529128.8307
s356,8,5,2898.1089,1579197.5172
s356,9,1,2206.2875,1403081.6485
s356,9,2,1998.088,1429260.3831
s356,9,3,1588.4768,1451828.729
s356,9,4,2000.3411,1466444.0571
s356,9,5,2140.7474,1512442.4791
s356,10,1,6317.1728,1088386.4365
s356,10,2,6396.8876,1202091.0549
s356,10,3,6000.4815,1293177.9397
s356,10,4,6228.5597,1351103.5458
s356,10,5,6484.7593,1398624.3758
s356,11,1,6870.7841,861138.9243
s356,11,2,6867.1906,987340.9366
s356,11,3,6887.0124,1110021.9205
s356,11,4,7107.276,1209398.2072
s356,11,5,7045.9284,1295975.3352
s356,12,1,2844.3765,817473.5054
s356,12,2,2776.7542,875750.1583
s356,12,3,2814.715,939026.0652
s356,12,4,2600.3836,996851.1501
s356,12,5,3211.8912,1072928.3166
