region,class,bin,capacity,supply_curve_cost_per_mw
s103,5,4,226.7382,85104.9942
s103,5,5,526.4723,99384.0534
s103,6,1,1957.4908,8899.7288
s103,6,2,1869.6525,30926.5544
s103,6,3,1565.2959,55312.2686
s103,6,4,1982.1672,107178.6049
s103,6,5,1846.2283,197171.3932
s103,7,1,244.1705,173920.6603
s103,7,2,222.1761,179641.3828
s103,7,3,263.2781,242449.1157
s103,7,4,229.1381,246569.6395
s103,7,5,248.477,248383.765
s104,3,1,256.0012,79401.2454
s104,3,2,348.7342,353672.5698
s104,3,3,278.913,366460.9419
s104,4,1,616.3962,321762.9916
s104,4,2,597.0464,339386.3231
s104,4,3,349.9195,352194.7955
s104,4,4,498.7672,390643.8197
s104,4,5,557.4177,441583.6052
s104,5,1,1917.1468,223275.7422
s104,5,2,2075.8868,330587.1188
s104,5,3,1877.8446,390218.9613
s104,5,4,2005.324,418484.5609
s104,5,5,1920.6766,446223.8807
s104,6,1,4383.8728,291795.4657
s104,6,2,4644.1328,351363.2797
s104,6,3,4489.0137,378350.4281
s104,6,4,4574.6798,400619.668
s104,6,5,4694.9576,426461.5779
s104,7,1,2274.6231,290396.3692
s104,7,2,2217.3176,334818.1763
s104,7,3,2299.3091,361345.3774
s104,7,4,2380.3759,380832.3367
s104,7,5,2380.7208,409730.0557
s104,8,1,292.3178,353419.4953
s104,8,2,241.1041,364204.0708
s104,8,3,260.2763,398134.3439
s104,8,4,236.3216,409166.9409
s105,3,1,274.7293,51065.8636
s105,4,1,648.7055,23141.9349
s105,4,2,141.8807,47549.9244
s105,4,3,453.9323,48857.9235
s105,4,4,366.8753,56273.0013
s105,4,5,475.6771,120198.526
s105,5,1,2059.7707,8646.7013
s105,5,2,1966.8606,89514.6424
s105,5,3,1943.4198,376077.1349
s105,5,4,1878.5506,428664.7452
s105,5,5,1977.8429,462961.2206
s105,6,1,5014.8872,110180.8869
s105,6,2,4939.2783,287865.9727
s105,6,3,4881.3978,399287.4386
s105,6,4,4729.534,447871.9309
s105,6,5,5100.2885,488562.5151
s105,7,1,3348.0894,120435.8931
s105,7,2,3375.9028,270318.7364
s105,7,3,3321.2994,354242.8199
s105,7,4,3629.6104,449103.449
s105,7,5,3480.223,490727.0343
s105,8,1,1029.4706,162501.0413
s105,8,2,798.7021,241337.2531
s105,8,3,930.181,359986.6829
s105,8,4,797.5819,441100.8606
s105,8,5,1153.0254,485290.9156
s106,4,1,290.7174,111273.4242
s106,5,1,1620.0247,18920.9042
s106,5,2,1387.1545,78116.5436
s106,5,3,1233.1386,155999.1019
s106,5,4,1265.4687,323150.4319
s106,5,5,1645.0726,413623.5983
s106,6,1,3112.9426,121842.4686
s106,6,2,2721.4987,287199.01
s106,6,3,2956.1643,337480.2158
s106,6,4,2855.1323,390732.7607
s106,6,5,2929.9818,443756.122
s106,7,1,2150.1641,257578.5299
s106,7,2,2337.9759,338315.208
s106,7,3,1917.0968,395820.3573
s106,7,4,2366.8709,423790.5724
s106,7,5,2268.2591,451774.1935
s106,8,1,189.0572,317125.1283
s106,8,2,272.2256,353475.5465
s106,8,3,256.809,388435.6682
s106,8,4,316.4941,426051.4592
s106,8,5,230.73,475022.3906
s107,2,1,276.594,9658.1573
s107,2,2,251.3429,421537.66
s107,3,1,327.3577,63957.5184
s107,3,2,564.8229,254180.8387
s107,3,3,281.6824,377897.6902
s107,3,4,511.1551,407772.8798
s107,3,5,507.5847,445677.408
s107,4,1,450.728,199769.876
s107,4,2,460.5832,335687.8708
s107,4,3,256.3159,378707.5332
s107,4,4,506.2253,402324.5408
s107,4,5,430.9724,441139.9299
s107,5,1,1179.9907,295567.8691
s107,5,2,1076.9264,334406.3998
s107,5,3,995.0441,355039.7803
s107,5,4,968.0862,375511.0476
s107,5,5,1240.7825,410152.2066
s107,6,1,1852.813,262335.7161
s107,6,2,1486.796,287871.523
s107,6,3,1540.515,311466.1607
s107,6,4,1572.9589,338115.0379
s107,6,5,1628.2702,379537.5796
s107,7,1,1472.2078,194585.0322
s107,7,2,1642.9907,231247.9801
s107,7,3,1489.205,257187.3508
s107,7,4,1636.6305,282637.9706
s107,7,5,1571.2931,340682.6357
s107,8,1,750.7067,211815.2354
s107,8,2,348.5952,222191.6179
s107,8,3,535.3203,244448.5116
s107,8,4,470.3253,280499.927
s107,8,5,658.2199,301568.8888
s107,9,1,193.5843,172690.2532
s108,2,1,329.6157,72605.0622
s108,2,2,322.1878,184143.3763
s108,2,3,217.5122,229344.3009
s108,2,4,183.3039,300536.9445
s108,2,5,290.2404,391715.1515
s108,3,1,1105.0811,114126.4162
s108,3,2,788.5098,189903.3486
s108,3,3,689.4666,288824.27
s108,3,4,842.1792,444972.7161
s108,3,5,1075.9186,499479.5575
s108,4,1,609.4618,163061.3164
s108,4,2,907.1903,327513.4353
s108,4,3,764.9266,426321.6291
s108,4,4,731.0809,465631.4074
s108,4,5,791.9287,521152.2513
s108,5,1,1185.4551,250242.4133
s108,5,2,1093.7157,372920.2701
s108,5,3,1048.3104,429967.4806
s108,5,4,1095.3509,451890.4546
s108,5,5,1291.4702,488564.0273
s108,6,1,1333.9675,302748.855
s108,6,2,1321.484,360014.8722
s108,6,3,1427.0277,400768.4627
s108,6,4,1317.132,424489.8227
s108,6,5,1364.863,458576.1803
s108,7,1,437.911,275132.3701
s108,7,2,581.7587,352394.9772
s108,7,3,298.4601,425106.5652
s108,7,4,554.6462,442435.6355
s108,7,5,562.4064,469149.9123
s109,2,1,260.0751,46378.652
s109,3,1,260.532,8361.1959
s109,3,2,260.3347,9644.9678
s109,3,3,335.8464,13344.9809
s109,4,1,540.1278,8782.5868
s109,4,2,232.3048,29951.9033
s109,4,3,416.5158,76171.7052
s109,4,4,276.5583,103467.7788
s109,4,5,353.875,142224.8838
s109,5,1,1347.1214,6489.8028
s109,5,2,1292.4599,31088.813
s109,5,3,1086.5319,51273.9786
s109,5,4,1393.9427,112060.9827
s109,5,5,1365.0996,252059.8398
s109,6,1,4908.1222,44979.0925
s109,6,2,4950.2352,132493.5025
s109,6,3,5145.1879,232938.1987
s109,6,4,4831.3803,336015.7386
s109,6,5,5158.3999,442032.2774
s109,7,1,1708.6828,173070.4563
s109,7,2,1706.0994,336753.4247
s109,7,3,1844.9773,393453.8254
s109,7,4,1759.991,430738.9604
s109,7,5,1725.6928,475921.7024
s11,7,1,362.1256,14206.8022
s11,7,2,385.2566,50613.9084
s11,7,3,107.7277,65956.4183
s11,8,1,148.0667,42740.3144
s11,8,2,289.9075,50450.3456
s11,8,3,6.5316,216382.8998
s11,9,1,139.8582,45685.2355
s11,9,2,253.0692,52174.3956
s11,9,3,239.3679,65530.5993
s11,9,4,294.134,84775.9228
s11,10,1,101.4688,100157.367
s11,10,2,85.0738,109774.9073
s11,10,3,68.272,165488.1972
s11,10,4,44.1269,222822.2239
s110,3,1,327.7334,6908.0776
s110,3,2,327.4661,11951.4172
s110,3,3,265.3159,28549.9389
s110,3,4,275.6169,44882.7329
s110,4,1,724.0535,-3324.827
s110,4,2,307.229,1851.9055
s110,4,3,290.2783,3024.3045
s110,4,4,514.4496,6956.0386
s110,4,5,470.7046,21411.4201
s110,5,1,1700.1621,900.4558
s110,5,2,1275.3028,11985.3908
s110,5,3,1572.4237,21176.2156
s110,5,4,1281.3118,46257.3837
s110,5,5,1670.1167,97887.8122
s110,6,1,3585.515,10772.2047
s110,6,2,3395.0709,42601.9637
s110,6,3,3474.8162,96450.4101
s110,6,4,3431.013,212283.9626
s110,6,5,3415.4122,312113.375
s110,7,1,945.2489,105782.6569
s110,7,2,1178.3342,222118.7491
s110,7,3,999.7703,250363.5816
s110,7,4,1180.7416,282803.6658
s110,7,5,1145.4323,344995.2301
s110,8,1,141.2489,302408.742
s111,3,1,299.463,-790.1219
s111,4,1,164.4556,21193.4207
s111,5,1,697.4912,14766.0692
s111,5,2,594.6973,27488.7115
s111,5,3,433.0709,42478.0937
s111,5,4,417.4986,59095.8243
s111,5,5,669.5404,207787.7585
s111,6,1,1797.5859,33428.3507
s111,6,2,1701.4342,105839.375
s111,6,3,1578.7858,200851.7624
s111,6,4,1737.1834,242217.345
s111,6,5,1714.9309,281537.1928
s111,7,1,270.746,108945.4624
s111,7,2,270.6507,163718.0672
s111,7,3,374.4462,239906.5098
s111,7,4,213.7285,301211.1268
s111,7,5,351.9982,324930.6635
s112,2,1,468.8199,13284.5009
s112,2,2,422.4857,22120.4102
s112,2,3,264.548,27370.3968
s112,2,4,557.3954,39628.5869
s112,2,5,451.3091,54559.174
s112,3,1,521.086,2547.3036
s112,3,2,373.1455,17662.8414
s112,3,3,391.4431,32740.9159
s112,3,4,344.2843,44549.5861
s112,3,5,472.8396,64671.8149
s112,4,1,665.6153,12573.6771
s112,4,2,709.933,30834.1875
s112,4,3,672.2428,39252.0687
s112,4,4,423.6988,45055.6545
s112,4,5,837.222,62963.7499
s112,5,1,1325.981,20040.6669
s112,5,2,1327.122,49895.9696
s112,5,3,1224.4826,78327.6919
s112,5,4,1199.7502,95157.0813
s112,5,5,1255.7418,135256.3572
s112,6,1,1237.7429,38872.2419
s112,6,2,917.8289,63963.6099
s112,6,3,1237.1524,77313.7438
s112,6,4,1056.8048,140640.4493
s112,6,5,1092.3666,229861.2241
s112,7,1,309.1679,75532.6467
s112,7,2,327.9,120469.6982
s112,7,3,233.3524,202306.5791
s112,7,4,142.8772,281334.0783
s112,7,5,460.8483,293089.464
s113,4,1,189.5145,17381.2505
s113,4,2,177.9428,27010.8571
s113,4,3,336.8177,29690.6858
s113,4,4,143.6118,41921.8132
s113,4,5,203.8318,67173.9085
s113,5,1,1104.6896,15254.2164
s113,5,2,1205.524,24469.5398
s113,5,3,1029.5967,33907.2954
s113,5,4,1258.9549,47403.1399
s113,5,5,1144.7131,78739.7358
s113,6,1,1755.9038,25293.7131
s113,6,2,1579.9577,36439.7227
s113,6,3,1666.6323,47891.3567
s113,6,4,1453.8816,66935.2633
s113,6,5,1791.9257,96589.5937
s113,7,1,244.7,58907.8255
s113,7,2,87.4299,81721.1246
s113,7,3,62.4831,128632.5006
s113,7,4,151.6046,150761.3095
s113,7,5,176.4751,181558.2624
s114,1,1,319.5112,-2012.5744
s114,1,2,335.9162,10174.9542
s114,1,3,310.7396,136922.2418
s114,2,1,698.9582,-4458.885
s114,2,2,354.5445,-410.3431
s114,2,3,348.3784,9709.9821
s114,2,4,501.1768,27517.9232
s114,2,5,485.004,219178.8292
s114,3,1,1044.8009,3124.8138
s114,3,2,1285.159,31824.2071
s114,3,3,1045.9169,57312.4303
s114,3,4,1066.7547,118056.7319
s114,3,5,1068.8805,222489.6342
s114,4,1,2338.965,34784.3008
s114,4,2,1978.2572,53311.7083
s114,4,3,1925.039,127488.838
s114,4,4,2111.828,197372.7924
s114,4,5,2435.2862,273004.1339
s114,5,1,3005.8325,39573.6308
s114,5,2,2842.2989,107012.5728
s114,5,3,2715.754,143348.2611
s114,5,4,2626.9845,171424.557
s114,5,5,3008.2832,241122.3156
s114,6,1,3069.8866,44511.9461
s114,6,2,2979.3516,110143.1215
s114,6,3,2764.637,157892.0054
s114,6,4,3055.2693,201853.6114
s114,6,5,2926.801,270700.6219
s114,7,1,996.0407,54105.9965
s114,7,2,1398.5159,122055.6154
s114,7,3,795.7094,224091.5202
s114,7,4,1410.35,305070.9664
s114,7,5,1108.7339,324855.0208
s114,8,1,902.0676,41889.4236
s114,8,2,627.3905,82486.6933
s114,8,3,574.5874,243779.3907
s114,8,4,858.1588,311246.9973
s114,8,5,869.13,328449.5689
s115,2,1,329.4351,9481.4385
s115,3,1,228.3862,71476.92
s115,3,2,295.6717,191508.0464
s115,3,3,355.917,199909.0017
s115,3,4,279.0775,315797.8626
s115,4,1,2125.8093,116528.7061
s115,4,2,1753.2583,167973.6086
s115,4,3,2133.4854,192059.5151
s115,4,4,1983.6589,220813.9329
s115,4,5,2006.0126,283275.6667
s115,5,1,3389.1675,54265.2936
s115,5,2,2985.3375,128240.8149
s115,5,3,3364.8386,179103.0997
s115,5,4,3220.4761,252351.1363
s115,5,5,3338.9566,337403.5539
s115,6,1,4456.2157,144926.364
s115,6,2,4394.5669,244012.6169
s115,6,3,4108.4973,319143.3806
s115,6,4,4295.6256,378161.6556
s115,6,5,4486.7754,445306.609
s115,7,1,1109.0709,148016.0512
s115,7,2,869.5854,250507.1982
s115,7,3,869.333,443061.9915
s115,7,4,971.7891,456471.439
s115,7,5,959.64,465950.9868
s116,2,1,178.6125,38002.9527
s116,2,2,167.3108,57032.7284
s116,3,1,3773.6003,14125.8642
s116,3,2,3500.5238,54173.8567
s116,3,3,3566.1648,223283.5241
s116,3,4,3756.2348,313287.3463
s116,3,5,3758.4312,408304.6116
s116,4,1,7529.8875,88337.2708
s116,4,2,7520.7744,247875.2995
s116,4,3,7274.6994,316769.1314
s116,4,4,7142.0939,375755.3095
s116,4,5,7731.1848,452205.9179
s116,5,1,7091.764,219567.0285
s116,5,2,7148.5684,322016.5242
s116,5,3,7222.0545,371335.0366
s116,5,4,7094.2097,405311.3715
s116,5,5,7141.1095,458390.0585
s116,6,1,2325.1294,303174.6003
s116,6,2,2192.9883,341623.196
s116,6,3,2310.9258,370752.7336
s116,6,4,2063.3859,416880.1523
s116,6,5,2500.1116,478932.1314
s116,7,1,212.4474,321341.3112
s116,7,2,248.2643,362740.6046
s116,7,3,232.2912,379062.6227
s116,7,4,131.9317,427386.0625
s117,3,1,355.2237,2099.1312
s117,3,2,357.4802,12612.1523
s117,3,3,174.3092,18563.3579
s117,3,4,238.1089,45076.3554
s117,3,5,220.1597,49362.3948
s117,4,1,4643.5468,10123.9717
s117,4,2,4388.4179,19234.7641
s117,4,3,4367.249,27084.0843
s117,4,4,4736.4775,42118.3497
s117,4,5,4540.2971,169942.7727
s117,5,1,7540.8264,13915.6204
s117,5,2,7362.9027,44993.3956
s117,5,3,7198.5297,90613.1629
s117,5,4,7392.4373,193530.9893
s117,5,5,7320.0619,369313.8299
s117,6,1,5471.4628,98955.9883
s117,6,2,5344.795,337812.0626
s117,6,3,5229.2982,407664.7346
s117,6,4,5304.7523,440843.594
s117,6,5,5557.0023,474446.9803
s117,7,1,1135.8465,163200.0425
s117,7,2,1017.1095,392769.5639
s117,7,3,941.8218,433631.3906
s117,7,4,1055.2265,468051.8223
s117,7,5,1293.0447,495748.339
s118,2,1,215.2278,15578.6354
s118,2,2,254.4322,21688.0977
s118,2,3,205.1173,26803.8126
s118,2,4,373.9085,34364.0139
s118,2,5,232.5841,64290.6047
s118,3,1,1407.8533,6051.3794
s118,3,2,1075.4446,23293.3705
s118,3,3,1172.6718,32362.0652
s118,3,4,996.2123,48764.6068
s118,3,5,1182.3406,94446.4222
s118,4,1,2583.5184,18755.8987
s118,4,2,2277.6548,44992.7443
s118,4,3,2218.0215,66126.8432
s118,4,4,2585.0836,98917.4152
s118,4,5,2401.6295,165488.2848
s118,5,1,2069.3353,15230.1855
s118,5,2,2127.1823,35526.3023
s118,5,3,1935.1038,60497.6618
s118,5,4,1927.3747,93901.2662
s118,5,5,2186.1749,236406.1153
s118,6,1,907.8734,40169.6749
s118,6,2,771.5399,94997.5353
s118,6,3,851.8669,135989.9707
s118,6,4,599.291,239868.2584
s118,6,5,973.6019,322895.1151
s118,7,1,111.5042,72104.4979
s118,7,2,57.8605,117581.2577
s119,3,1,232.9578,69545.8089
s119,3,2,271.3175,72605.924
s119,4,1,173.008,12131.1227
s119,4,2,206.4574,24086.7584
s119,4,3,166.6963,26363.7708
s119,4,4,261.7176,50635.2095
s119,4,5,240.995,78267.1043
s119,5,1,1266.6417,23279.4439
s119,5,2,1132.9826,31985.2123
s119,5,3,1034.3319,42445.6756
s119,5,4,1214.6962,63881.9768
s119,5,5,1132.475,94634.5911
s119,6,1,1655.5255,31515.3725
s119,6,2,1539.0447,53535.2884
s119,6,3,1487.5928,66602.1313
s119,6,4,1568.072,90775.3743
s119,6,5,1575.8052,153229.7129
s119,7,1,146.0731,80812.7831
s119,7,2,102.4133,96637.5071
s12,6,1,321.3622,36179.087
s12,6,2,106.5713,76053.8445
s12,7,1,267.7627,23823.5249
s12,7,2,296.5703,42265.6951
s12,8,1,347.9119,5748.7621
s12,8,2,360.3119,6261.8528
s12,8,3,364.2657,7120.8287
s12,8,4,341.8874,11269.4021
s12,8,5,13.8262,249519.8061
s12,9,1,1177.5615,7147.4341
s12,9,2,788.1746,20936.4008
s12,9,3,1089.0934,28533.4581
s12,9,4,774.3207,52758.8735
s12,9,5,1098.7986,116982.7338
s12,10,1,785.5568,15748.648
s12,10,2,629.7305,67951.4892
s12,10,3,563.682,103565.8235
s12,10,4,529.8335,128412.789
s12,10,5,577.6527,182654.6967
s120,5,1,221.2238,31307.1536
s120,5,2,146.8512,66751.7901
s120,5,3,182.6915,89444.0551
s120,5,4,96.4424,184067.3292
s120,6,1,3002.7629,31343.5714
s120,6,2,2745.2175,72990.9964
s120,6,3,2716.3601,102654.62
s120,6,4,2621.0538,135569.5383
s120,6,5,2872.8979,191347.2863
s120,7,1,2378.0927,51667.0305
s120,7,2,2271.1809,142987.8497
s120,7,3,2415.3252,181698.975
s120,7,4,2454.5258,224447.3254
s120,7,5,2387.1234,261842.9435
s120,8,1,6.9012,237895.8496
s120,8,2,8.6751,248143.3711
s121,4,1,156.5428,31579.4417
s121,5,1,949.8555,10821.9358
s121,5,2,621.4715,19070.6114
s121,5,3,856.4008,34502.496
s121,5,4,761.3912,61761.7501
s121,5,5,791.885,115413.8797
s121,6,1,2251.7741,29262.126
s121,6,2,2062.7241,59953.3591
s121,6,3,2051.1696,73321.178
s121,6,4,2073.473,102302.8517
s121,6,5,2086.7687,158705.6927
s121,7,1,308.0567,41664.7502
s121,7,2,257.2306,52550.804
s121,7,3,92.3823,101261.3211
s121,7,4,35.0644,173160.1399
s121,7,5,29.6623,193652.1271
s122,3,1,146.9878,42848.5091
s122,5,1,303.727,29890.4901
s122,5,2,141.5815,40639.9296
s122,5,3,116.2918,47431.3293
s122,5,4,247.2814,49566.4055
s122,5,5,215.5943,69333.5084
s122,6,1,1644.8783,27005.3669
s122,6,2,1748.6226,37526.4054
s122,6,3,1497.5331,49558.8617
s122,6,4,1661.6495,60986.802
s122,6,5,1670.7786,101094.81
s122,7,1,73.2419,99024.0636
s122,7,2,144.7529,101899.267
s122,7,3,62.8217,105567.8229
s122,7,4,47.0827,134682.5671
s123,2,1,243.3728,12320.7552
s123,3,1,474.9597,-4114.0898
s123,3,2,569.9605,11170.836
s123,3,3,246.932,12386.7759
s123,3,4,530.148,26933.0523
s123,3,5,362.4519,40191.3443
s123,4,1,970.7285,12257.6375
s123,4,2,811.1784,29812.8206
s123,4,3,774.623,39935.5168
s123,4,4,753.614,57002.9475
s123,4,5,888.6239,83555.5018
s123,5,1,431.5217,24396.983
s123,5,2,471.0219,28710.2344
s123,5,3,403.5301,39302.6299
s123,5,4,481.8123,51297.6172
s123,5,5,502.8711,81143.2365
s123,6,1,305.1953,24724.6197
s123,6,2,332.7548,35323.7976
s123,6,3,401.8441,48150.1854
s123,6,4,367.6764,61778.2029
s123,6,5,328.2542,68683.9825
s124,5,1,165.6524,26379.1991
s124,5,2,92.8996,85897.5956
s124,5,3,27.8568,208176.9142
s124,6,1,954.1103,48187.5735
s124,6,2,847.7551,82954.2137
s124,6,3,849.6173,110900.2158
s124,6,4,829.9965,147895.3112
s124,6,5,856.7496,208703.4904
s124,7,1,300.4422,112071.9726
s124,7,2,259.885,147283.2768
s124,7,3,225.3539,183471.1058
s124,7,4,229.0196,215718.9906
s124,7,5,258.3887,234245.4887
s125,4,1,6.1678,241866.9459
s125,4,2,13.6675,247370.3047
s125,5,1,60.262,153024.4931
s125,5,2,26.3699,250583.4637
s125,5,3,27.8174,259450.2961
s125,5,4,22.1839,275580.9183
s125,6,1,210.5512,92673.5885
s125,6,2,205.5616,154884.2114
s125,6,3,179.3343,203060.3451
s125,6,4,196.0565,226430.6469
s125,6,5,186.7576,262667.786
s125,7,1,337.1549,151959.041
s125,7,2,255.1053,217842.1442
s125,7,3,271.0337,233246.2279
s125,7,4,256.8015,260107.6516
s125,7,5,273.5194,351891.1672
s125,8,1,50.6944,137073.9814
s125,8,2,99.8028,174181.9271
s125,8,3,54.1608,219272.6746
s125,8,4,52.5614,247230.0043
s125,8,5,53.5042,299942.1753
s126,6,1,69.2912,168555.3839
s126,6,2,32.9143,213450.7581
s126,6,3,29.8285,215101.2353
s126,6,4,35.9192,219512.9234
s126,6,5,39.0372,226036.1763
s126,7,1,79.7247,150930.4916
s126,7,2,67.6495,198005.4381
s126,7,3,66.5588,218236.5911
s126,7,4,58.7703,224481.7831
s126,7,5,60.9638,235609.8252
s126,8,1,49.5334,161442.3975
s126,8,2,14.6024,218266.4014
s126,8,3,26.1106,219716.3365
s126,8,4,10.1703,226245.6158
s126,8,5,19.4286,238234.3538
s126,9,1,28.2349,200504.9395
s126,9,2,13.7035,240797.9395
s127,6,1,57.3169,160906.9698
s127,6,2,21.8197,217034.8292
s127,6,3,22.6252,219414.7337
s127,6,4,22.5215,221494.415
s127,6,5,35.9568,222854.709
s127,7,1,154.27,90220.6084
s127,7,2,56.1235,108768.9966
s127,7,3,63.3258,111909.0233
s127,7,4,105.0795,117936.9682
s127,7,5,103.4247,168219.9148
s127,8,1,12.8554,216834.0034
s127,8,2,19.526,217537.0762
s128,5,1,342.2908,27671.6008
s128,5,2,280.9408,42254.4441
s128,5,3,340.9608,57036.6841
s128,5,4,302.0903,76972.424
s128,5,5,339.2912,86918.9564
s128,6,1,1000.9357,45144.0329
s128,6,2,792.5644,62073.2422
s128,6,3,892.7604,85304.915
s128,6,4,917.8238,106037.812
s128,6,5,902.9574,152198.937
s128,7,1,572.4565,35377.9038
s128,7,2,389.1157,50147.5769
s128,7,3,461.2571,69746.7893
s128,7,4,431.7148,82684.9542
s128,7,5,550.5891,127602.2294
s128,8,1,128.3599,59584.7772
s128,8,2,55.2577,114654.9378
s129,6,1,352.3677,47340.0744
s129,6,2,92.9891,84655.5958
s129,6,3,133.9192,102193.5469
s129,6,4,114.7988,115246.0649
s129,6,5,138.7659,193993.6967
s129,7,1,585.9575,42109.0384
s129,7,2,448.153,75000.8377
s129,7,3,449.4329,96623.2135
s129,7,4,447.1043,111409.0763
s129,7,5,505.8694,166185.9729
s129,8,1,153.9752,129161.5663
s129,8,2,102.685,163026.9225
s129,8,3,119.1222,184547.5925
s129,8,4,103.1479,223335.0446
s129,8,5,122.7588,250140.3015
s129,9,1,117.0874,119429.1613
s129,9,2,43.0465,158905.2391
s129,9,3,93.6464,186621.1628
s129,9,4,66.1691,234980.333
s13,6,1,89.2537,104006.3637
s13,6,2,107.865,134855.8829
s13,6,3,5.8789,256944.1236
s13,7,1,228.5874,26522.07
s13,7,2,351.1457,86355.684
s13,7,3,307.308,111907.5746
s13,7,4,6.4881,231274.4473
s13,7,5,28.9323,276443.1689
s13,8,1,866.5814,49458.6258
s13,8,2,656.1746,67841.8788
s13,8,3,998.3607,92140.9274
s13,8,4,645.623,116099.1653
s13,8,5,973.6877,148927.3876
s13,9,1,1894.0487,30332.2958
s13,9,2,1618.163,67711.1711
s13,9,3,1657.1825,89631.045
s13,9,4,1637.0231,120706.473
s13,9,5,1724.8469,146281.311
s13,10,1,5174.7875,29161.898
s13,10,2,4947.94,105128.3186
s13,10,3,5021.7043,177602.1928
s13,10,4,4969.5123,261927.3287
s13,10,5,4959.2488,315475.3845
s130,6,1,370.3761,52052.7182
s130,6,2,198.4076,81508.7402
s130,6,3,266.7054,118516.6336
s130,6,4,241.3425,180854.2029
s130,6,5,255.5217,224257.617
s130,7,1,1123.3821,76728.3472
s130,7,2,1035.6183,104751.1968
s130,7,3,1059.6438,126620.7495
s130,7,4,1052.8448,172435.1963
