region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_MW,capital_adder_per_MW,dist_km,reinforcement_dist_km
p01001,2,71325,3297.994,47941.212,48908.716,-967.504,16.326,144.287
p01001,2,71326,3714.71,12027.641,12232.542,-204.902,3.613,144.287
p01001,2,71327,3666.23,35533.343,28934.701,6598.642,9.473,144.287
p01001,2,71328,3723.78,54588.881,29341.834,25247.048,9.91,135.716
p01001,2,71706,3584.853,36558.486,42610.056,-6051.569,13.784,144.287
p01001,2,71707,3279.816,55208.41,48209.369,6999.04,17.54,144.287
p01001,2,71708,3027.218,95385.868,37103.196,58282.671,12.124,152.979
p01001,2,72086,3844.473,60841.898,55772.26,5069.637,23.487,181.364
p01001,2,72087,3641.8,45457.403,30114.275,15343.128,11.814,181.364
p01001,2,72088,2981.037,109930.585,21688.362,88242.224,8.197,181.364
p01001,2,72466,3663.879,34774.153,20230.168,14543.986,3.88,215.801
p01003,2,77019,1083.958,62131.103,65736.046,-3604.942,20.441,95.199
p01003,2,77020,4390.137,85189.712,90220.629,-5030.916,32.356,95.199
p01003,2,77399,2236.643,66742.831,73470.671,-6727.84,22.898,95.199
p01003,2,77400,4818.985,77512.861,84681.768,-7168.906,33.241,55.472
p01003,2,77779,2543.485,40128.493,37888.616,2239.877,6.034,69.568
p01003,2,77780,4211.981,61413.468,60613.968,799.499,10.869,102.564
p01003,2,78159,2501.898,25833.101,26745.132,-912.031,3.933,63.425
p01003,2,78160,3913.676,119286.363,49495.541,69790.822,7.747,72.318
p01003,2,78161,4593.005,73248.57,72954.265,294.305,13.111,92.669
p01003,2,78539,2667.933,69733.486,47467.653,22265.833,7.645,76.996
p01003,2,78540,3896.92,96251.777,37046.005,59205.772,5.665,76.996
p01003,2,78541,4475.99,86685.073,80618.051,6067.021,35.473,121.884
p01003,2,78918,26.499,805443.032,646537.424,158905.608,18.478,30.862
p01003,2,78919,2471.321,137756.613,64165.072,73591.541,26.17,121.884
p01003,2,78920,4229.267,100109.095,45080.396,55028.698,21.611,121.884
p01003,2,78921,4763.96,68761.631,51033.141,17728.49,24.274,121.884
p01003,2,78922,3621.829,68714.892,50879.196,17835.696,23.036,144.544
p01003,2,79301,3551.929,76734.865,12641.304,64093.561,1.844,121.748
p01003,2,79302,4437.227,59268.958,29956.903,29312.055,10.621,144.544
p01003,3,79299,877.155,643037.464,45421.331,597616.133,16.653,121.884
p01003,3,79300,3337.825,161028.375,10729.835,150298.54,1.611,113.719
p01003,3,79679,304.567,614641.032,76610.067,538030.966,14.504,121.884
p01003,3,79680,2844.082,151280.096,11224.724,140055.372,3.964,121.884
p01003,3,79681,3161.47,148369.417,24357.93,124011.487,4.243,130.882
p01003,3,79682,3551.859,55795.725,9156.599,46639.126,3.386,144.544
p01003,3,80059,658.837,268552.475,84871.917,183680.558,20.941,121.884
p01003,3,80060,2598.823,198300.835,38927.953,159372.882,15.782,121.884
p01003,3,80061,2323.213,301850.077,40629.599,261220.478,17.656,144.544
