,,upvsc1,upvsc2,upvsc3,upvsc4,upvsc5
p150,class3,259665.986128849,601379.810559391,763453.571655007,846803.584768261,948841.173605688
p150,class4,38681.2588729032,61597.8831325807,94487.3325976762,136826.301673224,283574.333332112
p151,class1,435066.561987849,506514.758593556,557591.672686408,602519.068901972,672986.685335983
p151,class2,546317.576360406,939737.481187103,1329644.72979613,1770308.4804787,2441411.39997392
p151,class3,268019.20540095,487457.568527731,670701.982744304,888047.034288306,1163450.11385914
p152,class2,508779.9779,514015.322,0,0,0
p152,class3,249389.942579286,489393.144545323,574698.256175503,627988.057364566,683390.964243845
p152,class4,92080.57168,0,0,0,0
p153,class2,129574.528854134,239135.449140263,324498.135965609,434140.110034042,642542.098335061
p154,class1,214180.60244125,303985.500380718,383196.738521723,481913.197819154,633527.759602499
p154,class2,232658.029403881,406442.48435334,546701.173634987,734354.581178244,1021366.29720783
p154,class3,681572.65012753,726342.357295074,759145.767333273,796789.892926556,846502.981771505
p157,class6,81637.50332,233770.88,347087.4682,440545.5421,545237.0414
p157,class7,122031.8343,226451.1071,301559.865,381690.8709,498980.5503
p158,class6,89986.3048,144567.7461,191803.6209,254574.7225,335140.5942
p158,class7,71638.30962,132397.6338,204377.5207,287429.1149,357953.1412
p159,class6,68578.58944,134836.4955,191884.024,253493.0326,309077.327
p159,class7,66387.16451,122335.3678,195726.5163,274266.5497,349658.6574
p160,class6,57562.68744,104138.5934,149236.2813,191072.8526,229723.9525
p160,class7,21374.5777,73755.09039,124981.025,189947.4346,213563.7739
p161,class5,54075.06137,78386.23845,87975.4541,169026.2499,284798.7767
p161,class6,55228.83525,94152.48701,133534.7028,191967.6372,240378.8994
p161,class7,86738.8554,162058.0715,0,0,0
p162,class5,58067.27945,113820.4027,129840.9639,152356.9203,186905.8875
p162,class6,42830.65554,82126.2045,122001.726,166469.7685,227308.2377
p162,class7,67688.51619,138028.6021,149656.7729,0,0
p163,class6,117725.7903,237693.986,307466.474,391529.249,440518.0536
p163,class7,69202.317,132195.2695,185109.6555,250763.797,405494.7323
p164,class5,229678.3097,241683.8114,0,0,0
p164,class6,88259.25703,149521.355,231338.9742,288342.9852,372900.033
p164,class7,108063.2412,200007.0724,251263.6507,300495.7661,383921.1742
p165,class5,406342.9222,446821.7612,473749.1634,489599.5738,512811.0057
p165,class6,157555.4273,265896.8917,337297.4851,411247.7164,535788.1509
p165,class7,159585.5257,293249.5421,387812.9966,457074.3085,528211.8862
p166,class5,156261.118,201488.9116,237523.3225,266563.6014,290240.1576
p166,class6,93317.86283,148310.1587,212528.5365,274420.0206,324964.0593
p166,class7,79726.80428,152306.0571,209846.6253,261192.936,320824.52
p167,class5,251280.2959,341872.2514,478251.6243,503965.4325,519810.8783
p167,class6,175901.1486,321955.5544,418467.3186,472861.9908,527062.8943
p167,class7,101936.5725,189159.6575,248322.9206,300810.9855,378036.8948
p167,class8,20077.86281,38575.54527,48774.09295,63521.94532,188675.6241
p168,class5,87496.40929,127265.4471,166434.2331,210094.8243,269080.5422
p168,class6,91372.91889,202174.0752,292645.308,373752.3671,464811.0297
p168,class7,20774.81205,410748.1852,485242.1745,544569.9583,591387.829
p169,class5,30876.84022,167269.4623,300317.0699,414059.154,473875.9918
p169,class6,155409.7199,219473.2622,295901.1686,373625.5519,447401.0413
p170,class5,32400.45619,66485.1573,92282.88428,114872.4312,152135.0889
p170,class6,39105.50606,66464.22455,93773.97612,118614.1132,152119.728
p171,class5,66723.76383,171391.6063,236180.3365,294647.9129,344031.8601
p171,class6,87600.52618,167933.0385,222506.7856,285921.1164,342430.6685
p172,class5,61301.58089,120948.5884,183444.1821,256150.5649,325743.8999
p172,class6,147529.6157,229986.6911,281523.8236,340511.2107,408149.6959
p172,class7,144445.0492,230574.2886,296582.4454,354472.5662,456188.8913
p173,class6,43133.85716,97228.2658,150969.2768,198827.6604,274503.3923
p173,class7,50908.7528,117298.417,160364.1962,200223.7653,258056.3023
p174,class5,40579.0297,73802.33541,104455.8314,127381.483,193564.7341
p174,class6,76371.92044,137379.0916,144327.553,152002.7032,173351.6239
p175,class4,100554.2846,161551.4898,179490.6888,199195.5646,220689.4529
p175,class5,82670.5845,135964.7643,180106.624,240877.0515,319712.9866
p175,class6,148251.0139,184726.8115,203693.2755,223422.4214,240893.4108
p176,class3,40324.33066,44437.44182,54350.42573,57146.5449,0
p176,class4,31677.41237,43212.55225,56268.05384,68014.39903,76825.02443
p176,class5,30143.18601,52092.35568,70238.05688,87002.48037,99056.1698
p176,class6,30636.82878,0,0,0,0
p177,class4,165032.2601,0,0,0,0
p177,class5,90107.80273,142296.935,194041.6713,231293.7916,295723.2079
p177,class6,70675.36595,117924.1153,167519.8281,221369.9209,278921.0387
p177,class7,57899.86609,213977.276,230024.7757,259615.9071,286225.9506
p178,class5,52206.24179,124959.7826,222907.0927,287813.2245,331787.1565
p178,class6,63986.62332,151938.029,211529.5945,295793.3972,374231.6483
p178,class7,72565.92636,126975.6171,203812.9793,264619.56,334488.3323
p179,class5,59332.32994,78351.43912,166637.6854,194290.892,293275.8368
p179,class6,86337.30211,158342.8867,208303.6061,272886.3563,334327.9235
p179,class7,67671.78148,146846.5829,216890.3535,269386.533,395634.1269
p180,class6,72862.30552,171228.2028,240773.8537,298490.4902,386812.7375
p180,class7,129341.1274,240125.1904,340482.0199,416381.6955,488495.7501
p181,class5,52843.71466,158600.2863,179356.73,200477.9188,240609.0459
p181,class6,69652.108,156785.5023,210310.9248,246454.7923,287675.9523
p181,class7,96404.4738,195975.4722,275958.7383,340730.906,402518.7074
p182,class6,43178.58633,117032.7527,139047.7517,174488.9921,204800.4938
p182,class7,48438.40858,90661.00141,123384.9846,162903.7428,219177.7893
p183,class5,94812.7374,108455.9715,0,0,0
p183,class6,37053.08697,69135.68672,96351.12383,120541.2301,171428.2707
p184,class5,44671.41567,98308.77567,149564.4778,235452.2745,306412.7909
p184,class6,68097.23447,129637.6544,204426.8048,259167.1383,308636.29
p184,class7,35970.20001,147899.6803,201084.2885,250226.2693,295948.6573
p185,class4,143971.4373,175179.5254,191166.712,299318.3474,304659.766
p185,class5,64844.1408,147304.6825,205229.4853,264423.0275,330168.0639
p185,class6,48600.39759,113730.2595,182184.3144,253894.5983,301499.7079
p185,class7,96432.39057,187187.1719,214767.8514,242494.2682,271988.5475
p186,class6,35833.19798,65318.72884,97481.31761,165629.1324,204910.6993
p186,class7,50129.8147,97489.10831,131558.6242,169732.9326,219795.4359
p187,class3,75916.11136,141514.1798,149896.669,160524.5905,196543.8009
p187,class4,54973.87633,118268.3502,148876.1592,181405.1886,215968.5866
p187,class5,32276.70737,113168.6114,171671.6383,221559.1402,258721.9254
p187,class6,51296.85095,115583.5657,173732.7889,237529.7356,325470.8187
p187,class7,41505.28826,175416.9574,203888.1924,250194.4067,359858.5487
p188,class4,52220.11048,91028.0368,123462.6468,154396.8048,191878.7527
p188,class5,57818.44223,94623.25813,131135.7096,171485.4262,214587.4495
p188,class6,225451.196,234336.1357,242314.0174,247262.6095,252688.5205
p188,class7,211511.3248,0,0,0,0
p189,class3,45051.21128,141633.2619,154695.3059,225653.7621,240156.2505
p189,class4,47163.5681,114165.6997,156369.8183,224291.0188,259680.42
p189,class5,53041.42361,106536.9519,153926.5317,210173.715,270869.5624
p189,class6,26273.4454,79056.69701,106926.3034,134934.091,182638.478
p190,class2,233825.5377,239060.7455,0,0,0
p190,class3,44383.85129,163118.3541,213158.0104,240742.1292,257271.1093
p190,class4,52899.7597,90268.36771,142385.437,201984.6232,240841.192
p190,class5,48808.69052,76681.41977,114203.416,175283.7349,218980.6888
p190,class6,58771.25901,100227.9121,140579.8158,175867.5447,226679.9152
p190,class7,69607.81225,128898.9151,190015.6238,246727.7877,296943.9912
p191,class5,44756.18722,121821.1554,166531.0951,207950.8102,291153.8392
p191,class6,62448.41001,140613.513,203710.4164,283376.908,349788.5093
p191,class7,31547.37059,149340.881,215273.8305,285597.7386,349273.6624
p192,class3,98009.78626,200021.8109,208386.7888,0,0
p192,class4,96403.7238,163917.3225,187435.17,208199.1958,242894.9885
p192,class5,110562.6449,167228.6535,218598.798,254313.9588,286459.1497
p192,class6,89766.49986,148506.3311,230545.0474,302375.3134,380997.6273
p192,class7,105120.4373,167430.2425,216991.9436,310191.9143,360815.3297
p193,class3,33006.38663,54331.13342,0,0,0
p193,class4,99155.84127,155394.1471,193550.1038,235656.3793,285535.8909
p193,class5,54582.58185,113716.9787,166502.7722,217597.7537,269189.9002
p194,class3,67827.68903,0,0,0,0
p194,class4,36456.50146,137786.8402,166455.6529,179370.0998,217419.6379
p194,class5,58474.14296,105366.8186,140850.5623,177626.6965,212924.8975
p194,class6,54517.98928,95076.06519,134512.0867,185634.5814,259365.9403
p195,class2,386102.6238,0,0,0,0
p195,class3,34359.14574,108855.0037,218650.7665,236201.7229,379120.0591
p195,class4,67389.14913,108373.2695,227843.121,281665.7655,348039.547
p195,class5,88578.70872,202690.3849,279194.772,377503.7499,521930.1433
p195,class6,72634.60167,160514.5929,243109.9549,316472.8464,409064.1
p195,class7,33934.04485,76719.55045,112064.2218,133098.1858,374239.2967
p196,class3,326626.4581,0,0,0,0
p196,class4,132147.3216,237545.3987,262197.6222,284410.6171,319263.4667
p196,class5,98041.15709,156306.476,254568.0466,297397.2787,354278.4371
p196,class6,72695.48513,174308.936,264475.2619,374301.7932,446992.8261
p196,class7,94415.99956,179758.7047,290513.5241,400228.549,461351.1984
p197,class1,73848.14345,0,0,0,0
p197,class5,221312.6517,265856.8751,329184.4772,475601.2816,641167.809
p197,class6,91969.62338,194093.8415,272481.9441,331120.6054,409203.8922
p198,class5,77400.63232,140457.5731,211565.759,257559.2459,297795.4931
p198,class6,79961.4174,124526.5902,173981.0276,230595.4351,305601.5608
p199,class5,72393.34506,128534.4113,192905.0399,253638.2398,326816.4191
p199,class6,49229.7217,84325.36094,140946.2854,188181.6914,270639.6624
p200,class5,60977.4593,118693.3545,159230.9475,201367.6776,276468.9005
p200,class6,69840.69223,195636.5397,231532.8541,297592.9514,319432.8389
p201,class5,5166.87716,8783.111153,24070.4575,45339.78509,61631.38924
p201,class6,29651.66622,73834.90774,106219.3906,135158.37,161941.9326
p202,class4,475808.8502,489822.3612,0,0,0
p202,class5,89030.06678,166974.1162,313980.5803,447289.3835,974909.8959
p202,class6,86388.97062,168114.8832,316002.8913,449006.6285,930249.4097
p202,class7,142590.9805,232199.6855,384639.494,523442.0306,1015726.127
p203,class6,33856.511,71756.3877,95998.99805,117239.088,178293.5533
p203,class7,31835.35176,58109.14077,86025.2157,113893.3109,148071.1883
p204,class7,43559.59409,71745.279,98153.25268,127524.5455,179158.821
p205,class6,100487.2241,182172.6598,299034.5649,460228.713,582136.8512
p205,class7,108899.5533,242506.605,371703.3798,501388.9499,672087.0002
