region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,dist_km
i3105,10,3105,8.096,3879521.706,23.887
i3442,9,3442,61.622,775564.288,39.268
i3443,9,3443,283.166,301765.7,29.664
i3444,9,3444,189.557,360552.058,22.695
i3445,9,3445,146.646,488103.41,20.985
i3446,8,3446,143.819,510443.804,19.771
i3448,10,3448,8.448,3197604.546,11.628
i3449,10,3449,151.184,138366.653,8.908
i3450,10,3450,257.766,12563.783,5.76
i3451,10,3451,131.638,134087.792,5.76
i3452,10,3452,18.945,2610094.769,14.938
i3453,9,3453,25.311,1313705.413,8.43
i3454,9,3454,38.878,254891.93,5.76
i3456,10,3456,72.688,128597.72,5.76
i3457,10,3457,145.438,102486.86,5.76
i3458,10,3458,234.076,104179.373,6.236
i3459,10,3459,201.079,92880.386,7.397
i3460,9,3460,174.886,163197.804,10.265
i3461,10,3461,162.974,52777.453,5.76
i3468,10,3468,7.696,3436771.985,24.283
i3469,10,3469,154.122,210796.976,16.755
i3470,10,3470,181.539,177204.708,16.83
i3471,10,3471,109.134,560898.117,35.726
i3472,10,3472,184.474,203440.574,23.474
i3473,10,3473,184.693,113919.67,16.164
i3474,10,3474,327.539,21088.579,5.76
i3475,10,3475,335.065,42779.055,8.815
i3476,10,3476,292.104,117540.601,21.006
i3477,10,3477,298.687,193038.212,39.287
i3478,10,3478,331.489,224163.116,52.167
i3479,10,3479,335.651,252003.22,21.637
i3480,10,3480,357.276,276903.956,28.824
i3481,10,3481,371.084,368549.023,75.288
i3482,10,3482,247.82,431775.524,34.694
i3483,10,3483,346.972,251219.515,40.429
i3484,10,3484,283.505,213336.229,26.964
i3485,10,3485,197.248,143921.682,17.605
i3486,10,3486,189.317,61945.21,5.76
i3487,10,3487,56.609,279497.072,5.76
i3488,10,3488,87.086,242658.68,10.698
i3822,9,3822,8.307,8651532.789,49.918
i3823,9,3823,248.881,520633.591,45.001
i3824,10,3824,189.949,471234.903,46.441
i3825,10,3825,96.046,706323.878,61.295
i3830,10,3830,125.272,302997.551,21.511
i3831,10,3831,308.088,100795.12,5.76
i3832,10,3832,257.461,16087.061,5.76
i3833,9,3833,110.819,120985.292,5.76
i3834,8,3834,57.67,477283.359,5.76
i3835,9,3835,14.352,1188707.811,9.749
i3836,10,3836,158.836,57617.87,5.76
i3837,10,3837,90.35,107936.948,5.76
i3838,10,3838,244.317,11529.179,5.76
i3839,10,3839,93.517,217345.683,7.719
i3840,10,3840,89.575,150272.805,5.76
i3841,10,3841,111.761,147643.51,5.76
i3842,10,3842,11.004,2692567.131,14.681
i3848,10,3848,31.092,936231.289,19.455
i3849,10,3849,207.078,84870.566,5.76
i3850,10,3850,206.755,119348.614,5.76
i3851,9,3851,140.144,360927.848,17.755
i3852,10,3852,225.167,170617.487,18.325
i3853,10,3853,271.784,71137.599,6.202
i3854,10,3854,363.831,15195.486,5.76
i3855,10,3855,361.165,62296.534,14.806
i3856,10,3856,367.537,82668.851,25.204
i3857,10,3857,338.51,174764.464,38.588
i3858,10,3858,277.078,151615.995,11.436
i3859,10,3859,331.51,94927.395,8.849
i3860,10,3860,146.533,313906.36,19.241
i3861,10,3861,314.792,388062.733,64.44
i3862,10,3862,264.12,265821.305,21.683
i3863,10,3863,265.007,306481.372,45.618
i3864,10,3864,323.466,137114.584,19.562
i3865,10,3865,329.032,80035.161,9.163
i3866,10,3866,90.417,175065.633,5.76
i3867,10,3867,109.282,124634.019,5.76
i3868,10,3868,83.597,426546.655,17.12
i3869,10,3869,67.917,994107.158,31.341
i3870,9,3870,155.11,726779.61,116.211
i3871,8,3871,119.359,768913.542,58.345
i3872,10,3872,48.223,864904.949,47.261
i3873,10,3873,25.772,1796657.212,52.976
i4203,9,4203,288.962,576814.697,108.257
i4204,10,4204,325.28,536941.108,114.59
i4205,10,4205,349.336,581994.804,125.556
i4211,10,4211,108.971,354405.055,16.804
i4212,10,4212,217.502,70986.39,5.76
i4213,9,4213,140.042,76855.066,5.76
i4214,9,4214,48.84,414303.666,5.76
i4215,9,4215,144.008,61319.466,5.76
i4216,10,4216,69.729,222353.862,5.867
i4217,10,4217,77.585,122013.844,5.76
i4218,10,4218,204.359,63912.336,5.76
i4219,10,4219,134.917,294910.771,22.336
i4221,10,4221,29.647,1105833.177,15.486
i4228,10,4228,96.293,312534.991,24.081
i4229,10,4229,314.011,120365.206,8.492
i4230,10,4230,245.404,60834.409,5.76
i4231,10,4231,266.766,139395.3,5.76
i4232,10,4232,206.603,166179.949,19.555
i4233,10,4233,325.835,37918.827,5.76
i4234,10,4234,328.754,52034.477,7.204
i4235,10,4235,369.674,82478.288,19.476
i4236,10,4236,361.824,129382.309,36.779
i4237,10,4237,368.691,153984.407,45.141
i4238,10,4238,329.69,118726.618,10.656
i4239,10,4239,349.165,64681.899,5.76
i4240,9,4240,146.355,170690.699,5.76
i4241,10,4241,233.263,290757.985,9.927
i4242,10,4242,222.701,146903.707,8.672
i4243,10,4243,312.147,154657.912,23.468
i4244,10,4244,325.044,80864.882,8.638
i4245,10,4245,304.449,15758.33,5.76
i4246,10,4246,259.937,8340.775,5.76
i4247,10,4247,176.588,163042.063,8.375
i4248,10,4248,121.448,401593.32,18.503
i4249,10,4249,166.672,566517.953,40.566
i4250,10,4250,245.173,615780.355,51.234
i4251,8,4251,94.681,630277.279,53.647
i4252,10,4252,56.251,662120.833,37.081
i4253,9,4253,191.578,331240.494,36.592
i4254,10,4254,101.496,464541.441,35.341
i4255,7,4255,161.875,744346.697,46.443
i4256,7,4256,183.506,783619.606,107.16
i4257,10,4257,84.088,1154420.016,70.371
i4258,10,4258,43.359,2097726.66,77.878
i4583,9,4583,226.866,622989.61,95.777
i4584,10,4584,251.687,649115.694,107.252
i4585,10,4585,143.721,1112619.267,121.874
i4591,10,4591,8.076,3516673.768,12.31
i4592,10,4592,164.247,48552.952,5.76
i4593,10,4593,137.746,175525.436,7.601
i4594,9,4594,53.568,446184.488,11.835
i4595,9,4595,60.602,292756.456,8.073
i4596,10,4596,13.65,476817.933,5.76
i4597,10,4597,65.343,152078.25,5.76
i4598,10,4598,230.285,143665.473,16.569
i4599,10,4599,108.759,386778.761,21.163
i4600,10,4600,56.871,848154.685,30.095
i4608,10,4608,32.145,1176783.087,24.242
i4609,10,4609,234.178,194388.922,11.261
i4610,10,4610,323.841,75602.796,5.76
i4611,10,4611,278.931,127572.177,5.761
i4612,10,4612,315.983,13699.355,5.76
i4613,10,4613,330.826,14129.518,5.76
i4614,10,4614,343.928,41969.247,9.358
i4615,10,4615,330.943,112398.155,21.475
i4616,10,4616,373.22,152232.518,37.307
i4617,10,4617,305.709,247633.667,53.454
i4618,10,4618,272.941,192966.759,20.629
i4619,10,4619,161.519,253950.733,10.995
i4620,10,4620,163.67,258039.478,7.949
i4621,10,4621,186.786,32926.447,5.76
i4622,10,4622,177.938,36642.405,5.76
i4623,10,4623,233.541,77041.016,6.326
i4624,10,4624,245.337,22172.022,5.76
i4625,10,4625,369.635,-606.345,5.76
i4626,10,4626,302.662,27573.321,5.76
i4627,10,4627,131.985,277607.023,10.507
i4628,10,4628,166.992,347543.699,25.198
i4629,10,4629,152.639,570242.206,34.767
i4630,10,4630,114.627,908659.795,68.683
i4631,7,4631,63.191,788223.57,35.484
i4632,8,4632,12.873,2180595.02,23.41
i4633,10,4633,269.091,204020.752,22.925
i4634,10,4634,171.523,336762.93,22.584
i4635,7,4635,135.161,697136.992,29.015
i4636,9,4636,276.55,653086.028,97.92
i4637,10,4637,297.134,554521.422,75.151
i4638,10,4638,252.318,703051.702,72.909
i4639,7,4639,252.846,690547.392,76.046
i4640,10,4640,186.644,536126.053,50.832
i4641,10,4641,65.371,688965.023,43.976
i4643,7,4643,29.841,2413534.013,49.409
i4962,9,4962,66.343,1471329.081,84.14
i4963,9,4963,254.139,463976.569,80.971
i4964,10,4964,315.903,376982.45,81.3
i4965,10,4965,366.018,351936.792,79.125
i4966,9,4966,45.188,2478996.214,89.901
i4971,10,4971,7.78,2072808.168,6.497
i4972,10,4972,108.161,515788.757,34.059
i4973,10,4973,149.513,72437.31,5.76
i4974,9,4974,93.914,123164.52,5.76
i4976,10,4976,48.269,169589.684,5.76
i4977,10,4977,99.024,100749.086,5.76
i4978,10,4978,166.505,54146.559,5.76
i4979,10,4979,190.329,116401.341,8.961
i4980,10,4980,7.756,4059413.066,18.28
i4989,10,4989,222.148,237737.594,21.752
i4990,10,4990,335.304,121721.089,25.502
i4991,10,4991,308.324,93020.503,13.95
i4992,10,4992,289.15,30345.147,5.76
i4993,9,4993,313.405,12374.565,5.76
i4994,10,4994,328.492,85213.056,18.962
i4995,10,4995,305.259,123878.101,27.443
i4996,10,4996,275.156,245674.736,41.134
i4997,10,4997,331.786,242630.461,57.091
i4998,10,4998,346.946,283523.728,67.226
i4999,9,4999,293.403,318917.731,22.727
i5000,10,5000,281.688,321760.377,19.11
i5001,10,5001,196.916,224144.833,21.48
i5002,10,5002,239.693,171270.883,14.961
i5003,10,5003,281.628,11410.791,5.76
i5004,10,5004,285.251,86274.233,6.115
i5005,10,5005,142.768,159291.314,5.76
i5006,10,5006,292.967,69900.494,5.76
i5007,10,5007,351.584,112607.364,12.559
i5008,10,5008,237.917,274252.935,25.067
i5009,10,5009,276.616,339232.774,38.817
i5010,10,5010,121.413,646961.457,53.064
i5011,7,5011,234.743,417070.823,53.919
i5012,9,5012,101.784,245804.491,16.845
i5013,10,5013,262.746,99453.021,9.017
i5014,10,5014,191.471,159553.659,9.712
i5015,8,5015,135.417,487597.969,18.596
i5016,9,5016,248.79,561083.564,27.719
i5017,10,5017,329.035,441145.439,62.249
i5018,7,5018,252.695,576210.47,60.758
i5019,6,5019,261.22,541728.883,62.354
i5020,10,5020,306.134,407533.021,34.317
i5021,10,5021,143.061,430532.328,29.844
i5022,8,5022,19.945,2444367.185,30.512
i5023,6,5023,90.788,664071.16,37.323
i5024,10,5024,65.837,1124790.168,43.079
i5342,8,5342,158.601,513449.694,67.516
i5343,9,5343,247.058,408316.979,67.758
i5344,10,5344,189.491,387666.636,67.087
i5345,10,5345,89.635,844424.582,65.482
i5346,10,5346,31.451,2193415.76,39.968
i5349,10,5349,23.301,1237674.783,16.823
i5350,10,5350,102.263,224001.129,5.76
i5351,10,5351,106.217,172242.47,5.76
i5352,10,5352,136.333,146767.356,7.853
i5353,10,5353,70.867,165206.077,5.76
i5354,9,5354,10.819,3885070.838,11.813
i5355,10,5355,10.33,624236.236,5.76
i5356,10,5356,57.472,180776.206,5.76
i5357,10,5357,177.674,31838.87,5.76
i5358,10,5358,144.354,115145.245,5.76
i5359,10,5359,99.802,86181.73,5.76
i5368,9,5368,94.678,239552.414,7.751
i5369,10,5369,258.371,179332.256,27.913
i5370,10,5370,380.157,83345.247,21.76
i5371,10,5371,374.469,26974.674,5.76
i5372,10,5372,278.084,28266.576,5.76
i5373,9,5373,307.781,52216.077,5.76
i5374,10,5374,338.553,67116.493,8.272
i5375,10,5375,334.658,154235.751,33.03
i5376,10,5376,244.576,154992.828,18.446
i5377,10,5377,335.763,193973.043,46.418
i5378,10,5378,314.277,272161.541,53.704
i5379,9,5379,372.09,294197.719,66.96
i5380,10,5380,204.128,397373.911,67.893
i5381,10,5381,257.308,171094.116,8.936
i5382,10,5382,357.705,71765.004,15.499
i5383,10,5383,259.98,16592.77,5.76
i5384,10,5384,74.589,177574.635,5.76
i5385,8,5385,133.059,275519.334,18.704
i5386,10,5386,336.308,31388.013,5.76
i5387,10,5387,319.895,110941.805,14.402
i5388,10,5388,284.109,223933.074,24.843
i5389,10,5389,200.198,400097.887,39.909
i5390,10,5390,167.112,328099.404,39.416
i5391,9,5391,168.34,299364.852,39.864
i5392,8,5392,250.798,60746.737,5.76
i5393,10,5393,143.954,123574.08,5.76
i5394,10,5394,196.89,27303.571,5.76
i5395,9,5395,173.18,274484.911,11.428
i5396,7,5396,107.197,757957.067,23.727
i5397,9,5397,208.167,605931.638,48.843
i5398,8,5398,238.056,479342.46,47.536
i5399,9,5399,145.721,616163.092,50.858
i5400,9,5400,346.033,317179.643,25.912
i5401,10,5401,228.978,223527.764,15.535
i5402,6,5402,22.841,1367741.186,19.608
i5403,6,5403,66.012,737990.98,26.514
i5404,10,5404,284.037,507758.168,74.217
i5405,10,5405,5.574,12901016.445,54.382
i5409,1,5409,48.914,1485116.173,71.106
i5410,1,5410,270.497,369148.138,94.218
i5411,6,5411,174.987,362664.65,81.282
i5412,3,5412,98.961,469054.295,52.597
i5413,4,5413,51.017,855199.889,60.127
i5414,2,5414,8.554,3928572.722,49.82
i5722,8,5722,59.061,1213725.395,59.145
i5723,9,5723,208.994,411881.025,55.576
i5724,10,5724,158.26,389800.099,54.225
i5725,10,5725,299.21,285402.041,52.431
i5726,10,5726,287.566,279517.054,53.46
i5727,10,5727,216.307,275734.576,26.725
i5728,10,5728,133.564,226113.307,16.423
i5729,10,5729,149.006,111744.473,5.76
i5730,10,5730,163.676,240436.985,20.825
i5731,10,5731,108.035,262582.061,16.569
i5732,9,5732,166.176,49094.489,5.76
i5733,10,5733,16.488,621760.649,5.76
i5735,10,5735,6.346,2879029.963,6.382
i5736,10,5736,33.374,266689.237,5.76
i5737,10,5737,168.318,35407.893,5.76
i5738,10,5738,219.235,81514.203,5.76
i5739,10,5739,130.575,202905.622,7.767
i5743,8,5743,19.763,1462309.42,12.919
i5744,7,5744,11.609,2321551.062,13.689
i5745,10,5745,74.359,494163.143,20.725
i5747,7,5747,7.706,4893071.306,33.628
i5748,10,5748,58.437,225783.2,5.76
i5749,9,5749,183.904,136420.686,16.561
i5750,10,5750,259.836,96740.61,11.949
i5751,10,5751,301.066,17085.617,5.76
i5752,10,5752,378.276,20397.462,5.76
i5753,10,5753,258.975,99573.061,8.927
i5754,10,5754,360.818,5513.691,5.76
i5755,10,5755,328.908,95239.508,20.696
i5756,10,5756,293.015,60636.918,6.478
i5757,10,5757,320.213,165071.376,36.51
i5758,10,5758,322.234,236966.447,49.513
i5759,10,5759,353.002,301646.87,62.502
i5760,10,5760,253.719,514506.579,92.853
i5761,10,5761,264.489,44723.627,5.76
i5762,10,5762,273.532,61745.027,5.76
i5763,10,5763,272.06,17309.135,5.76
i5764,10,5764,331.345,21637.912,5.76
i5765,10,5765,341.03,32636.913,5.76
i5766,10,5766,228.786,24856.383,5.76
i5767,10,5767,330.29,117473.66,20.468
i5768,10,5768,311.164,215314.773,30.485
i5769,10,5769,244.225,289324.319,32.502
i5770,7,5770,210.392,250311.095,30.778
i5771,10,5771,211.259,193747.323,23.127
i5772,8,5772,302.277,67119.54,5.76
i5773,7,5773,105.681,622744.182,14.933
i5774,10,5774,190.632,149930.081,6.242
i5775,10,5775,151.983,230697.709,6.53
i5776,7,5776,196.857,269363.378,29.04
i5777,10,5777,314.649,277304.7,36.727
i5778,8,5778,226.844,350811.115,34.279
i5779,7,5779,146.581,459622.412,37.943
i5780,7,5780,382.284,244207.997,41.958
i5781,10,5781,253.88,81588.109,5.76
i5782,9,5782,115.819,306992.691,7.245
i5783,7,5783,215.529,376711.878,17.69
i5784,8,5784,214.63,604731.376,73.888
i5785,10,5785,66.07,989378.49,39.11
i5789,1,5789,17.173,3449132.941,61.496
i5790,1,5790,320.111,315443.957,98.892
i5791,1,5791,343.017,245250.835,81.751
i5792,1,5792,324.205,219526.81,68.942
i5793,2,5793,363.177,153707.309,57.844
i5794,4,5794,298.024,152459.91,44.582
i5795,5,5795,289.527,118640.792,31.719
i5796,4,5796,241.415,96994.18,19.528
i5797,2,5797,176.155,57478.863,7.272
i5798,5,5798,102.376,140649.835,7.716
i5799,4,5799,43.427,364158.362,11.524
i6063,8,6063,10.897,1395434.622,6.313
i6102,8,6102,60.68,928886.921,43.114
i6103,9,6103,122.269,428177.766,41.31
i6104,10,6104,115.58,451013.705,41.754
i6105,10,6105,323.517,198928.181,38.569
i6106,10,6106,281.034,206711.985,40.076
i6107,10,6107,362.993,119633.034,22.352
i6108,10,6108,309.741,68239.241,10.665
i6109,10,6109,199.988,41745.837,5.76
i6110,10,6110,170.695,170879.08,16.249
i6111,10,6111,180.612,55857.141,5.76
i6112,9,6112,136.856,87029.594,5.76
i6113,9,6113,66.574,185746.513,5.76
i6115,10,6115,9.331,570843.425,5.76
i6116,10,6116,44.703,247472.188,5.76
i6117,10,6117,170.287,45058.252,5.76
i6118,10,6118,188.098,119759.896,8.933
i6119,10,6119,64.859,415127.379,17.556
i6121,10,6121,13.607,477408.726,5.76
i6122,9,6122,95.978,123985.482,5.76
i6123,9,6123,16.287,618995.624,5.76
i6124,8,6124,95.346,145508.938,5.76
i6125,10,6125,129.515,207055.437,9.898
i6126,7,6126,81.396,376481.66,18.096
i6127,10,6127,51.153,542804.067,17.924
i6128,10,6128,219.962,69430.519,5.76
i6129,10,6129,392.654,44030.701,12.129
i6130,10,6130,371.824,-68.772,5.76
i6131,10,6131,374.714,5787.639,5.76
i6132,10,6132,371.294,-3082.447,5.76
i6133,10,6133,365.76,-4159.311,5.76
i6134,10,6134,308.762,32064.254,5.76
i6135,10,6135,209.2,36758.147,5.76
i6136,10,6136,326.747,77484.214,6.286
i6137,10,6137,301.42,72983.831,5.76
i6138,10,6138,335.938,161756.566,10.976
i6139,10,6139,343.981,291589.743,53.243
i6140,10,6140,266.675,462781.817,65.969
i6141,10,6141,335.081,134682.553,29.159
i6142,9,6142,332.476,107030.459,17.398
i6143,10,6143,276.434,39982.979,5.76
i6144,10,6144,301.432,69554.137,7.915
i6145,10,6145,360.539,45449.531,5.76
i6146,10,6146,163.267,38433.651,5.76
i6147,10,6147,355.659,87531.206,13.26
i6148,10,6148,248.364,247042.621,26.886
i6149,10,6149,210.582,285110.477,22.265
i6150,7,6150,157.504,187026.968,12.829
i6151,10,6151,152.631,63563.327,5.76
i6152,10,6152,256.148,134596.683,21.054
i6153,9,6153,105.435,546406.807,32.854
i6154,10,6154,145.029,267319.467,9.387
i6155,10,6155,156.0,97420.629,5.76
i6156,9,6156,182.898,178984.194,21.178
i6157,10,6157,272.66,225060.526,25.573
i6158,10,6158,330.713,142088.462,20.908
i6159,10,6159,78.457,543102.492,24.581
i6160,8,6160,301.614,218825.929,22.755
i6161,10,6161,304.078,159156.042,13.642
i6162,10,6162,168.061,38304.945,5.76
i6163,9,6163,199.146,194693.189,7.848
i6164,7,6164,203.0,305160.873,20.942
i6165,10,6165,177.442,376905.83,42.977
i6170,1,6170,273.126,391971.643,41.112
i6171,1,6171,347.698,237935.874,84.73
i6172,1,6172,357.229,195089.897,61.645
i6173,2,6173,360.072,153541.154,49.774
i6174,4,6174,380.08,107111.851,38.254
i6175,4,6175,392.722,71500.028,28.157
i6176,5,6176,360.226,58485.527,17.647
i6177,4,6177,349.287,29145.18,5.928
i6178,2,6178,366.356,28336.934,6.157
i6179,5,6179,365.205,38389.706,5.76
i6180,7,6180,322.699,100769.989,32.218
i6181,4,6181,232.441,209734.91,43.843
i6182,1,6182,190.29,116303.653,11.311
i6183,6,6183,143.765,160951.415,11.386
i6184,3,6184,90.032,250244.515,23.081
i6185,3,6185,51.227,491264.633,28.154
i6437,7,6437,8.557,21215333.136,88.314
i6438,8,6438,99.842,1724799.036,81.721
i6439,9,6439,8.952,18041784.607,81.054
i6442,8,6442,19.372,1982474.471,12.028
i6443,7,6443,127.056,115958.274,5.76
i6444,7,6444,145.069,75846.528,5.76
i6445,7,6445,63.269,163605.627,5.76
i6446,8,6446,12.673,1751180.588,7.857
i6482,8,6482,42.232,880766.768,32.223
i6483,8,6483,152.613,243189.901,28.035
i6484,9,6484,264.496,166269.659,29.155
i6485,10,6485,280.458,154318.36,25.751
i6486,10,6486,230.476,201805.992,32.298
i6487,10,6487,143.026,177302.789,19.51
i6488,10,6488,189.598,65556.331,6.574
i6489,10,6489,120.77,144227.176,5.76
i6490,10,6490,169.986,47037.662,5.76
i6491,10,6491,138.279,129245.319,5.76
i6492,9,6492,124.723,68263.196,5.76
i6493,9,6493,20.622,413775.893,5.76
i6495,10,6495,26.617,309167.523,5.76
i6496,9,6496,277.868,24465.279,5.76
i6497,10,6497,226.723,22243.018,5.76
i6498,10,6498,82.071,251799.882,10.109
i6499,9,6499,37.007,979459.433,24.055
i6501,8,6501,7.363,4100031.999,13.331
i6504,10,6504,141.351,169922.722,9.262
i6505,9,6505,201.803,24376.127,5.76
i6506,8,6506,242.662,91038.917,6.227
i6507,10,6507,363.947,38841.457,6.556
i6508,10,6508,359.496,58408.822,9.175
i6509,10,6509,350.609,446.491,5.76
i6510,9,6510,380.693,-13214.806,5.76
i6511,10,6511,384.999,26219.229,7.093
i6512,10,6512,384.444,40732.934,10.692
i6513,10,6513,296.117,64329.992,10.181
i6514,10,6514,203.368,36046.405,5.76
i6515,10,6515,223.034,7446.132,5.76
i6516,10,6516,326.522,-1956.49,5.76
i6517,10,6517,343.523,78008.777,5.926
i6518,10,6518,353.568,199404.218,11.538
i6519,10,6519,231.809,396593.382,24.009
i6520,10,6520,266.352,250939.21,35.13
i6521,10,6521,369.548,125846.58,26.126
i6522,10,6522,330.382,83662.681,11.05
i6523,10,6523,298.86,16109.821,5.76
i6524,10,6524,345.431,56381.611,6.729
i6525,10,6525,352.843,64179.319,10.221
i6526,10,6526,233.944,65342.364,5.76
i6527,10,6527,283.876,114616.625,16.597
i6528,10,6528,266.58,141327.857,10.597
i6529,10,6529,275.423,141909.753,14.865
i6530,9,6530,187.829,70503.641,5.76
i6531,10,6531,122.411,120300.881,7.35
i6532,10,6532,224.733,146587.037,5.76
i6533,7,6533,119.402,470176.661,32.596
i6534,9,6534,153.7,314726.325,11.764
i6535,10,6535,109.451,170675.555,5.76
i6536,10,6536,119.713,122616.219,5.76
i6537,10,6537,323.5,58911.085,5.76
i6538,10,6538,328.859,62357.627,7.471
i6539,10,6539,338.871,122479.28,11.559
i6540,9,6540,320.935,131653.274,19.45
i6541,8,6541,360.2,161979.076,28.755
i6542,10,6542,315.001,223927.499,49.473
i6543,10,6543,170.259,86258.503,5.76
i6544,6,6544,254.88,269318.653,30.626
i6545,8,6545,158.482,304599.114,30.242
i6550,1,6550,164.675,302429.319,30.783
i6551,1,6551,332.112,168576.4,20.664
i6552,1,6552,391.13,96795.343,16.173
i6553,5,6553,392.537,108567.668,18.448
i6554,4,6554,388.484,91537.312,34.035
i6555,5,6555,389.221,56261.598,22.111
i6556,6,6556,357.966,42598.124,10.495
i6557,3,6557,345.182,21484.61,5.76
i6558,1,6558,389.14,25932.709,8.74
i6559,5,6559,382.863,-928.94,5.76
i6560,7,6560,357.434,78862.924,9.776
i6561,7,6561,289.985,102317.172,11.837
i6562,5,6562,306.041,38631.416,5.76
i6563,4,6563,281.935,61429.91,7.164
i6564,1,6564,317.666,174762.53,18.877
i6565,4,6565,311.638,121376.881,16.336
i6566,5,6566,341.149,106823.537,16.336
i6567,6,6567,292.317,109932.778,17.597
i6568,7,6568,218.907,180555.948,18.842
i6569,7,6569,197.295,156491.473,20.602
i6570,7,6570,117.666,269614.921,19.963
i6571,7,6571,75.629,278524.77,17.493
i6572,7,6572,26.127,1007806.33,25.512
i6817,6,6817,85.673,2024585.355,83.451
i6818,7,6818,186.297,1014750.639,68.35
