,phsclass1,phsclass2,phsclass3,phsclass4,phsclass5,phsclass6,phsclass7,phsclass8,phsclass9,phsclass10,phsclass11,phsclass12,phsclass13,phsclass14,phsclass15
p14,415.6204623,819.6157322,465.6936204,373.6984609,149.2334657,660.1979359,391.6669999,261.2199005,638.8016486,299.0434839,411.1807009,517.1083903,545.4325626,387.9496531,528.3393548
p15,7021.866684,6572.809948,6638.242872,6480.301724,6817.53712,6598.729053,6617.689165,6658.106951,6621.756142,6662.072591,6510.196098,6643.495071,6673.009666,6644.727922,6662.639371
p16,5557.111301,5220.820898,5384.797694,5723.496396,5267.520311,5647.244894,5265.935946,5473.173819,5519.568754,5289.724352,5324.502147,5598.943383,5216.823454,5600.777554,5442.068288
p17,7073.192321,5330.328085,5793.929743,5604.843069,5575.57665,5681.038374,5002.17721,6080.403543,5449.684023,5589.504688,5609.255202,5595.261714,5546.495101,5504.815937,5671.626762
p18,2851.972582,2732.315552,2761.254763,2647.27217,2681.41407,2746.856423,2534.207934,2543.795016,2841.151945,2642.419675,2647.091642,2772.068341,2595.230437,2697.756667,2723.694632
p20,303.6279071,157.4707925,0,400.4512845,168.8881718,214.9020681,0,0,633.5188332,161.9706179,228.4942409,0,292.2783475,304.7373448,248.8253477
p21,7742.628062,6219.18697,5695.729154,6193.043377,5250.051171,5860.807588,6596.877908,5951.323003,5793.254345,6050.436204,5892.894628,6060.357833,5939.111227,5923.097698,6026.33042
p22,823.9950806,723.6902192,538.3792916,499.250905,910.091337,517.9926976,785.0140324,512.5885999,602.3298194,726.1379704,750.6828915,573.2734161,757.5323821,567.4851193,731.1833867
p23,516.2038325,380.7149342,230.9315506,479.5080859,221.2217413,433.1401095,266.40307,174.3461154,604.2637206,181.3008632,428.373582,257.144243,346.8618338,340.5790944,476.7544361
p24,2314.968264,2471.658682,2188.924946,2345.772999,2138.144465,2066.987282,2544.557481,2356.293627,2243.191251,2213.685269,2280.089733,2221.650641,2164.683942,2301.727381,2397.768644
p25,27431.25104,26703.58171,27728.08472,27157.98405,26980.58729,27101.49852,27055.15281,27010.14441,27245.94679,26996.12503,27102.01332,27183.80119,26952.15502,27043.33364,27256.00167
p26,4146.281592,3677.804196,3557.722267,3892.560566,3725.459483,3640.821538,3568.583066,3713.853136,3684.205133,3736.914019,3616.598493,3651.06448,3550.839061,3729.870565,3803.906595
p27,6670.637291,6213.498739,6255.446532,6075.516534,6261.526604,6060.502716,6342.901955,6283.018114,6058.989311,6004.1556,6535.479365,5692.446654,6689.074638,6124.832686,6367.930997
p28,13432.28643,12020.1619,11753.37867,12852.41494,12128.00272,12024.70429,12029.31325,12314.09048,12357.99031,12279.28458,12105.77058,12201.02328,12138.74534,12093.76834,12357.89132
p29,2522.162633,2333.576794,2571.032922,2063.974202,2151.051071,2367.670626,2322.633702,2069.354703,2414.4634,2331.166838,2132.950476,1926.787971,2678.68838,2198.218671,2299.306565
p30,292.3893804,0,0,0,0,0,0,0,0,0,0,0,0,0,230.7805133
p31,15398.87685,14232.72457,15002.80271,14597.51196,14524.69814,14935.92271,14284.15343,14936.23474,14424.17639,14982.58599,14412.89872,14879.34632,14588.38618,14578.4647,14793.32346
p32,148.9244469,0,0,0,0,0,0,146.0836143,0,0,0,0,0,0,152.6262595
p33,3349.008646,4403.07853,3651.596236,3783.956765,3640.507721,3700.333094,3778.633574,3790.924834,3567.178509,3734.783743,3823.509133,3749.061629,3705.191539,3616.821523,3863.307175
p34,4624.405839,4112.520466,4214.448605,4156.436507,4020.563846,4263.736248,3993.933106,4195.489537,4232.131352,4148.534843,4069.785543,4312.851366,4094.869337,4262.348516,4169.969709
p47,610.2343671,0,0,0,921.5860639,0,347.9198695,209.1372239,0,367.7122541,0,0,444.6985317,267.4932923,251.4567264
p50,352.7674289,138.0264878,0,133.0456143,152.9461653,0,0,208.4547834,0,0,252.5635878,0,162.1808105,0,239.8678597
p56,190.3060421,478.2589397,345.9431101,296.6130644,161.2302125,357.7671626,0,564.1283349,257.0383791,256.7127497,294.3173915,323.6158584,178.8219383,371.5339664,369.1273727
p59,410.1056603,0,0,0,0,0,0,197.6899048,0,0,0,0,0,0,197.2295141
p61,2602.869825,2556.755588,2373.587169,2494.284795,2459.767724,2371.202103,2518.309099,2442.348395,2463.487481,2323.234719,2368.733735,2586.371419,2309.121362,2380.11525,2626.874027
p85,303.9265077,372.0131172,144.8166316,0,441.3770937,0,483.991245,208.2102813,389.0781598,223.9995044,0,327.9679532,322.9291514,0,510.3850817
p89,470.0144389,277.1664228,0,599.4510789,0,349.6824842,0,664.0447139,0,325.6141272,276.1844457,0,392.1477901,264.0673936,429.6360163
p90,0,0,0,0,0,0,0,359.6386164,0,0,0,0,0,0,0
p92,2677.80438,2096.394636,1926.26871,2434.1749,2084.505039,2146.096304,2206.40062,1884.076978,2408.605165,2008.927577,2032.998193,2316.655777,2060.864504,2153.118533,2366.458161
p94,1849.589281,1203.663713,1630.432591,1792.888089,1552.203671,1066.648692,2144.987493,1486.021478,1580.261026,1620.677803,1521.12455,1634.755436,1656.096085,1418.737811,1756.660286
p95,464.4197543,352.6486589,321.8176106,507.1352983,441.5117098,0,638.9970939,194.3478455,372.3025286,377.0545969,351.4950602,271.9615832,432.0460909,331.9345039,335.4895914
p97,1348.29387,1083.853492,1245.06404,1284.206616,1152.020308,1002.400611,1240.288112,1257.9141,1134.755302,1156.537829,1159.766431,1166.442581,1148.298803,1173.659175,1240.978846
p99,398.6504309,671.7580078,355.4391691,213.0593062,452.6003464,280.0242132,322.6889515,294.5043576,487.6590165,232.6884886,406.0304038,202.0278992,432.9659847,371.1034924,422.4083456
p100,247.4026467,0,0,168.2355889,0,122.3368306,0,0,146.8095175,0,0,153.5473424,0,111.2662252,81.55467548
p109,0,0,0,0,0,0,0,155.2793562,0,0,0,0,0,0,0
p110,206.7238198,0,0,180.4697575,0,0,197.4566651,0,116.0375191,0,107.674238,0,0,136.5979381,98.81193885
p115,260.8582107,244.2428177,188.2614284,0,248.3318639,176.0825203,0,262.9313032,181.2522681,136.7950538,0,288.7411566,95.56851236,183.6333915,203.7828824
p116,1280.285823,1188.605959,1139.116693,1395.574731,1009.795876,1312.244567,1033.621154,1259.111305,1122.683569,1398.466624,1058.562502,1145.889046,1355.329707,1136.922633,1270.141621
p117,148.749799,0,0,140.9895147,0,0,0,0,189.5087193,0,0,0,0,0,235.0325084
p118,1403.884443,911.9521691,1155.358802,939.3971175,949.7378511,1098.529331,1088.36014,1011.904363,1052.108257,686.3275214,1321.710735,975.7118261,1044.07497,1054.680186,1086.070447
p119,326.7331039,0,0,355.8592417,163.6419104,0,261.2125991,187.2809123,0,219.9667478,156.5965529,0,249.0998015,170.2560361,214.8207825
p120,155.7115334,180.4596938,0,0,480.8146447,0,285.5587665,162.6629455,179.2454614,0,0,326.7580945,151.5740808,140.6289976,270.6185674
p121,343.7250923,322.0880125,306.7904662,272.1352202,0,514.8902575,0,298.3693112,341.6580897,296.3721207,150.2135999,223.8655692,289.6067099,133.0748714,392.7161585
p122,1376.309338,1240.308297,1084.48281,995.6254012,1252.098756,1156.370113,1028.248321,1283.995866,1156.407271,1161.181914,1038.117082,1057.902913,1299.46942,1163.382084,1141.887222
p127,590.7638963,602.6655644,406.5879675,683.1103748,497.1221911,501.6802898,334.1009319,518.2848276,574.8837985,537.0628511,382.1016301,600.1900145,419.0004856,584.6197751,555.8330391
p129,225.4827162,0,0,256.6763018,0,0,264.2134031,108.5233207,0,0,195.7402742,0,172.2087446,0,189.5625605
p130,450.7829316,417.6543894,208.2181768,275.920618,491.5805347,157.7142488,353.5433601,309.9185307,298.0198328,243.0378819,170.5716772,377.0892261,289.9103876,273.8170813,335.381524
p134,257.9297245,271.4352967,212.2792427,0,242.0896675,289.3079453,0,267.3434928,161.6635537,217.1391331,164.6206211,235.7081675,132.6410985,196.0440372,265.7582905
