region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,dist_km,dist_to_coast
s1,6,10577,29.23,2225207.065,41.068,6621.254
s1,13,11048,599.407,1293590.556,28.007,72284.74
s1,13,11049,599.407,1213152.539,28.007,62030.258
s1,13,11050,599.407,1033855.906,28.007,51897.12
s1,13,11051,599.407,924824.473,28.007,41865.617
s1,13,11052,599.407,840696.753,27.244,31835.666
s1,13,11053,599.407,728585.587,27.244,21713.512
s1,6,11054,598.632,603493.698,27.244,11489.804
s1,6,11055,60.483,1154056.016,27.244,6064.016
s1,13,11526,599.407,1260997.456,28.007,70524.55
s1,13,11527,599.407,1161919.323,28.007,59970.062
s1,13,11528,599.407,1003920.223,28.007,49443.688
s1,13,11529,599.407,901278.706,28.007,38968.227
s1,13,11530,599.407,808589.689,28.007,28595.885
s1,13,11531,599.407,692174.956,28.007,18378.486
s1,6,11532,467.248,570967.156,13.254,9366.877
s1,13,12003,599.407,1396326.623,28.007,80926.98
s1,13,12004,599.407,1276616.756,28.007,70332.914
s1,13,12005,599.407,1173406.506,28.007,59746.92
s1,13,12006,599.407,997783.856,28.007,49174.246
s1,13,12007,599.407,898414.456,28.007,38626.117
s1,13,12008,599.407,804229.223,28.007,28131.617
s1,13,12009,597.857,688468.489,28.007,17730.186
s1,6,12010,359.455,618165.906,28.007,9363.692
s1,13,12482,599.407,1280222.05,19.262,69969.78
s1,13,12483,599.407,1144070.483,19.262,59471.16
s1,13,12484,599.407,1009454.173,28.007,48952.176
s1,13,12485,599.407,897886.489,28.007,38449.457
s1,13,12486,599.407,802860.673,28.007,28013.72
s1,13,12487,597.771,681510.639,28.007,17626.855
s1,6,12488,410.553,600027.25,28.007,8922.504
s1,13,12960,599.407,1301778.95,19.262,67934.46
s1,13,12961,599.407,1170154.15,19.262,57629.715
s1,13,12962,599.407,1072660.0,19.262,47294.023
s1,13,12963,599.407,861512.583,19.262,36925.418
s1,13,12964,599.407,757123.9,19.262,26563.906
s1,6,12965,599.407,682801.36,37.515,16284.677
s1,6,12966,261.519,687389.514,37.515,8978.407
s1,13,13439,599.407,1197727.883,19.262,54825.58
s1,13,13440,599.407,1029542.116,19.262,44646.324
s1,13,13441,599.407,892544.65,19.262,34458.652
s1,13,13442,599.407,735534.216,19.262,24217.402
s1,6,13443,599.407,602429.883,19.262,13913.671
s1,6,13444,175.724,591039.967,19.262,7270.787
s1,13,13916,599.407,1250251.183,19.262,61467.293
s1,13,13917,599.407,1204684.883,19.262,51619.33
s1,13,13918,599.407,1064892.066,19.262,41573.34
s1,13,13919,599.407,835801.883,19.262,31428.307
s1,13,13920,599.407,703155.05,19.262,21261.31
s1,6,13921,593.423,563599.446,19.262,11145.088
s1,6,13922,44.125,885321.423,19.262,6085.1
s1,13,14393,599.407,1297984.483,19.262,67685.32
s1,13,14394,599.407,1170452.533,19.262,57560.562
s1,13,14395,599.407,1086140.833,19.262,47585.57
s1,13,14396,599.407,905072.116,19.262,37804.8
s1,13,14397,599.407,777800.666,19.262,28040.834
s1,13,14398,599.407,664409.05,19.262,18094.742
s1,6,14399,470.649,547890.232,19.262,9141.804
s1,13,14871,599.407,1259123.691,5.5,65526.965
s1,13,14872,599.407,1149293.041,5.5,55021.395
s1,13,14873,599.407,1068449.641,5.5,44570.137
s1,13,14874,599.407,897313.475,5.5,34219.96
s1,13,14875,599.407,769124.541,5.5,24038.82
s1,13,14876,599.407,620113.108,5.5,14139.851
s1,6,14877,234.614,562807.369,5.5,7561.77
s1,13,15349,572.329,1312141.754,29.181,64895.848
s1,13,15350,599.407,1128901.108,5.5,54453.914
s1,13,15351,599.407,948584.125,5.5,43867.707
s1,13,15352,599.407,828230.891,5.5,33303.223
s1,13,15353,597.857,729030.845,5.5,22777.979
s1,13,15354,434.316,607471.53,5.5,12251.595
s10,6,15355,25.269,1148569.48,5.5,7024.019
s1,13,15826,599.407,1363276.553,29.181,75100.44
s1,13,15827,527.258,1229527.202,29.181,65213.785
s1,13,15828,550.59,1065668.288,29.181,55071.453
s1,13,15829,536.255,960967.697,29.181,45087.977
s1,13,15830,538.45,878453.334,29.181,35214.56
s10,13,15831,537.03,746534.061,5.5,25377.746
s10,13,15832,450.201,635407.512,5.5,15213.378
s10,6,15833,201.682,568264.961,5.5,8046.904
s10,13,16304,583.178,1337130.206,29.181,72069.48
s10,13,16305,599.407,1189212.186,29.181,61890.984
s10,13,16306,584.297,1029179.553,29.181,51688.33
s10,13,16307,599.407,927355.236,29.181,41772.547
s10,13,16308,599.407,850193.336,29.181,32257.004
s10,13,16309,599.407,765521.57,29.181,23494.014
s10,13,16310,599.407,667133.32,29.181,14672.655
s10,6,16311,254.675,550967.659,5.5,7600.113
s10,13,16783,599.407,1168535.62,29.181,59504.1
s10,13,16784,599.407,995357.003,29.181,49313.176
s10,13,16785,599.407,904675.853,29.181,38959.316
s10,13,16786,599.407,819779.003,29.181,28531.59
s10,13,16787,599.407,717383.62,29.181,18310.434
s10,13,16788,432.034,647155.422,29.181,10378.86
s10,6,16789,39.734,1415625.421,29.181,6994.341
s10,13,17260,472.629,1309176.017,25.747,66809.54
s10,13,17261,450.158,1105415.226,25.747,56159.246
s10,13,17262,535.566,974246.313,25.747,46145.754
s10,13,17263,535.006,894567.311,29.181,36285.887
s10,13,17264,561.955,805070.099,29.181,26412.105
s10,13,17265,599.407,701284.153,29.181,16816.172
s10,13,17266,272.669,691568.244,29.181,9519.087
s191,13,17504,35.343,13414746.468,195.369,10911.415
s191,5,17505,195.612,2881341.774,195.369,10475.553
s191,13,17506,134.44,4760158.47,210.927,9932.132
s191,12,17508,131.169,4979020.318,210.927,19271.826
s10,13,17736,599.407,1413628.379,25.747,85053.8
s10,13,17738,599.407,1280001.313,25.747,64810.883
s10,13,17739,533.414,1081031.209,25.747,54504.234
s10,13,17740,462.943,974155.966,25.747,43908.254
s10,13,17741,492.733,871655.434,25.747,33333.645
s10,13,17742,467.937,781966.412,25.747,23271.225
s10,13,17743,550.934,689233.27,40.984,12535.751
s10,13,17744,84.461,1158034.222,40.984,7910.752
s191,13,17981,105.297,4332953.092,180.136,10867.121
s191,13,17982,255.234,2349183.049,195.369,9747.962
s191,12,17985,346.067,2208816.73,210.927,11851.79
s191,12,17986,599.407,1638080.977,210.927,19912.781
s191,12,17987,464.751,2006454.214,210.927,29846.643
s191,12,17988,148.302,4659935.286,210.927,39348.113
s10,13,18216,578.787,1207914.669,25.747,61502.91
s10,13,18217,599.407,1061765.863,25.747,51633.152
s10,13,18218,599.407,956777.429,25.747,41810.1
s10,13,18219,560.965,853639.625,25.747,31991.285
s10,13,18220,530.529,759019.942,25.747,21934.074
s10,13,18221,405.344,670215.431,25.747,12207.686
s10,6,18222,64.314,1274145.877,39.677,6412.819
s191,13,18458,197.808,1878518.78,164.761,10207.879
s191,13,18459,228.803,2311856.606,180.136,9852.038
s191,13,18462,198.152,3284256.809,210.104,9860.215
s191,12,18463,595.317,1537931.019,210.104,15010.349
s191,12,18464,599.407,1635029.049,210.104,23701.246
s191,12,18465,599.407,1723363.815,210.104,33196.14
s191,12,18466,599.235,1791240.437,210.104,43056.78
s191,12,18467,429.365,2209997.525,210.104,52892.387
s191,12,18468,114.509,5680667.896,210.104,61455.008
s10,13,18693,433.541,1300033.804,21.579,66675.01
s10,13,18694,528.205,1130420.301,21.579,57115.188
s10,13,18695,529.841,1053491.208,25.747,47595.086
s10,13,18696,533.543,943924.405,25.747,37902.14
s10,13,18697,565.829,820403.146,25.747,27976.58
s10,13,18698,599.407,715047.763,25.747,18264.354
s10,13,18699,409.133,641803.408,25.747,10004.166
s191,13,18934,77.875,2459656.175,125.028,7841.689
s191,13,18935,224.024,1736934.565,152.249,9405.02
s191,13,18936,76.454,3892209.335,164.761,8751.78
s191,13,18939,80.501,4340435.149,189.196,8888.055
s191,13,18940,532.811,1623954.539,210.104,12113.386
s191,12,18941,599.407,1603433.532,210.104,20341.865
s191,12,18942,599.407,1695283.632,210.104,29503.922
s191,12,18943,599.407,1762082.982,210.104,38249.477
s191,12,18944,599.407,1819819.082,210.104,47323.008
s191,12,18945,599.407,1125405.09,77.254,54091.5
s191,12,18946,595.705,1140152.452,77.254,56789.36
s191,12,18947,391.311,1219720.196,77.254,58036.88
s191,12,18948,83.945,2054274.415,77.254,59280.633
s10,13,19171,501.041,1218942.799,21.579,62876.55
s10,13,19172,425.233,1098263.015,21.579,52744.473
s10,13,19173,581.972,991718.974,21.579,43076.293
s10,13,19174,544.262,898244.925,21.579,34004.387
s10,13,19175,469.444,792783.444,21.579,24740.584
s10,13,19176,412.577,657314.094,9.802,14337.359
s10,13,19177,96.73,706217.241,9.802,7905.051
s125,14,19410,35.558,4116670.685,106.483,5640.622
s125,13,19411,394.668,896340.305,106.483,7962.838
s191,13,19412,467.377,1148078.435,152.249,9970.172
s191,13,19413,41.111,6824780.891,152.249,8405.664
s191,13,19416,37.538,8502168.166,177.073,11919.972
s191,13,19417,498.717,1244006.468,189.196,13478.004
s191,12,19418,599.407,1196563.441,189.196,18953.99
s191,12,19419,599.407,1663373.999,210.104,26346.57
s191,12,19420,599.407,1735991.165,210.104,34761.75
s191,12,19421,599.407,1786570.415,210.104,42704.88
s191,12,19422,599.407,1042709.413,67.347,45256.2
s191,12,19423,599.407,1063032.256,77.254,45064.305
s191,12,19424,599.407,1068381.623,77.254,46496.78
s191,12,19425,599.407,1074784.49,77.254,49977.29
s191,12,19426,587.267,1105736.396,77.254,54581.45
s191,12,19427,351.534,1252053.941,77.254,58622.69
s191,12,19428,57.254,2596297.66,77.254,62387.42
s10,13,19648,531.476,1301956.954,21.579,70789.09
s10,13,19649,533.973,1177776.398,21.579,60361.07
s10,13,19650,454.506,1072260.113,21.579,50076.33
s10,13,19651,448.221,975202.815,21.579,39070.09
s10,13,19652,528.592,856041.588,21.579,29040.656
s10,13,19653,570.048,728898.071,21.579,19225.662
s10,13,19654,574.31,624355.259,21.579,10783.152
s10,13,19655,34.008,859222.232,5.5,6372.653
s125,14,19887,109.128,1788994.263,91.583,6175.918
s125,14,19888,474.394,852134.262,106.483,8641.698
s125,13,19889,599.407,857279.416,106.483,14752.505
s191,13,19890,330.139,1517265.934,168.175,15548.799
s191,13,19893,177.618,2298142.713,170.063,9552.754
s191,13,19894,530.142,1189955.575,177.073,12645.236
s191,13,19895,599.407,1198792.973,177.073,20349.592
s191,12,19896,599.407,1270501.308,189.196,27214.035
s191,12,19897,599.407,1327373.825,189.196,33695.887
s191,12,19898,599.407,1059750.634,61.228,37324.44
s191,12,19899,599.407,978730.091,62.014,35982.91
s191,12,19900,599.407,966613.396,67.347,34835.72
s191,12,19901,599.407,982873.356,77.254,34478.332
s191,12,19902,599.407,990105.64,77.254,36306.137
s191,12,19903,599.407,1004844.99,77.254,40332.152
s191,12,19904,599.407,1050135.79,77.254,45822.797
s191,12,19905,599.407,1116228.206,77.254,52654.25
s191,12,19906,573.276,1177025.95,77.254,60259.168
s191,12,19907,343.742,1309489.297,77.254,64339.887
s191,12,19908,64.056,2412182.352,77.254,58259.953
s13,13,20125,529.582,1451393.229,50.688,76234.3
s13,13,20126,530.013,1310637.913,50.688,66773.12
s13,13,20127,525.966,1135530.825,21.579,57317.977
s10,13,20128,573.922,1031737.634,21.579,47756.73
s10,13,20129,482.789,962371.649,21.579,37927.62
s10,13,20130,500.998,838045.15,21.579,27178.168
s10,13,20131,599.407,702417.489,21.579,17153.893
s10,13,20132,369.27,627725.08,21.579,8897.843
s125,14,20363,41.542,2647731.678,63.913,5704.631
s125,14,20364,306.247,885175.08,78.05,7371.148
s125,14,20365,585.158,832056.537,91.583,10825.866
s125,13,20366,599.407,880077.512,91.583,16072.976
s125,13,20367,599.407,917594.832,106.483,22108.738
s191,13,20368,599.407,1160176.705,168.175,18713.637
s191,13,20369,534.361,1152682.874,168.175,12419.844
s191,13,20370,468.109,1255870.987,170.063,11593.437
s191,13,20371,599.407,1155206.346,170.063,15165.796
s191,13,20372,599.407,1209147.263,170.063,20347.164
s191,12,20373,599.407,1256182.79,177.073,26824.908
s191,12,20374,599.407,1017454.834,61.228,33564.73
s191,12,20375,599.407,1011034.534,61.228,31984.562
s191,12,20376,599.407,985869.251,61.228,28446.193
s191,12,20377,599.407,897031.941,62.014,25620.434
s191,12,20378,599.407,885790.996,67.347,24252.434
s191,12,20379,599.407,894484.79,77.254,23923.342
s191,12,20380,599.407,903063.14,77.254,26314.85
s191,12,20381,599.407,932227.14,77.254,31091.54
s191,12,20382,599.407,995306.123,77.254,37669.406
s191,12,20383,599.407,1077922.423,77.254,45652.74
s191,12,20384,599.407,1141255.99,77.254,54533.188
s191,12,20385,599.407,1189400.856,77.254,62659.887
s191,12,20386,580.423,1153452.768,77.254,57030.383
s191,12,20387,332.205,1205770.724,77.254,48587.086
s191,12,20388,38.528,3226491.717,77.254,42492.63
s13,13,20603,599.407,1374787.097,50.688,72645.17
s13,13,20604,599.407,1255201.347,50.688,62648.61
s13,13,20605,599.407,1129931.447,50.688,52667.652
s13,13,20606,549.858,1064651.666,50.688,42926.566
s10,13,20607,536.814,987058.747,50.688,33586.406
s10,13,20608,472.5,826900.092,29.901,24687.744
s10,13,20609,399.361,718011.629,29.901,14901.203
s10,13,20610,191.437,725582.788,29.901,7990.906
s125,14,20839,87.388,1278658.533,35.071,6051.385
s125,14,20840,352.05,747860.128,50.043,7668.002
s125,14,20841,573.922,743095.384,63.913,10133.899
s125,14,20842,599.407,782952.958,63.913,14349.937
s125,13,20843,599.407,909346.479,91.583,19361.518
s125,13,20844,599.407,964289.879,91.583,25217.986
s125,13,20845,599.407,1005758.295,91.583,30134.014
s191,13,20846,599.407,1233333.888,168.175,26462.676
s191,13,20847,599.407,1187517.505,168.175,21343.137
s191,13,20848,599.407,1203904.829,170.063,20698.223
s191,13,20849,599.407,1241183.496,170.063,24256.975
s191,13,20850,599.407,1286487.429,170.063,29591.73
s191,12,20851,599.407,953545.451,42.741,32739.854
s191,12,20852,599.407,990703.468,61.228,29178.047
s191,12,20853,599.407,941317.234,61.228,22885.076
s191,12,20854,599.407,902749.401,61.228,18286.543
s191,12,20855,599.407,795483.441,62.014,15358.041
s191,12,20856,599.407,771604.446,67.347,13676.629
s191,12,20857,599.407,782293.39,77.254,13465.466
s191,12,20858,599.407,804957.24,77.254,16638.674
s191,12,20859,599.407,860707.656,77.254,22719.432
s191,12,20860,599.407,946648.723,77.254,30922.256
s191,12,20861,599.407,1044134.856,77.254,40235.43
s191,12,20862,599.407,1116054.656,77.254,50041.6
s191,12,20863,599.407,1177293.523,77.254,60063.64
s191,12,20864,599.407,1173299.956,77.254,60913.293
s191,12,20865,599.407,1105039.09,77.254,51822.523
s191,12,20866,553.905,1055952.585,77.254,43705.414
s191,12,20867,282.57,1398813.689,81.494,38459.29
s211,12,20868,19.114,9191139.738,81.494,36083.36
s13,13,21080,599.407,1371280.766,23.104,77195.75
s13,13,21081,599.407,1242096.05,23.104,67845.55
s13,13,21082,599.407,1158484.216,23.104,58666.934
s13,13,21083,599.407,1111909.297,50.688,49131.387
s13,13,21084,599.407,1026806.881,50.688,39203.016
s13,13,21085,599.407,918313.164,50.688,29144.916
s10,13,21086,599.407,797855.631,50.688,19306.637
s10,13,21087,551.322,702528.31,50.688,10739.114
s10,13,21088,59.364,1549701.998,44.297,6573.14
s125,14,21316,247.787,813340.665,20.6,7013.071
s125,14,21317,573.19,702944.92,35.071,10413.254
s125,14,21318,599.407,747689.614,35.071,15234.17
s125,14,21319,599.407,830968.792,63.913,19460.453
s125,13,21320,599.407,872149.758,63.913,23881.35
s125,13,21321,599.407,912077.408,63.913,28472.76
s125,13,21322,599.407,1039037.462,91.583,34084.664
s125,13,21323,599.407,1079637.379,91.583,38915.668
s191,13,21324,599.407,1311413.488,168.175,35283.234
s191,13,21325,599.407,1281324.821,168.175,31551.676
s191,13,21326,599.407,1299248.379,170.063,31144.324
s191,13,21327,599.407,1320107.646,170.063,33827.848
s191,13,21328,599.407,988455.299,29.727,34878.633
s191,13,21329,599.407,919688.435,42.741,27793.965
s191,13,21330,599.407,857185.568,42.741,20636.63
s191,13,21331,599.407,857996.901,61.228,14422.544
s191,13,21332,516.883,836329.152,61.228,9262.248
s191,12,21333,317.87,832061.803,62.014,7606.325
s191,12,21334,202.887,935411.626,67.347,6614.386
s191,12,21335,205.341,977459.276,77.254,6599.894
s191,12,21336,486.534,746346.204,77.254,8992.163
s191,12,21337,599.407,800399.656,77.254,16633.172
s191,12,21338,599.407,909829.873,77.254,26608.398
s191,12,21339,599.407,1017831.623,77.254,36893.824
s191,12,21340,599.407,1098118.59,77.254,47299.887
s191,12,21341,599.407,1165068.473,77.254,57771.133
s191,12,21342,599.407,1195399.356,77.254,64818.992
s191,12,21343,599.407,1144650.906,77.254,58233.336
s191,12,21344,599.407,1172452.849,57.318,50771.414
s191,12,21345,599.407,1106659.966,57.318,44606.29
s191,12,21346,542.411,1164370.453,81.494,40796.023
s211,12,21347,232.376,1542290.905,81.494,41259.613
s13,13,21559,599.407,1161979.9,23.104,63089.64
s13,13,21560,599.407,1065923.116,23.104,53472.543
s13,13,21561,599.407,1010522.983,23.104,44190.02
s13,13,21562,599.407,926090.55,23.104,35047.445
s13,13,21563,599.407,863879.564,50.688,25563.014
s13,13,21564,599.407,753775.597,50.688,15830.139
s10,13,21565,304.525,773970.942,50.688,8400.029
s125,14,21793,330.096,730525.642,6.41,7435.728
s125,14,21794,599.407,723303.816,20.6,12543.901
s125,14,21795,599.407,784805.749,20.6,18735.875
s125,13,21796,599.407,836418.897,35.071,24683.59
s125,13,21797,599.407,911884.458,63.913,29008.082
s125,13,21798,599.407,949039.875,63.913,33489.195
s125,13,21799,599.407,985060.558,63.913,37981.418
s125,13,21800,599.407,1104772.045,91.583,42970.355
s125,13,21801,599.407,1144993.879,91.583,47814.06
s191,13,21802,599.407,1384425.838,168.175,44838.887
s191,13,21803,599.407,1360350.738,168.175,41958.324
s191,13,21804,599.407,993908.099,19.035,40560.316
s191,13,21805,599.407,994435.966,29.727,36815.656
s191,13,21806,599.407,948120.732,29.727,30325.322
s191,13,21807,599.407,878416.199,29.727,21810.273
s191,13,21808,599.407,769431.618,42.741,12938.431
s191,5,21809,381.237,773257.731,42.741,7750.602
s191,5,21810,30.651,2381441.686,45.213,5594.197
s191,13,21814,178.307,1148498.763,78.287,7198.456
s191,12,21815,574.783,825688.734,78.287,14855.398
s191,12,21816,599.407,930254.64,78.287,25162.871
s191,12,21817,599.407,1037731.106,78.287,35728.242
s191,12,21818,599.407,1123825.356,78.287,46317.47
s191,12,21819,599.407,1197237.006,78.287,56918.254
s191,12,21820,599.407,1241818.773,78.287,67066.76
s191,12,21821,599.407,1266785.266,57.318,65735.17
s191,12,21822,599.407,1229862.232,57.318,59226.1
s191,12,21823,599.407,1176822.816,57.318,54018.945
s191,12,21824,599.407,1183637.856,81.494,50483.938
s211,3,21825,599.407,1146033.239,81.494,49015.754
s211,3,21826,514.731,1182834.193,81.494,49662.934
s211,3,21827,181.751,1899326.4,94.256,52912.35
s13,13,22035,599.407,1396591.866,23.104,79360.82
s13,13,22036,599.407,1270408.6,23.104,69307.55
s13,13,22037,599.407,1128929.033,23.104,59222.527
s13,13,22038,599.407,1037405.0,23.104,49215.88
s13,13,22039,599.407,949231.6,23.104,39383.867
s13,13,22040,599.407,840631.25,23.104,29774.164
s13,13,22041,597.771,746065.736,23.104,20609.807
s13,13,22042,591.787,642968.975,23.104,11511.047
s13,13,22043,80.199,1382494.552,50.688,6646.926
s125,14,22270,310.982,754551.376,6.41,7351.081
s125,14,22271,599.407,716473.805,6.41,12645.453
s125,14,22272,599.407,783196.438,6.41,20192.496
s125,13,22273,599.407,857935.699,20.6,27335.254
s125,13,22274,599.407,900894.033,20.6,33426.938
s125,13,22275,599.407,940039.48,35.071,38139.117
s125,13,22276,599.407,1014435.125,63.913,42486.625
s125,13,22277,599.407,1052760.408,63.913,47301.023
s125,13,22278,599.407,1091178.942,63.913,52150.49
s125,13,22279,599.407,1096724.471,23.778,55353.88
s191,13,22280,599.407,1097487.337,27.158,51162.605
s191,13,22281,599.407,1049676.787,27.158,44826.996
s191,13,22282,599.407,970300.982,19.035,37452.3
s191,13,22283,599.407,903075.065,19.035,29814.688
s191,13,22284,599.407,867287.949,29.727,22242.584
s191,13,22285,599.407,800117.382,29.727,15727.049
s191,5,22286,418.732,787028.349,29.727,8940.792
s191,5,22290,48.688,2048425.073,61.542,5838.792
s191,13,22291,486.706,767958.8,78.287,8278.433
s191,13,22292,599.407,768961.79,78.287,11680.392
s191,12,22293,599.407,846445.473,78.287,18250.486
s191,12,22294,599.407,941615.806,78.287,27400.926
s191,12,22295,599.407,1028228.556,78.287,37337.008
s191,12,22296,599.407,1114411.34,78.287,47569.566
s191,12,22297,599.407,1198253.94,78.287,57941.758
s191,12,22298,599.407,1247910.159,38.94,68390.08
s191,12,22299,599.407,1312091.416,57.318,72634.08
s191,12,22300,599.407,1278922.232,57.318,67180.016
s191,12,22301,599.407,1238626.566,57.318,62758.004
s191,12,22302,599.407,1264153.972,81.494,59855.547
s211,3,22303,599.407,1212326.956,81.494,58286.277
s211,12,22304,599.407,1214641.456,81.494,57418.016
s211,3,22305,598.245,1214292.441,81.494,57582.895
s211,12,22306,472.844,1337472.12,94.256,55581.715
s211,12,22307,139.176,2223140.83,94.256,49341.16
s356,3,22437,105.34,2429350.267,65.78,6366.16
s13,13,22513,599.407,1283095.384,5.5,76158.43
s13,13,22514,599.407,1230161.116,23.104,65936.05
s13,13,22515,599.407,1080152.066,23.104,55845.707
s13,13,22516,582.919,997139.295,23.104,46007.004
s13,13,22517,485.931,905076.95,23.104,35888.75
s13,13,22518,599.407,790435.316,23.104,25744.367
s13,13,22519,599.407,689177.083,23.104,15739.491
s13,13,22520,332.937,646514.681,23.104,8419.138
s125,14,22747,206.891,873807.142,17.713,6949.59
s125,14,22748,598.89,726382.296,17.713,11976.137
s125,14,22749,599.407,782456.371,6.41,19926.697
s125,13,22750,599.407,838590.488,6.41,27477.217
s129,13,22751,599.407,1346277.592,95.861,31188.725
s129,13,22752,599.407,1351451.575,95.861,31505.035
s129,13,22753,599.407,1374393.575,95.861,33664.016
s129,13,22754,599.407,1417669.175,95.861,38696.2
s191,13,22755,599.407,1473641.975,95.861,45684.996
s191,13,22756,599.407,1128855.664,42.14,53494.836
s191,13,22757,599.407,1070991.721,23.778,51068.17
s191,13,22758,599.407,1021967.438,23.778,43965.406
s191,13,22759,599.407,999775.97,27.158,37723.73
s191,13,22760,599.407,931868.77,27.158,29990.268
s191,13,22761,599.407,827196.549,19.035,22466.303
s191,13,22762,599.407,741769.615,19.035,14872.106
s191,5,22763,353.729,810104.72,29.727,9452.547
s191,6,22767,34.051,1940990.324,43.843,5609.348
s191,13,22768,516.668,747428.193,58.745,8994.59
s191,13,22769,599.407,789314.026,58.745,15237.36
s191,13,22770,599.407,868998.14,78.287,21245.178
s191,12,22771,599.407,916054.173,78.287,25970.924
s191,12,22772,599.407,982728.673,78.287,33074.168
s191,3,22773,599.407,1008619.306,78.287,41679.242
s191,12,22774,599.407,1115220.459,38.94,51048.824
s191,12,22775,599.407,1206060.292,38.94,60779.89
s191,12,22776,599.407,1247144.842,38.94,69236.516
s191,12,22777,599.407,1284515.666,57.318,67671.266
s191,12,22778,599.407,1243199.899,57.318,61836.844
s191,12,22779,599.407,1212118.899,57.318,57338.047
s191,12,22780,599.407,1193356.549,57.318,54436.04
s211,12,22781,599.407,1215074.972,81.494,52416.207
s211,3,22782,599.407,1158643.672,81.494,49988.027
s211,12,22783,599.407,1181760.272,81.494,49338.586
s211,12,22784,599.407,1206987.174,94.256,47345.18
s211,12,22785,599.407,1172036.241,94.256,42139.3
s211,12,22786,423.64,1256816.79,94.256,36842.117
s211,13,22787,108.396,2181480.555,93.175,29912.46
s356,12,22914,178.307,1636229.795,64.136,7915.748
s356,3,22915,96.988,2560097.18,64.136,8463.913
s13,13,22990,599.407,1376519.101,5.5,82748.74
s13,13,22991,599.407,1302108.267,5.5,72831.03
s13,13,22992,599.407,1158929.351,5.5,62950.13
s13,13,22993,599.407,1016166.184,5.5,52927.742
s13,13,22994,524.847,928151.537,5.5,42966.45
s13,13,22995,577.883,850688.078,23.104,32585.326
s13,13,22996,599.235,748705.39,23.104,22397.453
s13,13,22997,599.235,646960.14,23.104,12645.953
