,phsclass1,phsclass2,phsclass3,phsclass4,phsclass5,phsclass6,phsclass7,phsclass8,phsclass9,phsclass10,phsclass11,phsclass12,phsclass13,phsclass14,phsclass15
p14,1434.929312,1783.87271,1956.357217,2176.035597,2203.778572,2244.133274,2451.784019,2569.082488,2583.618206,2603.244912,2618.766541,2768.820844,2865.922151,3198.803258,3410.856094
p15,1498.400051,1780.868312,1985.936134,2131.057767,2229.349689,2315.666147,2408.71561,2541.609857,2638.794812,2752.417999,2867.792284,2995.238042,3133.639388,3348.418291,3865.856801
p16,1390.904823,1669.042371,1824.263287,2019.558333,2161.309708,2244.498423,2344.237813,2503.744117,2608.752932,2729.204167,2857.654064,3018.755045,3224.262287,3435.922825,3836.021591
p17,1404.191707,1675.059607,1841.266045,1968.13952,2132.180383,2257.904458,2355.746219,2445.217921,2579.328819,2691.224739,2818.335954,2926.868041,3051.558947,3195.219155,3538.383148
p18,1549.227613,1716.507106,1874.518445,2002.668246,2168.015017,2307.316257,2401.272215,2490.677955,2593.453223,2745.068328,2882.142693,3034.393058,3176.583485,3428.836155,3758.893923
p20,2350.812718,2497.789799,0,2498.719851,2546.493486,2746.829023,0,0,2956.121943,3222.297641,3291.805924,0,3526.618776,3592.783395,4285.775219
p21,1612.814657,1946.345836,2106.536561,2228.684609,2315.058789,2408.889154,2539.853176,2674.277644,2774.975602,2891.571544,3043.740947,3180.988683,3338.117789,3548.634507,4036.165618
p22,1507.050696,1547.778935,1651.206803,1663.434182,1771.536439,1873.03068,1927.858716,2092.446396,2293.417829,2470.019647,2728.468314,2853.162158,3048.833871,3257.148696,3461.79663
p23,2105.065232,2358.541476,2399.576806,2461.620842,2599.76054,2614.143608,2653.701653,2712.797948,2732.621361,2755.56983,2798.777638,2915.950549,3044.315915,3384.942648,4063.228431
p24,1737.380808,1927.37631,2025.532891,2123.835938,2319.103753,2439.605248,2570.135269,2666.998952,2778.343879,2907.988585,3034.004109,3131.782239,3294.34102,3477.148768,3948.446443
p25,1272.413141,1537.929877,1693.190725,1831.631806,1942.989446,2080.946246,2222.333526,2343.728793,2473.889609,2602.046609,2734.757079,2867.578351,3011.208583,3244.744945,3695.046028
p26,1473.360053,1677.806071,1782.952031,1906.216218,2012.441176,2116.884434,2216.28366,2310.005482,2423.302654,2558.331058,2683.031965,2815.940196,2988.760343,3224.206151,3614.037648
p27,1494.285832,1696.719959,1827.177443,1947.100039,2109.702436,2227.322496,2335.650669,2474.462242,2582.917202,2698.384969,2803.672511,2947.370957,3138.058147,3326.509588,3736.957577
p28,1412.41643,1645.896011,1796.661704,1902.367655,2023.543183,2115.637137,2217.113645,2355.302144,2480.055633,2610.641137,2765.212504,2927.798022,3109.456005,3352.881848,3826.944245
p29,1350.1641,1519.696687,1689.26932,1774.205667,1830.99198,1911.421566,2059.917605,2169.503229,2261.990478,2421.254477,2567.463816,2713.579378,2874.011747,3163.393309,3778.102983
p30,2299.874331,0,0,0,0,0,0,0,0,0,0,0,0,0,2907.122586
p31,1597.340881,1878.328914,2062.487559,2203.74224,2322.662516,2447.260006,2562.89318,2693.185148,2804.040784,2921.783914,3043.26721,3216.492286,3409.137806,3630.743571,4127.034062
p32,2842.75383,0,0,0,0,0,0,3556.719122,0,0,0,0,0,0,3824.492746
p33,1329.713327,1599.491828,1731.51584,1855.250511,2013.173433,2118.467862,2283.252483,2396.029285,2486.639859,2627.465009,2776.409354,2909.521833,3097.930823,3270.027231,3592.186537
p34,1669.69898,1961.659398,2116.337888,2214.024302,2318.158629,2468.256554,2573.722028,2687.592215,2783.513031,2907.865698,3028.064076,3188.203888,3346.777242,3520.923484,3926.300552
p47,1980.688157,0,0,0,3457.118248,0,4052.775234,4065.254424,0,4487.245232,0,0,4536.84533,4643.397224,4897.464274
p50,2508.499403,3161.19997,0,3327.277118,3350.083959,0,0,3521.136661,0,0,3668.624663,0,4015.08007,0,4573.873796
p56,2187.574702,2238.900021,2494.787224,2592.846856,2598.404767,2738.472057,0,2948.812963,3144.765582,3209.669625,3227.997268,3266.160206,3266.885709,3412.028847,3424.591125
p59,2265.40228,0,0,0,0,0,0,2630.184956,0,0,0,0,0,0,3769.258919
p61,1874.206687,2075.980175,2201.718278,2380.260211,2502.188822,2614.01588,2772.646746,2924.610234,3020.131799,3140.161294,3283.45299,3443.993824,3628.158796,3869.20336,4498.670433
p85,1806.800259,2242.998342,2379.616276,0,2490.066083,0,2573.715007,2746.573958,2862.000049,2929.524852,0,2967.759433,3201.654559,0,3689.823865
p89,2487.77701,2580.001035,0,2982.147811,0,3210.226664,0,3388.423385,0,3509.109802,3510.92426,0,3579.569902,3665.996261,3928.261731
p90,0,0,0,0,0,0,0,2465.276185,0,0,0,0,0,0,0
p92,2029.811386,2226.842514,2350.873814,2464.40818,2614.544544,2726.967821,2816.320499,2938.600133,3041.065872,3150.461999,3267.716999,3442.740461,3699.216713,3903.160955,4221.553105
p94,1815.280255,2158.39498,2267.945866,2378.448022,2492.159359,2582.042061,2672.270119,2762.67284,2922.085456,3028.602102,3112.254612,3251.003148,3427.8058,3616.340384,3984.528039
p95,1478.899636,1520.550119,1783.438093,1820.258441,1874.132513,0,1960.784096,2013.371923,2030.64834,2276.709572,2474.997603,2805.527971,2963.035,3013.604583,3475.412858
p97,1692.934495,1857.835582,1926.967218,1984.023043,2130.539476,2185.678994,2235.659519,2346.08677,2437.31605,2574.351041,2657.411087,2789.625061,2944.634812,3132.333162,3419.154534
p99,1514.450899,1732.535367,1791.202783,1834.089479,1985.888936,2059.903106,2153.32831,2365.679212,2480.35321,2646.09908,2695.604722,2915.283941,3024.573532,3154.21985,3297.513004
p100,2038.871255,0,0,2595.140873,0,3110.185048,0,0,3238.744215,0,0,3322.503884,0,3424.417696,3701.794578
p109,0,0,0,0,0,0,0,2850.53959,0,0,0,0,0,0,0
p110,1895.93022,0,0,2038.008977,0,0,2340.745424,0,2392.547769,0,2484.06089,0,0,2537.10992,2846.495184
p115,2103.921546,2274.460026,2431.045949,0,2670.290628,2951.628737,0,2996.525151,3078.456989,3126.428908,0,3215.298368,3454.175209,3483.950188,4070.461628
p116,1644.997856,1836.446272,1924.571479,2052.455174,2194.701465,2300.32994,2397.022041,2443.243232,2512.319819,2572.664275,2658.023753,2748.972644,2875.545904,3020.202318,3485.32026
p117,2413.761588,0,0,2802.370911,0,0,0,0,2945.404184,0,0,0,0,0,4099.633066
p118,1543.592141,1806.052858,1868.333056,1941.213127,2029.696471,2107.696176,2171.207876,2219.922288,2299.041933,2340.570961,2426.745937,2524.106117,2790.206674,3060.932553,3446.300972
p119,2510.037876,0,0,2635.583342,2778.931511,0,2835.384155,2847.947817,0,2950.592456,3120.64925,0,3220.922946,3331.920347,3501.994811
p120,2325.306523,2564.65889,0,0,2603.569607,0,2605.583226,2910.673177,2921.182902,0,0,3014.218813,3136.291626,3823.723864,4232.641635
p121,1662.470274,1754.530807,1885.76732,1981.80199,0,2161.17476,0,2311.388325,2450.19935,2527.137292,2584.826343,2732.771998,2794.49879,2920.553488,3272.404818
p122,2199.91786,2416.91483,2549.000476,2666.512977,2757.741414,2864.97808,2973.011549,3066.94221,3114.629396,3192.549435,3282.97492,3339.866445,3428.668541,3674.994522,4040.008265
p127,1770.135099,1891.788462,2059.589527,2309.085583,2481.79206,2547.67609,2617.576997,2715.687795,2768.758585,2907.039087,2967.592417,3002.498552,3163.970961,3322.138461,3487.574936
p129,2029.138892,0,0,2428.487654,0,0,2660.019283,2880.782675,0,0,2929.245432,0,3332.016439,0,3372.72668
p130,1475.538848,1806.764055,1866.962614,2077.662485,2347.81969,2600.976441,2634.047089,2711.639325,2776.874108,2789.632083,2922.591746,2942.064598,3032.324893,3276.274195,3636.117202
p134,1970.723766,2004.02364,2047.445681,0,2410.879867,2454.932337,0,2497.343458,2563.863229,2569.770687,2712.996014,2898.076164,3115.596063,3382.178759,3673.104992
