,phsclass1,phsclass2,phsclass3,phsclass4,phsclass5,phsclass6,phsclass7,phsclass8,phsclass9,phsclass10,phsclass11,phsclass12,phsclass13,phsclass14,phsclass15
p1,1512.789718,1646.341666,1794.176229,1925.068124,2117.580875,2176.512884,2238.304311,2327.409366,2405.319186,2561.347613,2617.898663,2844.416345,3014.584049,3145.431826,3401.206815
p2,1500.102643,1841.101071,2002.21611,2107.036179,2193.294103,2287.006034,2414.867745,2548.575213,2651.196195,2734.124691,2840.742772,2989.555617,3113.200684,3293.845667,3593.536363
p3,1456.682527,0,1929.666898,2000.507662,2263.309684,2393.04676,2510.965263,2615.405785,2675.438347,2770.081727,2932.011878,3007.939249,3197.675858,3547.200521,4132.578006
p4,1204.426391,1551.586458,1673.288503,1812.006735,1925.237553,2086.799569,2216.014283,2312.575061,2399.980962,2521.762706,2612.564037,2788.958006,3005.462018,3375.405684,3875.840334
p5,1457.672835,1728.885346,1892.545416,2030.930447,2134.164931,2250.890616,2368.402361,2463.293853,2563.722866,2685.090136,2823.199066,2994.527115,3160.210955,3331.859566,3742.262549
p6,1440.689681,1736.161496,1930.000279,2109.078108,2176.646518,2326.952932,2434.96088,2526.310058,2626.304693,2714.547939,2897.956696,3010.938253,3168.195522,3370.389368,3734.705489
p7,1447.040752,1748.744765,1955.866185,2098.368377,2245.688368,2376.37173,2478.411866,2567.540683,2657.005979,2788.187641,2908.450462,3054.117174,3206.829151,3392.842884,3807.644022
p8,1398.847135,1634.454528,1728.456948,1881.119713,1976.656157,2065.018919,2160.596685,2304.0957,2459.754866,2585.806567,2766.591868,2924.480106,3075.157244,3261.066181,3657.952047
p9,1242.679179,1520.590228,1726.901193,1844.023763,2008.878455,2191.990065,2276.829274,2344.488124,2495.323099,2701.893772,2836.851356,2977.895451,3154.657285,3328.193508,3782.057581
p10,1322.216545,1595.599337,1795.903398,1942.466288,2088.271222,2270.981067,2415.820871,2540.165962,2676.94848,2808.974415,2945.887487,3102.433314,3261.056373,3452.535141,3829.76896
p11,1788.13143,2026.862652,2182.237292,0,2554.507656,0,2685.668593,2811.912088,2825.866369,2841.964887,2901.948259,2968.139976,3096.495675,3897.622596,4002.152356
p12,1369.401456,1621.546197,1808.27041,1966.162363,2119.369062,2249.040702,2380.676548,2506.214653,2619.169007,2731.166065,2850.547573,2979.76378,3135.933047,3340.306353,3729.594236
p13,2074.316131,2282.562749,2414.516579,2544.059623,2705.648512,2787.766928,2834.217361,2907.631805,2993.011787,3075.394511,3150.417049,3250.729236,3369.726605,3532.532212,3782.622639
